,Mr Oklahoma City,Legionary,Gist,Hit One Out,Country Brave,Im Crenshaw,Spirit Of Spoatie,Canonize
15-12-2022 13:51:01.381657,"(12.0, 18.0, 15.25)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 83.33333333333333)","(7.5, 10.0, 9.822222222222223)","(6.0, 8.4, 7.28)","(3.6, 3.9, 3.72)","(5.0, 6.6, 6.199999999999999)","(9.0, 14.5, 13.7)"
15-12-2022 13:51:02.448948,"(12.0, 18.0, 15.25)","(4.4, 6.8, 6.2375)","(20.0, 100.0, 83.33333333333333)","(7.5, 10.0, 9.866666666666667)","(6.0, 8.4, 7.28)","(3.6, 3.9, 3.72)","(5.0, 6.6, 6.1)","(9.0, 14.5, 13.7)"
15-12-2022 13:51:03.462805,"(12.0, 18.0, 16.166666666666668)","(4.4, 6.8, 6.2375)","(20.0, 95.0, 87.5)","(7.5, 10.0, 9.927272727272728)","(6.0, 8.2, 7.075)","(3.6, 3.9, 3.72)","(5.0, 6.4, 5.676190476190476)","(9.0, 14.5, 13.7)"
15-12-2022 13:51:04.524574,"(12.0, 19.5, 17.166666666666668)","(4.4, 6.8, 6.2375)","(21.0, 90.0, 83.33333333333334)","(7.5, 10.0, 9.933333333333334)","(6.0, 8.0, 7.0625)","(3.6, 3.9, 3.72)","(5.0, 6.2, 5.654545454545454)","(9.0, 15.5, 14.5)"
15-12-2022 13:51:05.500096,"(12.0, 19.5, 17.166666666666668)","(4.4, 6.8, 6.2375)","(21.0, 90.0, 83.33333333333334)","(7.5, 10.0, 9.933333333333334)","(6.0, 8.0, 7.0625)","(3.6, 3.9, 3.72)","(5.0, 6.2, 5.654545454545454)","(9.0, 15.5, 14.5)"
15-12-2022 13:51:06.539644,"(12.0, 19.5, 17.166666666666668)","(4.4, 6.8, 6.146153846153846)","(21.0, 100.0, 85.71428571428572)","(7.5, 10.0, 9.85)","(6.0, 8.2, 7.6)","(3.6, 3.9, 3.7071428571428573)","(5.0, 6.6, 6.129411764705882)","(9.0, 15.5, 14.954545454545453)"
15-12-2022 13:51:07.539702,"(12.0, 19.5, 17.166666666666668)","(4.4, 6.8, 6.146153846153846)","(21.0, 100.0, 85.71428571428572)","(7.5, 10.0, 9.85)","(6.0, 8.2, 7.6)","(3.6, 3.9, 3.6277777777777778)","(5.0, 6.6, 6.129411764705882)","(9.0, 15.5, 14.954545454545453)"
15-12-2022 13:51:08.600857,"(12.0, 19.5, 17.166666666666668)","(4.4, 6.8, 6.146153846153846)","(21.0, 100.0, 87.14285714285714)","(7.5, 10.0, 9.85)","(6.0, 8.2, 7.6)","(3.6, 3.85, 3.6)","(5.0, 6.6, 6.129411764705882)","(9.0, 15.5, 14.5)"
15-12-2022 13:51:09.724835,"(12.0, 19.5, 18.5)","(4.4, 6.8, 6.146153846153846)","(21.0, 100.0, 87.14285714285714)","(7.5, 10.0, 9.85)","(6.0, 8.2, 7.6)","(3.6, 3.85, 3.6)","(5.0, 6.6, 6.073684210526316)","(9.0, 15.5, 15.25)"
15-12-2022 13:51:10.859346,"(12.0, 19.5, 17.875)","(4.4, 6.8, 6.146153846153846)","(21.0, 100.0, 87.14285714285714)","(7.5, 10.0, 9.85)","(6.0, 8.2, 7.6)","(3.6, 3.85, 3.5933333333333333)","(5.0, 6.6, 6.254545454545455)","(9.0, 17.5, 15.0)"
15-12-2022 13:51:11.916000,"(12.0, 19.5, 17.875)","(4.4, 6.8, 6.146153846153846)","(21.0, 100.0, 87.14285714285714)","(7.5, 10.0, 9.76)","(6.0, 8.2, 7.6)","(3.6, 3.85, 3.5933333333333333)","(5.0, 6.4, 6.254545454545455)","(9.0, 17.0, 15.0)"
15-12-2022 13:51:12.963565,"(12.0, 19.5, 18.0)","(4.4, 6.8, 6.146153846153846)","(21.0, 100.0, 87.14285714285714)","(7.5, 10.5, 10.185714285714285)","(6.0, 8.2, 7.6)","(3.6, 3.85, 3.6555555555555554)","(5.0, 6.4, 6.2857142857142865)","(9.0, 17.0, 15.0)"
15-12-2022 13:51:14.013805,"(12.0, 19.5, 18.0)","(4.4, 6.8, 6.146153846153846)","(21.0, 100.0, 87.14285714285714)","(7.5, 10.5, 10.185714285714285)","(6.0, 8.2, 7.6)","(3.6, 3.85, 3.6333333333333333)","(5.0, 6.4, 6.2857142857142865)","(9.0, 17.0, 15.0)"
15-12-2022 13:51:15.452150,"(12.0, 19.5, 18.0)","(4.4, 6.8, 6.273684210526316)","(21.0, 100.0, 87.14285714285714)","(7.5, 10.5, 10.316666666666666)","(6.0, 8.2, 7.6)","(3.6, 3.8, 3.6333333333333333)","(5.0, 6.4, 6.2857142857142865)","(9.0, 17.0, 15.90909090909091)"
15-12-2022 13:51:16.524073,"(12.0, 19.5, 18.0)","(4.4, 6.8, 6.273684210526316)","(21.0, 100.0, 87.14285714285714)","(7.5, 10.5, 10.05)","(6.0, 8.2, 7.6)","(3.6, 3.8, 3.6333333333333333)","(5.0, 6.4, 6.2857142857142865)","(9.0, 17.0, 15.90909090909091)"
15-12-2022 13:51:17.698574,"(12.0, 19.5, 18.0)","(4.4, 6.8, 6.273684210526316)","(21.0, 100.0, 88.33333333333334)","(7.5, 10.5, 10.05)","(6.0, 8.2, 7.0625)","(3.6, 3.8, 3.6333333333333333)","(5.0, 6.4, 5.786956521739131)","(9.0, 17.0, 15.90909090909091)"
15-12-2022 13:51:18.910460,"(12.0, 19.5, 16.75)","(4.4, 6.6, 6.52)","(21.0, 95.0, 77.5)","(7.5, 10.5, 10.05)","(6.0, 8.0, 7.0625)","(3.6, 3.8, 3.6333333333333333)","(5.0, 6.2, 5.863636363636363)","(9.0, 17.0, 15.90909090909091)"
15-12-2022 13:51:20.059325,"(11.0, 19.5, 16.75)","(4.4, 6.6, 6.52)","(21.0, 95.0, 77.5)","(7.5, 10.5, 10.316666666666666)","(6.0, 8.0, 7.0625)","(3.5, 3.8, 3.6333333333333333)","(5.0, 6.6, 5.863636363636363)","(9.0, 17.0, 15.90909090909091)"
15-12-2022 13:51:21.365117,"(11.0, 19.5, 16.75)","(4.4, 6.6, 6.52)","(21.0, 95.0, 77.5)","(7.5, 10.5, 10.316666666666666)","(6.0, 8.0, 7.6)","(3.5, 3.8, 3.675)","(5.0, 6.6, 6.172727272727273)","(9.0, 17.0, 15.90909090909091)"
15-12-2022 13:51:22.566854,"(11.0, 19.5, 16.75)","(4.4, 6.6, 6.52)","(21.0, 100.0, 86.66666666666667)","(7.5, 10.5, 10.316666666666666)","(6.0, 8.2, 7.6)","(3.6, 3.8, 3.716666666666667)","(5.0, 7.0, 6.172727272727273)","(9.0, 17.0, 15.76923076923077)"
15-12-2022 13:51:23.735644,"(11.0, 19.5, 16.75)","(4.4, 6.4, 6.34)","(21.0, 100.0, 86.66666666666667)","(7.5, 10.5, 10.14)","(6.0, 8.2, 7.0625)","(3.6, 3.75, 3.569736842105263)","(5.0, 7.0, 6.3)","(9.0, 17.5, 14.615384615384615)"
15-12-2022 13:51:24.804385,"(11.0, 19.5, 16.75)","(4.4, 6.2, 5.924137931034482)","(21.0, 100.0, 88.0)","(7.5, 10.5, 9.95)","(6.0, 8.0, 7.0625)","(3.6, 3.7, 3.569736842105263)","(5.0, 6.6, 6.3)","(9.0, 16.5, 14.615384615384615)"
15-12-2022 13:51:25.917308,"(11.0, 19.5, 16.75)","(4.4, 6.2, 6.125)","(21.0, 95.0, 90.625)","(7.5, 10.5, 9.766666666666667)","(6.0, 8.2, 7.0625)","(3.6, 3.7, 3.7583333333333333)","(5.0, 6.6, 5.827272727272727)","(9.0, 16.5, 15.90909090909091)"
15-12-2022 13:51:26.977389,"(11.0, 19.5, 16.75)","(4.4, 6.2, 6.125)","(21.0, 95.0, 90.0)","(7.5, 10.5, 9.98)","(6.0, 8.0, 7.075)","(3.6, 3.8, 3.577027027027027)","(5.0, 6.4, 6.3)","(9.0, 17.0, 13.875)"
15-12-2022 13:51:28.028332,"(11.0, 19.5, 14.785714285714286)","(4.4, 6.2, 6.125)","(21.0, 95.0, 90.0)","(7.5, 10.5, 9.98)","(6.0, 8.2, 7.075)","(3.6, 3.75, 3.716666666666667)","(5.0, 6.6, 5.827272727272727)","(9.0, 16.5, 13.875)"
15-12-2022 13:51:29.093805,"(11.0, 19.5, 14.785714285714286)","(4.4, 6.2, 6.125)","(21.0, 95.0, 90.0)","(7.5, 10.5, 9.98)","(6.0, 8.2, 7.075)","(3.6, 3.85, 3.7583333333333333)","(5.0, 6.4, 6.033333333333333)","(9.0, 16.5, 14.333333333333334)"
15-12-2022 13:51:30.212104,"(11.0, 19.5, 14.785714285714286)","(4.4, 6.2, 6.125)","(21.0, 95.0, 90.0)","(7.5, 12.0, 9.34375)","(6.0, 8.2, 7.333333333333333)","(3.6, 3.8, 3.7583333333333333)","(5.0, 6.2, 5.78)","(9.0, 16.0, 14.333333333333334)"
15-12-2022 13:51:31.310687,"(11.0, 19.5, 14.785714285714286)","(4.4, 6.2, 6.125)","(21.0, 95.0, 90.0)","(7.5, 11.5, 9.647058823529411)","(6.0, 8.0, 7.333333333333333)","(3.6, 3.8, 3.7583333333333333)","(5.0, 6.2, 6.0600000000000005)","(9.0, 16.0, 14.333333333333334)"
15-12-2022 13:51:32.373939,"(11.0, 19.5, 14.785714285714286)","(4.4, 6.2, 6.16)","(21.0, 95.0, 90.0)","(7.5, 11.5, 10.736363636363636)","(6.0, 8.0, 7.333333333333333)","(3.6, 3.8, 3.7583333333333333)","(5.0, 6.2, 5.642857142857143)","(9.0, 16.0, 14.333333333333334)"
15-12-2022 13:51:33.387547,"(11.0, 19.5, 15.5)","(4.4, 6.2, 6.16)","(21.0, 95.0, 89.16666666666666)","(7.5, 11.5, 10.736363636363636)","(6.0, 8.0, 7.333333333333333)","(3.6, 3.8, 3.761111111111111)","(5.0, 6.0, 5.523809523809524)","(9.0, 16.0, 14.333333333333334)"
15-12-2022 13:51:34.417850,"(11.0, 19.5, 15.833333333333334)","(4.4, 6.2, 6.16)","(21.0, 95.0, 67.5)","(7.5, 11.5, 10.736363636363636)","(6.0, 8.0, 7.333333333333333)","(3.6, 3.8, 3.761111111111111)","(5.0, 6.0, 6.0)","(9.0, 16.0, 14.333333333333334)"
15-12-2022 13:51:35.588991,"(11.0, 19.5, 15.833333333333334)","(4.4, 6.2, 6.16)","(21.0, 95.0, 57.33333333333333)","(7.5, 11.5, 10.736363636363636)","(6.0, 8.0, 7.333333333333333)","(3.6, 3.8, 3.761111111111111)","(5.0, 6.2, 5.6)","(9.0, 16.0, 14.333333333333334)"
15-12-2022 13:51:36.757700,"(11.0, 19.5, 15.833333333333334)","(4.4, 6.2, 6.16)","(21.0, 100.0, 57.33333333333333)","(7.5, 11.5, 10.566666666666666)","(6.0, 8.0, 7.6)","(3.6, 3.8, 3.6125)","(5.0, 6.0, 5.6)","(9.0, 16.0, 14.333333333333334)"
15-12-2022 13:51:37.932011,"(11.0, 19.0, 15.875)","(4.4, 6.2, 6.16)","(21.0, 100.0, 82.5)","(7.5, 11.5, 10.542857142857143)","(6.0, 8.2, 7.6)","(3.6, 3.8, 3.6125)","(5.0, 6.0, 6.0)","(9.0, 16.0, 14.333333333333334)"
15-12-2022 13:51:39.329412,"(11.0, 19.0, 15.875)","(4.4, 6.2, 6.16)","(21.0, 100.0, 82.5)","(7.5, 11.0, 10.733333333333334)","(6.0, 8.2, 7.6)","(3.6, 3.8, 3.6125)","(5.0, 6.2, 5.92)","(9.0, 16.0, 14.333333333333334)"
15-12-2022 13:51:40.444812,"(11.0, 19.0, 15.875)","(4.4, 6.2, 6.16)","(21.0, 100.0, 82.5)","(7.5, 11.0, 10.733333333333334)","(6.0, 8.2, 7.6)","(3.6, 3.8, 3.815)","(5.0, 6.2, 6.0)","(9.0, 16.0, 14.333333333333334)"
15-12-2022 13:51:41.663719,"(11.0, 19.0, 15.875)","(4.4, 6.2, 6.16)","(21.0, 100.0, 82.5)","(7.5, 11.0, 10.3)","(6.0, 8.2, 7.266666666666667)","(3.6, 3.85, 3.815)","(5.0, 6.2, 5.422448979591837)","(9.0, 16.0, 14.0)"
15-12-2022 13:51:42.823026,"(11.0, 19.0, 16.916666666666668)","(4.4, 6.2, 6.16)","(21.0, 100.0, 82.5)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.6, 3.85, 3.815)","(5.0, 5.5, 5.422448979591837)","(9.0, 16.0, 14.0)"
15-12-2022 13:51:44.018912,"(11.0, 19.0, 16.916666666666668)","(4.4, 6.2, 6.16)","(21.0, 100.0, 82.5)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.6, 3.85, 3.725)","(5.0, 6.0, 5.866666666666666)","(9.0, 17.0, 13.666666666666666)"
15-12-2022 13:51:45.228342,"(11.0, 19.0, 15.875)","(4.4, 6.2, 6.16)","(21.0, 100.0, 82.5)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.6, 3.85, 3.725)","(5.0, 6.0, 5.866666666666666)","(9.0, 17.0, 13.666666666666666)"
15-12-2022 13:51:46.362586,"(11.0, 19.0, 15.875)","(4.4, 6.2, 6.16)","(21.0, 100.0, 82.5)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.6, 3.85, 3.6799999999999997)","(5.0, 6.0, 5.95)","(9.0, 17.0, 13.666666666666666)"
15-12-2022 13:51:47.387549,"(11.0, 19.0, 15.875)","(4.4, 6.2, 6.16)","(21.0, 100.0, 82.5)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.6, 3.8, 3.6799999999999997)","(5.0, 6.0, 5.95)","(9.0, 17.0, 13.666666666666666)"
15-12-2022 13:51:48.485084,"(11.0, 18.5, 15.75)","(4.4, 6.2, 6.16)","(21.0, 100.0, 83.5)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.6, 3.8, 3.6799999999999997)","(5.0, 6.0, 5.95)","(9.0, 17.0, 13.666666666666666)"
15-12-2022 13:51:49.641503,"(11.0, 18.5, 15.75)","(4.4, 6.2, 6.16)","(21.0, 100.0, 83.5)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.6, 3.8, 3.77)","(5.0, 6.0, 5.95)","(9.0, 17.0, 13.666666666666666)"
15-12-2022 13:51:50.835578,"(11.0, 18.5, 15.166666666666666)","(4.4, 6.2, 6.16)","(21.0, 100.0, 83.5)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.6, 3.8, 3.77)","(5.0, 6.0, 5.440740740740741)","(9.0, 17.0, 13.666666666666666)"
15-12-2022 13:51:52.031925,"(11.0, 18.5, 15.166666666666666)","(4.4, 6.2, 6.16)","(21.0, 100.0, 83.5)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.6, 3.8, 3.77)","(5.0, 5.7, 5.46875)","(9.0, 17.0, 13.666666666666666)"
15-12-2022 13:51:53.230591,"(11.0, 18.5, 16.571428571428573)","(4.4, 6.2, 6.16)","(21.0, 100.0, 78.66666666666666)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.6, 3.8, 3.77)","(5.0, 5.7, 5.46875)","(9.0, 17.0, 13.4)"
15-12-2022 13:51:54.325491,"(11.0, 18.5, 13.785714285714286)","(4.4, 6.2, 6.16)","(21.0, 100.0, 78.66666666666666)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.6, 3.8, 3.77)","(5.0, 5.7, 5.46875)","(9.0, 17.0, 13.5)"
15-12-2022 13:51:55.524462,"(11.0, 18.5, 13.785714285714286)","(4.4, 6.2, 6.16)","(21.0, 100.0, 78.66666666666666)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.6, 3.8, 3.76875)","(5.0, 5.7, 5.407894736842105)","(9.0, 17.0, 14.166666666666666)"
15-12-2022 13:51:56.704011,"(11.0, 18.5, 16.833333333333332)","(4.6, 6.2, 6.16)","(21.0, 100.0, 78.66666666666666)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.5, 3.8, 3.76875)","(5.0, 5.7, 5.433333333333334)","(10.0, 16.5, 14.166666666666666)"
15-12-2022 13:51:57.929352,"(11.0, 18.5, 16.833333333333332)","(4.6, 6.2, 6.16)","(21.0, 100.0, 78.66666666666666)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.5, 3.8, 3.76875)","(5.0, 5.6, 5.433333333333334)","(10.0, 16.5, 14.166666666666666)"
15-12-2022 13:51:59.100747,"(11.0, 18.5, 16.833333333333332)","(4.6, 6.2, 6.16)","(21.0, 100.0, 78.66666666666666)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.5, 3.8, 3.76875)","(5.0, 5.6, 5.433333333333334)","(10.0, 16.5, 14.166666666666666)"
15-12-2022 13:52:00.292942,"(11.0, 18.5, 16.833333333333332)","(4.6, 6.2, 6.16)","(21.0, 100.0, 78.66666666666666)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.266666666666667)","(3.5, 3.8, 3.76875)","(5.0, 5.6, 5.433333333333334)","(10.0, 16.5, 14.166666666666666)"
15-12-2022 13:52:01.508270,"(11.0, 18.5, 15.125)","(4.6, 6.2, 6.16)","(21.0, 95.0, 73.0)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.5)","(3.5, 3.8, 3.675)","(5.0, 5.6, 5.553125)","(10.0, 16.5, 14.7)"
15-12-2022 13:52:02.648087,"(11.0, 18.5, 15.125)","(4.6, 6.2, 6.15)","(21.0, 95.0, 73.0)","(7.5, 11.0, 10.3)","(6.0, 7.8, 7.56)","(3.5, 3.8, 3.675)","(5.0, 5.6, 5.553125)","(10.0, 16.5, 15.375)"
15-12-2022 13:52:03.805344,"(11.0, 18.5, 16.454545454545453)","(4.6, 6.2, 6.16)","(21.0, 95.0, 58.33333333333333)","(7.5, 11.0, 10.44)","(6.0, 7.8, 7.56)","(3.5, 3.8, 3.675)","(5.0, 5.6, 5.553125)","(10.0, 16.5, 15.5)"
15-12-2022 13:52:04.939172,"(11.0, 18.5, 16.454545454545453)","(4.6, 6.2, 6.16)","(21.0, 95.0, 58.33333333333333)","(7.5, 11.0, 10.44)","(6.0, 7.8, 7.56)","(3.5, 3.8, 3.675)","(5.0, 5.6, 5.553125)","(10.0, 16.5, 16.0)"
15-12-2022 13:52:06.073015,"(11.0, 18.5, 15.285714285714286)","(4.6, 6.2, 6.16)","(26.0, 95.0, 59.66666666666667)","(7.5, 11.0, 10.8)","(6.0, 7.8, 7.56)","(3.3, 3.8, 3.5277777777777777)","(5.0, 5.6, 5.553125)","(10.0, 16.5, 15.9)"
15-12-2022 13:52:07.380035,"(11.0, 19.5, 17.666666666666668)","(4.6, 6.2, 6.16)","(26.0, 95.0, 59.66666666666667)","(7.5, 12.0, 10.68)","(6.0, 7.8, 7.4)","(3.3, 3.8, 3.8136363636363635)","(5.0, 5.6, 5.553125)","(10.0, 16.5, 15.9)"
15-12-2022 13:52:08.500103,"(11.0, 19.5, 17.666666666666668)","(4.6, 6.2, 6.16)","(26.0, 95.0, 59.66666666666667)","(7.5, 12.0, 10.68)","(6.0, 7.8, 7.4)","(3.3, 3.85, 3.8136363636363635)","(5.0, 5.6, 5.553125)","(10.0, 16.5, 15.666666666666666)"
15-12-2022 13:52:09.585579,"(11.0, 19.5, 18.0)","(4.6, 6.2, 6.16)","(26.0, 120.0, 84.0)","(7.5, 12.5, 11.6)","(6.0, 7.8, 7.4)","(3.3, 3.85, 3.8136363636363635)","(5.0, 5.6, 5.553125)","(10.0, 16.5, 15.666666666666666)"
15-12-2022 13:52:10.717522,"(11.0, 19.5, 18.0)","(4.6, 6.2, 6.16)","(26.0, 120.0, 84.0)","(7.5, 12.5, 10.700000000000001)","(6.0, 7.8, 7.4)","(3.3, 3.85, 3.533333333333333)","(5.0, 5.6, 5.553125)","(10.0, 16.5, 15.666666666666666)"
15-12-2022 13:52:11.728128,"(11.0, 19.5, 18.0)","(4.6, 6.2, 6.16)","(26.0, 120.0, 84.0)","(7.5, 12.5, 10.700000000000001)","(6.0, 7.8, 7.4)","(3.3, 4.0, 3.533333333333333)","(5.0, 5.6, 5.553125)","(10.0, 16.5, 15.666666666666666)"
15-12-2022 13:52:12.766219,"(11.0, 19.5, 18.0)","(4.6, 6.2, 6.16)","(26.0, 120.0, 84.0)","(8.0, 12.0, 10.428571428571429)","(6.0, 7.8, 7.4)","(3.3, 3.95, 3.7045454545454546)","(4.8, 5.6, 5.553125)","(11.0, 16.5, 15.666666666666666)"
15-12-2022 13:52:13.849820,"(11.0, 19.5, 18.0)","(4.6, 6.2, 6.16)","(26.0, 120.0, 78.0)","(8.0, 12.0, 10.5)","(6.0, 7.8, 7.4)","(3.3, 3.95, 3.7857142857142856)","(4.8, 5.6, 5.553125)","(11.0, 16.5, 16.75)"
15-12-2022 13:52:14.967447,"(11.0, 19.5, 18.0)","(4.6, 6.2, 6.16)","(26.0, 110.0, 78.0)","(8.0, 12.0, 9.9)","(6.0, 7.8, 7.6)","(3.3, 3.9, 3.75)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.166666666666668)"
15-12-2022 13:52:16.109602,"(11.0, 19.5, 18.25)","(4.6, 6.2, 6.16)","(26.0, 110.0, 78.0)","(8.0, 12.0, 10.0)","(6.0, 8.0, 7.6)","(3.3, 3.85, 3.75)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.166666666666668)"
15-12-2022 13:52:17.215346,"(11.0, 19.5, 18.25)","(4.6, 6.2, 6.16)","(26.0, 110.0, 78.0)","(8.0, 12.0, 10.0)","(6.0, 8.0, 7.6)","(3.3, 3.85, 3.625)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.166666666666668)"
15-12-2022 13:52:18.341477,"(11.0, 19.5, 18.666666666666668)","(4.6, 6.2, 6.16)","(26.0, 110.0, 83.33333333333334)","(8.0, 12.0, 10.0)","(6.0, 8.0, 7.6)","(3.2, 3.85, 3.6863636363636365)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.166666666666668)"
15-12-2022 13:52:19.486947,"(11.0, 19.5, 18.666666666666668)","(4.6, 6.2, 6.16)","(26.0, 110.0, 92.22222222222223)","(8.0, 12.0, 10.0)","(6.0, 8.0, 7.6)","(3.2, 3.85, 3.6863636363636365)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.166666666666668)"
15-12-2022 13:52:20.652676,"(11.0, 19.5, 17.625)","(4.6, 6.2, 6.16)","(26.0, 110.0, 92.22222222222223)","(8.0, 12.5, 10.8)","(6.0, 8.0, 7.6)","(3.2, 3.85, 3.6863636363636365)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.166666666666668)"
15-12-2022 13:52:21.808106,"(11.0, 19.5, 17.625)","(4.6, 6.2, 6.16)","(26.0, 110.0, 83.33333333333334)","(8.0, 12.0, 10.918181818181818)","(6.0, 8.0, 7.6)","(3.2, 3.85, 3.6863636363636365)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.166666666666668)"
15-12-2022 13:52:22.982705,"(11.0, 19.5, 17.625)","(4.6, 6.2, 6.16)","(26.0, 110.0, 83.33333333333334)","(8.0, 12.5, 10.918181818181818)","(6.0, 8.0, 7.4)","(3.2, 3.85, 3.73)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.166666666666668)"
15-12-2022 13:52:24.174510,"(11.0, 19.0, 17.714285714285715)","(4.6, 6.2, 6.16)","(26.0, 110.0, 78.8)","(8.0, 12.5, 10.918181818181818)","(6.0, 7.8, 7.4)","(3.2, 3.85, 3.67)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.166666666666668)"
15-12-2022 13:52:25.371925,"(11.0, 19.0, 17.714285714285715)","(4.6, 6.2, 6.16)","(26.0, 110.0, 78.8)","(8.0, 12.5, 10.918181818181818)","(6.0, 7.8, 7.4)","(3.2, 3.85, 3.67)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.6875)"
15-12-2022 13:52:26.548448,"(11.0, 19.0, 17.714285714285715)","(4.6, 6.2, 6.16)","(26.0, 110.0, 71.0)","(8.0, 12.5, 10.918181818181818)","(6.0, 7.8, 7.4)","(3.2, 3.85, 3.67)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.6875)"
15-12-2022 13:52:27.672231,"(11.0, 19.0, 17.714285714285715)","(4.6, 6.2, 6.16)","(26.0, 110.0, 53.333333333333336)","(8.0, 12.5, 10.918181818181818)","(6.0, 7.8, 7.4)","(3.2, 3.85, 3.67)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.6875)"
15-12-2022 13:52:28.733530,"(11.0, 19.0, 17.714285714285715)","(4.6, 6.2, 6.16)","(26.0, 110.0, 53.333333333333336)","(8.0, 12.5, 10.918181818181818)","(6.0, 7.8, 7.4)","(3.2, 3.85, 3.6425)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.6875)"
15-12-2022 13:52:29.795950,"(11.0, 19.0, 17.714285714285715)","(4.6, 6.2, 6.16)","(26.0, 110.0, 53.333333333333336)","(8.0, 12.5, 10.918181818181818)","(6.0, 7.8, 7.4)","(3.2, 3.8, 3.6425)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.6875)"
15-12-2022 13:52:30.878394,"(11.0, 19.0, 17.714285714285715)","(4.6, 6.2, 6.16)","(26.0, 110.0, 53.333333333333336)","(8.0, 12.5, 10.918181818181818)","(6.0, 7.8, 7.36)","(3.2, 3.8, 3.607142857142857)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.6875)"
15-12-2022 13:52:32.002907,"(11.0, 19.5, 18.666666666666668)","(4.6, 6.2, 6.16)","(26.0, 110.0, 97.5)","(8.0, 12.5, 10.918181818181818)","(6.0, 8.0, 7.36)","(3.2, 3.8, 3.607142857142857)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.6875)"
15-12-2022 13:52:33.121754,"(11.0, 19.5, 18.25)","(4.6, 6.2, 6.16)","(26.0, 120.0, 97.5)","(8.0, 12.5, 10.475000000000001)","(6.0, 8.0, 7.4)","(3.2, 3.8, 3.607142857142857)","(4.8, 5.6, 5.553125)","(11.0, 17.0, 16.6875)"
15-12-2022 13:52:34.162597,"(11.0, 19.5, 14.25)","(4.6, 6.2, 6.16)","(26.0, 110.0, 90.0)","(8.0, 12.5, 10.475000000000001)","(6.0, 7.8, 7.4)","(3.2, 3.8, 3.5583333333333336)","(4.6, 5.6, 5.553125)","(11.0, 17.0, 16.6875)"
15-12-2022 13:52:35.168465,"(11.0, 19.5, 14.25)","(4.6, 6.2, 6.16)","(26.0, 110.0, 90.0)","(8.0, 12.5, 11.6)","(6.0, 7.8, 7.4)","(3.2, 3.85, 3.5583333333333336)","(4.6, 5.6, 5.553125)","(11.0, 17.0, 16.6875)"
15-12-2022 13:52:36.235587,"(11.0, 19.5, 13.5)","(4.6, 6.2, 6.16)","(26.0, 100.0, 82.5)","(8.0, 12.0, 10.9)","(6.0, 7.8, 7.4)","(3.2, 3.85, 3.47962962962963)","(4.6, 5.6, 5.553125)","(11.0, 17.0, 16.891304347826086)"
15-12-2022 13:52:37.392841,"(11.0, 19.5, 13.5)","(4.6, 6.2, 6.16)","(26.0, 100.0, 66.0)","(8.0, 12.0, 10.9)","(6.0, 7.8, 7.4)","(3.2, 3.85, 3.5500000000000003)","(4.6, 5.6, 5.553125)","(11.0, 17.0, 16.891304347826086)"
