,Mr Oklahoma City,Legionary,Gist,Hit One Out,Country Brave,Im Crenshaw,Spirit Of Spoatie,Canonize
15-12-2022 13:47:34.387177,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.241666666666667)","(18.0, 90.0, 54.285714285714285)","(7.5, 11.0, 9.0)","(6.5, 8.6, 7.720000000000001)","(4.0, 4.4, 4.346666666666667)","(5.0, 6.6, 6.466666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:35.648891,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.241666666666667)","(18.0, 90.0, 54.285714285714285)","(7.5, 11.0, 9.0)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.4, 4.346666666666667)","(5.0, 6.6, 6.466666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:36.900869,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.4944444444444445)","(18.0, 90.0, 54.285714285714285)","(7.5, 11.0, 9.0)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.4, 4.346666666666667)","(5.0, 6.6, 6.466666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:38.070982,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.1)","(18.0, 90.0, 48.333333333333336)","(7.5, 11.0, 9.0)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.4, 4.346666666666667)","(5.0, 6.6, 6.466666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:39.280041,"(11.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.1)","(18.0, 90.0, 38.333333333333336)","(7.5, 11.0, 10.571428571428571)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.4, 4.346666666666667)","(5.0, 6.6, 6.466666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:40.540785,"(12.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.1)","(18.0, 90.0, 38.333333333333336)","(7.5, 11.0, 10.257142857142858)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.4, 4.346666666666667)","(5.0, 6.6, 6.466666666666667)","(9.0, 11.5, 10.65)"
15-12-2022 13:47:41.801851,"(12.0, 26.0, 18.666666666666668)","(4.4, 7.0, 6.1)","(18.0, 90.0, 38.333333333333336)","(7.5, 11.0, 10.257142857142858)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.4, 4.346666666666667)","(5.0, 6.6, 6.466666666666667)","(9.0, 11.5, 10.200000000000001)"
15-12-2022 13:47:43.181585,"(12.0, 25.0, 18.333333333333332)","(4.4, 7.0, 6.1)","(18.0, 90.0, 38.333333333333336)","(7.5, 11.0, 10.257142857142858)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.4, 4.346666666666667)","(5.0, 6.6, 6.483333333333333)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:44.413134,"(12.0, 25.0, 18.333333333333332)","(4.4, 7.0, 6.1)","(18.0, 90.0, 38.333333333333336)","(7.5, 11.0, 10.257142857142858)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.4, 4.346666666666667)","(5.0, 6.6, 6.483333333333333)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:45.641025,"(12.0, 25.0, 18.333333333333332)","(4.4, 7.0, 6.446153846153846)","(18.0, 110.0, 55.33333333333333)","(7.5, 11.0, 10.257142857142858)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.4, 4.32)","(5.0, 6.6, 6.483333333333333)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:46.866650,"(12.0, 25.0, 18.333333333333332)","(4.4, 7.0, 6.446153846153846)","(18.0, 110.0, 55.33333333333333)","(7.5, 11.0, 9.7)","(6.5, 8.8, 7.720000000000001)","(4.0, 4.4, 4.32)","(5.0, 6.6, 6.483333333333333)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:48.052498,"(12.0, 25.0, 18.333333333333332)","(4.4, 7.0, 6.446153846153846)","(18.0, 110.0, 55.33333333333333)","(7.5, 11.0, 9.56)","(6.5, 8.8, 8.28)","(4.0, 4.4, 4.32)","(5.0, 6.6, 6.483333333333333)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:49.395294,"(12.0, 25.0, 21.0)","(4.4, 7.0, 6.446153846153846)","(18.0, 110.0, 41.666666666666664)","(7.5, 11.0, 9.56)","(6.5, 8.6, 8.28)","(4.0, 4.4, 4.32)","(5.0, 6.6, 6.483333333333333)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:50.617242,"(12.0, 25.0, 21.0)","(4.4, 7.0, 6.446153846153846)","(18.0, 110.0, 41.666666666666664)","(7.5, 11.0, 9.56)","(6.5, 8.6, 8.28)","(4.0, 4.4, 4.32)","(5.0, 6.6, 6.483333333333333)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:51.768036,"(12.0, 25.0, 21.0)","(4.4, 7.0, 6.446153846153846)","(18.0, 110.0, 41.666666666666664)","(7.5, 11.0, 9.56)","(6.5, 8.6, 8.28)","(4.0, 4.4, 4.32)","(5.0, 6.6, 6.483333333333333)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:52.894531,"(12.0, 25.0, 21.833333333333332)","(4.4, 7.0, 6.446153846153846)","(18.0, 110.0, 41.666666666666664)","(7.5, 11.0, 9.56)","(6.5, 8.6, 8.28)","(4.0, 4.4, 4.32)","(5.0, 6.6, 6.483333333333333)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:53.932039,"(12.0, 25.0, 21.833333333333332)","(4.4, 7.0, 6.446153846153846)","(18.0, 110.0, 69.0)","(7.5, 11.0, 9.56)","(6.5, 8.6, 8.28)","(4.0, 4.4, 4.32)","(5.0, 6.6, 6.483333333333333)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:55.038759,"(12.0, 25.0, 21.833333333333332)","(4.4, 7.0, 6.446153846153846)","(18.0, 110.0, 69.0)","(7.5, 11.0, 9.56)","(6.5, 8.6, 8.28)","(4.0, 4.4, 4.32)","(5.0, 6.6, 6.483333333333333)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:56.222871,"(12.0, 25.0, 21.833333333333332)","(4.4, 7.0, 6.4)","(18.0, 110.0, 69.0)","(7.5, 11.0, 9.56)","(6.5, 8.6, 8.28)","(4.0, 4.4, 4.016091954022989)","(5.0, 6.6, 6.457142857142856)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:57.409521,"(12.0, 25.0, 21.833333333333332)","(4.4, 7.0, 6.4)","(18.0, 110.0, 69.0)","(7.5, 11.0, 9.56)","(6.5, 8.6, 8.28)","(4.0, 4.2, 4.016091954022989)","(5.0, 6.6, 6.0)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:58.637168,"(12.0, 25.0, 21.833333333333332)","(4.4, 7.0, 6.4)","(18.0, 110.0, 69.0)","(7.5, 11.0, 9.56)","(6.5, 8.6, 8.28)","(4.0, 4.2, 4.016091954022989)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:47:59.781232,"(12.0, 25.0, 21.833333333333332)","(4.4, 7.0, 6.4)","(18.0, 110.0, 69.0)","(7.5, 11.0, 9.56)","(6.5, 8.6, 8.28)","(4.0, 4.2, 4.004878048780488)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:48:00.979494,"(12.0, 25.0, 21.833333333333332)","(4.4, 7.0, 6.4)","(18.0, 110.0, 69.0)","(7.5, 11.0, 9.56)","(6.5, 8.6, 8.28)","(4.0, 4.2, 4.004878048780488)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.0, 10.200000000000001)"
15-12-2022 13:48:02.305612,"(12.0, 25.0, 21.833333333333332)","(4.4, 7.0, 6.4)","(18.0, 110.0, 88.0)","(7.5, 11.0, 10.5)","(6.5, 8.6, 7.285714285714286)","(4.0, 4.2, 4.004878048780488)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.0, 10.542857142857143)"
15-12-2022 13:48:03.449274,"(12.0, 25.0, 21.833333333333332)","(4.4, 7.0, 6.4)","(18.0, 120.0, 88.0)","(7.5, 11.0, 10.5)","(6.5, 9.0, 7.514285714285714)","(4.0, 4.2, 4.004878048780488)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.0, 10.066666666666666)"
15-12-2022 13:48:04.525967,"(12.0, 25.0, 19.0)","(4.4, 7.0, 6.4)","(18.0, 120.0, 57.33333333333333)","(7.5, 11.0, 9.4)","(6.5, 8.8, 7.514285714285714)","(4.0, 4.2, 4.004878048780488)","(5.0, 6.6, 6.0285714285714285)","(9.0, 11.0, 10.066666666666666)"
15-12-2022 13:48:05.601123,"(12.0, 25.0, 19.0)","(4.4, 7.0, 6.25)","(18.0, 120.0, 54.0)","(7.5, 11.0, 9.4)","(6.5, 8.6, 7.8)","(4.0, 4.2, 4.004878048780488)","(5.0, 6.6, 5.88)","(9.0, 11.0, 10.066666666666666)"
15-12-2022 13:48:06.680917,"(12.0, 25.0, 20.5)","(4.4, 7.0, 6.25)","(18.0, 110.0, 54.0)","(7.5, 11.0, 10.466666666666667)","(6.5, 8.6, 7.8)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 5.88)","(9.0, 11.0, 10.066666666666666)"
15-12-2022 13:48:07.863520,"(12.0, 25.0, 20.5)","(4.4, 7.0, 6.25)","(18.0, 110.0, 54.0)","(7.5, 11.0, 10.466666666666667)","(6.5, 8.6, 7.8)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 5.88)","(9.0, 11.0, 10.65)"
15-12-2022 13:48:09.022236,"(12.0, 25.0, 20.5)","(4.4, 7.0, 6.25)","(18.0, 110.0, 54.0)","(7.5, 11.0, 10.466666666666667)","(6.5, 8.6, 7.8)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 5.88)","(9.0, 11.0, 10.65)"
15-12-2022 13:48:10.404540,"(12.0, 25.0, 20.5)","(4.4, 7.0, 6.25)","(18.0, 110.0, 50.66666666666667)","(7.5, 11.0, 10.466666666666667)","(6.5, 8.6, 7.8)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.2444444444444445)","(9.0, 11.0, 11.228571428571428)"
15-12-2022 13:48:12.894487,"(12.0, 25.0, 20.5)","(4.4, 7.0, 6.538461538461538)","(18.0, 100.0, 50.66666666666667)","(7.5, 11.0, 10.466666666666667)","(6.5, 8.6, 7.8)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.2444444444444445)","(9.0, 11.5, 11.228571428571428)"
15-12-2022 13:48:14.880738,"(12.0, 25.0, 20.5)","(4.4, 7.0, 6.538461538461538)","(18.0, 100.0, 50.66666666666667)","(7.5, 11.0, 10.120000000000001)","(6.5, 8.6, 7.8)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.2444444444444445)","(9.0, 11.5, 11.228571428571428)"
15-12-2022 13:48:16.092169,"(12.0, 25.0, 20.5)","(4.4, 7.0, 6.538461538461538)","(18.0, 100.0, 50.66666666666667)","(7.5, 11.0, 10.120000000000001)","(6.5, 8.6, 7.7)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.1)","(9.0, 11.5, 10.533333333333333)"
15-12-2022 13:48:17.468581,"(12.0, 25.0, 20.5)","(4.4, 7.0, 6.4)","(18.0, 100.0, 50.66666666666667)","(7.5, 11.0, 10.371428571428572)","(6.5, 8.4, 7.7)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.1)","(9.0, 12.0, 10.533333333333333)"
15-12-2022 13:48:19.022575,"(12.0, 25.0, 22.0)","(4.4, 7.0, 6.4)","(18.0, 100.0, 50.66666666666667)","(7.5, 11.0, 10.175)","(6.5, 8.4, 7.7)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.1)","(9.0, 12.0, 10.533333333333333)"
15-12-2022 13:48:20.489644,"(12.0, 25.0, 21.6)","(4.4, 7.0, 6.4)","(18.0, 100.0, 50.66666666666667)","(7.5, 11.0, 10.175)","(6.5, 8.4, 7.7)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.1)","(9.0, 12.0, 10.533333333333333)"
15-12-2022 13:48:22.045678,"(12.0, 25.0, 21.6)","(4.4, 7.0, 6.4)","(18.0, 100.0, 50.66666666666667)","(7.5, 11.0, 10.175)","(6.5, 8.4, 7.7)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.25)","(9.0, 12.0, 10.533333333333333)"
15-12-2022 13:48:23.879316,"(12.0, 25.0, 22.333333333333332)","(4.4, 7.0, 6.4)","(18.0, 100.0, 44.5)","(7.5, 11.0, 10.175)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.25)","(9.0, 12.0, 10.533333333333333)"
15-12-2022 13:48:25.390899,"(12.0, 25.0, 22.333333333333332)","(4.4, 7.0, 6.4)","(18.0, 100.0, 44.5)","(7.5, 11.0, 9.933333333333334)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.2444444444444445)","(9.0, 12.0, 11.127272727272727)"
15-12-2022 13:48:26.721333,"(12.0, 25.0, 22.333333333333332)","(4.4, 7.0, 6.4)","(18.0, 100.0, 44.5)","(7.5, 10.5, 9.933333333333334)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.2444444444444445)","(9.0, 12.0, 11.127272727272727)"
15-12-2022 13:48:28.006802,"(12.0, 25.0, 22.333333333333332)","(4.4, 7.0, 6.4)","(18.0, 100.0, 44.5)","(7.5, 10.5, 9.933333333333334)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.2444444444444445)","(9.0, 12.0, 11.127272727272727)"
15-12-2022 13:48:29.370412,"(12.0, 25.0, 22.333333333333332)","(4.4, 7.0, 6.4)","(18.0, 100.0, 44.5)","(7.5, 10.5, 9.366666666666667)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.2444444444444445)","(9.0, 12.0, 11.127272727272727)"
15-12-2022 13:48:30.633693,"(12.0, 25.0, 22.333333333333332)","(4.4, 7.0, 6.4)","(18.0, 100.0, 44.5)","(7.5, 10.5, 9.366666666666667)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.2444444444444445)","(9.0, 12.0, 11.127272727272727)"
15-12-2022 13:48:31.854877,"(12.0, 25.0, 22.714285714285715)","(4.4, 7.0, 6.4)","(18.0, 100.0, 44.5)","(7.5, 10.5, 9.366666666666667)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.1)","(9.0, 12.0, 10.533333333333333)"
15-12-2022 13:48:33.473939,"(12.0, 25.0, 22.714285714285715)","(4.4, 7.0, 6.4)","(18.0, 100.0, 50.66666666666667)","(7.5, 10.5, 8.916666666666666)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.1)","(9.0, 12.0, 10.533333333333333)"
15-12-2022 13:48:34.808065,"(12.0, 25.0, 22.714285714285715)","(4.4, 7.0, 6.4)","(18.0, 100.0, 50.66666666666667)","(7.5, 10.5, 8.916666666666666)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.1)","(9.0, 12.0, 10.533333333333333)"
15-12-2022 13:48:36.079086,"(12.0, 25.0, 22.714285714285715)","(4.4, 7.0, 6.4)","(18.0, 100.0, 50.66666666666667)","(7.5, 10.5, 8.916666666666666)","(6.5, 8.4, 7.233333333333333)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.1)","(9.0, 12.0, 10.533333333333333)"
15-12-2022 13:48:37.546268,"(12.0, 25.0, 22.714285714285715)","(4.4, 7.0, 6.4)","(18.0, 100.0, 50.66666666666667)","(7.5, 10.5, 8.916666666666666)","(6.5, 8.4, 7.233333333333333)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.1)","(9.0, 12.0, 10.533333333333333)"
15-12-2022 13:48:38.879182,"(12.0, 25.0, 22.714285714285715)","(4.4, 7.0, 6.4)","(17.0, 100.0, 50.66666666666667)","(7.5, 10.5, 8.916666666666666)","(6.5, 8.4, 7.233333333333333)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.4, 6.333333333333333)","(9.0, 12.0, 10.533333333333333)"
15-12-2022 13:48:40.113192,"(12.0, 25.0, 22.714285714285715)","(4.4, 7.0, 6.4)","(17.0, 100.0, 50.66666666666667)","(7.5, 10.5, 8.916666666666666)","(6.5, 8.4, 7.233333333333333)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.5)","(9.0, 12.0, 11.04)"
15-12-2022 13:48:41.318517,"(12.0, 25.0, 22.714285714285715)","(4.4, 7.0, 6.4)","(17.0, 100.0, 50.66666666666667)","(7.5, 11.0, 9.2)","(6.5, 8.4, 7.35)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.5)","(9.0, 12.0, 11.04)"
15-12-2022 13:48:42.837687,"(12.0, 25.0, 22.714285714285715)","(4.4, 7.0, 6.4)","(17.0, 100.0, 50.66666666666667)","(7.5, 11.0, 9.2)","(6.5, 8.4, 7.35)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.5)","(9.0, 12.0, 10.08)"
15-12-2022 13:48:44.071660,"(12.0, 25.0, 22.714285714285715)","(4.4, 7.0, 6.4)","(17.0, 100.0, 50.66666666666667)","(7.5, 11.0, 9.2)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.483333333333333)","(9.0, 12.0, 11.633333333333333)"
15-12-2022 13:48:45.249288,"(12.0, 25.0, 22.714285714285715)","(4.4, 7.0, 6.4)","(17.0, 100.0, 50.66666666666667)","(7.5, 11.0, 9.2)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.483333333333333)","(9.0, 12.0, 11.5)"
15-12-2022 13:48:46.424321,"(12.0, 25.0, 22.714285714285715)","(4.4, 7.0, 6.4)","(17.0, 100.0, 50.66666666666667)","(7.5, 11.0, 9.2)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.483333333333333)","(9.0, 12.0, 11.5)"
15-12-2022 13:48:47.613852,"(12.0, 25.0, 22.714285714285715)","(4.4, 7.0, 6.4)","(17.0, 100.0, 44.5)","(7.5, 11.0, 8.942857142857143)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.522222222222222)","(9.0, 12.0, 11.5)"
15-12-2022 13:48:48.849859,"(12.0, 25.0, 20.0)","(4.4, 7.0, 6.4)","(17.0, 100.0, 44.5)","(7.5, 11.0, 8.942857142857143)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.522222222222222)","(9.0, 12.0, 11.5)"
15-12-2022 13:48:50.038115,"(12.0, 25.0, 20.0)","(4.4, 7.0, 6.4)","(17.0, 100.0, 44.5)","(7.5, 11.0, 9.233333333333333)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.522222222222222)","(9.0, 12.0, 11.5)"
15-12-2022 13:48:51.109214,"(12.0, 25.0, 20.0)","(4.4, 7.0, 6.4)","(17.0, 100.0, 44.5)","(7.5, 10.5, 9.233333333333333)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.483333333333333)","(9.0, 12.0, 11.5)"
15-12-2022 13:48:52.254805,"(12.0, 25.0, 20.0)","(4.4, 6.8, 6.35)","(17.0, 100.0, 44.5)","(7.5, 10.5, 9.233333333333333)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.483333333333333)","(9.0, 12.0, 11.5)"
15-12-2022 13:48:53.234210,"(12.0, 25.0, 20.0)","(4.4, 6.6, 6.288888888888889)","(17.0, 100.0, 44.5)","(7.5, 10.5, 9.233333333333333)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.483333333333333)","(9.0, 12.0, 11.5)"
15-12-2022 13:48:54.302402,"(12.0, 25.0, 20.0)","(4.4, 6.6, 6.288888888888889)","(17.0, 100.0, 44.5)","(7.5, 10.5, 9.233333333333333)","(6.5, 8.4, 7.311111111111111)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.483333333333333)","(9.0, 12.0, 11.5)"
15-12-2022 13:48:55.449602,"(12.0, 25.0, 20.0)","(4.4, 6.6, 6.3)","(17.0, 100.0, 44.5)","(7.5, 10.5, 9.233333333333333)","(6.5, 8.4, 7.2)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.5)","(9.0, 12.0, 11.5)"
15-12-2022 13:48:56.603766,"(12.0, 25.0, 20.0)","(4.4, 6.6, 6.3)","(17.0, 100.0, 44.5)","(7.5, 10.5, 9.233333333333333)","(6.5, 8.4, 7.2)","(4.0, 4.2, 3.973584905660377)","(5.0, 6.6, 6.4714285714285715)","(9.0, 12.0, 11.666666666666666)"
15-12-2022 13:48:57.723419,"(12.0, 25.0, 20.0)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 44.5)","(7.5, 10.0, 9.066666666666666)","(6.5, 8.4, 7.2)","(4.0, 4.2, 3.9037037037037035)","(5.0, 6.6, 6.4714285714285715)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 13:48:58.878874,"(12.0, 25.0, 20.0)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 44.5)","(7.5, 10.0, 9.066666666666666)","(6.5, 8.4, 7.2)","(4.0, 4.2, 3.9037037037037035)","(5.0, 6.6, 6.4714285714285715)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 13:48:59.939655,"(12.0, 25.0, 20.0)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 44.5)","(7.5, 10.0, 9.066666666666666)","(6.5, 8.4, 7.2)","(4.0, 4.2, 3.9037037037037035)","(5.0, 6.6, 6.4714285714285715)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 13:49:01.078502,"(12.0, 25.0, 20.0)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 44.5)","(7.5, 10.0, 9.066666666666666)","(6.5, 8.4, 7.2)","(4.0, 4.2, 3.9037037037037035)","(5.0, 6.6, 6.4714285714285715)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 13:49:02.202224,"(12.0, 25.0, 20.0)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 44.5)","(7.5, 10.0, 9.066666666666666)","(6.5, 8.4, 7.2)","(4.0, 4.2, 3.9037037037037035)","(5.0, 6.6, 6.4714285714285715)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 13:49:03.310872,"(12.0, 25.0, 20.333333333333332)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 50.66666666666667)","(7.5, 10.0, 9.1)","(6.5, 8.4, 7.2)","(4.0, 4.2, 3.9037037037037035)","(5.0, 6.6, 6.4714285714285715)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 13:49:04.451183,"(12.0, 25.0, 20.333333333333332)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 50.66666666666667)","(7.5, 10.0, 8.933333333333334)","(6.5, 8.4, 7.2)","(4.0, 4.2, 3.9037037037037035)","(5.0, 6.6, 6.4714285714285715)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:05.510057,"(12.0, 25.0, 20.333333333333332)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 50.66666666666667)","(7.5, 10.0, 8.933333333333334)","(6.5, 8.4, 7.2)","(4.0, 4.2, 3.9037037037037035)","(5.0, 6.6, 6.333333333333333)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:06.614274,"(12.0, 25.0, 20.333333333333332)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 50.66666666666667)","(7.5, 10.0, 8.933333333333334)","(6.5, 8.4, 7.2)","(4.0, 4.2, 3.9037037037037035)","(5.0, 6.6, 6.333333333333333)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:07.750272,"(12.0, 25.0, 20.333333333333332)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 50.66666666666667)","(7.5, 10.0, 8.933333333333334)","(6.5, 8.4, 7.2)","(4.0, 4.2, 3.9037037037037035)","(5.0, 6.6, 6.333333333333333)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:08.897906,"(12.0, 25.0, 20.333333333333332)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 50.66666666666667)","(7.5, 10.0, 8.933333333333334)","(6.5, 8.4, 7.2)","(4.0, 4.2, 3.9037037037037035)","(5.0, 6.6, 6.333333333333333)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:10.005387,"(12.0, 25.0, 20.333333333333332)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 50.66666666666667)","(7.5, 10.0, 8.933333333333334)","(6.5, 8.4, 7.2)","(4.0, 4.2, 4.058333333333333)","(5.0, 6.6, 6.333333333333333)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:11.062781,"(12.0, 25.0, 20.333333333333332)","(4.4, 7.2, 6.6)","(17.0, 100.0, 50.66666666666667)","(7.5, 10.0, 8.933333333333334)","(6.5, 8.4, 7.2)","(4.0, 4.1, 3.9499999999999997)","(5.0, 6.6, 6.333333333333333)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:12.124781,"(12.0, 25.0, 20.333333333333332)","(4.4, 7.0, 6.25)","(17.0, 100.0, 73.6)","(7.5, 10.0, 8.933333333333334)","(6.5, 8.4, 7.2)","(4.0, 4.1, 3.92)","(5.0, 6.6, 6.333333333333333)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:13.186800,"(12.0, 25.0, 20.333333333333332)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 73.6)","(7.5, 10.0, 8.933333333333334)","(6.5, 8.4, 7.2)","(4.0, 4.1, 3.92)","(5.0, 6.6, 6.333333333333333)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:14.370133,"(12.0, 25.0, 20.333333333333332)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 73.6)","(7.5, 10.0, 8.933333333333334)","(6.5, 8.4, 7.2)","(4.0, 4.1, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:15.449040,"(12.0, 25.0, 20.333333333333332)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 73.6)","(7.5, 10.0, 8.933333333333334)","(6.5, 8.4, 7.2)","(4.0, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:16.527869,"(12.0, 25.0, 20.333333333333332)","(4.4, 6.6, 6.133333333333333)","(17.0, 100.0, 73.6)","(7.5, 10.0, 8.933333333333334)","(6.5, 8.4, 7.2)","(4.0, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 12.0, 11.5)"
15-12-2022 13:49:17.687863,"(12.0, 25.0, 20.333333333333332)","(4.4, 6.6, 5.987500000000001)","(17.0, 100.0, 73.6)","(7.5, 10.0, 9.2)","(6.5, 8.4, 7.2)","(4.0, 4.0, 3.935714285714286)","(5.0, 6.6, 6.0285714285714285)","(9.0, 12.0, 11.5)"
