,Akina Crusader,Dr Cinny,Myall Sparrow,Dr Whitlee,Early Boy,Dr Audrey,Rapidfire Serena
11-01-2023 18:24:19.681687,"(1.95, 2.18, 2.1500000000000004)","(15.0, 30.0, 29.63157894736842)","(8.5, 17.0, 16.925925925925927)","(26.0, 85.0, 82.27272727272727)","(2.6, 3.1, 3.0270833333333336)","(15.0, 29.0, 28.772727272727273)","(12.0, 21.0, 20.88095238095238)"
11-01-2023 18:24:20.742149,"(1.95, 2.18, 2.1714285714285717)","(15.0, 30.0, 29.63157894736842)","(8.5, 18.0, 17.923076923076923)","(26.0, 85.0, 82.27272727272727)","(2.6, 3.1, 3.0388888888888888)","(15.0, 29.0, 28.772727272727273)","(12.0, 21.0, 20.88095238095238)"
11-01-2023 18:24:21.676511,"(1.95, 2.18, 2.16)","(15.0, 30.0, 29.63157894736842)","(8.5, 18.5, 18.083333333333332)","(26.0, 85.0, 82.27272727272727)","(2.6, 3.1, 3.0388888888888888)","(15.0, 29.0, 28.772727272727273)","(12.0, 21.0, 20.88095238095238)"
11-01-2023 18:24:22.595230,"(1.95, 2.16, 2.145)","(15.0, 30.0, 29.63157894736842)","(8.5, 18.5, 18.083333333333332)","(26.0, 85.0, 82.27272727272727)","(2.6, 3.1, 3.0388888888888888)","(15.0, 29.0, 27.5)","(12.0, 21.0, 20.88095238095238)"
11-01-2023 18:24:23.647753,"(1.95, 2.18, 2.16)","(15.0, 30.0, 29.63157894736842)","(8.5, 18.5, 18.232142857142858)","(26.0, 85.0, 80.35714285714286)","(2.6, 3.1, 3.0388888888888888)","(15.0, 29.0, 27.0)","(12.0, 21.0, 20.88095238095238)"
11-01-2023 18:24:24.751155,"(1.85, 2.18, 2.16)","(15.0, 30.0, 29.63157894736842)","(9.0, 19.5, 19.365384615384617)","(26.0, 90.0, 80.35714285714286)","(2.6, 3.1, 3.0388888888888888)","(15.0, 29.0, 27.0)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:25.945943,"(1.85, 2.18, 2.16)","(15.0, 29.0, 28.684210526315788)","(9.0, 18.0, 17.875)","(26.0, 90.0, 77.72727272727273)","(2.6, 3.1, 3.0388888888888888)","(15.0, 29.0, 27.0)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:27.049557,"(1.85, 2.16, 2.1533333333333333)","(16.0, 32.0, 31.526315789473685)","(9.0, 18.0, 19.369565217391305)","(26.0, 90.0, 86.53846153846153)","(2.6, 3.1, 3.0386363636363636)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.9)"
11-01-2023 18:24:28.052033,"(1.85, 2.14, 2.12)","(16.0, 30.0, 28.75)","(9.0, 19.5, 19.392857142857142)","(26.0, 90.0, 86.53846153846153)","(2.6, 3.1, 3.0386363636363636)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:29.315045,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.684210526315788)","(9.0, 19.5, 19.392857142857142)","(26.0, 90.0, 85.64516129032258)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:30.389116,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.684210526315788)","(9.0, 19.5, 19.392857142857142)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:31.377373,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.684210526315788)","(9.0, 20.0, 19.875)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:32.503164,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.684210526315788)","(9.0, 20.0, 19.875)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:33.480688,"(1.85, 2.12, 2.1100000000000003)","(16.0, 29.0, 28.684210526315788)","(9.0, 20.0, 19.875)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:34.556452,"(1.85, 2.12, 2.1100000000000003)","(16.0, 29.0, 28.684210526315788)","(9.0, 20.0, 18.5)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:35.689290,"(1.85, 2.12, 2.1100000000000003)","(16.0, 29.0, 28.684210526315788)","(9.0, 20.0, 18.5)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:36.696052,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.684210526315788)","(9.0, 20.0, 18.5)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:37.649788,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.684210526315788)","(9.0, 20.0, 19.857142857142858)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:38.594847,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.684210526315788)","(9.0, 19.0, 18.904761904761905)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:39.669112,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.684210526315788)","(9.0, 19.0, 18.935483870967744)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:40.803251,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.684210526315788)","(9.0, 19.0, 18.923076923076923)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.714285714285715)"
11-01-2023 18:24:41.887865,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.684210526315788)","(9.0, 19.0, 18.923076923076923)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.0)"
11-01-2023 18:24:42.896800,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.684210526315788)","(9.0, 19.0, 18.923076923076923)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.81818181818182)"
11-01-2023 18:24:43.888907,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.684210526315788)","(9.0, 19.0, 18.923076923076923)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.0)"
11-01-2023 18:24:44.891994,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.684210526315788)","(9.0, 19.0, 18.923076923076923)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.0372093023255813)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.666666666666668)"
11-01-2023 18:24:45.961803,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.684210526315788)","(9.0, 19.0, 18.923076923076923)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.033333333333333)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:47.042631,"(1.85, 2.14, 2.12)","(16.0, 32.0, 25.6)","(9.0, 19.0, 18.923076923076923)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.033333333333333)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.9)"
11-01-2023 18:24:48.127950,"(1.85, 2.14, 2.12)","(16.0, 30.0, 26.727272727272727)","(9.0, 19.0, 18.923076923076923)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.027906976744186)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:49.070757,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.7)","(9.0, 19.0, 18.923076923076923)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.033333333333333)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:50.149584,"(1.85, 2.14, 2.12)","(16.0, 30.0, 27.925925925925924)","(9.0, 19.0, 18.923076923076923)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.033333333333333)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:51.117136,"(1.85, 2.14, 2.12)","(16.0, 30.0, 29.65)","(9.0, 19.0, 18.923076923076923)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.033333333333333)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:52.244787,"(1.85, 2.14, 2.12)","(16.0, 29.0, 28.7)","(9.0, 19.0, 18.923076923076923)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.033333333333333)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:53.318850,"(1.85, 2.14, 2.1290909090909094)","(16.0, 32.0, 28.705882352941178)","(9.0, 19.0, 18.923076923076923)","(26.0, 90.0, 86.0)","(2.6, 3.1, 3.033333333333333)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:54.312086,"(1.85, 2.14, 2.12)","(16.0, 32.0, 30.0)","(9.0, 19.0, 18.923076923076923)","(26.0, 90.0, 87.6923076923077)","(2.6, 3.1, 3.0280701754385966)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:55.244900,"(1.85, 2.14, 2.110909090909091)","(16.0, 32.0, 28.8)","(9.0, 19.5, 19.4)","(26.0, 110.0, 104.81481481481481)","(2.6, 3.1, 3.0280701754385966)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:56.332793,"(1.85, 2.14, 2.1290909090909094)","(16.0, 32.0, 28.923076923076923)","(9.0, 19.0, 18.92)","(26.0, 110.0, 95.65217391304348)","(2.6, 3.1, 3.0280701754385966)","(16.0, 29.0, 27.25)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:57.430424,"(1.85, 2.14, 2.110909090909091)","(16.0, 32.0, 28.923076923076923)","(9.0, 19.0, 18.92)","(26.0, 110.0, 98.21428571428572)","(2.6, 3.1, 3.0280701754385966)","(16.0, 29.0, 26.88888888888889)","(13.0, 21.0, 20.875)"
11-01-2023 18:24:58.577556,"(1.85, 2.14, 2.12)","(16.0, 32.0, 28.923076923076923)","(9.0, 19.0, 18.92)","(26.0, 110.0, 98.21428571428572)","(2.6, 3.1, 3.0280701754385966)","(16.0, 28.0, 27.35483870967742)","(13.0, 21.0, 20.75)"
11-01-2023 18:24:59.637767,"(1.85, 2.14, 2.110909090909091)","(16.0, 32.0, 28.5)","(9.0, 19.0, 18.92)","(26.0, 110.0, 101.31578947368422)","(2.6, 3.1, 3.0280701754385966)","(16.0, 28.0, 27.35483870967742)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:00.723152,"(1.85, 2.14, 2.1133333333333333)","(16.0, 32.0, 29.375)","(9.0, 19.0, 18.85)","(26.0, 110.0, 91.66666666666667)","(2.6, 3.1, 3.0280701754385966)","(16.0, 28.0, 26.88888888888889)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:01.721359,"(1.8, 2.14, 2.135555555555556)","(16.0, 32.0, 30.526315789473685)","(10.0, 19.0, 18.9)","(31.0, 110.0, 91.66666666666667)","(2.6, 3.1, 3.0280701754385966)","(17.0, 28.0, 27.35483870967742)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:02.775392,"(1.8, 2.18, 2.1068571428571428)","(16.0, 32.0, 29.375)","(10.0, 19.0, 18.94)","(31.0, 110.0, 91.66666666666667)","(2.6, 3.1, 3.0280701754385966)","(17.0, 28.0, 26.88888888888889)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:03.654306,"(1.8, 2.16, 2.148)","(16.0, 32.0, 30.526315789473685)","(10.0, 19.0, 18.94)","(31.0, 110.0, 91.66666666666667)","(2.6, 3.1, 3.0280701754385966)","(17.0, 28.0, 26.88888888888889)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:04.649689,"(1.8, 2.1, 2.0811111111111114)","(16.0, 32.0, 29.375)","(10.0, 19.0, 18.5)","(31.0, 110.0, 102.66666666666667)","(2.6, 3.1, 3.0280701754385966)","(17.0, 28.0, 27.35483870967742)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:05.724206,"(1.8, 2.1, 2.0061855670103093)","(16.0, 32.0, 29.375)","(10.0, 19.0, 19.375)","(31.0, 110.0, 102.66666666666667)","(2.6, 3.1, 3.0280701754385966)","(17.0, 28.0, 27.205128205128204)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:06.883389,"(1.8, 2.1, 2.001086956521739)","(16.0, 32.0, 29.09090909090909)","(10.0, 19.5, 19.41176470588235)","(31.0, 110.0, 104.5)","(2.6, 3.1, 3.0280701754385966)","(17.0, 29.0, 27.205128205128204)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:08.007531,"(1.8, 2.1, 2.024166666666667)","(16.0, 34.0, 29.772727272727273)","(10.0, 19.5, 19.41176470588235)","(31.0, 110.0, 104.5)","(2.6, 3.1, 3.0280701754385966)","(17.0, 29.0, 27.205128205128204)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:09.158175,"(1.8, 2.08, 2.0707692307692307)","(16.0, 32.0, 29.772727272727273)","(10.0, 19.5, 19.444444444444443)","(31.0, 110.0, 104.5)","(2.6, 3.1, 3.0280701754385966)","(17.0, 29.0, 27.205128205128204)","(13.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:10.264554,"(1.8, 2.08, 2.0707692307692307)","(16.0, 34.0, 29.09090909090909)","(10.0, 19.5, 19.444444444444443)","(31.0, 110.0, 104.87179487179488)","(2.6, 3.1, 3.0280701754385966)","(17.0, 29.0, 27.205128205128204)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:11.281044,"(1.8, 2.08, 2.0566666666666666)","(16.0, 32.0, 30.25)","(10.0, 19.5, 19.444444444444443)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.0280701754385966)","(17.0, 29.0, 27.205128205128204)","(13.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:12.282782,"(1.8, 2.1, 2.0406382978723405)","(16.0, 34.0, 29.09090909090909)","(10.0, 19.5, 19.25)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.0280701754385966)","(17.0, 29.0, 27.205128205128204)","(13.0, 21.0, 20.6)"
11-01-2023 18:25:13.298254,"(1.8, 2.1, 2.0406382978723405)","(16.0, 32.0, 29.375)","(10.0, 19.5, 19.3)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.0280701754385966)","(17.0, 29.0, 28.807692307692307)","(13.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:14.342420,"(1.8, 2.1, 2.0406382978723405)","(16.0, 32.0, 30.526315789473685)","(10.0, 19.5, 19.466666666666665)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.0280701754385966)","(17.0, 29.0, 26.5)","(13.0, 21.0, 20.0)"
11-01-2023 18:25:15.342146,"(1.8, 2.1, 2.0406382978723405)","(16.0, 34.0, 32.10526315789474)","(10.0, 19.5, 19.466666666666665)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.0280701754385966)","(17.0, 28.0, 27.35483870967742)","(13.0, 21.0, 20.6)"
11-01-2023 18:25:16.349330,"(1.8, 2.08, 2.045)","(16.0, 32.0, 29.2)","(10.0, 19.5, 19.466666666666665)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.0280701754385966)","(17.0, 28.0, 28.0)","(13.0, 21.0, 20.0)"
11-01-2023 18:25:17.344310,"(1.8, 2.1, 2.040392156862745)","(16.0, 32.0, 29.375)","(10.0, 19.5, 19.466666666666665)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.027586206896552)","(17.0, 29.0, 27.0)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:18.458346,"(1.8, 2.08, 2.0533333333333332)","(16.0, 32.0, 29.375)","(10.0, 19.5, 19.466666666666665)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.027586206896552)","(17.0, 29.0, 28.428571428571427)","(13.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:19.536278,"(1.8, 2.08, 2.025)","(16.0, 32.0, 29.375)","(10.0, 19.5, 19.466666666666665)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.027586206896552)","(17.0, 29.0, 28.428571428571427)","(13.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:20.628104,"(1.8, 2.06, 2.045)","(16.0, 32.0, 30.526315789473685)","(10.0, 19.5, 19.466666666666665)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.028813559322034)","(17.0, 29.0, 28.5)","(13.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:21.821054,"(1.8, 2.06, 2.02)","(16.0, 34.0, 33.4375)","(10.0, 20.0, 19.94)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.028813559322034)","(17.0, 29.0, 28.5)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:22.892590,"(1.8, 2.06, 2.0276923076923077)","(16.0, 32.0, 30.333333333333332)","(10.0, 22.0, 21.86)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.028813559322034)","(17.0, 29.0, 28.5)","(13.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:23.959018,"(1.8, 2.06, 2.0472727272727274)","(16.0, 32.0, 31.588235294117645)","(10.0, 22.0, 21.625)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.0363636363636366)","(17.0, 29.0, 27.666666666666668)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:25.072674,"(1.8, 2.04, 2.0233333333333334)","(16.0, 34.0, 30.0)","(10.0, 22.0, 21.76923076923077)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.0363636363636366)","(17.0, 29.0, 28.5)","(13.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:26.233245,"(1.8, 2.06, 2.0085714285714285)","(16.0, 36.0, 32.666666666666664)","(10.0, 22.0, 21.884615384615383)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.0363636363636366)","(17.0, 29.0, 27.666666666666668)","(13.0, 21.0, 20.8)"
11-01-2023 18:25:27.382758,"(1.8, 2.06, 2.0085714285714285)","(16.0, 36.0, 33.61904761904762)","(10.0, 22.0, 21.884615384615383)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.032)","(17.0, 29.0, 27.823529411764707)","(13.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:28.522601,"(1.8, 2.06, 2.01)","(16.0, 32.0, 30.57142857142857)","(10.0, 22.0, 21.88888888888889)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.1, 3.192)","(17.0, 29.0, 27.18181818181818)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:29.519800,"(1.8, 2.06, 2.0019354838709678)","(16.0, 36.0, 32.15384615384615)","(10.0, 22.0, 21.88888888888889)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.2, 3.005357142857143)","(17.0, 29.0, 27.11764705882353)","(13.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:30.629896,"(1.8, 2.04, 2.018125)","(16.0, 36.0, 30.57142857142857)","(10.0, 22.0, 21.86842105263158)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.15, 3.0535714285714284)","(17.0, 28.0, 27.18181818181818)","(13.0, 21.0, 20.75)"
11-01-2023 18:25:31.828073,"(1.8, 2.04, 2.0233333333333334)","(17.0, 32.0, 30.57142857142857)","(11.0, 22.0, 21.86842105263158)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.15, 3.0535714285714284)","(18.0, 29.0, 27.11764705882353)","(14.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:33.179603,"(1.8, 2.04, 2.02)","(17.0, 36.0, 32.25)","(11.0, 21.0, 20.95)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.15, 3.0705882352941174)","(18.0, 28.0, 27.11764705882353)","(14.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:34.372396,"(1.8, 2.04, 2.02)","(17.0, 34.0, 32.25)","(11.0, 21.0, 20.95)","(31.0, 110.0, 105.88235294117646)","(2.6, 3.15, 3.0705882352941174)","(18.0, 28.0, 27.18181818181818)","(14.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:35.582217,"(1.8, 2.04, 2.0233333333333334)","(17.0, 36.0, 33.75)","(11.0, 22.0, 21.0)","(31.0, 110.0, 105.75757575757575)","(2.6, 3.15, 3.079787234042553)","(18.0, 29.0, 27.823529411764707)","(14.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:36.749182,"(1.8, 2.04, 2.0254545454545454)","(17.0, 36.0, 32.4)","(11.0, 22.0, 22.18181818181818)","(31.0, 110.0, 98.96551724137932)","(2.6, 3.15, 3.079787234042553)","(18.0, 29.0, 27.11764705882353)","(14.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:37.934762,"(1.8, 2.04, 2.02)","(17.0, 34.0, 32.833333333333336)","(11.0, 23.0, 20.842105263157894)","(31.0, 100.0, 105.75757575757575)","(2.6, 3.15, 3.079787234042553)","(18.0, 28.0, 27.18181818181818)","(14.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:39.134886,"(1.8, 2.04, 2.008888888888889)","(17.0, 34.0, 32.833333333333336)","(11.0, 21.0, 20.941176470588236)","(31.0, 110.0, 98.96551724137932)","(2.6, 3.15, 3.079787234042553)","(18.0, 29.0, 26.5)","(14.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:40.333452,"(1.8, 2.04, 2.0300000000000002)","(17.0, 34.0, 32.833333333333336)","(11.0, 21.0, 20.941176470588236)","(31.0, 100.0, 98.96551724137932)","(2.6, 3.15, 3.12)","(18.0, 28.0, 27.448275862068964)","(14.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:41.433837,"(1.8, 2.02, 2.0060000000000002)","(18.0, 34.0, 31.565217391304348)","(11.0, 21.0, 18.72222222222222)","(31.0, 100.0, 105.75757575757575)","(2.6, 3.2, 3.111111111111111)","(18.0, 28.0, 26.941176470588236)","(14.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:42.517376,"(1.8, 2.02, 2.016)","(18.0, 34.0, 26.0)","(11.0, 20.0, 18.72222222222222)","(31.0, 110.0, 98.96551724137932)","(2.6, 3.2, 3.142857142857143)","(18.0, 28.0, 27.333333333333332)","(14.0, 21.0, 20.86111111111111)"
11-01-2023 18:25:43.650685,"(1.8, 2.04, 2.016)","(18.0, 32.0, 26.5)","(11.0, 20.0, 17.9)","(31.0, 100.0, 97.74193548387098)","(2.6, 3.2, 3.138095238095238)","(18.0, 28.0, 27.53846153846154)","(14.0, 21.0, 20.84375)"
11-01-2023 18:25:44.839592,"(1.8, 2.04, 2.02125)","(18.0, 27.0, 26.25)","(11.0, 18.0, 17.90625)","(31.0, 100.0, 98.57142857142857)","(2.6, 3.2, 3.1350000000000002)","(18.0, 28.0, 27.555555555555557)","(14.0, 21.0, 20.84375)"
11-01-2023 18:25:45.968814,"(1.8, 2.04, 2.0300000000000002)","(18.0, 27.0, 26.625)","(11.0, 18.0, 17.625)","(31.0, 100.0, 98.57142857142857)","(2.6, 3.2, 3.112280701754386)","(18.0, 28.0, 28.137931034482758)","(14.0, 21.0, 20.84375)"
11-01-2023 18:25:47.050308,"(1.8, 2.04, 2.032)","(18.0, 27.0, 26.0)","(11.0, 18.0, 17.625)","(31.0, 100.0, 98.57142857142857)","(2.6, 3.2, 3.1090909090909093)","(18.0, 29.0, 27.555555555555557)","(14.0, 21.0, 20.84375)"
11-01-2023 18:25:48.148447,"(1.8, 2.04, 2.012)","(18.0, 27.0, 26.0)","(11.0, 20.0, 19.0)","(31.0, 100.0, 98.57142857142857)","(2.6, 3.2, 3.103846153846154)","(18.0, 28.0, 27.428571428571427)","(14.0, 21.0, 20.84375)"
11-01-2023 18:25:49.314308,"(1.8, 2.04, 2.0276923076923077)","(18.0, 27.0, 26.625)","(11.0, 18.5, 17.75)","(31.0, 100.0, 98.57142857142857)","(2.6, 3.2, 3.2447368421052634)","(18.0, 28.0, 27.833333333333332)","(14.0, 21.0, 20.84375)"
11-01-2023 18:25:50.555878,"(1.8, 2.04, 2.002666666666667)","(18.0, 27.0, 25.5)","(11.0, 18.5, 17.857142857142858)","(31.0, 100.0, 98.57142857142857)","(2.6, 3.25, 3.289830508474576)","(18.0, 28.0, 27.40740740740741)","(14.0, 21.0, 20.84375)"
11-01-2023 18:25:51.768267,"(1.8, 2.04, 2.015)","(18.0, 27.0, 25.5)","(11.0, 18.0, 17.857142857142858)","(31.0, 100.0, 98.57142857142857)","(2.7, 3.3, 3.2384615384615385)","(18.0, 28.0, 27.40740740740741)","(14.0, 21.0, 20.84375)"
11-01-2023 18:25:52.928250,"(1.8, 2.04, 2.015)","(18.0, 27.0, 25.5)","(11.0, 18.0, 17.5)","(31.0, 100.0, 109.45945945945945)","(2.7, 3.25, 3.1473684210526316)","(18.0, 28.0, 27.833333333333332)","(14.0, 21.0, 20.84375)"
11-01-2023 18:25:53.979382,"(1.8, 2.04, 2.011764705882353)","(18.0, 27.0, 25.5)","(11.0, 18.0, 17.857142857142858)","(31.0, 120.0, 107.85714285714286)","(2.7, 3.25, 3.1537037037037035)","(18.0, 28.0, 26.464285714285715)","(14.0, 21.0, 20.84375)"
11-01-2023 18:25:55.091236,"(1.8, 2.04, 2.008888888888889)","(18.0, 27.0, 25.5)","(11.0, 18.0, 17.857142857142858)","(31.0, 110.0, 107.85714285714286)","(2.7, 3.25, 3.1531249999999997)","(18.0, 27.0, 26.875)","(14.0, 21.0, 20.84375)"
11-01-2023 18:25:56.245194,"(1.8, 2.04, 2.006666666666667)","(18.0, 27.0, 26.57142857142857)","(11.0, 18.0, 17.857142857142858)","(31.0, 110.0, 107.85714285714286)","(2.7, 3.25, 3.1531249999999997)","(18.0, 28.0, 27.833333333333332)","(14.0, 21.0, 20.84375)"
11-01-2023 18:25:57.458788,"(1.8, 2.04, 2.01)","(18.0, 27.0, 26.75)","(11.0, 18.0, 17.857142857142858)","(31.0, 110.0, 107.75)","(2.7, 3.25, 3.1531249999999997)","(18.0, 28.0, 27.833333333333332)","(14.0, 21.0, 20.84375)"
11-01-2023 18:25:58.622800,"(1.8, 2.02, 2.014666666666667)","(18.0, 27.0, 26.75)","(11.0, 18.0, 17.5)","(31.0, 110.0, 109.16666666666667)","(2.7, 3.25, 3.1528571428571426)","(18.0, 28.0, 26.464285714285715)","(14.0, 21.0, 20.84375)"
11-01-2023 18:25:59.778300,"(1.8, 2.02, 2.0114285714285716)","(18.0, 27.0, 26.75)","(11.0, 18.0, 17.8)","(31.0, 120.0, 107.75)","(2.7, 3.25, 3.2075)","(18.0, 27.0, 26.90909090909091)","(14.0, 21.0, 20.25)"
11-01-2023 18:26:01.016214,"(1.8, 1.99, 1.982)","(18.0, 27.0, 29.647058823529413)","(11.0, 18.0, 18.0)","(31.0, 110.0, 107.75)","(2.7, 3.25, 3.325)","(18.0, 28.0, 26.125)","(14.0, 21.0, 20.6)"
