,Set Us Free,Inordinate,Rebel Racer,Dixie Built,Hollerween,Turin,Black Banjo,Manhattan Sting,Fabiola,Hesontherun,Delightful Hustler,Anything But
10-01-2023 14:51:56.406246,"(14.0, 22.0, 20.75)","(3.7, 4.4, 4.35)","(9.0, 11.0, 10.397905759162304)","(10.0, 12.5, 11.733333333333333)","(6.0, 9.6, 9.325)","(3.8, 4.2, 4.181896551724138)","(31.0, 50.0, 46.92307692307692)","(101.0, 160.0, 153.33333333333334)","(10.0, 13.0, 12.857142857142858)","(16.0, 22.0, 21.857142857142858)","(21.0, 27.0, 24.9)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:57.886125,"(14.0, 22.0, 20.214285714285715)","(3.7, 4.4, 4.368)","(9.0, 11.0, 10.397905759162304)","(10.0, 12.5, 11.733333333333333)","(6.0, 9.6, 9.325)","(3.8, 4.2, 4.1608247422680416)","(31.0, 50.0, 46.92307692307692)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.875)","(16.0, 22.0, 21.857142857142858)","(21.0, 27.0, 24.9)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:51:59.373697,"(14.0, 22.0, 20.214285714285715)","(3.7, 4.5, 4.3641509433962264)","(9.0, 11.0, 10.397905759162304)","(10.0, 12.5, 11.733333333333333)","(6.0, 9.6, 9.325)","(3.8, 4.2, 4.1439560439560434)","(31.0, 50.0, 46.92307692307692)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.875)","(16.0, 22.0, 21.857142857142858)","(21.0, 27.0, 24.9)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:52:00.815313,"(14.0, 22.0, 20.214285714285715)","(3.7, 4.5, 4.368)","(9.0, 11.0, 10.397905759162304)","(10.0, 12.5, 11.733333333333333)","(6.0, 9.6, 9.325)","(3.8, 4.2, 4.156034482758621)","(31.0, 50.0, 46.92307692307692)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.875)","(16.0, 22.0, 21.857142857142858)","(21.0, 27.0, 24.157894736842106)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:52:02.322538,"(14.0, 22.0, 20.214285714285715)","(3.7, 4.5, 4.368)","(9.0, 11.0, 10.397905759162304)","(10.0, 12.5, 11.733333333333333)","(6.0, 9.6, 9.325)","(3.8, 4.2, 4.156034482758621)","(31.0, 50.0, 46.92307692307692)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.875)","(16.0, 22.0, 21.857142857142858)","(21.0, 27.0, 24.157894736842106)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:52:03.754562,"(14.0, 22.0, 20.357142857142858)","(3.7, 4.5, 4.352380952380953)","(9.0, 11.0, 10.387755102040817)","(10.0, 12.5, 11.733333333333333)","(6.0, 9.6, 9.325)","(3.8, 4.2, 4.1439560439560434)","(31.0, 50.0, 44.46153846153846)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.857142857142858)","(16.0, 22.0, 21.916666666666668)","(21.0, 27.0, 24.157894736842106)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:52:05.244147,"(14.0, 21.0, 20.392857142857142)","(3.7, 4.4, 4.3528301886792455)","(9.0, 11.0, 10.404255319148936)","(10.0, 12.5, 11.733333333333333)","(6.0, 9.6, 9.399999999999999)","(3.8, 4.2, 4.1465116279069765)","(31.0, 46.0, 44.46153846153846)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.857142857142858)","(16.0, 22.0, 21.916666666666668)","(21.0, 27.0, 23.75)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:52:06.735931,"(14.0, 22.0, 20.392857142857142)","(3.7, 4.5, 4.3528301886792455)","(9.0, 11.0, 10.404255319148936)","(10.0, 12.5, 11.733333333333333)","(6.0, 9.6, 9.399999999999999)","(3.8, 4.2, 4.1465116279069765)","(31.0, 46.0, 44.46153846153846)","(101.0, 160.0, 155.55555555555554)","(10.0, 13.0, 12.857142857142858)","(16.0, 22.0, 21.916666666666668)","(21.0, 24.0, 23.75)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:52:08.237155,"(14.0, 22.0, 21.03846153846154)","(3.7, 4.5, 4.3528301886792455)","(9.0, 11.0, 10.404255319148936)","(10.0, 12.5, 11.733333333333333)","(6.0, 9.6, 9.399999999999999)","(3.8, 4.2, 4.156338028169014)","(31.0, 46.0, 44.333333333333336)","(101.0, 160.0, 156.0)","(10.0, 13.0, 12.884615384615385)","(16.0, 22.0, 21.916666666666668)","(21.0, 24.0, 23.75)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:52:09.698991,"(14.0, 22.0, 21.03846153846154)","(3.7, 4.5, 4.3528301886792455)","(9.0, 11.0, 10.404255319148936)","(10.0, 12.5, 11.733333333333333)","(6.0, 9.6, 9.399999999999999)","(3.8, 4.2, 4.156338028169014)","(31.0, 46.0, 44.333333333333336)","(101.0, 160.0, 156.0)","(10.0, 13.0, 12.884615384615385)","(16.0, 22.0, 21.916666666666668)","(21.0, 24.0, 23.75)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:52:11.119295,"(14.0, 22.0, 21.03846153846154)","(3.7, 4.5, 4.357142857142857)","(9.0, 11.0, 10.404255319148936)","(10.0, 12.5, 11.733333333333333)","(6.0, 9.6, 9.399999999999999)","(3.8, 4.2, 4.156338028169014)","(31.0, 46.0, 44.333333333333336)","(101.0, 160.0, 156.0)","(10.0, 13.0, 12.884615384615385)","(16.0, 22.0, 21.916666666666668)","(21.0, 24.0, 23.75)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:52:12.530311,"(14.0, 22.0, 21.03846153846154)","(3.7, 4.5, 4.357142857142857)","(9.0, 11.0, 10.404255319148936)","(10.0, 12.5, 11.733333333333333)","(6.0, 9.6, 9.399999999999999)","(3.8, 4.2, 4.156338028169014)","(31.0, 46.0, 44.333333333333336)","(101.0, 160.0, 156.0)","(10.0, 13.0, 12.575)","(16.0, 22.0, 21.916666666666668)","(21.0, 24.0, 23.75)","(101.0, 220.0, 186.66666666666666)"
10-01-2023 14:52:13.963808,"(14.0, 19.5, 20.2)","(3.7, 4.5, 4.564285714285714)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.796296296296296)","(6.0, 9.6, 9.5)","(3.8, 4.2, 4.159701492537313)","(31.0, 46.0, 44.94736842105263)","(101.0, 160.0, 138.0)","(10.0, 13.0, 11.863636363636363)","(16.0, 22.0, 21.916666666666668)","(21.0, 24.0, 23.77777777777778)","(101.0, 220.0, 190.0)"
10-01-2023 14:52:15.514483,"(14.0, 22.0, 20.5)","(3.7, 4.7, 4.58)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.988888888888889)","(6.0, 9.6, 9.5)","(3.8, 4.2, 4.159701492537313)","(31.0, 46.0, 44.8)","(101.0, 140.0, 138.0)","(10.0, 12.5, 11.951612903225806)","(16.0, 22.0, 22.833333333333332)","(21.0, 24.0, 23.77777777777778)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:16.974135,"(14.0, 22.0, 20.5)","(3.7, 4.7, 4.597142857142857)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.91304347826087)","(6.0, 9.6, 9.513043478260869)","(3.8, 4.2, 4.159701492537313)","(31.0, 46.0, 44.8)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.294117647058824)","(16.0, 23.0, 22.833333333333332)","(21.0, 24.0, 23.77777777777778)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:18.366793,"(14.0, 22.0, 20.5)","(3.7, 4.7, 4.597142857142857)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.0, 11.91304347826087)","(6.0, 9.6, 9.513043478260869)","(3.8, 4.2, 4.159701492537313)","(31.0, 46.0, 44.15384615384615)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.294117647058824)","(16.0, 23.0, 22.714285714285715)","(21.0, 24.0, 23.0)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:19.744543,"(14.0, 22.0, 20.5)","(3.7, 4.7, 4.60625)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.0, 11.91304347826087)","(6.0, 9.6, 9.513043478260869)","(3.8, 4.2, 4.159701492537313)","(31.0, 46.0, 44.15384615384615)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.294117647058824)","(16.0, 23.0, 22.714285714285715)","(21.0, 24.0, 22.6)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:21.153734,"(14.0, 22.0, 20.5)","(3.7, 4.7, 4.60625)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.0, 11.91304347826087)","(6.0, 9.6, 9.513043478260869)","(3.8, 4.2, 4.159701492537313)","(31.0, 46.0, 44.15384615384615)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.294117647058824)","(16.0, 23.0, 22.714285714285715)","(21.0, 24.0, 22.6)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:22.605356,"(14.0, 22.0, 20.5)","(3.7, 4.6, 4.525925925925926)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.6)","(6.0, 9.6, 9.52)","(3.8, 4.2, 4.159701492537313)","(31.0, 46.0, 44.15384615384615)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.277777777777779)","(16.0, 23.0, 22.714285714285715)","(21.0, 25.0, 24.3)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:24.093654,"(14.0, 22.0, 20.5)","(3.7, 4.6, 4.51304347826087)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.58695652173913)","(6.0, 9.6, 9.52)","(3.8, 4.2, 4.159701492537313)","(31.0, 46.0, 44.15384615384615)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.277777777777779)","(16.0, 23.0, 22.8)","(21.0, 25.0, 24.3)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:25.492428,"(14.0, 22.0, 20.5)","(3.7, 4.6, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.58)","(6.0, 9.6, 9.544827586206896)","(3.8, 4.2, 4.159701492537313)","(31.0, 46.0, 44.15384615384615)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.277777777777779)","(16.0, 24.0, 22.8)","(21.0, 25.0, 24.3)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:26.875643,"(14.0, 22.0, 20.25)","(3.7, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.58)","(6.0, 9.6, 9.485714285714286)","(3.8, 4.2, 4.108928571428572)","(31.0, 46.0, 44.15384615384615)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 22.8)","(21.0, 25.0, 24.3)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:28.320817,"(14.0, 21.0, 20.25)","(3.7, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.58)","(6.0, 9.6, 9.7)","(3.8, 4.2, 4.111111111111112)","(31.0, 46.0, 44.15384615384615)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 22.8)","(21.0, 25.0, 24.3)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:29.772249,"(14.0, 21.0, 20.5)","(3.7, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.58)","(6.0, 9.8, 9.581818181818182)","(3.8, 4.2, 4.111864406779661)","(31.0, 46.0, 44.15384615384615)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 22.8)","(21.0, 25.0, 24.3)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:31.262652,"(14.0, 21.0, 20.5)","(3.7, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.58)","(6.0, 9.8, 9.581818181818182)","(3.8, 4.2, 4.111864406779661)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 22.8)","(21.0, 26.0, 25.40740740740741)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:32.764332,"(14.0, 21.0, 20.5)","(3.7, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.58)","(6.0, 9.8, 9.581818181818182)","(3.8, 4.2, 4.0814814814814815)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 22.8)","(21.0, 26.0, 24.705882352941178)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:34.264187,"(14.0, 21.0, 20.571428571428573)","(3.7, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.58)","(6.0, 9.8, 9.581818181818182)","(3.8, 4.1, 4.0814814814814815)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 22.8)","(21.0, 26.0, 24.705882352941178)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:35.711052,"(14.0, 22.0, 20.0)","(3.7, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.58)","(6.0, 9.8, 9.581818181818182)","(3.8, 4.1, 4.0814814814814815)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 23.0625)","(21.0, 26.0, 24.705882352941178)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:37.173672,"(14.0, 21.0, 19.8)","(3.8, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.58)","(6.0, 9.8, 9.552941176470588)","(3.8, 4.1, 4.0814814814814815)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 23.0)","(21.0, 26.0, 24.705882352941178)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:38.596180,"(14.0, 21.0, 19.8)","(3.8, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.58)","(6.0, 9.6, 9.704)","(3.8, 4.1, 4.0814814814814815)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 23.11111111111111)","(21.0, 26.0, 24.705882352941178)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:40.086299,"(14.0, 21.0, 19.8)","(3.8, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.58)","(6.0, 9.8, 9.72)","(3.8, 4.1, 4.0814814814814815)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 23.11111111111111)","(21.0, 26.0, 24.705882352941178)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:41.612455,"(14.0, 21.0, 19.8)","(3.8, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.5, 11.61111111111111)","(6.0, 9.8, 9.72)","(3.8, 4.1, 4.0814814814814815)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 23.11111111111111)","(21.0, 26.0, 24.705882352941178)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:43.013948,"(14.0, 21.0, 19.8)","(3.8, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.0, 11.61111111111111)","(6.0, 9.8, 9.72)","(3.8, 4.1, 4.0814814814814815)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 23.11111111111111)","(21.0, 26.0, 24.705882352941178)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:44.447669,"(14.0, 21.0, 19.8)","(3.8, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.0, 11.61111111111111)","(6.0, 9.8, 9.72)","(3.8, 4.1, 4.0814814814814815)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 23.11111111111111)","(21.0, 26.0, 23.142857142857142)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:45.870081,"(14.0, 21.0, 19.8)","(3.8, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.0, 11.61111111111111)","(6.0, 9.8, 9.72)","(3.8, 4.1, 4.090410958904109)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 23.11111111111111)","(21.0, 26.0, 23.333333333333332)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:47.304782,"(14.0, 21.0, 19.8)","(3.8, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.0, 11.61111111111111)","(6.0, 9.8, 9.72)","(3.8, 4.1, 4.090410958904109)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 23.11111111111111)","(21.0, 25.0, 23.333333333333332)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:48.776050,"(14.0, 21.0, 19.743243243243242)","(3.8, 4.5, 4.452)","(9.0, 11.0, 10.407407407407407)","(10.0, 12.0, 11.61111111111111)","(6.0, 9.8, 9.73846153846154)","(3.8, 4.1, 4.090410958904109)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 24.0, 23.11111111111111)","(21.0, 25.0, 23.333333333333332)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:50.201851,"(14.0, 21.0, 19.743243243243242)","(3.8, 4.5, 4.452)","(9.0, 11.0, 10.527426160337553)","(10.0, 12.0, 11.566666666666666)","(6.0, 9.8, 9.736842105263158)","(3.8, 4.1, 4.090410958904109)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 12.5, 12.571428571428571)","(16.0, 24.0, 23.11111111111111)","(21.0, 25.0, 23.333333333333332)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:51.595477,"(14.0, 21.0, 19.743243243243242)","(3.8, 4.5, 4.452)","(9.0, 11.0, 10.527426160337553)","(10.0, 12.0, 11.566666666666666)","(6.0, 9.8, 9.736842105263158)","(3.8, 4.1, 4.090410958904109)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 13.0, 12.615384615384615)","(16.0, 24.0, 23.11111111111111)","(21.0, 25.0, 23.333333333333332)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:53.013239,"(14.0, 21.0, 19.743243243243242)","(3.8, 4.5, 4.452)","(9.0, 11.0, 10.527426160337553)","(10.0, 12.0, 11.566666666666666)","(6.0, 9.8, 9.736842105263158)","(3.8, 4.1, 4.090410958904109)","(31.0, 46.0, 44.333333333333336)","(101.0, 140.0, 138.0)","(10.0, 13.0, 12.636363636363637)","(16.0, 24.0, 23.11111111111111)","(21.0, 25.0, 23.333333333333332)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:54.412447,"(14.0, 21.0, 19.743243243243242)","(3.8, 4.5, 4.51304347826087)","(9.0, 11.0, 10.527426160337553)","(10.0, 12.0, 11.566666666666666)","(6.0, 9.8, 9.736842105263158)","(3.8, 4.1, 4.08904109589041)","(31.0, 46.0, 43.69230769230769)","(101.0, 140.0, 156.0)","(10.0, 13.0, 12.636363636363637)","(16.0, 24.0, 23.11111111111111)","(21.0, 25.0, 23.333333333333332)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:55.934722,"(14.0, 21.0, 19.743243243243242)","(3.8, 4.6, 4.51304347826087)","(9.0, 11.0, 10.527426160337553)","(10.0, 12.0, 11.566666666666666)","(6.0, 9.8, 9.736842105263158)","(3.8, 4.1, 4.0773809523809526)","(31.0, 46.0, 43.857142857142854)","(101.0, 160.0, 156.0)","(10.0, 13.0, 12.636363636363637)","(16.0, 24.0, 23.11111111111111)","(21.0, 25.0, 23.0)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:57.319502,"(14.0, 21.0, 19.743243243243242)","(3.8, 4.6, 4.51304347826087)","(9.0, 11.0, 10.527426160337553)","(10.0, 12.0, 11.566666666666666)","(6.0, 9.8, 9.736842105263158)","(3.8, 4.1, 4.0773809523809526)","(31.0, 46.0, 44.333333333333336)","(101.0, 160.0, 156.0)","(10.0, 13.0, 12.636363636363637)","(16.0, 24.0, 23.81818181818182)","(21.0, 25.0, 23.0)","(101.0, 230.0, 190.0)"
10-01-2023 14:52:58.689349,"(14.0, 21.0, 19.743243243243242)","(3.8, 4.6, 4.51304347826087)","(9.0, 11.0, 10.527426160337553)","(10.0, 12.0, 11.566666666666666)","(6.0, 9.8, 9.736842105263158)","(3.8, 4.1, 4.083333333333333)","(31.0, 46.0, 44.333333333333336)","(101.0, 160.0, 156.0)","(10.0, 13.0, 12.636363636363637)","(16.0, 24.0, 23.81818181818182)","(21.0, 25.0, 21.666666666666668)","(101.0, 230.0, 190.0)"
10-01-2023 14:53:00.065095,"(14.0, 21.0, 19.743243243243242)","(3.8, 4.6, 4.51304347826087)","(9.0, 11.0, 10.527426160337553)","(10.0, 12.0, 11.566666666666666)","(6.0, 9.8, 9.736842105263158)","(3.8, 4.1, 4.083333333333333)","(31.0, 46.0, 44.333333333333336)","(101.0, 160.0, 156.0)","(10.0, 13.0, 12.636363636363637)","(16.0, 24.0, 23.81818181818182)","(21.0, 25.0, 22.77777777777778)","(101.0, 230.0, 190.0)"
10-01-2023 14:53:01.597572,"(14.0, 21.0, 19.743243243243242)","(3.8, 4.6, 4.51304347826087)","(9.0, 11.0, 10.527426160337553)","(10.0, 12.0, 11.566666666666666)","(6.0, 9.8, 9.736842105263158)","(3.8, 4.1, 4.083333333333333)","(31.0, 46.0, 44.333333333333336)","(101.0, 160.0, 156.0)","(10.0, 13.0, 12.636363636363637)","(16.0, 24.0, 23.81818181818182)","(21.0, 25.0, 22.894736842105264)","(101.0, 230.0, 190.0)"
10-01-2023 14:53:03.122305,"(14.0, 21.0, 19.743243243243242)","(3.8, 4.6, 4.51304347826087)","(9.0, 11.0, 10.527426160337553)","(10.0, 12.0, 11.566666666666666)","(6.0, 9.8, 9.736842105263158)","(3.8, 4.1, 4.083333333333333)","(31.0, 46.0, 44.333333333333336)","(101.0, 160.0, 156.0)","(10.0, 13.0, 12.636363636363637)","(16.0, 24.0, 23.81818181818182)","(21.0, 25.0, 22.5)","(101.0, 230.0, 190.0)"
10-01-2023 14:53:04.625226,"(14.0, 21.0, 19.743243243243242)","(3.8, 4.6, 4.491666666666667)","(9.0, 11.0, 10.492125984251969)","(10.0, 12.0, 11.954545454545455)","(6.0, 9.8, 9.836363636363636)","(3.8, 4.1, 4.1)","(31.0, 46.0, 44.94736842105263)","(101.0, 160.0, 140.76923076923077)","(10.0, 13.0, 12.290909090909091)","(16.0, 24.0, 23.81818181818182)","(21.0, 25.0, 22.0)","(101.0, 230.0, 190.0)"
10-01-2023 14:53:06.190815,"(14.0, 20.0, 19.0)","(3.8, 4.6, 4.491666666666667)","(9.0, 10.5, 10.527426160337553)","(10.0, 12.0, 12.166666666666666)","(6.0, 10.0, 9.836363636363636)","(3.8, 4.2, 4.113043478260869)","(31.0, 46.0, 44.94736842105263)","(101.0, 150.0, 138.0)","(10.0, 13.0, 12.283185840707965)","(16.0, 24.0, 23.81818181818182)","(21.0, 23.0, 21.5)","(101.0, 230.0, 190.0)"
10-01-2023 14:53:07.728804,"(14.0, 19.5, 18.818181818181817)","(3.8, 4.6, 4.491666666666667)","(9.0, 11.0, 10.527426160337553)","(10.0, 12.5, 12.125)","(6.0, 10.0, 9.69811320754717)","(3.8, 4.2, 4.124242424242424)","(31.0, 46.0, 45.166666666666664)","(101.0, 150.0, 138.57142857142858)","(10.0, 13.0, 12.566666666666666)","(16.0, 24.0, 23.875)","(21.0, 23.0, 20.75)","(101.0, 230.0, 196.66666666666666)"
10-01-2023 14:53:09.226793,"(14.0, 19.0, 18.818181818181817)","(3.8, 4.6, 4.491666666666667)","(9.0, 11.0, 10.538793103448276)","(10.0, 12.5, 12.178571428571429)","(6.0, 10.0, 9.69811320754717)","(3.8, 4.2, 4.124242424242424)","(31.0, 46.0, 45.166666666666664)","(101.0, 150.0, 138.57142857142858)","(10.0, 13.0, 12.566666666666666)","(16.0, 24.0, 23.875)","(21.0, 23.0, 21.2)","(101.0, 230.0, 196.66666666666666)"
10-01-2023 14:53:10.687816,"(14.0, 19.0, 18.818181818181817)","(3.8, 4.6, 4.491666666666667)","(9.0, 11.0, 10.538793103448276)","(10.0, 12.5, 12.178571428571429)","(6.0, 10.0, 9.69811320754717)","(3.8, 4.2, 4.082828282828283)","(31.0, 46.0, 50.5)","(101.0, 150.0, 138.57142857142858)","(10.0, 13.0, 12.566666666666666)","(16.0, 24.0, 23.875)","(21.0, 23.0, 21.2)","(101.0, 230.0, 196.66666666666666)"
10-01-2023 14:53:12.018772,"(14.0, 19.0, 18.818181818181817)","(3.8, 4.6, 4.491666666666667)","(9.0, 11.0, 10.538793103448276)","(10.0, 12.5, 12.178571428571429)","(6.0, 10.0, 9.673469387755102)","(3.8, 4.1, 4.0725663716814156)","(31.0, 55.0, 51.4)","(101.0, 150.0, 138.57142857142858)","(10.0, 13.0, 12.68421052631579)","(16.0, 24.0, 23.875)","(21.0, 23.0, 20.75)","(101.0, 230.0, 196.66666666666666)"
10-01-2023 14:53:13.371886,"(14.0, 19.0, 18.807692307692307)","(3.8, 4.6, 4.487804878048781)","(9.0, 11.0, 10.538793103448276)","(10.0, 12.5, 12.13888888888889)","(6.0, 10.0, 9.673469387755102)","(3.8, 4.1, 4.0725663716814156)","(31.0, 55.0, 49.375)","(101.0, 150.0, 138.57142857142858)","(10.0, 13.0, 12.791666666666666)","(16.0, 24.0, 23.81818181818182)","(21.0, 23.0, 22.076923076923077)","(101.0, 230.0, 196.66666666666666)"
10-01-2023 14:53:14.799807,"(14.0, 19.0, 18.615384615384617)","(3.8, 4.6, 4.478260869565218)","(9.0, 11.0, 10.538793103448276)","(10.0, 12.5, 12.13888888888889)","(6.0, 10.0, 9.768115942028984)","(3.8, 4.1, 4.069491525423729)","(31.0, 55.0, 49.375)","(101.0, 150.0, 138.57142857142858)","(10.0, 13.0, 12.791666666666666)","(16.0, 24.0, 23.81818181818182)","(21.0, 23.0, 22.25)","(101.0, 230.0, 196.66666666666666)"
10-01-2023 14:53:16.374107,"(14.0, 19.0, 18.615384615384617)","(3.8, 4.6, 4.478260869565218)","(9.0, 11.0, 10.538793103448276)","(10.0, 12.5, 12.178571428571429)","(6.0, 10.0, 9.768115942028984)","(3.8, 4.1, 4.0725663716814156)","(31.0, 55.0, 50.416666666666664)","(101.0, 150.0, 138.57142857142858)","(10.0, 13.0, 12.666666666666666)","(16.0, 24.0, 23.81818181818182)","(21.0, 23.0, 22.25)","(101.0, 230.0, 196.66666666666666)"
10-01-2023 14:53:17.717643,"(14.0, 19.0, 18.615384615384617)","(3.8, 4.6, 4.478260869565218)","(9.0, 11.0, 10.538793103448276)","(10.0, 12.5, 12.178571428571429)","(6.0, 10.0, 9.768115942028984)","(3.8, 4.1, 4.079381443298969)","(31.0, 55.0, 50.416666666666664)","(101.0, 150.0, 138.57142857142858)","(10.0, 13.0, 12.666666666666666)","(16.0, 24.0, 23.81818181818182)","(21.0, 23.0, 22.25)","(101.0, 230.0, 196.66666666666666)"
