,Rosie La La,Dr Dot,Snowy Alford,Open Heaven,Galloping Moon,Sword Dancer,Young Blowy
10-01-2023 20:23:46.806115,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:23:47.783059,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:23:48.767338,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:23:49.754074,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:23:50.742989,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:23:51.791178,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:23:52.781069,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:23:53.734777,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:23:54.808001,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:23:55.788132,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:23:56.865833,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:23:57.924276,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:23:58.889833,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:23:59.827491,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:24:00.849591,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:24:01.883656,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:24:02.846052,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:24:03.856788,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.05625)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:24:04.836490,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 5.18780487804878)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:24:05.799387,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 5.18780487804878)","(41.0, 440.0, 198.76923076923077)"
10-01-2023 20:24:06.869376,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 5.18780487804878)","(41.0, 440.0, 254.66666666666669)"
10-01-2023 20:24:07.918607,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 5.18780487804878)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:08.969253,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:10.010813,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:10.979613,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:12.041056,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:13.180915,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:14.231090,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:15.198882,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:16.157049,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:17.154176,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:18.112195,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:19.144374,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:20.109222,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:21.095940,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:22.117632,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:23.161672,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:24.274720,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:25.351095,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:26.363162,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:27.366594,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:28.417896,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:29.437763,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:30.414004,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:31.349077,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:32.325531,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:33.322345,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:34.325370,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:35.415266,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 3.13125)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:36.516328,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 2.9625)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:37.481042,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 2.9625)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:38.493951,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 2.9625)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:39.518542,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 2.9625)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:40.511789,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 2.9625)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:41.528490,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 2.9625)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:42.503739,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 2.9625)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:43.511374,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 2.9625)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:44.503039,"(2.7, 3.6, 2.689375)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 2.9625)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:45.544661,"(2.7, 3.6, 3.1934426229508195)","(3.9, 9.2, 5.8)","(6.0, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.7, 5.7, 2.9625)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:46.636412,"(2.7, 3.6, 3.1934426229508195)","(4.0, 9.2, 5.8)","(5.5, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.9, 5.7, 2.9625)","(41.0, 420.0, 191.0769230769231)"
10-01-2023 20:24:47.769650,"(2.7, 3.6, 3.1934426229508195)","(4.0, 9.2, 5.8)","(5.5, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.9, 5.7, 2.9625)","(41.0, 420.0, 243.55555555555557)"
10-01-2023 20:24:48.883467,"(2.7, 3.6, 3.1934426229508195)","(4.0, 9.2, 5.8)","(5.5, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.9, 5.7, 2.9625)","(41.0, 400.0, 243.55555555555557)"
10-01-2023 20:24:49.941376,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 8.74)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.9, 5.7, 2.9625)","(41.0, 400.0, 243.55555555555557)"
10-01-2023 20:24:50.923081,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 11.719999999999999)","(101.0, 730.0, 405.0)","(2.9, 5.7, 2.9625)","(41.0, 400.0, 243.55555555555557)"
10-01-2023 20:24:52.009884,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 2.9625)","(41.0, 400.0, 268.0)"
10-01-2023 20:24:53.089243,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 2.9625)","(41.0, 400.0, 318.0)"
10-01-2023 20:24:54.036264,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 2.9625)","(41.0, 480.0, 318.0)"
10-01-2023 20:24:55.048152,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 2.9625)","(41.0, 480.0, 318.0)"
10-01-2023 20:24:56.081447,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 2.9625)","(41.0, 480.0, 318.0)"
10-01-2023 20:24:57.100949,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 2.9625)","(41.0, 480.0, 318.0)"
10-01-2023 20:24:58.232397,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 2.9625)","(41.0, 480.0, 288.0)"
10-01-2023 20:24:59.411537,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 2.9625)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:00.538158,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 2.9625)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:01.630528,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 2.9625)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:02.761939,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 2.9625)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:03.828561,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 5.053846153846154)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:04.926078,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 5.053846153846154)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:05.980929,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 3.13125)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:07.031918,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 3.13125)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:08.120536,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 3.13125)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:09.169962,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 3.13125)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:10.155920,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 3.13125)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:11.279402,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 3.13125)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:12.361162,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.52)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 3.13125)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:13.424290,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 10.507692307692308)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 3.13125)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:14.486893,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 10.3)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 3.13125)","(41.0, 480.0, 288.0)"
10-01-2023 20:25:15.557012,"(2.7, 3.6, 2.8831249999999997)","(4.0, 9.2, 5.8)","(5.5, 13.0, 6.07)","(6.5, 13.0, 10.866666666666667)","(101.0, 730.0, 618.3333333333334)","(2.9, 5.7, 3.13125)","(41.0, 480.0, 288.0)"
