,Hand Break,Dana Poppie,Brutus Maximus,Venetian Fury,Saint Sofia,Damage,Takahi Chisum
12,"[datetime.datetime(2022, 11, 28, 19, 14, 55, 422262), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 14, 55, 422262), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 14, 55, 422262), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 14, 55, 422262), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 14, 55, 422262), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 14, 55, 422262), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 19, 14, 55, 422262), 6.0, 11.0]"
13,"[datetime.datetime(2022, 11, 28, 19, 14, 56, 567165), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 14, 56, 567165), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 14, 56, 567165), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 14, 56, 567165), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 14, 56, 567165), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 14, 56, 567165), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 19, 14, 56, 567165), 6.0, 11.0]"
14,"[datetime.datetime(2022, 11, 28, 19, 14, 57, 707072), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 14, 57, 707072), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 14, 57, 707072), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 14, 57, 707072), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 14, 57, 707072), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 14, 57, 707072), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 19, 14, 57, 707072), 6.0, 11.0]"
15,"[datetime.datetime(2022, 11, 28, 19, 14, 58, 843282), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 14, 58, 843282), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 14, 58, 843282), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 14, 58, 843282), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 14, 58, 843282), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 14, 58, 843282), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 19, 14, 58, 843282), 6.0, 11.0]"
16,"[datetime.datetime(2022, 11, 28, 19, 14, 59, 972136), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 14, 59, 972136), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 14, 59, 972136), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 14, 59, 972136), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 14, 59, 972136), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 14, 59, 972136), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 19, 14, 59, 972136), 6.0, 11.0]"
17,"[datetime.datetime(2022, 11, 28, 19, 15, 1, 100702), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 1, 100702), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 1, 100702), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 1, 100702), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 15, 1, 100702), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 1, 100702), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 1, 100702), 6.0, 11.0]"
18,"[datetime.datetime(2022, 11, 28, 19, 15, 2, 231794), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 2, 231794), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 2, 231794), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 2, 231794), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 15, 2, 231794), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 2, 231794), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 2, 231794), 6.0, 11.0]"
19,"[datetime.datetime(2022, 11, 28, 19, 15, 3, 371896), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 3, 371896), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 3, 371896), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 3, 371896), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 15, 3, 371896), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 3, 371896), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 3, 371896), 6.0, 11.0]"
20,"[datetime.datetime(2022, 11, 28, 19, 15, 4, 530998), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 4, 530998), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 4, 530998), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 4, 530998), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 15, 4, 530998), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 4, 530998), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 4, 530998), 6.0, 11.0]"
21,"[datetime.datetime(2022, 11, 28, 19, 15, 5, 683992), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 5, 683992), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 5, 683992), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 5, 683992), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 15, 5, 683992), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 5, 683992), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 5, 683992), 6.0, 11.0]"
22,"[datetime.datetime(2022, 11, 28, 19, 15, 6, 836874), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 6, 836874), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 6, 836874), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 6, 836874), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 15, 6, 836874), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 6, 836874), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 6, 836874), 6.0, 11.0]"
23,"[datetime.datetime(2022, 11, 28, 19, 15, 7, 990024), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 7, 990024), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 7, 990024), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 7, 990024), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 15, 7, 990024), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 7, 990024), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 7, 990024), 6.0, 11.0]"
24,"[datetime.datetime(2022, 11, 28, 19, 15, 9, 157317), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 9, 157317), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 9, 157317), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 9, 157317), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 15, 9, 157317), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 9, 157317), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 9, 157317), 6.0, 11.0]"
25,"[datetime.datetime(2022, 11, 28, 19, 15, 10, 311792), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 10, 311792), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 10, 311792), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 10, 311792), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 15, 10, 311792), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 10, 311792), 2.6, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 10, 311792), 6.0, 11.0]"
26,"[datetime.datetime(2022, 11, 28, 19, 15, 11, 484892), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 11, 484892), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 11, 484892), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 11, 484892), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 15, 11, 484892), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 11, 484892), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 11, 484892), 6.0, 11.0]"
27,"[datetime.datetime(2022, 11, 28, 19, 15, 12, 631871), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 12, 631871), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 12, 631871), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 12, 631871), 2.8, 4.0]","[datetime.datetime(2022, 11, 28, 19, 15, 12, 631871), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 12, 631871), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 12, 631871), 6.0, 11.0]"
28,"[datetime.datetime(2022, 11, 28, 19, 15, 13, 803035), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 13, 803035), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 13, 803035), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 13, 803035), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 13, 803035), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 13, 803035), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 13, 803035), 6.0, 11.0]"
29,"[datetime.datetime(2022, 11, 28, 19, 15, 14, 958729), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 14, 958729), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 14, 958729), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 14, 958729), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 14, 958729), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 14, 958729), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 14, 958729), 6.0, 11.0]"
30,"[datetime.datetime(2022, 11, 28, 19, 15, 16, 112342), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 16, 112342), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 16, 112342), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 16, 112342), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 16, 112342), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 16, 112342), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 16, 112342), 6.0, 11.0]"
31,"[datetime.datetime(2022, 11, 28, 19, 15, 17, 265540), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 17, 265540), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 17, 265540), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 17, 265540), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 17, 265540), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 17, 265540), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 17, 265540), 6.0, 11.0]"
32,"[datetime.datetime(2022, 11, 28, 19, 15, 18, 446009), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 18, 446009), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 18, 446009), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 18, 446009), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 18, 446009), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 18, 446009), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 18, 446009), 6.0, 11.0]"
33,"[datetime.datetime(2022, 11, 28, 19, 15, 19, 583905), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 19, 583905), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 19, 583905), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 19, 583905), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 19, 583905), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 19, 583905), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 19, 583905), 6.0, 11.0]"
34,"[datetime.datetime(2022, 11, 28, 19, 15, 20, 722213), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 20, 722213), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 20, 722213), 9.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 15, 20, 722213), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 20, 722213), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 15, 20, 722213), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 20, 722213), 6.0, 11.0]"
35,"[datetime.datetime(2022, 11, 28, 19, 15, 21, 854618), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 21, 854618), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 21, 854618), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 15, 21, 854618), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 21, 854618), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 15, 21, 854618), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 21, 854618), 6.0, 11.0]"
36,"[datetime.datetime(2022, 11, 28, 19, 15, 23, 439), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 23, 439), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 23, 439), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 15, 23, 439), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 23, 439), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 15, 23, 439), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 23, 439), 6.0, 11.0]"
37,"[datetime.datetime(2022, 11, 28, 19, 15, 24, 157214), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 24, 157214), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 24, 157214), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 15, 24, 157214), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 24, 157214), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 15, 24, 157214), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 24, 157214), 6.0, 11.0]"
38,"[datetime.datetime(2022, 11, 28, 19, 15, 25, 309435), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 25, 309435), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 25, 309435), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 15, 25, 309435), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 25, 309435), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 15, 25, 309435), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 25, 309435), 6.0, 11.0]"
39,"[datetime.datetime(2022, 11, 28, 19, 15, 26, 455652), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 26, 455652), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 26, 455652), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 15, 26, 455652), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 26, 455652), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 15, 26, 455652), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 26, 455652), 6.0, 11.0]"
40,"[datetime.datetime(2022, 11, 28, 19, 15, 27, 682862), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 27, 682862), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 27, 682862), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 15, 27, 682862), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 27, 682862), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 15, 27, 682862), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 27, 682862), 6.0, 11.0]"
41,"[datetime.datetime(2022, 11, 28, 19, 15, 28, 880764), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 28, 880764), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 28, 880764), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 15, 28, 880764), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 28, 880764), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 15, 28, 880764), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 28, 880764), 6.0, 11.0]"
42,"[datetime.datetime(2022, 11, 28, 19, 15, 30, 31420), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 30, 31420), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 30, 31420), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 15, 30, 31420), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 30, 31420), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 15, 30, 31420), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 30, 31420), 6.0, 11.0]"
43,"[datetime.datetime(2022, 11, 28, 19, 15, 31, 182782), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 31, 182782), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 31, 182782), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 15, 31, 182782), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 31, 182782), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 15, 31, 182782), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 31, 182782), 6.0, 11.0]"
44,"[datetime.datetime(2022, 11, 28, 19, 15, 32, 329704), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 32, 329704), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 15, 32, 329704), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 15, 32, 329704), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 32, 329704), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 15, 32, 329704), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 32, 329704), 6.0, 11.0]"
45,"[datetime.datetime(2022, 11, 28, 19, 15, 33, 496274), 41.0, 490.0]","[datetime.datetime(2022, 11, 28, 19, 15, 33, 496274), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 19, 15, 33, 496274), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 15, 33, 496274), 2.8, 4.1]","[datetime.datetime(2022, 11, 28, 19, 15, 33, 496274), 21.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 15, 33, 496274), 2.6, 4.2]","[datetime.datetime(2022, 11, 28, 19, 15, 33, 496274), 6.0, 11.0]"
