,Rapidfire Forest,Moody Girl,Whizbang Jack,Why Not Rhyno,Sneaky Mojo,Cyber Crime,Sheila Sazs,Galloping Star
11-01-2023 19:05:37.100756,"(6.5, 9.0, 8.76)","(5.5, 7.8, 7.375)","(2.25, 2.62, 2.5921739130434784)","(5.0, 6.8, 6.41)","(6.5, 8.4, 8.057142857142857)","(21.0, 50.0, 46.61538461538461)","(8.5, 27.0, 26.705882352941178)","(31.0, 46.0, 43.76744186046511)"
11-01-2023 19:05:38.517439,"(6.5, 9.0, 8.76)","(5.5, 7.8, 7.375)","(2.25, 2.62, 2.586315789473684)","(5.0, 6.8, 6.41)","(6.5, 8.4, 8.057142857142857)","(21.0, 50.0, 46.61538461538461)","(8.5, 27.0, 26.705882352941178)","(31.0, 46.0, 43.76744186046511)"
11-01-2023 19:05:39.842239,"(6.5, 9.0, 8.76)","(5.5, 7.8, 7.394594594594595)","(2.25, 2.62, 2.5844444444444443)","(5.0, 6.8, 6.428571428571429)","(6.5, 8.4, 8.057142857142857)","(21.0, 50.0, 46.61538461538461)","(8.5, 27.0, 26.705882352941178)","(31.0, 46.0, 43.76744186046511)"
11-01-2023 19:05:41.160961,"(6.5, 9.0, 8.76)","(5.5, 7.8, 7.394594594594595)","(2.25, 2.62, 2.6017391304347828)","(5.0, 6.6, 6.2153846153846155)","(6.5, 8.4, 8.355555555555556)","(21.0, 50.0, 46.61538461538461)","(8.5, 27.0, 27.333333333333332)","(31.0, 46.0, 43.76744186046511)"
11-01-2023 19:05:42.432400,"(6.5, 9.0, 8.64)","(5.5, 7.8, 7.394594594594595)","(2.25, 2.62, 2.5942857142857143)","(5.0, 6.4, 6.04)","(6.5, 8.4, 8.32)","(21.0, 50.0, 46.61538461538461)","(8.5, 28.0, 27.93103448275862)","(31.0, 46.0, 43.76744186046511)"
11-01-2023 19:05:43.695360,"(6.5, 9.0, 8.781818181818181)","(5.5, 7.8, 7.482352941176471)","(2.25, 2.62, 2.59)","(5.0, 6.2, 5.914285714285715)","(6.5, 8.8, 8.433333333333334)","(21.0, 50.0, 46.61538461538461)","(8.5, 28.0, 28.8)","(31.0, 46.0, 43.76744186046511)"
11-01-2023 19:05:44.873818,"(6.5, 9.0, 8.725)","(5.5, 7.6, 7.482352941176471)","(2.25, 2.62, 2.572)","(5.0, 6.0, 5.966666666666667)","(6.5, 8.8, 8.421052631578947)","(21.0, 50.0, 46.7)","(8.5, 29.0, 30.75)","(31.0, 46.0, 43.76744186046511)"
11-01-2023 19:05:46.119481,"(6.5, 8.4, 8.275)","(5.5, 7.6, 7.392)","(2.25, 2.68, 2.646896551724138)","(5.0, 6.0, 5.82)","(6.5, 8.8, 8.547368421052632)","(21.0, 50.0, 46.7)","(10.0, 32.0, 30.75)","(31.0, 46.0, 43.76744186046511)"
11-01-2023 19:05:47.360212,"(6.5, 8.4, 8.106666666666667)","(6.0, 7.6, 7.447619047619048)","(2.25, 2.68, 2.6757142857142857)","(5.0, 6.2, 5.796153846153846)","(6.5, 8.8, 8.547368421052632)","(21.0, 50.0, 46.7)","(10.0, 32.0, 30.75)","(31.0, 46.0, 43.76744186046511)"
11-01-2023 19:05:48.586055,"(6.5, 8.4, 8.2)","(6.0, 7.6, 7.4363636363636365)","(2.25, 2.68, 2.672)","(5.0, 6.2, 5.74)","(6.5, 8.8, 8.547368421052632)","(21.0, 50.0, 44.76190476190476)","(10.0, 32.0, 30.444444444444443)","(31.0, 46.0, 43.81818181818182)"
11-01-2023 19:05:49.757334,"(6.5, 8.4, 8.2)","(6.0, 7.6, 7.4363636363636365)","(2.25, 2.68, 2.672)","(5.0, 5.9, 5.7384615384615385)","(6.5, 8.8, 8.547368421052632)","(21.0, 50.0, 46.666666666666664)","(10.0, 32.0, 30.444444444444443)","(31.0, 46.0, 43.81818181818182)"
11-01-2023 19:05:50.887055,"(6.5, 8.4, 8.2)","(6.0, 7.6, 7.4)","(2.25, 2.7, 2.676)","(5.0, 5.8, 5.718181818181818)","(6.5, 8.8, 8.663636363636364)","(21.0, 50.0, 46.666666666666664)","(10.0, 32.0, 30.444444444444443)","(31.0, 46.0, 43.81818181818182)"
11-01-2023 19:05:52.029368,"(6.5, 8.4, 8.2)","(6.0, 7.6, 7.392592592592592)","(2.25, 2.7, 2.681538461538462)","(5.0, 5.8, 5.752941176470588)","(6.5, 8.8, 8.663636363636364)","(21.0, 50.0, 46.666666666666664)","(10.0, 32.0, 30.526315789473685)","(31.0, 46.0, 44.24390243902439)"
11-01-2023 19:05:53.171968,"(6.5, 8.4, 8.218181818181819)","(6.0, 7.6, 7.392592592592592)","(2.25, 2.7, 2.7150000000000003)","(4.8, 5.8, 5.646153846153846)","(6.5, 8.8, 8.55)","(21.0, 50.0, 46.666666666666664)","(11.0, 32.0, 30.526315789473685)","(31.0, 46.0, 44.24390243902439)"
11-01-2023 19:05:54.397775,"(6.5, 8.4, 8.117647058823529)","(6.0, 7.6, 7.392592592592592)","(2.25, 2.72, 2.7171428571428575)","(4.8, 5.8, 5.646153846153846)","(6.5, 8.8, 8.55)","(21.0, 50.0, 46.666666666666664)","(11.0, 32.0, 30.526315789473685)","(31.0, 46.0, 44.24390243902439)"
11-01-2023 19:05:55.604295,"(6.5, 8.4, 8.17142857142857)","(6.0, 7.6, 7.392592592592592)","(2.25, 2.74, 2.7211764705882353)","(4.8, 5.8, 5.6571428571428575)","(6.5, 8.8, 8.569230769230769)","(21.0, 50.0, 45.80952380952381)","(11.0, 32.0, 29.90909090909091)","(31.0, 46.0, 44.24390243902439)"
11-01-2023 19:05:56.802656,"(6.5, 8.4, 8.117647058823529)","(6.0, 7.6, 7.348571428571429)","(2.25, 2.74, 2.7273684210526317)","(4.8, 5.7, 5.466666666666667)","(6.5, 8.8, 8.585714285714285)","(21.0, 50.0, 47.16129032258065)","(11.0, 30.0, 29.9)","(31.0, 46.0, 44.24390243902439)"
11-01-2023 19:05:58.048335,"(6.5, 8.4, 8.133333333333333)","(6.0, 7.6, 7.348571428571429)","(2.25, 2.74, 2.69304347826087)","(4.8, 5.5, 5.463636363636363)","(6.5, 8.8, 8.585714285714285)","(21.0, 50.0, 47.16129032258065)","(11.0, 32.0, 29.9)","(31.0, 46.0, 44.25806451612903)"
11-01-2023 19:05:59.288376,"(6.5, 8.4, 8.133333333333333)","(6.0, 7.6, 7.325)","(2.25, 2.7, 2.7304761904761907)","(4.8, 5.6, 5.4)","(6.5, 8.8, 8.466666666666667)","(21.0, 50.0, 47.16129032258065)","(11.0, 32.0, 30.285714285714285)","(31.0, 46.0, 44.36363636363636)"
11-01-2023 19:06:00.562839,"(6.5, 8.4, 8.1)","(6.0, 7.6, 7.357142857142858)","(2.25, 2.74, 2.7304761904761907)","(4.8, 5.5, 5.4)","(6.5, 8.8, 8.569230769230769)","(21.0, 50.0, 47.25)","(11.0, 32.0, 31.38095238095238)","(31.0, 46.0, 42.4)"
11-01-2023 19:06:01.798828,"(6.5, 8.4, 8.1)","(6.0, 7.4, 7.357142857142857)","(2.25, 2.74, 2.708)","(4.8, 5.5, 5.4714285714285715)","(6.5, 8.8, 8.569230769230769)","(21.0, 50.0, 47.25)","(11.0, 34.0, 30.333333333333332)","(31.0, 46.0, 42.4)"
11-01-2023 19:06:03.055065,"(6.5, 8.4, 8.04)","(6.0, 7.6, 7.36551724137931)","(2.25, 2.74, 2.71625)","(4.8, 5.5, 5.4714285714285715)","(6.5, 8.8, 8.569230769230769)","(21.0, 50.0, 47.25)","(11.0, 34.0, 30.615384615384617)","(31.0, 46.0, 44.25806451612903)"
11-01-2023 19:06:04.365483,"(6.5, 8.4, 8.04)","(6.0, 7.6, 7.36551724137931)","(2.25, 2.72, 2.7175000000000002)","(4.8, 5.5, 5.4714285714285715)","(6.5, 8.8, 8.569230769230769)","(21.0, 50.0, 47.87096774193549)","(11.0, 34.0, 31.25)","(31.0, 46.0, 42.4)"
11-01-2023 19:06:05.593099,"(6.5, 8.4, 8.04)","(6.0, 7.6, 7.36551724137931)","(2.25, 2.72, 2.7142857142857144)","(4.8, 5.5, 5.4714285714285715)","(6.5, 8.8, 8.569230769230769)","(21.0, 50.0, 47.87096774193549)","(11.0, 34.0, 33.2)","(31.0, 46.0, 42.4)"
11-01-2023 19:06:06.988158,"(6.5, 8.4, 8.04)","(6.0, 7.6, 7.36551724137931)","(2.25, 2.74, 2.7139130434782612)","(4.8, 5.5, 5.4714285714285715)","(6.5, 8.8, 8.6125)","(21.0, 50.0, 47.87096774193549)","(11.0, 34.0, 32.87179487179487)","(31.0, 46.0, 42.4)"
11-01-2023 19:06:08.638688,"(6.5, 8.4, 8.04)","(6.0, 7.6, 7.36551724137931)","(2.25, 2.74, 2.7070588235294117)","(4.8, 5.5, 5.4714285714285715)","(6.5, 8.8, 8.569230769230769)","(21.0, 50.0, 47.87096774193549)","(11.0, 34.0, 32.87179487179487)","(31.0, 46.0, 42.4)"
11-01-2023 19:06:09.963327,"(6.5, 8.4, 8.04)","(6.0, 7.6, 7.36551724137931)","(2.25, 2.74, 2.6862222222222223)","(4.8, 5.5, 5.4714285714285715)","(6.5, 8.8, 8.569230769230769)","(21.0, 50.0, 47.9375)","(11.0, 34.0, 32.87179487179487)","(31.0, 46.0, 42.4)"
11-01-2023 19:06:11.192098,"(6.5, 8.4, 8.04)","(6.0, 7.6, 7.371428571428571)","(2.25, 2.7, 2.675873015873016)","(4.8, 5.5, 5.466666666666667)","(6.5, 8.8, 8.569230769230769)","(26.0, 50.0, 48.44444444444444)","(14.0, 34.0, 33.2)","(31.0, 46.0, 44.2)"
11-01-2023 19:06:12.488580,"(6.5, 8.4, 8.1)","(6.0, 7.6, 7.371428571428571)","(2.25, 2.7, 2.671851851851852)","(4.8, 5.5, 5.466666666666667)","(6.5, 8.8, 8.633333333333333)","(26.0, 50.0, 48.44444444444444)","(14.0, 34.0, 32.87179487179487)","(31.0, 46.0, 44.2)"
11-01-2023 19:06:13.727727,"(6.5, 8.4, 8.04)","(6.0, 7.6, 7.371428571428571)","(2.25, 2.7, 2.6669565217391304)","(4.8, 5.5, 5.442857142857143)","(6.5, 8.8, 8.907142857142858)","(26.0, 50.0, 48.44444444444444)","(14.0, 34.0, 33.1219512195122)","(31.0, 46.0, 44.2)"
11-01-2023 19:06:14.958322,"(6.5, 8.4, 8.04)","(6.0, 7.6, 7.36)","(2.25, 2.7, 2.625714285714286)","(4.8, 5.5, 5.442857142857143)","(6.5, 9.4, 9.16)","(26.0, 50.0, 48.44444444444444)","(14.0, 34.0, 33.294117647058826)","(31.0, 46.0, 44.2)"
11-01-2023 19:06:16.154148,"(6.5, 8.4, 8.141176470588235)","(6.0, 7.6, 7.36)","(2.25, 2.66, 2.636923076923077)","(4.8, 5.5, 5.405263157894737)","(6.5, 9.4, 9.571428571428571)","(26.0, 50.0, 48.44444444444444)","(14.0, 34.0, 33.111111111111114)","(31.0, 46.0, 44.2)"
11-01-2023 19:06:17.335791,"(6.5, 8.4, 8.04)","(6.0, 7.6, 7.36)","(2.25, 2.64, 2.636923076923077)","(4.8, 5.5, 5.442857142857143)","(6.5, 9.8, 9.685714285714287)","(26.0, 50.0, 48.44444444444444)","(14.0, 34.0, 33.111111111111114)","(31.0, 46.0, 44.8)"
11-01-2023 19:06:18.462728,"(6.5, 8.4, 8.04)","(6.0, 7.6, 7.36)","(2.25, 2.62, 2.613846153846154)","(4.8, 5.5, 5.421739130434783)","(6.5, 9.8, 9.528571428571428)","(26.0, 50.0, 48.44444444444444)","(14.0, 34.0, 33.111111111111114)","(31.0, 46.0, 44.857142857142854)"
11-01-2023 19:06:19.584713,"(6.5, 8.4, 8.04)","(6.0, 7.6, 7.4399999999999995)","(2.25, 2.62, 2.5942857142857143)","(4.8, 5.5, 5.486666666666666)","(6.5, 10.0, 9.5875)","(26.0, 50.0, 48.44444444444444)","(14.0, 34.0, 33.2)","(31.0, 46.0, 44.857142857142854)"
11-01-2023 19:06:20.784674,"(6.5, 8.4, 8.08235294117647)","(6.0, 7.6, 7.4363636363636365)","(2.2, 2.6, 2.5742857142857143)","(4.8, 5.5, 5.45)","(6.5, 10.0, 9.733333333333334)","(26.0, 50.0, 48.44444444444444)","(14.0, 34.0, 33.55555555555556)","(31.0, 46.0, 44.857142857142854)"
11-01-2023 19:06:21.987396,"(6.5, 8.4, 8.1)","(6.0, 7.6, 7.4363636363636365)","(2.2, 2.58, 2.5742857142857143)","(4.8, 5.5, 5.45)","(6.5, 9.8, 9.7)","(26.0, 50.0, 48.44444444444444)","(14.0, 34.0, 33.542857142857144)","(31.0, 46.0, 44.857142857142854)"
11-01-2023 19:06:23.278763,"(6.5, 8.4, 8.246153846153847)","(6.0, 7.6, 7.482352941176471)","(2.2, 2.56, 2.5375)","(4.8, 5.5, 5.48)","(6.5, 10.0, 9.7)","(26.0, 50.0, 48.44444444444444)","(14.0, 34.0, 33.542857142857144)","(31.0, 46.0, 44.857142857142854)"
11-01-2023 19:06:24.510588,"(6.5, 8.4, 8.246153846153847)","(6.0, 7.6, 7.482352941176471)","(2.2, 2.56, 2.5454545454545454)","(4.8, 5.6, 5.5285714285714285)","(6.5, 10.0, 9.7)","(26.0, 50.0, 48.44444444444444)","(14.0, 34.0, 33.55555555555556)","(31.0, 46.0, 44.857142857142854)"
11-01-2023 19:06:25.765918,"(6.5, 8.6, 8.208695652173914)","(6.0, 7.6, 7.428571428571429)","(2.2, 2.56, 2.5344444444444445)","(4.8, 5.7, 5.522222222222222)","(6.5, 10.0, 9.685714285714285)","(26.0, 50.0, 48.44444444444444)","(14.0, 34.0, 33.55555555555556)","(31.0, 46.0, 44.857142857142854)"
11-01-2023 19:06:27.041650,"(6.5, 8.6, 8.208695652173914)","(6.0, 7.6, 7.482352941176471)","(2.2, 2.54, 2.5344444444444445)","(4.8, 5.7, 5.55)","(6.5, 10.0, 9.685714285714285)","(26.0, 50.0, 47.63636363636364)","(14.0, 34.0, 33.55555555555556)","(31.0, 46.0, 44.857142857142854)"
11-01-2023 19:06:28.349468,"(6.5, 8.6, 8.208695652173914)","(6.0, 7.6, 7.482352941176471)","(2.2, 2.54, 2.5331034482758623)","(4.8, 5.7, 5.514285714285714)","(6.5, 10.0, 9.7)","(26.0, 48.0, 48.5)","(14.0, 34.0, 33.76470588235294)","(31.0, 46.0, 44.857142857142854)"
11-01-2023 19:06:29.637308,"(6.5, 8.6, 8.208695652173914)","(6.0, 7.6, 7.482352941176471)","(2.2, 2.54, 2.526666666666667)","(4.8, 5.7, 5.507407407407407)","(6.5, 10.0, 9.7)","(26.0, 50.0, 48.285714285714285)","(14.0, 34.0, 33.75757575757576)","(31.0, 46.0, 44.857142857142854)"
11-01-2023 19:06:31.128032,"(6.5, 8.6, 8.228571428571428)","(6.0, 7.6, 7.482352941176471)","(2.2, 2.54, 2.5236363636363635)","(4.8, 5.7, 5.506451612903226)","(6.5, 10.0, 9.7)","(26.0, 50.0, 47.12)","(14.0, 34.0, 34.76923076923077)","(31.0, 46.0, 44.857142857142854)"
11-01-2023 19:06:33.125043,"(6.5, 8.6, 8.208695652173914)","(6.0, 7.6, 7.428571428571429)","(2.2, 2.56, 2.5236363636363635)","(4.8, 5.7, 5.533333333333333)","(6.5, 10.0, 9.7)","(26.0, 50.0, 46.75)","(14.0, 36.0, 34.68292682926829)","(31.0, 46.0, 45.07692307692308)"
11-01-2023 19:06:34.437080,"(6.5, 8.6, 8.208695652173914)","(6.0, 7.6, 7.482352941176471)","(2.2, 2.56, 2.5309090909090908)","(4.8, 5.6, 5.453658536585366)","(6.5, 10.0, 9.7)","(26.0, 48.0, 46.22222222222222)","(14.0, 36.0, 34.608695652173914)","(31.0, 46.0, 44.857142857142854)"
11-01-2023 19:06:35.728267,"(6.5, 8.6, 8.31111111111111)","(6.0, 7.6, 7.482352941176471)","(2.2, 2.56, 2.5490909090909093)","(4.6, 5.6, 5.40952380952381)","(6.5, 10.0, 9.63076923076923)","(26.0, 48.0, 46.666666666666664)","(14.0, 36.0, 35.1578947368421)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:36.970158,"(6.5, 8.6, 8.42)","(6.0, 7.6, 7.509090909090909)","(2.2, 2.56, 2.552)","(4.6, 5.6, 5.40952380952381)","(6.5, 10.0, 9.63076923076923)","(26.0, 48.0, 46.666666666666664)","(14.0, 36.0, 35.1578947368421)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:38.300131,"(6.5, 8.6, 8.42)","(6.0, 7.6, 7.509090909090909)","(2.2, 2.56, 2.552)","(4.6, 5.6, 5.40952380952381)","(6.5, 10.0, 9.63076923076923)","(26.0, 48.0, 46.666666666666664)","(14.0, 36.0, 35.1578947368421)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:39.649753,"(6.5, 8.6, 8.42)","(6.0, 7.6, 7.509090909090909)","(2.2, 2.56, 2.546666666666667)","(4.6, 5.6, 5.40952380952381)","(6.5, 10.0, 9.63076923076923)","(26.0, 48.0, 46.666666666666664)","(15.0, 36.0, 35.1578947368421)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:41.011402,"(6.5, 8.6, 8.42)","(6.0, 7.6, 7.509090909090909)","(2.2, 2.56, 2.546315789473684)","(4.6, 5.6, 5.40952380952381)","(6.5, 10.0, 9.63076923076923)","(26.0, 48.0, 46.666666666666664)","(15.0, 36.0, 34.22222222222222)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:42.336227,"(6.5, 8.6, 8.42)","(6.0, 7.6, 7.461538461538462)","(2.2, 2.56, 2.546315789473684)","(4.6, 5.6, 5.40952380952381)","(6.5, 10.0, 9.63076923076923)","(26.0, 48.0, 46.666666666666664)","(15.0, 36.0, 36.08695652173913)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:43.670041,"(6.5, 8.6, 8.42)","(6.0, 7.6, 7.461538461538462)","(2.2, 2.56, 2.545)","(4.6, 5.6, 5.40952380952381)","(6.5, 10.0, 9.63076923076923)","(26.0, 48.0, 46.666666666666664)","(15.0, 38.0, 35.92)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:45.001338,"(6.5, 8.6, 8.42)","(6.0, 7.6, 7.461538461538462)","(2.2, 2.56, 2.546315789473684)","(4.6, 5.6, 5.4297872340425535)","(6.5, 10.0, 9.63076923076923)","(26.0, 48.0, 46.666666666666664)","(15.0, 38.0, 36.256410256410255)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:46.349554,"(6.5, 8.6, 8.525)","(6.0, 7.6, 7.461538461538462)","(2.2, 2.56, 2.545)","(4.6, 5.6, 5.403030303030303)","(6.5, 10.0, 9.63076923076923)","(26.0, 48.0, 46.666666666666664)","(15.0, 38.0, 36.666666666666664)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:47.627162,"(6.5, 8.6, 8.45)","(6.0, 7.6, 7.5777777777777775)","(2.2, 2.56, 2.545)","(4.6, 5.5, 5.403030303030303)","(6.5, 10.0, 9.63076923076923)","(26.0, 48.0, 46.666666666666664)","(15.0, 38.0, 36.61224489795919)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:48.931284,"(6.5, 8.6, 8.45)","(6.0, 7.6, 7.523809523809524)","(2.2, 2.56, 2.545)","(4.6, 5.5, 5.405882352941177)","(6.5, 10.0, 9.666666666666666)","(26.0, 48.0, 46.666666666666664)","(15.0, 38.0, 35.88235294117647)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:50.240285,"(6.5, 8.6, 8.422222222222222)","(6.0, 7.6, 7.4719999999999995)","(2.2, 2.56, 2.546315789473684)","(4.6, 5.5, 5.405882352941177)","(6.5, 10.0, 9.647368421052631)","(26.0, 48.0, 46.666666666666664)","(15.0, 36.0, 35.88235294117647)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:51.495394,"(6.5, 8.6, 8.422222222222222)","(6.0, 7.6, 7.4719999999999995)","(2.2, 2.56, 2.542)","(4.6, 5.5, 5.394736842105263)","(6.5, 10.5, 9.87)","(26.0, 48.0, 46.666666666666664)","(15.0, 36.0, 35.88235294117647)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:52.686432,"(6.5, 8.6, 8.422222222222222)","(6.0, 7.6, 7.4719999999999995)","(2.2, 2.56, 2.5557142857142856)","(4.6, 5.5, 5.323076923076924)","(6.5, 10.5, 9.72162162162162)","(26.0, 48.0, 46.666666666666664)","(15.0, 36.0, 35.88235294117647)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:53.973034,"(6.5, 8.6, 8.422222222222222)","(6.0, 7.6, 7.454545454545454)","(2.2, 2.56, 2.5791304347826087)","(4.6, 5.4, 5.216666666666667)","(6.5, 10.5, 9.766666666666667)","(26.0, 48.0, 46.666666666666664)","(15.0, 36.0, 35.88235294117647)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:55.225156,"(6.5, 8.6, 8.391304347826086)","(6.0, 7.6, 7.454545454545454)","(2.2, 2.6, 2.576923076923077)","(4.6, 5.3, 5.325)","(6.5, 10.5, 9.955555555555556)","(26.0, 48.0, 46.666666666666664)","(15.0, 36.0, 35.88235294117647)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:56.421485,"(6.5, 8.6, 8.407407407407407)","(6.0, 7.6, 7.4719999999999995)","(2.2, 2.58, 2.576)","(4.6, 5.4, 5.333333333333333)","(6.5, 10.0, 9.955555555555556)","(26.0, 48.0, 46.666666666666664)","(15.0, 36.0, 35.88235294117647)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:57.598556,"(6.5, 8.6, 8.407407407407407)","(6.0, 7.6, 7.523809523809524)","(2.2, 2.58, 2.584761904761905)","(4.6, 5.4, 5.285714285714286)","(6.5, 10.0, 9.955555555555556)","(26.0, 48.0, 46.666666666666664)","(15.0, 36.0, 37.84615384615385)","(31.0, 46.0, 45.0)"
11-01-2023 19:06:58.881873,"(6.5, 8.6, 8.407407407407407)","(6.0, 7.6, 7.523809523809524)","(2.2, 2.6, 2.584761904761905)","(4.6, 5.4, 5.285714285714286)","(6.5, 10.0, 9.955555555555556)","(26.0, 48.0, 46.666666666666664)","(15.0, 40.0, 39.1578947368421)","(31.0, 46.0, 45.0)"
11-01-2023 19:07:00.143429,"(6.5, 8.6, 8.407407407407407)","(6.0, 7.6, 7.483333333333333)","(2.2, 2.6, 2.5526315789473686)","(4.6, 5.4, 5.316666666666666)","(6.5, 10.0, 9.8025)","(26.0, 48.0, 46.666666666666664)","(15.0, 40.0, 40.95652173913044)","(31.0, 46.0, 45.0)"
11-01-2023 19:07:01.414055,"(6.5, 8.6, 8.407407407407407)","(6.0, 7.6, 7.446153846153846)","(2.2, 2.56, 2.553939393939394)","(4.6, 5.4, 5.375)","(6.5, 10.5, 9.824137931034484)","(26.0, 48.0, 46.666666666666664)","(15.0, 42.0, 40.7027027027027)","(31.0, 46.0, 45.0)"
11-01-2023 19:07:02.777715,"(6.5, 8.6, 8.407407407407407)","(6.0, 7.6, 7.446153846153846)","(2.2, 2.56, 2.5575)","(4.6, 5.4, 5.342105263157895)","(6.5, 10.5, 9.824137931034484)","(26.0, 48.0, 46.72727272727273)","(15.0, 42.0, 40.73684210526316)","(31.0, 46.0, 45.0)"
11-01-2023 19:07:04.135853,"(6.5, 8.6, 8.407407407407407)","(6.0, 7.6, 7.446153846153846)","(2.2, 2.56, 2.5544444444444445)","(4.6, 5.5, 5.342105263157895)","(6.5, 10.5, 9.824137931034484)","(26.0, 48.0, 46.72727272727273)","(15.0, 42.0, 38.44444444444444)","(31.0, 46.0, 45.0)"
11-01-2023 19:07:05.550948,"(6.5, 8.6, 8.407407407407407)","(6.0, 7.6, 7.406451612903226)","(2.2, 2.56, 2.5544444444444445)","(4.6, 5.5, 5.342105263157895)","(6.5, 10.5, 9.797560975609755)","(26.0, 48.0, 46.72727272727273)","(15.0, 42.0, 40.81481481481482)","(31.0, 46.0, 45.03030303030303)"
11-01-2023 19:07:06.918226,"(6.5, 8.6, 8.380645161290323)","(6.0, 7.6, 7.377777777777777)","(2.2, 2.56, 2.566)","(4.6, 5.5, 5.334782608695652)","(6.5, 10.5, 9.821212121212122)","(26.0, 48.0, 46.72727272727273)","(15.0, 42.0, 40.81481481481482)","(31.0, 46.0, 44.4)"
11-01-2023 19:07:08.461589,"(6.5, 8.6, 8.380645161290323)","(6.0, 7.6, 7.377777777777777)","(2.2, 2.58, 2.566)","(4.6, 5.5, 5.323529411764706)","(6.5, 10.5, 9.821212121212122)","(26.0, 48.0, 46.72727272727273)","(15.0, 42.0, 41.22222222222222)","(31.0, 46.0, 44.89655172413793)"
11-01-2023 19:07:09.991133,"(6.5, 8.6, 8.380645161290323)","(6.0, 7.6, 7.413333333333333)","(2.2, 2.58, 2.566)","(4.6, 5.5, 5.290322580645162)","(6.5, 10.5, 9.821212121212122)","(26.0, 48.0, 46.72727272727273)","(15.0, 42.0, 41.13513513513514)","(31.0, 46.0, 44.96774193548387)"
11-01-2023 19:07:11.356161,"(6.5, 8.6, 8.380645161290323)","(6.0, 7.6, 7.388235294117647)","(2.2, 2.58, 2.566)","(4.6, 5.4, 5.251851851851852)","(6.5, 10.5, 9.797560975609755)","(26.0, 48.0, 46.72727272727273)","(15.0, 42.0, 41.13513513513514)","(31.0, 46.0, 49.214285714285715)"
11-01-2023 19:07:12.626129,"(6.5, 8.6, 8.380645161290323)","(6.0, 7.6, 7.388235294117647)","(2.15, 2.58, 2.5742857142857143)","(4.6, 5.4, 5.251851851851852)","(7.0, 10.5, 9.797560975609755)","(26.0, 48.0, 46.72727272727273)","(17.0, 42.0, 41.13513513513514)","(31.0, 55.0, 49.375)"
11-01-2023 19:07:13.867026,"(6.5, 8.6, 8.380645161290323)","(6.0, 7.6, 7.388235294117647)","(2.15, 2.6, 2.5742857142857143)","(4.6, 5.4, 5.258333333333333)","(7.0, 10.5, 9.797560975609755)","(26.0, 48.0, 46.72727272727273)","(17.0, 42.0, 41.13513513513514)","(31.0, 55.0, 49.375)"
11-01-2023 19:07:15.188359,"(6.5, 8.6, 8.380645161290323)","(6.0, 7.6, 7.413333333333333)","(2.15, 2.6, 2.5756521739130434)","(4.6, 5.3, 5.205555555555556)","(7.0, 10.5, 9.797560975609755)","(26.0, 48.0, 46.72727272727273)","(17.0, 42.0, 41.13513513513514)","(31.0, 55.0, 50.5)"
11-01-2023 19:07:16.497905,"(6.5, 8.6, 8.380645161290323)","(6.0, 7.6, 7.413333333333333)","(2.15, 2.6, 2.583030303030303)","(4.6, 5.3, 5.205555555555556)","(7.0, 10.5, 9.797560975609755)","(26.0, 48.0, 46.72727272727273)","(17.0, 42.0, 41.13513513513514)","(31.0, 55.0, 50.5)"
11-01-2023 19:07:17.690589,"(6.5, 8.6, 8.380645161290323)","(6.0, 7.6, 7.4363636363636365)","(2.15, 2.6, 2.562666666666667)","(4.6, 5.3, 5.205555555555556)","(7.0, 10.5, 9.797560975609755)","(26.0, 48.0, 46.25)","(17.0, 42.0, 41.13513513513514)","(31.0, 55.0, 50.90909090909091)"
11-01-2023 19:07:18.882928,"(6.5, 8.6, 8.380645161290323)","(6.0, 7.6, 7.515151515151515)","(2.15, 2.6, 2.5754545454545457)","(4.6, 5.3, 5.19375)","(7.0, 10.5, 9.797560975609755)","(26.0, 48.0, 46.25)","(17.0, 42.0, 41.13513513513514)","(31.0, 55.0, 50.90909090909091)"
11-01-2023 19:07:20.110804,"(6.5, 8.6, 8.380645161290323)","(6.0, 7.6, 7.581818181818182)","(2.15, 2.6, 2.5715151515151518)","(4.6, 5.3, 5.19375)","(7.0, 10.5, 9.831428571428571)","(26.0, 48.0, 45.8)","(17.0, 42.0, 41.13513513513514)","(31.0, 55.0, 50.90909090909091)"
