,Aikhal,Keyless Go,Tango And Cash,White Hart Express,Cape Wrath,Kentucky Nick,Prickley Prince,Splendid Chap,Princess Alakhai,Sassolino,Missedthedeel,Poetic Whisper
08-12-2022 13:17:47.185470,"(6.5, 7.0, 6.8307692307692305)","(21.0, 50.0, 49.666666666666664)","(4.2, 4.7, 4.654940711462451)","(31.0, 110.0, 60.0)","(101.0, 390.0, 365.0)","(4.0, 6.6, 6.24)","(41.0, 70.0, 54.0)","(3.6, 4.0, 3.966666666666667)","(101.0, 380.0, 295.0)","(5.5, 8.2, 7.553846153846154)","(101.0, 150.0, 140.9090909090909)","(14.0, 24.0, 22.545454545454547)"
08-12-2022 13:17:48.762904,"(6.5, 7.0, 6.8307692307692305)","(21.0, 50.0, 49.666666666666664)","(4.2, 4.7, 4.654940711462451)","(31.0, 110.0, 60.0)","(101.0, 390.0, 365.0)","(4.0, 6.6, 6.24)","(41.0, 70.0, 54.0)","(3.6, 4.0, 3.966666666666667)","(101.0, 380.0, 295.0)","(5.5, 8.2, 7.553846153846154)","(101.0, 150.0, 140.9090909090909)","(14.0, 24.0, 22.545454545454547)"
08-12-2022 13:17:50.314793,"(6.5, 7.0, 6.8307692307692305)","(21.0, 50.0, 49.666666666666664)","(4.2, 4.7, 4.575757575757575)","(31.0, 110.0, 60.0)","(101.0, 390.0, 365.0)","(4.0, 6.6, 6.24)","(41.0, 70.0, 62.57142857142857)","(3.6, 4.0, 3.966666666666667)","(101.0, 380.0, 295.0)","(5.5, 8.2, 7.553846153846154)","(101.0, 150.0, 140.9090909090909)","(14.0, 24.0, 22.545454545454547)"
08-12-2022 13:17:51.868930,"(6.5, 7.0, 6.827586206896552)","(21.0, 50.0, 49.666666666666664)","(4.2, 4.6, 4.592165898617512)","(31.0, 110.0, 60.0)","(101.0, 390.0, 330.0)","(4.0, 6.6, 6.24)","(41.0, 65.0, 63.3)","(3.6, 4.0, 4.04074074074074)","(101.0, 380.0, 295.0)","(5.5, 8.2, 7.85)","(101.0, 150.0, 140.9090909090909)","(14.0, 24.0, 22.545454545454547)"
08-12-2022 13:17:53.367289,"(6.5, 7.0, 6.827586206896552)","(21.0, 50.0, 49.666666666666664)","(4.2, 4.6, 4.592165898617512)","(31.0, 110.0, 58.333333333333336)","(101.0, 390.0, 365.0)","(4.0, 6.6, 6.24)","(41.0, 65.0, 60.0)","(3.6, 4.3, 4.039285714285715)","(101.0, 380.0, 295.0)","(5.5, 8.0, 7.5200000000000005)","(101.0, 150.0, 140.9090909090909)","(14.0, 24.0, 22.545454545454547)"
08-12-2022 13:17:54.917130,"(6.5, 7.0, 6.8354838709677415)","(21.0, 50.0, 48.0)","(4.2, 4.6, 4.591324200913242)","(31.0, 100.0, 58.333333333333336)","(101.0, 390.0, 365.0)","(4.0, 6.6, 6.266666666666667)","(41.0, 65.0, 60.0)","(3.6, 4.3, 4.04235294117647)","(101.0, 380.0, 351.66666666666663)","(5.5, 8.0, 7.68)","(101.0, 150.0, 140.9090909090909)","(14.0, 24.0, 22.545454545454547)"
08-12-2022 13:17:56.435238,"(6.5, 7.0, 6.8354838709677415)","(21.0, 50.0, 48.0)","(4.2, 4.6, 4.591324200913242)","(31.0, 100.0, 58.333333333333336)","(101.0, 390.0, 365.0)","(4.0, 6.6, 6.266666666666667)","(41.0, 65.0, 60.0)","(3.6, 4.3, 4.163636363636363)","(101.0, 380.0, 346.0)","(5.5, 8.0, 7.644444444444444)","(101.0, 150.0, 140.9090909090909)","(14.0, 24.0, 22.545454545454547)"
08-12-2022 13:17:57.955934,"(6.5, 7.0, 6.8354838709677415)","(21.0, 50.0, 48.0)","(4.2, 4.6, 4.591324200913242)","(31.0, 100.0, 58.333333333333336)","(101.0, 390.0, 365.0)","(4.0, 6.6, 6.266666666666667)","(41.0, 65.0, 59.333333333333336)","(3.6, 4.3, 4.163636363636363)","(101.0, 380.0, 346.0)","(5.5, 8.0, 7.644444444444444)","(101.0, 150.0, 140.9090909090909)","(14.0, 24.0, 22.545454545454547)"
08-12-2022 13:17:59.546337,"(6.5, 7.0, 6.8354838709677415)","(21.0, 50.0, 48.0)","(4.2, 4.6, 4.591324200913242)","(31.0, 100.0, 58.333333333333336)","(101.0, 390.0, 365.0)","(4.0, 6.6, 6.266666666666667)","(41.0, 65.0, 62.57142857142857)","(3.6, 4.3, 4.163636363636363)","(101.0, 380.0, 300.0)","(5.5, 8.0, 7.644444444444444)","(101.0, 150.0, 140.9090909090909)","(14.0, 24.0, 20.285714285714285)"
08-12-2022 13:18:01.139869,"(6.5, 7.4, 7.300000000000001)","(21.0, 50.0, 48.0)","(4.2, 4.6, 4.591324200913242)","(31.0, 95.0, 55.714285714285715)","(101.0, 390.0, 365.0)","(4.0, 6.6, 6.266666666666667)","(41.0, 65.0, 62.57142857142857)","(3.6, 4.3, 4.156521739130435)","(101.0, 380.0, 346.0)","(5.5, 8.0, 7.644444444444444)","(101.0, 150.0, 140.9090909090909)","(14.0, 22.0, 20.22222222222222)"
08-12-2022 13:18:02.747655,"(6.5, 7.4, 7.318181818181818)","(21.0, 50.0, 49.42857142857143)","(4.2, 4.6, 4.591324200913242)","(31.0, 90.0, 70.0)","(101.0, 390.0, 365.0)","(4.0, 6.6, 6.266666666666667)","(41.0, 65.0, 62.57142857142857)","(3.6, 4.3, 4.156521739130435)","(101.0, 380.0, 346.0)","(5.5, 8.0, 7.644444444444444)","(101.0, 150.0, 140.9090909090909)","(14.0, 22.0, 20.22222222222222)"
08-12-2022 13:18:04.276464,"(6.5, 7.4, 7.318181818181818)","(21.0, 50.0, 49.5)","(4.2, 4.6, 4.591324200913242)","(31.0, 90.0, 66.66666666666667)","(101.0, 390.0, 365.0)","(4.0, 6.6, 6.266666666666667)","(41.0, 65.0, 60.0)","(3.6, 4.3, 4.156521739130435)","(101.0, 380.0, 346.0)","(5.5, 8.0, 7.644444444444444)","(101.0, 150.0, 141.66666666666669)","(14.0, 22.0, 20.22222222222222)"
08-12-2022 13:18:05.751569,"(6.5, 7.4, 7.318181818181818)","(21.0, 50.0, 49.5)","(4.2, 4.6, 4.591324200913242)","(31.0, 90.0, 65.5)","(101.0, 390.0, 375.0)","(4.0, 6.6, 6.266666666666667)","(41.0, 65.0, 60.0)","(3.6, 4.3, 4.057894736842106)","(101.0, 380.0, 346.0)","(5.5, 8.0, 7.626666666666666)","(101.0, 150.0, 141.66666666666669)","(14.0, 22.0, 20.22222222222222)"
08-12-2022 13:18:07.226691,"(6.5, 7.4, 7.318181818181818)","(21.0, 50.0, 49.5)","(4.2, 4.6, 4.591324200913242)","(31.0, 90.0, 65.5)","(101.0, 390.0, 350.0)","(4.0, 6.6, 6.266666666666667)","(41.0, 65.0, 60.0)","(3.6, 4.2, 4.052380952380952)","(101.0, 380.0, 300.0)","(5.5, 8.0, 7.626666666666666)","(101.0, 150.0, 141.66666666666669)","(14.0, 22.0, 20.22222222222222)"
08-12-2022 13:18:08.719788,"(6.5, 7.4, 7.228571428571429)","(21.0, 90.0, 67.5)","(4.2, 4.6, 4.584033613445378)","(31.0, 90.0, 80.0)","(101.0, 390.0, 370.0)","(4.0, 6.6, 6.266666666666667)","(41.0, 65.0, 60.0)","(3.6, 4.2, 4.052380952380952)","(101.0, 380.0, 346.0)","(5.5, 8.0, 7.626666666666666)","(101.0, 150.0, 141.66666666666669)","(14.0, 22.0, 20.22222222222222)"
08-12-2022 13:18:10.262367,"(6.5, 7.4, 7.228571428571429)","(21.0, 85.0, 67.5)","(4.2, 4.6, 4.584033613445378)","(31.0, 85.0, 73.75)","(101.0, 390.0, 387.1428571428571)","(4.0, 6.6, 6.266666666666667)","(41.0, 65.0, 62.285714285714285)","(3.6, 4.2, 3.9290697674418604)","(101.0, 380.0, 346.0)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 141.66666666666669)","(14.0, 22.0, 20.22222222222222)"
08-12-2022 13:18:11.832507,"(6.5, 7.4, 7.228571428571429)","(21.0, 85.0, 65.5)","(4.2, 4.6, 4.405069124423964)","(31.0, 85.0, 70.0)","(101.0, 400.0, 392.72727272727275)","(4.0, 6.6, 6.410526315789474)","(41.0, 65.0, 52.705882352941174)","(3.6, 3.95, 3.9290697674418604)","(101.0, 380.0, 300.0)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 143.33333333333334)","(14.0, 22.0, 20.22222222222222)"
08-12-2022 13:18:13.277270,"(6.5, 7.4, 7.228571428571429)","(21.0, 85.0, 72.0)","(4.2, 4.5, 4.401442307692308)","(31.0, 80.0, 65.0)","(101.0, 400.0, 394.2857142857143)","(4.0, 6.6, 6.514285714285714)","(41.0, 65.0, 53.125)","(3.6, 3.95, 4.151315789473684)","(101.0, 380.0, 300.0)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 144.66666666666666)","(14.0, 22.0, 20.22222222222222)"
08-12-2022 13:18:14.756041,"(6.5, 7.4, 7.228571428571429)","(21.0, 85.0, 72.0)","(4.2, 4.5, 4.401442307692308)","(31.0, 80.0, 54.285714285714285)","(101.0, 400.0, 376.6666666666667)","(4.0, 6.6, 6.369230769230769)","(41.0, 65.0, 60.0)","(3.6, 4.2, 4.163265306122449)","(101.0, 380.0, 346.0)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.22222222222222)"
08-12-2022 13:18:16.294646,"(6.5, 7.4, 7.228571428571429)","(21.0, 85.0, 72.0)","(4.2, 4.5, 4.3028571428571425)","(31.0, 80.0, 72.91666666666667)","(101.0, 400.0, 383.3333333333333)","(4.0, 6.6, 6.4799999999999995)","(41.0, 65.0, 63.333333333333336)","(3.6, 4.2, 4.163265306122449)","(101.0, 380.0, 346.0)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.46153846153846)"
08-12-2022 13:18:18.247046,"(6.5, 7.4, 7.333333333333334)","(21.0, 85.0, 72.0)","(4.2, 4.4, 4.3028571428571425)","(31.0, 75.0, 72.91666666666667)","(101.0, 400.0, 383.3333333333333)","(4.0, 6.6, 6.514285714285714)","(41.0, 65.0, 63.333333333333336)","(3.6, 4.2, 4.163265306122449)","(101.0, 380.0, 300.0)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.26086956521739)"
08-12-2022 13:18:20.022608,"(6.5, 7.4, 7.333333333333334)","(21.0, 85.0, 71.5)","(4.2, 4.4, 4.3028571428571425)","(31.0, 75.0, 55.0)","(101.0, 400.0, 383.3333333333333)","(4.0, 6.6, 6.514285714285714)","(41.0, 65.0, 58.40909090909091)","(3.6, 4.2, 4.163265306122449)","(101.0, 380.0, 300.0)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.22222222222222)"
08-12-2022 13:18:21.865078,"(6.5, 7.4, 7.333333333333334)","(21.0, 80.0, 67.75)","(4.2, 4.4, 4.2877777777777775)","(31.0, 65.0, 52.5)","(101.0, 400.0, 378.0)","(4.0, 6.6, 6.52)","(41.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.163265306122449)","(101.0, 380.0, 300.0)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.285714285714285)"
08-12-2022 13:18:23.531709,"(6.5, 7.4, 7.333333333333334)","(21.0, 75.0, 67.75)","(4.2, 4.3, 4.288297872340426)","(31.0, 65.0, 52.5)","(101.0, 400.0, 350.0)","(4.0, 6.6, 6.52)","(41.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.1635135135135135)","(101.0, 380.0, 300.0)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.285714285714285)"
08-12-2022 13:18:25.265785,"(6.5, 7.4, 7.376470588235295)","(21.0, 75.0, 67.75)","(4.2, 4.3, 4.288297872340426)","(31.0, 65.0, 51.666666666666664)","(101.0, 400.0, 350.0)","(4.0, 6.6, 6.507692307692308)","(41.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.1635135135135135)","(101.0, 380.0, 300.0)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.285714285714285)"
08-12-2022 13:18:26.893356,"(6.5, 7.4, 7.386440677966102)","(21.0, 70.0, 58.90909090909091)","(4.2, 4.3, 4.284722222222222)","(31.0, 60.0, 51.666666666666664)","(101.0, 400.0, 350.0)","(4.0, 6.6, 6.369230769230769)","(41.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.1644736842105265)","(101.0, 380.0, 300.0)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.285714285714285)"
08-12-2022 13:18:28.523069,"(6.5, 7.4, 7.476923076923077)","(21.0, 60.0, 52.5)","(4.2, 4.3, 4.245)","(31.0, 60.0, 58.5)","(101.0, 400.0, 391.6666666666667)","(4.0, 6.6, 6.369230769230769)","(41.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.1635135135135135)","(101.0, 380.0, 295.0)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.285714285714285)"
08-12-2022 13:18:30.016924,"(6.5, 7.6, 7.476923076923077)","(21.0, 55.0, 52.5)","(4.2, 4.3, 4.245)","(31.0, 75.0, 51.333333333333336)","(101.0, 400.0, 377.5)","(4.0, 6.6, 6.369230769230769)","(41.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.174647887323943)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.285714285714285)"
08-12-2022 13:18:31.488138,"(6.5, 7.6, 7.5058823529411764)","(21.0, 55.0, 55.0)","(4.2, 4.3, 4.245)","(31.0, 70.0, 46.0)","(101.0, 400.0, 360.0)","(4.0, 6.6, 6.225)","(41.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.174647887323943)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.285714285714285)"
08-12-2022 13:18:33.268345,"(6.5, 7.8, 7.658823529411764)","(21.0, 60.0, 53.57142857142857)","(4.2, 4.3, 4.23125)","(31.0, 70.0, 57.0)","(101.0, 400.0, 392.72727272727275)","(4.0, 6.6, 6.225)","(41.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.174647887323943)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.75)"
08-12-2022 13:18:35.024395,"(6.5, 7.8, 7.658823529411764)","(21.0, 55.0, 53.57142857142857)","(4.2, 4.3, 4.23125)","(31.0, 70.0, 57.0)","(101.0, 400.0, 376.6666666666667)","(4.0, 6.6, 6.225)","(41.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.174647887323943)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.88888888888889)"
08-12-2022 13:18:36.852796,"(6.5, 7.8, 7.36)","(21.0, 55.0, 44.666666666666664)","(4.2, 4.3, 4.23125)","(31.0, 70.0, 58.0)","(101.0, 400.0, 382.5)","(4.0, 6.6, 6.225)","(41.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.170731707317073)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.633333333333333)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.285714285714285)"
08-12-2022 13:18:38.574850,"(6.5, 8.0, 7.352941176470589)","(21.0, 50.0, 46.0)","(4.2, 4.3, 4.235714285714286)","(31.0, 65.0, 48.0)","(101.0, 400.0, 394.54545454545456)","(4.0, 6.6, 6.505405405405405)","(41.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.1735537190082646)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.68)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.285714285714285)"
08-12-2022 13:18:40.196499,"(6.5, 8.0, 7.352941176470589)","(21.0, 50.0, 46.0)","(4.2, 4.3, 4.2043478260869565)","(31.0, 60.0, 44.57142857142857)","(101.0, 400.0, 383.3333333333333)","(4.0, 6.6, 6.484615384615385)","(41.0, 70.0, 60.19230769230769)","(3.6, 4.2, 4.1735537190082646)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.68)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.666666666666668)"
08-12-2022 13:18:41.795714,"(6.5, 8.0, 7.352941176470589)","(21.0, 50.0, 46.333333333333336)","(4.2, 4.3, 4.126315789473684)","(31.0, 60.0, 52.0)","(101.0, 400.0, 383.3333333333333)","(4.0, 6.6, 6.488888888888889)","(41.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.1735537190082646)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.68)","(101.0, 150.0, 134.0)","(14.0, 22.0, 20.666666666666668)"
08-12-2022 13:18:43.426011,"(6.5, 7.8, 7.610526315789474)","(21.0, 55.0, 46.333333333333336)","(3.9, 4.3, 4.126315789473684)","(31.0, 60.0, 52.0)","(101.0, 400.0, 396.3636363636364)","(4.0, 6.6, 6.488888888888889)","(51.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.1735537190082646)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.68)","(101.0, 150.0, 134.0)","(15.0, 22.0, 20.666666666666668)"
08-12-2022 13:18:45.032079,"(6.5, 7.8, 7.65)","(21.0, 55.0, 53.375)","(3.9, 4.3, 4.126315789473684)","(31.0, 60.0, 53.14285714285714)","(101.0, 400.0, 396.3636363636364)","(4.0, 6.6, 6.503225806451613)","(51.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.167010309278351)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.68)","(101.0, 150.0, 134.0)","(15.0, 22.0, 20.5)"
08-12-2022 13:18:47.025826,"(6.5, 7.8, 7.498360655737705)","(21.0, 50.0, 47.0)","(3.9, 4.3, 4.126315789473684)","(31.0, 60.0, 46.5)","(101.0, 400.0, 360.0)","(4.0, 6.6, 6.3)","(51.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.1686274509803924)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.644444444444444)","(101.0, 150.0, 134.0)","(15.0, 22.0, 20.5)"
08-12-2022 13:18:48.696228,"(6.5, 8.0, 7.498360655737705)","(21.0, 50.0, 52.0)","(3.9, 4.3, 4.126315789473684)","(31.0, 60.0, 54.666666666666664)","(101.0, 400.0, 397.5)","(4.0, 6.6, 6.3)","(51.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.148387096774194)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.709090909090909)","(101.0, 150.0, 134.0)","(15.0, 22.0, 20.5)"
08-12-2022 13:18:50.456182,"(6.5, 8.0, 7.498360655737705)","(21.0, 60.0, 54.75)","(3.9, 4.3, 4.126315789473684)","(31.0, 60.0, 54.666666666666664)","(101.0, 400.0, 390.0)","(4.0, 6.6, 6.3)","(51.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.117948717948718)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.709090909090909)","(101.0, 150.0, 134.0)","(15.0, 22.0, 20.88888888888889)"
08-12-2022 13:18:52.159944,"(6.5, 8.0, 7.52923076923077)","(21.0, 60.0, 54.75)","(3.9, 4.3, 4.126315789473684)","(31.0, 60.0, 54.666666666666664)","(101.0, 400.0, 390.0)","(4.0, 6.6, 6.3)","(51.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.060869565217391)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.709090909090909)","(101.0, 150.0, 134.0)","(15.0, 22.0, 20.88888888888889)"
08-12-2022 13:18:53.916864,"(6.5, 8.0, 7.52923076923077)","(21.0, 60.0, 44.57142857142857)","(3.9, 4.3, 4.126315789473684)","(31.0, 60.0, 55.333333333333336)","(101.0, 400.0, 365.0)","(4.0, 6.6, 6.2)","(51.0, 70.0, 58.40909090909091)","(3.6, 4.2, 4.031578947368421)","(101.0, 380.0, 316.6666666666667)","(5.5, 8.0, 7.709090909090909)","(101.0, 150.0, 134.0)","(15.0, 22.0, 20.285714285714285)"
