,Deluxe Legend,Exlover,Tupelawara,Regal Conqueror,Warrioress,Crazy Eyed Fred,Super Art,Good Girl
08-01-2023 12:54:45.573732,"(7.5, 10.5, 9.645)","(31.0, 48.0, 45.0)","(6.5, 8.6, 8.15)","(13.0, 16.0, 15.75)","(1.65, 1.91, 1.9009999999999998)","(91.0, 190.0, 158.0)","(31.0, 55.0, 52.916666666666664)","(5.5, 7.2, 7.024615384615385)"
08-01-2023 12:54:46.780972,"(7.5, 10.5, 9.645)","(31.0, 48.0, 45.0)","(7.0, 8.6, 8.15)","(13.0, 16.0, 15.75)","(1.7, 1.91, 1.9009090909090909)","(91.0, 190.0, 150.0)","(31.0, 55.0, 52.916666666666664)","(6.0, 7.2, 7.024615384615385)"
08-01-2023 12:54:47.923984,"(7.5, 10.5, 9.645)","(31.0, 48.0, 45.0)","(7.0, 8.6, 8.242553191489362)","(13.0, 16.0, 15.75)","(1.7, 1.91, 1.9009999999999998)","(91.0, 190.0, 150.0)","(31.0, 55.0, 54.23076923076923)","(6.0, 7.2, 7.01)"
08-01-2023 12:54:49.061600,"(7.5, 10.5, 9.645)","(31.0, 48.0, 45.0)","(7.0, 8.6, 8.18)","(13.0, 16.0, 15.75)","(1.7, 1.91, 1.9009999999999998)","(91.0, 190.0, 150.0)","(31.0, 55.0, 54.285714285714285)","(6.0, 7.2, 7.01)"
08-01-2023 12:54:50.182394,"(7.5, 10.5, 9.645)","(31.0, 48.0, 45.0)","(7.0, 8.6, 8.18)","(13.0, 16.0, 15.6)","(1.7, 1.91, 1.9009999999999998)","(91.0, 190.0, 150.0)","(31.0, 55.0, 54.285714285714285)","(6.0, 7.2, 7.01)"
08-01-2023 12:54:51.386580,"(7.5, 10.5, 9.645)","(31.0, 48.0, 45.0)","(7.0, 8.6, 8.18)","(13.0, 16.0, 15.6)","(1.7, 1.91, 1.9009999999999998)","(91.0, 190.0, 150.0)","(31.0, 55.0, 54.285714285714285)","(6.0, 7.2, 7.01)"
08-01-2023 12:54:52.497450,"(7.5, 10.5, 9.645)","(31.0, 48.0, 45.0)","(7.0, 8.6, 8.18)","(13.0, 16.0, 15.6)","(1.7, 1.91, 1.9009999999999998)","(91.0, 190.0, 146.0)","(31.0, 55.0, 54.285714285714285)","(6.0, 7.2, 6.859701492537313)"
08-01-2023 12:54:53.642261,"(7.5, 10.5, 9.645)","(31.0, 48.0, 45.0)","(7.0, 8.6, 8.26153846153846)","(13.0, 16.0, 15.6)","(1.7, 1.91, 1.9049999999999998)","(91.0, 200.0, 146.0)","(31.0, 55.0, 54.04761904761905)","(6.0, 7.2, 6.915)"
08-01-2023 12:54:54.861817,"(7.5, 10.5, 9.645)","(31.0, 48.0, 45.0)","(7.0, 8.6, 8.26153846153846)","(13.0, 16.0, 15.6)","(1.7, 1.91, 1.9026315789473682)","(91.0, 200.0, 146.0)","(31.0, 55.0, 53.86363636363636)","(6.0, 7.0, 6.915)"
08-01-2023 12:54:56.030075,"(7.5, 10.5, 9.645)","(31.0, 48.0, 45.0)","(7.0, 8.6, 8.26153846153846)","(13.0, 16.0, 15.6)","(1.7, 1.91, 1.9029411764705881)","(91.0, 200.0, 146.0)","(31.0, 55.0, 53.86363636363636)","(6.0, 7.0, 6.915)"
08-01-2023 12:54:57.223576,"(7.5, 10.5, 9.645)","(31.0, 48.0, 45.0)","(7.0, 8.6, 8.26153846153846)","(13.0, 16.0, 15.6)","(1.7, 1.91, 1.9053846153846152)","(91.0, 200.0, 146.0)","(31.0, 55.0, 54.166666666666664)","(6.0, 7.0, 6.8919999999999995)"
08-01-2023 12:54:58.392393,"(7.5, 10.5, 9.645)","(31.0, 48.0, 45.0)","(7.0, 8.6, 8.26153846153846)","(13.0, 16.0, 15.6)","(1.7, 1.91, 1.9053846153846152)","(91.0, 200.0, 146.0)","(31.0, 55.0, 53.86363636363636)","(6.0, 7.0, 6.863636363636363)"
08-01-2023 12:54:59.550274,"(7.5, 10.5, 9.645)","(31.0, 46.0, 45.0)","(7.0, 8.6, 8.26153846153846)","(13.0, 16.0, 15.724137931034482)","(1.7, 1.91, 1.895)","(91.0, 200.0, 152.0)","(31.0, 55.0, 54.21875)","(6.0, 7.0, 6.863636363636363)"
08-01-2023 12:55:00.743467,"(7.5, 10.5, 9.628124999999999)","(31.0, 46.0, 45.0)","(7.0, 8.6, 8.26153846153846)","(13.0, 16.0, 15.84)","(1.7, 1.9, 1.9041935483870966)","(91.0, 200.0, 152.0)","(31.0, 55.0, 54.35897435897436)","(6.0, 7.0, 6.863636363636363)"
08-01-2023 12:55:01.830777,"(7.5, 10.0, 9.636363636363637)","(31.0, 46.0, 45.0)","(7.0, 8.6, 8.26153846153846)","(13.0, 16.0, 15.84)","(1.7, 1.91, 1.9037499999999998)","(91.0, 200.0, 152.0)","(31.0, 55.0, 54.35897435897436)","(6.0, 7.0, 6.875)"
08-01-2023 12:55:02.935413,"(7.5, 10.0, 9.636363636363637)","(31.0, 46.0, 45.0)","(7.0, 8.6, 8.288888888888888)","(13.0, 16.0, 15.84)","(1.7, 1.91, 1.9070491803278689)","(91.0, 200.0, 152.0)","(31.0, 55.0, 62.4390243902439)","(6.0, 7.0, 6.875)"
08-01-2023 12:55:04.104410,"(7.5, 10.0, 9.666666666666666)","(31.0, 46.0, 45.0)","(7.0, 8.6, 8.324137931034482)","(13.0, 16.0, 15.870967741935484)","(1.7, 1.91, 1.8873255813953487)","(91.0, 200.0, 165.0)","(31.0, 65.0, 60.625)","(6.0, 7.0, 6.890909090909091)"
08-01-2023 12:55:05.311357,"(7.5, 10.0, 9.846153846153847)","(31.0, 46.0, 45.0)","(7.0, 8.8, 8.615151515151515)","(13.0, 16.0, 15.722222222222221)","(1.7, 1.89, 1.8896)","(91.0, 200.0, 179.0)","(31.0, 65.0, 62.5)","(6.0, 7.0, 6.912903225806452)"
08-01-2023 12:55:06.543599,"(7.5, 10.5, 9.921739130434784)","(31.0, 46.0, 45.142857142857146)","(7.0, 8.8, 8.615151515151515)","(13.0, 16.0, 15.722222222222221)","(1.7, 1.89, 1.8897142857142857)","(91.0, 200.0, 179.0)","(31.0, 65.0, 62.64705882352941)","(6.0, 7.0, 6.912903225806452)"
08-01-2023 12:55:07.833814,"(7.5, 10.5, 9.99811320754717)","(31.0, 46.0, 45.142857142857146)","(7.0, 8.8, 8.63728813559322)","(13.0, 16.0, 15.833333333333334)","(1.7, 1.89, 1.8506315789473684)","(91.0, 200.0, 179.0)","(31.0, 65.0, 62.8125)","(6.0, 7.0, 6.975)"
08-01-2023 12:55:09.088860,"(7.5, 10.5, 9.99811320754717)","(31.0, 46.0, 45.142857142857146)","(7.0, 8.8, 9.566666666666666)","(13.0, 16.5, 15.833333333333334)","(1.7, 1.86, 1.8335135135135137)","(91.0, 200.0, 179.0)","(31.0, 65.0, 60.0)","(6.0, 7.0, 6.917948717948718)"
08-01-2023 12:55:10.342742,"(7.5, 10.5, 10.047619047619047)","(31.0, 46.0, 45.45454545454545)","(7.0, 9.8, 9.566666666666666)","(13.0, 16.5, 15.833333333333334)","(1.7, 1.84, 1.8287719298245615)","(91.0, 200.0, 179.0)","(31.0, 65.0, 60.0)","(6.0, 7.0, 6.917948717948718)"
08-01-2023 12:55:11.584555,"(7.5, 10.5, 10.083333333333334)","(31.0, 46.0, 45.45454545454545)","(7.0, 9.8, 9.95)","(13.0, 16.5, 15.712121212121213)","(1.7, 1.84, 1.8191208791208793)","(91.0, 200.0, 179.0)","(31.0, 65.0, 60.75)","(6.0, 7.0, 6.893877551020408)"
08-01-2023 12:55:12.765618,"(7.5, 10.5, 10.083333333333334)","(31.0, 46.0, 45.45454545454545)","(7.0, 10.0, 9.975)","(13.0, 16.5, 15.712121212121213)","(1.7, 1.82, 1.8191208791208793)","(91.0, 200.0, 179.0)","(31.0, 65.0, 60.75)","(6.0, 7.0, 6.893877551020408)"
08-01-2023 12:55:13.948416,"(7.5, 10.5, 10.083333333333334)","(31.0, 46.0, 45.45454545454545)","(7.0, 10.5, 9.829166666666667)","(13.0, 16.5, 15.712121212121213)","(1.7, 1.82, 1.8191397849462365)","(91.0, 200.0, 179.0)","(31.0, 65.0, 62.666666666666664)","(6.0, 7.0, 6.893877551020408)"
08-01-2023 12:55:15.034239,"(7.5, 10.5, 10.083333333333334)","(31.0, 46.0, 44.5)","(7.0, 10.5, 9.829166666666667)","(13.0, 16.5, 15.90625)","(1.7, 1.82, 1.775625)","(91.0, 200.0, 179.0)","(31.0, 65.0, 62.77777777777778)","(6.0, 7.0, 7.057142857142857)"
08-01-2023 12:55:16.169409,"(7.5, 10.5, 10.166666666666666)","(31.0, 46.0, 44.5)","(7.0, 10.5, 10.4125)","(13.0, 16.0, 16.080645161290324)","(1.7, 1.78, 1.7697142857142858)","(91.0, 200.0, 179.0)","(31.0, 65.0, 63.484848484848484)","(6.0, 7.2, 7.0588235294117645)"
08-01-2023 12:55:17.326159,"(7.5, 10.5, 10.145833333333334)","(31.0, 46.0, 49.333333333333336)","(7.0, 10.5, 10.389473684210527)","(13.0, 16.5, 16.09375)","(1.7, 1.78, 1.7672222222222222)","(91.0, 200.0, 179.0)","(31.0, 65.0, 63.484848484848484)","(6.0, 7.2, 7.044155844155844)"
08-01-2023 12:55:18.473570,"(7.5, 10.5, 10.153061224489797)","(31.0, 50.0, 49.333333333333336)","(7.0, 10.5, 10.389473684210527)","(13.0, 16.5, 16.02173913043478)","(1.7, 1.77, 1.7672222222222222)","(91.0, 200.0, 164.0)","(31.0, 65.0, 63.07692307692308)","(6.0, 7.2, 7.052631578947368)"
08-01-2023 12:55:19.648659,"(7.5, 10.5, 10.221311475409836)","(31.0, 55.0, 48.11764705882353)","(7.0, 10.5, 10.383333333333333)","(13.0, 16.5, 16.02173913043478)","(1.7, 1.77, 1.7672222222222222)","(91.0, 200.0, 164.0)","(31.0, 65.0, 64.28571428571429)","(6.0, 7.2, 7.052631578947368)"
08-01-2023 12:55:20.843237,"(7.5, 10.5, 10.25)","(31.0, 55.0, 48.11764705882353)","(7.0, 10.5, 10.383333333333333)","(13.0, 16.5, 15.209677419354838)","(1.7, 1.77, 1.7706046511627906)","(91.0, 200.0, 164.0)","(31.0, 75.0, 64.28571428571429)","(6.0, 7.2, 7.052631578947368)"
08-01-2023 12:55:22.041115,"(7.5, 10.5, 10.265625)","(31.0, 55.0, 48.11764705882353)","(7.0, 10.5, 10.325)","(13.0, 15.5, 15.196969696969697)","(1.7, 1.79, 1.7756164383561643)","(91.0, 200.0, 170.0)","(31.0, 75.0, 68.88888888888889)","(6.0, 7.2, 7.052631578947368)"
08-01-2023 12:55:23.192374,"(7.5, 10.5, 10.265625)","(31.0, 55.0, 48.11764705882353)","(7.0, 10.5, 10.325)","(13.0, 15.5, 15.196969696969697)","(1.7, 1.78, 1.7756944444444445)","(91.0, 200.0, 170.0)","(31.0, 70.0, 68.88888888888889)","(6.0, 7.2, 7.052631578947368)"
08-01-2023 12:55:24.357939,"(7.5, 10.5, 10.265625)","(31.0, 55.0, 48.11764705882353)","(7.0, 10.5, 10.351515151515152)","(13.0, 15.5, 15.196969696969697)","(1.7, 1.78, 1.7756944444444445)","(91.0, 200.0, 170.0)","(31.0, 70.0, 68.88888888888889)","(6.0, 7.2, 7.052631578947368)"
08-01-2023 12:55:25.536119,"(7.5, 10.5, 10.265625)","(31.0, 55.0, 48.11764705882353)","(7.0, 10.5, 10.351515151515152)","(13.0, 15.5, 15.196969696969697)","(1.7, 1.78, 1.7757534246575342)","(91.0, 200.0, 170.0)","(31.0, 70.0, 68.94736842105263)","(6.0, 7.2, 7.046511627906977)"
08-01-2023 12:55:26.755422,"(7.5, 10.5, 10.265625)","(31.0, 55.0, 48.11764705882353)","(7.0, 10.5, 10.266666666666667)","(13.0, 15.5, 15.196969696969697)","(1.7, 1.78, 1.7788644688644688)","(91.0, 200.0, 170.0)","(31.0, 70.0, 68.94736842105263)","(6.0, 7.2, 7.046511627906977)"
08-01-2023 12:55:27.978195,"(7.5, 10.5, 10.265625)","(31.0, 55.0, 52.0)","(7.0, 10.5, 9.986666666666666)","(13.0, 15.5, 15.147058823529411)","(1.7, 1.78, 1.7802272727272728)","(91.0, 200.0, 170.0)","(31.0, 70.0, 68.94736842105263)","(6.0, 7.2, 7.046511627906977)"
08-01-2023 12:55:29.236962,"(7.5, 10.5, 10.265625)","(31.0, 55.0, 53.2)","(7.0, 10.5, 10.15)","(13.0, 15.5, 15.09322033898305)","(1.7, 1.79, 1.7804004576659038)","(91.0, 200.0, 170.0)","(31.0, 70.0, 69.56521739130434)","(6.0, 7.2, 6.927835051546392)"
08-01-2023 12:55:30.467143,"(7.5, 10.5, 10.265625)","(26.0, 55.0, 53.2)","(7.0, 10.5, 10.15)","(13.0, 15.5, 15.149122807017545)","(1.7, 1.79, 1.7803452243958573)","(71.0, 200.0, 170.0)","(31.0, 70.0, 69.56521739130434)","(6.0, 7.2, 6.927835051546392)"
08-01-2023 12:55:31.714173,"(7.5, 10.5, 10.265625)","(26.0, 55.0, 54.1)","(7.0, 10.5, 10.15)","(13.0, 15.5, 15.085858585858587)","(1.7, 1.79, 1.7803452243958573)","(71.0, 200.0, 170.0)","(31.0, 70.0, 69.56521739130434)","(6.0, 7.2, 6.885714285714285)"
08-01-2023 12:55:32.937142,"(7.5, 10.5, 10.297297297297296)","(26.0, 55.0, 54.1)","(7.0, 10.5, 10.15)","(13.0, 15.5, 15.085858585858587)","(1.7, 1.79, 1.7803654080389768)","(71.0, 200.0, 170.0)","(31.0, 70.0, 69.56521739130434)","(6.0, 7.2, 6.885714285714285)"
08-01-2023 12:55:34.117075,"(7.5, 10.5, 10.297297297297296)","(26.0, 55.0, 54.1)","(7.0, 10.5, 10.209756097560977)","(13.0, 15.5, 15.085858585858587)","(1.7, 1.79, 1.7745205479452055)","(71.0, 200.0, 170.0)","(31.0, 70.0, 70.21739130434783)","(6.0, 7.2, 6.885714285714285)"
08-01-2023 12:55:35.184712,"(7.5, 10.5, 10.297297297297296)","(26.0, 55.0, 54.1)","(7.0, 10.5, 10.173076923076923)","(13.0, 15.5, 15.085858585858587)","(1.7, 1.79, 1.7745205479452055)","(71.0, 200.0, 170.0)","(31.0, 75.0, 70.8)","(6.0, 7.2, 6.897297297297297)"
08-01-2023 12:55:36.258055,"(7.5, 10.5, 10.297297297297296)","(26.0, 55.0, 54.1)","(7.0, 10.5, 10.173076923076923)","(13.0, 15.5, 15.085858585858587)","(1.7, 1.79, 1.7707766990291263)","(71.0, 200.0, 170.0)","(31.0, 75.0, 67.5)","(6.0, 7.2, 6.897297297297297)"
08-01-2023 12:55:37.423004,"(7.5, 10.5, 10.297297297297296)","(26.0, 55.0, 54.1)","(7.0, 10.5, 10.073529411764707)","(13.0, 15.5, 15.042056074766355)","(1.7, 1.79, 1.7824233716475095)","(71.0, 200.0, 176.0)","(31.0, 75.0, 67.5)","(6.0, 7.2, 6.897297297297297)"
08-01-2023 12:55:38.646103,"(7.5, 10.5, 10.321428571428571)","(26.0, 55.0, 54.1)","(7.0, 10.5, 9.746835443037975)","(13.0, 15.5, 15.159722222222221)","(1.7, 1.79, 1.782018163471241)","(71.0, 200.0, 170.0)","(31.0, 75.0, 69.32432432432432)","(6.0, 7.2, 6.961467889908257)"
08-01-2023 12:55:39.933333,"(7.5, 10.5, 10.333333333333334)","(26.0, 55.0, 57.2)","(7.0, 10.0, 9.72054794520548)","(13.0, 15.5, 15.1796875)","(1.7, 1.79, 1.782018163471241)","(71.0, 200.0, 176.0)","(31.0, 75.0, 69.32432432432432)","(6.0, 7.2, 6.914285714285715)"
08-01-2023 12:55:41.215050,"(7.5, 11.0, 10.553571428571429)","(26.0, 60.0, 58.0)","(7.0, 10.0, 9.72054794520548)","(13.0, 15.5, 15.098039215686274)","(1.7, 1.79, 1.7827130977130978)","(71.0, 200.0, 170.0)","(31.0, 75.0, 69.32432432432432)","(6.0, 7.2, 6.914285714285715)"
08-01-2023 12:55:42.474882,"(7.5, 11.0, 10.553571428571429)","(26.0, 60.0, 58.0)","(7.0, 10.0, 9.72054794520548)","(13.0, 15.5, 15.098039215686274)","(1.7, 1.79, 1.7827130977130978)","(71.0, 200.0, 170.0)","(31.0, 75.0, 69.77272727272727)","(6.0, 7.2, 6.914285714285715)"
08-01-2023 12:55:43.681673,"(7.5, 11.0, 10.55084745762712)","(26.0, 60.0, 58.0)","(7.0, 10.0, 9.837837837837837)","(13.0, 15.5, 15.098039215686274)","(1.7, 1.79, 1.7827130977130978)","(71.0, 200.0, 170.0)","(31.0, 75.0, 69.77272727272727)","(6.0, 7.2, 6.886746987951807)"
08-01-2023 12:55:44.930824,"(7.5, 11.0, 10.55084745762712)","(26.0, 60.0, 56.666666666666664)","(7.0, 10.0, 9.837837837837837)","(13.0, 15.5, 15.098039215686274)","(1.7, 1.79, 1.7827130977130978)","(71.0, 200.0, 170.0)","(31.0, 75.0, 69.77272727272727)","(6.0, 7.2, 6.864197530864198)"
08-01-2023 12:55:46.130432,"(7.5, 11.0, 10.55084745762712)","(26.0, 60.0, 56.666666666666664)","(7.0, 10.0, 9.837837837837837)","(13.0, 15.5, 15.054545454545455)","(1.7, 1.79, 1.7827130977130978)","(71.0, 200.0, 170.0)","(31.0, 75.0, 69.77272727272727)","(6.0, 7.2, 6.864197530864198)"
08-01-2023 12:55:47.306161,"(7.5, 11.0, 10.55084745762712)","(26.0, 60.0, 56.666666666666664)","(7.0, 10.0, 9.837837837837837)","(13.0, 15.5, 15.054545454545455)","(1.7, 1.79, 1.8042391304347827)","(71.0, 200.0, 170.0)","(31.0, 75.0, 70.89285714285714)","(6.0, 7.2, 6.889655172413793)"
08-01-2023 12:55:48.639310,"(7.5, 11.0, 10.522522522522522)","(26.0, 60.0, 56.666666666666664)","(7.0, 10.0, 9.675)","(13.0, 15.5, 14.909090909090908)","(1.7, 1.81, 1.818840579710145)","(71.0, 200.0, 170.0)","(31.0, 75.0, 71.97368421052632)","(6.0, 7.0, 6.889655172413793)"
08-01-2023 12:55:50.062667,"(7.5, 11.0, 10.522522522522522)","(26.0, 60.0, 56.666666666666664)","(7.0, 9.8, 9.628571428571428)","(13.0, 15.0, 14.985436893203884)","(1.7, 1.82, 1.8259055118110237)","(71.0, 200.0, 170.0)","(31.0, 75.0, 91.0)","(6.0, 7.0, 6.791379310344827)"
08-01-2023 12:55:51.404216,"(7.5, 11.5, 11.263157894736842)","(26.0, 60.0, 56.666666666666664)","(7.0, 9.8, 9.425)","(13.0, 15.5, 14.985436893203884)","(1.7, 1.83, 1.82609375)","(71.0, 200.0, 170.0)","(31.0, 95.0, 93.66666666666666)","(6.0, 6.8, 6.775206611570248)"
08-01-2023 12:55:52.643677,"(7.5, 11.0, 10.681818181818182)","(31.0, 60.0, 56.666666666666664)","(7.0, 9.8, 9.561904761904762)","(13.0, 15.5, 14.958715596330276)","(1.65, 1.83, 1.828918918918919)","(91.0, 200.0, 170.0)","(31.0, 95.0, 92.33333333333333)","(6.0, 6.8, 6.761832061068702)"
08-01-2023 12:55:53.905280,"(7.5, 11.0, 10.617647058823529)","(31.0, 60.0, 56.666666666666664)","(7.0, 9.6, 9.455172413793102)","(13.0, 15.5, 14.873134328358208)","(1.65, 1.83, 1.828918918918919)","(91.0, 200.0, 170.0)","(31.0, 95.0, 92.89473684210526)","(6.0, 6.8, 6.761832061068702)"
08-01-2023 12:55:55.269662,"(7.5, 11.0, 10.57)","(31.0, 60.0, 56.666666666666664)","(7.0, 9.6, 9.455172413793102)","(12.0, 15.0, 14.836538461538462)","(1.65, 1.83, 1.828918918918919)","(91.0, 200.0, 170.0)","(31.0, 95.0, 92.89473684210526)","(6.0, 6.8, 6.761832061068702)"
08-01-2023 12:55:56.567247,"(7.5, 11.0, 10.57)","(31.0, 60.0, 57.77777777777778)","(7.0, 9.6, 9.352941176470589)","(12.0, 15.0, 14.836538461538462)","(1.65, 1.83, 1.8389795918367349)","(91.0, 200.0, 135.0)","(31.0, 95.0, 94.0)","(6.0, 6.8, 6.761832061068702)"
08-01-2023 12:55:57.956178,"(7.5, 11.0, 10.54320987654321)","(31.0, 60.0, 58.57142857142857)","(7.0, 9.4, 9.305882352941177)","(12.0, 15.0, 14.836538461538462)","(1.65, 1.84, 1.8399248120300753)","(91.0, 140.0, 135.0)","(31.0, 95.0, 94.0)","(6.0, 6.8, 6.76031746031746)"
08-01-2023 12:55:59.322061,"(7.5, 11.0, 10.513157894736842)","(31.0, 60.0, 57.77777777777778)","(7.0, 9.4, 9.318367346938777)","(12.0, 15.0, 14.836538461538462)","(1.65, 1.84, 1.8367973856209152)","(91.0, 140.0, 120.0)","(31.0, 95.0, 94.0)","(6.0, 6.8, 6.81639344262295)"
08-01-2023 12:56:00.621852,"(7.5, 11.0, 10.513157894736842)","(31.0, 60.0, 57.77777777777778)","(7.0, 9.4, 9.282352941176471)","(12.0, 15.0, 14.836538461538462)","(1.65, 1.84, 1.836259541984733)","(91.0, 130.0, 126.0)","(31.0, 95.0, 94.0)","(6.0, 7.0, 6.735135135135135)"
08-01-2023 12:56:01.913328,"(7.5, 11.0, 10.513157894736842)","(31.0, 60.0, 57.77777777777778)","(7.0, 9.4, 9.282352941176471)","(12.0, 15.0, 14.836538461538462)","(1.65, 1.84, 1.836259541984733)","(91.0, 130.0, 125.0)","(31.0, 95.0, 94.0)","(6.0, 6.8, 6.735135135135135)"
08-01-2023 12:56:03.206141,"(7.5, 11.0, 10.513157894736842)","(31.0, 60.0, 57.77777777777778)","(7.0, 9.4, 9.336)","(12.0, 15.0, 14.85)","(1.65, 1.84, 1.8374100719424462)","(91.0, 130.0, 125.0)","(31.0, 95.0, 93.88888888888889)","(6.0, 6.8, 6.735135135135135)"
08-01-2023 12:56:04.478857,"(7.5, 11.0, 10.506410256410257)","(31.0, 60.0, 54.0)","(7.0, 9.4, 9.257142857142858)","(12.0, 15.0, 14.897727272727273)","(1.65, 1.85, 1.835)","(91.0, 130.0, 125.0)","(31.0, 95.0, 93.82352941176471)","(6.0, 6.8, 6.8617283950617285)"
08-01-2023 12:56:05.744330,"(7.5, 11.0, 10.506410256410257)","(31.0, 60.0, 54.375)","(7.0, 9.4, 9.257142857142858)","(12.0, 15.0, 14.897727272727273)","(1.65, 1.84, 1.8239473684210528)","(91.0, 130.0, 125.0)","(31.0, 95.0, 93.94736842105263)","(6.0, 7.0, 6.875247524752475)"
08-01-2023 12:56:07.018428,"(7.5, 11.0, 10.507462686567164)","(31.0, 60.0, 54.0)","(7.0, 9.4, 9.31304347826087)","(12.0, 15.0, 14.906976744186046)","(1.65, 1.83, 1.822290502793296)","(91.0, 130.0, 123.33333333333333)","(31.0, 95.0, 93.82352941176471)","(6.0, 7.0, 6.886363636363637)"
08-01-2023 12:56:08.410191,"(7.5, 11.0, 10.507462686567164)","(31.0, 60.0, 54.0)","(7.0, 9.4, 9.31304347826087)","(12.0, 15.5, 14.906976744186046)","(1.65, 1.83, 1.822290502793296)","(91.0, 130.0, 123.33333333333333)","(31.0, 95.0, 93.82352941176471)","(6.0, 7.0, 6.886363636363637)"
08-01-2023 12:56:09.880661,"(7.5, 11.0, 10.507462686567164)","(31.0, 60.0, 54.0)","(7.0, 9.4, 9.316666666666666)","(12.0, 15.5, 14.906976744186046)","(1.65, 1.83, 1.8172592592592594)","(91.0, 130.0, 123.33333333333333)","(31.0, 95.0, 93.88888888888889)","(6.0, 7.0, 6.945205479452055)"
08-01-2023 12:56:11.134115,"(8.0, 11.0, 10.571428571428571)","(31.0, 60.0, 54.0)","(7.0, 9.4, 9.316666666666666)","(12.0, 15.5, 14.906976744186046)","(1.65, 1.82, 1.8172592592592594)","(91.0, 130.0, 123.33333333333333)","(41.0, 95.0, 93.88888888888889)","(6.0, 7.0, 6.948717948717949)"
08-01-2023 12:56:12.360989,"(8.0, 11.0, 10.571428571428571)","(31.0, 60.0, 54.0)","(7.0, 9.4, 9.309090909090909)","(12.0, 15.5, 14.906976744186046)","(1.65, 1.82, 1.8170000000000002)","(91.0, 130.0, 123.33333333333333)","(41.0, 95.0, 93.88888888888889)","(6.0, 7.0, 6.945205479452055)"
08-01-2023 12:56:13.704986,"(8.0, 11.0, 10.633333333333333)","(31.0, 60.0, 54.0)","(7.0, 9.4, 9.309090909090909)","(12.0, 15.5, 14.906976744186046)","(1.65, 1.82, 1.8170000000000002)","(91.0, 130.0, 123.33333333333333)","(41.0, 95.0, 93.88888888888889)","(6.0, 7.0, 6.945205479452055)"
08-01-2023 12:56:15.144224,"(8.0, 11.0, 10.648936170212766)","(31.0, 60.0, 49.59090909090909)","(7.0, 9.4, 9.076190476190476)","(12.0, 15.5, 14.911111111111111)","(1.65, 1.82, 1.824406779661017)","(91.0, 130.0, 123.33333333333333)","(41.0, 95.0, 94.33333333333333)","(6.0, 7.0, 6.858888888888889)"
08-01-2023 12:56:16.607454,"(8.0, 11.0, 10.648936170212766)","(31.0, 55.0, 49.59090909090909)","(7.0, 9.2, 9.076190476190476)","(12.0, 15.0, 14.911111111111111)","(1.65, 1.83, 1.823084577114428)","(91.0, 130.0, 123.33333333333333)","(41.0, 95.0, 94.23076923076923)","(6.0, 7.0, 6.859550561797753)"
08-01-2023 12:56:18.012459,"(8.0, 11.0, 10.648936170212766)","(31.0, 55.0, 49.59090909090909)","(7.0, 9.2, 9.076190476190476)","(12.0, 15.0, 14.911111111111111)","(1.65, 1.83, 1.8255203619909504)","(91.0, 130.0, 123.33333333333333)","(41.0, 95.0, 94.23076923076923)","(6.0, 7.0, 6.837575757575758)"
08-01-2023 12:56:19.397371,"(8.0, 11.0, 10.648936170212766)","(31.0, 55.0, 49.59090909090909)","(7.0, 9.2, 9.145454545454545)","(12.0, 15.0, 14.911111111111111)","(1.65, 1.83, 1.8262393162393162)","(91.0, 130.0, 123.33333333333333)","(41.0, 95.0, 94.375)","(6.0, 7.0, 6.819354838709677)"
08-01-2023 12:56:20.727863,"(8.0, 11.0, 10.648936170212766)","(31.0, 55.0, 49.59090909090909)","(7.0, 9.2, 9.145454545454545)","(12.0, 15.0, 14.94047619047619)","(1.65, 1.83, 1.8360790273556231)","(91.0, 130.0, 125.0)","(41.0, 95.0, 94.41176470588235)","(6.0, 7.0, 6.715686274509804)"
08-01-2023 12:56:21.968843,"(8.0, 11.0, 10.7)","(31.0, 55.0, 47.5)","(7.0, 9.2, 9.19090909090909)","(12.0, 15.0, 14.9375)","(1.65, 1.85, 1.8415384615384616)","(91.0, 130.0, 125.0)","(41.0, 95.0, 94.41176470588235)","(6.0, 6.8, 6.6968421052631575)"
08-01-2023 12:56:23.141694,"(8.0, 11.0, 10.7)","(31.0, 55.0, 48.63636363636363)","(7.0, 9.4, 9.323076923076924)","(12.0, 15.0, 14.9375)","(1.65, 1.85, 1.8426778242677826)","(91.0, 130.0, 125.0)","(41.0, 95.0, 94.44444444444444)","(6.0, 6.8, 6.648677248677249)"
08-01-2023 12:56:24.409148,"(8.0, 11.0, 10.7)","(31.0, 55.0, 48.63636363636363)","(7.0, 9.4, 9.2875)","(12.0, 15.0, 14.9375)","(1.65, 1.85, 1.842655601659751)","(91.0, 130.0, 125.0)","(41.0, 95.0, 94.41176470588235)","(6.0, 6.8, 6.546774193548387)"
08-01-2023 12:56:25.638253,"(8.0, 11.0, 10.7)","(31.0, 55.0, 48.63636363636363)","(7.0, 9.4, 9.2875)","(12.0, 15.0, 14.9375)","(1.65, 1.86, 1.8506746987951808)","(91.0, 130.0, 125.0)","(41.0, 95.0, 92.27272727272727)","(6.0, 6.6, 6.530935251798561)"
