,Mary Austin Nz,Plains In Heaven,Emer,Direct Command Nz,Carramar Solomona,Machane Said,Puzzle Piece
07-12-2022 18:43:04.399327,"(41.0, 99999, 99990)","(15.0, 15.5, 15.35)","(5.0, 8.2, 8.0)","(12.0, 99999, 99990)","(2.4, 2.92, 2.9015384615384616)","(3.4, 4.3, 4.211111111111111)","(5.0, 6.0, 5.963888888888889)"
07-12-2022 18:43:05.871598,"(41.0, 99999, 99990)","(15.0, 15.5, 15.3)","(5.0, 8.2, 8.11111111111111)","(12.0, 99999, 99990)","(2.4, 2.92, 2.9085714285714284)","(3.4, 4.3, 4.211111111111111)","(5.0, 6.0, 5.963888888888889)"
07-12-2022 18:43:07.327896,"(41.0, 99999, 99990)","(14.0, 15.5, 15.3)","(5.0, 8.2, 8.152941176470588)","(12.0, 99999, 99990)","(2.4, 2.92, 2.9015384615384616)","(3.4, 4.3, 4.222448979591837)","(5.0, 6.0, 5.987500000000001)"
07-12-2022 18:43:08.651373,"(41.0, 99999, 99990)","(14.0, 15.5, 15.3)","(5.0, 8.2, 8.152941176470588)","(12.0, 99999, 99990)","(2.4, 2.92, 2.9015384615384616)","(3.4, 4.3, 4.222448979591837)","(5.0, 6.2, 5.987500000000001)"
07-12-2022 18:43:09.890368,"(41.0, 99999, 99990)","(14.0, 15.5, 15.409090909090908)","(5.0, 8.2, 8.166666666666666)","(12.0, 99999, 99990)","(2.4, 2.92, 2.9015384615384616)","(3.4, 4.3, 4.222448979591837)","(5.0, 6.2, 5.994029850746269)"
07-12-2022 18:43:11.158730,"(41.0, 99999, 99990)","(14.0, 15.5, 15.409090909090908)","(5.5, 8.4, 8.105263157894736)","(12.0, 99999, 99990)","(2.4, 2.92, 2.9015384615384616)","(3.5, 4.3, 4.222448979591837)","(5.0, 6.2, 6.0)"
07-12-2022 18:43:12.435398,"(41.0, 99999, 99990)","(14.0, 15.5, 15.409090909090908)","(5.5, 8.4, 8.105263157894736)","(12.0, 99999, 99990)","(2.4, 2.92, 2.9015384615384616)","(3.5, 4.3, 4.222448979591837)","(5.0, 6.2, 6.0)"
07-12-2022 18:43:13.732869,"(41.0, 99999, 99990)","(14.0, 15.5, 15.409090909090908)","(5.5, 8.4, 8.166666666666666)","(12.0, 99999, 99990)","(2.4, 2.92, 2.9015384615384616)","(3.5, 4.3, 4.222448979591837)","(5.0, 6.2, 6.0)"
07-12-2022 18:43:14.922541,"(41.0, 99999, 99990)","(14.0, 15.5, 15.409090909090908)","(5.5, 8.4, 8.05)","(12.0, 99999, 99990)","(2.4, 2.92, 2.9028571428571426)","(3.5, 4.3, 4.243181818181818)","(5.0, 6.2, 6.0)"
07-12-2022 18:43:16.171982,"(41.0, 99999, 99990)","(14.0, 15.5, 15.4)","(5.5, 8.4, 8.418181818181818)","(12.0, 99999, 99990)","(2.4, 2.92, 2.912)","(3.5, 4.3, 4.232758620689655)","(5.0, 6.2, 5.994029850746269)"
07-12-2022 18:43:17.442123,"(41.0, 99999, 99990)","(14.0, 15.5, 15.125)","(5.5, 8.6, 8.442105263157895)","(12.0, 99999, 99990)","(2.4, 2.92, 2.9127272727272726)","(3.5, 4.3, 4.243181818181818)","(5.0, 6.2, 5.987692307692308)"
07-12-2022 18:43:18.730396,"(41.0, 99999, 99990)","(14.0, 15.5, 15.125)","(5.5, 8.6, 8.442105263157895)","(12.0, 99999, 99990)","(2.4, 2.92, 2.9547826086956523)","(3.5, 4.3, 4.2542857142857144)","(5.0, 6.2, 5.987692307692308)"
07-12-2022 18:43:20.008023,"(41.0, 99999, 99990)","(14.0, 16.0, 15.318181818181818)","(5.5, 8.6, 8.327272727272726)","(12.0, 99999, 99990)","(2.4, 2.96, 2.9576)","(3.5, 4.4, 4.2542857142857144)","(5.0, 6.2, 5.987692307692308)"
07-12-2022 18:43:21.318354,"(41.0, 99999, 99990)","(14.0, 16.0, 15.166666666666666)","(5.5, 8.6, 8.525)","(12.0, 99999, 99990)","(2.4, 2.96, 2.9576)","(3.5, 4.4, 4.241304347826087)","(5.0, 6.2, 5.987692307692308)"
07-12-2022 18:43:22.599631,"(41.0, 99999, 99990)","(14.0, 15.5, 14.9)","(5.5, 8.6, 8.236363636363636)","(12.0, 99999, 99990)","(2.45, 2.96, 2.9576)","(3.5, 4.3, 4.29047619047619)","(5.0, 6.2, 6.064705882352941)"
07-12-2022 18:43:23.909088,"(41.0, 99999, 99990)","(13.0, 15.5, 14.9)","(5.5, 8.6, 8.236363636363636)","(12.0, 99999, 99990)","(2.45, 2.96, 2.9742307692307692)","(3.5, 4.3, 4.264285714285714)","(5.0, 6.2, 6.062686567164179)"
07-12-2022 18:43:25.198639,"(41.0, 99999, 99990)","(13.0, 15.5, 14.9)","(5.5, 8.6, 8.236363636363636)","(12.0, 99999, 99990)","(2.45, 2.98, 2.9742307692307692)","(3.5, 4.3, 4.248648648648649)","(5.0, 6.2, 6.062686567164179)"
07-12-2022 18:43:26.932960,"(41.0, 99999, 99990)","(13.0, 15.5, 14.9)","(5.5, 9.0, 8.52)","(12.0, 99999, 99990)","(2.45, 2.98, 2.96125)","(3.5, 4.3, 4.248648648648649)","(5.0, 6.2, 6.062686567164179)"
07-12-2022 18:43:28.357741,"(41.0, 99999, 99990)","(13.0, 15.5, 14.9)","(5.5, 9.0, 8.733333333333334)","(12.0, 99999, 99990)","(2.45, 2.98, 2.9391304347826086)","(3.5, 4.3, 4.248648648648649)","(5.0, 6.2, 6.062686567164179)"
07-12-2022 18:43:30.010196,"(41.0, 99999, 99990)","(13.0, 15.5, 14.9)","(5.5, 9.0, 8.615384615384615)","(12.0, 99999, 99990)","(2.5, 2.96, 2.932857142857143)","(3.5, 4.3, 4.235714285714286)","(5.0, 6.2, 6.062686567164179)"
07-12-2022 18:43:31.443949,"(41.0, 99999, 99990)","(13.0, 15.5, 14.433333333333334)","(5.5, 8.8, 9.59142857142857)","(12.0, 99999, 99990)","(2.5, 2.96, 2.912)","(3.5, 4.3, 4.277777777777778)","(5.0, 6.2, 6.140000000000001)"
07-12-2022 18:43:33.147724,"(41.0, 99999, 99990)","(13.0, 15.5, 14.657894736842106)","(5.5, 9.6, 9.587755102040816)","(11.0, 99999, 99990)","(2.45, 2.96, 2.9066666666666667)","(3.5, 4.3, 4.277777777777778)","(4.8, 6.4, 6.09438202247191)"
07-12-2022 18:43:34.732675,"(41.0, 99999, 99990)","(13.0, 15.5, 14.657894736842106)","(5.5, 9.6, 9.587755102040816)","(11.0, 99999, 99990)","(2.45, 2.92, 2.9908333333333332)","(3.5, 4.3, 4.2375)","(4.8, 6.4, 5.9487804878048784)"
07-12-2022 18:43:36.219715,"(41.0, 99999, 99990)","(12.0, 15.5, 14.678571428571429)","(5.5, 9.6, 9.571428571428571)","(11.0, 99999, 99990)","(2.5, 3.0, 2.9985454545454546)","(3.6, 4.3, 4.0928571428571425)","(5.0, 6.4, 5.923076923076923)"
07-12-2022 18:43:37.656016,"(41.0, 99999, 99990)","(12.0, 15.0, 14.678571428571429)","(5.5, 9.6, 9.742857142857144)","(11.0, 99999, 99990)","(2.5, 3.0, 2.9985454545454546)","(3.6, 4.1, 4.066666666666666)","(5.0, 6.0, 5.92)"
07-12-2022 18:43:39.222457,"(41.0, 99999, 99990)","(12.0, 15.0, 14.25)","(5.5, 9.8, 9.742857142857144)","(11.0, 99999, 99990)","(2.5, 3.0, 3.040742857142857)","(3.6, 4.1, 4.005405405405406)","(5.0, 6.0, 5.95)"
07-12-2022 18:43:40.624232,"(41.0, 99999, 99990)","(12.0, 15.0, 14.0)","(5.5, 9.8, 9.742857142857144)","(11.0, 99999, 99990)","(2.5, 3.05, 3.045527950310559)","(3.6, 4.2, 4.0055555555555555)","(5.0, 6.0, 5.914285714285715)"
07-12-2022 18:43:42.356541,"(41.0, 99999, 99990)","(12.0, 15.0, 14.0)","(5.5, 9.8, 10.11111111111111)","(11.0, 99999, 99990)","(2.5, 3.05, 3.0899551569506727)","(3.6, 4.1, 4.002631578947368)","(5.0, 6.0, 5.733333333333333)"
07-12-2022 18:43:44.203364,"(41.0, 99999, 99990)","(12.0, 14.5, 14.5)","(5.5, 10.5, 8.034246575342467)","(11.0, 99999, 99990)","(2.5, 3.1, 2.994074074074074)","(3.6, 4.1, 4.026086956521739)","(5.0, 5.8, 5.6365384615384615)"
07-12-2022 18:43:45.738157,"(41.0, 99999, 99990)","(12.0, 15.0, 14.833333333333334)","(5.5, 9.0, 8.096153846153847)","(11.0, 99999, 99990)","(2.5, 3.0, 3.0342499999999997)","(3.6, 4.1, 4.1000000000000005)","(5.0, 5.8, 5.708602150537635)"
07-12-2022 18:43:47.147696,"(41.0, 99999, 99990)","(12.0, 15.0, 15.5)","(5.5, 9.0, 8.631578947368421)","(11.0, 99999, 99990)","(2.5, 3.05, 3.040597014925373)","(3.6, 4.2, 4.077272727272727)","(5.0, 5.8, 5.6475)"
07-12-2022 18:43:48.480495,"(41.0, 99999, 99990)","(12.0, 16.5, 15.5)","(6.0, 8.8, 8.609523809523811)","(12.0, 99999, 99990)","(2.6, 3.05, 3.040597014925373)","(3.6, 4.1, 4.094444444444444)","(5.0, 5.7, 5.715686274509804)"
07-12-2022 18:43:50.631378,"(41.0, 99999, 99990)","(12.0, 16.5, 14.884615384615385)","(6.0, 8.8, 8.64)","(12.0, 99999, 99990)","(2.6, 3.05, 3.043076923076923)","(3.6, 4.2, 4.094444444444444)","(5.0, 6.0, 5.726829268292683)"
07-12-2022 18:43:52.016184,"(41.0, 99999, 99990)","(12.0, 16.5, 15.1)","(6.0, 8.8, 8.342857142857143)","(12.0, 99999, 99990)","(2.6, 3.05, 3.0437)","(3.6, 4.2, 4.102564102564102)","(5.0, 5.8, 5.755223880597015)"
07-12-2022 18:43:53.584670,"(41.0, 99999, 99990)","(12.0, 16.5, 15.264705882352942)","(6.0, 8.8, 7.8083916083916085)","(12.0, 99999, 99990)","(2.6, 3.05, 3.0441666666666665)","(3.6, 4.2, 4.095774647887324)","(5.0, 5.8, 5.663157894736842)"
07-12-2022 18:43:54.980993,"(41.0, 99999, 99990)","(12.0, 16.5, 15.0)","(6.0, 8.4, 8.32)","(12.0, 99999, 99990)","(2.6, 3.05, 2.940558139534884)","(3.6, 4.2, 4.124390243902439)","(5.0, 5.7, 5.742857142857143)"
07-12-2022 18:43:56.685130,"(41.0, 99999, 99990)","(12.0, 16.5, 15.2)","(6.0, 8.8, 8.927272727272726)","(12.0, 99999, 99990)","(2.6, 2.98, 2.9265)","(3.6, 4.3, 4.175)","(5.0, 5.8, 5.76)"
07-12-2022 18:43:58.064190,"(41.0, 99999, 99990)","(12.0, 16.0, 14.108527131782946)","(6.0, 9.2, 8.48)","(12.0, 99999, 99990)","(2.6, 2.94, 2.8923529411764703)","(3.6, 4.2, 4.20952380952381)","(5.0, 6.0, 5.861538461538462)"
07-12-2022 18:43:59.410416,"(41.0, 99999, 99990)","(12.0, 17.0, 14.702205882352942)","(6.0, 9.2, 8.066666666666666)","(12.0, 99999, 99990)","(2.6, 2.94, 2.8955555555555557)","(3.6, 4.4, 4.272972972972973)","(5.0, 6.0, 5.9)"
07-12-2022 18:44:00.687229,"(41.0, 99999, 99990)","(12.0, 17.0, 14.702205882352942)","(6.0, 8.6, 8.533333333333333)","(12.0, 99999, 99990)","(2.6, 2.94, 2.847179487179487)","(3.6, 4.3, 4.261971830985916)","(5.0, 6.0, 5.868571428571428)"
07-12-2022 18:44:01.974422,"(41.0, 99999, 99990)","(12.0, 17.0, 14.540322580645162)","(6.0, 9.0, 8.4)","(12.0, 99999, 99990)","(2.6, 2.96, 2.864444444444444)","(3.6, 4.3, 4.184536082474226)","(5.0, 6.2, 5.94)"
07-12-2022 18:44:03.416564,"(41.0, 99999, 99990)","(12.0, 17.0, 22.6)","(6.0, 8.8, 8.1)","(12.0, 99999, 99990)","(2.6, 2.96, 2.65)","(3.7, 4.3, 4.72)","(5.0, 6.0, 7.050000000000001)"
07-12-2022 18:44:04.662526,"(41.0, 99999, 99990)","(12.0, 34.0, 26.5)","(6.0, 11.0, 8.1)","(12.0, 99999, 99990)","(2.6, 3.95, 2.9411111111111112)","(3.7, 5.8, 4.84375)","(5.0, 9.4, 6.237500000000001)"
07-12-2022 18:44:05.926252,"(41.0, 99999, 99990)","(12.0, 23.0, 19.166666666666668)","(6.0, 11.0, 8.1)","(12.0, 99999, 99990)","(2.6, 2.98, 2.9411111111111112)","(3.7, 5.8, 3.313333333333333)","(5.0, 8.8, 6.237500000000001)"
07-12-2022 18:44:07.188109,"(41.0, 99999, 99990)","(12.0, 23.0, 19.166666666666668)","(6.0, 11.0, 8.766666666666666)","(12.0, 99999, 99990)","(2.6, 2.98, 2.9411111111111112)","(3.7, 4.1, 4.45)","(5.0, 8.8, 6.237500000000001)"
07-12-2022 18:44:08.518902,"(41.0, 99999, 99990)","(12.0, 23.0, 19.166666666666668)","(6.0, 10.5, 8.766666666666666)","(12.0, 99999, 99990)","(2.6, 2.98, 2.943157894736842)","(3.7, 5.8, 3.243333333333333)","(5.0, 8.8, 6.237500000000001)"
07-12-2022 18:44:09.789345,"(41.0, 99999, 99990)","(12.0, 23.0, 19.166666666666668)","(6.0, 10.5, 8.766666666666666)","(12.0, 99999, 99990)","(2.6, 2.98, 2.5815384615384613)","(3.7, 3.85, 4.37)","(5.0, 8.8, 5.7250000000000005)"
07-12-2022 18:44:10.979696,"(41.0, 99999, 99990)","(12.0, 23.0, 19.166666666666668)","(6.0, 10.5, 9.85)","(12.0, 99999, 99990)","(2.6, 2.92, 2.86)","(3.7, 5.8, 2.8649999999999998)","(5.0, 8.8, 8.08)"
07-12-2022 18:44:12.244391,"(41.0, 99999, 99990)","(12.0, 23.0, 17.75)","(6.0, 10.5, 9.25)","(12.0, 99999, 99990)","(2.6, 2.9, 2.804705882352941)","(3.7, 2.88, 3.42375)","(5.0, 8.8, 5.875)"
07-12-2022 18:44:13.501348,"(41.0, 99999, 99990)","(12.0, 23.0, 17.75)","(6.0, 10.5, 8.0)","(12.0, 99999, 99990)","(2.6, 2.92, 2.815)","(3.7, 3.75, 2.7662458471760796)","(5.0, 8.8, 6.07)"
