,Loui,Our Princess Kennedy Nz,Freddy Singh,Smooth Overarm Nz,Mighty Joe,Pippo Nien,Oursouthernstar,Mach Daddy,Eagle Commander,Bertie Jones Nz
14-12-2022 19:16:24.941551,"(3.0, 3.95, 3.757142857142857)","(31.0, 99999, 99990)","(21.0, 42.0, 32.6)","(4.6, 99999, 99990)","(13.0, 19.0, 15.166666666666666)","(26.0, 48.0, 38.4)","(13.0, 15.5, 21.4)","(13.0, 21.0, 19.0)","(5.0, 7.0, 6.6571428571428575)","(5.0, 99999, 99990)"
14-12-2022 19:16:26.177070,"(3.0, 3.9, 3.7666666666666666)","(31.0, 99999, 99990)","(21.0, 42.0, 32.6)","(4.6, 99999, 99990)","(13.0, 18.5, 15.0)","(26.0, 48.0, 38.4)","(13.0, 27.0, 20.8)","(13.0, 21.0, 16.0)","(5.0, 7.0, 6.6)","(5.0, 99999, 99990)"
14-12-2022 19:16:27.385904,"(3.0, 3.9, 3.7666666666666666)","(31.0, 99999, 99990)","(21.0, 42.0, 32.6)","(4.6, 99999, 99990)","(13.0, 18.0, 15.0)","(26.0, 48.0, 38.4)","(13.0, 26.0, 18.0)","(13.0, 21.0, 16.0)","(5.0, 7.0, 6.6)","(5.0, 99999, 99990)"
14-12-2022 19:16:28.730747,"(3.0, 3.85, 3.7961538461538464)","(31.0, 99999, 99990)","(21.0, 42.0, 32.6)","(4.6, 99999, 99990)","(13.0, 18.0, 13.764705882352942)","(26.0, 48.0, 38.4)","(13.0, 24.0, 18.5)","(13.0, 21.0, 16.0)","(5.0, 7.0, 6.6)","(5.0, 99999, 99990)"
14-12-2022 19:16:30.035298,"(2.9, 3.85, 3.7961538461538464)","(31.0, 99999, 99990)","(21.0, 42.0, 32.6)","(4.4, 99999, 99990)","(13.0, 18.0, 13.764705882352942)","(26.0, 48.0, 38.4)","(14.0, 23.0, 16.333333333333332)","(13.0, 21.0, 17.833333333333332)","(5.0, 7.0, 6.6)","(5.5, 99999, 99990)"
14-12-2022 19:16:31.246487,"(2.9, 4.5, 4.214285714285714)","(31.0, 99999, 99990)","(21.0, 40.0, 26.5625)","(4.4, 99999, 99990)","(13.0, 16.5, 13.833333333333334)","(26.0, 48.0, 38.4)","(14.0, 21.0, 16.75)","(13.0, 20.0, 24.5)","(5.0, 7.0, 6.6)","(5.5, 99999, 99990)"
14-12-2022 19:16:32.395612,"(2.9, 4.5, 4.116)","(31.0, 99999, 99990)","(21.0, 38.0, 33.125)","(4.4, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(26.0, 48.0, 38.4)","(14.0, 19.5, 16.75)","(13.0, 25.0, 17.428571428571427)","(5.0, 7.0, 6.6)","(5.5, 99999, 99990)"
14-12-2022 19:16:33.596274,"(2.9, 4.5, 4.144444444444444)","(31.0, 99999, 99990)","(21.0, 36.0, 29.0)","(4.4, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(26.0, 48.0, 38.4)","(14.0, 19.5, 16.25)","(13.0, 26.0, 16.0)","(5.0, 7.0, 6.6)","(5.5, 99999, 99990)"
14-12-2022 19:16:34.814243,"(2.9, 4.5, 4.144444444444444)","(31.0, 99999, 99990)","(21.0, 36.0, 29.0)","(4.4, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(26.0, 48.0, 38.4)","(14.0, 18.5, 16.25)","(13.0, 21.0, 18.166666666666668)","(5.0, 7.0, 6.6)","(5.5, 99999, 99990)"
14-12-2022 19:16:35.976330,"(2.9, 5.1, 4.433333333333333)","(31.0, 99999, 99990)","(21.0, 36.0, 24.666666666666668)","(4.4, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(26.0, 48.0, 38.4)","(14.0, 18.5, 16.25)","(13.0, 20.0, 18.166666666666668)","(5.0, 7.0, 6.6)","(5.5, 99999, 99990)"
14-12-2022 19:16:37.205066,"(2.9, 5.1, 4.5)","(31.0, 99999, 99990)","(21.0, 36.0, 24.666666666666668)","(4.4, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(26.0, 48.0, 38.4)","(14.0, 21.0, 17.5)","(13.0, 20.0, 17.25)","(5.0, 7.0, 6.6)","(5.5, 99999, 99990)"
14-12-2022 19:16:38.433986,"(2.9, 5.6, 4.588888888888889)","(31.0, 99999, 99990)","(21.0, 36.0, 24.666666666666668)","(4.4, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(26.0, 48.0, 38.4)","(14.0, 20.0, 17.0)","(13.0, 19.5, 17.0)","(5.0, 7.0, 6.6)","(5.5, 99999, 99990)"
14-12-2022 19:16:39.624332,"(2.9, 5.4, 4.52)","(31.0, 99999, 99990)","(21.0, 36.0, 24.666666666666668)","(4.4, 99999, 99990)","(13.0, 16.0, 15.0)","(26.0, 48.0, 38.4)","(14.0, 19.5, 16.75)","(13.0, 19.5, 17.0)","(5.0, 7.0, 6.5)","(5.5, 99999, 99990)"
14-12-2022 19:16:40.847807,"(2.9, 5.3, 4.55)","(31.0, 99999, 99990)","(21.0, 36.0, 21.833333333333332)","(4.4, 99999, 99990)","(13.0, 16.5, 14.25)","(26.0, 48.0, 32.25)","(14.0, 19.5, 16.25)","(13.0, 19.0, 16.3125)","(5.0, 7.0, 6.5)","(5.5, 99999, 99990)"
14-12-2022 19:16:42.246479,"(2.9, 5.1, 4.75)","(31.0, 99999, 99990)","(21.0, 32.0, 22.666666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 46.0, 36.0)","(14.0, 18.5, 16.666666666666668)","(13.0, 18.5, 19.0)","(5.0, 7.0, 6.5)","(5.5, 99999, 99990)"
14-12-2022 19:16:43.699227,"(2.9, 5.1, 4.6000000000000005)","(31.0, 99999, 99990)","(21.0, 30.0, 24.0)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 44.0, 33.0)","(14.0, 18.0, 15.142857142857142)","(13.0, 21.0, 17.76923076923077)","(5.0, 7.0, 6.5)","(5.5, 99999, 99990)"
14-12-2022 19:16:45.067773,"(2.9, 5.1, 4.6000000000000005)","(31.0, 99999, 99990)","(21.0, 29.0, 24.0)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 42.0, 29.333333333333332)","(14.0, 18.0, 15.666666666666666)","(13.0, 21.0, 18.0)","(5.0, 7.0, 6.2727272727272725)","(5.5, 99999, 99990)"
14-12-2022 19:16:46.355101,"(2.9, 4.3, 4.162068965517241)","(31.0, 99999, 99990)","(21.0, 28.0, 23.5)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 40.0, 29.333333333333332)","(14.0, 16.5, 14.714285714285714)","(13.0, 20.0, 18.0)","(5.0, 7.0, 6.314285714285714)","(5.5, 99999, 99990)"
14-12-2022 19:16:47.693934,"(2.9, 5.5, 5.245454545454546)","(31.0, 99999, 99990)","(21.0, 26.0, 22.5)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 38.0, 26.0)","(14.0, 16.5, 14.714285714285714)","(13.0, 19.5, 18.0)","(5.0, 7.0, 6.2727272727272725)","(5.5, 99999, 99990)"
14-12-2022 19:16:49.071113,"(2.9, 5.4, 4.809090909090909)","(31.0, 99999, 99990)","(21.0, 26.0, 20.166666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 36.0, 26.0)","(14.0, 16.5, 14.714285714285714)","(13.0, 19.5, 17.076923076923077)","(5.0, 7.0, 6.2727272727272725)","(5.5, 99999, 99990)"
14-12-2022 19:16:50.395489,"(2.9, 5.1, 4.5)","(31.0, 99999, 99990)","(21.0, 26.0, 20.166666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 36.0, 26.0)","(14.0, 16.5, 14.571428571428571)","(13.0, 19.5, 17.076923076923077)","(5.0, 7.0, 6.314285714285714)","(5.5, 99999, 99990)"
14-12-2022 19:16:51.795651,"(2.9, 5.0, 4.5)","(31.0, 99999, 99990)","(21.0, 26.0, 20.166666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 36.0, 28.5)","(14.0, 16.0, 14.75)","(13.0, 19.5, 18.0)","(5.0, 7.0, 6.314285714285714)","(5.5, 99999, 99990)"
14-12-2022 19:16:52.993709,"(2.9, 4.9, 4.58)","(31.0, 99999, 99990)","(21.0, 26.0, 20.166666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 36.0, 29.5)","(14.0, 15.5, 14.071428571428571)","(13.0, 19.0, 18.0)","(5.0, 7.0, 6.314285714285714)","(5.5, 99999, 99990)"
14-12-2022 19:16:54.198437,"(2.9, 4.9, 4.58)","(31.0, 99999, 99990)","(21.0, 26.0, 20.166666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 34.0, 29.5)","(14.0, 15.5, 14.071428571428571)","(13.0, 19.0, 18.0)","(5.0, 7.0, 6.314285714285714)","(5.5, 99999, 99990)"
14-12-2022 19:16:55.428187,"(2.9, 4.9, 4.58)","(31.0, 99999, 99990)","(21.0, 26.0, 20.166666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 32.0, 28.5)","(14.0, 15.0, 14.25)","(13.0, 19.0, 18.0)","(5.0, 7.0, 6.314285714285714)","(5.5, 99999, 99990)"
14-12-2022 19:16:56.652209,"(2.9, 4.9, 4.58)","(31.0, 99999, 99990)","(21.0, 26.0, 20.166666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 32.0, 26.75)","(14.0, 15.0, 13.9)","(13.0, 19.0, 16.666666666666668)","(5.0, 7.0, 6.314285714285714)","(5.5, 99999, 99990)"
14-12-2022 19:16:57.926006,"(2.9, 4.9, 4.58)","(31.0, 99999, 99990)","(21.0, 26.0, 20.166666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 32.0, 26.75)","(14.0, 14.5, 13.9)","(13.0, 19.0, 16.666666666666668)","(5.0, 7.0, 6.828571428571428)","(5.5, 99999, 99990)"
14-12-2022 19:16:59.173931,"(2.9, 4.9, 4.58)","(31.0, 99999, 99990)","(21.0, 26.0, 20.166666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 32.0, 26.75)","(14.0, 14.5, 13.9)","(13.0, 19.0, 16.666666666666668)","(5.0, 7.0, 6.828571428571428)","(5.5, 99999, 99990)"
14-12-2022 19:17:00.518861,"(2.9, 4.9, 4.855555555555556)","(31.0, 99999, 99990)","(21.0, 26.0, 20.166666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.909090909090908)","(26.0, 32.0, 26.75)","(14.0, 14.0, 13.6)","(13.0, 19.0, 16.666666666666668)","(5.0, 7.6, 6.533333333333333)","(5.5, 99999, 99990)"
14-12-2022 19:17:01.817087,"(2.9, 4.9, 4.74)","(31.0, 99999, 99990)","(21.0, 26.0, 20.166666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.384615384615385)","(26.0, 32.0, 26.75)","(14.0, 14.0, 18.75)","(13.0, 19.0, 17.0)","(5.0, 7.6, 6.533333333333333)","(5.5, 99999, 99990)"
14-12-2022 19:17:03.139194,"(2.9, 4.9, 4.75)","(31.0, 99999, 99990)","(21.0, 26.0, 20.166666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.384615384615385)","(26.0, 32.0, 26.75)","(14.0, 24.0, 17.5)","(13.0, 18.5, 16.666666666666668)","(5.0, 7.6, 6.32)","(5.5, 99999, 99990)"
14-12-2022 19:17:04.489519,"(2.9, 4.9, 4.75)","(31.0, 99999, 99990)","(21.0, 26.0, 20.166666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.384615384615385)","(26.0, 32.0, 26.75)","(14.0, 21.0, 16.75)","(13.0, 19.0, 16.666666666666668)","(5.0, 7.6, 6.32)","(5.5, 99999, 99990)"
14-12-2022 19:17:05.794731,"(2.9, 5.3, 5.193333333333333)","(31.0, 99999, 99990)","(21.0, 26.0, 20.166666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.384615384615385)","(26.0, 32.0, 26.75)","(14.0, 19.5, 15.571428571428571)","(13.0, 19.0, 16.416666666666668)","(5.0, 7.6, 6.466666666666667)","(5.5, 99999, 99990)"
14-12-2022 19:17:07.103126,"(2.9, 5.3, 5.166666666666667)","(31.0, 99999, 99990)","(21.0, 26.0, 22.38888888888889)","(4.4, 99999, 99990)","(13.0, 15.0, 13.88888888888889)","(26.0, 32.0, 26.75)","(14.0, 19.5, 15.428571428571429)","(13.0, 21.0, 16.416666666666668)","(5.0, 7.4, 6.236363636363636)","(5.5, 99999, 99990)"
14-12-2022 19:17:08.433843,"(2.9, 5.3, 5.166666666666667)","(31.0, 99999, 99990)","(21.0, 26.0, 22.38888888888889)","(4.4, 99999, 99990)","(13.0, 15.0, 13.88888888888889)","(26.0, 32.0, 26.75)","(14.0, 19.0, 16.25)","(13.0, 21.0, 17.0)","(5.0, 7.4, 6.236363636363636)","(5.5, 99999, 99990)"
14-12-2022 19:17:09.714371,"(2.9, 5.3, 5.252)","(31.0, 99999, 99990)","(21.0, 26.0, 22.38888888888889)","(4.4, 99999, 99990)","(13.0, 15.0, 14.0)","(26.0, 32.0, 26.75)","(14.0, 18.5, 15.142857142857142)","(13.0, 20.0, 16.666666666666668)","(5.0, 7.4, 6.236363636363636)","(5.5, 99999, 99990)"
14-12-2022 19:17:11.054904,"(2.9, 5.3, 5.252)","(31.0, 99999, 99990)","(21.0, 26.0, 22.38888888888889)","(4.4, 99999, 99990)","(13.0, 14.5, 13.666666666666666)","(26.0, 32.0, 26.75)","(14.0, 18.0, 15.142857142857142)","(13.0, 19.0, 16.666666666666668)","(5.0, 7.4, 6.236363636363636)","(5.5, 99999, 99990)"
14-12-2022 19:17:12.411557,"(2.9, 5.3, 5.252)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.666666666666666)","(26.0, 32.0, 26.75)","(14.0, 18.0, 15.0)","(13.0, 19.0, 16.666666666666668)","(5.0, 7.4, 6.236363636363636)","(5.5, 99999, 99990)"
14-12-2022 19:17:13.814164,"(2.9, 5.3, 5.252)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.857142857142858)","(26.0, 32.0, 26.75)","(14.0, 17.5, 14.857142857142858)","(13.0, 19.0, 16.285714285714285)","(5.0, 7.4, 6.236363636363636)","(5.5, 99999, 99990)"
14-12-2022 19:17:15.111418,"(2.9, 5.3, 5.252)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.857142857142858)","(26.0, 32.0, 26.75)","(14.0, 17.0, 14.857142857142858)","(13.0, 21.0, 16.285714285714285)","(5.0, 7.4, 6.236363636363636)","(5.5, 99999, 99990)"
14-12-2022 19:17:16.361520,"(2.9, 5.3, 5.289655172413793)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.857142857142858)","(26.0, 32.0, 26.75)","(14.0, 17.0, 14.857142857142858)","(13.0, 21.0, 16.416666666666668)","(5.0, 7.4, 6.236363636363636)","(5.5, 99999, 99990)"
14-12-2022 19:17:17.646093,"(2.9, 5.3, 5.287179487179487)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.857142857142858)","(26.0, 32.0, 26.75)","(14.0, 17.0, 14.857142857142858)","(13.0, 19.5, 16.166666666666668)","(5.0, 7.2, 6.325)","(5.5, 99999, 99990)"
14-12-2022 19:17:18.847066,"(2.9, 5.4, 5.287179487179487)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.857142857142858)","(26.0, 32.0, 26.75)","(14.0, 17.0, 14.857142857142858)","(13.0, 19.5, 17.25)","(5.0, 7.2, 6.325)","(5.5, 99999, 99990)"
14-12-2022 19:17:20.202029,"(2.9, 5.4, 5.361290322580645)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.857142857142858)","(26.0, 32.0, 26.75)","(14.0, 16.5, 15.25)","(13.0, 19.5, 16.833333333333332)","(5.0, 7.2, 6.325)","(5.5, 99999, 99990)"
14-12-2022 19:17:21.514357,"(2.9, 5.4, 5.361290322580645)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.857142857142858)","(26.0, 32.0, 26.75)","(14.0, 24.0, 17.2)","(13.0, 19.5, 16.833333333333332)","(5.0, 7.2, 6.325)","(5.5, 99999, 99990)"
14-12-2022 19:17:22.771538,"(2.9, 5.4, 5.361290322580645)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.857142857142858)","(26.0, 32.0, 26.75)","(14.0, 22.0, 17.0)","(13.0, 19.5, 17.25)","(5.0, 7.2, 6.325)","(5.5, 99999, 99990)"
14-12-2022 19:17:24.024952,"(2.9, 5.4, 5.361290322580645)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.857142857142858)","(26.0, 32.0, 26.75)","(14.0, 20.0, 16.75)","(13.0, 19.0, 16.666666666666668)","(5.0, 7.2, 6.325)","(5.5, 99999, 99990)"
14-12-2022 19:17:25.272192,"(2.9, 5.4, 5.361290322580645)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.857142857142858)","(26.0, 32.0, 26.75)","(14.0, 19.5, 15.11111111111111)","(13.0, 19.0, 16.666666666666668)","(5.0, 7.2, 6.325)","(5.5, 99999, 99990)"
14-12-2022 19:17:26.501432,"(2.9, 5.4, 5.361290322580645)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.857142857142858)","(26.0, 32.0, 26.75)","(14.0, 19.0, 15.428571428571429)","(13.0, 19.0, 16.666666666666668)","(5.0, 7.2, 6.325)","(5.5, 99999, 99990)"
14-12-2022 19:17:27.730332,"(2.9, 5.4, 5.25)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.857142857142858)","(26.0, 32.0, 26.75)","(14.0, 19.0, 16.666666666666668)","(13.0, 19.0, 16.666666666666668)","(5.0, 7.2, 6.325)","(5.5, 99999, 99990)"
14-12-2022 19:17:28.975456,"(2.9, 5.4, 5.25)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.857142857142858)","(26.0, 32.0, 26.75)","(14.0, 18.0, 15.75)","(13.0, 19.0, 16.666666666666668)","(5.0, 7.2, 6.325)","(5.5, 99999, 99990)"
14-12-2022 19:17:30.359182,"(2.9, 5.0, 4.925)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 13.555555555555555)","(26.0, 32.0, 26.75)","(14.0, 17.5, 16.0)","(13.0, 19.0, 16.666666666666668)","(5.0, 7.2, 6.325)","(5.5, 99999, 99990)"
14-12-2022 19:17:31.637454,"(2.9, 5.0, 4.885714285714286)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 15.5, 13.454545454545455)","(26.0, 32.0, 26.75)","(14.0, 17.0, 15.25)","(13.0, 19.0, 16.666666666666668)","(5.0, 7.2, 6.325)","(5.5, 99999, 99990)"
14-12-2022 19:17:32.944548,"(2.9, 5.0, 4.942857142857143)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 15.5, 14.333333333333334)","(26.0, 32.0, 26.75)","(14.0, 16.5, 15.25)","(13.0, 19.0, 17.4)","(5.0, 7.2, 6.52)","(5.5, 99999, 99990)"
14-12-2022 19:17:34.266937,"(2.9, 4.9, 4.806666666666667)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 15.0, 14.333333333333334)","(26.0, 32.0, 26.75)","(14.0, 16.5, 18.5)","(13.0, 19.0, 15.333333333333334)","(5.0, 7.0, 6.25)","(5.5, 99999, 99990)"
14-12-2022 19:17:35.520797,"(2.9, 4.8, 4.757142857142857)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 15.0, 14.0)","(26.0, 32.0, 26.75)","(14.0, 23.0, 17.5)","(13.0, 19.0, 14.0)","(5.0, 7.0, 6.52)","(5.5, 99999, 99990)"
14-12-2022 19:17:36.807689,"(2.9, 4.6, 4.4799999999999995)","(31.0, 99999, 99990)","(21.0, 26.0, 21.714285714285715)","(4.4, 99999, 99990)","(13.0, 14.5, 14.0)","(26.0, 32.0, 26.75)","(14.0, 21.0, 17.5)","(13.0, 18.5, 14.5)","(5.0, 7.0, 6.52)","(5.5, 99999, 99990)"
14-12-2022 19:17:38.103178,"(3.3, 4.6, 4.4799999999999995)","(31.0, 99999, 99990)","(20.0, 27.0, 23.5)","(4.4, 99999, 99990)","(13.0, 14.5, 14.0)","(26.0, 32.0, 26.75)","(13.0, 21.0, 15.714285714285714)","(13.0, 18.5, 16.0)","(4.8, 7.0, 6.52)","(5.5, 99999, 99990)"
14-12-2022 19:17:39.455585,"(3.3, 4.6, 4.533333333333333)","(31.0, 99999, 99990)","(20.0, 50.0, 28.57142857142857)","(4.4, 99999, 99990)","(13.0, 14.5, 14.0)","(26.0, 32.0, 26.75)","(13.0, 20.0, 16.5)","(13.0, 18.5, 18.0)","(4.8, 7.0, 6.52)","(5.5, 99999, 99990)"
14-12-2022 19:17:40.816043,"(3.3, 4.6, 4.475)","(31.0, 99999, 99990)","(20.0, 44.0, 32.0)","(4.4, 99999, 99990)","(13.0, 15.5, 13.555555555555555)","(26.0, 32.0, 26.75)","(13.0, 19.0, 16.5)","(13.0, 18.5, 17.272727272727273)","(4.8, 7.0, 6.0)","(5.5, 99999, 99990)"
14-12-2022 19:17:42.194494,"(3.3, 5.0, 4.866666666666667)","(31.0, 99999, 99990)","(20.0, 42.0, 26.666666666666668)","(4.4, 99999, 99990)","(13.0, 15.5, 13.454545454545455)","(26.0, 32.0, 26.75)","(13.0, 18.5, 16.25)","(13.0, 18.5, 16.8125)","(4.8, 7.0, 6.0)","(5.5, 99999, 99990)"
14-12-2022 19:17:43.582770,"(3.3, 5.0, 4.993333333333333)","(31.0, 99999, 99990)","(20.0, 40.0, 25.0)","(4.4, 99999, 99990)","(13.0, 15.5, 12.833333333333334)","(26.0, 32.0, 28.5)","(13.0, 18.0, 16.214285714285715)","(13.0, 18.5, 16.8125)","(4.8, 7.0, 6.0)","(5.5, 99999, 99990)"
14-12-2022 19:17:44.946952,"(3.2, 5.0, 4.990909090909091)","(31.0, 99999, 99990)","(20.0, 40.0, 27.2)","(4.4, 99999, 99990)","(13.0, 14.5, 12.2)","(26.0, 32.0, 55.0)","(13.0, 18.0, 15.944444444444445)","(13.0, 18.5, 18.09090909090909)","(5.0, 7.0, 6.1)","(5.5, 99999, 99990)"
14-12-2022 19:17:46.246411,"(3.2, 5.0, 4.249612403100775)","(31.0, 99999, 99990)","(20.0, 38.0, 27.2)","(4.4, 99999, 99990)","(13.0, 14.0, 12.2)","(26.0, 85.0, 55.0)","(13.0, 17.5, 15.944444444444445)","(13.0, 18.5, 18.09090909090909)","(5.0, 7.0, 6.1)","(5.5, 99999, 99990)"
14-12-2022 19:17:47.634581,"(3.2, 5.0, 4.514285714285714)","(31.0, 99999, 99990)","(20.0, 38.0, 30.666666666666664)","(4.4, 99999, 99990)","(13.0, 14.0, 12.75)","(26.0, 85.0, 39.285714285714285)","(13.0, 17.5, 16.25)","(13.0, 18.5, 18.09090909090909)","(5.0, 7.0, 6.1)","(5.5, 99999, 99990)"
14-12-2022 19:17:48.905838,"(3.3, 4.8, 4.618181818181818)","(31.0, 99999, 99990)","(20.0, 36.0, 31.428571428571427)","(4.4, 99999, 99990)","(13.0, 13.5, 12.75)","(26.0, 75.0, 39.285714285714285)","(13.0, 17.0, 17.25)","(13.0, 18.5, 17.166666666666668)","(5.0, 7.0, 5.949999999999999)","(5.5, 99999, 99990)"
14-12-2022 19:17:50.252358,"(3.3, 4.9, 4.720000000000001)","(31.0, 99999, 99990)","(20.0, 36.0, 27.0)","(4.4, 99999, 99990)","(13.0, 13.5, 12.75)","(26.0, 65.0, 40.55555555555556)","(13.0, 19.0, 15.5)","(13.0, 18.5, 18.0)","(5.0, 7.0, 6.066666666666666)","(5.5, 99999, 99990)"
14-12-2022 19:17:51.496325,"(3.2, 4.7, 4.515384615384615)","(31.0, 99999, 99990)","(20.0, 34.0, 28.0)","(4.4, 99999, 99990)","(12.0, 14.5, 12.5)","(26.0, 60.0, 42.85714285714286)","(13.0, 18.5, 15.857142857142858)","(13.0, 18.5, 17.0)","(5.0, 7.0, 6.3)","(5.0, 99999, 99990)"
14-12-2022 19:17:52.727535,"(3.2, 4.7, 4.5)","(31.0, 99999, 99990)","(20.0, 36.0, 27.6)","(4.4, 99999, 99990)","(12.0, 14.0, 12.333333333333334)","(26.0, 50.0, 42.85714285714286)","(13.0, 18.0, 15.857142857142858)","(13.0, 18.5, 17.857142857142858)","(5.0, 7.0, 5.96)","(5.0, 99999, 99990)"
14-12-2022 19:17:53.953527,"(3.2, 4.7, 4.633333333333334)","(31.0, 99999, 99990)","(20.0, 36.0, 27.6)","(4.4, 99999, 99990)","(12.0, 13.5, 12.75)","(26.0, 50.0, 40.625)","(13.0, 17.0, 16.25)","(13.0, 19.0, 16.59090909090909)","(5.0, 7.0, 5.96)","(5.0, 99999, 99990)"
14-12-2022 19:17:55.149163,"(3.2, 4.7, 4.633333333333334)","(31.0, 99999, 99990)","(20.0, 36.0, 27.6)","(4.4, 99999, 99990)","(12.0, 14.5, 12.5)","(26.0, 50.0, 40.625)","(13.0, 17.0, 16.0)","(13.0, 18.5, 15.833333333333334)","(5.0, 7.0, 5.96)","(5.0, 99999, 99990)"
14-12-2022 19:17:56.367253,"(3.2, 4.7, 4.689473684210527)","(31.0, 99999, 99990)","(20.0, 36.0, 27.6)","(4.4, 99999, 99990)","(12.0, 13.5, 12.5)","(26.0, 50.0, 40.625)","(13.0, 19.0, 16.0)","(13.0, 17.5, 16.0)","(5.0, 7.0, 5.96)","(5.0, 99999, 99990)"
14-12-2022 19:17:57.552699,"(3.3, 4.7, 4.688235294117647)","(31.0, 99999, 99990)","(19.0, 36.0, 29.0)","(4.6, 99999, 99990)","(12.0, 13.5, 12.5)","(26.0, 50.0, 40.625)","(13.0, 18.5, 16.38888888888889)","(13.0, 17.0, 17.25)","(5.0, 7.0, 5.96)","(5.0, 99999, 99990)"
14-12-2022 19:17:58.739514,"(3.3, 4.9, 4.855555555555556)","(31.0, 99999, 99990)","(19.0, 36.0, 27.6)","(4.6, 99999, 99990)","(12.0, 13.5, 12.166666666666666)","(26.0, 50.0, 40.625)","(13.0, 17.5, 16.38888888888889)","(13.0, 19.5, 15.5)","(5.0, 7.0, 5.96)","(5.0, 99999, 99990)"
