,Neretva,Wolff Boss,Zumikon,Friscos Image,Spending My Time,Brave Enough,Hamilton Hill,Princess Bojack
07-01-2023 13:22:42.260193,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.7444444444444445)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 71.66666666666667)","(15.0, 20.0, 18.875)","(16.0, 40.0, 37.85714285714286)","(4.0, 4.7, 4.665517241379311)","(2.6, 2.98, 2.969333333333333)"
07-01-2023 13:22:43.477264,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.7444444444444445)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 74.16666666666667)","(15.0, 19.5, 18.454545454545453)","(16.0, 40.0, 37.85714285714286)","(4.0, 4.7, 4.665517241379311)","(2.6, 2.98, 2.969333333333333)"
07-01-2023 13:22:44.773967,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.7444444444444445)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 74.16666666666667)","(15.0, 19.0, 17.833333333333332)","(16.0, 40.0, 37.85714285714286)","(4.0, 4.7, 4.665517241379311)","(2.6, 2.98, 2.969333333333333)"
07-01-2023 13:22:45.997732,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.7444444444444445)","(6.5, 9.6, 9.5375)","(51.0, 75.0, 74.16666666666667)","(15.0, 19.0, 17.833333333333332)","(16.0, 40.0, 37.85714285714286)","(4.0, 4.7, 4.665517241379311)","(2.6, 2.98, 2.953333333333333)"
07-01-2023 13:22:47.392081,"(26.0, 40.0, 39.55555555555556)","(3.9, 4.9, 4.7444444444444445)","(6.5, 9.6, 9.433333333333334)","(51.0, 75.0, 76.15384615384616)","(15.0, 19.0, 17.5)","(16.0, 40.0, 38.588235294117645)","(4.0, 4.7, 4.635483870967742)","(2.6, 2.98, 2.945)"
07-01-2023 13:22:48.645733,"(26.0, 40.0, 38.857142857142854)","(3.9, 4.9, 4.7444444444444445)","(6.5, 9.6, 9.433333333333334)","(51.0, 80.0, 76.15384615384616)","(15.0, 18.5, 17.9375)","(16.0, 40.0, 38.588235294117645)","(4.0, 4.7, 4.635483870967742)","(2.6, 2.98, 2.962222222222222)"
07-01-2023 13:22:49.954114,"(26.0, 40.0, 38.857142857142854)","(3.9, 4.9, 4.7444444444444445)","(6.5, 9.6, 9.35)","(51.0, 80.0, 76.15384615384616)","(15.0, 18.5, 17.9375)","(16.0, 40.0, 38.588235294117645)","(4.0, 4.7, 4.635483870967742)","(2.6, 2.98, 2.962222222222222)"
07-01-2023 13:22:51.516252,"(26.0, 40.0, 38.857142857142854)","(3.9, 4.9, 4.7444444444444445)","(6.5, 9.6, 9.35)","(51.0, 80.0, 86.25)","(15.0, 18.5, 17.9375)","(16.0, 40.0, 38.588235294117645)","(4.0, 4.7, 4.635483870967742)","(2.6, 2.98, 2.962222222222222)"
07-01-2023 13:22:52.900731,"(26.0, 40.0, 38.857142857142854)","(3.9, 4.9, 4.766666666666667)","(6.5, 9.6, 9.35)","(51.0, 90.0, 80.625)","(15.0, 18.5, 17.9375)","(16.0, 40.0, 38.588235294117645)","(4.0, 4.7, 4.635483870967742)","(2.6, 2.98, 2.9685714285714284)"
07-01-2023 13:22:54.297507,"(26.0, 40.0, 38.857142857142854)","(3.9, 4.9, 4.766666666666667)","(6.5, 9.6, 9.35)","(51.0, 90.0, 80.625)","(15.0, 18.5, 17.9375)","(16.0, 40.0, 38.588235294117645)","(4.0, 4.7, 4.635483870967742)","(2.6, 2.98, 2.9685714285714284)"
07-01-2023 13:22:55.459231,"(26.0, 40.0, 38.857142857142854)","(3.9, 4.9, 4.766666666666667)","(6.5, 9.6, 9.35)","(51.0, 90.0, 80.625)","(15.0, 18.5, 17.9375)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.604761904761904)","(2.6, 2.98, 2.9685714285714284)"
07-01-2023 13:22:56.646782,"(26.0, 40.0, 38.857142857142854)","(3.9, 4.9, 4.766666666666667)","(6.5, 9.6, 9.35)","(51.0, 90.0, 80.625)","(15.0, 18.5, 17.9375)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.628571428571428)","(2.6, 2.98, 2.9685714285714284)"
07-01-2023 13:22:57.799686,"(26.0, 40.0, 38.857142857142854)","(3.9, 4.9, 4.766666666666667)","(6.5, 9.6, 9.35)","(51.0, 90.0, 80.625)","(15.0, 18.5, 17.9375)","(16.0, 40.0, 38.4)","(4.0, 4.7, 4.624489795918367)","(2.6, 2.98, 2.9685714285714284)"
07-01-2023 13:22:59.086395,"(26.0, 40.0, 38.0)","(3.9, 4.9, 4.766666666666667)","(6.5, 9.6, 9.35)","(51.0, 90.0, 80.625)","(15.0, 18.5, 17.9375)","(16.0, 40.0, 38.4)","(4.0, 4.8, 4.623529411764705)","(2.6, 2.98, 2.916)"
07-01-2023 13:23:00.371911,"(26.0, 40.0, 38.0)","(3.9, 4.9, 4.78)","(6.5, 9.6, 9.35)","(51.0, 90.0, 80.625)","(15.0, 18.5, 17.9375)","(16.0, 40.0, 38.4)","(4.0, 4.8, 4.6040816326530605)","(2.6, 2.94, 2.9066666666666667)"
07-01-2023 13:23:01.601008,"(26.0, 40.0, 38.0)","(3.9, 4.9, 4.713913043478261)","(6.5, 9.6, 9.225)","(51.0, 90.0, 80.625)","(15.0, 18.5, 17.77777777777778)","(16.0, 40.0, 38.4)","(4.0, 4.8, 4.50521327014218)","(2.6, 2.94, 2.8945454545454545)"
07-01-2023 13:23:02.759252,"(26.0, 40.0, 39.111111111111114)","(3.9, 5.0, 4.727966101694915)","(6.5, 9.6, 9.225)","(51.0, 90.0, 87.5)","(15.0, 20.0, 17.72222222222222)","(16.0, 40.0, 38.714285714285715)","(4.0, 4.6, 4.423529411764706)","(2.6, 2.94, 2.8670588235294114)"
07-01-2023 13:23:03.850513,"(26.0, 50.0, 46.0)","(3.9, 5.0, 4.727966101694915)","(6.5, 9.6, 9.52)","(51.0, 90.0, 87.5)","(15.0, 18.0, 17.6875)","(16.0, 40.0, 38.5)","(4.0, 4.6, 4.423529411764706)","(2.6, 2.9, 2.82)"
07-01-2023 13:23:04.990804,"(26.0, 50.0, 47.23076923076923)","(3.9, 5.4, 5.373333333333334)","(6.5, 9.6, 9.545945945945945)","(51.0, 90.0, 110.0)","(15.0, 18.0, 17.583333333333332)","(16.0, 40.0, 38.5)","(4.0, 4.6, 4.4163265306122454)","(2.6, 2.9, 2.811578947368421)"
07-01-2023 13:23:06.185951,"(26.0, 50.0, 46.0)","(3.9, 5.4, 5.195348837209303)","(6.5, 9.6, 9.545945945945945)","(51.0, 120.0, 98.0)","(15.0, 18.0, 17.583333333333332)","(16.0, 40.0, 47.09090909090909)","(4.0, 4.6, 4.4163265306122454)","(2.6, 2.9, 2.811578947368421)"
07-01-2023 13:23:07.371273,"(26.0, 50.0, 46.0)","(3.9, 5.2, 5.195348837209303)","(6.5, 9.6, 9.545945945945945)","(51.0, 110.0, 95.0)","(15.0, 18.0, 17.583333333333332)","(16.0, 50.0, 41.14285714285714)","(4.0, 4.6, 4.410526315789474)","(2.6, 2.9, 2.8085714285714283)"
07-01-2023 13:23:08.557637,"(26.0, 50.0, 46.0)","(3.9, 5.4, 5.373333333333334)","(6.5, 9.6, 9.488888888888889)","(51.0, 110.0, 95.0)","(15.0, 18.0, 17.5)","(16.0, 48.0, 48.0)","(4.0, 4.6, 4.410526315789474)","(2.6, 2.9, 2.85)"
07-01-2023 13:23:09.750146,"(26.0, 50.0, 42.36363636363636)","(3.9, 5.4, 5.373333333333334)","(6.5, 9.6, 9.488888888888889)","(51.0, 110.0, 95.0)","(15.0, 18.0, 17.5)","(16.0, 60.0, 38.0)","(4.0, 4.6, 4.410526315789474)","(2.6, 2.88, 2.7133333333333334)"
07-01-2023 13:23:10.822255,"(26.0, 50.0, 42.36363636363636)","(3.9, 5.4, 5.373333333333334)","(6.5, 9.6, 9.488888888888889)","(51.0, 110.0, 95.0)","(15.0, 18.0, 17.59090909090909)","(16.0, 40.0, 39.5)","(4.0, 4.6, 4.410101010101011)","(2.6, 2.86, 2.71)"
07-01-2023 13:23:11.938323,"(26.0, 50.0, 40.666666666666664)","(3.9, 5.4, 5.373333333333334)","(6.5, 9.6, 9.447619047619048)","(51.0, 110.0, 89.0)","(15.0, 18.0, 17.59090909090909)","(16.0, 40.0, 39.5)","(4.0, 4.6, 4.410101010101011)","(2.6, 2.86, 2.750909090909091)"
07-01-2023 13:23:13.040531,"(26.0, 48.0, 43.0)","(3.9, 5.4, 5.373333333333334)","(6.5, 9.6, 9.447619047619048)","(51.0, 110.0, 89.0)","(15.0, 18.0, 17.59090909090909)","(16.0, 40.0, 39.5)","(4.0, 4.6, 4.410101010101011)","(2.6, 2.86, 2.750909090909091)"
07-01-2023 13:23:14.306366,"(26.0, 48.0, 43.0)","(3.9, 5.4, 5.373333333333334)","(6.5, 9.6, 9.333333333333332)","(51.0, 110.0, 89.0)","(15.0, 18.0, 16.96153846153846)","(16.0, 40.0, 39.5)","(4.0, 4.6, 4.411764705882353)","(2.6, 2.84, 2.819)"
07-01-2023 13:23:15.461507,"(26.0, 48.0, 40.857142857142854)","(3.9, 5.4, 5.373333333333334)","(6.5, 9.6, 9.333333333333332)","(51.0, 110.0, 89.0)","(15.0, 18.0, 16.96153846153846)","(16.0, 40.0, 39.5)","(4.0, 4.6, 4.411764705882353)","(2.6, 2.84, 2.819)"
07-01-2023 13:23:16.600188,"(26.0, 48.0, 45.72727272727273)","(3.9, 5.4, 5.330769230769231)","(6.5, 9.6, 9.523809523809524)","(51.0, 110.0, 89.0)","(15.0, 18.0, 16.96153846153846)","(16.0, 40.0, 39.84615384615385)","(4.0, 4.6, 4.410526315789474)","(2.6, 2.8, 2.793333333333333)"
07-01-2023 13:23:17.673420,"(26.0, 48.0, 41.333333333333336)","(3.9, 5.5, 5.35)","(6.5, 9.8, 9.533333333333333)","(51.0, 110.0, 90.9090909090909)","(15.0, 18.0, 17.28)","(16.0, 50.0, 50.14285714285714)","(4.0, 4.6, 4.5108910891089105)","(2.6, 2.8, 2.684137931034483)"
07-01-2023 13:23:18.816837,"(26.0, 48.0, 41.333333333333336)","(3.9, 5.5, 5.336363636363636)","(6.5, 9.8, 9.533333333333333)","(51.0, 110.0, 90.9090909090909)","(15.0, 18.0, 17.28)","(16.0, 55.0, 46.57142857142857)","(4.0, 4.6, 4.5108910891089105)","(2.6, 2.8, 2.6890909090909094)"
07-01-2023 13:23:20.113745,"(26.0, 48.0, 44.15384615384615)","(3.9, 5.5, 5.336363636363636)","(6.5, 9.8, 9.533333333333333)","(51.0, 110.0, 90.9090909090909)","(15.0, 18.0, 17.28)","(16.0, 50.0, 44.666666666666664)","(4.0, 4.6, 4.5108910891089105)","(2.6, 2.78, 2.6883333333333335)"
07-01-2023 13:23:21.426611,"(21.0, 48.0, 44.15384615384615)","(3.9, 5.5, 5.336363636363636)","(7.0, 9.8, 9.533333333333333)","(51.0, 110.0, 90.9090909090909)","(15.0, 18.0, 17.73134328358209)","(17.0, 50.0, 44.666666666666664)","(4.0, 4.6, 4.5108910891089105)","(2.6, 2.78, 2.732173913043478)"
07-01-2023 13:23:22.735021,"(21.0, 48.0, 44.15384615384615)","(3.9, 5.5, 5.307142857142857)","(7.0, 9.8, 9.600000000000001)","(51.0, 110.0, 98.88888888888889)","(15.0, 18.0, 17.73134328358209)","(17.0, 50.0, 45.5)","(4.0, 4.6, 4.5108910891089105)","(2.6, 2.78, 2.732173913043478)"
07-01-2023 13:23:23.968107,"(21.0, 48.0, 44.42857142857143)","(3.9, 5.5, 5.275675675675676)","(7.0, 9.8, 9.600000000000001)","(51.0, 110.0, 98.88888888888889)","(15.0, 18.0, 17.4)","(17.0, 50.0, 45.5)","(4.0, 4.6, 4.625)","(2.6, 2.78, 2.7399999999999998)"
07-01-2023 13:23:25.200673,"(21.0, 48.0, 41.75)","(3.9, 5.6, 5.266666666666667)","(7.0, 9.8, 9.577777777777778)","(51.0, 110.0, 98.88888888888889)","(15.0, 17.5, 17.4)","(17.0, 50.0, 45.5)","(4.0, 4.7, 4.618181818181818)","(2.6, 2.78, 2.755)"
07-01-2023 13:23:26.716901,"(21.0, 48.0, 39.666666666666664)","(3.9, 5.6, 5.260869565217392)","(7.0, 9.8, 9.492307692307692)","(51.0, 110.0, 98.88888888888889)","(15.0, 17.5, 17.4)","(17.0, 50.0, 45.5)","(4.0, 4.7, 4.6625)","(2.6, 2.78, 2.704615384615385)"
07-01-2023 13:23:28.006594,"(21.0, 48.0, 40.0)","(3.9, 5.6, 5.260869565217392)","(7.0, 9.8, 9.492307692307692)","(51.0, 110.0, 98.88888888888889)","(15.0, 17.5, 17.4)","(17.0, 50.0, 45.5)","(4.0, 4.7, 4.6625)","(2.6, 2.76, 2.7070588235294117)"
07-01-2023 13:23:29.371662,"(21.0, 46.0, 44.18181818181818)","(3.9, 5.6, 5.260869565217392)","(7.0, 9.8, 9.533333333333333)","(51.0, 110.0, 98.88888888888889)","(15.0, 17.5, 18.8)","(17.0, 50.0, 47.6)","(4.0, 4.7, 4.627777777777777)","(2.6, 2.76, 2.662325581395349)"
07-01-2023 13:23:30.654964,"(21.0, 55.0, 44.18181818181818)","(3.9, 5.6, 5.260869565217392)","(7.0, 9.8, 9.329411764705883)","(51.0, 110.0, 98.88888888888889)","(15.0, 19.5, 18.676470588235293)","(17.0, 50.0, 47.6)","(4.0, 4.7, 4.627777777777777)","(2.6, 2.76, 2.6914285714285717)"
07-01-2023 13:23:31.894933,"(21.0, 50.0, 46.0)","(3.9, 5.6, 5.260869565217392)","(7.0, 9.8, 9.266666666666667)","(51.0, 110.0, 98.88888888888889)","(15.0, 19.5, 19.022727272727273)","(17.0, 50.0, 47.6)","(4.0, 4.7, 4.627777777777777)","(2.6, 2.76, 2.7150000000000003)"
07-01-2023 13:23:33.098547,"(21.0, 48.0, 44.666666666666664)","(3.9, 5.6, 5.260869565217392)","(7.0, 9.8, 9.266666666666667)","(51.0, 110.0, 97.5)","(15.0, 19.5, 19.022727272727273)","(17.0, 50.0, 47.6)","(4.0, 4.7, 4.627777777777777)","(2.6, 2.74, 2.6947368421052635)"
07-01-2023 13:23:34.248147,"(21.0, 48.0, 44.666666666666664)","(3.9, 5.6, 5.260869565217392)","(7.0, 9.8, 9.266666666666667)","(51.0, 110.0, 97.5)","(15.0, 19.5, 19.022727272727273)","(17.0, 50.0, 47.6)","(4.0, 4.7, 4.627777777777777)","(2.6, 2.72, 2.695555555555556)"
07-01-2023 13:23:35.334962,"(21.0, 48.0, 44.666666666666664)","(3.9, 5.5, 5.390909090909091)","(7.0, 9.6, 9.381818181818181)","(51.0, 110.0, 97.5)","(15.0, 19.0, 18.0)","(17.0, 50.0, 45.2)","(4.0, 4.7, 4.627777777777777)","(2.6, 2.72, 2.695555555555556)"
07-01-2023 13:23:36.377008,"(21.0, 48.0, 44.666666666666664)","(3.9, 5.5, 5.35)","(7.0, 9.6, 9.2625)","(51.0, 110.0, 97.5)","(15.0, 19.0, 18.11111111111111)","(17.0, 50.0, 47.0)","(4.0, 4.7, 4.627777777777777)","(2.6, 2.78, 2.690909090909091)"
07-01-2023 13:23:37.572809,"(21.0, 48.0, 44.666666666666664)","(3.9, 5.5, 5.35)","(7.0, 9.6, 9.2625)","(51.0, 110.0, 97.5)","(15.0, 19.0, 18.17948717948718)","(17.0, 50.0, 47.0)","(4.0, 4.7, 4.627777777777777)","(2.6, 2.74, 2.714857142857143)"
07-01-2023 13:23:38.783780,"(26.0, 48.0, 44.666666666666664)","(3.9, 5.5, 5.35)","(6.5, 9.6, 9.2625)","(51.0, 110.0, 97.5)","(15.0, 19.0, 17.613636363636363)","(16.0, 50.0, 45.2)","(4.0, 4.7, 4.627777777777777)","(2.6, 2.72, 2.702666666666667)"
07-01-2023 13:23:40.094650,"(26.0, 48.0, 44.666666666666664)","(3.9, 5.4, 5.253846153846154)","(6.5, 9.6, 9.15)","(51.0, 110.0, 97.5)","(15.0, 18.5, 17.272727272727273)","(16.0, 50.0, 44.0)","(4.0, 4.7, 4.623809523809523)","(2.6, 2.72, 2.689538461538462)"
07-01-2023 13:23:41.468805,"(26.0, 48.0, 44.666666666666664)","(3.9, 5.3, 5.226923076923077)","(6.5, 9.6, 9.456)","(51.0, 110.0, 97.5)","(15.0, 18.5, 17.46153846153846)","(16.0, 50.0, 44.0)","(4.0, 4.7, 4.623809523809523)","(2.6, 2.72, 2.689538461538462)"
07-01-2023 13:23:42.750477,"(26.0, 55.0, 42.0)","(3.9, 5.3, 5.226923076923077)","(6.5, 9.6, 9.481967213114753)","(51.0, 110.0, 98.88888888888889)","(15.0, 18.0, 17.6)","(16.0, 50.0, 47.23076923076923)","(4.0, 4.7, 4.616129032258065)","(2.6, 2.72, 2.6813333333333333)"
07-01-2023 13:23:44.047295,"(26.0, 55.0, 41.77777777777778)","(3.9, 5.3, 5.241463414634146)","(6.5, 9.6, 9.24)","(51.0, 110.0, 98.88888888888889)","(15.0, 18.0, 17.11111111111111)","(16.0, 50.0, 45.5)","(4.0, 4.7, 4.616129032258065)","(2.6, 2.7, 2.6897674418604653)"
07-01-2023 13:23:45.300501,"(26.0, 55.0, 42.0)","(3.9, 5.3, 5.241463414634146)","(6.5, 9.6, 9.24)","(51.0, 110.0, 98.88888888888889)","(15.0, 18.0, 18.954545454545453)","(16.0, 50.0, 46.57142857142857)","(4.0, 4.7, 4.617241379310345)","(2.6, 2.7, 2.687826086956522)"
07-01-2023 13:23:46.545084,"(26.0, 55.0, 42.0)","(3.9, 5.3, 5.2425)","(6.5, 9.8, 9.2)","(51.0, 110.0, 98.88888888888889)","(15.0, 19.5, 17.571428571428573)","(16.0, 50.0, 48.0)","(4.0, 4.7, 4.618518518518519)","(2.6, 2.7, 2.6929411764705886)"
07-01-2023 13:23:47.796748,"(26.0, 55.0, 42.0)","(3.9, 5.3, 5.2425)","(6.5, 9.8, 9.2)","(51.0, 110.0, 98.88888888888889)","(15.0, 18.0, 17.571428571428573)","(16.0, 50.0, 48.0)","(4.0, 4.7, 4.618518518518519)","(2.6, 2.7, 2.6929411764705886)"
07-01-2023 13:23:49.007478,"(26.0, 55.0, 42.0)","(3.9, 5.3, 5.2425)","(6.5, 9.8, 9.266666666666667)","(51.0, 110.0, 101.66666666666667)","(15.0, 18.0, 17.15)","(16.0, 50.0, 46.57142857142857)","(4.0, 4.7, 4.618518518518519)","(2.6, 2.7, 2.678666666666667)"
07-01-2023 13:23:50.181465,"(26.0, 55.0, 42.25)","(3.9, 5.3, 5.2425)","(6.5, 9.8, 9.266666666666667)","(51.0, 110.0, 101.66666666666667)","(15.0, 18.5, 17.5)","(16.0, 50.0, 46.57142857142857)","(4.0, 4.7, 4.618518518518519)","(2.6, 2.68, 2.678909090909091)"
07-01-2023 13:23:51.357018,"(26.0, 55.0, 42.25)","(3.9, 5.3, 5.359375)","(6.5, 9.8, 9.416)","(51.0, 110.0, 101.66666666666667)","(15.0, 19.0, 17.5)","(17.0, 50.0, 46.57142857142857)","(4.0, 4.7, 4.618518518518519)","(2.5, 2.68, 2.678909090909091)"
07-01-2023 13:23:52.481961,"(26.0, 55.0, 42.25)","(3.9, 5.5, 5.395)","(6.5, 9.8, 9.615384615384617)","(51.0, 110.0, 101.66666666666667)","(15.0, 19.0, 17.5)","(17.0, 50.0, 46.57142857142857)","(4.0, 4.7, 4.618518518518519)","(2.5, 2.68, 2.6782608695652175)"
07-01-2023 13:23:53.723583,"(26.0, 55.0, 42.25)","(3.9, 5.5, 5.441860465116279)","(6.5, 9.8, 9.454545454545453)","(51.0, 110.0, 95.71428571428572)","(15.0, 19.0, 18.823529411764707)","(17.0, 50.0, 45.2)","(4.0, 4.7, 4.629411764705882)","(2.5, 2.68, 2.6766666666666667)"
07-01-2023 13:23:54.874873,"(26.0, 55.0, 42.04761904761905)","(3.9, 5.6, 5.441860465116279)","(6.5, 9.6, 9.424999999999999)","(51.0, 110.0, 95.71428571428572)","(15.0, 19.0, 17.625)","(17.0, 50.0, 45.2)","(4.0, 4.7, 4.629411764705882)","(2.5, 2.7, 2.6886486486486487)"
07-01-2023 13:23:56.082794,"(26.0, 55.0, 42.25)","(3.9, 5.6, 5.460869565217392)","(6.5, 9.6, 9.424999999999999)","(51.0, 110.0, 95.71428571428572)","(15.0, 18.5, 17.625)","(17.0, 50.0, 47.142857142857146)","(4.0, 4.7, 4.6119047619047615)","(2.5, 2.7, 2.678297872340426)"
07-01-2023 13:23:57.346457,"(26.0, 55.0, 42.25)","(4.2, 5.6, 5.466666666666667)","(7.0, 9.6, 9.492307692307692)","(51.0, 110.0, 95.71428571428572)","(15.0, 18.5, 18.28846153846154)","(18.0, 50.0, 47.77777777777778)","(4.0, 4.8, 4.609803921568627)","(2.5, 2.7, 2.682857142857143)"
07-01-2023 13:23:58.541407,"(26.0, 55.0, 42.25)","(4.2, 5.6, 5.466666666666667)","(7.0, 9.6, 9.492307692307692)","(51.0, 110.0, 95.71428571428572)","(15.0, 18.5, 18.833333333333332)","(18.0, 50.0, 48.18181818181818)","(4.0, 4.8, 4.615151515151515)","(2.5, 2.7, 2.633658536585366)"
07-01-2023 13:23:59.722071,"(26.0, 55.0, 42.25)","(4.2, 5.6, 5.466666666666667)","(7.0, 9.6, 9.483333333333333)","(51.0, 110.0, 94.375)","(15.0, 19.5, 18.115384615384617)","(18.0, 50.0, 48.095238095238095)","(4.0, 4.8, 4.590361445783133)","(2.5, 2.64, 2.6445454545454545)"
07-01-2023 13:24:00.932424,"(26.0, 55.0, 41.578947368421055)","(4.2, 5.6, 5.636842105263158)","(7.0, 9.6, 9.419354838709676)","(51.0, 110.0, 94.375)","(15.0, 19.5, 18.068181818181817)","(18.0, 50.0, 47.77777777777778)","(4.0, 4.8, 4.659090909090909)","(2.5, 2.68, 2.6316129032258067)"
07-01-2023 13:24:02.263691,"(26.0, 50.0, 44.0)","(4.2, 5.7, 5.636842105263158)","(7.0, 9.6, 9.419354838709676)","(51.0, 110.0, 96.25)","(15.0, 19.5, 18.068181818181817)","(18.0, 50.0, 47.77777777777778)","(4.0, 4.7, 4.659090909090909)","(2.5, 2.66, 2.6404444444444444)"
07-01-2023 13:24:03.640751,"(26.0, 46.0, 40.666666666666664)","(4.2, 5.7, 5.592307692307692)","(7.0, 9.6, 9.333333333333332)","(51.0, 100.0, 96.25)","(15.0, 19.5, 18.068181818181817)","(18.0, 50.0, 47.77777777777778)","(4.0, 4.7, 4.409375000000001)","(2.5, 2.66, 2.6531914893617023)"
07-01-2023 13:24:05.035102,"(26.0, 46.0, 40.666666666666664)","(4.2, 5.7, 5.566666666666666)","(7.0, 9.6, 9.766666666666667)","(51.0, 100.0, 96.25)","(15.0, 19.5, 17.40740740740741)","(18.0, 50.0, 46.666666666666664)","(4.0, 4.5, 4.408227848101266)","(2.5, 2.68, 2.634426229508197)"
07-01-2023 13:24:06.380631,"(26.0, 46.0, 49.320754716981135)","(4.2, 5.7, 5.566666666666666)","(7.0, 9.8, 9.766666666666667)","(51.0, 100.0, 96.25)","(15.0, 18.0, 17.304347826086957)","(18.0, 50.0, 46.666666666666664)","(4.0, 4.5, 4.408227848101266)","(2.5, 2.7, 2.6495238095238096)"
07-01-2023 13:24:07.875626,"(26.0, 50.0, 49.320754716981135)","(4.2, 5.7, 5.566666666666666)","(7.0, 9.8, 9.766666666666667)","(51.0, 100.0, 96.25)","(15.0, 18.0, 17.25925925925926)","(18.0, 50.0, 45.2)","(4.0, 4.5, 4.408227848101266)","(2.5, 2.68, 2.663529411764706)"
07-01-2023 13:24:09.067492,"(26.0, 50.0, 49.320754716981135)","(4.2, 5.7, 5.566666666666666)","(7.0, 9.8, 9.748201438848922)","(51.0, 100.0, 96.25)","(15.0, 18.0, 17.083333333333332)","(18.0, 50.0, 45.2)","(4.0, 4.5, 4.401863354037268)","(2.5, 2.68, 2.670967741935484)"
07-01-2023 13:24:10.323510,"(26.0, 50.0, 48.526315789473685)","(4.2, 5.7, 5.58)","(7.0, 9.8, 9.752317880794703)","(61.0, 100.0, 98.33333333333333)","(15.0, 18.0, 17.083333333333332)","(19.0, 50.0, 46.57142857142857)","(4.0, 4.5, 4.401754385964913)","(2.45, 2.7, 2.6742857142857144)"
07-01-2023 13:24:11.407951,"(26.0, 50.0, 48.57627118644068)","(4.2, 5.7, 5.605263157894737)","(7.0, 9.8, 9.752317880794703)","(61.0, 100.0, 98.33333333333333)","(15.0, 18.0, 17.083333333333332)","(19.0, 50.0, 45.0)","(4.0, 4.5, 4.401754385964913)","(2.45, 2.7, 2.678181818181818)"
07-01-2023 13:24:12.527936,"(26.0, 50.0, 43.63636363636363)","(4.2, 5.7, 5.658333333333333)","(7.0, 9.8, 9.608543689320388)","(61.0, 100.0, 101.66666666666667)","(15.0, 18.0, 17.083333333333332)","(19.0, 50.0, 45.0)","(4.0, 4.5, 4.407602339181287)","(2.45, 2.7, 2.6253164556962028)"
07-01-2023 13:24:13.682459,"(26.0, 50.0, 45.0)","(4.2, 5.7, 5.658333333333333)","(7.0, 10.0, 9.608543689320388)","(61.0, 110.0, 101.66666666666667)","(15.0, 18.0, 17.083333333333332)","(19.0, 50.0, 45.0)","(4.0, 4.5, 4.407602339181287)","(2.45, 2.64, 2.6253164556962028)"
07-01-2023 13:24:14.899645,"(26.0, 50.0, 46.0)","(4.2, 5.7, 5.658333333333333)","(7.0, 10.0, 9.608543689320388)","(61.0, 110.0, 95.71428571428572)","(15.0, 18.0, 17.266666666666666)","(19.0, 50.0, 45.0)","(4.0, 4.5, 4.407602339181287)","(2.45, 2.62, 2.6125806451612905)"
07-01-2023 13:24:16.141925,"(26.0, 50.0, 46.0)","(4.2, 5.7, 5.63)","(7.0, 10.0, 9.608543689320388)","(61.0, 110.0, 95.71428571428572)","(15.0, 18.0, 17.266666666666666)","(19.0, 50.0, 45.0)","(4.0, 4.5, 4.407602339181287)","(2.45, 2.62, 2.611641791044776)"
07-01-2023 13:24:17.400689,"(26.0, 50.0, 46.0)","(4.2, 5.7, 5.63)","(7.0, 10.0, 9.608543689320388)","(61.0, 110.0, 102.85714285714286)","(15.0, 18.0, 17.41566265060241)","(19.0, 50.0, 45.0)","(4.0, 4.5, 4.407738095238096)","(2.45, 2.62, 2.618235294117647)"
07-01-2023 13:24:18.620730,"(26.0, 50.0, 46.0)","(4.2, 5.7, 5.4340909090909095)","(7.0, 10.0, 9.608576998050681)","(61.0, 110.0, 101.42857142857143)","(15.0, 18.5, 17.195652173913043)","(19.0, 50.0, 46.666666666666664)","(4.0, 4.5, 4.45925925925926)","(2.45, 2.62, 2.6212244897959183)"
07-01-2023 13:24:19.833686,"(26.0, 50.0, 46.0)","(4.2, 5.6, 5.470588235294118)","(7.0, 10.0, 9.608576998050681)","(61.0, 110.0, 98.0)","(15.0, 18.5, 17.863636363636363)","(19.0, 50.0, 46.0)","(4.0, 4.5, 4.45925925925926)","(2.45, 2.64, 2.6254736842105264)"
07-01-2023 13:24:21.008980,"(26.0, 50.0, 46.0)","(4.2, 5.6, 5.503448275862069)","(7.0, 10.0, 9.608576998050681)","(61.0, 110.0, 98.0)","(15.0, 18.0, 17.833333333333332)","(19.0, 50.0, 48.5)","(4.0, 4.5, 4.464)","(2.45, 2.64, 2.632962962962963)"
07-01-2023 13:24:22.098164,"(26.0, 50.0, 46.0)","(4.2, 5.6, 5.528205128205128)","(7.0, 10.0, 9.608576998050681)","(61.0, 110.0, 98.0)","(15.0, 18.0, 17.833333333333332)","(19.0, 55.0, 48.5)","(4.0, 4.5, 4.464)","(2.45, 2.64, 2.631186440677966)"
