,Magic Tale,Mine Master,Alvin Rose,Casino Rose,Psychotic Babe,Sort Of Sublime,Wickham
11-01-2023 12:30:42.228932,"(2.2, 2.94, 2.3000000000000003)","(11.0, 22.0, 15.9)","(3.5, 6.2, 4.75)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.7)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:43.312674,"(2.2, 2.94, 2.3000000000000003)","(11.0, 22.0, 15.9)","(3.5, 6.2, 4.75)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 4.7)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:44.513662,"(2.2, 2.94, 2.3000000000000003)","(11.0, 22.0, 15.9)","(3.5, 6.2, 4.75)","(31.0, 120.0, 53.57142857142857)","(3.1, 5.4, 3.9615384615384617)","(17.0, 60.0, 24.166666666666668)","(31.0, 130.0, 87.08333333333334)"
11-01-2023 12:30:45.777333,"(2.2, 2.94, 2.3000000000000003)","(11.0, 22.0, 15.9)","(3.5, 6.2, 4.75)","(31.0, 120.0, 53.57142857142857)","(3.1, 4.5, 5.170588235294117)","(17.0, 60.0, 31.333333333333336)","(31.0, 130.0, 47.36363636363636)"
11-01-2023 12:30:46.895886,"(2.2, 2.94, 2.4733333333333336)","(11.0, 22.0, 20.257142857142856)","(3.5, 6.2, 4.75)","(31.0, 120.0, 64.2)","(3.1, 5.3, 5.170588235294117)","(17.0, 60.0, 31.333333333333336)","(31.0, 130.0, 47.36363636363636)"
11-01-2023 12:30:48.069508,"(2.2, 2.94, 2.5092307692307694)","(11.0, 22.0, 20.257142857142856)","(3.5, 6.2, 4.75)","(31.0, 120.0, 64.2)","(3.1, 5.3, 5.170588235294117)","(17.0, 60.0, 31.333333333333336)","(31.0, 130.0, 47.36363636363636)"
11-01-2023 12:30:49.294450,"(2.2, 2.94, 2.5092307692307694)","(11.0, 22.0, 20.257142857142856)","(3.5, 6.2, 4.379069767441861)","(31.0, 120.0, 64.2)","(3.1, 5.3, 5.170588235294117)","(17.0, 60.0, 31.333333333333336)","(31.0, 130.0, 47.36363636363636)"
11-01-2023 12:30:50.474951,"(2.2, 2.94, 2.5986666666666665)","(11.0, 22.0, 20.257142857142856)","(3.5, 6.2, 4.379069767441861)","(31.0, 120.0, 64.2)","(3.1, 5.3, 5.170588235294117)","(17.0, 60.0, 31.333333333333336)","(31.0, 130.0, 47.36363636363636)"
11-01-2023 12:30:51.647772,"(2.2, 2.94, 2.489090909090909)","(11.0, 22.0, 20.257142857142856)","(3.5, 6.2, 4.379069767441861)","(31.0, 120.0, 64.2)","(3.1, 5.3, 5.170588235294117)","(17.0, 60.0, 31.333333333333336)","(31.0, 130.0, 47.36363636363636)"
11-01-2023 12:30:52.860472,"(2.2, 2.94, 2.489090909090909)","(11.0, 22.0, 20.257142857142856)","(3.5, 6.2, 4.226923076923077)","(31.0, 120.0, 64.2)","(3.1, 5.3, 5.170588235294117)","(17.0, 60.0, 31.333333333333336)","(31.0, 130.0, 55.0)"
11-01-2023 12:30:54.070369,"(2.2, 2.94, 2.489090909090909)","(11.0, 22.0, 20.257142857142856)","(3.5, 6.2, 3.761290322580645)","(31.0, 120.0, 51.75)","(3.1, 5.3, 5.170588235294117)","(17.0, 60.0, 31.333333333333336)","(31.0, 130.0, 41.8)"
11-01-2023 12:30:55.289316,"(2.2, 2.94, 2.489090909090909)","(11.0, 22.0, 20.257142857142856)","(3.5, 6.2, 3.6307692307692307)","(31.0, 120.0, 39.0)","(3.1, 5.3, 5.170588235294117)","(17.0, 60.0, 31.333333333333336)","(31.0, 130.0, 41.8)"
11-01-2023 12:30:56.412364,"(2.2, 2.94, 2.5266666666666664)","(11.0, 22.0, 20.257142857142856)","(3.5, 4.0, 3.6307692307692307)","(31.0, 120.0, 39.0)","(3.1, 5.3, 5.170588235294117)","(17.0, 60.0, 31.333333333333336)","(31.0, 130.0, 41.8)"
11-01-2023 12:30:57.489173,"(2.2, 2.94, 2.5266666666666664)","(11.0, 22.0, 20.257142857142856)","(3.5, 4.0, 3.6307692307692307)","(31.0, 120.0, 39.0)","(3.1, 5.3, 5.170588235294117)","(17.0, 60.0, 31.333333333333336)","(31.0, 130.0, 41.8)"
11-01-2023 12:30:58.487761,"(2.2, 2.94, 2.5266666666666664)","(11.0, 22.0, 20.257142857142856)","(3.5, 4.0, 3.6307692307692307)","(31.0, 120.0, 39.0)","(3.1, 5.3, 5.170588235294117)","(17.0, 60.0, 31.333333333333336)","(31.0, 130.0, 41.8)"
11-01-2023 12:30:59.488937,"(2.2, 2.94, 2.5266666666666664)","(11.0, 22.0, 20.257142857142856)","(3.5, 4.0, 3.8)","(31.0, 120.0, 39.0)","(3.1, 5.3, 5.170588235294117)","(17.0, 60.0, 31.333333333333336)","(31.0, 130.0, 41.8)"
11-01-2023 12:31:00.529342,"(2.2, 2.94, 2.5266666666666664)","(11.0, 22.0, 20.257142857142856)","(3.5, 4.0, 3.7454545454545456)","(31.0, 120.0, 39.0)","(3.1, 5.3, 5.170588235294117)","(17.0, 60.0, 31.333333333333336)","(31.0, 130.0, 41.8)"
11-01-2023 12:31:01.631097,"(2.2, 2.94, 2.5266666666666664)","(11.0, 22.0, 20.257142857142856)","(3.5, 4.0, 3.8133333333333335)","(31.0, 120.0, 52.5)","(3.1, 5.3, 4.4399999999999995)","(17.0, 60.0, 29.090909090909093)","(31.0, 130.0, 41.8)"
11-01-2023 12:31:02.734866,"(2.2, 2.94, 2.5953846153846154)","(11.0, 22.0, 19.288888888888888)","(3.5, 4.0, 3.8133333333333335)","(31.0, 120.0, 52.5)","(3.1, 5.3, 3.8)","(17.0, 60.0, 29.454545454545453)","(31.0, 130.0, 41.8)"
11-01-2023 12:31:03.859724,"(2.2, 2.94, 2.5953846153846154)","(11.0, 22.0, 18.0)","(3.5, 4.0, 3.8133333333333335)","(31.0, 120.0, 52.5)","(3.1, 5.3, 4.40625)","(17.0, 60.0, 26.8)","(31.0, 130.0, 49.81818181818181)"
11-01-2023 12:31:04.973336,"(2.2, 2.9, 2.5038095238095237)","(11.0, 22.0, 19.7)","(3.5, 4.0, 3.8133333333333335)","(31.0, 120.0, 52.5)","(3.1, 5.1, 4.40625)","(17.0, 60.0, 26.8)","(31.0, 130.0, 49.81818181818181)"
11-01-2023 12:31:06.057466,"(2.2, 2.9, 2.5038095238095237)","(11.0, 22.0, 20.083333333333336)","(3.5, 4.0, 3.8133333333333335)","(31.0, 120.0, 62.142857142857146)","(3.1, 5.1, 4.15)","(17.0, 60.0, 26.8)","(31.0, 130.0, 67.0)"
11-01-2023 12:31:07.079807,"(2.2, 2.9, 2.5038095238095237)","(11.0, 22.0, 20.72222222222222)","(3.5, 4.0, 3.8133333333333335)","(31.0, 120.0, 46.36363636363636)","(3.1, 5.0, 3.609090909090909)","(17.0, 60.0, 30.18181818181818)","(31.0, 130.0, 67.0)"
11-01-2023 12:31:08.218237,"(2.2, 2.9, 2.5038095238095237)","(11.0, 22.0, 14.8125)","(3.5, 4.0, 3.8285714285714287)","(31.0, 120.0, 68.4)","(3.1, 5.0, 4.5)","(17.0, 60.0, 27.6)","(31.0, 130.0, 62.15384615384615)"
11-01-2023 12:31:09.292454,"(2.2, 2.9, 2.5038095238095237)","(11.0, 22.0, 17.6)","(3.5, 4.0, 3.8333333333333335)","(31.0, 120.0, 91.75)","(3.1, 4.9, 3.730769230769231)","(17.0, 60.0, 24.444444444444443)","(31.0, 130.0, 62.15384615384615)"
11-01-2023 12:31:10.393361,"(2.2, 2.9, 2.5495238095238095)","(11.0, 21.0, 15.333333333333334)","(3.5, 4.0, 3.84)","(31.0, 100.0, 91.75)","(3.1, 5.0, 3.730769230769231)","(17.0, 60.0, 24.444444444444443)","(31.0, 130.0, 94.4)"
11-01-2023 12:31:11.547077,"(2.2, 2.9, 2.5495238095238095)","(11.0, 21.0, 15.333333333333334)","(3.5, 4.0, 3.8333333333333335)","(31.0, 100.0, 91.75)","(3.1, 5.0, 4.22)","(17.0, 60.0, 23.88888888888889)","(31.0, 110.0, 94.4)"
11-01-2023 12:31:12.627149,"(2.2, 2.88, 2.7333333333333334)","(11.0, 21.0, 15.333333333333334)","(3.5, 4.0, 3.8333333333333335)","(31.0, 100.0, 72.5)","(3.1, 4.8, 4.199999999999999)","(17.0, 55.0, 21.060606060606062)","(31.0, 110.0, 66.66666666666666)"
11-01-2023 12:31:13.690817,"(2.2, 2.88, 2.5125)","(11.0, 21.0, 15.333333333333334)","(3.5, 3.95, 3.8833333333333333)","(31.0, 100.0, 62.46666666666667)","(3.1, 4.8, 4.466666666666667)","(17.0, 55.0, 26.0)","(31.0, 110.0, 36.888888888888886)"
11-01-2023 12:31:14.714855,"(2.2, 2.88, 2.5125)","(11.0, 21.0, 15.333333333333334)","(3.5, 3.95, 3.894444444444445)","(31.0, 95.0, 58.5)","(3.1, 4.8, 4.536363636363636)","(17.0, 50.0, 26.0)","(31.0, 100.0, 36.666666666666664)"
11-01-2023 12:31:15.758630,"(2.2, 2.88, 2.5125)","(11.0, 21.0, 18.333333333333332)","(3.5, 4.0, 3.84)","(31.0, 90.0, 58.5)","(3.1, 4.8, 4.477777777777778)","(17.0, 50.0, 35.0)","(31.0, 38.0, 36.0)"
11-01-2023 12:31:16.819513,"(2.2, 2.88, 2.5125)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.0, 3.84)","(31.0, 90.0, 58.5)","(3.1, 4.8, 4.333333333333333)","(17.0, 50.0, 35.0)","(31.0, 38.0, 36.0)"
11-01-2023 12:31:17.928220,"(2.2, 2.88, 2.6466666666666665)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.0, 3.84)","(31.0, 90.0, 58.5)","(3.1, 4.8, 4.3999999999999995)","(17.0, 50.0, 35.0)","(31.0, 38.0, 64.0)"
11-01-2023 12:31:19.093315,"(2.2, 2.88, 2.6466666666666665)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.0, 3.84)","(31.0, 90.0, 58.5)","(3.1, 4.8, 4.3999999999999995)","(17.0, 50.0, 35.0)","(31.0, 80.0, 51.2)"
11-01-2023 12:31:20.285928,"(2.2, 2.88, 2.6466666666666665)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.0, 3.84)","(31.0, 90.0, 58.5)","(3.1, 4.8, 4.075)","(17.0, 50.0, 35.0)","(31.0, 80.0, 60.66666666666667)"
11-01-2023 12:31:21.401110,"(2.2, 2.9, 2.7)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.0, 3.7818181818181817)","(31.0, 90.0, 58.5)","(3.1, 4.7, 4.075)","(17.0, 50.0, 35.0)","(31.0, 75.0, 52.0)"
11-01-2023 12:31:22.529995,"(2.2, 2.9, 2.7)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.0, 3.95)","(31.0, 90.0, 58.5)","(3.1, 4.7, 4.075)","(17.0, 50.0, 35.0)","(31.0, 75.0, 63.75)"
11-01-2023 12:31:23.646106,"(2.2, 2.9, 2.7)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.2, 3.9916666666666667)","(31.0, 90.0, 58.5)","(3.1, 4.7, 4.075)","(17.0, 50.0, 35.0)","(31.0, 75.0, 63.75)"
11-01-2023 12:31:24.734958,"(2.2, 2.9, 2.7016666666666667)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.2, 3.9916666666666667)","(31.0, 90.0, 58.5)","(3.1, 4.7, 4.0)","(17.0, 50.0, 35.0)","(31.0, 75.0, 68.85714285714286)"
11-01-2023 12:31:25.821070,"(2.2, 2.9, 2.7016666666666667)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.2, 4.0055555555555555)","(31.0, 90.0, 58.5)","(3.1, 4.7, 4.0)","(17.0, 50.0, 35.0)","(31.0, 75.0, 68.85714285714286)"
11-01-2023 12:31:26.959306,"(2.2, 2.9, 2.7016666666666667)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.2, 4.117647058823529)","(31.0, 90.0, 58.5)","(3.1, 4.7, 4.0)","(17.0, 50.0, 35.0)","(31.0, 75.0, 68.85714285714286)"
11-01-2023 12:31:28.114774,"(2.25, 2.9, 2.7016666666666667)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.2, 4.214285714285714)","(31.0, 90.0, 58.5)","(3.1, 4.7, 4.0)","(17.0, 50.0, 35.0)","(31.0, 75.0, 68.85714285714286)"
11-01-2023 12:31:29.254447,"(2.25, 2.9, 2.7016666666666667)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.3, 4.159259259259259)","(31.0, 90.0, 58.5)","(3.1, 4.7, 4.0)","(17.0, 50.0, 35.0)","(31.0, 75.0, 54.15384615384615)"
11-01-2023 12:31:30.421409,"(2.25, 2.9, 2.7016666666666667)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.5, 4.35)","(31.0, 90.0, 58.5)","(3.1, 4.7, 4.0)","(17.0, 50.0, 35.0)","(31.0, 80.0, 54.15384615384615)"
11-01-2023 12:31:31.578320,"(2.25, 2.9, 2.7133333333333334)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.6, 4.34)","(31.0, 90.0, 78.625)","(3.1, 4.7, 4.0)","(17.0, 50.0, 35.0)","(31.0, 80.0, 54.15384615384615)"
11-01-2023 12:31:32.649762,"(2.25, 2.9, 2.7133333333333334)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.4, 4.34)","(31.0, 85.0, 78.625)","(3.1, 4.7, 4.0)","(17.0, 50.0, 24.0)","(31.0, 80.0, 47.8)"
11-01-2023 12:31:33.851365,"(2.25, 2.9, 2.7133333333333334)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.4, 4.35)","(31.0, 85.0, 78.625)","(3.1, 4.7, 4.2975)","(17.0, 48.0, 33.0)","(31.0, 80.0, 52.4)"
11-01-2023 12:31:35.008943,"(2.25, 2.9, 2.7133333333333334)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.6, 4.35)","(31.0, 85.0, 78.625)","(3.1, 4.7, 3.8857142857142857)","(17.0, 46.0, 33.0)","(31.0, 80.0, 52.4)"
11-01-2023 12:31:36.218869,"(2.25, 2.9, 2.7133333333333334)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.6, 4.433333333333334)","(31.0, 85.0, 78.625)","(3.1, 4.6, 4.05)","(17.0, 46.0, 33.0)","(31.0, 80.0, 50.72727272727273)"
11-01-2023 12:31:37.614209,"(2.25, 2.88, 2.6514285714285712)","(11.0, 21.0, 16.625)","(3.5, 4.5, 4.377777777777777)","(31.0, 85.0, 61.46153846153846)","(3.1, 4.5, 4.082142857142857)","(17.0, 46.0, 25.166666666666668)","(31.0, 80.0, 59.625)"
11-01-2023 12:31:38.851654,"(2.25, 2.88, 2.6905882352941175)","(11.0, 21.0, 16.625)","(3.5, 4.6, 4.377777777777777)","(31.0, 85.0, 57.0)","(3.1, 4.5, 4.082142857142857)","(17.0, 46.0, 31.5)","(31.0, 75.0, 59.833333333333336)"
11-01-2023 12:31:40.121214,"(2.25, 2.86, 2.6905882352941175)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.6, 4.35)","(31.0, 80.0, 55.46666666666667)","(3.1, 4.5, 4.171428571428572)","(17.0, 42.0, 25.75)","(31.0, 65.0, 59.833333333333336)"
11-01-2023 12:31:41.235903,"(2.25, 2.86, 2.6866666666666665)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.6, 4.35)","(31.0, 80.0, 55.46666666666667)","(3.1, 4.4, 4.171428571428572)","(17.0, 40.0, 23.923076923076923)","(31.0, 65.0, 59.833333333333336)"
11-01-2023 12:31:42.337372,"(2.25, 2.86, 2.6957894736842105)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.5, 4.463636363636364)","(31.0, 80.0, 55.46666666666667)","(3.1, 4.4, 4.171428571428572)","(17.0, 40.0, 23.923076923076923)","(31.0, 65.0, 59.833333333333336)"
11-01-2023 12:31:43.552547,"(2.25, 2.84, 2.74)","(11.0, 21.0, 16.625)","(3.5, 4.5, 4.463636363636364)","(31.0, 80.0, 50.099999999999994)","(3.1, 4.4, 4.171428571428572)","(17.0, 40.0, 23.923076923076923)","(31.0, 65.0, 59.833333333333336)"
11-01-2023 12:31:44.706589,"(2.25, 2.84, 2.7105882352941175)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.5, 4.183333333333333)","(31.0, 80.0, 50.099999999999994)","(3.1, 4.4, 4.171428571428572)","(17.0, 40.0, 22.363636363636363)","(31.0, 65.0, 59.833333333333336)"
11-01-2023 12:31:45.920333,"(2.25, 2.84, 2.7745454545454544)","(11.0, 21.0, 16.625)","(3.5, 4.6, 4.11025641025641)","(31.0, 80.0, 50.099999999999994)","(3.1, 4.4, 4.171428571428572)","(17.0, 36.0, 22.11111111111111)","(31.0, 65.0, 59.833333333333336)"
11-01-2023 12:31:47.115663,"(2.25, 2.84, 2.7745454545454544)","(11.0, 21.0, 16.625)","(3.5, 4.5, 4.11025641025641)","(31.0, 80.0, 50.099999999999994)","(3.1, 4.4, 3.9749999999999996)","(17.0, 36.0, 22.363636363636363)","(31.0, 65.0, 59.833333333333336)"
11-01-2023 12:31:48.263370,"(2.25, 2.84, 2.7745454545454544)","(11.0, 21.0, 18.857142857142858)","(3.5, 4.5, 4.103092783505154)","(31.0, 80.0, 50.099999999999994)","(3.1, 4.3, 4.070588235294117)","(17.0, 36.0, 22.363636363636363)","(31.0, 65.0, 59.833333333333336)"
11-01-2023 12:31:49.509326,"(2.25, 2.84, 2.7745454545454544)","(11.0, 21.0, 14.875)","(3.5, 4.4, 3.9916666666666667)","(31.0, 80.0, 39.142857142857146)","(3.1, 4.3, 3.785714285714286)","(17.0, 36.0, 23.5)","(31.0, 65.0, 50.5)"
11-01-2023 12:31:50.761165,"(2.25, 2.84, 2.807272727272727)","(11.0, 21.0, 14.875)","(3.5, 4.2, 3.9916666666666667)","(31.0, 80.0, 55.5)","(3.1, 4.3, 4.033333333333333)","(17.0, 36.0, 31.4)","(31.0, 65.0, 37.31818181818182)"
11-01-2023 12:31:51.902900,"(2.25, 2.84, 2.807272727272727)","(11.0, 20.0, 18.0)","(3.5, 4.2, 3.9066666666666667)","(31.0, 75.0, 55.5)","(3.1, 4.2, 4.1375)","(17.0, 34.0, 31.4)","(31.0, 65.0, 45.5)"
11-01-2023 12:31:52.978848,"(2.25, 2.84, 2.8175)","(11.0, 20.0, 18.0)","(3.5, 4.1, 4.0)","(31.0, 75.0, 55.5)","(3.1, 4.2, 4.1375)","(17.0, 34.0, 31.4)","(31.0, 55.0, 45.5)"
11-01-2023 12:31:54.128902,"(2.25, 2.84, 2.8175)","(11.0, 20.0, 18.0)","(3.5, 4.1, 4.0636363636363635)","(31.0, 75.0, 55.5)","(3.1, 4.2, 4.033333333333333)","(17.0, 34.0, 31.0)","(31.0, 55.0, 45.5)"
11-01-2023 12:31:55.308063,"(2.25, 2.84, 2.8175)","(11.0, 20.0, 18.0)","(3.5, 4.2, 4.436842105263158)","(31.0, 75.0, 55.5)","(3.1, 4.2, 4.1375)","(17.0, 34.0, 31.0)","(31.0, 55.0, 45.5)"
11-01-2023 12:31:56.496059,"(2.25, 2.84, 2.807272727272727)","(11.0, 20.0, 18.0)","(3.5, 4.5, 4.017021276595745)","(31.0, 75.0, 55.5)","(3.1, 4.2, 4.033333333333333)","(17.0, 34.0, 31.0)","(31.0, 55.0, 45.5)"
11-01-2023 12:31:57.617145,"(2.25, 2.84, 2.807272727272727)","(11.0, 20.0, 18.0)","(3.5, 4.3, 4.110714285714286)","(31.0, 75.0, 55.5)","(3.1, 4.2, 4.033333333333333)","(17.0, 34.0, 31.0)","(31.0, 55.0, 45.5)"
11-01-2023 12:31:58.747269,"(2.25, 2.84, 2.792)","(11.0, 20.0, 18.0)","(3.5, 4.2, 4.061111111111111)","(31.0, 75.0, 55.5)","(3.1, 4.2, 4.161538461538462)","(17.0, 34.0, 31.0)","(31.0, 55.0, 45.5)"
11-01-2023 12:31:59.748888,"(2.25, 2.84, 2.792)","(11.0, 20.0, 18.0)","(3.5, 4.2, 4.061111111111111)","(31.0, 75.0, 55.5)","(3.1, 4.2, 4.16875)","(17.0, 34.0, 31.0)","(31.0, 55.0, 45.5)"
11-01-2023 12:32:00.722691,"(2.25, 2.84, 2.792)","(11.0, 20.0, 18.0)","(3.5, 4.2, 4.110714285714286)","(31.0, 75.0, 55.5)","(3.1, 4.2, 4.16875)","(17.0, 34.0, 27.142857142857142)","(31.0, 55.0, 45.5)"
11-01-2023 12:32:01.822473,"(2.25, 2.84, 2.792)","(11.0, 20.0, 18.0)","(3.5, 4.2, 4.110714285714286)","(31.0, 75.0, 55.5)","(3.1, 4.2, 3.9368421052631577)","(17.0, 34.0, 26.0)","(31.0, 55.0, 45.5)"
11-01-2023 12:32:02.932202,"(2.25, 2.84, 2.792)","(11.0, 20.0, 18.0)","(3.5, 4.2, 4.4)","(31.0, 75.0, 55.5)","(3.1, 4.0, 3.9647058823529413)","(17.0, 34.0, 27.142857142857142)","(31.0, 55.0, 45.5)"
11-01-2023 12:32:04.066475,"(2.25, 2.88, 2.8036363636363637)","(11.0, 20.0, 17.75)","(3.5, 4.5, 4.316666666666666)","(31.0, 75.0, 55.5)","(3.1, 4.0, 3.923076923076923)","(17.0, 34.0, 27.142857142857142)","(31.0, 55.0, 45.5)"
11-01-2023 12:32:05.236168,"(2.25, 2.96, 2.9233333333333333)","(11.0, 21.0, 17.75)","(3.5, 4.5, 4.4)","(31.0, 75.0, 47.8)","(3.1, 4.0, 3.875)","(17.0, 34.0, 28.0)","(31.0, 55.0, 44.5)"
11-01-2023 12:32:06.312300,"(2.25, 2.96, 2.9299999999999997)","(11.0, 21.0, 16.45)","(3.5, 4.5, 4.110714285714286)","(31.0, 80.0, 47.8)","(3.1, 4.0, 3.96)","(17.0, 34.0, 28.0)","(31.0, 55.0, 46.33333333333333)"
11-01-2023 12:32:07.325235,"(2.25, 2.96, 2.9299999999999997)","(11.0, 21.0, 16.45)","(3.5, 4.2, 4.110714285714286)","(31.0, 80.0, 47.8)","(3.1, 4.0, 3.96)","(17.0, 34.0, 28.0)","(31.0, 55.0, 46.33333333333333)"
11-01-2023 12:32:08.392861,"(2.25, 2.96, 2.9299999999999997)","(11.0, 21.0, 18.4)","(3.5, 4.2, 3.9857142857142858)","(31.0, 80.0, 47.8)","(3.1, 4.0, 3.96)","(17.0, 34.0, 28.0)","(31.0, 55.0, 46.33333333333333)"
11-01-2023 12:32:09.448698,"(2.25, 2.96, 2.9299999999999997)","(11.0, 21.0, 18.4)","(3.5, 4.2, 3.9857142857142858)","(31.0, 80.0, 47.8)","(3.1, 4.0, 3.96)","(17.0, 34.0, 28.0)","(31.0, 55.0, 46.33333333333333)"
11-01-2023 12:32:10.475794,"(2.25, 2.96, 2.9299999999999997)","(11.0, 21.0, 18.4)","(3.5, 4.2, 3.9857142857142858)","(31.0, 80.0, 47.8)","(3.1, 4.0, 3.96)","(17.0, 34.0, 28.0)","(31.0, 55.0, 48.5)"
11-01-2023 12:32:11.576837,"(2.25, 2.96, 2.9299999999999997)","(11.0, 21.0, 16.45)","(3.5, 4.2, 4.0181818181818185)","(31.0, 80.0, 47.8)","(3.1, 4.0, 3.96)","(17.0, 34.0, 28.0)","(31.0, 55.0, 46.33333333333333)"
11-01-2023 12:32:12.608636,"(2.25, 2.96, 2.933333333333333)","(11.0, 21.0, 18.4)","(3.5, 4.2, 3.9934782608695656)","(31.0, 80.0, 47.8)","(3.1, 4.0, 3.96)","(17.0, 34.0, 28.0)","(31.0, 55.0, 46.33333333333333)"
11-01-2023 12:32:13.621600,"(2.25, 2.96, 2.933333333333333)","(11.0, 19.5, 16.285714285714285)","(3.5, 4.2, 3.9934782608695656)","(31.0, 80.0, 50.4)","(3.1, 4.0, 3.96)","(17.0, 34.0, 28.0)","(31.0, 55.0, 52.22222222222222)"
11-01-2023 12:32:14.672604,"(2.25, 2.96, 2.933333333333333)","(11.0, 19.0, 17.0)","(3.5, 4.2, 4.065853658536586)","(31.0, 75.0, 37.6)","(3.1, 4.0, 3.9)","(17.0, 34.0, 28.0)","(31.0, 55.0, 52.22222222222222)"
11-01-2023 12:32:15.770674,"(2.25, 2.96, 2.933333333333333)","(11.0, 19.0, 15.5)","(3.5, 4.1, 4.06875)","(31.0, 70.0, 38.0)","(3.1, 4.0, 3.9310344827586206)","(17.0, 34.0, 31.75)","(31.0, 55.0, 52.22222222222222)"
11-01-2023 12:32:16.746718,"(2.25, 2.96, 2.933333333333333)","(11.0, 19.0, 17.0)","(3.5, 4.1, 4.047058823529412)","(31.0, 70.0, 41.2)","(3.1, 4.0, 3.9310344827586206)","(17.0, 34.0, 31.75)","(31.0, 55.0, 42.5)"
11-01-2023 12:32:17.843961,"(2.25, 2.96, 2.9466666666666668)","(11.0, 19.0, 17.125)","(3.5, 4.1, 4.047058823529412)","(31.0, 65.0, 58.8)","(3.1, 4.0, 3.9310344827586206)","(17.0, 32.0, 29.0)","(31.0, 55.0, 43.5)"
11-01-2023 12:32:19.032716,"(2.25, 2.96, 2.9466666666666668)","(11.0, 18.5, 16.0)","(3.5, 4.1, 4.066666666666666)","(31.0, 65.0, 58.8)","(3.1, 4.0, 3.8846153846153846)","(17.0, 32.0, 29.0)","(31.0, 55.0, 41.0)"
11-01-2023 12:32:20.227747,"(2.25, 2.96, 2.95)","(11.0, 18.0, 16.0)","(3.5, 4.1, 4.0268292682926825)","(31.0, 65.0, 58.8)","(3.1, 4.0, 3.9193548387096775)","(17.0, 32.0, 29.0)","(31.0, 55.0, 42.07692307692308)"
11-01-2023 12:32:21.283876,"(2.25, 2.96, 2.9476923076923076)","(11.0, 18.5, 14.75)","(3.5, 4.2, 4.038709677419355)","(31.0, 65.0, 58.8)","(3.1, 4.0, 3.9193548387096775)","(17.0, 32.0, 30.714285714285715)","(31.0, 55.0, 42.07692307692308)"
11-01-2023 12:32:22.425576,"(2.25, 2.96, 2.9476923076923076)","(11.0, 18.0, 14.88888888888889)","(3.5, 4.2, 4.033333333333333)","(31.0, 65.0, 58.8)","(3.1, 4.0, 3.9193548387096775)","(17.0, 32.0, 30.714285714285715)","(31.0, 55.0, 42.07692307692308)"
11-01-2023 12:32:23.585253,"(2.25, 2.96, 2.953333333333333)","(11.0, 18.5, 14.529411764705882)","(3.5, 4.2, 4.033333333333333)","(31.0, 65.0, 58.8)","(3.1, 4.0, 3.9193548387096775)","(17.0, 32.0, 30.714285714285715)","(31.0, 55.0, 42.07692307692308)"
11-01-2023 12:32:24.758627,"(2.25, 2.96, 2.953333333333333)","(11.0, 18.5, 14.411764705882353)","(3.5, 4.2, 4.053125)","(31.0, 65.0, 58.8)","(3.1, 4.0, 3.9193548387096775)","(17.0, 32.0, 30.714285714285715)","(31.0, 55.0, 42.07692307692308)"
11-01-2023 12:32:25.907845,"(2.25, 2.96, 2.94)","(11.0, 17.5, 14.21875)","(3.5, 4.1, 4.053125)","(31.0, 65.0, 58.8)","(3.1, 4.0, 3.9193548387096775)","(17.0, 32.0, 31.470588235294116)","(31.0, 55.0, 42.07692307692308)"
11-01-2023 12:32:27.022923,"(2.25, 2.96, 2.94)","(11.0, 17.0, 14.166666666666666)","(3.5, 4.1, 4.053125)","(31.0, 65.0, 58.8)","(3.1, 4.0, 3.9193548387096775)","(16.0, 32.0, 31.470588235294116)","(31.0, 55.0, 53.6875)"
11-01-2023 12:32:28.065472,"(2.25, 2.96, 2.94)","(11.0, 17.0, 14.166666666666666)","(3.5, 4.1, 4.053125)","(31.0, 65.0, 45.27272727272727)","(3.1, 4.0, 3.9193548387096775)","(16.0, 32.0, 31.666666666666664)","(31.0, 55.0, 39.8)"
