,Nana Jann,Black Edition,Enraged,Prince Pulpogan,Renegade Ruslie,Dundee Fidget,Nash Bale,War Knee
15-12-2022 15:13:24.309542,"(21.0, 46.0, 37.6)","(10.0, 20.0, 17.545454545454547)","(17.0, 44.0, 38.0)","(8.5, 9.8, 9.226086956521739)","(31.0, 85.0, 59.0)","(4.2, 5.2, 4.9714285714285715)","(10.0, 16.0, 15.416666666666666)","(1.75, 2.06, 2.037777777777778)"
15-12-2022 15:13:25.406242,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.5)","(17.0, 44.0, 38.0)","(8.5, 9.8, 9.272)","(31.0, 85.0, 59.0)","(4.2, 5.2, 4.9714285714285715)","(10.0, 16.0, 15.416666666666666)","(1.75, 2.06, 2.037777777777778)"
15-12-2022 15:13:26.444666,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.285714285714285)","(17.0, 44.0, 38.0)","(8.5, 9.8, 9.292307692307693)","(31.0, 85.0, 59.0)","(4.2, 5.2, 4.8307692307692305)","(10.0, 16.0, 15.416666666666666)","(1.75, 2.06, 2.0425)"
15-12-2022 15:13:27.497605,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.285714285714285)","(17.0, 44.0, 38.0)","(8.5, 9.8, 9.376923076923077)","(31.0, 85.0, 59.0)","(4.2, 5.2, 4.8307692307692305)","(10.0, 16.0, 15.25)","(1.75, 2.06, 2.043529411764706)"
15-12-2022 15:13:28.647828,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.285714285714285)","(17.0, 44.0, 38.0)","(8.5, 9.8, 9.221052631578948)","(31.0, 85.0, 59.0)","(4.2, 5.2, 5.035294117647059)","(10.0, 16.0, 15.25)","(1.75, 2.06, 2.0366666666666666)"
15-12-2022 15:13:29.848213,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.285714285714285)","(17.0, 44.0, 38.0)","(8.5, 9.8, 9.221052631578948)","(31.0, 85.0, 59.0)","(4.2, 5.2, 4.95625)","(10.0, 16.0, 15.25)","(1.75, 2.06, 2.043076923076923)"
15-12-2022 15:13:31.258984,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.285714285714285)","(17.0, 44.0, 38.0)","(8.5, 9.8, 9.221052631578948)","(31.0, 85.0, 69.0)","(4.2, 5.2, 4.945454545454545)","(10.0, 16.0, 15.25)","(1.75, 2.08, 2.043076923076923)"
15-12-2022 15:13:33.204002,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.285714285714285)","(18.0, 44.0, 38.0)","(8.5, 9.8, 8.666666666666666)","(31.0, 85.0, 53.22222222222222)","(4.2, 5.2, 4.945454545454545)","(10.0, 16.0, 15.25)","(1.75, 2.08, 2.076842105263158)"
15-12-2022 15:13:34.287867,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.285714285714285)","(18.0, 44.0, 38.0)","(8.5, 8.8, 8.666666666666666)","(31.0, 85.0, 52.09375)","(4.2, 5.2, 4.757894736842105)","(10.0, 16.0, 15.555555555555555)","(1.75, 2.08, 2.063076923076923)"
15-12-2022 15:13:35.936705,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(18.0, 44.0, 38.0)","(8.5, 8.8, 8.866666666666667)","(31.0, 85.0, 51.8)","(4.2, 5.2, 4.92)","(10.0, 16.0, 15.555555555555555)","(1.75, 2.1, 2.086764705882353)"
15-12-2022 15:13:37.011664,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(18.0, 44.0, 38.0)","(8.5, 9.4, 8.3)","(31.0, 75.0, 51.0)","(4.2, 5.2, 4.963636363636364)","(10.0, 16.0, 15.3125)","(1.75, 2.1, 2.0614285714285714)"
15-12-2022 15:13:38.358001,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(18.0, 44.0, 38.0)","(8.5, 8.6, 8.538461538461538)","(31.0, 75.0, 51.0)","(4.2, 5.2, 4.963636363636364)","(10.0, 15.5, 15.3125)","(1.75, 2.1, 2.0923076923076924)"
15-12-2022 15:13:39.889105,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(18.0, 44.0, 38.0)","(8.5, 8.6, 8.538461538461538)","(31.0, 75.0, 52.0)","(4.2, 5.2, 4.963636363636364)","(10.0, 15.5, 14.785714285714286)","(1.75, 2.1, 2.087441860465116)"
15-12-2022 15:13:42.209930,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(18.0, 44.0, 38.0)","(8.5, 8.6, 8.641666666666667)","(31.0, 75.0, 52.0)","(4.2, 5.2, 4.963636363636364)","(10.0, 15.5, 15.0)","(1.75, 2.1, 2.0857894736842106)"
15-12-2022 15:13:43.587771,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(18.0, 44.0, 38.0)","(8.5, 9.4, 8.641666666666667)","(31.0, 75.0, 52.0)","(4.2, 5.2, 4.963636363636364)","(10.0, 15.5, 15.0)","(1.75, 2.1, 2.0857894736842106)"
15-12-2022 15:13:45.060651,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(18.0, 44.0, 38.0)","(8.5, 9.4, 8.2625)","(31.0, 75.0, 51.8)","(4.2, 5.2, 4.875)","(10.0, 15.5, 15.038461538461538)","(1.75, 2.1, 2.0810526315789475)"
15-12-2022 15:13:46.432075,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(18.0, 44.0, 38.0)","(8.5, 9.4, 8.133333333333333)","(31.0, 75.0, 51.8)","(4.2, 5.2, 4.875)","(10.0, 15.5, 15.125)","(1.75, 2.1, 2.09)"
15-12-2022 15:13:47.662458,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(18.0, 44.0, 38.0)","(8.5, 9.4, 8.16842105263158)","(31.0, 75.0, 50.8)","(4.2, 5.2, 4.9399999999999995)","(10.0, 15.5, 14.875)","(1.75, 2.1, 2.098181818181818)"
15-12-2022 15:13:48.948546,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(18.0, 44.0, 38.0)","(8.5, 9.2, 7.885714285714285)","(31.0, 70.0, 50.8)","(4.2, 5.2, 4.9399999999999995)","(10.0, 15.0, 14.807692307692308)","(1.75, 2.12, 2.0966666666666667)"
15-12-2022 15:13:50.161983,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(20.0, 44.0, 38.0)","(7.0, 9.0, 7.885714285714285)","(31.0, 70.0, 50.8)","(4.2, 5.2, 4.9399999999999995)","(10.0, 15.0, 14.807692307692308)","(1.75, 2.12, 2.0966666666666667)"
15-12-2022 15:13:51.342010,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(20.0, 44.0, 38.0)","(7.0, 9.0, 8.628571428571428)","(31.0, 70.0, 50.130434782608695)","(4.2, 5.2, 4.91875)","(10.0, 15.0, 14.791666666666666)","(1.75, 2.12, 2.0953846153846154)"
15-12-2022 15:13:52.984761,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(20.0, 44.0, 38.0)","(7.0, 8.6, 8.233333333333333)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.2, 4.9399999999999995)","(10.0, 15.0, 14.791666666666666)","(1.75, 2.12, 2.103529411764706)"
15-12-2022 15:13:54.396684,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(20.0, 44.0, 38.0)","(7.0, 8.6, 8.08235294117647)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.2, 4.9399999999999995)","(10.0, 15.0, 14.558823529411764)","(1.75, 2.12, 2.102222222222222)"
15-12-2022 15:13:55.734014,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(20.0, 44.0, 38.0)","(7.0, 8.6, 7.8999999999999995)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.2, 4.9399999999999995)","(10.0, 15.0, 14.558823529411764)","(1.75, 2.12, 2.1314285714285717)"
15-12-2022 15:13:57.126939,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(20.0, 44.0, 38.0)","(7.0, 8.6, 7.9230769230769225)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.2, 4.9399999999999995)","(10.0, 15.0, 14.666666666666666)","(1.75, 2.14, 2.1100000000000003)"
15-12-2022 15:13:58.637425,"(21.0, 46.0, 33.4)","(10.0, 20.0, 17.375)","(20.0, 44.0, 38.0)","(7.0, 8.6, 8.3)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.2, 4.9399999999999995)","(10.0, 15.0, 14.666666666666666)","(1.75, 2.14, 2.1333333333333333)"
15-12-2022 15:14:00.059037,"(21.0, 46.0, 33.333333333333336)","(10.0, 20.0, 17.375)","(20.0, 44.0, 38.0)","(7.0, 8.6, 8.0)","(31.0, 65.0, 50.130434782608695)","(4.4, 5.2, 4.9399999999999995)","(10.0, 15.0, 14.6875)","(1.75, 2.14, 2.1214285714285714)"
15-12-2022 15:14:01.485359,"(21.0, 46.0, 33.333333333333336)","(10.0, 20.0, 17.375)","(20.0, 44.0, 38.0)","(7.0, 8.6, 7.823529411764706)","(31.0, 65.0, 50.130434782608695)","(4.4, 5.2, 4.9399999999999995)","(10.0, 15.0, 14.772727272727273)","(1.75, 2.16, 2.13)"
15-12-2022 15:14:02.795845,"(21.0, 46.0, 33.333333333333336)","(10.0, 20.0, 17.375)","(20.0, 44.0, 38.0)","(7.0, 8.6, 7.823529411764706)","(31.0, 65.0, 50.130434782608695)","(4.4, 5.2, 4.9399999999999995)","(10.0, 15.0, 14.583333333333334)","(1.75, 2.16, 2.132)"
15-12-2022 15:14:04.315859,"(21.0, 40.0, 32.82608695652174)","(10.0, 20.0, 17.375)","(20.0, 44.0, 38.0)","(7.0, 8.6, 8.15)","(31.0, 65.0, 50.130434782608695)","(4.4, 5.2, 4.9399999999999995)","(10.0, 15.0, 14.375)","(1.75, 2.14, 2.1335483870967744)"
15-12-2022 15:14:05.876766,"(21.0, 40.0, 32.82608695652174)","(10.0, 20.0, 17.375)","(20.0, 44.0, 38.0)","(7.0, 8.4, 8.133333333333333)","(31.0, 65.0, 50.130434782608695)","(4.4, 5.2, 4.9399999999999995)","(10.0, 15.0, 14.076923076923077)","(1.75, 2.14, 2.1356521739130434)"
15-12-2022 15:14:07.277770,"(21.0, 40.0, 32.82608695652174)","(10.0, 20.0, 17.375)","(20.0, 44.0, 38.0)","(7.0, 8.4, 8.133333333333333)","(31.0, 65.0, 50.130434782608695)","(4.4, 5.2, 4.9399999999999995)","(10.0, 15.0, 14.076923076923077)","(1.75, 2.14, 2.1356521739130434)"
15-12-2022 15:14:08.645223,"(21.0, 40.0, 32.82608695652174)","(10.0, 20.0, 17.375)","(20.0, 44.0, 38.0)","(7.0, 8.4, 8.16)","(31.0, 65.0, 50.130434782608695)","(4.4, 5.2, 4.9399999999999995)","(10.0, 15.0, 14.466666666666667)","(1.75, 2.14, 2.1356521739130434)"
15-12-2022 15:14:09.862953,"(21.0, 36.0, 32.111111111111114)","(10.0, 20.0, 17.375)","(21.0, 44.0, 38.0)","(7.0, 8.4, 8.0)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.2, 4.9399999999999995)","(11.0, 15.0, 14.583333333333334)","(1.75, 2.14, 2.1356521739130434)"
15-12-2022 15:14:11.157460,"(21.0, 36.0, 31.434782608695652)","(10.0, 20.0, 17.375)","(21.0, 44.0, 38.0)","(7.0, 8.4, 7.715789473684211)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.2, 4.9399999999999995)","(11.0, 15.0, 14.583333333333334)","(1.75, 2.14, 2.1356521739130434)"
15-12-2022 15:14:12.511827,"(21.0, 36.0, 31.434782608695652)","(10.0, 20.0, 17.375)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.715789473684211)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.2, 4.9399999999999995)","(11.0, 15.0, 14.84375)","(1.75, 2.14, 2.1353488372093024)"
15-12-2022 15:14:13.820056,"(21.0, 36.0, 31.434782608695652)","(10.0, 20.0, 17.375)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.715789473684211)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.2, 4.9399999999999995)","(11.0, 15.0, 14.84375)","(1.75, 2.14, 2.1353488372093024)"
15-12-2022 15:14:14.969654,"(21.0, 36.0, 31.434782608695652)","(10.0, 20.0, 17.375)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.780952380952382)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.2, 4.969565217391304)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.14, 2.1384210526315792)"
15-12-2022 15:14:16.204030,"(21.0, 36.0, 31.434782608695652)","(10.0, 20.0, 17.529411764705884)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.780952380952382)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.1, 4.9035714285714285)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.14, 2.1510000000000002)"
15-12-2022 15:14:17.451793,"(21.0, 36.0, 31.434782608695652)","(10.0, 20.0, 17.529411764705884)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.5875)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.1, 4.9035714285714285)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.1510000000000002)"
15-12-2022 15:14:18.718004,"(21.0, 36.0, 31.434782608695652)","(10.0, 20.0, 17.529411764705884)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.715789473684211)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.1, 4.881481481481481)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.1510000000000002)"
15-12-2022 15:14:20.025181,"(21.0, 36.0, 31.434782608695652)","(10.0, 20.0, 17.428571428571427)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.715789473684211)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.0, 4.763636363636364)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.1526315789473687)"
15-12-2022 15:14:21.312380,"(21.0, 36.0, 31.434782608695652)","(10.0, 20.0, 17.428571428571427)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.980645161290322)","(31.0, 65.0, 50.130434782608695)","(4.2, 5.0, 4.763636363636364)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.151794871794872)"
15-12-2022 15:14:22.587141,"(21.0, 36.0, 32.111111111111114)","(10.0, 19.5, 17.625)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.980645161290322)","(31.0, 65.0, 50.31818181818182)","(4.2, 5.0, 4.763636363636364)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.1526315789473687)"
15-12-2022 15:14:23.712345,"(21.0, 36.0, 32.111111111111114)","(10.0, 19.5, 17.454545454545453)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.980645161290322)","(31.0, 65.0, 50.31818181818182)","(4.2, 5.0, 4.763636363636364)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.1444444444444444)"
15-12-2022 15:14:24.833696,"(21.0, 36.0, 32.111111111111114)","(10.0, 19.5, 17.3125)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.980645161290322)","(31.0, 65.0, 50.31818181818182)","(4.2, 5.0, 4.763636363636364)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.145)"
15-12-2022 15:14:25.963205,"(21.0, 36.0, 32.111111111111114)","(10.0, 19.5, 17.2)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.880000000000001)","(31.0, 65.0, 50.31818181818182)","(4.2, 5.0, 4.763636363636364)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.132727272727273)"
15-12-2022 15:14:27.055706,"(21.0, 36.0, 32.111111111111114)","(10.0, 19.5, 17.2)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.880000000000001)","(31.0, 65.0, 50.31818181818182)","(4.2, 5.0, 4.844)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.1054545454545455)"
15-12-2022 15:14:28.224681,"(21.0, 36.0, 32.111111111111114)","(10.0, 19.5, 17.238095238095237)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.880000000000001)","(31.0, 65.0, 50.31818181818182)","(4.2, 5.0, 4.844)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.1054545454545455)"
15-12-2022 15:14:29.448649,"(21.0, 36.0, 32.111111111111114)","(10.0, 19.5, 17.2)","(21.0, 44.0, 38.0)","(6.5, 8.4, 7.880000000000001)","(31.0, 65.0, 50.31818181818182)","(4.2, 5.0, 4.835483870967742)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.13)"
15-12-2022 15:14:30.651123,"(21.0, 36.0, 32.111111111111114)","(10.0, 19.5, 17.2)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.75)","(31.0, 65.0, 48.0)","(4.2, 5.0, 4.835483870967742)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.1245454545454545)"
15-12-2022 15:14:31.848297,"(21.0, 36.0, 32.111111111111114)","(10.0, 19.5, 17.2)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.72)","(31.0, 65.0, 48.0)","(4.2, 5.0, 4.835483870967742)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.131111111111111)"
15-12-2022 15:14:33.167195,"(21.0, 36.0, 31.434782608695652)","(10.0, 19.5, 17.3125)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.72)","(31.0, 65.0, 48.0)","(4.2, 5.0, 4.835483870967742)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.1247058823529414)"
15-12-2022 15:14:34.371539,"(21.0, 36.0, 31.434782608695652)","(10.0, 19.5, 17.3125)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.72)","(31.0, 65.0, 48.0)","(4.2, 5.0, 4.788888888888889)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.1371428571428575)"
15-12-2022 15:14:35.764415,"(21.0, 36.0, 31.434782608695652)","(10.0, 19.5, 17.3125)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.88)","(31.0, 65.0, 48.0)","(4.2, 5.0, 4.864705882352942)","(11.0, 15.0, 14.571428571428571)","(1.75, 2.16, 2.1436363636363636)"
15-12-2022 15:14:36.913435,"(21.0, 36.0, 31.625)","(10.0, 19.5, 17.3125)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.88)","(31.0, 65.0, 50.58620689655172)","(4.2, 4.9, 4.870967741935484)","(11.0, 15.0, 15.25)","(1.75, 2.18, 2.080299401197605)"
15-12-2022 15:14:38.110443,"(21.0, 36.0, 31.625)","(10.0, 19.5, 18.1)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.8999999999999995)","(31.0, 65.0, 50.58620689655172)","(4.2, 5.0, 4.894117647058824)","(11.0, 16.0, 15.25)","(1.75, 2.1, 2.0733333333333333)"
15-12-2022 15:14:39.251399,"(21.0, 36.0, 31.625)","(10.0, 19.5, 18.1)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.8999999999999995)","(31.0, 65.0, 50.58620689655172)","(4.2, 5.0, 4.894117647058824)","(11.0, 16.0, 15.25)","(1.75, 2.08, 2.0733333333333333)"
15-12-2022 15:14:40.411572,"(21.0, 36.0, 31.625)","(10.0, 19.5, 18.1)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.971428571428571)","(31.0, 65.0, 52.65)","(4.2, 5.0, 4.953846153846154)","(11.0, 19.0, 17.545454545454547)","(1.75, 2.08, 2.032)"
15-12-2022 15:14:41.545997,"(21.0, 36.0, 31.625)","(10.0, 19.5, 18.1)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.971428571428571)","(31.0, 65.0, 52.65)","(4.2, 5.1, 5.060869565217391)","(11.0, 19.0, 17.315789473684212)","(1.75, 2.08, 2.050909090909091)"
15-12-2022 15:14:42.642433,"(21.0, 36.0, 31.625)","(10.0, 19.5, 18.166666666666668)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.8999999999999995)","(31.0, 65.0, 52.65)","(4.2, 5.1, 5.065384615384615)","(11.0, 18.5, 17.026315789473685)","(1.75, 2.08, 2.0365217391304347)"
15-12-2022 15:14:43.781744,"(21.0, 36.0, 31.625)","(10.0, 19.5, 18.166666666666668)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.7846153846153845)","(31.0, 65.0, 52.65)","(4.2, 5.1, 5.068965517241379)","(11.0, 18.5, 16.785714285714285)","(1.75, 2.08, 2.024)"
15-12-2022 15:14:44.912970,"(21.0, 36.0, 31.8)","(10.0, 19.5, 18.166666666666668)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.933333333333333)","(31.0, 65.0, 52.65)","(4.2, 5.1, 5.01)","(11.0, 18.5, 16.4)","(1.75, 2.08, 2.021818181818182)"
15-12-2022 15:14:46.161650,"(21.0, 36.0, 31.8)","(11.0, 19.5, 18.166666666666668)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.872727272727272)","(31.0, 65.0, 52.65)","(4.2, 5.1, 5.047058823529412)","(11.0, 18.5, 16.4)","(1.75, 2.08, 2.021276595744681)"
15-12-2022 15:14:47.413811,"(21.0, 36.0, 31.5)","(11.0, 19.5, 18.166666666666668)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.872727272727272)","(31.0, 65.0, 52.65)","(4.2, 5.1, 5.047058823529412)","(11.0, 18.5, 16.4)","(1.75, 2.08, 2.021276595744681)"
15-12-2022 15:14:48.609154,"(21.0, 36.0, 31.5)","(11.0, 19.5, 18.166666666666668)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.872727272727272)","(31.0, 65.0, 52.65)","(4.2, 5.1, 5.047058823529412)","(11.0, 18.5, 16.38235294117647)","(1.75, 2.08, 2.0448275862068965)"
15-12-2022 15:14:49.708114,"(21.0, 36.0, 31.5)","(11.0, 19.5, 18.166666666666668)","(21.0, 44.0, 38.0)","(6.5, 8.2, 7.933333333333333)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.1, 5.030769230769231)","(11.0, 18.0, 16.625)","(1.75, 2.06, 2.041904761904762)"
15-12-2022 15:14:50.811034,"(21.0, 36.0, 31.714285714285715)","(11.0, 19.5, 18.423076923076923)","(21.0, 44.0, 37.6)","(6.5, 8.2, 7.709090909090909)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.1, 5.006896551724138)","(11.0, 17.0, 16.285714285714285)","(1.75, 2.08, 2.040294117647059)"
15-12-2022 15:14:51.873277,"(21.0, 36.0, 31.714285714285715)","(11.0, 19.5, 18.423076923076923)","(21.0, 44.0, 37.6)","(6.5, 8.2, 7.709090909090909)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.1, 5.052)","(11.0, 17.0, 17.366666666666667)","(1.75, 2.08, 2.040294117647059)"
15-12-2022 15:14:53.056599,"(21.0, 36.0, 31.714285714285715)","(11.0, 19.5, 18.5)","(21.0, 44.0, 37.6)","(6.5, 8.2, 7.709090909090909)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.1, 5.052)","(11.0, 17.5, 17.366666666666667)","(1.75, 2.08, 2.040294117647059)"
15-12-2022 15:14:54.287124,"(21.0, 36.0, 32.19047619047619)","(11.0, 19.5, 18.115384615384617)","(21.0, 44.0, 37.6)","(6.5, 8.2, 7.821052631578947)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.1, 5.052)","(11.0, 17.5, 17.366666666666667)","(1.75, 2.08, 2.040294117647059)"
15-12-2022 15:14:55.513736,"(21.0, 36.0, 32.19047619047619)","(11.0, 19.5, 18.115384615384617)","(21.0, 44.0, 37.6)","(6.5, 8.2, 7.821052631578947)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.1, 5.042857142857143)","(11.0, 17.5, 17.27777777777778)","(1.75, 2.08, 2.0416)"
15-12-2022 15:14:56.590641,"(21.0, 36.0, 32.19047619047619)","(11.0, 19.5, 18.125)","(21.0, 44.0, 37.6)","(6.5, 8.2, 7.821052631578947)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.1, 5.042857142857143)","(11.0, 17.5, 17.27777777777778)","(1.75, 2.08, 2.0416)"
15-12-2022 15:14:57.712620,"(21.0, 36.0, 32.19047619047619)","(11.0, 19.5, 18.125)","(21.0, 44.0, 37.6)","(6.5, 8.2, 7.872727272727272)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.1, 5.042857142857143)","(11.0, 17.5, 17.27777777777778)","(1.75, 2.08, 2.0414285714285714)"
15-12-2022 15:14:58.893872,"(21.0, 36.0, 31.714285714285715)","(11.0, 19.5, 18.8125)","(21.0, 44.0, 37.6)","(6.5, 8.2, 7.709090909090909)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.1, 5.042857142857143)","(11.0, 17.5, 17.27777777777778)","(1.75, 2.08, 2.0414285714285714)"
15-12-2022 15:15:00.108405,"(21.0, 36.0, 31.714285714285715)","(11.0, 22.0, 19.3)","(21.0, 44.0, 37.6)","(6.5, 8.2, 7.709090909090909)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.0, 4.87)","(11.0, 17.5, 17.27777777777778)","(1.75, 2.08, 2.0428571428571427)"
15-12-2022 15:15:01.289453,"(21.0, 36.0, 31.714285714285715)","(11.0, 22.0, 19.25)","(21.0, 44.0, 37.6)","(6.5, 8.2, 7.709090909090909)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.0, 4.87)","(11.0, 17.5, 17.27777777777778)","(1.75, 2.08, 2.0428571428571427)"
15-12-2022 15:15:02.370985,"(21.0, 36.0, 32.19047619047619)","(11.0, 22.0, 19.25)","(21.0, 44.0, 37.6)","(6.5, 8.0, 7.9)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.0, 4.847058823529411)","(11.0, 17.5, 17.27777777777778)","(1.75, 2.08, 2.0452631578947367)"
15-12-2022 15:15:03.604045,"(21.0, 36.0, 32.19047619047619)","(11.0, 22.0, 19.25)","(21.0, 44.0, 37.6)","(6.5, 8.0, 7.9)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.0, 4.881818181818182)","(11.0, 17.5, 17.27777777777778)","(1.75, 2.08, 2.035824175824176)"
15-12-2022 15:15:04.716837,"(21.0, 36.0, 32.19047619047619)","(11.0, 22.0, 19.25)","(21.0, 44.0, 37.6)","(6.5, 8.0, 7.9)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.0, 4.913333333333333)","(11.0, 17.5, 17.27777777777778)","(1.75, 2.08, 2.0436065573770494)"
15-12-2022 15:15:05.819377,"(21.0, 36.0, 32.19047619047619)","(11.0, 22.0, 19.25)","(21.0, 44.0, 37.6)","(6.5, 8.0, 7.836363636363636)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.0, 4.937931034482759)","(11.0, 17.5, 17.27777777777778)","(1.75, 2.08, 2.0287640449438205)"
15-12-2022 15:15:06.920549,"(21.0, 34.0, 32.1)","(11.0, 22.0, 19.25)","(21.0, 44.0, 37.6)","(6.5, 8.2, 7.96470588235294)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.0, 4.957142857142857)","(11.0, 17.5, 17.27777777777778)","(1.75, 2.08, 2.0488)"
15-12-2022 15:15:08.045689,"(21.0, 34.0, 31.5)","(11.0, 22.0, 19.25)","(21.0, 44.0, 37.6)","(6.5, 8.2, 7.905263157894736)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.0, 4.957142857142857)","(11.0, 17.5, 17.27777777777778)","(1.75, 2.06, 2.0270588235294116)"
15-12-2022 15:15:09.249454,"(21.0, 34.0, 31.5)","(11.0, 22.0, 20.47222222222222)","(21.0, 44.0, 37.6)","(6.5, 8.2, 7.945454545454545)","(31.0, 65.0, 55.120000000000005)","(4.2, 5.0, 4.916129032258064)","(11.0, 17.5, 17.27777777777778)","(1.75, 2.06, 2.0316129032258066)"
