,Mad Martigan,Ravioli,Active Opal,Queen Zeus,Black Daniels,Corporal Trigger,Sister Two
08-01-2023 17:29:41.948533,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 20.833333333333336)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.0, 6.358333333333334)"
08-01-2023 17:29:42.920862,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 20.833333333333336)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.4, 6.358333333333334)"
08-01-2023 17:29:43.927058,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 20.833333333333336)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.4, 6.358333333333334)"
08-01-2023 17:29:44.970042,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 20.833333333333336)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.4, 6.358333333333334)"
08-01-2023 17:29:45.994831,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 20.833333333333336)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.4, 6.358333333333334)"
08-01-2023 17:29:47.011760,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 20.833333333333336)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.4, 6.358333333333334)"
08-01-2023 17:29:48.032174,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 19.444444444444443)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.4, 6.475)"
08-01-2023 17:29:49.072645,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 19.444444444444443)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.6, 6.475)"
08-01-2023 17:29:50.059979,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 19.444444444444443)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.6, 6.475)"
08-01-2023 17:29:51.122070,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 19.444444444444443)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.6, 6.475)"
08-01-2023 17:29:52.109431,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 19.444444444444443)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.6, 6.475)"
08-01-2023 17:29:53.110329,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 19.444444444444443)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.6, 6.475)"
08-01-2023 17:29:54.055525,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 20.833333333333336)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.6, 6.475)"
08-01-2023 17:29:55.070228,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 20.833333333333336)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.6, 6.475)"
08-01-2023 17:29:56.010303,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 20.833333333333336)","(3.7, 4.2, 4.1930555555555555)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.6, 6.475)"
08-01-2023 17:29:56.999572,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 20.833333333333336)","(3.7, 4.2, 4.194444444444445)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.6, 6.138461538461539)"
08-01-2023 17:29:57.912446,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 20.833333333333336)","(3.7, 4.2, 4.194444444444445)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.2, 6.533333333333333)"
08-01-2023 17:29:58.867835,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 20.833333333333336)","(3.7, 4.2, 4.194444444444445)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.0, 6.533333333333333)"
08-01-2023 17:29:59.803334,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 25.0, 20.833333333333336)","(3.7, 4.2, 4.194444444444445)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.0, 6.533333333333333)"
08-01-2023 17:30:00.747119,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.866666666666667)","(12.0, 24.0, 18.25)","(3.7, 4.2, 4.194444444444445)","(12.0, 24.0, 20.333333333333332)","(4.4, 7.0, 6.533333333333333)"
08-01-2023 17:30:01.768587,"(31.0, 220.0, 55.69230769230769)","(3.0, 4.9, 3.8000000000000003)","(3.9, 6.2, 4.7)","(12.0, 23.0, 17.75)","(3.7, 4.2, 4.194444444444445)","(12.0, 24.0, 17.4)","(4.4, 7.0, 6.609999999999999)"
08-01-2023 17:30:02.798876,"(31.0, 210.0, 98.0)","(3.0, 4.8, 4.283333333333333)","(3.9, 6.2, 4.7)","(12.0, 23.0, 17.75)","(3.6, 4.2, 4.194444444444445)","(12.0, 24.0, 16.142857142857142)","(4.4, 6.8, 6.454545454545454)"
08-01-2023 17:30:03.829410,"(31.0, 150.0, 96.0)","(3.0, 4.8, 4.025)","(3.9, 6.2, 4.7)","(12.0, 22.0, 19.0)","(3.6, 4.2, 4.194444444444445)","(12.0, 24.0, 16.142857142857142)","(4.4, 6.8, 6.454545454545454)"
08-01-2023 17:30:04.874917,"(31.0, 150.0, 96.0)","(3.0, 4.8, 4.025)","(3.9, 6.2, 4.866666666666667)","(12.0, 23.0, 17.0)","(3.6, 4.2, 4.194444444444445)","(12.0, 24.0, 16.142857142857142)","(4.4, 6.8, 6.454545454545454)"
08-01-2023 17:30:05.922633,"(31.0, 150.0, 96.0)","(3.0, 4.8, 4.025)","(3.9, 6.4, 4.75)","(12.0, 23.0, 15.4)","(3.6, 4.2, 4.194444444444445)","(12.0, 24.0, 16.142857142857142)","(4.4, 6.8, 6.454545454545454)"
08-01-2023 17:30:07.031448,"(31.0, 150.0, 96.0)","(3.0, 4.8, 4.025)","(3.9, 6.4, 4.65)","(12.0, 21.0, 15.833333333333334)","(3.6, 4.2, 4.194444444444445)","(12.0, 24.0, 16.142857142857142)","(4.4, 6.8, 6.454545454545454)"
08-01-2023 17:30:08.063987,"(31.0, 150.0, 96.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 4.65)","(12.0, 19.5, 15.833333333333334)","(3.6, 4.2, 4.197222222222222)","(12.0, 24.0, 16.142857142857142)","(4.4, 6.8, 6.454545454545454)"
08-01-2023 17:30:09.071976,"(31.0, 150.0, 96.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 15.166666666666666)","(3.6, 4.2, 4.197222222222222)","(12.0, 24.0, 16.142857142857142)","(4.4, 6.8, 6.454545454545454)"
08-01-2023 17:30:10.038890,"(31.0, 150.0, 96.0)","(3.0, 4.8, 4.4125)","(3.9, 6.2, 4.45)","(12.0, 20.0, 15.5)","(3.6, 4.5, 4.468421052631579)","(12.0, 24.0, 16.142857142857142)","(4.4, 6.8, 6.454545454545454)"
08-01-2023 17:30:10.990872,"(31.0, 150.0, 97.0)","(3.0, 4.8, 4.4125)","(3.9, 6.4, 4.933333333333334)","(12.0, 21.0, 15.166666666666666)","(3.6, 4.5, 4.468421052631579)","(12.0, 24.0, 16.142857142857142)","(4.4, 6.8, 6.454545454545454)"
08-01-2023 17:30:12.017128,"(31.0, 150.0, 97.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 19.5, 15.1)","(3.6, 4.7, 4.618918918918919)","(12.0, 24.0, 16.142857142857142)","(4.4, 6.8, 6.454545454545454)"
08-01-2023 17:30:13.021201,"(31.0, 150.0, 97.0)","(3.0, 4.8, 4.4125)","(3.9, 6.2, 4.45)","(12.0, 20.0, 15.2)","(3.6, 4.7, 4.618918918918919)","(12.0, 24.0, 16.142857142857142)","(4.4, 6.8, 6.454545454545454)"
08-01-2023 17:30:14.009309,"(31.0, 150.0, 97.0)","(3.0, 4.8, 4.4125)","(3.9, 6.2, 4.45)","(12.0, 20.0, 15.2)","(3.6, 4.7, 4.618918918918919)","(12.0, 24.0, 16.142857142857142)","(4.4, 6.8, 6.454545454545454)"
08-01-2023 17:30:14.984937,"(31.0, 150.0, 97.0)","(3.0, 4.8, 4.4125)","(3.9, 6.2, 4.45)","(12.0, 20.0, 15.2)","(3.6, 4.6, 4.557142857142857)","(12.0, 24.0, 16.142857142857142)","(4.4, 6.8, 6.454545454545454)"
08-01-2023 17:30:15.981292,"(31.0, 150.0, 97.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 20.0, 17.0)","(3.6, 4.6, 4.557142857142857)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.8, 6.609999999999999)"
08-01-2023 17:30:17.006778,"(31.0, 150.0, 98.0)","(3.0, 4.8, 4.4125)","(3.9, 6.2, 4.45)","(12.0, 21.0, 17.5)","(3.6, 4.6, 4.557142857142857)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.8, 6.609999999999999)"
08-01-2023 17:30:18.014085,"(31.0, 150.0, 98.0)","(3.0, 4.8, 4.4125)","(3.9, 6.2, 4.45)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.7, 4.618918918918919)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.8, 6.609999999999999)"
08-01-2023 17:30:19.011215,"(31.0, 150.0, 98.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.7, 4.618918918918919)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.8, 6.609999999999999)"
08-01-2023 17:30:20.028367,"(31.0, 200.0, 123.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.7, 4.618918918918919)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.8, 6.609999999999999)"
08-01-2023 17:30:21.040431,"(31.0, 150.0, 99.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.6, 4.531818181818181)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.8, 6.609999999999999)"
08-01-2023 17:30:22.006663,"(31.0, 150.0, 99.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.6, 4.547058823529412)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.8, 6.609999999999999)"
08-01-2023 17:30:23.037342,"(31.0, 150.0, 99.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.6, 4.594736842105263)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.8, 6.43)"
08-01-2023 17:30:24.002953,"(31.0, 150.0, 99.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.7, 4.594736842105263)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.6, 6.43)"
08-01-2023 17:30:25.015769,"(31.0, 150.0, 99.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.7, 4.594736842105263)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.6, 6.43)"
08-01-2023 17:30:26.082474,"(31.0, 150.0, 99.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.7, 4.482608695652174)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.6, 6.43)"
08-01-2023 17:30:27.165478,"(31.0, 150.0, 99.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.6, 4.482608695652174)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.6, 6.43)"
08-01-2023 17:30:28.154607,"(31.0, 150.0, 99.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.6, 4.482608695652174)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.6, 6.43)"
08-01-2023 17:30:29.161305,"(31.0, 150.0, 99.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.6, 4.58)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.6, 6.43)"
08-01-2023 17:30:30.149359,"(31.0, 150.0, 99.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.6, 4.58)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.6, 6.43)"
08-01-2023 17:30:31.109644,"(31.0, 150.0, 99.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.6, 4.58)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.6, 6.43)"
08-01-2023 17:30:32.046494,"(31.0, 150.0, 99.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.6, 4.433333333333334)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.6, 6.43)"
08-01-2023 17:30:33.053353,"(31.0, 150.0, 99.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.5, 4.433333333333334)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.6, 6.43)"
08-01-2023 17:30:34.076854,"(31.0, 150.0, 99.0)","(3.0, 4.8, 4.4125)","(3.9, 6.0, 5.1)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.5, 4.406666666666666)","(12.0, 23.0, 19.666666666666668)","(4.4, 6.6, 6.43)"
08-01-2023 17:30:35.134925,"(31.0, 150.0, 99.0)","(3.0, 4.7, 4.3375)","(3.9, 6.0, 4.45)","(12.0, 21.0, 16.333333333333332)","(3.6, 4.5, 4.566666666666666)","(12.0, 23.0, 15.0)","(4.4, 6.6, 6.43)"
08-01-2023 17:30:36.208918,"(31.0, 200.0, 124.0)","(3.0, 4.6, 4.262499999999999)","(3.9, 6.2, 4.45)","(12.0, 21.0, 18.0)","(3.6, 4.6, 4.566666666666666)","(12.0, 24.0, 15.0)","(4.4, 6.6, 6.43)"
08-01-2023 17:30:37.259325,"(31.0, 200.0, 124.0)","(3.0, 4.6, 4.262499999999999)","(3.9, 6.4, 5.4)","(12.0, 22.0, 18.0)","(3.6, 4.6, 4.406666666666666)","(12.0, 24.0, 15.0)","(4.4, 6.6, 6.199999999999999)"
08-01-2023 17:30:38.288932,"(31.0, 200.0, 124.0)","(3.0, 4.6, 3.9499999999999997)","(3.9, 6.0, 5.4)","(12.0, 22.0, 18.0)","(3.6, 4.5, 4.394117647058823)","(12.0, 24.0, 15.0)","(4.4, 6.6, 5.949999999999999)"
08-01-2023 17:30:39.258254,"(31.0, 200.0, 124.0)","(3.0, 4.6, 3.9499999999999997)","(3.9, 6.0, 5.4)","(12.0, 22.0, 18.0)","(3.6, 4.5, 4.394117647058823)","(12.0, 24.0, 15.0)","(4.4, 6.6, 6.2749999999999995)"
08-01-2023 17:30:40.341903,"(31.0, 200.0, 124.0)","(3.0, 4.6, 3.9499999999999997)","(3.9, 6.0, 5.4)","(12.0, 22.0, 18.0)","(3.6, 4.5, 4.3875)","(12.0, 24.0, 15.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:41.276528,"(31.0, 200.0, 124.0)","(3.0, 4.6, 3.9499999999999997)","(3.9, 6.2, 4.644444444444445)","(12.0, 22.0, 18.0)","(3.6, 4.5, 4.3875)","(12.0, 24.0, 15.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:42.230575,"(31.0, 200.0, 124.0)","(3.0, 4.6, 3.9499999999999997)","(3.9, 5.9, 4.766666666666667)","(12.0, 22.0, 18.0)","(3.6, 4.5, 4.409090909090909)","(12.0, 23.0, 16.333333333333332)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:43.139681,"(31.0, 200.0, 124.0)","(3.0, 4.6, 3.9499999999999997)","(3.9, 5.8, 5.266666666666667)","(12.0, 22.0, 18.0)","(3.6, 4.5, 4.383333333333333)","(12.0, 23.0, 16.333333333333332)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:44.046881,"(31.0, 200.0, 124.0)","(3.0, 4.6, 3.9499999999999997)","(3.9, 5.8, 5.266666666666667)","(12.0, 22.0, 18.0)","(3.6, 4.4, 4.336363636363636)","(12.0, 23.0, 16.333333333333332)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:44.985781,"(31.0, 150.0, 99.0)","(3.0, 4.6, 3.9499999999999997)","(3.9, 5.8, 5.266666666666667)","(12.0, 22.0, 18.0)","(3.6, 4.3, 4.066666666666666)","(12.0, 23.0, 16.333333333333332)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:45.955726,"(31.0, 150.0, 68.4)","(3.0, 4.7, 4.61)","(3.9, 6.0, 5.4)","(12.0, 22.0, 18.0)","(3.6, 4.3, 3.6875)","(12.0, 23.0, 16.333333333333332)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:46.932728,"(31.0, 140.0, 78.66666666666667)","(3.0, 4.7, 4.628947368421053)","(3.9, 6.0, 5.4)","(12.0, 22.0, 18.0)","(3.6, 4.3, 3.6875)","(12.0, 23.0, 15.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:48.131794,"(31.0, 140.0, 78.66666666666667)","(3.0, 4.7, 4.6305555555555555)","(3.9, 6.0, 5.4)","(12.0, 22.0, 18.0)","(3.6, 4.3, 3.7312499999999997)","(12.0, 23.0, 17.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:49.186277,"(31.0, 140.0, 78.66666666666667)","(3.0, 4.7, 4.3)","(3.9, 6.0, 5.4)","(12.0, 22.0, 18.0)","(3.6, 4.3, 3.81)","(12.0, 21.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:50.273068,"(31.0, 140.0, 78.66666666666667)","(3.0, 4.7, 4.3)","(3.9, 6.0, 5.4)","(12.0, 22.0, 15.25)","(3.6, 4.3, 3.6875)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:51.245749,"(31.0, 140.0, 78.66666666666667)","(3.0, 4.7, 4.617857142857143)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.3, 3.7312499999999997)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:52.264540,"(31.0, 140.0, 66.4)","(3.0, 4.7, 4.175)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.3, 3.6875)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:53.323980,"(31.0, 140.0, 66.4)","(3.0, 4.7, 4.15)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.3, 3.7312499999999997)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:54.349686,"(31.0, 140.0, 66.4)","(3.0, 4.7, 4.633333333333334)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.3, 3.6875)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:55.376343,"(31.0, 140.0, 66.4)","(3.0, 4.7, 4.633333333333334)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.3, 3.76)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:56.403545,"(31.0, 140.0, 66.4)","(3.0, 4.7, 4.652380952380953)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.2, 3.9749999999999996)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:57.381107,"(31.0, 140.0, 66.4)","(3.0, 4.7, 4.652380952380953)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.1, 3.9749999999999996)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:58.368348,"(31.0, 140.0, 66.4)","(3.0, 4.7, 4.652380952380953)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.1, 3.8499999999999996)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:30:59.337122,"(31.0, 140.0, 66.4)","(3.0, 4.7, 4.541666666666667)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.1, 3.75)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:00.369841,"(31.0, 140.0, 66.4)","(3.0, 4.8, 4.325)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.2, 3.75)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:01.319344,"(31.0, 140.0, 66.4)","(3.0, 5.2, 4.3)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.2, 3.725)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:02.350629,"(31.0, 140.0, 66.4)","(3.0, 5.2, 4.3)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.1, 3.8)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:03.346692,"(31.0, 140.0, 66.4)","(3.0, 5.2, 4.3)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.0, 3.8)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:04.352617,"(31.0, 140.0, 66.4)","(3.0, 5.2, 4.2)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.0, 3.8)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:05.384427,"(31.0, 140.0, 66.4)","(3.0, 5.2, 4.911111111111111)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.0, 3.75)","(12.0, 20.0, 14.0)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:06.570791,"(31.0, 140.0, 66.4)","(3.0, 5.2, 4.911111111111111)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 15.25)","(3.6, 4.2, 3.75)","(12.0, 20.0, 13.5)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:07.674219,"(31.0, 140.0, 66.4)","(3.0, 5.2, 4.366666666666667)","(3.9, 6.2, 5.533333333333333)","(12.0, 16.5, 20.25)","(3.6, 4.2, 3.8)","(12.0, 16.0, 14.25)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:08.686813,"(31.0, 140.0, 66.4)","(3.0, 5.2, 4.894117647058824)","(3.9, 6.2, 5.533333333333333)","(12.0, 21.0, 16.375)","(3.6, 4.0, 3.8)","(12.0, 15.5, 13.428571428571429)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:09.746340,"(31.0, 140.0, 66.4)","(3.0, 5.2, 4.366666666666667)","(3.9, 6.2, 5.533333333333333)","(12.0, 17.0, 16.4375)","(3.6, 4.0, 3.8)","(12.0, 16.0, 13.5)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:10.920795,"(31.0, 140.0, 66.4)","(3.0, 5.2, 4.894117647058824)","(3.9, 6.2, 5.45)","(12.0, 17.0, 16.4375)","(3.6, 4.0, 3.9000000000000004)","(12.0, 16.0, 13.5)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:12.003874,"(31.0, 140.0, 66.4)","(3.0, 5.2, 4.366666666666667)","(3.9, 6.2, 5.271428571428571)","(12.0, 17.0, 16.4375)","(3.6, 4.2, 3.75)","(12.0, 16.0, 13.5)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:13.306442,"(31.0, 110.0, 60.4)","(3.0, 5.2, 4.894117647058824)","(3.9, 5.7, 5.515384615384615)","(12.0, 17.0, 16.4375)","(3.6, 4.2, 3.75)","(12.0, 16.0, 13.5)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:14.513648,"(31.0, 120.0, 57.0)","(3.0, 5.2, 4.366666666666667)","(3.9, 5.7, 4.966666666666667)","(12.0, 17.0, 16.4375)","(3.6, 4.2, 3.8)","(12.0, 16.0, 18.833333333333336)","(4.4, 6.6, 6.0)"
08-01-2023 17:31:15.521040,"(31.0, 120.0, 57.0)","(3.0, 5.2, 4.366666666666667)","(3.9, 5.7, 4.966666666666667)","(12.0, 17.0, 16.4375)","(3.6, 4.0, 3.8)","(12.0, 20.0, 18.833333333333336)","(4.4, 6.6, 6.133333333333333)"
08-01-2023 17:31:16.597042,"(31.0, 120.0, 57.0)","(3.0, 5.2, 4.16)","(3.9, 5.7, 4.966666666666667)","(12.0, 17.0, 16.0)","(3.6, 4.0, 3.8)","(12.0, 20.0, 16.8)","(4.4, 6.6, 6.133333333333333)"
08-01-2023 17:31:17.683043,"(31.0, 120.0, 57.0)","(3.0, 5.2, 4.366666666666667)","(3.9, 5.7, 5.15)","(12.0, 17.0, 16.4375)","(3.6, 4.0, 3.8)","(12.0, 21.0, 16.8)","(4.4, 6.6, 6.32)"
08-01-2023 17:31:18.720274,"(31.0, 120.0, 57.0)","(3.0, 5.2, 4.894117647058824)","(3.9, 5.7, 5.15)","(12.0, 17.0, 16.4375)","(3.6, 4.2, 3.75)","(12.0, 21.0, 14.608695652173914)","(4.4, 6.6, 6.166666666666666)"
