,Sharkattack,Ace Duigan,Shez Elite,Keayang Alex,Go George Go,Iamawingate,Salsboy,Classically Smooth,Blue Cannon,Our Miki Diva Nz,Kyloan Queen,Lavender Dolly
12-01-2023 17:27:49.080079,"(3.7, 4.9, 4.722222222222222)","(15.0, 20.0, 18.055555555555557)","(21.0, 30.0, 29.0)","(17.0, 21.0, 19.55)","(71.0, 130.0, 112.5)","(16.0, 26.0, 24.2)","(21.0, 28.0, 26.5)","(3.9, 4.9, 4.820833333333333)","(2.9, 3.2, 3.1592592592592594)","(17.0, 99999, 99990)","(41.0, 100.0, 93.57142857142857)","(26.0, 80.0, 74.375)"
12-01-2023 17:27:50.698151,"(3.7, 4.9, 4.722222222222222)","(15.0, 20.0, 18.214285714285715)","(21.0, 30.0, 29.0)","(17.0, 21.0, 19.551724137931036)","(71.0, 130.0, 112.5)","(16.0, 26.0, 24.2)","(21.0, 28.0, 26.5)","(3.9, 4.9, 4.820833333333333)","(2.9, 3.2, 3.1592592592592594)","(17.0, 99999, 99990)","(41.0, 100.0, 92.5)","(26.0, 80.0, 74.375)"
12-01-2023 17:27:52.355149,"(3.7, 4.9, 4.722222222222222)","(15.0, 20.0, 18.214285714285715)","(21.0, 30.0, 29.0)","(17.0, 21.0, 19.551724137931036)","(71.0, 130.0, 106.66666666666667)","(16.0, 26.0, 24.2)","(21.0, 28.0, 26.5)","(3.9, 4.9, 4.797297297297297)","(2.9, 3.2, 3.1592592592592594)","(17.0, 99999, 99990)","(41.0, 100.0, 92.5)","(26.0, 80.0, 74.375)"
12-01-2023 17:27:53.983705,"(3.7, 4.9, 4.722222222222222)","(15.0, 20.0, 18.214285714285715)","(21.0, 30.0, 29.0)","(17.0, 21.0, 19.551724137931036)","(71.0, 130.0, 106.66666666666667)","(16.0, 26.0, 24.2)","(21.0, 28.0, 26.5)","(3.9, 4.9, 4.797297297297297)","(2.9, 3.2, 3.1592592592592594)","(17.0, 99999, 99990)","(41.0, 100.0, 92.5)","(26.0, 80.0, 74.375)"
12-01-2023 17:27:55.606477,"(3.7, 4.9, 4.722222222222222)","(15.0, 20.0, 18.214285714285715)","(21.0, 30.0, 29.0)","(17.0, 21.0, 19.551724137931036)","(71.0, 130.0, 106.66666666666667)","(16.0, 26.0, 24.2)","(21.0, 28.0, 26.5)","(3.9, 4.9, 4.825490196078432)","(2.9, 3.2, 3.1592592592592594)","(17.0, 99999, 99990)","(41.0, 100.0, 92.5)","(26.0, 80.0, 74.375)"
12-01-2023 17:27:57.164061,"(3.7, 4.9, 4.7)","(15.0, 20.0, 18.928571428571427)","(21.0, 30.0, 29.0)","(17.0, 21.0, 19.727272727272727)","(71.0, 130.0, 106.66666666666667)","(16.0, 26.0, 25.454545454545453)","(21.0, 28.0, 26.5)","(3.9, 4.9, 4.80952380952381)","(2.9, 3.2, 3.1576923076923076)","(17.0, 99999, 99990)","(41.0, 100.0, 92.5)","(26.0, 80.0, 74.375)"
12-01-2023 17:27:58.794978,"(3.7, 4.9, 4.63)","(15.0, 20.0, 19.0625)","(21.0, 30.0, 29.77777777777778)","(17.0, 21.0, 19.727272727272727)","(71.0, 130.0, 106.66666666666667)","(16.0, 28.0, 25.875)","(21.0, 28.0, 26.5)","(3.9, 4.9, 4.8319148936170215)","(2.9, 3.2, 3.1585106382978725)","(17.0, 99999, 99990)","(41.0, 100.0, 91.42857142857143)","(31.0, 80.0, 74.375)"
12-01-2023 17:28:00.376135,"(3.7, 4.9, 4.720000000000001)","(15.0, 20.0, 18.928571428571427)","(21.0, 30.0, 29.77777777777778)","(17.0, 21.0, 19.727272727272727)","(71.0, 130.0, 106.66666666666667)","(16.0, 27.0, 25.666666666666668)","(21.0, 28.0, 26.5)","(3.9, 4.9, 4.817948717948719)","(2.9, 3.2, 3.1597560975609755)","(17.0, 99999, 99990)","(41.0, 100.0, 88.75)","(31.0, 80.0, 74.375)"
12-01-2023 17:28:01.967616,"(3.7, 4.9, 4.73125)","(15.0, 20.0, 18.666666666666668)","(21.0, 30.0, 29.77777777777778)","(17.0, 21.0, 19.727272727272727)","(71.0, 130.0, 106.66666666666667)","(16.0, 28.0, 25.375)","(21.0, 28.0, 27.0)","(3.9, 4.9, 4.822448979591837)","(2.9, 3.2, 3.161627906976744)","(17.0, 99999, 99990)","(41.0, 100.0, 97.14285714285714)","(31.0, 80.0, 74.375)"
12-01-2023 17:28:03.576935,"(3.7, 4.8, 4.708333333333333)","(15.0, 20.0, 18.333333333333332)","(21.0, 30.0, 29.77777777777778)","(17.0, 21.0, 19.727272727272727)","(71.0, 130.0, 106.66666666666667)","(16.0, 28.0, 25.375)","(21.0, 28.0, 27.0)","(3.9, 4.9, 4.822448979591837)","(2.9, 3.2, 3.161627906976744)","(17.0, 99999, 99990)","(41.0, 150.0, 111.0)","(31.0, 80.0, 74.375)"
12-01-2023 17:28:05.119215,"(3.7, 4.8, 4.711111111111111)","(15.0, 20.0, 18.928571428571427)","(21.0, 30.0, 29.88235294117647)","(17.0, 21.0, 19.75862068965517)","(71.0, 130.0, 106.66666666666667)","(16.0, 28.0, 25.81818181818182)","(21.0, 28.0, 28.666666666666668)","(3.9, 4.9, 4.829411764705883)","(2.9, 3.2, 3.1653846153846152)","(17.0, 99999, 99990)","(41.0, 150.0, 124.0)","(31.0, 80.0, 77.5)"
12-01-2023 17:28:07.085852,"(3.7, 4.8, 4.711111111111111)","(15.0, 20.0, 19.5)","(21.0, 32.0, 30.57142857142857)","(17.0, 21.0, 19.75862068965517)","(71.0, 130.0, 120.0)","(16.0, 28.0, 25.75)","(21.0, 34.0, 28.75)","(3.9, 4.9, 4.841935483870968)","(2.9, 3.2, 3.216666666666667)","(17.0, 99999, 99990)","(41.0, 150.0, 105.625)","(31.0, 90.0, 78.0)"
12-01-2023 17:28:09.529730,"(3.7, 4.8, 4.766666666666667)","(15.0, 20.0, 18.214285714285715)","(21.0, 32.0, 30.57142857142857)","(17.0, 21.0, 19.75862068965517)","(71.0, 130.0, 120.0)","(16.0, 28.0, 26.2)","(21.0, 32.0, 26.857142857142858)","(3.9, 4.8, 4.781481481481482)","(2.9, 3.3, 3.2090909090909094)","(17.0, 99999, 99990)","(41.0, 130.0, 87.14285714285714)","(31.0, 90.0, 78.0)"
12-01-2023 17:28:11.419090,"(3.7, 4.8, 4.766666666666667)","(15.0, 20.0, 18.214285714285715)","(21.0, 32.0, 30.76923076923077)","(17.0, 21.0, 19.75862068965517)","(71.0, 130.0, 110.0)","(16.0, 28.0, 26.2)","(21.0, 32.0, 27.0)","(3.9, 4.8, 4.773684210526316)","(2.9, 3.3, 3.21875)","(17.0, 99999, 99990)","(41.0, 120.0, 85.71428571428571)","(31.0, 90.0, 81.0)"
12-01-2023 17:28:13.411916,"(3.7, 4.8, 4.766666666666667)","(15.0, 20.0, 18.214285714285715)","(21.0, 32.0, 29.142857142857142)","(17.0, 21.0, 18.717391304347824)","(71.0, 130.0, 110.0)","(16.0, 28.0, 26.2)","(21.0, 30.0, 27.0)","(3.9, 4.8, 4.862790697674418)","(2.9, 3.3, 3.181578947368421)","(17.0, 99999, 99990)","(41.0, 110.0, 84.28571428571429)","(31.0, 90.0, 81.0)"
12-01-2023 17:28:15.158744,"(3.7, 4.8, 4.655555555555555)","(15.0, 20.0, 18.214285714285715)","(21.0, 34.0, 28.05)","(17.0, 19.5, 18.15)","(71.0, 130.0, 110.0)","(16.0, 28.0, 26.714285714285715)","(21.0, 30.0, 27.0)","(3.9, 5.0, 4.857831325301205)","(2.9, 3.3, 3.1852941176470586)","(17.0, 99999, 99990)","(41.0, 95.0, 87.5)","(31.0, 90.0, 81.0)"
12-01-2023 17:28:16.888135,"(3.7, 4.8, 4.6499999999999995)","(15.0, 20.0, 18.666666666666668)","(21.0, 34.0, 28.05)","(17.0, 19.5, 18.15)","(71.0, 130.0, 110.0)","(16.0, 28.0, 27.25)","(21.0, 29.0, 27.0)","(3.9, 5.0, 4.857831325301205)","(2.9, 3.3, 3.210344827586207)","(17.0, 99999, 99990)","(41.0, 95.0, 83.75)","(31.0, 90.0, 82.5)"
12-01-2023 17:28:18.564360,"(3.7, 4.8, 4.766666666666667)","(15.0, 20.0, 18.857142857142858)","(21.0, 34.0, 28.875)","(17.0, 19.5, 18.1875)","(71.0, 130.0, 110.0)","(16.0, 28.0, 27.25)","(21.0, 29.0, 27.0)","(3.9, 5.0, 4.871052631578948)","(2.9, 3.3, 3.181578947368421)","(17.0, 99999, 99990)","(41.0, 95.0, 83.75)","(31.0, 90.0, 80.625)"
12-01-2023 17:28:20.195169,"(3.7, 4.8, 4.766666666666667)","(15.0, 20.0, 19.166666666666668)","(21.0, 32.0, 28.875)","(17.0, 19.5, 18.214285714285715)","(71.0, 130.0, 110.0)","(16.0, 28.0, 27.25)","(21.0, 29.0, 27.0)","(3.9, 4.9, 4.871052631578948)","(2.9, 3.25, 3.2227272727272727)","(17.0, 99999, 99990)","(41.0, 95.0, 83.75)","(31.0, 90.0, 80.625)"
12-01-2023 17:28:21.853400,"(3.7, 4.8, 4.766666666666667)","(15.0, 20.0, 18.928571428571427)","(21.0, 32.0, 29.142857142857142)","(14.0, 19.5, 18.25)","(71.0, 130.0, 124.54545454545455)","(17.0, 28.0, 27.307692307692307)","(21.0, 29.0, 27.25)","(3.9, 4.9, 4.868571428571428)","(2.9, 3.25, 3.2227272727272727)","(18.0, 99999, 99990)","(41.0, 95.0, 83.75)","(31.0, 90.0, 75.0)"
12-01-2023 17:28:23.499033,"(3.7, 4.8, 4.766666666666667)","(15.0, 20.0, 19.5)","(21.0, 32.0, 29.142857142857142)","(14.0, 19.5, 19.25)","(71.0, 130.0, 124.54545454545455)","(17.0, 28.0, 27.307692307692307)","(21.0, 36.0, 29.0)","(3.9, 4.9, 4.872972972972973)","(2.9, 3.25, 3.2227272727272727)","(18.0, 99999, 99990)","(41.0, 95.0, 83.0)","(31.0, 90.0, 80.625)"
12-01-2023 17:28:25.081993,"(3.7, 4.8, 4.766666666666667)","(15.0, 20.0, 18.928571428571427)","(21.0, 32.0, 29.142857142857142)","(14.0, 20.0, 19.25)","(71.0, 130.0, 124.54545454545455)","(17.0, 28.0, 27.307692307692307)","(21.0, 36.0, 30.5)","(3.9, 4.9, 4.863157894736842)","(2.9, 3.25, 3.2227272727272727)","(18.0, 99999, 99990)","(41.0, 95.0, 78.33333333333333)","(31.0, 90.0, 80.625)"
12-01-2023 17:28:26.650404,"(3.7, 4.8, 4.766666666666667)","(15.0, 20.0, 18.928571428571427)","(21.0, 32.0, 29.142857142857142)","(14.0, 20.0, 19.25)","(71.0, 130.0, 124.54545454545455)","(17.0, 28.0, 27.307692307692307)","(21.0, 34.0, 31.0)","(3.9, 4.9, 4.863157894736842)","(2.9, 3.25, 3.2227272727272727)","(18.0, 99999, 99990)","(41.0, 95.0, 85.0)","(31.0, 90.0, 80.625)"
12-01-2023 17:28:28.229238,"(3.7, 4.8, 4.766666666666667)","(15.0, 20.0, 19.375)","(21.0, 32.0, 29.142857142857142)","(14.0, 20.0, 19.25)","(71.0, 130.0, 124.54545454545455)","(17.0, 28.0, 31.4)","(21.0, 34.0, 30.076923076923077)","(3.9, 4.9, 4.863157894736842)","(2.9, 3.25, 3.2227272727272727)","(18.0, 99999, 99990)","(41.0, 95.0, 85.0)","(31.0, 90.0, 80.625)"
12-01-2023 17:28:29.979716,"(3.7, 4.8, 4.785714285714286)","(15.0, 20.0, 19.375)","(21.0, 32.0, 29.142857142857142)","(14.0, 20.0, 19.25)","(71.0, 130.0, 124.54545454545455)","(17.0, 32.0, 29.857142857142858)","(21.0, 32.0, 29.692307692307693)","(3.9, 4.9, 4.863157894736842)","(2.9, 3.25, 3.2227272727272727)","(18.0, 99999, 99990)","(41.0, 95.0, 85.0)","(31.0, 90.0, 80.625)"
12-01-2023 17:28:31.537195,"(3.7, 4.8, 4.785714285714286)","(15.0, 20.0, 19.375)","(21.0, 32.0, 29.142857142857142)","(14.0, 20.0, 19.1)","(71.0, 130.0, 130.0)","(17.0, 32.0, 29.375)","(21.0, 32.0, 29.692307692307693)","(3.9, 4.9, 4.870833333333334)","(2.9, 3.25, 3.2227272727272727)","(18.0, 99999, 99990)","(41.0, 95.0, 87.3076923076923)","(31.0, 90.0, 79.28571428571429)"
12-01-2023 17:28:33.005346,"(3.7, 4.8, 4.785714285714286)","(15.0, 20.0, 19.375)","(21.0, 32.0, 29.142857142857142)","(14.0, 20.0, 19.1)","(71.0, 160.0, 133.33333333333334)","(17.0, 32.0, 29.529411764705884)","(21.0, 32.0, 30.18181818181818)","(3.9, 4.9, 4.870833333333334)","(2.9, 3.25, 3.2227272727272727)","(18.0, 99999, 99990)","(41.0, 95.0, 87.3076923076923)","(31.0, 90.0, 77.5)"
12-01-2023 17:28:34.525254,"(3.7, 4.8, 4.785714285714286)","(15.0, 20.0, 19.558823529411764)","(21.0, 32.0, 29.142857142857142)","(14.0, 20.0, 19.0)","(71.0, 160.0, 141.53846153846155)","(17.0, 32.0, 30.5)","(21.0, 32.0, 30.18181818181818)","(3.9, 4.9, 4.870833333333334)","(2.9, 3.25, 3.2227272727272727)","(18.0, 99999, 99990)","(41.0, 95.0, 87.3076923076923)","(31.0, 90.0, 79.28571428571429)"
12-01-2023 17:28:36.232870,"(3.7, 4.8, 4.752941176470588)","(15.0, 20.0, 19.558823529411764)","(21.0, 32.0, 29.142857142857142)","(14.0, 19.5, 18.9)","(71.0, 160.0, 141.53846153846155)","(17.0, 32.0, 30.0)","(21.0, 32.0, 30.22222222222222)","(3.9, 4.9, 4.8730769230769235)","(2.9, 3.25, 3.2227272727272727)","(18.0, 99999, 99990)","(41.0, 95.0, 87.3076923076923)","(31.0, 90.0, 79.28571428571429)"
12-01-2023 17:28:37.865011,"(3.7, 4.8, 4.711111111111111)","(15.0, 20.0, 19.307692307692307)","(21.0, 32.0, 29.916666666666668)","(14.0, 19.5, 18.0)","(71.0, 160.0, 141.53846153846155)","(17.0, 38.0, 30.75)","(21.0, 32.0, 29.142857142857142)","(3.9, 4.9, 4.870833333333334)","(2.9, 3.25, 3.2227272727272727)","(18.0, 99999, 99990)","(41.0, 95.0, 87.3076923076923)","(31.0, 90.0, 71.25)"
12-01-2023 17:28:39.424910,"(3.7, 4.8, 4.711111111111111)","(15.0, 20.0, 19.181818181818183)","(21.0, 32.0, 29.916666666666668)","(13.0, 18.5, 18.25)","(71.0, 160.0, 126.66666666666667)","(19.0, 36.0, 30.75)","(21.0, 32.0, 29.5)","(4.0, 4.9, 4.879166666666667)","(2.9, 3.25, 3.2227272727272727)","(19.0, 99999, 99990)","(41.0, 95.0, 87.3076923076923)","(31.0, 90.0, 71.25)"
12-01-2023 17:28:41.018280,"(3.7, 4.8, 4.637037037037037)","(15.0, 20.0, 19.0)","(21.0, 32.0, 29.916666666666668)","(13.0, 18.5, 18.0)","(71.0, 160.0, 126.66666666666667)","(19.0, 36.0, 30.75)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.879166666666667)","(2.9, 3.25, 3.2227272727272727)","(19.0, 99999, 99990)","(41.0, 95.0, 87.3076923076923)","(31.0, 90.0, 71.25)"
12-01-2023 17:28:42.608880,"(3.7, 4.8, 4.63076923076923)","(15.0, 20.0, 19.0)","(21.0, 32.0, 29.916666666666668)","(13.0, 18.5, 17.642857142857142)","(71.0, 160.0, 126.66666666666667)","(19.0, 36.0, 30.75)","(21.0, 36.0, 32.8)","(4.0, 4.9, 4.870833333333334)","(2.9, 3.25, 3.2227272727272727)","(19.0, 99999, 99990)","(41.0, 95.0, 87.3076923076923)","(31.0, 90.0, 71.25)"
12-01-2023 17:28:44.181469,"(3.7, 4.8, 4.63076923076923)","(15.0, 20.0, 18.875)","(21.0, 32.0, 29.916666666666668)","(13.0, 18.5, 17.5)","(71.0, 160.0, 126.66666666666667)","(19.0, 36.0, 30.75)","(21.0, 36.0, 31.333333333333332)","(4.0, 4.9, 4.879166666666667)","(2.9, 3.25, 3.2227272727272727)","(19.0, 99999, 99990)","(41.0, 95.0, 81.66666666666667)","(31.0, 90.0, 71.25)"
12-01-2023 17:28:45.805581,"(3.7, 4.8, 4.58)","(15.0, 20.0, 18.875)","(21.0, 32.0, 29.916666666666668)","(13.0, 18.0, 17.1)","(71.0, 160.0, 141.53846153846155)","(19.0, 36.0, 30.75)","(21.0, 36.0, 30.25)","(4.0, 4.9, 4.870833333333334)","(2.9, 3.25, 3.2333333333333334)","(19.0, 99999, 99990)","(41.0, 95.0, 81.66666666666667)","(31.0, 90.0, 71.25)"
12-01-2023 17:28:47.402322,"(3.7, 4.8, 4.51304347826087)","(15.0, 20.0, 18.875)","(21.0, 32.0, 29.916666666666668)","(13.0, 18.0, 17.1)","(71.0, 160.0, 113.33333333333333)","(19.0, 36.0, 34.38461538461539)","(21.0, 34.0, 30.25)","(4.0, 4.9, 4.879166666666667)","(2.9, 3.3, 3.26)","(19.0, 99999, 99990)","(41.0, 95.0, 81.66666666666667)","(31.0, 90.0, 84.70588235294117)"
12-01-2023 17:28:49.047712,"(3.7, 4.8, 4.510714285714286)","(15.0, 20.0, 19.52)","(21.0, 32.0, 29.916666666666668)","(13.0, 18.0, 17.75)","(71.0, 150.0, 98.33333333333333)","(19.0, 36.0, 33.666666666666664)","(21.0, 34.0, 31.0)","(4.0, 4.9, 4.879166666666667)","(2.9, 3.3, 3.2140625000000003)","(19.0, 99999, 99990)","(41.0, 95.0, 81.66666666666667)","(31.0, 90.0, 77.5)"
12-01-2023 17:28:50.632162,"(3.7, 4.8, 4.55)","(15.0, 20.0, 18.875)","(21.0, 32.0, 29.916666666666668)","(13.0, 18.5, 17.0)","(71.0, 140.0, 109.44444444444444)","(19.0, 36.0, 30.75)","(21.0, 34.0, 30.25)","(4.0, 4.9, 4.879166666666667)","(2.9, 3.35, 3.2274647887323944)","(19.0, 99999, 99990)","(41.0, 95.0, 85.0)","(31.0, 90.0, 82.5)"
12-01-2023 17:28:52.290661,"(3.7, 4.7, 4.636363636363637)","(15.0, 20.0, 18.875)","(21.0, 32.0, 29.916666666666668)","(13.0, 17.5, 17.125)","(71.0, 140.0, 107.0)","(19.0, 36.0, 29.875)","(21.0, 34.0, 30.666666666666668)","(4.0, 4.9, 4.879166666666667)","(2.9, 3.35, 3.229166666666667)","(19.0, 99999, 99990)","(41.0, 95.0, 82.5)","(31.0, 90.0, 71.25)"
12-01-2023 17:28:53.922640,"(3.7, 4.7, 4.636363636363637)","(15.0, 20.0, 18.875)","(21.0, 32.0, 29.916666666666668)","(13.0, 17.5, 16.46875)","(71.0, 140.0, 107.0)","(19.0, 36.0, 29.875)","(21.0, 34.0, 30.666666666666668)","(4.0, 4.9, 4.879166666666667)","(2.9, 3.35, 3.221212121212121)","(19.0, 99999, 99990)","(41.0, 95.0, 82.5)","(31.0, 90.0, 83.33333333333333)"
12-01-2023 17:28:55.499891,"(3.7, 4.7, 4.636363636363637)","(15.0, 20.0, 18.875)","(21.0, 32.0, 29.916666666666668)","(13.0, 17.5, 16.833333333333332)","(71.0, 140.0, 97.14285714285714)","(19.0, 36.0, 29.875)","(21.0, 34.0, 30.666666666666668)","(4.0, 4.9, 4.870833333333334)","(2.9, 3.35, 3.245)","(19.0, 99999, 99990)","(41.0, 95.0, 82.5)","(31.0, 90.0, 83.33333333333333)"
12-01-2023 17:28:57.045698,"(3.7, 4.7, 4.61923076923077)","(15.0, 20.0, 18.8)","(21.0, 32.0, 30.18181818181818)","(13.0, 17.0, 16.863636363636363)","(71.0, 140.0, 97.14285714285714)","(19.0, 36.0, 29.875)","(21.0, 34.0, 29.2)","(4.0, 4.9, 4.870833333333334)","(2.9, 3.35, 3.245)","(19.0, 99999, 99990)","(41.0, 95.0, 82.5)","(31.0, 90.0, 81.42857142857143)"
12-01-2023 17:28:58.661205,"(3.7, 4.7, 4.61923076923077)","(15.0, 20.0, 18.8)","(21.0, 32.0, 30.18181818181818)","(13.0, 17.0, 16.863636363636363)","(71.0, 140.0, 97.14285714285714)","(19.0, 36.0, 29.875)","(21.0, 34.0, 29.2)","(4.0, 4.9, 4.764)","(2.9, 3.35, 3.2970588235294116)","(19.0, 99999, 99990)","(41.0, 95.0, 103.33333333333334)","(31.0, 90.0, 94.0)"
12-01-2023 17:29:00.351421,"(3.7, 4.6, 4.56)","(15.0, 20.0, 19.285714285714285)","(21.0, 32.0, 30.18181818181818)","(13.0, 17.0, 16.863636363636363)","(71.0, 140.0, 97.14285714285714)","(19.0, 36.0, 31.75)","(21.0, 34.0, 31.333333333333332)","(4.0, 4.9, 4.764)","(2.9, 3.3, 3.2970588235294116)","(19.0, 99999, 99990)","(41.0, 120.0, 90.9090909090909)","(31.0, 100.0, 77.5)"
12-01-2023 17:29:01.925591,"(3.7, 4.6, 4.576923076923077)","(15.0, 20.0, 18.75)","(21.0, 32.0, 30.18181818181818)","(13.0, 17.0, 16.90625)","(71.0, 140.0, 97.14285714285714)","(19.0, 40.0, 30.5)","(21.0, 34.0, 32.2)","(4.0, 4.9, 4.779069767441861)","(2.9, 3.3, 3.267894736842105)","(19.0, 99999, 99990)","(41.0, 110.0, 92.5)","(31.0, 95.0, 80.0)"
12-01-2023 17:29:03.494511,"(3.7, 4.6, 4.572727272727272)","(15.0, 20.0, 19.0)","(21.0, 32.0, 30.22222222222222)","(13.0, 17.0, 16.25)","(71.0, 140.0, 97.14285714285714)","(19.0, 38.0, 33.2)","(21.0, 34.0, 32.285714285714285)","(4.0, 4.9, 4.779069767441861)","(2.9, 3.35, 3.2706521739130436)","(19.0, 99999, 99990)","(41.0, 110.0, 92.5)","(31.0, 95.0, 83.75)"
12-01-2023 17:29:05.119477,"(3.7, 4.6, 4.572727272727272)","(15.0, 19.5, 18.666666666666668)","(21.0, 32.0, 29.11111111111111)","(13.0, 17.0, 16.25)","(71.0, 140.0, 107.5)","(19.0, 38.0, 33.69230769230769)","(21.0, 34.0, 32.285714285714285)","(4.0, 4.9, 4.779069767441861)","(2.9, 3.35, 3.2706521739130436)","(19.0, 99999, 99990)","(41.0, 110.0, 92.5)","(31.0, 95.0, 85.0)"
12-01-2023 17:29:06.881044,"(3.7, 4.6, 4.58)","(15.0, 20.0, 19.1)","(21.0, 32.0, 28.615384615384617)","(13.0, 17.0, 16.625)","(71.0, 130.0, 107.5)","(19.0, 38.0, 33.333333333333336)","(21.0, 34.0, 31.6)","(4.0, 4.9, 4.780952380952381)","(2.9, 3.35, 3.2706521739130436)","(20.0, 99999, 99990)","(41.0, 100.0, 92.5)","(31.0, 90.0, 85.0)"
12-01-2023 17:29:08.627202,"(3.7, 4.6, 4.588)","(15.0, 20.0, 19.25)","(21.0, 32.0, 28.615384615384617)","(13.0, 17.0, 16.7)","(71.0, 130.0, 110.0)","(19.0, 38.0, 36.0)","(21.0, 34.0, 30.4)","(4.0, 4.9, 4.780952380952381)","(2.9, 3.35, 3.2263157894736842)","(20.0, 99999, 99990)","(41.0, 100.0, 90.0)","(31.0, 90.0, 80.0)"
12-01-2023 17:29:10.299313,"(3.7, 4.6, 4.485185185185185)","(15.0, 20.0, 18.928571428571427)","(21.0, 32.0, 28.615384615384617)","(13.0, 17.5, 16.5)","(71.0, 130.0, 114.16666666666666)","(19.0, 38.0, 33.333333333333336)","(21.0, 34.0, 30.4)","(4.0, 4.9, 4.8133333333333335)","(2.9, 3.25, 3.235)","(20.0, 99999, 99990)","(41.0, 100.0, 90.0)","(31.0, 90.0, 78.88888888888889)"
12-01-2023 17:29:11.972912,"(3.7, 4.5, 4.485185185185185)","(15.0, 20.0, 18.928571428571427)","(21.0, 32.0, 28.615384615384617)","(13.0, 17.5, 16.4)","(71.0, 120.0, 105.0)","(19.0, 38.0, 33.333333333333336)","(21.0, 34.0, 31.0)","(4.0, 4.9, 4.884313725490196)","(2.9, 3.25, 3.2295454545454545)","(20.0, 99999, 99990)","(41.0, 100.0, 96.42857142857143)","(31.0, 90.0, 83.33333333333333)"
12-01-2023 17:29:13.738061,"(3.7, 4.5, 4.494736842105263)","(15.0, 20.0, 19.0625)","(21.0, 32.0, 31.28205128205128)","(13.0, 17.0, 16.25)","(71.0, 120.0, 114.16666666666666)","(19.0, 38.0, 40.0)","(21.0, 34.0, 31.0)","(4.0, 5.0, 4.906349206349207)","(2.9, 3.25, 3.2115384615384617)","(20.0, 99999, 99990)","(41.0, 100.0, 96.42857142857143)","(31.0, 90.0, 92.5)"
12-01-2023 17:29:15.451769,"(3.7, 4.5, 4.495652173913044)","(15.0, 20.0, 19.0625)","(21.0, 32.0, 31.28205128205128)","(13.0, 16.5, 16.045454545454547)","(71.0, 120.0, 114.16666666666666)","(20.0, 44.0, 38.666666666666664)","(21.0, 34.0, 31.0)","(4.0, 5.0, 4.906349206349207)","(2.9, 3.25, 3.2115384615384617)","(20.0, 99999, 99990)","(41.0, 100.0, 96.42857142857143)","(31.0, 95.0, 90.0)"
12-01-2023 17:29:17.178173,"(3.7, 4.5, 4.382758620689655)","(15.0, 20.0, 18.875)","(21.0, 32.0, 31.28205128205128)","(13.0, 16.5, 16.045454545454547)","(71.0, 120.0, 110.0)","(20.0, 42.0, 36.0)","(21.0, 34.0, 31.0)","(4.0, 5.0, 4.906349206349207)","(2.9, 3.25, 3.22)","(20.0, 99999, 99990)","(41.0, 100.0, 95.0)","(31.0, 95.0, 90.0)"
12-01-2023 17:29:18.832106,"(3.7, 4.5, 4.358823529411764)","(15.0, 20.0, 19.333333333333332)","(21.0, 32.0, 31.414634146341463)","(13.0, 16.5, 15.86)","(71.0, 120.0, 115.625)","(20.0, 42.0, 36.0)","(21.0, 34.0, 31.0)","(4.0, 5.0, 4.907272727272727)","(2.9, 3.25, 3.169512195121951)","(20.0, 99999, 99990)","(41.0, 100.0, 95.0)","(31.0, 95.0, 90.0)"
12-01-2023 17:29:20.648293,"(3.7, 4.5, 4.22608695652174)","(15.0, 20.0, 20.714285714285715)","(21.0, 32.0, 31.45)","(13.0, 17.0, 15.95)","(71.0, 120.0, 114.16666666666666)","(20.0, 42.0, 37.63636363636364)","(21.0, 34.0, 32.63636363636363)","(4.0, 5.0, 4.862686567164179)","(2.9, 3.25, 3.207692307692308)","(20.0, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(31.0, 95.0, 92.0)"
12-01-2023 17:29:22.455167,"(3.7, 4.4, 3.981818181818182)","(15.0, 21.0, 20.157894736842106)","(21.0, 32.0, 31.435897435897434)","(13.0, 17.0, 15.95)","(71.0, 120.0, 116.5)","(20.0, 42.0, 39.0)","(21.0, 34.0, 34.631578947368425)","(4.0, 5.0, 5.033333333333333)","(2.9, 3.25, 3.158536585365854)","(20.0, 99999, 99990)","(41.0, 120.0, 104.61538461538461)","(31.0, 95.0, 89.54545454545455)"
12-01-2023 17:29:24.244151,"(3.7, 4.3, 4.057142857142857)","(15.0, 22.0, 20.727272727272727)","(21.0, 32.0, 31.45)","(13.0, 17.0, 16.35)","(71.0, 120.0, 136.25)","(21.0, 42.0, 39.0)","(21.0, 38.0, 32.666666666666664)","(4.0, 5.1, 5.122222222222223)","(2.9, 3.2, 3.1029411764705883)","(20.0, 99999, 99990)","(41.0, 120.0, 104.61538461538461)","(31.0, 95.0, 78.33333333333333)"
12-01-2023 17:29:26.043529,"(3.7, 4.2, 4.053846153846154)","(15.0, 22.0, 20.75)","(21.0, 32.0, 31.45)","(13.0, 17.0, 16.25)","(71.0, 150.0, 133.5)","(21.0, 42.0, 41.57142857142857)","(21.0, 38.0, 32.666666666666664)","(4.0, 5.2, 5.3125)","(2.9, 3.15, 3.1203125)","(20.0, 99999, 99990)","(41.0, 120.0, 104.61538461538461)","(31.0, 95.0, 81.66666666666667)"
