,Choose Well,Magic Ale,Magic Secret,Jet Set Jack,Amber Jack,Bokarm Donna,Fan Cool Unit,Brunello
12-01-2023 11:27:48.705088,"(2.1, 2.32, 2.283333333333333)","(12.0, 34.0, 16.272727272727273)","(2.8, 3.45, 3.4026315789473687)","(4.2, 6.6, 5.9399999999999995)","(21.0, 80.0, 69.2)","(31.0, 110.0, 59.529411764705884)","(26.0, 150.0, 112.5)","(31.0, 260.0, 160.0)"
12-01-2023 11:27:49.743879,"(2.1, 2.32, 2.283333333333333)","(12.0, 34.0, 16.272727272727273)","(2.8, 3.45, 3.4026315789473687)","(4.2, 6.6, 5.9399999999999995)","(21.0, 80.0, 69.2)","(31.0, 110.0, 59.529411764705884)","(26.0, 150.0, 112.5)","(31.0, 260.0, 160.0)"
12-01-2023 11:27:50.846826,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 23.75)","(2.8, 3.45, 3.358695652173913)","(4.2, 6.6, 5.9399999999999995)","(21.0, 80.0, 74.0)","(31.0, 110.0, 59.529411764705884)","(26.0, 150.0, 112.5)","(31.0, 240.0, 140.0)"
12-01-2023 11:27:52.004246,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 23.5)","(2.8, 3.45, 3.358695652173913)","(4.2, 6.6, 5.9399999999999995)","(21.0, 80.0, 69.2)","(31.0, 110.0, 59.529411764705884)","(26.0, 150.0, 112.5)","(31.0, 240.0, 140.0)"
12-01-2023 11:27:53.159634,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 23.5)","(2.8, 3.45, 3.358695652173913)","(4.2, 6.6, 5.9399999999999995)","(21.0, 80.0, 69.2)","(31.0, 110.0, 59.529411764705884)","(26.0, 150.0, 112.5)","(31.0, 240.0, 140.0)"
12-01-2023 11:27:54.255126,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 23.5)","(2.8, 3.45, 3.358695652173913)","(4.2, 6.6, 5.9399999999999995)","(21.0, 80.0, 69.2)","(31.0, 110.0, 59.529411764705884)","(26.0, 150.0, 112.5)","(31.0, 240.0, 151.42857142857144)"
12-01-2023 11:27:55.374279,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 23.5)","(2.8, 3.45, 3.358695652173913)","(4.2, 6.6, 5.9399999999999995)","(21.0, 80.0, 69.2)","(31.0, 110.0, 59.529411764705884)","(26.0, 150.0, 112.5)","(31.0, 220.0, 131.11111111111111)"
12-01-2023 11:27:56.530563,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 23.5)","(2.8, 3.45, 3.358695652173913)","(4.2, 6.6, 5.9399999999999995)","(21.0, 80.0, 69.2)","(31.0, 110.0, 59.529411764705884)","(26.0, 150.0, 112.5)","(31.0, 220.0, 131.11111111111111)"
12-01-2023 11:27:57.613923,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 23.5)","(2.8, 3.45, 3.358695652173913)","(4.2, 6.6, 5.9399999999999995)","(21.0, 80.0, 69.2)","(31.0, 110.0, 59.529411764705884)","(26.0, 150.0, 112.5)","(31.0, 220.0, 131.11111111111111)"
12-01-2023 11:27:58.856234,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 29.42857142857143)","(2.8, 3.45, 3.358695652173913)","(4.2, 6.6, 5.9399999999999995)","(21.0, 80.0, 69.2)","(31.0, 110.0, 59.529411764705884)","(26.0, 150.0, 112.5)","(31.0, 220.0, 120.0)"
12-01-2023 11:28:00.005377,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 23.5)","(2.8, 3.45, 3.358695652173913)","(4.2, 6.6, 5.9399999999999995)","(21.0, 80.0, 69.2)","(31.0, 110.0, 59.529411764705884)","(26.0, 150.0, 112.5)","(31.0, 210.0, 122.22222222222223)"
12-01-2023 11:28:01.013658,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 23.5)","(2.8, 3.4, 3.3318181818181816)","(4.2, 6.6, 5.9399999999999995)","(21.0, 80.0, 69.2)","(31.0, 110.0, 59.529411764705884)","(26.0, 150.0, 112.5)","(31.0, 200.0, 122.22222222222223)"
12-01-2023 11:28:02.023006,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 23.5)","(2.8, 3.4, 3.3318181818181816)","(4.2, 6.6, 5.9399999999999995)","(21.0, 80.0, 69.2)","(31.0, 110.0, 59.529411764705884)","(26.0, 150.0, 112.5)","(31.0, 200.0, 122.22222222222223)"
12-01-2023 11:28:02.975791,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 23.5)","(2.8, 3.4, 3.3318181818181816)","(4.2, 6.6, 5.9399999999999995)","(21.0, 80.0, 69.2)","(31.0, 110.0, 59.529411764705884)","(26.0, 150.0, 112.5)","(31.0, 200.0, 122.22222222222223)"
12-01-2023 11:28:03.986254,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 23.5)","(2.8, 3.4, 3.3318181818181816)","(4.2, 6.6, 5.9399999999999995)","(21.0, 70.0, 65.11111111111111)","(31.0, 110.0, 75.68)","(26.0, 150.0, 115.0)","(31.0, 200.0, 160.29411764705884)"
12-01-2023 11:28:05.013733,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 23.5)","(2.8, 3.4, 3.3318181818181816)","(4.2, 6.6, 5.9399999999999995)","(21.0, 70.0, 65.11111111111111)","(31.0, 110.0, 75.68)","(26.0, 150.0, 115.0)","(31.0, 200.0, 160.29411764705884)"
12-01-2023 11:28:06.065049,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 29.875)","(2.8, 3.4, 3.3318181818181816)","(4.2, 6.6, 5.9399999999999995)","(21.0, 70.0, 53.07692307692308)","(31.0, 110.0, 75.68)","(26.0, 150.0, 115.0)","(31.0, 200.0, 91.66666666666667)"
12-01-2023 11:28:07.162879,"(2.1, 2.32, 2.2787499999999996)","(12.0, 32.0, 29.875)","(2.8, 3.4, 3.3318181818181816)","(4.2, 6.6, 5.9399999999999995)","(21.0, 70.0, 53.07692307692308)","(31.0, 110.0, 75.68)","(26.0, 150.0, 115.0)","(31.0, 200.0, 91.66666666666667)"
12-01-2023 11:28:08.246270,"(2.1, 2.32, 2.2787499999999996)","(12.0, 34.0, 19.384615384615383)","(2.8, 3.4, 3.3318181818181816)","(4.2, 6.6, 5.9399999999999995)","(21.0, 70.0, 48.285714285714285)","(31.0, 110.0, 75.68)","(26.0, 150.0, 126.66666666666666)","(31.0, 200.0, 142.22222222222223)"
12-01-2023 11:28:09.392702,"(2.1, 2.32, 2.2787499999999996)","(12.0, 34.0, 21.647058823529413)","(2.8, 3.4, 3.3318181818181816)","(4.2, 6.6, 5.9399999999999995)","(21.0, 60.0, 56.22222222222222)","(31.0, 110.0, 75.68)","(26.0, 150.0, 117.5)","(31.0, 200.0, 128.57142857142856)"
12-01-2023 11:28:10.589409,"(2.1, 2.32, 2.2787499999999996)","(12.0, 34.0, 27.636363636363637)","(2.8, 3.4, 3.3318181818181816)","(4.2, 6.6, 5.9399999999999995)","(21.0, 60.0, 45.42857142857143)","(31.0, 110.0, 75.68)","(26.0, 150.0, 117.5)","(31.0, 200.0, 131.42857142857144)"
12-01-2023 11:28:11.784610,"(2.1, 2.32, 2.2787499999999996)","(12.0, 34.0, 27.636363636363637)","(2.8, 3.4, 3.3318181818181816)","(4.2, 6.6, 5.9399999999999995)","(21.0, 60.0, 45.42857142857143)","(31.0, 110.0, 75.68)","(26.0, 150.0, 117.5)","(31.0, 200.0, 131.42857142857144)"
12-01-2023 11:28:12.954849,"(2.1, 2.32, 2.2787499999999996)","(12.0, 34.0, 27.636363636363637)","(2.8, 3.4, 3.3318181818181816)","(4.2, 6.6, 5.9399999999999995)","(21.0, 60.0, 40.31578947368421)","(31.0, 110.0, 77.5)","(26.0, 150.0, 117.5)","(31.0, 200.0, 108.0)"
12-01-2023 11:28:14.085010,"(2.1, 2.32, 2.2787499999999996)","(12.0, 34.0, 26.5625)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.6, 5.9399999999999995)","(21.0, 60.0, 40.31578947368421)","(31.0, 110.0, 75.68)","(26.0, 150.0, 117.5)","(31.0, 200.0, 108.0)"
12-01-2023 11:28:15.148645,"(2.1, 2.32, 2.269230769230769)","(12.0, 34.0, 26.5625)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.6, 5.9399999999999995)","(21.0, 60.0, 39.294117647058826)","(31.0, 110.0, 75.68)","(26.0, 150.0, 117.5)","(31.0, 200.0, 158.1818181818182)"
12-01-2023 11:28:16.183241,"(2.1, 2.32, 2.269230769230769)","(12.0, 34.0, 30.28125)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.6, 5.9399999999999995)","(21.0, 60.0, 39.94117647058823)","(31.0, 110.0, 75.68)","(26.0, 150.0, 117.5)","(31.0, 200.0, 176.875)"
12-01-2023 11:28:17.209973,"(2.1, 2.34, 2.273333333333333)","(12.0, 34.0, 30.28125)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.6, 5.9399999999999995)","(21.0, 60.0, 39.94117647058823)","(31.0, 110.0, 75.68)","(26.0, 150.0, 117.5)","(31.0, 190.0, 161.66666666666669)"
12-01-2023 11:28:18.245454,"(2.1, 2.34, 2.2699999999999996)","(12.0, 34.0, 30.28125)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.6, 5.72)","(21.0, 60.0, 39.94117647058823)","(31.0, 110.0, 75.68)","(26.0, 150.0, 117.5)","(31.0, 200.0, 151.11111111111111)"
12-01-2023 11:28:19.282635,"(2.1, 2.34, 2.273333333333333)","(12.0, 34.0, 30.28125)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.6, 6.217391304347826)","(21.0, 50.0, 47.0)","(31.0, 110.0, 75.68)","(26.0, 150.0, 117.5)","(31.0, 200.0, 116.0)"
12-01-2023 11:28:20.273428,"(2.1, 2.34, 2.273333333333333)","(12.0, 34.0, 30.28125)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.6, 5.907692307692307)","(21.0, 50.0, 47.77777777777778)","(31.0, 110.0, 75.68)","(26.0, 150.0, 117.5)","(31.0, 200.0, 116.0)"
12-01-2023 11:28:21.359298,"(2.1, 2.34, 2.273333333333333)","(12.0, 34.0, 30.28125)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.6, 6.3954545454545455)","(21.0, 50.0, 40.0)","(31.0, 110.0, 75.68)","(26.0, 150.0, 92.5)","(31.0, 200.0, 147.5)"
12-01-2023 11:28:22.397959,"(2.1, 2.34, 2.273333333333333)","(12.0, 34.0, 30.28125)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.6, 6.35)","(21.0, 50.0, 40.0)","(31.0, 110.0, 75.68)","(26.0, 160.0, 117.5)","(31.0, 200.0, 147.5)"
12-01-2023 11:28:23.456404,"(2.1, 2.34, 2.273333333333333)","(12.0, 34.0, 30.28125)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.6, 6.35)","(21.0, 50.0, 40.0)","(31.0, 110.0, 75.68)","(26.0, 150.0, 117.5)","(31.0, 200.0, 147.5)"
12-01-2023 11:28:24.592043,"(2.1, 2.34, 2.273333333333333)","(12.0, 34.0, 30.28125)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.6, 6.4875)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 40.333333333333336)","(26.0, 150.0, 117.5)","(31.0, 200.0, 147.5)"
12-01-2023 11:28:26.142590,"(2.1, 2.34, 2.273333333333333)","(12.0, 34.0, 26.78125)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.8, 6.35)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 73.0)","(26.0, 150.0, 117.5)","(31.0, 200.0, 147.5)"
12-01-2023 11:28:27.608446,"(2.1, 2.34, 2.273333333333333)","(12.0, 34.0, 26.78125)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.8, 6.575)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 44.0)","(26.0, 150.0, 117.5)","(31.0, 200.0, 147.5)"
12-01-2023 11:28:28.816197,"(2.1, 2.34, 2.273333333333333)","(12.0, 32.0, 29.583333333333336)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.8, 6.575)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 44.0)","(26.0, 150.0, 117.5)","(31.0, 200.0, 147.5)"
12-01-2023 11:28:30.126206,"(2.1, 2.34, 2.273333333333333)","(12.0, 32.0, 29.583333333333336)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.8, 6.575)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 50.769230769230774)","(26.0, 150.0, 117.5)","(31.0, 200.0, 147.5)"
12-01-2023 11:28:31.636947,"(2.1, 2.34, 2.2699999999999996)","(12.0, 34.0, 29.636363636363637)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.8, 6.575)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 61.6)","(26.0, 150.0, 117.5)","(31.0, 200.0, 147.5)"
12-01-2023 11:28:32.923785,"(2.1, 2.34, 2.2699999999999996)","(12.0, 34.0, 27.846153846153847)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.8, 6.575)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 53.166666666666664)","(26.0, 150.0, 117.5)","(31.0, 200.0, 147.5)"
12-01-2023 11:28:34.084734,"(2.1, 2.34, 2.2699999999999996)","(12.0, 34.0, 31.037037037037038)","(2.8, 3.4, 3.3038461538461537)","(4.2, 6.8, 6.575)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 57.53846153846154)","(26.0, 150.0, 117.5)","(31.0, 200.0, 147.5)"
12-01-2023 11:28:35.284380,"(2.1, 2.34, 2.2699999999999996)","(12.0, 34.0, 30.770833333333336)","(2.8, 3.35, 3.283333333333333)","(4.2, 6.8, 6.575)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 72.11111111111111)","(26.0, 150.0, 117.5)","(31.0, 200.0, 155.55555555555554)"
12-01-2023 11:28:36.590696,"(2.1, 2.34, 2.2699999999999996)","(12.0, 34.0, 31.583333333333332)","(2.8, 3.35, 3.2249999999999996)","(4.2, 6.8, 6.575)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 72.11111111111111)","(26.0, 150.0, 117.5)","(31.0, 200.0, 155.55555555555554)"
12-01-2023 11:28:37.663276,"(2.1, 2.34, 2.2699999999999996)","(12.0, 34.0, 31.583333333333332)","(2.8, 3.3, 3.2249999999999996)","(4.2, 6.8, 6.711764705882353)","(21.0, 50.0, 36.25)","(31.0, 110.0, 83.6)","(26.0, 150.0, 117.5)","(31.0, 200.0, 155.55555555555554)"
12-01-2023 11:28:38.760007,"(2.1, 2.34, 2.2699999999999996)","(12.0, 34.0, 33.19444444444444)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 6.531428571428571)","(21.0, 50.0, 36.25)","(31.0, 110.0, 83.6)","(26.0, 150.0, 117.5)","(31.0, 200.0, 155.55555555555554)"
12-01-2023 11:28:39.926794,"(2.1, 2.34, 2.2699999999999996)","(12.0, 34.0, 33.19444444444444)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 6.531428571428571)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 83.6)","(26.0, 150.0, 117.5)","(31.0, 200.0, 155.55555555555554)"
12-01-2023 11:28:41.140823,"(2.1, 2.34, 2.2699999999999996)","(12.0, 34.0, 32.44444444444444)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 6.530434782608696)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 83.6)","(26.0, 150.0, 117.5)","(31.0, 200.0, 155.55555555555554)"
12-01-2023 11:28:42.284036,"(2.1, 2.34, 2.2699999999999996)","(12.0, 34.0, 32.14285714285714)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 6.530434782608696)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 83.6)","(26.0, 150.0, 120.0)","(31.0, 200.0, 155.55555555555554)"
12-01-2023 11:28:43.598421,"(2.1, 2.34, 2.2699999999999996)","(12.0, 34.0, 32.14285714285714)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 6.0)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 83.6)","(26.0, 150.0, 120.0)","(31.0, 200.0, 155.55555555555554)"
12-01-2023 11:28:44.884606,"(2.1, 2.34, 2.2699999999999996)","(12.0, 34.0, 33.1875)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 5.945)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 83.6)","(26.0, 150.0, 140.0)","(31.0, 200.0, 155.55555555555554)"
12-01-2023 11:28:46.135678,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.166666666666664)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.945)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 83.6)","(26.0, 150.0, 140.0)","(31.0, 200.0, 160.0)"
12-01-2023 11:28:47.298974,"(2.1, 2.32, 2.3)","(12.0, 34.0, 33.15384615384615)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.945)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 83.6)","(26.0, 150.0, 140.0)","(31.0, 200.0, 160.0)"
12-01-2023 11:28:48.460212,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.945)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 83.6)","(26.0, 150.0, 140.0)","(31.0, 200.0, 160.0)"
12-01-2023 11:28:49.623310,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.945)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 83.6)","(26.0, 150.0, 140.0)","(31.0, 200.0, 160.0)"
12-01-2023 11:28:50.794323,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.945)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 83.6)","(26.0, 150.0, 140.0)","(31.0, 200.0, 160.0)"
12-01-2023 11:28:52.000990,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.945)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 78.15789473684211)","(26.0, 150.0, 140.0)","(31.0, 200.0, 155.0)"
12-01-2023 11:28:53.196374,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.945)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 79.75)","(26.0, 150.0, 115.0)","(31.0, 200.0, 155.0)"
12-01-2023 11:28:54.356362,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.945)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 79.75)","(26.0, 160.0, 140.0)","(31.0, 200.0, 155.0)"
12-01-2023 11:28:55.474265,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.942857142857143)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 79.75)","(26.0, 150.0, 140.0)","(31.0, 200.0, 155.0)"
12-01-2023 11:28:56.525508,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.942857142857143)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 79.75)","(26.0, 150.0, 140.0)","(31.0, 200.0, 155.0)"
12-01-2023 11:28:57.606425,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.942857142857143)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 79.75)","(26.0, 150.0, 140.0)","(31.0, 200.0, 155.0)"
12-01-2023 11:28:58.723605,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.942857142857143)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 78.15789473684211)","(26.0, 150.0, 140.0)","(31.0, 200.0, 155.0)"
12-01-2023 11:28:59.894715,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.942857142857143)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 78.15789473684211)","(26.0, 150.0, 140.0)","(31.0, 200.0, 155.0)"
12-01-2023 11:29:00.935913,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.942857142857143)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 78.15789473684211)","(26.0, 150.0, 140.0)","(31.0, 200.0, 155.0)"
12-01-2023 11:29:02.074378,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.942857142857143)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 78.15789473684211)","(26.0, 150.0, 140.0)","(31.0, 200.0, 155.0)"
12-01-2023 11:29:03.245773,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.942857142857143)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 78.15789473684211)","(26.0, 150.0, 140.0)","(31.0, 200.0, 155.0)"
12-01-2023 11:29:04.430332,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.942857142857143)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 78.15789473684211)","(26.0, 150.0, 140.0)","(31.0, 200.0, 155.0)"
12-01-2023 11:29:05.576474,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.942857142857143)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 78.15789473684211)","(26.0, 150.0, 140.0)","(31.0, 200.0, 155.0)"
12-01-2023 11:29:06.709837,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 5.942857142857143)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 79.44444444444444)","(26.0, 150.0, 140.0)","(31.0, 200.0, 140.0)"
12-01-2023 11:29:07.710237,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.9)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 5.977777777777778)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 79.44444444444444)","(26.0, 150.0, 122.5)","(31.0, 200.0, 148.57142857142856)"
12-01-2023 11:29:08.801242,"(2.1, 2.32, 2.3)","(12.0, 34.0, 32.57142857142857)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 5.970000000000001)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 79.44444444444444)","(26.0, 150.0, 122.5)","(31.0, 200.0, 146.66666666666666)"
12-01-2023 11:29:09.949226,"(2.1, 2.32, 2.3)","(12.0, 34.0, 33.16666666666667)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 5.970000000000001)","(21.0, 50.0, 40.588235294117645)","(31.0, 110.0, 79.44444444444444)","(26.0, 150.0, 122.5)","(31.0, 200.0, 146.66666666666666)"
12-01-2023 11:29:11.127888,"(2.1, 2.32, 2.3)","(12.0, 34.0, 33.16666666666667)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 5.970000000000001)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 86.19047619047619)","(26.0, 150.0, 122.5)","(31.0, 200.0, 146.66666666666666)"
12-01-2023 11:29:12.236951,"(2.1, 2.32, 2.3)","(12.0, 34.0, 33.16666666666667)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 6.04)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 87.27272727272728)","(26.0, 150.0, 122.5)","(31.0, 200.0, 146.66666666666666)"
12-01-2023 11:29:13.338924,"(2.1, 2.32, 2.3)","(12.0, 34.0, 33.16666666666667)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 6.04)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 87.27272727272728)","(26.0, 150.0, 122.5)","(31.0, 200.0, 146.66666666666666)"
12-01-2023 11:29:14.447809,"(2.1, 2.32, 2.3)","(12.0, 34.0, 33.16666666666667)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 6.04)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 87.27272727272728)","(26.0, 150.0, 122.5)","(31.0, 200.0, 146.66666666666666)"
12-01-2023 11:29:15.671069,"(2.1, 2.32, 2.3)","(12.0, 34.0, 33.16666666666667)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 6.04)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 87.27272727272728)","(26.0, 150.0, 122.5)","(31.0, 200.0, 146.66666666666666)"
12-01-2023 11:29:16.770118,"(2.1, 2.32, 2.3)","(12.0, 34.0, 33.16666666666667)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 6.04)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 87.27272727272728)","(26.0, 150.0, 122.5)","(31.0, 200.0, 152.0)"
12-01-2023 11:29:17.759252,"(2.1, 2.32, 2.3)","(12.0, 34.0, 33.16666666666667)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 6.04)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 87.27272727272728)","(26.0, 150.0, 122.5)","(31.0, 200.0, 146.66666666666666)"
12-01-2023 11:29:18.839796,"(2.1, 2.32, 2.3)","(12.0, 34.0, 33.16666666666667)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 6.04)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 87.27272727272728)","(26.0, 150.0, 122.5)","(31.0, 200.0, 146.66666666666666)"
12-01-2023 11:29:19.912451,"(2.1, 2.32, 2.3)","(12.0, 34.0, 33.16666666666667)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 6.04)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 87.27272727272728)","(26.0, 150.0, 122.5)","(31.0, 200.0, 146.66666666666666)"
12-01-2023 11:29:21.080676,"(2.1, 2.32, 2.275)","(12.0, 34.0, 33.16666666666667)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.6, 6.613793103448276)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 83.52941176470588)","(26.0, 150.0, 140.0)","(31.0, 200.0, 146.66666666666666)"
12-01-2023 11:29:22.209985,"(2.1, 2.32, 2.275)","(12.0, 34.0, 33.16666666666667)","(2.8, 3.3, 3.1941176470588233)","(4.2, 6.8, 6.571428571428571)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 88.57142857142857)","(26.0, 150.0, 141.42857142857144)","(31.0, 200.0, 146.66666666666666)"
12-01-2023 11:29:23.277036,"(2.1, 2.32, 2.2699999999999996)","(12.0, 34.0, 33.16666666666667)","(2.8, 3.3, 3.1615384615384614)","(4.2, 6.8, 6.430769230769231)","(21.0, 50.0, 37.69230769230769)","(31.0, 110.0, 88.57142857142857)","(26.0, 150.0, 141.42857142857144)","(31.0, 200.0, 128.0)"
