,Im Riddler,Colorado Banner Nz,Radiant Bay,Ryleeorielly,Classnsmart,Sunpatra,Miss Stefani,The Dark Night,Roll Em
11-01-2023 17:56:06.347788,"(101.0, 210.0, 178.0)","(2.15, 99999, 99990)","(13.0, 27.0, 17.1)","(81.0, 140.0, 122.85714285714286)","(51.0, 70.0, 59.0)","(4.2, 5.5, 5.211764705882353)","(6.0, 7.6, 7.3999999999999995)","(51.0, 80.0, 67.5)","(4.0, 6.2, 5.7)"
11-01-2023 17:56:07.900136,"(101.0, 210.0, 192.22222222222223)","(2.15, 99999, 99990)","(13.0, 27.0, 17.571428571428573)","(81.0, 140.0, 122.85714285714286)","(51.0, 70.0, 52.4)","(4.2, 5.5, 5.211764705882353)","(6.0, 7.6, 7.228571428571429)","(51.0, 80.0, 65.71428571428571)","(4.0, 6.2, 5.7)"
11-01-2023 17:56:09.533746,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 27.0, 17.571428571428573)","(81.0, 140.0, 122.85714285714286)","(51.0, 70.0, 52.4)","(4.2, 5.5, 5.3)","(6.0, 7.6, 7.2153846153846155)","(51.0, 80.0, 65.71428571428571)","(4.0, 6.2, 5.675)"
11-01-2023 17:56:11.016458,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 27.0, 17.0)","(81.0, 140.0, 122.85714285714286)","(51.0, 70.0, 52.4)","(4.2, 5.5, 5.366666666666667)","(6.0, 7.4, 6.885714285714286)","(51.0, 80.0, 65.71428571428571)","(4.0, 5.9, 5.736363636363636)"
11-01-2023 17:56:12.574344,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 27.0, 17.0)","(81.0, 140.0, 122.85714285714286)","(51.0, 70.0, 52.4)","(4.2, 5.5, 5.346153846153846)","(6.0, 7.4, 6.885714285714286)","(51.0, 80.0, 59.166666666666664)","(4.0, 6.6, 6.253333333333333)"
11-01-2023 17:56:14.045088,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 27.0, 17.0)","(81.0, 140.0, 122.85714285714286)","(51.0, 70.0, 52.4)","(4.2, 5.5, 5.346153846153846)","(6.0, 7.4, 6.885714285714286)","(51.0, 80.0, 62.5)","(4.0, 6.6, 6.0)"
11-01-2023 17:56:15.556767,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 27.0, 17.0)","(71.0, 140.0, 122.85714285714286)","(51.0, 70.0, 51.666666666666664)","(4.2, 5.5, 5.346153846153846)","(6.0, 7.4, 6.84)","(51.0, 75.0, 59.285714285714285)","(4.0, 6.6, 5.990909090909091)"
11-01-2023 17:56:17.052842,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 27.0, 24.357142857142858)","(71.0, 140.0, 122.85714285714286)","(51.0, 70.0, 51.666666666666664)","(4.2, 5.5, 5.15)","(6.0, 7.0, 6.456)","(51.0, 70.0, 59.285714285714285)","(4.0, 6.4, 5.990909090909091)"
11-01-2023 17:56:18.523915,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 26.0, 24.357142857142858)","(71.0, 140.0, 122.85714285714286)","(41.0, 70.0, 51.666666666666664)","(4.2, 5.5, 5.072222222222222)","(5.5, 7.0, 6.456)","(41.0, 70.0, 59.285714285714285)","(4.2, 6.4, 5.990909090909091)"
11-01-2023 17:56:20.002439,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 26.0, 24.357142857142858)","(71.0, 140.0, 122.85714285714286)","(41.0, 70.0, 51.666666666666664)","(4.2, 5.5, 5.1)","(5.5, 7.0, 6.456)","(41.0, 70.0, 58.18181818181818)","(4.2, 6.4, 5.9)"
11-01-2023 17:56:21.535526,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 26.0, 24.357142857142858)","(71.0, 140.0, 122.85714285714286)","(41.0, 70.0, 51.666666666666664)","(4.2, 5.4, 5.0181818181818185)","(5.5, 7.0, 6.68)","(41.0, 65.0, 58.18181818181818)","(4.2, 6.4, 5.9)"
11-01-2023 17:56:22.966993,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 26.0, 16.6)","(71.0, 140.0, 122.85714285714286)","(41.0, 70.0, 51.666666666666664)","(4.2, 5.4, 5.0181818181818185)","(5.5, 6.8, 6.68)","(41.0, 65.0, 58.18181818181818)","(4.2, 6.4, 5.9)"
11-01-2023 17:56:24.481461,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 25.0, 20.2)","(71.0, 140.0, 122.85714285714286)","(51.0, 70.0, 51.666666666666664)","(4.2, 5.4, 5.0181818181818185)","(6.0, 6.8, 6.68)","(51.0, 65.0, 58.18181818181818)","(4.2, 6.4, 5.9)"
11-01-2023 17:56:25.892796,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 24.0, 18.59090909090909)","(71.0, 140.0, 122.85714285714286)","(51.0, 70.0, 51.666666666666664)","(4.2, 5.4, 4.966666666666667)","(6.0, 6.8, 6.68)","(51.0, 65.0, 57.142857142857146)","(4.2, 6.4, 5.9)"
11-01-2023 17:56:27.344850,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 22.0, 17.75)","(71.0, 140.0, 122.85714285714286)","(51.0, 70.0, 51.666666666666664)","(4.2, 5.3, 5.118181818181818)","(6.0, 6.8, 6.466666666666667)","(51.0, 60.0, 55.0)","(4.2, 6.4, 5.9)"
11-01-2023 17:56:28.881630,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 21.0, 18.4)","(71.0, 140.0, 122.85714285714286)","(51.0, 70.0, 51.666666666666664)","(4.2, 5.3, 5.118181818181818)","(6.0, 7.0, 6.7)","(51.0, 60.0, 55.0)","(4.2, 6.4, 5.725)"
11-01-2023 17:56:30.507235,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 21.0, 18.4)","(71.0, 140.0, 122.85714285714286)","(51.0, 70.0, 51.666666666666664)","(4.2, 5.3, 5.076923076923077)","(6.0, 7.0, 6.7)","(51.0, 60.0, 56.25)","(4.2, 6.4, 5.966666666666667)"
11-01-2023 17:56:32.206614,"(101.0, 210.0, 196.66666666666669)","(2.15, 99999, 99990)","(13.0, 21.0, 17.884615384615383)","(71.0, 140.0, 122.85714285714286)","(51.0, 70.0, 50.42857142857143)","(4.2, 5.5, 5.076923076923077)","(6.0, 7.0, 6.7)","(51.0, 60.0, 57.65217391304348)","(4.2, 6.2, 5.342857142857143)"
11-01-2023 17:56:33.937582,"(101.0, 210.0, 181.11111111111111)","(2.15, 99999, 99990)","(13.0, 20.0, 17.357142857142858)","(71.0, 140.0, 122.85714285714286)","(51.0, 65.0, 50.42857142857143)","(4.2, 5.5, 5.076923076923077)","(6.0, 7.0, 6.7)","(51.0, 60.0, 48.25)","(4.2, 6.2, 5.5)"
11-01-2023 17:56:35.732665,"(101.0, 190.0, 181.11111111111111)","(2.15, 99999, 99990)","(13.0, 19.5, 17.357142857142858)","(71.0, 140.0, 122.85714285714286)","(51.0, 65.0, 50.42857142857143)","(4.2, 5.5, 5.076923076923077)","(6.0, 7.0, 6.7)","(51.0, 55.0, 49.6)","(4.2, 5.8, 5.56)"
11-01-2023 17:56:37.194948,"(101.0, 190.0, 181.11111111111111)","(2.15, 99999, 99990)","(13.0, 19.5, 17.357142857142858)","(71.0, 140.0, 122.85714285714286)","(51.0, 65.0, 50.42857142857143)","(4.2, 5.5, 5.076923076923077)","(6.0, 7.0, 6.44)","(51.0, 55.0, 49.6)","(4.2, 5.8, 5.56)"
11-01-2023 17:56:38.724122,"(101.0, 190.0, 181.11111111111111)","(2.15, 99999, 99990)","(13.0, 19.5, 17.357142857142858)","(71.0, 140.0, 122.85714285714286)","(51.0, 65.0, 50.42857142857143)","(4.2, 5.5, 5.076923076923077)","(6.0, 6.8, 6.44)","(51.0, 55.0, 49.6)","(4.2, 5.8, 5.628571428571428)"
11-01-2023 17:56:40.393547,"(101.0, 190.0, 185.0)","(2.15, 99999, 99990)","(13.0, 19.5, 17.357142857142858)","(71.0, 140.0, 130.0)","(51.0, 65.0, 50.42857142857143)","(4.2, 5.5, 5.076923076923077)","(6.0, 6.8, 6.44)","(51.0, 55.0, 49.6)","(4.2, 5.8, 5.666666666666666)"
11-01-2023 17:56:41.937006,"(101.0, 210.0, 185.0)","(2.15, 99999, 99990)","(13.0, 19.5, 17.357142857142858)","(71.0, 140.0, 113.92857142857143)","(51.0, 65.0, 50.42857142857143)","(4.2, 5.5, 5.076923076923077)","(6.0, 6.8, 6.44)","(51.0, 55.0, 49.6)","(4.2, 5.8, 5.571428571428571)"
11-01-2023 17:56:43.482439,"(101.0, 210.0, 188.88888888888889)","(2.15, 99999, 99990)","(13.0, 19.5, 17.357142857142858)","(71.0, 130.0, 112.5)","(51.0, 65.0, 50.42857142857143)","(4.2, 5.5, 5.076923076923077)","(6.0, 6.8, 6.376470588235294)","(51.0, 55.0, 49.6)","(4.2, 5.8, 5.888888888888889)"
11-01-2023 17:56:45.180727,"(101.0, 200.0, 188.88888888888889)","(2.15, 99999, 99990)","(13.0, 19.5, 17.357142857142858)","(71.0, 130.0, 117.5)","(51.0, 65.0, 50.42857142857143)","(4.2, 5.5, 5.340909090909091)","(6.0, 6.8, 6.246153846153846)","(51.0, 55.0, 49.6)","(4.2, 6.2, 5.873333333333333)"
11-01-2023 17:56:46.846199,"(101.0, 200.0, 188.88888888888889)","(2.15, 99999, 99990)","(13.0, 19.5, 16.285714285714285)","(71.0, 130.0, 117.5)","(51.0, 65.0, 50.42857142857143)","(4.2, 5.5, 5.340909090909091)","(6.0, 6.4, 6.246153846153846)","(51.0, 55.0, 49.6)","(4.2, 6.2, 5.873333333333333)"
11-01-2023 17:56:48.303672,"(101.0, 200.0, 188.88888888888889)","(2.15, 99999, 99990)","(13.0, 19.5, 18.6)","(71.0, 130.0, 117.5)","(51.0, 65.0, 50.42857142857143)","(4.2, 5.5, 5.340909090909091)","(6.0, 6.4, 5.725)","(51.0, 55.0, 65.33333333333333)","(4.2, 6.2, 5.925)"
11-01-2023 17:56:49.774860,"(101.0, 200.0, 188.88888888888889)","(2.15, 99999, 99990)","(13.0, 19.0, 18.333333333333332)","(71.0, 130.0, 117.5)","(51.0, 65.0, 50.42857142857143)","(4.2, 5.5, 5.433333333333334)","(6.0, 5.8, 5.885714285714285)","(51.0, 75.0, 60.5)","(4.2, 6.8, 6.1454545454545455)"
11-01-2023 17:56:51.345891,"(101.0, 200.0, 188.88888888888889)","(2.15, 99999, 99990)","(13.0, 19.0, 18.333333333333332)","(71.0, 130.0, 117.5)","(51.0, 65.0, 50.42857142857143)","(4.2, 5.9, 5.633333333333334)","(6.0, 6.0, 5.810526315789474)","(51.0, 75.0, 62.916666666666664)","(4.2, 6.8, 6.1454545454545455)"
11-01-2023 17:56:52.847442,"(101.0, 200.0, 188.88888888888889)","(2.15, 99999, 99990)","(13.0, 19.0, 18.333333333333332)","(71.0, 130.0, 107.77777777777777)","(51.0, 65.0, 50.42857142857143)","(4.2, 5.9, 5.42)","(6.0, 6.0, 5.810526315789474)","(51.0, 75.0, 58.8)","(4.2, 6.8, 6.1454545454545455)"
11-01-2023 17:56:54.351404,"(101.0, 190.0, 181.11111111111111)","(2.15, 99999, 99990)","(13.0, 19.0, 18.333333333333332)","(71.0, 130.0, 107.77777777777777)","(51.0, 65.0, 50.42857142857143)","(4.2, 5.9, 5.42)","(6.0, 6.0, 5.79047619047619)","(51.0, 75.0, 64.875)","(4.2, 6.8, 6.1454545454545455)"
11-01-2023 17:56:55.923826,"(101.0, 190.0, 181.11111111111111)","(2.15, 99999, 99990)","(13.0, 19.0, 18.333333333333332)","(71.0, 130.0, 123.33333333333334)","(51.0, 65.0, 61.07692307692308)","(4.2, 5.9, 5.42)","(6.0, 6.0, 5.79047619047619)","(51.0, 75.0, 64.875)","(4.2, 6.8, 6.1454545454545455)"
11-01-2023 17:56:57.295361,"(101.0, 190.0, 181.11111111111111)","(2.15, 99999, 99990)","(13.0, 19.0, 18.333333333333332)","(71.0, 140.0, 117.5)","(51.0, 65.0, 53.75)","(4.2, 5.9, 5.42)","(6.0, 6.0, 5.79047619047619)","(51.0, 75.0, 63.0)","(4.2, 6.8, 6.1454545454545455)"
11-01-2023 17:56:58.805463,"(101.0, 190.0, 176.66666666666666)","(2.15, 99999, 99990)","(13.0, 19.0, 18.333333333333332)","(71.0, 140.0, 117.5)","(51.0, 65.0, 57.5)","(4.2, 5.9, 5.42)","(6.0, 6.0, 5.76)","(51.0, 75.0, 63.0)","(4.2, 6.8, 6.14)"
11-01-2023 17:57:00.252954,"(101.0, 190.0, 176.66666666666666)","(2.15, 99999, 99990)","(13.0, 19.0, 18.333333333333332)","(71.0, 140.0, 117.5)","(51.0, 65.0, 59.0)","(4.2, 5.9, 5.42)","(6.0, 5.8, 5.810526315789474)","(51.0, 75.0, 63.0)","(4.2, 6.8, 6.14)"
11-01-2023 17:57:01.645278,"(101.0, 190.0, 176.66666666666666)","(2.15, 99999, 99990)","(13.0, 19.0, 18.333333333333332)","(71.0, 140.0, 117.5)","(51.0, 65.0, 59.0)","(4.2, 5.9, 5.42)","(6.0, 6.0, 5.79047619047619)","(51.0, 75.0, 63.0)","(4.2, 6.8, 6.14)"
11-01-2023 17:57:03.051592,"(101.0, 190.0, 176.66666666666666)","(2.15, 99999, 99990)","(13.0, 19.0, 19.666666666666668)","(71.0, 140.0, 117.5)","(51.0, 65.0, 57.5)","(4.2, 5.9, 5.42)","(6.0, 6.0, 5.79047619047619)","(51.0, 75.0, 63.0)","(4.2, 6.8, 6.14)"
11-01-2023 17:57:05.253678,"(101.0, 190.0, 176.66666666666666)","(2.15, 99999, 99990)","(13.0, 22.0, 19.0)","(71.0, 140.0, 117.5)","(51.0, 65.0, 57.5)","(4.2, 5.9, 5.385714285714285)","(6.0, 6.0, 5.79047619047619)","(51.0, 75.0, 63.0)","(4.2, 6.8, 6.14)"
11-01-2023 17:57:06.943816,"(101.0, 190.0, 176.66666666666666)","(2.15, 99999, 99990)","(13.0, 21.0, 19.0)","(71.0, 140.0, 122.0)","(51.0, 65.0, 57.5)","(4.2, 5.9, 5.385714285714285)","(6.0, 6.0, 5.804444444444444)","(51.0, 75.0, 67.8)","(4.2, 6.8, 6.14)"
11-01-2023 17:57:08.850545,"(101.0, 190.0, 176.66666666666666)","(2.15, 99999, 99990)","(13.0, 21.0, 19.0)","(71.0, 140.0, 122.0)","(41.0, 65.0, 57.5)","(4.2, 5.9, 5.385714285714285)","(5.5, 6.0, 5.804444444444444)","(41.0, 75.0, 67.8)","(4.4, 6.8, 6.14)"
11-01-2023 17:57:10.452128,"(101.0, 190.0, 176.66666666666666)","(2.15, 99999, 99990)","(13.0, 21.0, 19.0)","(71.0, 140.0, 122.0)","(41.0, 65.0, 49.25)","(4.2, 5.9, 5.521052631578947)","(5.5, 6.0, 5.804444444444444)","(41.0, 75.0, 67.8)","(4.4, 6.8, 6.286666666666667)"
11-01-2023 17:57:12.122491,"(101.0, 190.0, 176.66666666666666)","(2.15, 99999, 99990)","(13.0, 21.0, 19.0)","(71.0, 140.0, 110.0)","(41.0, 65.0, 52.0)","(4.2, 5.9, 5.521052631578947)","(5.5, 6.0, 5.824390243902439)","(41.0, 75.0, 67.8)","(4.4, 6.8, 6.286666666666667)"
11-01-2023 17:57:13.556321,"(101.0, 190.0, 176.66666666666666)","(2.15, 99999, 99990)","(13.0, 21.0, 19.0)","(71.0, 140.0, 100.83333333333333)","(41.0, 60.0, 52.0)","(4.2, 5.9, 5.58)","(5.5, 6.0, 5.7555555555555555)","(41.0, 75.0, 67.8)","(4.4, 6.8, 6.286666666666667)"
11-01-2023 17:57:14.808214,"(101.0, 190.0, 176.66666666666666)","(2.1, 99999, 99990)","(13.0, 21.0, 19.0)","(71.0, 130.0, 100.83333333333333)","(41.0, 60.0, 52.0)","(4.2, 5.9, 5.58)","(5.0, 6.0, 5.804444444444444)","(31.0, 75.0, 67.8)","(4.4, 6.8, 6.286666666666667)"
11-01-2023 17:57:16.183397,"(101.0, 190.0, 176.66666666666666)","(2.1, 99999, 99990)","(13.0, 21.0, 19.0)","(71.0, 130.0, 110.0)","(41.0, 60.0, 52.0)","(4.2, 5.9, 5.557142857142857)","(5.0, 6.0, 5.824390243902439)","(31.0, 75.0, 67.8)","(4.4, 6.8, 6.253846153846154)"
11-01-2023 17:57:17.578755,"(101.0, 190.0, 176.66666666666666)","(2.1, 99999, 99990)","(13.0, 21.0, 16.285714285714285)","(71.0, 140.0, 124.0)","(31.0, 60.0, 52.0)","(4.2, 5.9, 5.61764705882353)","(5.0, 6.0, 5.824390243902439)","(31.0, 75.0, 67.8)","(4.4, 6.6, 6.123529411764705)"
11-01-2023 17:57:18.874040,"(101.0, 190.0, 176.66666666666666)","(2.1, 99999, 99990)","(13.0, 21.0, 16.1875)","(71.0, 140.0, 131.11111111111111)","(31.0, 60.0, 52.0)","(4.2, 5.9, 5.61764705882353)","(5.0, 6.0, 5.820408163265306)","(31.0, 75.0, 67.8)","(4.4, 6.6, 6.31875)"
11-01-2023 17:57:20.224137,"(101.0, 190.0, 213.75)","(2.1, 99999, 99990)","(13.0, 21.0, 16.875)","(71.0, 140.0, 131.11111111111111)","(31.0, 60.0, 46.666666666666664)","(4.2, 5.9, 5.7153846153846155)","(5.0, 6.0, 5.84)","(31.0, 75.0, 67.8)","(4.4, 6.6, 6.236363636363636)"
11-01-2023 17:57:21.551873,"(101.0, 220.0, 213.75)","(2.1, 99999, 99990)","(13.0, 21.0, 16.875)","(71.0, 140.0, 131.11111111111111)","(31.0, 60.0, 46.666666666666664)","(4.2, 5.9, 5.78)","(5.0, 6.0, 5.678571428571429)","(31.0, 75.0, 67.8)","(4.4, 6.6, 6.236363636363636)"
11-01-2023 17:57:22.901283,"(101.0, 220.0, 213.75)","(2.1, 99999, 99990)","(13.0, 21.0, 16.875)","(71.0, 140.0, 131.11111111111111)","(31.0, 60.0, 46.666666666666664)","(4.2, 5.9, 5.78)","(5.0, 6.0, 5.766666666666667)","(31.0, 75.0, 66.66666666666667)","(4.4, 6.6, 6.15)"
11-01-2023 17:57:24.184769,"(101.0, 220.0, 213.75)","(2.1, 99999, 99990)","(13.0, 21.0, 16.875)","(71.0, 140.0, 125.0)","(31.0, 60.0, 46.666666666666664)","(4.4, 5.9, 5.78)","(5.0, 5.9, 5.735294117647059)","(31.0, 75.0, 60.714285714285715)","(4.6, 6.6, 6.15)"
11-01-2023 17:57:25.862508,"(101.0, 220.0, 213.75)","(2.1, 99999, 99990)","(13.0, 21.0, 16.875)","(71.0, 140.0, 160.0)","(31.0, 60.0, 47.2)","(4.4, 5.9, 5.78)","(5.0, 5.9, 5.735294117647059)","(31.0, 75.0, 60.714285714285715)","(4.6, 6.6, 6.3)"
11-01-2023 17:57:27.202216,"(101.0, 220.0, 213.75)","(2.1, 99999, 99990)","(13.0, 21.0, 16.875)","(71.0, 180.0, 137.27272727272728)","(31.0, 60.0, 47.2)","(4.4, 5.9, 5.78)","(5.0, 5.9, 5.735294117647059)","(31.0, 75.0, 60.714285714285715)","(4.6, 6.6, 6.327272727272727)"
11-01-2023 17:57:28.689305,"(101.0, 220.0, 213.75)","(2.1, 99999, 99990)","(13.0, 21.0, 17.0)","(71.0, 170.0, 137.27272727272728)","(31.0, 60.0, 47.2)","(4.4, 5.9, 5.618181818181818)","(5.0, 5.9, 5.735294117647059)","(31.0, 75.0, 60.714285714285715)","(4.6, 6.6, 6.057142857142857)"
11-01-2023 17:57:30.410168,"(101.0, 220.0, 213.75)","(2.1, 99999, 99990)","(13.0, 20.0, 17.0)","(71.0, 170.0, 142.30769230769232)","(31.0, 60.0, 47.2)","(4.4, 6.0, 5.998717948717949)","(5.0, 5.9, 5.735294117647059)","(31.0, 75.0, 60.714285714285715)","(4.6, 6.4, 6.08)"
11-01-2023 17:57:32.085397,"(101.0, 220.0, 213.75)","(2.1, 99999, 99990)","(13.0, 20.0, 18.0)","(71.0, 170.0, 152.0)","(31.0, 60.0, 49.33333333333333)","(4.4, 6.0, 5.998717948717949)","(5.0, 5.9, 5.757142857142857)","(31.0, 75.0, 60.714285714285715)","(4.6, 6.2, 5.892307692307693)"
11-01-2023 17:57:33.595779,"(101.0, 220.0, 213.75)","(2.1, 99999, 99990)","(13.0, 20.0, 18.6)","(71.0, 170.0, 152.0)","(31.0, 60.0, 45.333333333333336)","(4.4, 6.0, 5.998717948717949)","(5.0, 5.9, 5.757142857142857)","(31.0, 75.0, 60.714285714285715)","(4.6, 6.2, 5.545454545454546)"
11-01-2023 17:57:34.995088,"(101.0, 220.0, 213.75)","(2.1, 99999, 99990)","(13.0, 20.0, 18.142857142857142)","(71.0, 170.0, 152.0)","(31.0, 60.0, 46.8)","(4.4, 6.0, 5.998717948717949)","(5.0, 5.9, 5.757142857142857)","(31.0, 75.0, 60.714285714285715)","(4.6, 6.0, 5.800000000000001)"
11-01-2023 17:57:36.438120,"(101.0, 220.0, 213.75)","(2.1, 99999, 99990)","(13.0, 20.0, 18.555555555555557)","(71.0, 170.0, 171.25)","(31.0, 60.0, 46.8)","(4.4, 6.0, 6.188750000000001)","(5.0, 5.9, 5.8375)","(31.0, 75.0, 60.714285714285715)","(4.6, 5.9, 5.800000000000001)"
11-01-2023 17:57:37.898795,"(101.0, 220.0, 213.75)","(2.1, 99999, 99990)","(13.0, 20.0, 18.555555555555557)","(71.0, 180.0, 152.0)","(31.0, 60.0, 46.8)","(4.4, 6.2, 6.188750000000001)","(5.0, 5.9, 5.718181818181819)","(31.0, 75.0, 62.5)","(4.6, 5.9, 5.800000000000001)"
11-01-2023 17:57:39.278989,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 17.833333333333332)","(81.0, 170.0, 152.0)","(31.0, 60.0, 46.8)","(4.6, 6.2, 6.357142857142858)","(5.0, 5.9, 5.866666666666667)","(41.0, 75.0, 62.5)","(4.6, 5.9, 5.545454545454546)"
11-01-2023 17:57:40.686158,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 17.833333333333332)","(81.0, 170.0, 152.0)","(31.0, 60.0, 53.400000000000006)","(4.6, 6.4, 6.329411764705883)","(5.0, 5.9, 5.866666666666667)","(41.0, 75.0, 94.0)","(4.6, 6.0, 5.384848484848485)"
11-01-2023 17:57:41.965117,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 17.833333333333332)","(81.0, 170.0, 152.0)","(31.0, 60.0, 46.8)","(4.6, 6.4, 6.340740740740741)","(5.0, 5.9, 5.868627450980393)","(41.0, 160.0, 94.0)","(4.6, 6.0, 5.552631578947368)"
11-01-2023 17:57:43.268316,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 14.55)","(81.0, 170.0, 152.0)","(31.0, 60.0, 46.8)","(4.6, 6.4, 6.333333333333334)","(5.0, 5.9, 5.7877551020408164)","(41.0, 160.0, 99.0)","(4.6, 5.9, 5.7)"
11-01-2023 17:57:44.621860,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 17.0, 18.8)","(81.0, 170.0, 152.0)","(31.0, 60.0, 46.8)","(4.6, 6.4, 6.333333333333334)","(5.0, 5.8, 5.7877551020408164)","(41.0, 150.0, 88.8)","(4.6, 5.9, 5.800000000000001)"
11-01-2023 17:57:46.083500,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 18.571428571428573)","(81.0, 170.0, 152.0)","(31.0, 60.0, 46.8)","(4.6, 6.4, 6.333333333333334)","(5.0, 5.8, 5.7877551020408164)","(41.0, 150.0, 88.8)","(4.6, 5.9, 5.74)"
11-01-2023 17:57:47.509506,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 19.0)","(81.0, 170.0, 138.0)","(31.0, 60.0, 48.0)","(4.6, 6.4, 6.352941176470589)","(5.0, 5.8, 5.7877551020408164)","(41.0, 150.0, 70.5)","(4.6, 5.9, 5.846666666666667)"
11-01-2023 17:57:48.844492,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 19.0)","(81.0, 170.0, 152.0)","(31.0, 60.0, 48.0)","(4.6, 6.4, 6.333333333333334)","(5.0, 5.8, 5.7877551020408164)","(41.0, 150.0, 68.0)","(4.6, 5.9, 5.546875)"
11-01-2023 17:57:50.151074,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 19.0)","(81.0, 170.0, 152.0)","(31.0, 60.0, 48.0)","(4.6, 6.4, 6.333333333333334)","(5.0, 5.8, 5.68)","(41.0, 140.0, 82.0)","(4.6, 6.0, 5.541666666666667)"
11-01-2023 17:57:51.462442,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 19.0)","(81.0, 170.0, 152.0)","(31.0, 60.0, 48.0)","(4.6, 6.4, 6.333333333333334)","(5.0, 5.8, 5.76)","(41.0, 120.0, 82.0)","(4.6, 6.0, 5.541666666666667)"
11-01-2023 17:57:52.652120,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 19.0)","(81.0, 170.0, 152.0)","(31.0, 60.0, 48.0)","(4.6, 6.4, 6.333333333333334)","(5.0, 5.8, 5.76)","(41.0, 120.0, 82.0)","(4.6, 6.0, 5.6258064516129025)"
11-01-2023 17:57:53.936666,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 19.4)","(81.0, 170.0, 152.0)","(31.0, 60.0, 48.0)","(4.6, 6.4, 6.352941176470589)","(5.0, 5.8, 5.5756097560975615)","(41.0, 120.0, 82.0)","(4.6, 6.0, 5.6258064516129025)"
11-01-2023 17:57:55.273434,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 19.4)","(81.0, 170.0, 152.0)","(31.0, 60.0, 48.0)","(4.6, 6.4, 6.352941176470589)","(5.0, 5.8, 5.484848484848485)","(41.0, 120.0, 66.0)","(4.6, 6.0, 5.622857142857143)"
11-01-2023 17:57:56.598807,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 19.2)","(81.0, 170.0, 152.0)","(31.0, 60.0, 48.0)","(4.6, 6.4, 6.352941176470589)","(5.0, 5.8, 5.484848484848485)","(41.0, 110.0, 58.0)","(4.6, 6.0, 5.622857142857143)"
11-01-2023 17:57:57.955473,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 19.2)","(81.0, 170.0, 152.0)","(31.0, 60.0, 48.0)","(4.6, 6.4, 6.352941176470589)","(5.0, 5.8, 5.484848484848485)","(41.0, 100.0, 58.0)","(4.6, 6.0, 5.618604651162791)"
11-01-2023 17:57:59.338087,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 19.2)","(81.0, 170.0, 152.0)","(31.0, 60.0, 48.0)","(4.6, 6.4, 6.352941176470589)","(5.0, 5.8, 5.484848484848485)","(41.0, 100.0, 58.0)","(4.6, 6.0, 5.618604651162791)"
11-01-2023 17:58:00.729196,"(101.0, 220.0, 213.75)","(2.15, 99999, 99990)","(13.0, 20.0, 19.2)","(81.0, 170.0, 152.0)","(31.0, 60.0, 48.0)","(4.6, 6.4, 6.356756756756757)","(5.0, 5.8, 5.484848484848485)","(41.0, 100.0, 58.0)","(4.6, 6.0, 5.618604651162791)"
