,Bettor My Dreamz Nz,The Last Drop,Brewery Lane,Ainsworth,Mission Glory,Belonero,Tradie,Make It Quick,Be On Guard,Dynamite Beach,The Party Boy
10-01-2023 20:58:47.351420,"(2.15, 99999, 99990)","(4.8, 5.6, 5.138461538461538)","(61.0, 80.0, 56.0)","(15.0, 29.0, 25.42857142857143)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.0)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.5)","(8.0, 11.5, 9.566666666666666)","(3.8, 4.4, 4.327272727272727)","(101.0, 190.0, 142.5)"
10-01-2023 20:58:48.737189,"(2.15, 99999, 99990)","(4.8, 5.6, 5.138461538461538)","(61.0, 80.0, 56.0)","(15.0, 29.0, 25.42857142857143)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.0)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.5)","(8.0, 11.5, 9.566666666666666)","(3.8, 4.4, 4.327272727272727)","(101.0, 190.0, 142.5)"
10-01-2023 20:58:50.091201,"(2.15, 99999, 99990)","(4.8, 5.6, 5.138461538461538)","(61.0, 80.0, 56.0)","(15.0, 29.0, 25.42857142857143)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.714285714285715)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.5)","(8.0, 11.5, 9.566666666666666)","(3.8, 4.4, 4.327272727272727)","(101.0, 190.0, 142.5)"
10-01-2023 20:58:51.504333,"(2.15, 99999, 99990)","(4.8, 5.5, 5.333333333333333)","(61.0, 80.0, 56.0)","(15.0, 29.0, 21.0)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.714285714285715)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.5)","(8.0, 11.5, 9.566666666666666)","(3.8, 4.4, 4.327272727272727)","(101.0, 190.0, 142.5)"
10-01-2023 20:58:53.005912,"(2.15, 99999, 99990)","(4.8, 5.8, 5.192)","(61.0, 80.0, 56.0)","(15.0, 29.0, 21.0)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.714285714285715)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.5)","(8.0, 11.5, 9.566666666666666)","(3.8, 4.4, 4.327272727272727)","(101.0, 190.0, 142.5)"
10-01-2023 20:58:54.443794,"(2.15, 99999, 99990)","(4.8, 5.8, 5.192)","(61.0, 80.0, 56.0)","(15.0, 29.0, 21.0)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.2)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.5)","(8.0, 11.5, 9.566666666666666)","(3.8, 4.4, 4.327272727272727)","(101.0, 190.0, 142.5)"
10-01-2023 20:58:55.882645,"(2.15, 99999, 99990)","(4.8, 5.8, 5.247058823529412)","(61.0, 80.0, 56.0)","(15.0, 29.0, 21.0)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.666666666666668)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.5)","(8.0, 11.5, 9.566666666666666)","(3.8, 4.4, 4.327272727272727)","(101.0, 190.0, 142.5)"
10-01-2023 20:58:57.314357,"(2.15, 99999, 99990)","(4.8, 5.7, 5.247058823529412)","(61.0, 80.0, 56.0)","(15.0, 29.0, 21.0)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.666666666666668)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.5)","(8.0, 11.5, 9.566666666666666)","(3.8, 4.4, 4.327272727272727)","(101.0, 190.0, 142.5)"
10-01-2023 20:58:58.781830,"(2.15, 99999, 99990)","(4.8, 5.7, 5.230769230769231)","(61.0, 80.0, 56.0)","(15.0, 29.0, 21.0)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.666666666666668)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.5)","(8.0, 11.5, 9.566666666666666)","(3.8, 4.4, 4.327272727272727)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:00.232488,"(2.15, 99999, 99990)","(4.8, 5.5, 5.230769230769231)","(61.0, 80.0, 56.0)","(15.0, 29.0, 21.0)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.333333333333332)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.5)","(8.0, 11.5, 9.566666666666666)","(3.8, 4.4, 4.327272727272727)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:01.638662,"(2.15, 99999, 99990)","(4.8, 5.5, 5.230769230769231)","(61.0, 80.0, 60.0)","(15.0, 29.0, 21.8)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.333333333333332)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.75)","(8.0, 11.5, 10.34)","(3.8, 4.4, 4.327272727272727)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:03.028426,"(2.15, 99999, 99990)","(4.8, 5.5, 5.230769230769231)","(61.0, 80.0, 60.0)","(15.0, 29.0, 25.727272727272727)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.333333333333332)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.2)","(8.0, 11.5, 10.05)","(3.8, 4.4, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:04.367128,"(2.15, 99999, 99990)","(4.8, 5.5, 5.230769230769231)","(61.0, 80.0, 60.0)","(15.0, 29.0, 25.727272727272727)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.333333333333332)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.2)","(8.0, 11.5, 10.05)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:05.698456,"(2.15, 99999, 99990)","(4.8, 5.5, 5.045454545454546)","(61.0, 80.0, 60.0)","(15.0, 29.0, 25.727272727272727)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.333333333333332)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.2)","(8.0, 11.5, 10.05)","(3.8, 4.5, 4.111111111111111)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:07.097234,"(2.15, 99999, 99990)","(4.8, 5.5, 5.045454545454546)","(61.0, 80.0, 60.0)","(15.0, 29.0, 25.727272727272727)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.333333333333332)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.2)","(8.0, 11.5, 10.05)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:08.463312,"(2.15, 99999, 99990)","(4.8, 5.5, 5.045454545454546)","(61.0, 80.0, 60.0)","(15.0, 29.0, 26.0)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.333333333333332)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.2)","(8.0, 11.5, 10.05)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:09.872877,"(2.15, 99999, 99990)","(4.8, 5.7, 5.65)","(61.0, 80.0, 60.0)","(15.0, 29.0, 26.0)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.333333333333332)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.2)","(8.0, 11.5, 10.05)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:11.235805,"(2.15, 99999, 99990)","(4.8, 5.7, 4.95)","(61.0, 80.0, 60.0)","(15.0, 29.0, 26.0)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.333333333333332)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.2)","(8.0, 11.5, 10.05)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:12.856654,"(2.15, 99999, 99990)","(4.8, 5.7, 5.086363636363636)","(61.0, 80.0, 60.0)","(15.0, 29.0, 26.0)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.333333333333332)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.2)","(8.0, 11.5, 10.05)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:14.367808,"(2.15, 99999, 99990)","(4.8, 5.7, 5.15)","(61.0, 80.0, 60.0)","(15.0, 29.0, 26.0)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.333333333333332)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.2)","(8.0, 11.5, 10.533333333333333)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:15.948502,"(2.15, 99999, 99990)","(4.8, 5.7, 5.15)","(61.0, 80.0, 60.0)","(15.0, 29.0, 26.0)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.333333333333332)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.2)","(8.0, 11.5, 10.05)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:17.625245,"(2.15, 99999, 99990)","(4.8, 5.5, 5.15)","(61.0, 80.0, 62.85714285714286)","(15.0, 29.0, 21.333333333333332)","(101.0, 210.0, 170.0)","(18.0, 29.0, 27.0)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.75)","(8.0, 11.5, 10.34)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:19.205952,"(2.15, 99999, 99990)","(4.8, 5.5, 5.15)","(61.0, 80.0, 62.85714285714286)","(15.0, 29.0, 19.142857142857142)","(101.0, 210.0, 170.0)","(18.0, 29.0, 27.0)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.75)","(8.0, 11.5, 10.972727272727273)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:20.784991,"(2.15, 99999, 99990)","(4.8, 5.5, 5.211764705882353)","(61.0, 80.0, 62.85714285714286)","(15.0, 29.0, 19.142857142857142)","(101.0, 210.0, 170.0)","(18.0, 29.0, 27.0)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.75)","(8.0, 11.5, 10.855555555555554)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:22.212804,"(2.15, 99999, 99990)","(4.8, 5.5, 5.211764705882353)","(61.0, 80.0, 62.85714285714286)","(15.0, 29.0, 19.142857142857142)","(101.0, 210.0, 170.0)","(18.0, 29.0, 26.6)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.666666666666666)","(8.0, 11.5, 10.666666666666666)","(3.8, 4.5, 4.2375)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:23.607922,"(2.15, 99999, 99990)","(4.8, 5.5, 5.277272727272727)","(61.0, 80.0, 62.85714285714286)","(15.0, 29.0, 19.142857142857142)","(101.0, 210.0, 170.0)","(18.0, 29.0, 29.125)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.75)","(8.0, 11.5, 11.36)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:25.092108,"(2.15, 99999, 99990)","(4.8, 5.5, 5.345454545454546)","(61.0, 80.0, 62.85714285714286)","(15.0, 29.0, 19.6)","(101.0, 210.0, 170.0)","(18.0, 30.0, 28.0)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.75)","(8.0, 12.0, 11.73846153846154)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:26.505101,"(2.15, 99999, 99990)","(4.8, 5.4, 5.345454545454546)","(61.0, 80.0, 62.85714285714286)","(15.0, 28.0, 19.6)","(101.0, 210.0, 170.0)","(18.0, 30.0, 28.0)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.75)","(8.0, 12.0, 11.666666666666666)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:27.961255,"(2.15, 99999, 99990)","(4.8, 5.4, 5.345454545454546)","(61.0, 80.0, 62.85714285714286)","(15.0, 27.0, 20.666666666666668)","(101.0, 210.0, 170.0)","(18.0, 30.0, 28.0)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.75)","(8.0, 12.0, 11.4)","(3.8, 4.5, 4.111111111111111)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:29.281369,"(2.15, 99999, 99990)","(4.8, 5.4, 5.345454545454546)","(61.0, 80.0, 62.85714285714286)","(15.0, 27.0, 20.666666666666668)","(101.0, 210.0, 170.0)","(18.0, 30.0, 28.0)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.75)","(8.0, 12.0, 11.4)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:30.606923,"(2.15, 99999, 99990)","(4.8, 5.4, 5.345454545454546)","(61.0, 80.0, 62.85714285714286)","(15.0, 27.0, 20.666666666666668)","(101.0, 210.0, 170.0)","(18.0, 30.0, 28.5)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.75)","(8.0, 12.0, 10.6)","(3.8, 4.5, 4.15)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:31.970295,"(2.15, 99999, 99990)","(4.8, 5.4, 5.345454545454546)","(61.0, 80.0, 62.85714285714286)","(15.0, 27.0, 22.25)","(101.0, 210.0, 170.0)","(18.0, 30.0, 28.5)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.166666666666666)","(8.0, 12.0, 11.2)","(3.8, 4.5, 4.176923076923076)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:33.407565,"(2.15, 99999, 99990)","(4.8, 5.4, 5.325)","(61.0, 80.0, 56.0)","(15.0, 27.0, 22.0)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.142857142857142)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.5)","(8.0, 12.0, 10.6)","(3.8, 4.5, 4.111111111111111)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:34.852566,"(2.15, 99999, 99990)","(4.8, 5.4, 5.3500000000000005)","(61.0, 80.0, 56.0)","(15.0, 27.0, 20.666666666666668)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.142857142857142)","(101.0, 140.0, 122.0)","(10.0, 17.5, 14.75)","(8.0, 12.0, 10.6)","(3.8, 4.5, 4.208333333333333)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:36.257569,"(2.15, 99999, 99990)","(4.8, 5.4, 5.325)","(61.0, 80.0, 56.0)","(15.0, 27.0, 22.0)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.142857142857142)","(101.0, 140.0, 122.0)","(10.0, 17.5, 13.833333333333334)","(8.0, 12.0, 10.6)","(3.8, 4.5, 4.161290322580645)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:37.601732,"(2.15, 99999, 99990)","(4.8, 5.4, 5.325)","(61.0, 80.0, 56.0)","(15.0, 27.0, 22.0)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.454545454545453)","(101.0, 140.0, 122.0)","(10.0, 17.5, 13.833333333333334)","(8.0, 12.0, 11.72)","(3.8, 4.5, 4.161290322580645)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:38.972257,"(2.15, 99999, 99990)","(4.8, 5.4, 5.325)","(61.0, 80.0, 56.0)","(15.0, 27.0, 24.5)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.142857142857142)","(101.0, 140.0, 122.0)","(10.0, 17.5, 13.833333333333334)","(8.0, 12.0, 11.72)","(3.8, 4.5, 4.161290322580645)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:40.464987,"(2.15, 99999, 99990)","(4.8, 5.4, 5.04)","(61.0, 80.0, 56.0)","(15.0, 27.0, 22.0)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.142857142857142)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.5)","(8.0, 12.0, 11.533333333333333)","(3.8, 4.5, 4.111111111111111)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:41.900738,"(2.15, 99999, 99990)","(5.0, 5.7, 5.15)","(61.0, 80.0, 56.0)","(15.0, 27.0, 22.0)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.142857142857142)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.5)","(8.0, 12.0, 11.72)","(3.8, 4.5, 4.161290322580645)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:43.375569,"(2.15, 99999, 99990)","(5.0, 5.7, 5.15)","(61.0, 80.0, 56.0)","(15.0, 27.0, 22.0)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.142857142857142)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.5)","(8.0, 12.0, 11.72)","(3.8, 4.5, 4.161290322580645)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:44.763372,"(2.15, 99999, 99990)","(5.0, 5.7, 5.15)","(61.0, 80.0, 56.0)","(15.0, 27.0, 22.0)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.142857142857142)","(101.0, 140.0, 122.0)","(10.0, 17.5, 15.785714285714285)","(8.0, 12.0, 11.72)","(3.8, 4.5, 4.161290322580645)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:46.213511,"(2.15, 99999, 99990)","(5.0, 5.5, 5.15)","(61.0, 80.0, 56.0)","(15.0, 27.0, 22.0)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.454545454545453)","(101.0, 140.0, 131.42857142857142)","(10.0, 17.5, 16.3)","(8.0, 12.0, 11.72)","(3.8, 4.5, 4.134782608695652)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:47.727453,"(2.15, 99999, 99990)","(5.0, 5.5, 5.15)","(61.0, 80.0, 56.0)","(15.0, 27.0, 22.0)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.142857142857142)","(101.0, 140.0, 134.0)","(10.0, 17.5, 16.3)","(8.0, 12.0, 11.72)","(3.8, 4.5, 4.199999999999999)","(101.0, 190.0, 142.5)"
10-01-2023 20:59:49.172842,"(2.15, 99999, 99990)","(5.0, 5.5, 5.15)","(61.0, 80.0, 56.0)","(15.0, 27.0, 22.0)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.142857142857142)","(101.0, 140.0, 134.0)","(10.0, 17.5, 15.785714285714285)","(8.0, 12.0, 11.72)","(3.8, 4.5, 4.199999999999999)","(101.0, 190.0, 122.5)"
10-01-2023 20:59:50.535465,"(2.15, 99999, 99990)","(5.0, 5.5, 5.211764705882353)","(61.0, 80.0, 56.0)","(15.0, 27.0, 22.0)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.142857142857142)","(101.0, 140.0, 134.0)","(10.0, 17.5, 15.785714285714285)","(8.0, 12.0, 11.72)","(3.8, 4.5, 4.199999999999999)","(101.0, 190.0, 122.5)"
10-01-2023 20:59:51.872653,"(2.15, 99999, 99990)","(5.0, 5.5, 5.211764705882353)","(61.0, 80.0, 56.0)","(15.0, 27.0, 22.0)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.454545454545453)","(101.0, 140.0, 136.66666666666666)","(10.0, 17.5, 16.3)","(8.0, 12.0, 11.72)","(3.8, 4.5, 4.203703703703703)","(101.0, 190.0, 122.5)"
10-01-2023 20:59:53.251392,"(2.15, 99999, 99990)","(5.0, 5.5, 5.2375)","(61.0, 80.0, 65.0)","(15.0, 27.0, 25.57142857142857)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.454545454545453)","(101.0, 140.0, 136.66666666666666)","(10.0, 17.5, 16.833333333333332)","(8.0, 12.0, 15.178571428571429)","(3.8, 4.5, 4.683333333333333)","(101.0, 190.0, 130.0)"
10-01-2023 20:59:54.649752,"(2.15, 99999, 99990)","(5.0, 5.7, 5.178947368421053)","(61.0, 80.0, 51.5)","(15.0, 27.0, 22.25)","(101.0, 210.0, 170.0)","(18.0, 30.0, 29.454545454545453)","(101.0, 140.0, 136.66666666666666)","(10.0, 17.5, 16.833333333333332)","(8.0, 18.5, 15.178571428571429)","(3.8, 5.1, 4.683333333333333)","(101.0, 190.0, 130.0)"
10-01-2023 20:59:56.121526,"(2.15, 99999, 99990)","(5.0, 5.7, 5.113043478260869)","(61.0, 80.0, 51.5)","(15.0, 27.0, 24.75)","(101.0, 210.0, 187.77777777777777)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 137.69230769230768)","(10.0, 17.5, 17.045454545454547)","(8.0, 18.5, 15.178571428571429)","(3.8, 5.1, 4.56)","(101.0, 190.0, 130.0)"
10-01-2023 20:59:57.446932,"(2.15, 99999, 99990)","(5.0, 5.7, 5.178947368421053)","(61.0, 80.0, 51.5)","(15.0, 27.0, 24.75)","(101.0, 210.0, 187.77777777777777)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 137.69230769230768)","(10.0, 17.5, 17.045454545454547)","(8.0, 18.5, 14.05)","(3.8, 5.1, 4.5)","(101.0, 190.0, 130.0)"
10-01-2023 20:59:58.861633,"(2.15, 99999, 99990)","(5.0, 5.7, 5.178947368421053)","(61.0, 80.0, 51.5)","(15.0, 27.0, 22.75)","(101.0, 210.0, 150.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 17.5, 17.115384615384617)","(8.0, 18.5, 15.076923076923077)","(3.8, 5.1, 4.5)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:00.174584,"(2.15, 99999, 99990)","(5.0, 5.7, 5.113043478260869)","(61.0, 80.0, 51.5)","(15.0, 27.0, 22.75)","(101.0, 210.0, 150.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 17.5, 17.115384615384617)","(8.0, 18.5, 15.076923076923077)","(3.8, 5.1, 4.5)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:01.689099,"(2.15, 99999, 99990)","(5.0, 5.7, 5.113043478260869)","(61.0, 80.0, 49.6)","(15.0, 27.0, 21.333333333333332)","(101.0, 210.0, 150.0)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 17.5, 17.115384615384617)","(8.0, 18.5, 15.153846153846153)","(3.8, 5.1, 4.5)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:03.273689,"(2.15, 99999, 99990)","(5.0, 5.7, 5.226666666666667)","(61.0, 80.0, 64.8)","(15.0, 27.0, 24.875)","(101.0, 210.0, 187.77777777777777)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 17.5, 16.75)","(8.0, 18.5, 14.722222222222221)","(3.8, 5.1, 4.5)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:04.826963,"(2.15, 99999, 99990)","(5.0, 5.6, 5.226666666666667)","(61.0, 80.0, 64.8)","(15.0, 27.0, 25.11111111111111)","(101.0, 210.0, 187.77777777777777)","(18.0, 30.0, 29.333333333333332)","(101.0, 140.0, 136.25)","(10.0, 17.5, 16.928571428571427)","(8.0, 18.5, 16.0)","(3.8, 5.1, 4.414285714285714)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:06.355617,"(2.15, 99999, 99990)","(5.0, 5.6, 5.226666666666667)","(61.0, 80.0, 64.8)","(15.0, 27.0, 25.11111111111111)","(101.0, 210.0, 187.77777777777777)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 17.5, 17.357142857142858)","(8.0, 18.0, 15.625)","(3.8, 5.1, 4.414285714285714)","(101.0, 190.0, 130.0)"
10-01-2023 21:00:07.834855,"(2.15, 99999, 99990)","(5.0, 5.6, 5.2)","(61.0, 80.0, 64.8)","(15.0, 27.0, 23.8)","(101.0, 210.0, 180.0)","(18.0, 30.0, 28.75)","(101.0, 140.0, 136.25)","(10.0, 18.0, 17.55)","(8.0, 17.5, 16.5)","(3.8, 5.1, 4.5)","(101.0, 190.0, 130.0)"
