,Royal Apollo,Oscar Bravo,Calculating Dancer,Tallaras Shadow,Lester,Imagoldcloud,Sugoi Alto,Miyagi Boy
07-12-2022 21:01:20.979184,"(14.0, 17.5, 16.214285714285715)","(5.0, 7.6, 7.2333333333333325)","(12.0, 19.5, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 7.571428571428571)","(26.0, 38.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.02, 1.9352941176470588)"
07-12-2022 21:01:22.271604,"(14.0, 17.5, 16.681818181818183)","(5.0, 7.6, 7.2294117647058815)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.02, 1.9354430379746834)"
07-12-2022 21:01:23.339332,"(14.0, 17.5, 16.0)","(5.0, 7.6, 7.2294117647058815)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.428571428571427)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.36, 2.0666666666666664)"
07-12-2022 21:01:24.608904,"(14.0, 17.5, 16.0)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.428571428571427)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:25.848567,"(14.0, 17.5, 16.0)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.428571428571427)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:27.067307,"(14.0, 17.5, 16.0)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.428571428571427)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:28.316747,"(14.0, 17.5, 16.0)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:29.587652,"(14.0, 17.5, 16.0)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:30.855105,"(14.0, 17.5, 16.0)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:32.108332,"(14.0, 17.5, 16.0)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:33.395332,"(14.0, 17.5, 16.0)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:34.585318,"(14.0, 17.5, 16.0)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:35.691459,"(14.0, 17.5, 16.0)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:36.761540,"(14.0, 17.5, 16.0)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:37.904423,"(14.0, 17.5, 16.0)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:39.141021,"(14.0, 17.5, 16.166666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:40.329482,"(14.0, 19.5, 17.166666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:41.507806,"(14.0, 19.5, 17.833333333333332)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:42.617131,"(14.0, 19.5, 16.166666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:43.639947,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:44.713480,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:45.698133,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:46.712593,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:47.761501,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:49.222163,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:50.765979,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:52.084155,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:53.377654,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:54.737941,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:56.077640,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:57.511469,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:01:58.797666,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:00.105927,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:01.310564,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:02.487179,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:03.653936,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:04.784781,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:05.923711,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:07.062864,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:08.295122,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:09.624534,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 7.125)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 7.571428571428571)","(26.0, 36.0, 31.0)","(31.0, 42.0, 32.666666666666664)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:10.899708,"(14.0, 18.5, 16.666666666666668)","(5.0, 7.6, 6.785714285714286)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 30.0)","(31.0, 42.0, 36.0)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:12.272672,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 38.0, 34.0)","(31.0, 42.0, 36.0)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:13.586082,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 42.0, 34.0)","(31.0, 42.0, 36.0)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:15.027538,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 42.0, 34.0)","(31.0, 42.0, 36.0)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:16.372553,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 42.0, 34.0)","(31.0, 42.0, 36.0)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:17.620081,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 42.0, 34.0)","(31.0, 42.0, 36.0)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:18.793338,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 42.0, 34.0)","(31.0, 42.0, 36.0)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:19.912786,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 42.0, 34.0)","(31.0, 42.0, 36.0)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:21.004861,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 42.0, 34.0)","(31.0, 42.0, 36.0)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:22.150185,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.34, 2.0666666666666664)"
07-12-2022 21:02:23.351161,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.34, 1.9831818181818182)"
07-12-2022 21:02:24.587997,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:25.876571,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:27.200463,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:28.616390,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:29.881537,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:31.015095,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:32.165308,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:33.315265,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:34.632384,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:36.101835,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:37.418477,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:38.733572,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:40.038088,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:41.432195,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:42.620537,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:43.831450,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:44.994869,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:46.094337,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:47.225620,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:48.370579,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:49.468679,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:50.549882,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:51.777611,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:53.191129,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:54.434721,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:55.627523,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:56.798048,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:58.007357,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:02:59.049250,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:03:00.114579,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:03:01.248046,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
07-12-2022 21:03:02.399441,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.1090909090909085)","(12.0, 21.0, 18.4)","(15.0, 19.0, 17.333333333333332)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9831818181818182)"
