,Georgies Mantra,Kaphands,Lots Of Fiddees,Martiniontheside,Overrun,Tokoyo,White Foot,Witness To Love,Zar Queen,Oh Yoko,Rumours Abound,Whitehart,Kilkivarn,Duped By Spin
05-01-2023 14:36:50.591219,"(5.0, 6.4, 6.140322580645162)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.88888888888889)","(31.0, 42.0, 37.333333333333336)","(10.0, 12.5, 11.642857142857142)","(26.0, 38.0, 37.86666666666667)","(91.0, 110.0, 96.11111111111111)","(12.0, 19.0, 17.714285714285715)","(16.0, 19.0, 18.11764705882353)","(15.0, 17.5, 17.3125)","(3.1, 3.55, 3.513888888888889)","(10.0, 12.0, 11.615384615384615)","(71.0, 100.0, 84.375)","(13.0, 21.0, 19.25)"
05-01-2023 14:36:52.347584,"(5.0, 6.4, 6.140322580645162)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.923076923076923)","(31.0, 42.0, 37.333333333333336)","(10.0, 12.5, 11.642857142857142)","(26.0, 38.0, 37.86666666666667)","(91.0, 110.0, 96.11111111111111)","(12.0, 19.0, 17.714285714285715)","(16.0, 19.0, 18.11764705882353)","(15.0, 17.5, 17.2)","(3.1, 3.55, 3.513888888888889)","(10.0, 12.0, 11.615384615384615)","(71.0, 100.0, 84.375)","(13.0, 21.0, 19.25)"
05-01-2023 14:36:54.015110,"(5.0, 6.4, 6.140322580645162)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.923076923076923)","(31.0, 42.0, 37.333333333333336)","(10.0, 12.5, 11.085714285714285)","(26.0, 38.0, 37.86666666666667)","(91.0, 110.0, 95.71428571428571)","(12.0, 19.0, 17.714285714285715)","(16.0, 19.0, 18.11764705882353)","(15.0, 17.5, 17.214285714285715)","(3.1, 3.55, 3.513888888888889)","(10.0, 12.0, 11.615384615384615)","(71.0, 100.0, 84.375)","(13.0, 21.0, 19.25)"
05-01-2023 14:36:55.702384,"(5.0, 6.4, 6.140322580645162)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.923076923076923)","(31.0, 42.0, 37.333333333333336)","(10.0, 12.0, 11.085714285714285)","(26.0, 38.0, 37.86666666666667)","(91.0, 110.0, 105.83333333333333)","(12.0, 19.0, 17.666666666666668)","(16.0, 19.0, 18.11764705882353)","(15.0, 17.5, 17.357142857142858)","(3.1, 3.55, 3.465217391304348)","(10.0, 12.0, 11.615384615384615)","(71.0, 100.0, 84.375)","(13.0, 21.0, 19.25)"
05-01-2023 14:36:57.382740,"(5.0, 6.4, 6.140322580645162)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.923076923076923)","(31.0, 42.0, 38.888888888888886)","(10.0, 12.0, 11.078947368421053)","(26.0, 38.0, 37.86666666666667)","(91.0, 110.0, 105.83333333333333)","(12.0, 19.0, 18.4)","(16.0, 19.0, 18.11764705882353)","(15.0, 17.5, 16.916666666666668)","(3.1, 3.55, 3.465217391304348)","(10.0, 12.0, 11.615384615384615)","(71.0, 100.0, 88.63636363636364)","(13.0, 21.0, 19.25)"
05-01-2023 14:36:59.045226,"(5.0, 6.4, 6.140322580645162)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.923076923076923)","(31.0, 42.0, 37.333333333333336)","(10.0, 12.0, 11.078947368421053)","(26.0, 38.0, 37.86666666666667)","(91.0, 110.0, 105.83333333333333)","(12.0, 19.0, 17.666666666666668)","(16.0, 19.0, 18.0625)","(15.0, 19.0, 17.035714285714285)","(3.1, 3.55, 3.465217391304348)","(10.0, 12.0, 11.615384615384615)","(71.0, 100.0, 84.375)","(13.0, 21.0, 19.25)"
05-01-2023 14:37:00.823453,"(5.0, 6.4, 6.140322580645162)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.857142857142858)","(31.0, 42.0, 37.333333333333336)","(10.0, 12.0, 11.078947368421053)","(26.0, 38.0, 36.4)","(91.0, 110.0, 105.83333333333333)","(12.0, 19.0, 17.666666666666668)","(16.0, 19.0, 18.0625)","(15.0, 19.0, 17.035714285714285)","(3.1, 3.55, 3.465217391304348)","(10.0, 12.0, 11.615384615384615)","(71.0, 100.0, 92.64705882352942)","(13.0, 21.0, 19.25)"
05-01-2023 14:37:02.312379,"(5.0, 6.4, 6.140322580645162)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.857142857142858)","(31.0, 42.0, 37.333333333333336)","(10.0, 12.0, 11.078947368421053)","(26.0, 38.0, 37.2)","(91.0, 110.0, 105.83333333333333)","(12.0, 19.0, 17.666666666666668)","(16.0, 19.0, 18.0625)","(15.0, 19.0, 17.55263157894737)","(3.1, 3.55, 3.465217391304348)","(10.0, 12.0, 11.615384615384615)","(71.0, 100.0, 92.64705882352942)","(13.0, 21.0, 19.25)"
05-01-2023 14:37:03.802820,"(5.0, 6.4, 5.912121212121212)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.857142857142858)","(31.0, 42.0, 37.333333333333336)","(10.0, 12.0, 11.078947368421053)","(26.0, 38.0, 37.2)","(91.0, 110.0, 105.83333333333333)","(12.0, 19.0, 17.666666666666668)","(16.0, 19.0, 18.0625)","(15.0, 19.0, 17.55263157894737)","(3.1, 3.55, 3.465217391304348)","(10.0, 12.0, 11.615384615384615)","(71.0, 100.0, 92.64705882352942)","(13.0, 21.0, 19.25)"
05-01-2023 14:37:05.354650,"(5.0, 6.4, 5.863333333333333)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.857142857142858)","(31.0, 42.0, 37.333333333333336)","(10.0, 12.0, 11.078947368421053)","(26.0, 38.0, 36.0)","(91.0, 110.0, 105.83333333333333)","(12.0, 19.0, 17.666666666666668)","(16.0, 19.0, 18.0625)","(15.0, 19.0, 17.307692307692307)","(3.1, 3.55, 3.465217391304348)","(10.0, 12.0, 11.615384615384615)","(71.0, 100.0, 92.64705882352942)","(13.0, 21.0, 19.25)"
05-01-2023 14:37:06.777135,"(5.0, 6.4, 5.863333333333333)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.857142857142858)","(31.0, 42.0, 37.333333333333336)","(10.0, 12.0, 11.078947368421053)","(26.0, 38.0, 36.0)","(91.0, 110.0, 105.83333333333333)","(12.0, 19.0, 17.666666666666668)","(16.0, 19.0, 18.0625)","(15.0, 19.0, 18.185185185185183)","(3.1, 3.55, 3.465217391304348)","(10.0, 12.0, 11.615384615384615)","(71.0, 100.0, 92.64705882352942)","(13.0, 21.0, 19.25)"
05-01-2023 14:37:08.224631,"(5.0, 6.4, 6.107462686567165)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.9)","(31.0, 42.0, 38.18181818181818)","(10.0, 11.0, 10.9)","(26.0, 38.0, 36.0)","(91.0, 110.0, 105.83333333333333)","(12.0, 19.0, 18.25)","(16.0, 18.5, 17.642857142857142)","(15.0, 19.0, 18.185185185185183)","(3.1, 3.55, 3.465217391304348)","(10.0, 12.0, 11.615384615384615)","(71.0, 100.0, 92.64705882352942)","(13.0, 21.0, 19.25)"
05-01-2023 14:37:09.669634,"(5.0, 6.4, 6.107462686567165)","(18.0, 42.0, 37.714285714285715)","(13.0, 16.0, 15.857142857142858)","(31.0, 42.0, 36.888888888888886)","(10.0, 11.0, 10.958333333333334)","(26.0, 38.0, 36.0)","(91.0, 110.0, 105.83333333333333)","(12.0, 19.0, 17.666666666666668)","(16.0, 17.5, 17.3)","(15.0, 19.0, 18.0)","(3.1, 3.55, 3.4228260869565217)","(10.0, 12.0, 11.615384615384615)","(71.0, 100.0, 90.9090909090909)","(13.0, 21.0, 19.25)"
05-01-2023 14:37:11.188059,"(5.0, 6.4, 5.875)","(18.0, 42.0, 37.714285714285715)","(13.0, 16.0, 15.857142857142858)","(31.0, 42.0, 36.888888888888886)","(10.0, 11.0, 10.833333333333334)","(26.0, 38.0, 36.0)","(91.0, 110.0, 105.83333333333333)","(12.0, 19.0, 18.4)","(16.0, 17.5, 17.473684210526315)","(15.0, 19.0, 17.307692307692307)","(3.1, 3.55, 3.4255319148936167)","(9.0, 12.0, 11.875)","(71.0, 100.0, 90.9090909090909)","(13.0, 21.0, 19.25)"
05-01-2023 14:37:13.082973,"(5.0, 6.4, 6.1375)","(18.0, 42.0, 41.4)","(13.0, 16.0, 15.857142857142858)","(31.0, 42.0, 36.888888888888886)","(10.0, 11.0, 11.4)","(26.0, 42.0, 38.666666666666664)","(81.0, 110.0, 107.0)","(12.0, 19.0, 18.4)","(16.0, 17.5, 17.45)","(15.0, 19.0, 18.6)","(3.1, 3.55, 3.4255319148936167)","(9.0, 12.0, 11.875)","(71.0, 100.0, 88.18181818181819)","(13.0, 21.0, 19.25)"
05-01-2023 14:37:14.972149,"(5.0, 6.4, 6.1375)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.857142857142858)","(31.0, 42.0, 33.88235294117647)","(10.0, 12.0, 11.307692307692308)","(26.0, 40.0, 39.16666666666667)","(81.0, 110.0, 107.0)","(12.0, 19.0, 17.666666666666668)","(16.0, 17.5, 17.214285714285715)","(15.0, 19.0, 17.714285714285715)","(3.1, 3.55, 3.4255319148936167)","(9.0, 12.0, 11.875)","(71.0, 95.0, 85.625)","(13.0, 21.0, 19.25)"
05-01-2023 14:37:17.109472,"(5.0, 6.4, 5.875)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.857142857142858)","(31.0, 42.0, 38.82352941176471)","(10.0, 12.0, 11.307692307692308)","(26.0, 40.0, 39.16666666666667)","(81.0, 110.0, 107.0)","(12.0, 19.0, 17.666666666666668)","(16.0, 17.5, 17.214285714285715)","(15.0, 19.5, 17.714285714285715)","(3.1, 3.55, 3.4786585365853657)","(9.0, 12.0, 11.875)","(71.0, 95.0, 85.625)","(13.0, 21.0, 19.25)"
05-01-2023 14:37:19.108715,"(5.0, 6.4, 6.1454545454545455)","(18.0, 42.0, 38.72727272727273)","(13.0, 16.0, 15.857142857142858)","(31.0, 40.0, 34.64)","(10.0, 12.0, 11.325)","(26.0, 40.0, 32.5)","(81.0, 110.0, 107.0)","(12.0, 19.0, 18.4)","(16.0, 17.5, 17.214285714285715)","(15.0, 19.5, 17.428571428571427)","(3.1, 3.55, 3.4831325301204816)","(9.0, 12.0, 11.875)","(71.0, 95.0, 87.85714285714286)","(13.0, 21.0, 19.25)"
05-01-2023 14:37:21.190542,"(5.0, 6.4, 5.9)","(18.0, 42.0, 33.333333333333336)","(13.0, 16.0, 16.0)","(31.0, 42.0, 34.64)","(10.0, 12.0, 10.772727272727273)","(26.0, 34.0, 32.5)","(81.0, 110.0, 107.0)","(12.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.625)","(15.0, 18.5, 17.5625)","(3.1, 3.5, 3.470833333333333)","(9.0, 12.0, 11.857142857142858)","(71.0, 95.0, 87.85714285714286)","(13.0, 21.0, 20.3)"
05-01-2023 14:37:22.860389,"(5.0, 6.4, 5.751851851851852)","(18.0, 40.0, 34.21052631578947)","(13.0, 16.5, 16.153846153846153)","(31.0, 42.0, 34.64)","(10.0, 12.0, 11.1)","(26.0, 34.0, 32.666666666666664)","(81.0, 110.0, 107.0)","(12.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.166666666666668)","(15.0, 18.5, 17.625)","(3.1, 3.5, 3.470833333333333)","(9.0, 12.0, 11.84375)","(71.0, 95.0, 84.28571428571429)","(13.0, 21.0, 20.3)"
05-01-2023 14:37:24.414714,"(5.0, 6.4, 5.844444444444444)","(18.0, 40.0, 34.21052631578947)","(13.0, 16.5, 16.153846153846153)","(31.0, 42.0, 34.64)","(10.0, 12.0, 11.1)","(26.0, 34.0, 32.15384615384615)","(81.0, 110.0, 107.0)","(12.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.166666666666668)","(15.0, 19.5, 17.625)","(3.1, 3.5, 3.470833333333333)","(9.0, 12.0, 11.84375)","(71.0, 95.0, 84.28571428571429)","(13.0, 21.0, 20.3)"
05-01-2023 14:37:25.979540,"(5.0, 6.4, 5.656060606060606)","(18.0, 40.0, 34.21052631578947)","(13.0, 16.5, 16.153846153846153)","(31.0, 42.0, 34.64)","(10.0, 12.0, 11.15625)","(26.0, 34.0, 32.15384615384615)","(81.0, 110.0, 107.0)","(12.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.666666666666668)","(15.0, 19.5, 18.09375)","(3.1, 3.5, 3.470833333333333)","(9.0, 12.0, 11.84375)","(71.0, 95.0, 87.85714285714286)","(13.0, 21.0, 20.3)"
05-01-2023 14:37:27.548798,"(5.0, 5.7, 5.656060606060606)","(18.0, 40.0, 35.6)","(13.0, 16.5, 16.153846153846153)","(31.0, 42.0, 35.86666666666667)","(10.0, 12.0, 11.1)","(26.0, 34.0, 32.15384615384615)","(81.0, 110.0, 102.5)","(12.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.166666666666668)","(15.0, 19.5, 18.956521739130434)","(3.1, 3.5, 3.496153846153846)","(9.0, 12.0, 11.5)","(71.0, 95.0, 84.28571428571429)","(13.0, 21.0, 19.5)"
05-01-2023 14:37:29.155625,"(5.0, 6.4, 5.84)","(18.0, 40.0, 35.6)","(13.0, 16.5, 16.153846153846153)","(31.0, 42.0, 35.86666666666667)","(10.0, 12.0, 11.1)","(26.0, 34.0, 32.15384615384615)","(81.0, 110.0, 102.5)","(12.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.166666666666668)","(15.0, 19.5, 18.956521739130434)","(3.1, 3.5, 3.4772727272727275)","(9.0, 12.0, 11.642857142857142)","(71.0, 95.0, 86.66666666666667)","(13.0, 21.0, 19.5)"
05-01-2023 14:37:30.810323,"(5.0, 6.4, 5.933333333333334)","(18.0, 40.0, 34.21052631578947)","(13.0, 16.5, 16.153846153846153)","(31.0, 42.0, 34.64)","(10.0, 12.0, 11.1)","(26.0, 34.0, 32.0)","(91.0, 100.0, 96.66666666666667)","(11.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.4)","(15.0, 19.0, 17.833333333333332)","(3.1, 3.5, 3.4772727272727275)","(9.0, 12.0, 11.6875)","(71.0, 95.0, 86.66666666666667)","(13.0, 21.0, 20.0)"
05-01-2023 14:37:32.407340,"(5.0, 6.4, 5.855555555555556)","(18.0, 40.0, 34.21052631578947)","(13.0, 16.5, 16.153846153846153)","(31.0, 42.0, 34.64)","(10.0, 12.0, 11.25)","(26.0, 34.0, 32.0)","(91.0, 100.0, 90.0)","(11.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.666666666666668)","(15.0, 18.5, 17.833333333333332)","(3.1, 3.5, 3.4772727272727275)","(9.0, 12.0, 11.6875)","(71.0, 95.0, 86.66666666666667)","(13.0, 21.0, 20.4)"
05-01-2023 14:37:34.172211,"(5.0, 6.4, 5.84)","(18.0, 40.0, 34.21052631578947)","(13.0, 16.5, 16.153846153846153)","(31.0, 42.0, 34.64)","(10.0, 12.0, 11.25)","(26.0, 34.0, 32.0)","(91.0, 100.0, 90.0)","(11.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.166666666666668)","(15.0, 18.5, 17.833333333333332)","(3.1, 3.5, 3.4772727272727275)","(9.0, 12.0, 11.6875)","(71.0, 95.0, 84.28571428571429)","(13.0, 21.0, 20.4)"
05-01-2023 14:37:35.829783,"(5.0, 6.4, 5.84)","(18.0, 40.0, 34.21052631578947)","(13.0, 16.5, 16.153846153846153)","(31.0, 42.0, 34.64)","(10.0, 12.0, 10.764705882352942)","(26.0, 34.0, 32.0)","(91.0, 100.0, 90.0)","(11.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.642857142857142)","(15.0, 18.5, 18.03846153846154)","(3.1, 3.5, 3.4772727272727275)","(9.0, 12.0, 11.6875)","(71.0, 95.0, 87.85714285714286)","(13.0, 21.0, 20.4)"
05-01-2023 14:37:37.789767,"(5.0, 6.4, 5.897435897435898)","(18.0, 40.0, 34.21052631578947)","(13.0, 16.5, 16.153846153846153)","(31.0, 42.0, 35.86666666666667)","(10.0, 11.5, 10.693548387096774)","(26.0, 34.0, 32.0)","(91.0, 100.0, 90.0)","(11.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.5)","(15.0, 18.5, 17.833333333333332)","(3.1, 3.5, 3.4772727272727275)","(9.0, 12.0, 11.6875)","(71.0, 95.0, 86.66666666666667)","(13.0, 21.0, 20.684210526315788)"
05-01-2023 14:37:39.797098,"(5.0, 6.4, 5.875)","(18.0, 40.0, 34.21052631578947)","(13.0, 16.5, 16.153846153846153)","(31.0, 42.0, 34.64)","(10.0, 11.5, 10.571428571428571)","(26.0, 34.0, 32.0)","(91.0, 100.0, 90.0)","(11.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.5)","(15.0, 19.0, 18.5)","(3.1, 3.5, 3.4772727272727275)","(9.0, 12.0, 11.6875)","(71.0, 95.0, 84.28571428571429)","(13.0, 21.0, 20.4)"
05-01-2023 14:37:42.097989,"(5.0, 6.4, 5.875)","(18.0, 40.0, 34.21052631578947)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 35.86666666666667)","(10.0, 11.5, 10.571428571428571)","(26.0, 34.0, 32.0)","(91.0, 100.0, 90.0)","(11.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.5)","(15.0, 19.0, 18.25)","(3.1, 3.5, 3.4772727272727275)","(9.0, 12.0, 11.6875)","(71.0, 95.0, 84.28571428571429)","(13.0, 21.0, 20.684210526315788)"
05-01-2023 14:37:44.261411,"(5.0, 6.4, 5.875)","(18.0, 40.0, 34.21052631578947)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 35.86666666666667)","(10.0, 11.5, 10.571428571428571)","(26.0, 34.0, 32.0)","(91.0, 100.0, 90.0)","(11.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.5)","(15.0, 18.0, 17.8125)","(3.1, 3.5, 3.4772727272727275)","(9.0, 12.0, 11.6875)","(71.0, 95.0, 84.28571428571429)","(13.0, 21.0, 20.375)"
05-01-2023 14:37:45.885549,"(5.0, 6.4, 5.875)","(18.0, 40.0, 34.0)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 35.86666666666667)","(10.0, 11.5, 10.523809523809524)","(26.0, 34.0, 32.0)","(91.0, 100.0, 92.5)","(11.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.5)","(15.0, 18.0, 17.7)","(3.1, 3.5, 3.4772727272727275)","(9.0, 12.0, 11.605263157894736)","(71.0, 95.0, 87.85714285714286)","(13.0, 21.0, 20.0)"
05-01-2023 14:37:47.643985,"(5.0, 6.4, 5.875)","(18.0, 40.0, 34.0)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 35.86666666666667)","(10.0, 11.0, 10.523809523809524)","(26.0, 34.0, 32.0)","(91.0, 100.0, 92.5)","(11.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.5)","(15.0, 18.0, 18.346153846153847)","(3.1, 3.5, 3.496153846153846)","(9.0, 12.0, 11.605263157894736)","(71.0, 95.0, 86.66666666666667)","(13.0, 21.0, 20.0)"
05-01-2023 14:37:49.380999,"(5.0, 6.4, 5.875)","(18.0, 40.0, 34.0)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 35.86666666666667)","(10.0, 11.0, 10.523809523809524)","(26.0, 34.0, 32.0)","(81.0, 100.0, 92.5)","(12.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.5)","(15.0, 19.5, 18.6)","(3.1, 3.5, 3.442857142857143)","(9.0, 12.0, 11.0625)","(71.0, 95.0, 84.28571428571429)","(13.0, 21.0, 20.0)"
05-01-2023 14:37:51.136198,"(5.0, 6.4, 5.882758620689655)","(18.0, 40.0, 34.0)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 35.86666666666667)","(10.0, 11.0, 10.523809523809524)","(26.0, 34.0, 32.0)","(81.0, 100.0, 92.5)","(12.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.5)","(15.0, 19.5, 17.625)","(3.1, 3.45, 3.4469387755102043)","(9.0, 12.0, 11.5)","(71.0, 95.0, 84.28571428571429)","(13.0, 21.0, 20.0)"
05-01-2023 14:37:52.839461,"(5.0, 6.4, 5.882758620689655)","(18.0, 40.0, 34.0)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 35.86666666666667)","(10.0, 11.0, 10.523809523809524)","(26.0, 34.0, 32.0)","(81.0, 100.0, 92.5)","(12.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.5)","(15.0, 19.5, 18.5)","(3.1, 3.45, 3.4901960784313726)","(9.0, 12.0, 11.5)","(71.0, 95.0, 87.85714285714286)","(13.0, 21.0, 20.0)"
05-01-2023 14:37:54.492981,"(5.0, 6.4, 5.844444444444444)","(18.0, 40.0, 32.5)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 35.86666666666667)","(10.0, 11.0, 10.523809523809524)","(26.0, 34.0, 32.0)","(81.0, 100.0, 92.5)","(12.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.5)","(15.0, 19.0, 18.5)","(3.1, 3.5, 3.4901960784313726)","(9.0, 12.0, 11.5)","(71.0, 95.0, 87.85714285714286)","(13.0, 21.0, 20.5)"
05-01-2023 14:37:56.170041,"(5.0, 6.4, 5.844444444444444)","(18.0, 40.0, 32.5)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 35.86666666666667)","(10.0, 11.0, 10.776315789473685)","(26.0, 34.0, 32.0)","(81.0, 100.0, 72.66666666666667)","(12.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.5)","(15.0, 19.0, 18.5)","(3.1, 3.5, 3.4642857142857144)","(9.0, 12.0, 11.444444444444445)","(71.0, 95.0, 87.85714285714286)","(13.0, 21.0, 20.5)"
05-01-2023 14:37:57.859829,"(5.0, 6.4, 5.913888888888889)","(18.0, 40.0, 34.54545454545455)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 35.86666666666667)","(10.0, 11.0, 10.776315789473685)","(26.0, 34.0, 32.0)","(81.0, 80.0, 66.15384615384616)","(12.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.5)","(15.0, 19.0, 18.3)","(3.1, 3.5, 3.4642857142857144)","(9.0, 12.0, 11.444444444444445)","(71.0, 95.0, 87.85714285714286)","(13.0, 21.0, 20.0)"
05-01-2023 14:37:59.481584,"(5.0, 6.4, 5.913888888888889)","(18.0, 40.0, 34.54545454545455)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 35.86666666666667)","(10.0, 11.0, 11.2)","(26.0, 34.0, 32.0)","(81.0, 80.0, 65.6)","(12.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.5)","(15.0, 19.5, 18.727272727272727)","(3.1, 3.5, 3.4642857142857144)","(9.0, 12.0, 11.444444444444445)","(71.0, 95.0, 84.28571428571429)","(13.0, 21.0, 20.642857142857142)"
05-01-2023 14:38:01.103627,"(5.0, 6.4, 5.844444444444444)","(18.0, 40.0, 34.54545454545455)","(13.0, 16.5, 15.9)","(31.0, 42.0, 35.86666666666667)","(10.0, 11.5, 11.136363636363637)","(26.0, 34.0, 32.0)","(81.0, 80.0, 66.66666666666667)","(12.0, 19.0, 17.714285714285715)","(16.0, 21.0, 20.5)","(15.0, 19.0, 18.357142857142858)","(3.1, 3.5, 3.4642857142857144)","(9.0, 12.0, 11.444444444444445)","(71.0, 95.0, 84.28571428571429)","(13.0, 21.0, 19.0)"
05-01-2023 14:38:02.776324,"(5.0, 6.4, 6.25)","(18.0, 40.0, 32.61538461538461)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 36.064516129032256)","(10.0, 11.5, 11.793103448275861)","(26.0, 34.0, 32.15384615384615)","(81.0, 80.0, 67.0)","(12.0, 19.0, 18.0)","(16.0, 21.0, 20.0)","(15.0, 19.0, 18.625)","(3.1, 3.5, 3.4642857142857144)","(9.0, 12.0, 11.375)","(71.0, 95.0, 86.66666666666667)","(13.0, 20.0, 19.071428571428573)"
05-01-2023 14:38:04.379666,"(5.0, 6.0, 5.925)","(18.0, 40.0, 32.61538461538461)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 36.064516129032256)","(10.0, 12.0, 11.588235294117647)","(26.0, 34.0, 32.15384615384615)","(81.0, 75.0, 67.0)","(12.0, 19.0, 18.307692307692307)","(16.0, 21.0, 20.714285714285715)","(15.0, 19.0, 18.25)","(3.1, 3.5, 3.4791666666666665)","(9.0, 12.0, 11.375)","(71.0, 95.0, 84.28571428571429)","(13.0, 19.5, 18.833333333333332)"
05-01-2023 14:38:05.990733,"(5.0, 6.0, 5.925)","(18.0, 40.0, 32.61538461538461)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 34.64)","(10.0, 12.0, 11.461538461538462)","(26.0, 34.0, 30.7)","(81.0, 75.0, 70.29411764705883)","(12.0, 19.0, 18.25)","(16.0, 21.0, 20.714285714285715)","(15.0, 19.0, 18.214285714285715)","(3.1, 3.5, 3.4097435897435897)","(9.0, 12.0, 11.916666666666666)","(71.0, 95.0, 92.0)","(13.0, 19.5, 18.833333333333332)"
05-01-2023 14:38:07.592276,"(5.0, 6.4, 6.313385826771654)","(18.0, 40.0, 38.285714285714285)","(13.0, 16.5, 16.071428571428573)","(31.0, 42.0, 34.64)","(10.0, 12.0, 11.461538461538462)","(26.0, 34.0, 30.7)","(81.0, 75.0, 70.29411764705883)","(12.0, 19.0, 18.25)","(16.0, 21.0, 20.714285714285715)","(15.0, 19.5, 18.214285714285715)","(3.1, 3.5, 3.422093023255814)","(9.0, 12.0, 11.916666666666666)","(71.0, 95.0, 92.0)","(13.0, 19.5, 18.833333333333332)"
05-01-2023 14:38:09.206211,"(5.0, 6.4, 6.313385826771654)","(18.0, 40.0, 38.285714285714285)","(13.0, 16.5, 15.75)","(31.0, 42.0, 34.64)","(10.0, 12.0, 11.461538461538462)","(26.0, 34.0, 30.7)","(81.0, 75.0, 70.29411764705883)","(12.0, 19.0, 18.25)","(16.0, 21.0, 20.714285714285715)","(15.0, 19.5, 18.214285714285715)","(3.1, 3.45, 3.422093023255814)","(9.0, 12.0, 11.916666666666666)","(71.0, 95.0, 92.0)","(13.0, 19.5, 23.142857142857142)"
05-01-2023 14:38:10.766742,"(5.0, 6.4, 6.313385826771654)","(18.0, 40.0, 39.368421052631575)","(13.0, 16.5, 16.0)","(31.0, 42.0, 34.64)","(10.0, 12.0, 11.461538461538462)","(26.0, 34.0, 30.7)","(81.0, 75.0, 70.29411764705883)","(12.0, 19.0, 18.25)","(16.0, 21.0, 20.714285714285715)","(15.0, 19.5, 18.214285714285715)","(3.1, 3.45, 3.422093023255814)","(9.0, 12.0, 11.932432432432432)","(71.0, 95.0, 92.0)","(13.0, 25.0, 23.3125)"
05-01-2023 14:38:12.315656,"(5.0, 6.4, 6.313385826771654)","(18.0, 40.0, 39.368421052631575)","(13.0, 16.5, 16.0)","(31.0, 42.0, 34.64)","(10.0, 12.0, 11.461538461538462)","(26.0, 34.0, 30.7)","(81.0, 75.0, 70.29411764705883)","(12.0, 19.0, 18.25)","(16.0, 21.0, 20.714285714285715)","(15.0, 19.5, 18.214285714285715)","(3.1, 3.45, 3.422093023255814)","(9.0, 12.0, 11.932432432432432)","(71.0, 95.0, 92.0)","(13.0, 24.0, 23.3125)"
