,Atomic Cabang,Coach Beard,Phoenix Flight,Branson Bale,Buck Hunter,Blue Tequila,Nash Bale
08-01-2023 18:00:05.767472,"(2.4, 3.35, 3.2071428571428573)","(3.8, 4.4, 4.216666666666667)","(21.0, 75.0, 47.0)","(16.0, 40.0, 23.5)","(3.5, 5.1, 4.3)","(26.0, 60.0, 33.0)","(5.0, 9.2, 8.51578947368421)"
08-01-2023 18:00:06.776911,"(2.4, 3.35, 3.2071428571428573)","(3.8, 4.3, 4.15)","(21.0, 75.0, 47.0)","(16.0, 40.0, 23.5)","(3.5, 5.1, 4.3)","(26.0, 60.0, 33.0)","(5.0, 9.2, 8.51578947368421)"
08-01-2023 18:00:07.869444,"(2.4, 3.35, 3.196153846153846)","(3.8, 4.3, 4.15)","(21.0, 70.0, 58.66666666666667)","(16.0, 40.0, 23.5)","(3.5, 5.1, 4.6)","(26.0, 60.0, 33.0)","(5.0, 9.2, 8.905882352941177)"
08-01-2023 18:00:08.954396,"(2.4, 3.35, 2.7921428571428573)","(3.8, 4.3, 4.15)","(21.0, 70.0, 63.6)","(16.0, 40.0, 23.5)","(3.5, 5.1, 4.6)","(26.0, 60.0, 33.0)","(5.0, 9.4, 8.92)"
08-01-2023 18:00:09.960705,"(2.4, 3.3, 2.8875)","(3.8, 4.4, 4.216666666666667)","(21.0, 70.0, 63.6)","(16.0, 40.0, 23.5)","(3.5, 5.1, 4.6)","(26.0, 60.0, 48.0)","(5.0, 9.4, 9.215384615384616)"
08-01-2023 18:00:10.940060,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.11)","(21.0, 70.0, 63.6)","(16.0, 40.0, 23.5)","(3.5, 5.1, 4.6)","(26.0, 60.0, 49.2)","(5.0, 9.4, 10.23076923076923)"
08-01-2023 18:00:11.901021,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.15)","(21.0, 70.0, 63.6)","(16.0, 40.0, 23.5)","(3.5, 5.1, 4.6)","(26.0, 60.0, 49.2)","(5.0, 10.5, 10.23076923076923)"
08-01-2023 18:00:12.958823,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.15)","(21.0, 70.0, 63.6)","(16.0, 40.0, 32.33333333333333)","(3.5, 5.1, 4.6)","(26.0, 60.0, 51.25)","(5.0, 10.5, 10.057142857142857)"
08-01-2023 18:00:13.914344,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.15)","(21.0, 70.0, 58.66666666666667)","(16.0, 40.0, 34.375)","(3.5, 5.1, 4.6)","(26.0, 60.0, 44.285714285714285)","(5.0, 10.5, 10.723076923076924)"
08-01-2023 18:00:15.050638,"(2.4, 3.3, 2.8875)","(3.8, 4.4, 4.125)","(20.0, 70.0, 58.66666666666667)","(16.0, 40.0, 40.375)","(3.5, 5.1, 4.6)","(21.0, 70.0, 55.0)","(5.0, 11.0, 10.723076923076924)"
08-01-2023 18:00:16.127136,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.11)","(20.0, 70.0, 58.66666666666667)","(16.0, 48.0, 40.5)","(3.5, 5.1, 4.6)","(21.0, 65.0, 55.0)","(5.0, 11.0, 10.723076923076924)"
08-01-2023 18:00:17.127753,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.11)","(20.0, 70.0, 58.66666666666667)","(16.0, 48.0, 40.5)","(3.5, 5.1, 4.6)","(21.0, 70.0, 58.75)","(5.0, 11.0, 10.723076923076924)"
08-01-2023 18:00:18.208106,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.15)","(20.0, 70.0, 58.66666666666667)","(16.0, 48.0, 41.44444444444444)","(3.5, 5.1, 4.6)","(21.0, 70.0, 49.54545454545455)","(5.0, 11.0, 10.66)"
08-01-2023 18:00:19.344077,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.15)","(20.0, 70.0, 58.66666666666667)","(16.0, 48.0, 40.625)","(3.5, 5.1, 4.6)","(21.0, 70.0, 51.25)","(5.0, 11.0, 10.66)"
08-01-2023 18:00:20.476666,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.15)","(20.0, 70.0, 64.42857142857143)","(16.0, 48.0, 41.44444444444444)","(3.5, 5.1, 4.6)","(21.0, 70.0, 51.25)","(5.0, 11.0, 10.66)"
08-01-2023 18:00:21.690775,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.15)","(20.0, 75.0, 64.42857142857143)","(16.0, 48.0, 41.44444444444444)","(3.5, 5.1, 4.6)","(21.0, 70.0, 51.25)","(5.0, 11.0, 10.21)"
08-01-2023 18:00:22.887448,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.11)","(20.0, 75.0, 51.666666666666664)","(16.0, 48.0, 41.44444444444444)","(3.5, 5.1, 4.6)","(21.0, 70.0, 51.25)","(5.0, 10.5, 10.21)"
08-01-2023 18:00:23.837582,"(2.4, 3.3, 2.8875)","(3.8, 4.4, 4.125)","(20.0, 75.0, 51.666666666666664)","(16.0, 48.0, 41.44444444444444)","(3.5, 5.1, 4.6)","(21.0, 70.0, 51.25)","(5.0, 10.5, 10.790909090909091)"
08-01-2023 18:00:24.813963,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.15)","(20.0, 75.0, 51.666666666666664)","(16.0, 48.0, 41.44444444444444)","(3.5, 5.1, 4.6)","(21.0, 70.0, 51.25)","(5.0, 11.5, 10.790909090909091)"
08-01-2023 18:00:25.763867,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.15)","(20.0, 75.0, 50.333333333333336)","(16.0, 48.0, 41.44444444444444)","(3.5, 5.1, 4.6)","(21.0, 70.0, 51.25)","(5.0, 11.5, 10.790909090909091)"
08-01-2023 18:00:26.777264,"(2.4, 3.3, 2.8875)","(3.8, 4.4, 4.125)","(20.0, 75.0, 64.42857142857143)","(16.0, 48.0, 41.44444444444444)","(3.5, 5.1, 4.6)","(21.0, 70.0, 51.25)","(5.0, 11.5, 10.790909090909091)"
08-01-2023 18:00:27.873000,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.2214285714285715)","(20.0, 75.0, 65.75)","(16.0, 48.0, 44.3125)","(3.5, 5.1, 4.6)","(21.0, 70.0, 51.25)","(5.0, 11.5, 10.790909090909091)"
08-01-2023 18:00:28.895109,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.2214285714285715)","(20.0, 75.0, 65.75)","(16.0, 48.0, 33.25)","(3.5, 5.1, 4.6)","(21.0, 70.0, 52.69230769230769)","(5.0, 11.5, 10.790909090909091)"
08-01-2023 18:00:30.028422,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.21)","(20.0, 75.0, 65.75)","(16.0, 48.0, 33.25)","(3.5, 5.1, 4.6)","(21.0, 70.0, 52.69230769230769)","(5.0, 11.5, 10.790909090909091)"
08-01-2023 18:00:31.098589,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.21)","(20.0, 75.0, 65.75)","(16.0, 48.0, 33.25)","(3.5, 5.1, 4.6)","(21.0, 70.0, 52.69230769230769)","(5.0, 11.5, 10.790909090909091)"
08-01-2023 18:00:32.240670,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.21)","(20.0, 75.0, 65.75)","(16.0, 48.0, 33.25)","(3.5, 5.1, 4.8999999999999995)","(21.0, 70.0, 52.69230769230769)","(5.0, 11.5, 10.790909090909091)"
08-01-2023 18:00:33.236937,"(2.4, 3.3, 2.8875)","(3.8, 4.4, 4.216666666666667)","(20.0, 75.0, 69.71428571428572)","(16.0, 48.0, 33.25)","(3.5, 5.1, 4.8999999999999995)","(21.0, 70.0, 60.65217391304348)","(5.0, 11.5, 10.790909090909091)"
08-01-2023 18:00:34.223638,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.2214285714285715)","(20.0, 75.0, 69.71428571428572)","(16.0, 48.0, 33.25)","(3.5, 5.1, 4.8999999999999995)","(21.0, 70.0, 60.65217391304348)","(5.0, 11.5, 10.790909090909091)"
08-01-2023 18:00:35.326326,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.2214285714285715)","(20.0, 75.0, 69.71428571428572)","(16.0, 48.0, 34.25)","(3.5, 5.1, 4.8999999999999995)","(21.0, 70.0, 35.0)","(5.0, 11.5, 10.790909090909091)"
08-01-2023 18:00:36.608670,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.21)","(21.0, 75.0, 69.71428571428572)","(16.0, 50.0, 34.25)","(3.5, 5.1, 4.684615384615385)","(26.0, 70.0, 35.0)","(5.0, 11.5, 10.790909090909091)"
08-01-2023 18:00:37.579040,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.21)","(21.0, 75.0, 69.71428571428572)","(16.0, 50.0, 34.25)","(3.5, 5.1, 4.684615384615385)","(26.0, 70.0, 35.0)","(5.0, 11.5, 10.790909090909091)"
08-01-2023 18:00:38.716377,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.21)","(21.0, 75.0, 57.5)","(16.0, 50.0, 34.25)","(3.5, 5.1, 4.8999999999999995)","(26.0, 70.0, 35.0)","(5.0, 11.5, 10.790909090909091)"
08-01-2023 18:00:39.990464,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.2214285714285715)","(21.0, 75.0, 57.5)","(16.0, 50.0, 22.875)","(3.5, 5.1, 4.566666666666666)","(26.0, 70.0, 35.0)","(5.0, 11.5, 9.033333333333333)"
08-01-2023 18:00:41.137117,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.2214285714285715)","(21.0, 75.0, 57.5)","(16.0, 50.0, 22.875)","(3.5, 5.1, 4.566666666666666)","(26.0, 70.0, 35.0)","(5.0, 11.5, 9.033333333333333)"
08-01-2023 18:00:42.310191,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.255)","(21.0, 75.0, 57.5)","(16.0, 50.0, 28.666666666666664)","(3.5, 5.1, 4.566666666666666)","(26.0, 70.0, 44.0)","(5.0, 11.5, 9.15)"
08-01-2023 18:00:43.483263,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.255)","(21.0, 75.0, 57.5)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.566666666666666)","(26.0, 60.0, 44.0)","(5.0, 10.5, 8.257142857142856)"
08-01-2023 18:00:44.687547,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.25625)","(21.0, 75.0, 57.5)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.566666666666666)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:00:45.856635,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.25625)","(21.0, 75.0, 57.5)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.566666666666666)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:00:46.991712,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.25625)","(21.0, 75.0, 57.5)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.566666666666666)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:00:48.131255,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.25625)","(21.0, 75.0, 57.5)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.566666666666666)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:00:49.191908,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.25625)","(21.0, 75.0, 63.33333333333333)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.566666666666666)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:00:50.323418,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.25625)","(21.0, 75.0, 63.33333333333333)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.566666666666666)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:00:51.429758,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.25625)","(21.0, 75.0, 63.33333333333333)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.566666666666666)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:00:52.464758,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.2214285714285715)","(21.0, 75.0, 63.33333333333333)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.566666666666666)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:00:53.401615,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.2214285714285715)","(21.0, 75.0, 63.33333333333333)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.566666666666666)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:00:54.430946,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.2214285714285715)","(21.0, 75.0, 63.33333333333333)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.8999999999999995)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:00:55.475333,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.2214285714285715)","(21.0, 75.0, 63.33333333333333)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.8999999999999995)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:00:56.545023,"(2.4, 3.3, 2.8875)","(3.8, 4.5, 4.2214285714285715)","(21.0, 75.0, 63.33333333333333)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.8999999999999995)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:00:57.590254,"(2.4, 3.3, 2.8875)","(3.8, 4.4, 4.216666666666667)","(21.0, 75.0, 63.33333333333333)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.8999999999999995)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:00:58.890471,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.21)","(21.0, 75.0, 63.33333333333333)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.8999999999999995)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:01:00.033628,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.21)","(21.0, 75.0, 63.33333333333333)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.642857142857142)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:01:01.188982,"(2.4, 3.3, 2.8875)","(3.8, 4.4, 4.29)","(21.0, 75.0, 63.33333333333333)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.642857142857142)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:01:02.341923,"(2.4, 3.3, 2.8875)","(3.8, 4.4, 4.29)","(21.0, 75.0, 63.33333333333333)","(16.0, 48.0, 28.666666666666664)","(3.5, 5.1, 4.642857142857142)","(26.0, 60.0, 44.0)","(5.0, 11.0, 8.257142857142856)"
08-01-2023 18:01:03.461039,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.05)","(21.0, 75.0, 69.16666666666666)","(16.0, 48.0, 37.0)","(3.5, 5.1, 4.642857142857142)","(26.0, 60.0, 41.5)","(5.0, 11.0, 9.15)"
08-01-2023 18:01:04.488798,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.05)","(21.0, 75.0, 69.16666666666666)","(16.0, 46.0, 37.0)","(3.5, 5.1, 4.8999999999999995)","(26.0, 55.0, 41.5)","(5.0, 10.5, 9.15)"
08-01-2023 18:01:05.705266,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.15)","(21.0, 75.0, 69.5)","(16.0, 46.0, 37.0)","(3.5, 5.1, 4.8999999999999995)","(26.0, 55.0, 41.5)","(5.0, 10.5, 9.15)"
08-01-2023 18:01:06.692726,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.15)","(21.0, 75.0, 69.5)","(16.0, 46.0, 32.5)","(3.5, 5.1, 4.8999999999999995)","(26.0, 55.0, 31.375)","(5.0, 10.5, 9.15)"
08-01-2023 18:01:07.729689,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.15)","(21.0, 75.0, 71.33333333333333)","(16.0, 46.0, 32.75)","(3.5, 5.1, 4.8999999999999995)","(26.0, 55.0, 39.0)","(5.0, 10.5, 9.15)"
08-01-2023 18:01:08.786189,"(2.4, 3.3, 2.8875)","(3.8, 4.3, 4.15)","(21.0, 75.0, 71.33333333333333)","(16.0, 44.0, 41.27777777777778)","(3.5, 5.1, 4.8999999999999995)","(26.0, 50.0, 39.0)","(5.0, 10.5, 9.15)"
08-01-2023 18:01:09.864703,"(2.4, 3.3, 2.8875)","(3.8, 4.2, 4.025)","(21.0, 75.0, 71.33333333333333)","(16.0, 44.0, 41.27777777777778)","(3.5, 5.1, 4.8999999999999995)","(26.0, 50.0, 39.0)","(5.0, 10.5, 9.15)"
08-01-2023 18:01:10.868469,"(2.4, 3.3, 2.8875)","(3.8, 4.2, 4.025)","(21.0, 75.0, 71.33333333333333)","(16.0, 44.0, 36.65)","(3.5, 5.1, 4.8999999999999995)","(26.0, 50.0, 31.142857142857142)","(5.0, 10.5, 9.15)"
08-01-2023 18:01:11.926495,"(2.4, 3.3, 2.8875)","(3.8, 4.2, 4.025)","(21.0, 75.0, 71.33333333333333)","(16.0, 44.0, 31.0)","(3.5, 5.1, 4.8999999999999995)","(26.0, 50.0, 33.0)","(5.0, 10.5, 9.15)"
08-01-2023 18:01:12.988157,"(2.4, 3.3, 2.8875)","(3.8, 4.2, 4.13)","(21.0, 75.0, 71.33333333333333)","(16.0, 42.0, 31.0)","(3.5, 5.1, 4.8999999999999995)","(26.0, 48.0, 33.0)","(5.0, 10.5, 9.15)"
08-01-2023 18:01:14.057264,"(2.4, 3.3, 2.8875)","(3.8, 4.2, 4.13)","(21.0, 75.0, 71.33333333333333)","(16.0, 42.0, 31.0)","(3.5, 5.1, 4.566666666666666)","(26.0, 48.0, 37.0)","(5.0, 10.5, 9.15)"
08-01-2023 18:01:15.131812,"(2.4, 3.3, 2.8875)","(3.8, 4.1, 4.016666666666667)","(21.0, 75.0, 71.33333333333333)","(16.0, 40.0, 30.0)","(3.5, 5.1, 4.566666666666666)","(26.0, 46.0, 37.0)","(5.0, 10.5, 10.292307692307691)"
08-01-2023 18:01:16.248482,"(2.4, 3.3, 2.8875)","(3.8, 4.1, 4.016666666666667)","(21.0, 75.0, 71.33333333333333)","(16.0, 40.0, 30.0)","(3.5, 5.1, 4.566666666666666)","(26.0, 46.0, 30.571428571428573)","(5.0, 10.5, 10.307142857142857)"
08-01-2023 18:01:17.247470,"(2.4, 3.3, 2.9555555555555557)","(3.8, 4.1, 4.0)","(21.0, 75.0, 71.33333333333333)","(16.0, 40.0, 35.25)","(3.5, 5.1, 4.993333333333333)","(26.0, 46.0, 36.0)","(5.0, 10.5, 10.307142857142857)"
08-01-2023 18:01:18.268492,"(2.4, 3.3, 2.9375)","(3.8, 4.2, 4.025)","(21.0, 75.0, 71.33333333333333)","(16.0, 38.0, 36.111111111111114)","(3.5, 5.1, 4.993333333333333)","(26.0, 44.0, 36.0)","(5.0, 10.5, 10.307142857142857)"
08-01-2023 18:01:19.436144,"(2.4, 3.3, 3.224324324324324)","(3.8, 4.2, 4.025)","(21.0, 75.0, 71.33333333333333)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 4.8999999999999995)","(26.0, 44.0, 35.0)","(5.0, 10.5, 10.307142857142857)"
08-01-2023 18:01:20.505118,"(2.4, 3.3, 2.9625)","(3.8, 4.2, 4.025)","(21.0, 75.0, 71.33333333333333)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 4.944444444444445)","(26.0, 42.0, 35.0)","(5.0, 10.5, 10.307142857142857)"
08-01-2023 18:01:21.532881,"(2.4, 3.3, 3.231578947368421)","(3.8, 4.1, 4.0)","(21.0, 75.0, 59.5)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 4.944444444444445)","(26.0, 42.0, 35.0)","(5.0, 10.5, 10.307142857142857)"
08-01-2023 18:01:22.801952,"(2.4, 3.3, 3.231578947368421)","(3.8, 4.1, 4.0)","(21.0, 75.0, 67.25)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 4.944444444444445)","(26.0, 42.0, 29.75)","(5.0, 10.5, 10.307142857142857)"
08-01-2023 18:01:24.062271,"(2.4, 3.3, 3.2566666666666664)","(3.8, 4.1, 4.025)","(21.0, 75.0, 70.57142857142857)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.0)","(26.0, 42.0, 34.0)","(5.0, 10.5, 10.307142857142857)"
08-01-2023 18:01:25.139498,"(2.4, 3.3, 3.175)","(3.8, 4.2, 4.025)","(21.0, 75.0, 70.57142857142857)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.0)","(26.0, 40.0, 34.0)","(5.0, 10.5, 10.307142857142857)"
08-01-2023 18:01:26.531745,"(2.4, 3.3, 3.175)","(3.8, 4.2, 4.0)","(21.0, 75.0, 70.16666666666666)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.006666666666666)","(26.0, 40.0, 34.0)","(5.0, 10.5, 10.307142857142857)"
08-01-2023 18:01:27.761987,"(2.4, 3.3, 3.175)","(3.8, 4.1, 4.0)","(21.0, 75.0, 70.16666666666666)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.057575757575757)","(26.0, 40.0, 37.0)","(5.0, 10.5, 10.307142857142857)"
08-01-2023 18:01:28.880467,"(2.4, 3.3, 3.175)","(3.8, 4.1, 4.0)","(21.0, 75.0, 71.375)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.057575757575757)","(26.0, 38.0, 37.0)","(5.0, 10.5, 10.307142857142857)"
08-01-2023 18:01:30.165940,"(2.4, 3.3, 3.175)","(3.8, 4.1, 4.025)","(21.0, 75.0, 71.375)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.057575757575757)","(26.0, 38.0, 33.111111111111114)","(5.0, 10.5, 10.307142857142857)"
08-01-2023 18:01:31.274566,"(2.4, 3.3, 3.175)","(3.8, 4.2, 4.025)","(21.0, 75.0, 71.375)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.057575757575757)","(26.0, 38.0, 35.0)","(5.0, 10.5, 10.307142857142857)"
08-01-2023 18:01:32.548686,"(2.4, 3.3, 3.175)","(3.8, 4.2, 4.0)","(21.0, 75.0, 71.375)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.057575757575757)","(26.0, 36.0, 35.0)","(5.0, 10.5, 10.32)"
08-01-2023 18:01:33.682625,"(2.4, 3.3, 3.175)","(3.8, 4.1, 4.0)","(21.0, 75.0, 71.375)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.057575757575757)","(26.0, 36.0, 31.5)","(5.0, 10.5, 10.32)"
08-01-2023 18:01:34.800102,"(2.4, 3.3, 3.175)","(3.8, 4.1, 4.0)","(21.0, 75.0, 71.375)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.057575757575757)","(26.0, 36.0, 31.5)","(5.0, 10.5, 10.32)"
08-01-2023 18:01:35.946462,"(2.4, 3.3, 3.175)","(3.8, 4.1, 3.9125)","(21.0, 75.0, 71.375)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.057575757575757)","(26.0, 36.0, 31.5)","(5.0, 10.5, 10.32)"
08-01-2023 18:01:37.095048,"(2.4, 3.3, 3.175)","(3.8, 4.1, 3.9125)","(21.0, 75.0, 71.375)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.057575757575757)","(26.0, 36.0, 31.5)","(5.0, 10.5, 10.32)"
08-01-2023 18:01:38.249030,"(2.4, 3.3, 3.186363636363636)","(3.8, 4.1, 3.9125)","(21.0, 75.0, 84.5)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 4.928571428571428)","(26.0, 36.0, 31.5)","(5.0, 10.5, 9.69)"
08-01-2023 18:01:39.315887,"(2.4, 3.3, 3.1083333333333334)","(3.8, 4.0, 3.94)","(21.0, 90.0, 84.5)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 4.928571428571428)","(26.0, 36.0, 31.5)","(5.0, 10.5, 9.853333333333333)"
08-01-2023 18:01:40.345732,"(2.4, 3.3, 3.1904761904761902)","(3.8, 4.0, 3.94)","(21.0, 90.0, 84.5)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 4.928571428571428)","(26.0, 36.0, 31.5)","(5.0, 10.0, 8.647058823529411)"
08-01-2023 18:01:41.507800,"(2.4, 3.3, 3.1904761904761902)","(3.8, 4.0, 3.94)","(21.0, 90.0, 74.11111111111111)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.0249999999999995)","(26.0, 36.0, 31.5)","(5.0, 9.0, 8.004878048780487)"
08-01-2023 18:01:42.612310,"(2.4, 3.3, 3.24390243902439)","(3.8, 4.0, 3.94)","(21.0, 95.0, 61.36363636363637)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.029411764705882)","(26.0, 36.0, 31.5)","(5.0, 9.0, 7.911111111111111)"
08-01-2023 18:01:43.692607,"(2.4, 3.3, 3.0555555555555554)","(3.8, 4.0, 3.94)","(21.0, 100.0, 61.36363636363637)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.029411764705882)","(26.0, 36.0, 31.5)","(5.0, 8.8, 7.925)"
08-01-2023 18:01:44.834228,"(2.4, 3.3, 3.0555555555555554)","(3.8, 4.0, 3.94)","(21.0, 100.0, 64.58333333333333)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.0636363636363635)","(26.0, 36.0, 31.5)","(5.0, 8.8, 7.826315789473684)"
08-01-2023 18:01:45.993828,"(2.4, 3.3, 3.0555555555555554)","(3.8, 4.0, 3.94)","(21.0, 100.0, 64.58333333333333)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 5.0636363636363635)","(26.0, 36.0, 31.2)","(5.0, 8.8, 7.826315789473684)"
08-01-2023 18:01:47.184042,"(2.4, 3.3, 3.0555555555555554)","(3.8, 4.0, 3.933333333333333)","(21.0, 100.0, 66.66666666666667)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 4.766666666666667)","(26.0, 36.0, 31.5)","(5.0, 8.8, 7.826315789473684)"
08-01-2023 18:01:48.358314,"(2.4, 3.3, 3.0555555555555554)","(3.8, 4.0, 3.933333333333333)","(21.0, 100.0, 66.66666666666667)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 4.766666666666667)","(26.0, 36.0, 31.5)","(5.0, 8.8, 7.826315789473684)"
08-01-2023 18:01:49.450229,"(2.4, 3.3, 3.0555555555555554)","(3.8, 4.0, 3.933333333333333)","(21.0, 100.0, 66.66666666666667)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 4.766666666666667)","(26.0, 36.0, 31.5)","(5.0, 8.8, 7.826315789473684)"
08-01-2023 18:01:50.483799,"(2.4, 3.3, 3.0555555555555554)","(3.8, 4.0, 3.933333333333333)","(21.0, 100.0, 57.64705882352941)","(16.0, 38.0, 37.19047619047619)","(3.5, 5.1, 4.766666666666667)","(26.0, 36.0, 31.5)","(5.0, 8.8, 7.826315789473684)"
