,Maralago,Burnt By Bernie,Gotta Fly,More Mischief,Ocean Honour,Pierro Warrior,State Of America,Step Aside,Lover Girl,Poetic Drama,Chouilly
04-01-2023 13:51:30.964005,"(61.0, 100.0, 97.22222222222223)","(4.2, 4.9, 4.726829268292683)","(41.0, 50.0, 48.97959183673469)","(31.0, 38.0, 37.06870229007634)","(8.5, 9.6, 9.42156862745098)","(31.0, 40.0, 34.903225806451616)","(61.0, 80.0, 77.70833333333333)","(2.25, 2.62, 2.6144444444444446)","(101.0, 630.0, 622.6315789473684)","(6.5, 7.8, 7.661538461538462)","(13.0, 16.5, 15.681818181818182)"
04-01-2023 13:51:32.494025,"(61.0, 100.0, 97.22222222222223)","(4.2, 4.9, 4.709649122807018)","(41.0, 50.0, 48.986486486486484)","(31.0, 38.0, 37.16438356164384)","(8.5, 9.6, 9.42156862745098)","(31.0, 40.0, 34.903225806451616)","(61.0, 80.0, 77.25)","(2.25, 2.62, 2.6571812080536916)","(101.0, 630.0, 622.6315789473684)","(6.5, 7.8, 7.511627906976744)","(13.0, 16.5, 15.681818181818182)"
04-01-2023 13:51:34.143194,"(61.0, 100.0, 97.22222222222223)","(4.2, 4.8, 4.697916666666667)","(41.0, 50.0, 48.986486486486484)","(31.0, 38.0, 37.16438356164384)","(8.5, 9.6, 9.328358208955223)","(31.0, 40.0, 34.903225806451616)","(61.0, 80.0, 76.33333333333333)","(2.25, 2.66, 2.6579807692307695)","(101.0, 630.0, 622.6315789473684)","(6.5, 8.0, 7.63010752688172)","(13.0, 16.5, 15.681818181818182)"
04-01-2023 13:51:35.755476,"(71.0, 100.0, 97.22222222222223)","(4.2, 4.7, 4.697916666666667)","(41.0, 50.0, 48.986486486486484)","(31.0, 38.0, 37.16438356164384)","(8.5, 9.6, 9.326007326007325)","(31.0, 40.0, 34.903225806451616)","(61.0, 80.0, 76.33333333333333)","(2.25, 2.66, 2.658082191780822)","(101.0, 630.0, 622.6315789473684)","(6.5, 8.0, 7.56271186440678)","(13.0, 16.5, 15.5)"
04-01-2023 13:51:37.335338,"(71.0, 100.0, 97.22222222222223)","(4.2, 4.7, 4.6979411764705885)","(41.0, 50.0, 48.986486486486484)","(31.0, 38.0, 37.16438356164384)","(8.5, 9.6, 9.327881040892192)","(31.0, 40.0, 34.903225806451616)","(61.0, 80.0, 75.92592592592592)","(2.25, 2.66, 2.658850574712644)","(101.0, 630.0, 622.6315789473684)","(6.5, 8.0, 7.56271186440678)","(13.0, 16.5, 15.25)"
04-01-2023 13:51:38.988967,"(71.0, 100.0, 97.22222222222223)","(4.2, 4.7, 4.737170263788968)","(41.0, 50.0, 48.985074626865675)","(31.0, 38.0, 37.241379310344826)","(8.5, 9.6, 9.340408163265305)","(31.0, 40.0, 33.42857142857143)","(61.0, 80.0, 75.92592592592592)","(2.3, 2.66, 2.683076923076923)","(101.0, 630.0, 627.9310344827586)","(6.5, 8.0, 7.899708454810495)","(13.0, 16.5, 15.467741935483872)"
04-01-2023 13:51:40.604999,"(71.0, 100.0, 97.22222222222223)","(4.2, 4.8, 4.731806615776081)","(41.0, 50.0, 48.985074626865675)","(31.0, 38.0, 37.27272727272727)","(8.5, 9.6, 9.374358974358975)","(31.0, 34.0, 33.63636363636363)","(61.0, 80.0, 75.92592592592592)","(2.3, 2.72, 2.686086956521739)","(101.0, 650.0, 627.9310344827586)","(6.5, 8.0, 7.6931034482758625)","(13.0, 16.5, 15.467741935483872)"
04-01-2023 13:51:42.320939,"(71.0, 100.0, 97.22222222222223)","(4.2, 4.8, 4.728150134048257)","(41.0, 50.0, 48.985074626865675)","(31.0, 38.0, 37.28834355828221)","(8.5, 9.4, 9.371014492753623)","(31.0, 34.0, 33.63636363636363)","(61.0, 80.0, 75.92592592592592)","(2.3, 2.72, 2.678860759493671)","(101.0, 650.0, 627.9310344827586)","(6.5, 8.0, 7.6931034482758625)","(13.0, 16.5, 15.409090909090908)"
04-01-2023 13:51:43.882003,"(71.0, 100.0, 97.22222222222223)","(4.2, 4.8, 4.728150134048257)","(41.0, 50.0, 48.985074626865675)","(31.0, 38.0, 37.28834355828221)","(8.5, 9.4, 9.382456140350877)","(31.0, 34.0, 33.63636363636363)","(61.0, 80.0, 75.92592592592592)","(2.3, 2.72, 2.676953642384106)","(101.0, 650.0, 627.9310344827586)","(6.5, 8.0, 7.6931034482758625)","(13.0, 16.5, 15.409090909090908)"
04-01-2023 13:51:45.353051,"(71.0, 100.0, 97.22222222222223)","(4.2, 4.8, 4.701057082452431)","(41.0, 50.0, 48.985074626865675)","(31.0, 38.0, 37.28834355828221)","(8.5, 9.4, 9.382456140350877)","(31.0, 34.0, 32.22857142857143)","(61.0, 80.0, 75.92592592592592)","(2.3, 2.72, 2.716981132075472)","(101.0, 650.0, 627.9310344827586)","(6.5, 8.0, 7.740425531914894)","(13.0, 16.5, 15.313559322033898)"
04-01-2023 13:51:46.777607,"(71.0, 100.0, 97.22222222222223)","(4.2, 4.8, 4.73038961038961)","(41.0, 50.0, 48.985074626865675)","(31.0, 38.0, 37.256410256410255)","(8.5, 9.4, 9.3)","(31.0, 40.0, 32.25)","(61.0, 80.0, 75.92592592592592)","(2.3, 2.72, 2.6935537190082646)","(101.0, 650.0, 627.9310344827586)","(6.5, 7.8, 7.684023668639053)","(13.0, 16.0, 15.26530612244898)"
04-01-2023 13:51:48.248491,"(71.0, 100.0, 97.22222222222223)","(4.2, 4.8, 4.73038961038961)","(41.0, 50.0, 48.985074626865675)","(31.0, 38.0, 37.256410256410255)","(8.5, 9.4, 9.154054054054054)","(31.0, 40.0, 34.470588235294116)","(61.0, 80.0, 75.92592592592592)","(2.3, 2.72, 2.6526315789473687)","(101.0, 650.0, 627.9310344827586)","(6.5, 8.0, 7.684023668639053)","(13.0, 16.0, 14.782608695652174)"
04-01-2023 13:51:49.872033,"(71.0, 100.0, 97.22222222222223)","(4.2, 4.8, 4.727567567567568)","(41.0, 50.0, 48.985074626865675)","(31.0, 38.0, 37.18072289156626)","(8.5, 9.2, 9.154054054054054)","(31.0, 38.0, 34.1)","(61.0, 80.0, 74.5)","(2.3, 2.72, 2.691171171171171)","(101.0, 650.0, 627.9310344827586)","(6.5, 8.0, 7.7)","(13.0, 15.0, 14.615384615384615)"
04-01-2023 13:51:51.404030,"(71.0, 100.0, 97.22222222222223)","(4.0, 4.8, 4.69672131147541)","(41.0, 50.0, 48.985074626865675)","(31.0, 38.0, 37.18072289156626)","(8.0, 9.2, 9.153149606299213)","(31.0, 38.0, 34.1)","(61.0, 80.0, 74.5)","(2.3, 2.72, 2.6921739130434785)","(101.0, 650.0, 627.9310344827586)","(6.5, 8.0, 7.7)","(13.0, 16.5, 15.54)"
04-01-2023 13:51:52.853942,"(71.0, 100.0, 97.22222222222223)","(4.0, 4.7, 4.69672131147541)","(41.0, 50.0, 48.985074626865675)","(31.0, 38.0, 37.18072289156626)","(8.0, 9.2, 9.153149606299213)","(31.0, 38.0, 34.1)","(61.0, 80.0, 74.0909090909091)","(2.3, 2.72, 2.6883168316831685)","(101.0, 650.0, 627.9310344827586)","(6.5, 8.0, 7.7)","(13.0, 16.5, 15.39655172413793)"
04-01-2023 13:51:54.275843,"(71.0, 100.0, 97.22222222222223)","(4.0, 4.7, 4.6971530249110325)","(41.0, 50.0, 48.992592592592594)","(31.0, 38.0, 37.18562874251497)","(8.0, 9.2, 9.152871287128713)","(31.0, 38.0, 33.125)","(61.0, 80.0, 73.91304347826087)","(2.3, 2.72, 2.679148936170213)","(101.0, 650.0, 621.7647058823529)","(6.5, 8.0, 7.708670520231214)","(13.0, 16.5, 15.088235294117647)"
04-01-2023 13:51:55.778767,"(71.0, 100.0, 97.22222222222223)","(4.0, 4.7, 4.696934865900383)","(41.0, 50.0, 48.48888888888889)","(31.0, 38.0, 37.18562874251497)","(8.0, 9.2, 9.152871287128713)","(31.0, 38.0, 33.125)","(61.0, 80.0, 73.91304347826087)","(2.3, 2.72, 2.679148936170213)","(101.0, 650.0, 621.7647058823529)","(6.5, 8.0, 7.703529411764706)","(13.0, 16.5, 15.045454545454545)"
04-01-2023 13:51:57.296502,"(71.0, 100.0, 97.22222222222223)","(4.0, 4.7, 4.696444444444444)","(41.0, 50.0, 48.575916230366495)","(31.0, 38.0, 37.18562874251497)","(8.0, 9.2, 9.145034642032332)","(31.0, 38.0, 32.42857142857143)","(61.0, 80.0, 73.91304347826087)","(2.3, 2.72, 2.7073684210526316)","(101.0, 650.0, 621.7647058823529)","(6.5, 8.0, 7.703529411764706)","(13.0, 16.0, 15.045454545454545)"
04-01-2023 13:51:58.726794,"(71.0, 100.0, 97.22222222222223)","(4.0, 4.7, 4.696444444444444)","(41.0, 50.0, 48.575916230366495)","(31.0, 38.0, 37.18562874251497)","(8.0, 9.2, 9.145034642032332)","(31.0, 38.0, 32.42857142857143)","(61.0, 80.0, 73.91304347826087)","(2.3, 2.72, 2.702857142857143)","(101.0, 650.0, 621.7647058823529)","(6.5, 8.0, 7.774736842105263)","(13.0, 16.0, 15.045454545454545)"
04-01-2023 13:52:00.104954,"(71.0, 100.0, 97.22222222222223)","(4.0, 4.7, 4.696444444444444)","(41.0, 50.0, 48.575916230366495)","(31.0, 38.0, 37.18562874251497)","(8.0, 9.2, 9.151690821256038)","(31.0, 38.0, 32.42857142857143)","(61.0, 80.0, 74.0909090909091)","(2.3, 2.72, 2.702857142857143)","(101.0, 650.0, 621.7647058823529)","(6.5, 7.8, 7.758620689655173)","(13.0, 16.0, 15.045454545454545)"
04-01-2023 13:52:01.531422,"(71.0, 100.0, 98.2)","(4.0, 4.7, 4.696444444444444)","(41.0, 50.0, 48.575916230366495)","(31.0, 38.0, 37.584)","(8.0, 9.2, 9.147780678851174)","(31.0, 38.0, 32.42857142857143)","(61.0, 80.0, 76.42857142857143)","(2.3, 2.72, 2.702857142857143)","(101.0, 650.0, 646.6666666666666)","(6.5, 7.8, 7.758139534883721)","(13.0, 16.0, 15.040816326530612)"
04-01-2023 13:52:03.174938,"(71.0, 100.0, 98.2)","(4.0, 4.7, 4.696444444444444)","(31.0, 50.0, 48.575916230366495)","(31.0, 38.0, 37.584)","(8.0, 9.2, 9.147780678851174)","(31.0, 38.0, 32.1764705882353)","(61.0, 80.0, 76.42857142857143)","(2.3, 2.72, 2.702857142857143)","(101.0, 700.0, 655.0)","(6.5, 7.8, 7.758139534883721)","(13.0, 16.0, 14.963235294117647)"
04-01-2023 13:52:05.076838,"(71.0, 100.0, 98.33333333333333)","(4.0, 4.7, 4.69732441471572)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.6)","(8.0, 9.2, 9.15049504950495)","(31.0, 38.0, 35.0)","(61.0, 80.0, 76.17647058823529)","(2.3, 2.72, 2.6796694214876036)","(101.0, 700.0, 622.8571428571429)","(6.5, 7.8, 7.767857142857142)","(13.0, 16.0, 15.020833333333334)"
04-01-2023 13:52:06.724824,"(71.0, 100.0, 98.33333333333333)","(4.0, 4.7, 4.723185011709601)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.6)","(8.0, 9.2, 9.15049504950495)","(31.0, 38.0, 34.526315789473685)","(61.0, 80.0, 76.17647058823529)","(2.3, 2.74, 2.683220338983051)","(101.0, 700.0, 622.8571428571429)","(6.5, 7.8, 7.767857142857142)","(13.0, 16.0, 15.020833333333334)"
04-01-2023 13:52:08.427511,"(71.0, 100.0, 98.33333333333333)","(4.0, 4.8, 4.745878693623639)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.6)","(8.0, 9.2, 9.147780678851174)","(31.0, 38.0, 34.526315789473685)","(61.0, 80.0, 76.17647058823529)","(2.3, 2.74, 2.686601941747573)","(101.0, 700.0, 645.4545454545455)","(6.5, 7.8, 7.626829268292683)","(13.0, 16.0, 14.64423076923077)"
04-01-2023 13:52:09.928441,"(71.0, 100.0, 98.33333333333333)","(4.0, 4.8, 4.693723849372385)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.6)","(8.0, 9.2, 9.304878048780488)","(31.0, 38.0, 34.60606060606061)","(61.0, 80.0, 76.17647058823529)","(2.3, 2.74, 2.686)","(101.0, 700.0, 645.4545454545455)","(6.5, 7.8, 7.626829268292683)","(13.0, 16.0, 14.884615384615385)"
04-01-2023 13:52:11.406794,"(71.0, 100.0, 98.33333333333333)","(4.0, 4.7, 4.693723849372385)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.6)","(8.0, 9.4, 9.304878048780488)","(31.0, 38.0, 34.60606060606061)","(61.0, 80.0, 76.17647058823529)","(2.3, 2.74, 2.702105263157895)","(101.0, 700.0, 645.4545454545455)","(6.5, 7.8, 7.626829268292683)","(13.0, 15.5, 14.8125)"
04-01-2023 13:52:12.924312,"(71.0, 100.0, 98.33333333333333)","(4.0, 4.7, 4.690853658536586)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.6)","(8.0, 9.4, 9.304878048780488)","(31.0, 38.0, 34.60606060606061)","(61.0, 80.0, 76.17647058823529)","(2.3, 2.74, 2.702105263157895)","(101.0, 700.0, 645.4545454545455)","(6.5, 7.8, 7.626829268292683)","(13.0, 15.5, 14.8125)"
04-01-2023 13:52:14.414154,"(71.0, 100.0, 98.33333333333333)","(4.0, 4.7, 4.689864864864865)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.6)","(8.0, 9.4, 9.273096446700507)","(31.0, 38.0, 34.60606060606061)","(61.0, 80.0, 76.17647058823529)","(2.3, 2.74, 2.6872727272727275)","(101.0, 700.0, 645.4545454545455)","(6.5, 7.8, 7.626829268292683)","(13.0, 15.5, 15.431818181818182)"
04-01-2023 13:52:15.945895,"(71.0, 100.0, 98.33333333333333)","(4.0, 4.7, 4.693661971830986)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.54074074074074)","(8.0, 9.6, 9.42)","(31.0, 38.0, 34.60606060606061)","(61.0, 80.0, 76.17647058823529)","(2.3, 2.74, 2.685714285714286)","(101.0, 700.0, 545.7142857142857)","(6.5, 7.8, 7.608108108108108)","(13.0, 15.5, 15.431818181818182)"
04-01-2023 13:52:17.498709,"(71.0, 100.0, 98.33333333333333)","(4.0, 4.7, 4.635504201680672)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.54074074074074)","(8.0, 9.6, 9.193396226415093)","(31.0, 38.0, 35.66153846153846)","(61.0, 80.0, 75.51724137931035)","(2.3, 2.72, 2.705)","(101.0, 700.0, 472.5)","(6.5, 7.8, 7.626829268292683)","(13.0, 16.0, 14.65625)"
04-01-2023 13:52:19.194481,"(71.0, 100.0, 98.33333333333333)","(4.0, 4.7, 4.630645161290323)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.54074074074074)","(8.0, 9.2, 9.338842975206612)","(31.0, 38.0, 35.44)","(61.0, 80.0, 75.51724137931035)","(2.3, 2.72, 2.701)","(101.0, 700.0, 472.5)","(6.5, 7.8, 7.5508771929824565)","(13.0, 16.0, 15.229508196721312)"
04-01-2023 13:52:21.353714,"(71.0, 100.0, 98.33333333333333)","(4.0, 4.7, 4.671891891891892)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.54074074074074)","(8.0, 9.6, 9.358600583090379)","(31.0, 38.0, 35.44)","(61.0, 80.0, 75.51724137931035)","(2.3, 2.72, 2.680727272727273)","(101.0, 700.0, 472.5)","(6.5, 7.6, 7.558333333333334)","(13.0, 16.0, 15.229508196721312)"
04-01-2023 13:52:22.972737,"(71.0, 100.0, 98.33333333333333)","(4.0, 4.7, 4.670114942528736)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.56390977443609)","(8.0, 9.6, 9.39043062200957)","(31.0, 38.0, 35.92857142857143)","(61.0, 80.0, 75.51724137931035)","(2.3, 2.72, 2.680727272727273)","(101.0, 700.0, 544.0)","(6.5, 7.6, 7.561904761904762)","(13.0, 16.0, 15.229508196721312)"
04-01-2023 13:52:24.554015,"(71.0, 100.0, 98.33333333333333)","(4.0, 4.7, 4.669047619047619)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.56390977443609)","(8.0, 9.4, 9.39043062200957)","(31.0, 38.0, 35.92857142857143)","(61.0, 80.0, 75.51724137931035)","(2.3, 2.72, 2.707586206896552)","(101.0, 700.0, 544.0)","(6.5, 7.6, 7.594736842105263)","(13.0, 16.0, 15.11320754716981)"
04-01-2023 13:52:26.652753,"(71.0, 100.0, 98.33333333333333)","(4.0, 4.7, 4.669047619047619)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.56390977443609)","(8.0, 9.4, 9.39043062200957)","(31.0, 38.0, 35.92857142857143)","(61.0, 80.0, 75.51724137931035)","(2.3, 2.72, 2.707586206896552)","(101.0, 700.0, 544.0)","(6.5, 7.6, 7.592156862745098)","(13.0, 15.0, 14.8125)"
04-01-2023 13:52:28.482170,"(71.0, 100.0, 97.95454545454545)","(4.0, 4.7, 4.671270718232044)","(31.0, 50.0, 48.6051282051282)","(31.0, 38.0, 37.56390977443609)","(8.0, 9.4, 9.39043062200957)","(31.0, 38.0, 35.92857142857143)","(61.0, 80.0, 75.51724137931035)","(2.3, 2.72, 2.707586206896552)","(101.0, 700.0, 638.4615384615385)","(6.5, 7.4, 7.399335548172758)","(13.0, 15.0, 14.934782608695652)"
04-01-2023 13:52:30.228225,"(71.0, 100.0, 97.95454545454545)","(4.0, 4.7, 4.671270718232044)","(31.0, 50.0, 48.87005649717514)","(31.0, 38.0, 37.56390977443609)","(8.0, 9.4, 9.335593220338982)","(31.0, 38.0, 35.73913043478261)","(61.0, 80.0, 75.51724137931035)","(2.3, 2.72, 2.707586206896552)","(101.0, 700.0, 600.0)","(6.5, 7.4, 7.399335548172758)","(13.0, 15.0, 14.934782608695652)"
04-01-2023 13:52:31.724338,"(71.0, 100.0, 97.95454545454545)","(4.0, 4.7, 4.671270718232044)","(31.0, 50.0, 48.63212435233161)","(31.0, 38.0, 37.56390977443609)","(8.0, 9.6, 9.371428571428572)","(31.0, 38.0, 35.63636363636363)","(61.0, 80.0, 75.51724137931035)","(2.3, 2.72, 2.6881081081081084)","(101.0, 700.0, 600.0)","(6.5, 7.4, 7.597435897435897)","(13.0, 15.0, 14.934782608695652)"
04-01-2023 13:52:33.286428,"(71.0, 100.0, 97.95454545454545)","(4.0, 4.7, 4.674838709677419)","(31.0, 50.0, 48.63212435233161)","(31.0, 38.0, 37.56390977443609)","(8.0, 9.4, 9.371428571428572)","(31.0, 38.0, 35.63636363636363)","(61.0, 80.0, 75.51724137931035)","(2.3, 2.74, 2.72921568627451)","(101.0, 700.0, 548.0)","(6.5, 7.6, 7.576175548589341)","(13.0, 15.0, 14.934782608695652)"
04-01-2023 13:52:34.854093,"(71.0, 100.0, 98.125)","(4.0, 4.7, 4.681666666666667)","(31.0, 50.0, 48.65989847715736)","(31.0, 38.0, 37.58273381294964)","(8.0, 9.4, 9.375)","(31.0, 38.0, 35.833333333333336)","(61.0, 80.0, 75.66666666666667)","(2.35, 2.74, 2.6914285714285717)","(101.0, 700.0, 645.7142857142858)","(6.5, 7.6, 7.591379310344827)","(13.0, 15.0, 14.951612903225806)"
04-01-2023 13:52:36.334514,"(71.0, 100.0, 98.125)","(4.0, 4.7, 4.681666666666667)","(31.0, 50.0, 48.65989847715736)","(31.0, 38.0, 37.58273381294964)","(8.0, 9.4, 9.375)","(31.0, 38.0, 35.80281690140845)","(61.0, 80.0, 75.80645161290323)","(2.35, 2.7, 2.6950000000000003)","(101.0, 700.0, 645.7142857142858)","(6.5, 7.6, 7.5968253968253965)","(13.0, 15.0, 15.364864864864865)"
04-01-2023 13:52:37.833966,"(71.0, 100.0, 98.125)","(4.0, 4.7, 4.709348441926346)","(31.0, 50.0, 48.65989847715736)","(31.0, 38.0, 42.86486486486486)","(8.0, 9.4, 9.375)","(31.0, 38.0, 35.80281690140845)","(61.0, 80.0, 74.8)","(2.35, 2.7, 2.6616666666666666)","(101.0, 700.0, 641.5384615384615)","(6.5, 7.6, 7.5968253968253965)","(13.0, 15.5, 15.34375)"
04-01-2023 13:52:39.338273,"(71.0, 100.0, 98.125)","(4.0, 4.8, 4.697106109324759)","(31.0, 50.0, 48.67336683417086)","(31.0, 44.0, 41.65)","(8.0, 9.4, 9.36923076923077)","(31.0, 38.0, 35.80281690140845)","(61.0, 80.0, 74.8)","(2.35, 2.7, 2.684230769230769)","(101.0, 700.0, 580.0)","(6.5, 7.6, 7.3773584905660385)","(13.0, 15.5, 15.34375)"
04-01-2023 13:52:40.823796,"(71.0, 100.0, 98.2)","(4.0, 4.8, 4.714765100671141)","(31.0, 50.0, 48.67336683417086)","(31.0, 44.0, 41.65)","(8.0, 9.4, 9.36923076923077)","(31.0, 38.0, 35.891891891891895)","(61.0, 80.0, 75.0)","(2.35, 2.7, 2.6860068259385668)","(101.0, 700.0, 580.0)","(6.5, 7.4, 7.377611940298507)","(13.0, 15.5, 15.355072463768115)"
04-01-2023 13:52:42.580708,"(71.0, 100.0, 97.66666666666667)","(4.0, 4.8, 4.714765100671141)","(31.0, 50.0, 48.67336683417086)","(31.0, 44.0, 41.65)","(8.0, 9.4, 9.36923076923077)","(31.0, 38.0, 35.891891891891895)","(61.0, 80.0, 75.0)","(2.35, 2.7, 2.6860068259385668)","(101.0, 700.0, 580.0)","(6.5, 7.4, 7.377611940298507)","(13.0, 15.5, 15.355072463768115)"
04-01-2023 13:52:44.307269,"(71.0, 100.0, 98.10810810810811)","(4.0, 4.8, 4.697580645161291)","(31.0, 50.0, 48.72463768115942)","(31.0, 44.0, 41.88235294117647)","(8.0, 9.4, 9.384)","(31.0, 38.0, 36.285714285714285)","(61.0, 80.0, 75.80645161290323)","(2.35, 2.7, 2.617506775067751)","(101.0, 700.0, 592.0)","(6.5, 7.4, 7.381818181818182)","(13.0, 15.5, 15.394736842105264)"
04-01-2023 13:52:45.726198,"(71.0, 100.0, 98.15789473684211)","(4.0, 4.7, 4.675)","(31.0, 50.0, 48.72463768115942)","(31.0, 44.0, 40.08695652173913)","(8.0, 9.4, 9.400873362445415)","(31.0, 38.0, 36.22727272727273)","(61.0, 80.0, 75.9375)","(2.35, 2.62, 2.6175)","(101.0, 700.0, 592.0)","(6.5, 7.4, 7.382142857142857)","(13.0, 15.5, 15.402912621359222)"
04-01-2023 13:52:47.097543,"(71.0, 100.0, 98.15789473684211)","(4.0, 4.7, 4.691379310344828)","(31.0, 50.0, 48.72463768115942)","(31.0, 44.0, 40.08695652173913)","(8.0, 9.6, 9.391666666666667)","(31.0, 38.0, 36.22727272727273)","(61.0, 80.0, 79.04761904761905)","(2.35, 2.62, 2.6175)","(101.0, 700.0, 640.0)","(6.5, 7.4, 7.37972972972973)","(13.0, 15.5, 15.402912621359222)"
04-01-2023 13:52:48.477164,"(71.0, 100.0, 98.15789473684211)","(4.0, 4.7, 4.686842105263158)","(31.0, 50.0, 48.72463768115942)","(31.0, 44.0, 40.08695652173913)","(8.0, 9.4, 9.387500000000001)","(31.0, 38.0, 36.22727272727273)","(61.0, 80.0, 78.6842105263158)","(2.35, 2.62, 2.674375)","(101.0, 700.0, 640.0)","(6.5, 7.4, 7.592)","(13.0, 15.5, 15.402912621359222)"
04-01-2023 13:52:49.831892,"(71.0, 100.0, 98.15789473684211)","(4.0, 4.7, 4.684615384615385)","(31.0, 50.0, 48.74285714285714)","(31.0, 44.0, 40.08695652173913)","(8.0, 9.4, 9.384848484848485)","(31.0, 38.0, 36.285714285714285)","(61.0, 85.0, 79.72972972972973)","(2.35, 2.68, 2.679296187683285)","(101.0, 700.0, 640.0)","(6.5, 7.6, 7.592424242424242)","(13.0, 15.5, 15.409090909090908)"
04-01-2023 13:52:51.202364,"(71.0, 100.0, 98.0)","(4.0, 4.7, 4.64)","(31.0, 50.0, 48.77209302325581)","(31.0, 44.0, 40.08695652173913)","(8.0, 9.4, 9.38901098901099)","(31.0, 38.0, 36.285714285714285)","(61.0, 85.0, 79.72972972972973)","(2.35, 2.68, 2.6582222222222223)","(101.0, 700.0, 587.5)","(6.5, 7.6, 7.552380952380952)","(13.0, 15.5, 15.409090909090908)"
04-01-2023 13:52:52.570666,"(71.0, 100.0, 98.2051282051282)","(4.0, 4.7, 4.679591836734694)","(31.0, 50.0, 48.58064516129032)","(31.0, 44.0, 40.08695652173913)","(8.0, 9.4, 9.411764705882353)","(31.0, 38.0, 36.375)","(61.0, 85.0, 76.33333333333333)","(2.35, 2.66, 2.64)","(101.0, 700.0, 587.5)","(6.5, 7.6, 7.591304347826086)","(13.0, 15.5, 15.454545454545455)"
04-01-2023 13:52:54.023153,"(71.0, 100.0, 98.6)","(4.0, 4.7, 4.6869565217391305)","(31.0, 50.0, 48.63917525773196)","(31.0, 44.0, 40.08695652173913)","(8.0, 9.6, 9.419130434782609)","(31.0, 38.0, 36.05)","(61.0, 85.0, 77.0)","(2.35, 2.68, 2.662)","(101.0, 700.0, 587.5)","(6.5, 7.6, 7.566666666666666)","(13.0, 15.5, 15.461206896551724)"
04-01-2023 13:52:55.424232,"(71.0, 100.0, 98.65384615384616)","(4.0, 4.7, 4.6582608695652175)","(31.0, 50.0, 48.76635514018692)","(31.0, 44.0, 39.3448275862069)","(8.0, 9.6, 9.3376)","(31.0, 38.0, 36.05)","(61.0, 85.0, 79.66666666666667)","(2.35, 2.68, 2.6435874439461884)","(101.0, 700.0, 587.5)","(6.5, 7.6, 7.558333333333334)","(13.0, 15.5, 15.461206896551724)"
04-01-2023 13:52:57.015556,"(71.0, 100.0, 98.65384615384616)","(4.0, 4.8, 4.6582608695652175)","(31.0, 50.0, 48.76635514018692)","(31.0, 44.0, 39.3448275862069)","(8.0, 9.4, 9.3376)","(31.0, 38.0, 36.05)","(61.0, 85.0, 79.66666666666667)","(2.3, 2.68, 2.6434042553191492)","(101.0, 700.0, 587.5)","(6.5, 7.6, 7.558333333333334)","(13.0, 15.5, 15.461206896551724)"
04-01-2023 13:52:58.507375,"(71.0, 100.0, 98.87096774193549)","(4.0, 4.8, 4.689361702127659)","(31.0, 50.0, 48.82142857142857)","(31.0, 44.0, 39.3448275862069)","(8.0, 9.4, 9.32121212121212)","(31.0, 38.0, 36.05)","(61.0, 85.0, 80.29411764705883)","(2.3, 2.68, 2.643720930232558)","(101.0, 700.0, 587.5)","(6.5, 7.6, 7.558333333333334)","(13.0, 15.5, 15.430769230769231)"
04-01-2023 13:52:59.891566,"(71.0, 100.0, 98.87096774193549)","(4.0, 4.8, 4.685067873303167)","(31.0, 50.0, 48.76635514018692)","(31.0, 44.0, 39.3448275862069)","(8.0, 9.4, 9.312359550561798)","(31.0, 38.0, 36.05)","(61.0, 85.0, 80.29411764705883)","(2.35, 2.68, 2.626082949308756)","(101.0, 700.0, 587.5)","(6.5, 7.6, 7.4837209302325585)","(13.0, 15.5, 15.435714285714285)"
04-01-2023 13:53:01.255900,"(71.0, 100.0, 98.87096774193549)","(4.0, 4.8, 4.687441860465116)","(31.0, 50.0, 48.76635514018692)","(31.0, 44.0, 39.3448275862069)","(8.0, 9.4, 9.336065573770492)","(31.0, 38.0, 36.05714285714286)","(61.0, 85.0, 80.80645161290323)","(2.35, 2.68, 2.6295652173913044)","(101.0, 700.0, 587.5)","(6.5, 7.6, 7.487804878048781)","(13.0, 15.5, 15.435714285714285)"
04-01-2023 13:53:02.588460,"(71.0, 100.0, 98.87096774193549)","(4.0, 4.8, 4.698947368421053)","(41.0, 50.0, 48.77777777777778)","(31.0, 44.0, 39.32203389830509)","(8.5, 9.4, 9.222727272727273)","(31.0, 38.0, 35.96296296296296)","(61.0, 85.0, 80.9375)","(2.3, 2.64, 2.6285714285714286)","(101.0, 700.0, 587.5)","(6.5, 7.6, 7.397986577181208)","(13.0, 15.5, 15.804545454545455)"
