,Artful Jack,Kudos Mason,Keayang Tara,Precious Cullen Nz,Royal Winkle,Miss Pau,Ashlee Nitro,Vanity Bay
05-01-2023 17:20:50.042539,"(3.6, 5.0, 4.54)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.977777777777778)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 48.666666666666664)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:20:51.216076,"(3.6, 5.0, 4.54)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.977777777777778)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 48.666666666666664)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:20:52.367537,"(3.6, 5.0, 4.54)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.977777777777778)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 48.666666666666664)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:20:53.522061,"(3.6, 5.0, 4.54)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.977777777777778)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.6)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:20:54.618779,"(3.6, 5.0, 4.54)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.977777777777778)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.90909090909091)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:20:55.765519,"(3.6, 5.0, 4.54)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.977777777777778)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.90909090909091)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:20:56.869485,"(3.6, 5.0, 4.54)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.977777777777778)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.90909090909091)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:20:57.993006,"(3.6, 5.0, 4.54)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.977777777777778)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.90909090909091)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:20:59.102890,"(3.6, 5.0, 4.54)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.977777777777778)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.90909090909091)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:00.274107,"(3.6, 5.0, 4.54)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.977777777777778)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.90909090909091)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:01.717502,"(3.6, 5.0, 4.54)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.977777777777778)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.90909090909091)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:02.876137,"(3.6, 5.0, 4.54)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.977777777777778)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.90909090909091)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:04.322397,"(3.6, 5.0, 4.54)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.977777777777778)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.90909090909091)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:05.552711,"(3.6, 5.0, 4.54)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.733333333333333)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.90909090909091)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:06.771764,"(3.6, 5.0, 4.725)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.857142857142858)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.90909090909091)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:07.991150,"(3.6, 5.0, 4.725)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.857142857142858)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.90909090909091)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:09.220551,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.857142857142858)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.90909090909091)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:10.337341,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(6.5, 9.6, 8.857142857142858)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 51.90909090909091)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:11.472543,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(6.5, 9.6, 7.9)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 43.666666666666664)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:12.631655,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(6.5, 8.8, 7.9)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 43.666666666666664)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:13.718168,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(6.5, 8.8, 7.133333333333333)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 43.666666666666664)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:14.847376,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(6.5, 8.8, 7.7)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 43.666666666666664)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:15.920212,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(6.5, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 43.666666666666664)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:17.019474,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(6.5, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 43.666666666666664)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:18.138333,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(6.5, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 43.666666666666664)","(3.2, 4.4, 4.1000000000000005)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:19.324367,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(6.5, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 49.0)","(3.2, 4.4, 4.25)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:20.461057,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 49.0)","(3.2, 4.4, 4.260000000000001)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:21.608248,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 50.0)","(3.2, 4.4, 4.260000000000001)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:22.802716,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 50.0)","(3.2, 4.4, 4.260000000000001)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:24.187947,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 50.0)","(3.2, 4.4, 4.260000000000001)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:25.441858,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 46.714285714285715)","(31.0, 55.0, 50.0)","(3.2, 4.4, 4.260000000000001)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:26.547436,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 43.285714285714285)","(31.0, 55.0, 50.0)","(3.2, 4.4, 4.260000000000001)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:27.706223,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 43.285714285714285)","(31.0, 55.0, 50.0)","(3.2, 4.4, 4.260000000000001)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:29.159403,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 43.285714285714285)","(31.0, 55.0, 50.0)","(3.2, 4.4, 4.260000000000001)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:30.493144,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 43.285714285714285)","(31.0, 55.0, 50.0)","(3.2, 4.4, 4.260000000000001)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:31.742184,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 43.285714285714285)","(31.0, 55.0, 50.0)","(3.2, 4.4, 4.260000000000001)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:32.992278,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 43.285714285714285)","(31.0, 55.0, 50.0)","(3.2, 4.4, 4.260000000000001)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:34.292211,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 43.285714285714285)","(31.0, 55.0, 50.0)","(3.2, 4.4, 4.260000000000001)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:35.549127,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 75.0, 41.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:36.829363,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.028571428571428)","(5.0, 99999, 99990)","(31.0, 70.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:38.175845,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 7.314285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:39.528237,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 7.314285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:40.859815,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 7.314285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:42.098034,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 7.314285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:43.356495,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 7.314285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:44.492352,"(3.6, 5.0, 4.475)","(21.0, 34.0, 24.0)","(7.0, 8.6, 7.314285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:45.785069,"(3.6, 5.0, 4.79)","(21.0, 34.0, 24.0)","(7.0, 8.6, 7.314285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:46.999602,"(3.6, 5.0, 4.79)","(21.0, 34.0, 24.0)","(7.0, 8.6, 7.314285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:48.295718,"(3.6, 5.0, 4.79)","(21.0, 34.0, 24.0)","(7.0, 8.6, 7.314285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:49.751495,"(3.6, 5.0, 4.79)","(21.0, 34.0, 24.0)","(7.0, 8.6, 8.933333333333334)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:51.232391,"(3.6, 5.0, 4.79)","(21.0, 34.0, 24.0)","(7.0, 9.4, 8.8)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:52.583157,"(3.6, 5.0, 4.79)","(21.0, 34.0, 24.0)","(7.0, 9.4, 9.057142857142857)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:53.924843,"(3.6, 5.0, 4.79)","(21.0, 34.0, 24.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:55.164041,"(3.6, 5.0, 4.79)","(21.0, 34.0, 24.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:56.396579,"(3.6, 5.0, 4.79)","(21.0, 34.0, 24.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:57.647693,"(3.6, 5.0, 4.79)","(21.0, 34.0, 24.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:21:58.813560,"(3.6, 5.0, 4.79)","(21.0, 34.0, 24.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:22:00.036183,"(3.6, 5.0, 4.79)","(21.0, 34.0, 24.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:22:01.283730,"(3.6, 5.0, 4.79)","(21.0, 34.0, 24.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 44.333333333333336)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.4, 4.276470588235295)","(3.9, 5.4, 4.675000000000001)"
05-01-2023 17:22:02.634259,"(3.6, 5.0, 4.79)","(21.0, 34.0, 24.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.7, 4.626315789473685)","(3.9, 5.3, 4.85)"
05-01-2023 17:22:03.969461,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.7, 4.666666666666666)","(3.9, 5.3, 4.916666666666667)"
05-01-2023 17:22:05.273225,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:06.683840,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:07.989247,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:09.284412,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:10.500241,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:11.787110,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:13.009587,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:14.156420,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:15.296083,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:16.492758,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:17.705040,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:18.922764,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:20.250915,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:21.588764,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:22.969155,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:24.322416,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:25.755360,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:27.042098,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:28.339726,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:29.593534,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:30.900623,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:32.517470,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:34.044704,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
05-01-2023 17:22:35.498707,"(3.6, 5.0, 4.79)","(21.0, 34.0, 28.0)","(7.0, 9.4, 9.114285714285714)","(5.0, 99999, 99990)","(31.0, 65.0, 40.2)","(31.0, 55.0, 46.333333333333336)","(3.2, 4.9, 4.666666666666666)","(3.9, 5.4, 5.050000000000001)"
