,Artful Jack,Kudos Mason,Keayang Tara,Precious Cullen Nz,Royal Winkle,Miss Pau,Ashlee Nitro,Vanity Bay
05-01-2023 17:10:05.831974,"(3.8, 5.9, 5.116666666666667)","(21.0, 42.0, 26.333333333333332)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 88.85714285714286)","(31.0, 75.0, 49.69230769230769)","(3.2, 4.8, 3.7666666666666666)","(3.9, 5.6, 4.859999999999999)"
05-01-2023 17:10:07.047412,"(3.8, 5.9, 5.116666666666667)","(21.0, 42.0, 26.333333333333332)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 88.85714285714286)","(31.0, 75.0, 49.69230769230769)","(3.2, 4.8, 3.7666666666666666)","(3.9, 5.6, 4.859999999999999)"
05-01-2023 17:10:08.169969,"(3.8, 5.9, 5.116666666666667)","(21.0, 42.0, 26.333333333333332)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 88.85714285714286)","(31.0, 75.0, 49.69230769230769)","(3.2, 4.8, 3.7666666666666666)","(3.9, 5.6, 4.859999999999999)"
05-01-2023 17:10:09.326393,"(3.8, 5.9, 5.116666666666667)","(21.0, 42.0, 26.333333333333332)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 88.85714285714286)","(31.0, 75.0, 49.69230769230769)","(3.2, 4.8, 3.7666666666666666)","(3.9, 5.6, 4.859999999999999)"
05-01-2023 17:10:10.469898,"(3.8, 6.2, 5.67)","(21.0, 42.0, 26.333333333333332)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 88.85714285714286)","(31.0, 75.0, 49.69230769230769)","(3.2, 4.8, 3.7666666666666666)","(3.9, 5.6, 4.859999999999999)"
05-01-2023 17:10:11.673037,"(3.8, 6.2, 5.67)","(21.0, 42.0, 26.333333333333332)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 88.85714285714286)","(31.0, 75.0, 49.69230769230769)","(3.2, 4.8, 3.7666666666666666)","(3.9, 5.6, 4.859999999999999)"
05-01-2023 17:10:12.889986,"(3.8, 6.2, 5.67)","(21.0, 42.0, 26.333333333333332)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 88.85714285714286)","(31.0, 75.0, 49.69230769230769)","(3.2, 4.8, 3.7666666666666666)","(3.9, 5.6, 4.859999999999999)"
05-01-2023 17:10:14.169199,"(3.8, 6.2, 5.67)","(21.0, 42.0, 26.333333333333332)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 88.85714285714286)","(31.0, 75.0, 49.69230769230769)","(3.2, 4.8, 3.7666666666666666)","(3.9, 5.6, 4.859999999999999)"
05-01-2023 17:10:15.427570,"(3.8, 6.0, 5.183333333333334)","(21.0, 42.0, 26.333333333333332)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 88.85714285714286)","(31.0, 75.0, 49.69230769230769)","(3.2, 4.8, 3.7666666666666666)","(3.9, 5.6, 4.859999999999999)"
05-01-2023 17:10:16.690645,"(3.8, 6.0, 5.183333333333334)","(21.0, 42.0, 26.333333333333332)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 88.85714285714286)","(31.0, 75.0, 49.69230769230769)","(3.2, 4.8, 3.6375)","(3.9, 5.6, 5.415)"
05-01-2023 17:10:17.981146,"(3.8, 5.9, 5.782500000000001)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 70.0, 45.4)","(3.2, 4.7, 3.6125)","(3.9, 5.6, 5.415)"
05-01-2023 17:10:19.226512,"(3.8, 5.9, 5.782500000000001)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 70.0, 45.4)","(3.2, 4.7, 3.6125)","(3.9, 5.6, 5.415)"
05-01-2023 17:10:20.518916,"(3.8, 5.9, 5.782500000000001)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 70.0, 45.4)","(3.2, 4.7, 3.6125)","(3.9, 5.6, 5.415)"
05-01-2023 17:10:21.782209,"(3.8, 5.9, 5.782500000000001)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 70.0, 47.0)","(3.2, 4.7, 3.6999999999999997)","(3.9, 5.6, 5.415)"
05-01-2023 17:10:23.042902,"(3.8, 6.2, 6.0675)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.6, 5.415)"
05-01-2023 17:10:24.280049,"(3.8, 6.2, 6.0675)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.6, 5.415)"
05-01-2023 17:10:25.603726,"(3.8, 6.2, 6.0675)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.6, 5.415)"
05-01-2023 17:10:26.810317,"(3.8, 6.2, 6.0675)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.6, 5.415)"
05-01-2023 17:10:27.991893,"(3.8, 6.2, 6.0675)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.6, 5.407894736842105)"
05-01-2023 17:10:29.173836,"(3.8, 6.2, 6.0675)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.5, 5.407894736842105)"
05-01-2023 17:10:30.396706,"(3.8, 6.2, 6.0675)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.5, 5.407894736842105)"
05-01-2023 17:10:31.636130,"(3.8, 6.2, 6.0675)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.5, 5.407894736842105)"
05-01-2023 17:10:32.893407,"(3.8, 6.2, 6.0675)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.5, 5.407894736842105)"
05-01-2023 17:10:34.148807,"(3.8, 6.2, 6.0675)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.5, 5.235)"
05-01-2023 17:10:35.311032,"(3.8, 6.2, 6.0675)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.235)"
05-01-2023 17:10:36.458864,"(3.8, 6.2, 6.0675)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.235)"
05-01-2023 17:10:37.661025,"(3.8, 6.2, 6.0675)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.1)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:38.854460,"(3.8, 6.2, 4.466666666666667)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:40.146504,"(3.8, 6.2, 4.466666666666667)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:41.442034,"(3.8, 6.2, 4.466666666666667)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:42.730699,"(3.8, 6.4, 5.025)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:44.052808,"(3.8, 6.4, 5.025)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:45.338406,"(3.8, 6.4, 5.025)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:46.660224,"(3.8, 6.4, 5.025)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:47.916126,"(3.8, 6.4, 5.7250000000000005)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:49.207329,"(3.8, 6.4, 5.7250000000000005)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:50.505252,"(3.8, 6.4, 5.7250000000000005)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:51.797141,"(3.8, 6.4, 5.7250000000000005)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:53.099712,"(3.8, 6.4, 5.7250000000000005)","(21.0, 42.0, 34.166666666666664)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 74.0)","(31.0, 65.0, 47.0)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:54.441489,"(3.8, 6.4, 5.075)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:55.758710,"(3.8, 6.2, 4.2875)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:57.120134,"(3.8, 6.2, 4.2875)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:58.399919,"(3.8, 6.2, 4.2875)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:10:59.701884,"(3.8, 6.2, 4.95)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:00.995861,"(3.8, 6.2, 4.95)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:02.300439,"(3.8, 6.2, 4.95)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:03.587102,"(3.8, 6.2, 4.3625)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:04.931369,"(3.8, 6.2, 4.3625)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:06.173065,"(3.8, 6.2, 4.3625)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:07.425020,"(3.8, 6.2, 4.3625)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:08.699347,"(3.8, 6.2, 4.2875)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:09.987329,"(3.8, 6.2, 4.2875)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:11.456397,"(3.8, 6.2, 4.925)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:12.735886,"(3.8, 6.2, 4.95)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:14.027716,"(3.8, 6.2, 4.3625)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:15.501889,"(3.8, 6.2, 4.3625)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:16.885625,"(3.8, 6.2, 4.3625)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:18.297457,"(3.8, 6.2, 4.3625)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:19.618949,"(3.8, 6.2, 4.3625)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:21.070389,"(3.8, 6.2, 4.2875)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 4.333333333333333)"
05-01-2023 17:11:22.507406,"(3.8, 6.2, 4.2875)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.327272727272728)"
05-01-2023 17:11:23.780610,"(3.8, 6.2, 6.0375)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.327272727272728)"
05-01-2023 17:11:25.007996,"(3.8, 6.2, 4.925)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.327272727272728)"
05-01-2023 17:11:26.220328,"(3.8, 6.2, 4.925)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.327272727272728)"
05-01-2023 17:11:27.440546,"(3.8, 6.2, 4.925)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.327272727272728)"
05-01-2023 17:11:28.676415,"(3.8, 6.2, 4.925)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.327272727272728)"
05-01-2023 17:11:29.831926,"(3.8, 6.2, 4.925)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.327272727272728)"
05-01-2023 17:11:31.015424,"(3.8, 6.2, 4.925)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.327272727272728)"
05-01-2023 17:11:32.191457,"(3.8, 6.2, 4.925)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 8.48)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.327272727272728)"
05-01-2023 17:11:33.384710,"(3.8, 6.2, 4.925)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 9.707692307692307)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.327272727272728)"
05-01-2023 17:11:34.581319,"(3.8, 6.2, 4.925)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 9.707692307692307)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.327272727272728)"
05-01-2023 17:11:35.687569,"(3.8, 6.2, 4.925)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 9.707692307692307)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.327272727272728)"
05-01-2023 17:11:36.824132,"(3.8, 6.2, 4.925)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 9.707692307692307)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.327272727272728)"
05-01-2023 17:11:37.904711,"(3.8, 6.2, 4.925)","(21.0, 42.0, 36.77777777777778)","(6.5, 10.0, 9.707692307692307)","(5.0, 99999, 99990)","(31.0, 110.0, 63.33333333333333)","(31.0, 65.0, 41.666666666666664)","(3.2, 4.6, 3.6999999999999997)","(3.9, 5.4, 5.327272727272728)"
