,Daimyo,Strong Desire,London To A Brick,Young Son,Burkhardt Nz,Flashy Seb,King City Nz,Melpark Magic,Van Doren,Pharisee,Mascott
10-01-2023 12:45:11.740048,"(9.0, 19.0, 10.6)","(101.0, 220.0, 164.0)","(21.0, 65.0, 29.166666666666668)","(51.0, 200.0, 119.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.75)","(1.6, 99999, 99990)","(18.0, 44.0, 21.285714285714285)","(15.0, 46.0, 26.9375)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:13.338562,"(9.0, 19.0, 10.6)","(101.0, 220.0, 164.0)","(21.0, 65.0, 29.166666666666668)","(51.0, 200.0, 119.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.800000000000001)","(1.6, 99999, 99990)","(18.0, 44.0, 20.384615384615383)","(15.0, 46.0, 26.9375)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:14.933963,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 29.166666666666668)","(51.0, 200.0, 156.33333333333334)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 55.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:16.558635,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 29.166666666666668)","(51.0, 180.0, 156.33333333333334)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:18.150974,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 180.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:19.609679,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:21.100658,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:22.727272,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:24.340864,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:25.901193,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:27.432089,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:29.110860,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:30.668429,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:32.138006,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:33.541575,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:35.126394,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:36.602612,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:38.140838,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:39.607147,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:41.174960,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.9)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:42.623879,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.9)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:44.164164,"(9.0, 19.0, 10.6)","(101.0, 220.0, 173.33333333333331)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.800000000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 162.0)"
10-01-2023 12:45:45.809116,"(9.0, 19.0, 10.6)","(101.0, 220.0, 168.0)","(21.0, 65.0, 26.3)","(51.0, 170.0, 104.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 30.5)","(26.0, 90.0, 42.0)","(101.0, 220.0, 191.0)"
10-01-2023 12:45:47.371609,"(9.0, 19.0, 10.6)","(101.0, 220.0, 168.0)","(21.0, 65.0, 26.3)","(51.0, 170.0, 131.33333333333334)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 26.9375)","(26.0, 90.0, 42.0)","(101.0, 220.0, 191.0)"
10-01-2023 12:45:48.992280,"(9.0, 19.0, 10.6)","(101.0, 220.0, 168.0)","(21.0, 65.0, 26.3)","(51.0, 150.0, 110.85714285714286)","(10.0, 99999, 99990)","(4.2, 9.4, 7.487500000000001)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 26.9375)","(26.0, 90.0, 42.0)","(101.0, 220.0, 191.0)"
10-01-2023 12:45:50.625172,"(9.0, 19.0, 10.6)","(101.0, 220.0, 168.0)","(21.0, 65.0, 26.3)","(51.0, 140.0, 110.85714285714286)","(10.0, 99999, 99990)","(4.2, 9.4, 6.9)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 26.9375)","(26.0, 90.0, 42.0)","(101.0, 220.0, 191.0)"
10-01-2023 12:45:52.270297,"(9.0, 19.0, 10.6)","(101.0, 220.0, 193.0)","(21.0, 65.0, 26.3)","(51.0, 140.0, 110.85714285714286)","(10.0, 99999, 99990)","(4.2, 9.4, 7.5625)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 26.9375)","(26.0, 90.0, 42.0)","(101.0, 220.0, 191.0)"
10-01-2023 12:45:54.116988,"(9.0, 19.0, 10.6)","(101.0, 220.0, 193.0)","(21.0, 65.0, 26.3)","(51.0, 140.0, 110.85714285714286)","(10.0, 99999, 99990)","(4.2, 9.4, 7.5625)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 26.9375)","(26.0, 90.0, 42.0)","(101.0, 220.0, 191.0)"
10-01-2023 12:45:55.967344,"(9.0, 19.0, 10.6)","(101.0, 220.0, 193.0)","(21.0, 65.0, 26.3)","(51.0, 140.0, 110.85714285714286)","(10.0, 99999, 99990)","(4.2, 9.4, 7.5625)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 26.9375)","(26.0, 90.0, 42.0)","(101.0, 220.0, 191.0)"
10-01-2023 12:45:57.521973,"(9.0, 19.0, 10.6)","(101.0, 220.0, 193.0)","(21.0, 65.0, 26.3)","(51.0, 140.0, 110.85714285714286)","(10.0, 99999, 99990)","(4.2, 9.4, 7.5625)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 26.9375)","(26.0, 90.0, 42.0)","(101.0, 220.0, 191.0)"
10-01-2023 12:45:59.161100,"(9.0, 19.0, 10.6)","(101.0, 220.0, 193.0)","(21.0, 65.0, 26.3)","(51.0, 140.0, 89.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.5625)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 26.9375)","(26.0, 90.0, 42.0)","(101.0, 220.0, 191.0)"
10-01-2023 12:46:00.857938,"(9.0, 19.0, 10.6)","(101.0, 220.0, 193.0)","(21.0, 65.0, 26.3)","(51.0, 140.0, 89.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.5625)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 26.9375)","(26.0, 90.0, 42.0)","(101.0, 220.0, 191.0)"
10-01-2023 12:46:02.321099,"(9.0, 19.0, 10.6)","(101.0, 220.0, 193.0)","(21.0, 65.0, 26.3)","(51.0, 140.0, 89.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.5625)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 26.9375)","(26.0, 90.0, 42.0)","(101.0, 220.0, 191.0)"
10-01-2023 12:46:03.850134,"(9.0, 19.0, 10.6)","(101.0, 220.0, 193.0)","(21.0, 65.0, 26.3)","(51.0, 140.0, 89.0)","(10.0, 99999, 99990)","(4.2, 9.4, 7.5625)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 29.333333333333336)","(26.0, 90.0, 38.0)","(101.0, 220.0, 193.63636363636363)"
10-01-2023 12:46:05.348377,"(9.0, 19.0, 10.6)","(101.0, 220.0, 193.0)","(21.0, 65.0, 32.75)","(51.0, 140.0, 56.66666666666667)","(10.0, 99999, 99990)","(4.2, 9.4, 7.5625)","(1.6, 99999, 99990)","(18.0, 50.0, 28.333333333333336)","(15.0, 46.0, 33.291666666666664)","(26.0, 90.0, 43.57142857142857)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:06.839435,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 65.0, 38.125)","(51.0, 140.0, 65.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.95)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 33.291666666666664)","(26.0, 90.0, 55.0)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:08.391447,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 65.0, 38.125)","(51.0, 140.0, 65.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.95)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 33.291666666666664)","(26.0, 85.0, 52.5)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:09.884452,"(9.0, 19.0, 10.6)","(101.0, 220.0, 181.42857142857142)","(21.0, 65.0, 38.125)","(51.0, 140.0, 65.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.95)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 33.291666666666664)","(26.0, 80.0, 43.33333333333333)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:11.393336,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 65.0, 38.125)","(51.0, 140.0, 65.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.4)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 33.291666666666664)","(26.0, 80.0, 43.33333333333333)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:12.818872,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 65.0, 38.125)","(51.0, 140.0, 65.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.15)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 33.291666666666664)","(26.0, 80.0, 43.33333333333333)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:14.239119,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 65.0, 38.125)","(51.0, 140.0, 65.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.85)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 33.291666666666664)","(26.0, 80.0, 43.33333333333333)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:15.704860,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 65.0, 38.125)","(51.0, 140.0, 65.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.85)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 33.291666666666664)","(26.0, 80.0, 43.33333333333333)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:17.234290,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 65.0, 38.125)","(51.0, 140.0, 65.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.85)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 33.291666666666664)","(26.0, 80.0, 43.33333333333333)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:18.728685,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 65.0, 38.125)","(51.0, 140.0, 125.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.85)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 29.055555555555557)","(26.0, 80.0, 43.33333333333333)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:20.214496,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 65.0, 38.125)","(51.0, 210.0, 65.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.85)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 29.055555555555557)","(26.0, 80.0, 43.33333333333333)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:21.739025,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 65.0, 38.125)","(51.0, 190.0, 65.0)","(10.0, 99999, 99990)","(4.2, 9.4, 6.85)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 29.055555555555557)","(26.0, 80.0, 43.33333333333333)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:23.316816,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 65.0, 38.125)","(51.0, 180.0, 86.66666666666666)","(10.0, 99999, 99990)","(4.2, 9.4, 6.85)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 29.055555555555557)","(26.0, 80.0, 43.33333333333333)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:24.775009,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 65.0, 38.125)","(51.0, 170.0, 83.33333333333334)","(10.0, 99999, 99990)","(4.2, 9.4, 6.85)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 29.055555555555557)","(26.0, 80.0, 43.33333333333333)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:26.192675,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 65.0, 38.125)","(51.0, 170.0, 83.33333333333334)","(10.0, 99999, 99990)","(4.2, 9.4, 6.85)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 29.055555555555557)","(26.0, 80.0, 43.33333333333333)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:27.465059,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 65.0, 38.125)","(51.0, 170.0, 83.33333333333334)","(10.0, 99999, 99990)","(4.2, 9.4, 6.85)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 29.055555555555557)","(26.0, 80.0, 43.33333333333333)","(101.0, 220.0, 178.57142857142858)"
10-01-2023 12:46:28.793001,"(9.0, 19.0, 10.6)","(101.0, 220.0, 175.71428571428572)","(21.0, 65.0, 38.125)","(51.0, 170.0, 83.33333333333334)","(10.0, 99999, 99990)","(4.2, 9.4, 6.85)","(1.6, 99999, 99990)","(18.0, 50.0, 24.0)","(15.0, 46.0, 29.055555555555557)","(26.0, 80.0, 43.33333333333333)","(101.0, 220.0, 178.57142857142858)"
