,Daimyo,Strong Desire,London To A Brick,Young Son,Burkhardt Nz,Flashy Seb,King City Nz,Melpark Magic,Van Doren,Pharisee,Mascott
10-01-2023 12:54:47.404776,"(9.0, 18.5, 15.833333333333334)","(101.0, 220.0, 188.57142857142856)","(21.0, 46.0, 38.666666666666664)","(51.0, 170.0, 150.0)","(10.0, 99999, 99990)","(4.2, 6.2, 6.10625)","(1.6, 99999, 99990)","(18.0, 42.0, 28.5)","(15.0, 38.0, 22.333333333333332)","(26.0, 75.0, 49.5)","(101.0, 220.0, 184.28571428571428)"
10-01-2023 12:54:48.858918,"(9.0, 18.0, 15.2)","(101.0, 210.0, 187.77777777777777)","(21.0, 46.0, 38.666666666666664)","(51.0, 160.0, 133.33333333333334)","(10.0, 99999, 99990)","(4.2, 6.2, 5.85)","(1.6, 99999, 99990)","(18.0, 40.0, 28.5)","(15.0, 36.0, 21.666666666666668)","(26.0, 70.0, 49.5)","(101.0, 210.0, 133.33333333333334)"
10-01-2023 12:54:50.356204,"(9.0, 17.5, 15.25)","(101.0, 210.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 150.0, 114.28571428571429)","(10.0, 99999, 99990)","(4.2, 6.2, 6.3)","(1.6, 99999, 99990)","(18.0, 40.0, 27.5)","(15.0, 34.0, 23.75)","(26.0, 70.0, 47.0)","(101.0, 200.0, 130.0)"
10-01-2023 12:54:51.757875,"(9.0, 17.5, 15.25)","(101.0, 200.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 140.0, 107.14285714285714)","(10.0, 99999, 99990)","(4.2, 6.6, 6.445454545454545)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 32.0, 20.333333333333332)","(26.0, 65.0, 47.0)","(101.0, 200.0, 130.0)"
10-01-2023 12:54:53.174269,"(9.0, 16.5, 15.5)","(101.0, 200.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 130.0, 60.0)","(10.0, 99999, 99990)","(4.2, 6.6, 6.445454545454545)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 30.0, 20.333333333333332)","(26.0, 65.0, 47.0)","(101.0, 200.0, 130.0)"
10-01-2023 12:54:54.640271,"(9.0, 16.5, 15.5)","(101.0, 200.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 130.0, 56.666666666666664)","(10.0, 99999, 99990)","(4.2, 6.6, 6.445454545454545)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 30.0, 20.333333333333332)","(26.0, 65.0, 47.0)","(101.0, 200.0, 130.0)"
10-01-2023 12:54:56.076423,"(9.0, 17.0, 15.0)","(101.0, 200.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 110.0, 54.166666666666664)","(10.0, 99999, 99990)","(4.2, 6.6, 6.4111111111111105)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 30.0, 20.333333333333332)","(26.0, 65.0, 47.0)","(101.0, 200.0, 130.0)"
10-01-2023 12:54:57.492710,"(9.0, 17.5, 15.5)","(101.0, 200.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 95.0, 57.0)","(10.0, 99999, 99990)","(4.2, 6.6, 6.469230769230769)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 30.0, 20.333333333333332)","(26.0, 65.0, 47.0)","(101.0, 200.0, 130.0)"
10-01-2023 12:54:58.903674,"(9.0, 16.5, 15.5)","(101.0, 200.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 90.0, 52.8)","(10.0, 99999, 99990)","(4.2, 6.6, 6.199999999999999)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 30.0, 20.333333333333332)","(26.0, 65.0, 47.0)","(101.0, 200.0, 130.0)"
10-01-2023 12:55:00.363852,"(9.0, 16.5, 18.25)","(101.0, 200.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 80.0, 52.8)","(10.0, 99999, 99990)","(4.2, 6.6, 6.279999999999999)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 30.0, 20.333333333333332)","(26.0, 65.0, 47.0)","(101.0, 200.0, 130.0)"
10-01-2023 12:55:01.715637,"(9.0, 19.0, 17.714285714285715)","(101.0, 200.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 80.0, 52.8)","(10.0, 99999, 99990)","(4.2, 6.6, 6.279999999999999)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 30.0, 20.333333333333332)","(26.0, 65.0, 47.0)","(101.0, 200.0, 130.0)"
10-01-2023 12:55:03.138722,"(9.0, 18.5, 17.833333333333332)","(101.0, 200.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 80.0, 55.666666666666664)","(10.0, 99999, 99990)","(4.2, 6.6, 6.279999999999999)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 30.0, 20.333333333333332)","(26.0, 65.0, 47.0)","(101.0, 200.0, 130.0)"
10-01-2023 12:55:04.485891,"(9.0, 18.0, 17.416666666666668)","(101.0, 200.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 75.0, 49.2)","(10.0, 99999, 99990)","(4.2, 6.6, 6.279999999999999)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 30.0, 20.333333333333332)","(26.0, 65.0, 47.0)","(101.0, 200.0, 130.0)"
10-01-2023 12:55:05.763579,"(9.0, 18.0, 17.416666666666668)","(101.0, 200.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 70.0, 49.2)","(10.0, 99999, 99990)","(4.2, 6.6, 6.279999999999999)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 30.0, 20.333333333333332)","(26.0, 65.0, 47.0)","(101.0, 200.0, 130.0)"
10-01-2023 12:55:07.121228,"(9.0, 18.0, 16.09090909090909)","(101.0, 200.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 70.0, 49.2)","(10.0, 99999, 99990)","(4.2, 6.6, 6.279999999999999)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 30.0, 20.333333333333332)","(26.0, 65.0, 47.0)","(101.0, 200.0, 130.0)"
10-01-2023 12:55:08.528405,"(9.0, 18.0, 15.083333333333334)","(101.0, 200.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 70.0, 49.2)","(10.0, 99999, 99990)","(4.2, 6.6, 6.279999999999999)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 30.0, 20.333333333333332)","(26.0, 65.0, 47.0)","(101.0, 200.0, 130.0)"
10-01-2023 12:55:09.942286,"(9.0, 18.0, 15.083333333333334)","(101.0, 200.0, 180.0)","(21.0, 46.0, 38.666666666666664)","(51.0, 70.0, 57.2)","(10.0, 99999, 99990)","(4.2, 6.6, 6.279999999999999)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 30.0, 23.25)","(26.0, 65.0, 57.0)","(101.0, 200.0, 126.66666666666666)"
10-01-2023 12:55:11.392297,"(9.0, 18.0, 15.083333333333334)","(101.0, 200.0, 172.22222222222223)","(21.0, 46.0, 38.666666666666664)","(51.0, 70.0, 58.25)","(10.0, 99999, 99990)","(4.2, 6.6, 5.75)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 30.0, 29.9)","(26.0, 65.0, 47.5)","(101.0, 200.0, 123.33333333333334)"
10-01-2023 12:55:12.777414,"(9.0, 17.5, 16.0)","(101.0, 190.0, 172.22222222222223)","(21.0, 46.0, 38.666666666666664)","(51.0, 65.0, 58.25)","(10.0, 99999, 99990)","(4.2, 6.6, 5.75)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 50.0, 32.25)","(26.0, 65.0, 47.5)","(101.0, 190.0, 123.33333333333334)"
10-01-2023 12:55:14.216711,"(9.0, 18.0, 12.636363636363637)","(101.0, 180.0, 160.0)","(21.0, 46.0, 39.375)","(51.0, 60.0, 32.18181818181818)","(10.0, 99999, 99990)","(4.2, 6.6, 5.75)","(1.6, 99999, 99990)","(18.0, 38.0, 27.5)","(15.0, 48.0, 41.785714285714285)","(26.0, 65.0, 47.5)","(101.0, 190.0, 120.0)"
10-01-2023 12:55:15.793083,"(9.0, 13.0, 12.636363636363637)","(101.0, 180.0, 160.0)","(21.0, 46.0, 40.59375)","(51.0, 38.0, 33.0)","(10.0, 99999, 99990)","(4.2, 6.6, 5.75)","(1.6, 99999, 99990)","(18.0, 38.0, 24.0)","(15.0, 46.0, 33.5)","(26.0, 65.0, 47.5)","(101.0, 180.0, 120.0)"
10-01-2023 12:55:17.188672,"(9.0, 13.0, 12.636363636363637)","(101.0, 180.0, 160.0)","(21.0, 42.0, 40.59375)","(51.0, 38.0, 33.0)","(10.0, 99999, 99990)","(4.2, 6.6, 8.942857142857143)","(1.6, 99999, 99990)","(18.0, 38.0, 24.0)","(15.0, 50.0, 33.5)","(26.0, 65.0, 47.5)","(101.0, 180.0, 120.0)"
10-01-2023 12:55:18.596817,"(9.0, 13.0, 12.636363636363637)","(101.0, 180.0, 160.0)","(21.0, 40.0, 30.0)","(51.0, 38.0, 33.0)","(10.0, 99999, 99990)","(4.2, 9.6, 8.475)","(1.6, 99999, 99990)","(18.0, 38.0, 24.0)","(15.0, 50.0, 33.5)","(26.0, 65.0, 47.5)","(101.0, 180.0, 120.0)"
10-01-2023 12:55:19.989553,"(9.0, 13.0, 12.636363636363637)","(101.0, 180.0, 160.0)","(21.0, 36.0, 29.666666666666664)","(51.0, 38.0, 33.0)","(10.0, 99999, 99990)","(4.2, 9.6, 7.68)","(1.6, 99999, 99990)","(18.0, 38.0, 24.0)","(15.0, 50.0, 39.95)","(26.0, 65.0, 57.22222222222222)","(101.0, 180.0, 120.0)"
10-01-2023 12:55:21.644442,"(9.0, 13.0, 12.666666666666666)","(101.0, 180.0, 160.0)","(21.0, 34.0, 24.666666666666668)","(51.0, 38.0, 42.5)","(10.0, 99999, 99990)","(4.2, 9.4, 8.700000000000001)","(1.6, 99999, 99990)","(18.0, 38.0, 24.0)","(15.0, 50.0, 39.95)","(26.0, 65.0, 58.63636363636363)","(101.0, 180.0, 120.0)"
10-01-2023 12:55:23.206826,"(9.0, 13.0, 12.666666666666666)","(101.0, 180.0, 160.0)","(21.0, 30.0, 26.0)","(51.0, 55.0, 52.631578947368425)","(10.0, 99999, 99990)","(4.2, 9.4, 8.533333333333333)","(1.6, 99999, 99990)","(18.0, 38.0, 24.0)","(15.0, 50.0, 41.0)","(26.0, 65.0, 57.22222222222222)","(101.0, 180.0, 219.09090909090907)"
10-01-2023 12:55:24.722533,"(9.0, 13.0, 12.666666666666666)","(101.0, 230.0, 193.33333333333334)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 52.631578947368425)","(10.0, 99999, 99990)","(4.2, 9.2, 8.366666666666667)","(1.6, 99999, 99990)","(18.0, 38.0, 24.0)","(15.0, 48.0, 41.0)","(26.0, 65.0, 57.22222222222222)","(101.0, 230.0, 201.66666666666666)"
10-01-2023 12:55:26.130685,"(9.0, 13.0, 12.666666666666666)","(101.0, 220.0, 193.33333333333334)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 52.631578947368425)","(10.0, 99999, 99990)","(4.2, 9.0, 8.366666666666667)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 41.0)","(26.0, 65.0, 57.22222222222222)","(101.0, 220.0, 201.66666666666666)"
10-01-2023 12:55:27.684945,"(9.0, 13.0, 12.692307692307692)","(101.0, 220.0, 193.33333333333334)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 52.75)","(10.0, 99999, 99990)","(4.2, 9.0, 7.52)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 43.0)","(101.0, 220.0, 201.66666666666666)"
10-01-2023 12:55:29.091311,"(9.0, 13.0, 12.692307692307692)","(101.0, 220.0, 193.33333333333334)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 52.75)","(10.0, 99999, 99990)","(4.2, 9.0, 7.52)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 43.0)","(101.0, 220.0, 201.66666666666666)"
10-01-2023 12:55:30.396260,"(9.0, 13.0, 12.692307692307692)","(101.0, 220.0, 193.33333333333334)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 52.75)","(10.0, 99999, 99990)","(4.2, 9.0, 7.7749999999999995)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 43.0)","(101.0, 220.0, 201.66666666666666)"
10-01-2023 12:55:31.748311,"(9.0, 13.0, 12.692307692307692)","(101.0, 220.0, 193.33333333333334)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 52.75)","(10.0, 99999, 99990)","(4.2, 8.6, 8.114285714285714)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 43.0)","(101.0, 220.0, 201.66666666666666)"
10-01-2023 12:55:33.024920,"(9.0, 13.0, 12.692307692307692)","(101.0, 220.0, 193.33333333333334)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 52.75)","(10.0, 99999, 99990)","(4.2, 9.2, 8.114285714285714)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 43.0)","(101.0, 220.0, 201.66666666666666)"
10-01-2023 12:55:34.287050,"(9.0, 13.0, 12.692307692307692)","(101.0, 220.0, 193.33333333333334)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 52.75)","(10.0, 99999, 99990)","(4.2, 9.2, 8.114285714285714)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 43.0)","(101.0, 220.0, 193.33333333333334)"
10-01-2023 12:55:35.811251,"(9.0, 13.0, 12.692307692307692)","(101.0, 210.0, 185.55555555555554)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 52.75)","(10.0, 99999, 99990)","(4.2, 9.2, 8.114285714285714)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 43.0)","(101.0, 210.0, 193.33333333333334)"
10-01-2023 12:55:37.262824,"(9.0, 13.0, 12.692307692307692)","(101.0, 210.0, 185.55555555555554)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 52.75)","(10.0, 99999, 99990)","(4.2, 9.2, 8.114285714285714)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 43.0)","(101.0, 210.0, 185.0)"
10-01-2023 12:55:38.974236,"(9.0, 13.0, 12.692307692307692)","(101.0, 200.0, 177.77777777777777)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 52.75)","(10.0, 99999, 99990)","(4.2, 9.2, 8.114285714285714)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 43.0)","(101.0, 200.0, 185.0)"
10-01-2023 12:55:41.053513,"(9.0, 13.0, 12.692307692307692)","(101.0, 200.0, 177.77777777777777)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 52.75)","(10.0, 99999, 99990)","(4.2, 9.2, 8.114285714285714)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 43.0)","(101.0, 200.0, 185.0)"
10-01-2023 12:55:42.635484,"(9.0, 13.0, 12.692307692307692)","(101.0, 200.0, 177.77777777777777)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 49.42857142857143)","(10.0, 99999, 99990)","(4.2, 9.2, 6.949999999999999)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 57.666666666666664)","(101.0, 200.0, 185.0)"
10-01-2023 12:55:44.288581,"(9.0, 13.0, 12.692307692307692)","(101.0, 200.0, 177.77777777777777)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 49.42857142857143)","(10.0, 99999, 99990)","(4.2, 9.2, 7.0)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 57.666666666666664)","(101.0, 200.0, 185.0)"
10-01-2023 12:55:46.006140,"(9.0, 13.0, 12.692307692307692)","(101.0, 200.0, 177.77777777777777)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 49.42857142857143)","(10.0, 99999, 99990)","(4.2, 9.0, 8.13888888888889)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 57.666666666666664)","(101.0, 200.0, 185.0)"
10-01-2023 12:55:47.591618,"(9.0, 13.0, 12.692307692307692)","(101.0, 200.0, 177.77777777777777)","(21.0, 29.0, 23.166666666666668)","(51.0, 55.0, 43.0)","(10.0, 99999, 99990)","(4.2, 9.0, 8.125)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 63.5)","(101.0, 200.0, 185.0)"
10-01-2023 12:55:48.957844,"(9.0, 13.0, 12.692307692307692)","(101.0, 200.0, 177.77777777777777)","(21.0, 29.0, 22.875)","(41.0, 50.0, 42.16666666666667)","(10.0, 99999, 99990)","(4.2, 9.0, 8.125)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 35.8)","(26.0, 65.0, 52.6)","(101.0, 200.0, 185.0)"
10-01-2023 12:55:50.330576,"(9.0, 13.0, 12.692307692307692)","(101.0, 200.0, 177.77777777777777)","(21.0, 29.0, 22.875)","(41.0, 48.0, 42.4)","(10.0, 99999, 99990)","(4.2, 9.0, 8.061538461538461)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 35.8)","(26.0, 65.0, 52.6)","(101.0, 200.0, 185.0)"
10-01-2023 12:55:51.728487,"(9.0, 13.0, 12.692307692307692)","(101.0, 200.0, 177.77777777777777)","(21.0, 29.0, 22.875)","(41.0, 46.0, 42.4)","(10.0, 99999, 99990)","(4.2, 8.4, 8.0)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 35.8)","(26.0, 65.0, 52.6)","(101.0, 200.0, 185.0)"
10-01-2023 12:55:53.234626,"(9.0, 13.0, 12.692307692307692)","(101.0, 200.0, 177.77777777777777)","(21.0, 29.0, 22.875)","(41.0, 46.0, 40.857142857142854)","(10.0, 99999, 99990)","(4.2, 8.4, 7.6000000000000005)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 35.8)","(26.0, 65.0, 52.6)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:55:54.729229,"(9.0, 13.0, 12.692307692307692)","(101.0, 200.0, 177.77777777777777)","(21.0, 29.0, 22.875)","(41.0, 46.0, 40.857142857142854)","(10.0, 99999, 99990)","(4.2, 8.4, 7.6000000000000005)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 52.6)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:55:56.319094,"(9.0, 13.0, 12.692307692307692)","(101.0, 200.0, 177.77777777777777)","(21.0, 29.0, 22.875)","(41.0, 46.0, 38.36363636363636)","(10.0, 99999, 99990)","(4.2, 8.4, 7.6000000000000005)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 52.6)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:55:57.806626,"(9.0, 13.0, 12.692307692307692)","(101.0, 200.0, 177.77777777777777)","(21.0, 29.0, 22.875)","(41.0, 46.0, 38.36363636363636)","(10.0, 99999, 99990)","(4.2, 8.4, 7.6000000000000005)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 52.6)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:55:59.332698,"(9.0, 13.0, 12.692307692307692)","(101.0, 190.0, 170.0)","(21.0, 29.0, 22.875)","(41.0, 46.0, 38.36363636363636)","(10.0, 99999, 99990)","(4.2, 8.4, 7.6000000000000005)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 50.5)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:56:00.947084,"(9.0, 13.0, 12.692307692307692)","(101.0, 190.0, 162.22222222222223)","(26.0, 29.0, 22.875)","(41.0, 46.0, 38.36363636363636)","(10.0, 99999, 99990)","(4.4, 8.4, 7.6000000000000005)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 50.5)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:56:02.437482,"(9.0, 13.0, 12.692307692307692)","(101.0, 180.0, 162.22222222222223)","(26.0, 29.0, 22.875)","(41.0, 46.0, 38.36363636363636)","(10.0, 99999, 99990)","(4.4, 8.4, 7.6000000000000005)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 50.5)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:56:03.867254,"(9.0, 13.0, 12.692307692307692)","(101.0, 180.0, 162.22222222222223)","(26.0, 29.0, 25.5)","(41.0, 46.0, 38.36363636363636)","(10.0, 99999, 99990)","(4.4, 8.4, 7.6000000000000005)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 50.5)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:56:05.319929,"(9.0, 13.0, 12.692307692307692)","(101.0, 180.0, 162.22222222222223)","(26.0, 29.0, 27.6)","(41.0, 46.0, 38.36363636363636)","(10.0, 99999, 99990)","(4.4, 8.4, 7.75)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 50.5)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:56:06.808572,"(9.0, 13.0, 12.692307692307692)","(101.0, 180.0, 162.22222222222223)","(26.0, 29.0, 25.0)","(41.0, 44.0, 37.0)","(10.0, 99999, 99990)","(4.4, 8.2, 7.225)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 50.5)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:56:08.303624,"(9.0, 13.0, 12.692307692307692)","(101.0, 180.0, 162.22222222222223)","(26.0, 27.0, 24.5)","(41.0, 44.0, 37.0)","(10.0, 99999, 99990)","(4.4, 8.6, 7.225)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 50.5)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:56:09.812714,"(9.0, 13.0, 12.692307692307692)","(101.0, 180.0, 213.75)","(26.0, 27.0, 24.5)","(41.0, 44.0, 37.0)","(10.0, 99999, 99990)","(4.4, 8.6, 7.225)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 50.5)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:56:11.298475,"(9.0, 13.0, 12.692307692307692)","(101.0, 230.0, 193.33333333333334)","(26.0, 27.0, 24.5)","(41.0, 44.0, 39.5)","(10.0, 99999, 99990)","(4.4, 8.6, 7.225)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 50.5)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:56:12.748821,"(9.0, 13.0, 12.692307692307692)","(101.0, 220.0, 193.33333333333334)","(26.0, 26.0, 24.5)","(41.0, 80.0, 43.81818181818181)","(10.0, 99999, 99990)","(4.4, 8.6, 7.225)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 50.5)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:56:14.130125,"(9.0, 13.0, 12.692307692307692)","(101.0, 220.0, 193.33333333333334)","(26.0, 26.0, 24.5)","(41.0, 75.0, 56.0)","(10.0, 99999, 99990)","(4.4, 8.6, 7.225)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 50.5)","(101.0, 200.0, 177.14285714285714)"
10-01-2023 12:56:15.462389,"(9.0, 13.0, 12.692307692307692)","(101.0, 220.0, 193.33333333333334)","(26.0, 26.0, 24.5)","(41.0, 70.0, 35.0)","(10.0, 99999, 99990)","(4.4, 8.6, 7.225)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 50.5)","(101.0, 200.0, 185.0)"
10-01-2023 12:56:16.791026,"(9.0, 13.0, 12.692307692307692)","(101.0, 220.0, 193.33333333333334)","(26.0, 26.0, 24.5)","(41.0, 65.0, 46.66666666666667)","(10.0, 99999, 99990)","(4.4, 8.6, 7.225)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 50.5)","(101.0, 200.0, 185.0)"
10-01-2023 12:56:18.092372,"(9.0, 13.0, 12.692307692307692)","(101.0, 220.0, 193.33333333333334)","(26.0, 26.0, 23.5)","(41.0, 55.0, 45.0)","(10.0, 99999, 99990)","(4.4, 8.6, 7.225)","(1.6, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 27.333333333333336)","(26.0, 65.0, 55.33333333333333)","(101.0, 200.0, 185.0)"
10-01-2023 12:56:19.428914,"(9.0, 13.0, 12.692307692307692)","(101.0, 220.0, 193.33333333333334)","(26.0, 26.0, 23.5)","(31.0, 50.0, 40.90909090909091)","(10.0, 99999, 99990)","(4.4, 8.6, 7.225)","(1.65, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 32.5)","(26.0, 65.0, 55.33333333333333)","(101.0, 200.0, 185.0)"
10-01-2023 12:56:20.833121,"(9.0, 13.0, 12.692307692307692)","(101.0, 220.0, 193.33333333333334)","(26.0, 26.0, 23.5)","(31.0, 50.0, 40.90909090909091)","(10.0, 99999, 99990)","(4.4, 8.6, 7.225)","(1.65, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 32.5)","(26.0, 65.0, 55.33333333333333)","(101.0, 200.0, 176.66666666666669)"
10-01-2023 12:56:22.281406,"(9.0, 13.0, 12.692307692307692)","(101.0, 210.0, 185.55555555555554)","(26.0, 26.0, 23.5)","(31.0, 50.0, 40.90909090909091)","(10.0, 99999, 99990)","(4.4, 8.6, 7.225)","(1.65, 99999, 99990)","(18.0, 38.0, 27.75)","(15.0, 48.0, 32.5)","(26.0, 65.0, 55.33333333333333)","(101.0, 190.0, 176.66666666666669)"
