,Miracle Mikey,Frothys Ponting,Clara Stella,Just Enough,Amazing Sienna,Max Inferno,Our Ruby
16-12-2022 12:58:00.305258,"(4.2, 6.4, 6.175000000000001)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.8, 5.209090909090909)","(4.0, 6.8, 6.475)","(4.0, 6.2, 5.5)","(14.0, 29.0, 20.53846153846154)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:01.656438,"(4.2, 6.4, 6.175000000000001)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.8, 5.199999999999999)","(4.0, 6.8, 5.6)","(4.0, 6.2, 5.4)","(14.0, 29.0, 21.75)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:02.939028,"(4.2, 6.4, 5.963636363636364)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.8, 5.199999999999999)","(4.0, 6.8, 5.066666666666666)","(4.0, 5.9, 5.4)","(14.0, 28.0, 21.75)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:04.101598,"(4.2, 6.4, 5.963636363636364)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.8, 5.199999999999999)","(4.0, 6.8, 5.066666666666666)","(4.0, 5.9, 5.4)","(14.0, 28.0, 21.75)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:05.428744,"(4.2, 6.4, 5.963636363636364)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.8, 4.871428571428571)","(4.0, 6.8, 5.066666666666666)","(4.0, 5.9, 5.300000000000001)","(14.0, 28.0, 21.75)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:06.652764,"(4.2, 6.4, 5.371428571428572)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.8, 5.338461538461538)","(4.0, 6.8, 5.6)","(4.0, 5.9, 5.476923076923077)","(14.0, 28.0, 21.75)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:07.800717,"(4.2, 6.4, 5.8)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.8, 5.338461538461538)","(4.0, 6.8, 5.6)","(4.0, 5.9, 5.476923076923077)","(14.0, 28.0, 21.75)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:08.919857,"(4.2, 6.4, 5.8)","(5.5, 11.5, 6.1899999999999995)","(3.9, 6.2, 5.825)","(4.0, 6.8, 5.6)","(4.0, 5.9, 5.576470588235294)","(14.0, 28.0, 21.75)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:10.056286,"(4.2, 6.4, 5.733333333333333)","(5.5, 11.5, 6.1899999999999995)","(3.9, 6.2, 5.825)","(4.0, 6.8, 5.6)","(4.0, 5.9, 5.441666666666666)","(14.0, 28.0, 21.75)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:11.160009,"(4.2, 6.4, 5.371428571428572)","(5.5, 11.5, 6.1899999999999995)","(3.9, 6.2, 5.825)","(4.0, 6.8, 5.066666666666666)","(4.0, 5.9, 5.300000000000001)","(14.0, 28.0, 21.75)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:12.238336,"(4.2, 6.4, 5.371428571428572)","(5.5, 11.5, 6.1899999999999995)","(3.9, 6.2, 5.633333333333334)","(4.0, 6.8, 5.066666666666666)","(4.0, 5.9, 5.4)","(14.0, 28.0, 21.75)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:13.387536,"(4.2, 6.4, 5.8)","(5.5, 11.5, 6.1899999999999995)","(3.9, 6.2, 5.825)","(4.0, 6.8, 5.6)","(4.0, 5.9, 5.3375)","(14.0, 28.0, 21.75)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:14.550878,"(4.2, 6.4, 5.733333333333333)","(5.5, 11.5, 6.1899999999999995)","(3.9, 6.2, 5.075)","(4.0, 6.8, 5.6)","(4.0, 5.9, 5.3375)","(14.0, 28.0, 20.454545454545453)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:15.889072,"(4.2, 6.4, 5.800000000000001)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.7, 4.8428571428571425)","(4.0, 6.6, 4.6125)","(4.0, 5.9, 4.8808510638297875)","(14.0, 27.0, 21.375)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:17.289039,"(4.2, 6.4, 5.800000000000001)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.7, 5.2)","(4.0, 6.4, 4.6125)","(4.0, 6.4, 5.546666666666667)","(14.0, 27.0, 21.375)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:18.462675,"(4.2, 6.4, 6.216666666666667)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.7, 5.2)","(4.0, 6.4, 4.6125)","(4.0, 6.2, 5.546666666666667)","(14.0, 27.0, 21.375)","(17.0, 36.0, 32.34375)"
16-12-2022 12:58:19.560166,"(4.2, 6.4, 6.216666666666667)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.7, 5.0125)","(4.0, 6.4, 4.6125)","(4.0, 6.2, 5.546666666666667)","(14.0, 27.0, 21.375)","(17.0, 36.0, 31.666666666666664)"
16-12-2022 12:58:20.672939,"(4.2, 6.4, 6.15)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.7, 4.8999999999999995)","(4.0, 6.4, 4.970000000000001)","(4.0, 6.2, 5.29)","(14.0, 27.0, 21.375)","(17.0, 36.0, 31.666666666666664)"
16-12-2022 12:58:21.880293,"(4.2, 6.4, 6.15)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.7, 4.754545454545455)","(4.0, 6.4, 4.970000000000001)","(4.0, 6.2, 5.5)","(14.0, 27.0, 21.375)","(17.0, 36.0, 31.666666666666664)"
16-12-2022 12:58:23.024575,"(4.2, 6.4, 5.800000000000001)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.7, 4.754545454545455)","(4.0, 6.4, 4.6125)","(4.0, 6.2, 5.290909090909091)","(14.0, 27.0, 21.375)","(17.0, 36.0, 31.666666666666664)"
16-12-2022 12:58:24.011957,"(4.2, 6.4, 6.216666666666667)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.7, 5.084615384615385)","(4.0, 6.4, 4.6125)","(4.0, 6.2, 5.290909090909091)","(14.0, 27.0, 21.375)","(17.0, 36.0, 31.666666666666664)"
16-12-2022 12:58:25.062287,"(4.2, 6.4, 6.216666666666667)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.7, 5.084615384615385)","(4.0, 6.4, 4.6125)","(4.0, 6.2, 5.290909090909091)","(14.0, 27.0, 21.375)","(17.0, 36.0, 31.666666666666664)"
16-12-2022 12:58:26.149836,"(4.2, 6.4, 6.216666666666667)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.7, 5.084615384615385)","(4.0, 6.4, 4.6125)","(4.0, 6.2, 5.25)","(14.0, 27.0, 21.375)","(17.0, 36.0, 30.571428571428573)"
16-12-2022 12:58:27.237729,"(4.2, 6.4, 5.371428571428572)","(5.5, 11.5, 6.1899999999999995)","(3.9, 5.6, 4.4)","(4.0, 6.4, 4.970000000000001)","(4.0, 5.8, 5.415384615384616)","(14.0, 27.0, 21.375)","(17.0, 36.0, 30.933333333333334)"
16-12-2022 12:58:28.290156,"(4.2, 6.4, 5.8)","(5.5, 11.5, 6.005263157894737)","(3.9, 5.6, 4.861538461538462)","(4.0, 6.4, 4.970000000000001)","(4.0, 5.8, 5.415384615384616)","(14.0, 27.0, 23.0)","(17.0, 36.0, 30.933333333333334)"
16-12-2022 12:58:29.315552,"(4.2, 6.4, 5.733333333333333)","(5.5, 11.5, 6.005263157894737)","(3.9, 5.6, 4.8)","(4.0, 6.4, 4.970000000000001)","(4.0, 5.8, 5.2444444444444445)","(14.0, 28.0, 26.25)","(17.0, 36.0, 30.933333333333334)"
16-12-2022 12:58:30.421564,"(4.2, 6.4, 5.8)","(5.5, 11.5, 6.005263157894737)","(3.9, 5.6, 4.4)","(4.0, 6.4, 4.6125)","(4.0, 5.8, 5.133333333333333)","(14.0, 29.0, 26.25)","(17.0, 36.0, 30.933333333333334)"
16-12-2022 12:58:31.614652,"(4.2, 6.4, 5.8)","(5.5, 11.5, 6.005263157894737)","(3.9, 5.6, 4.4)","(4.0, 6.4, 4.6125)","(4.0, 5.8, 5.25)","(14.0, 29.0, 26.25)","(17.0, 36.0, 30.933333333333334)"
16-12-2022 12:58:32.675451,"(4.2, 6.4, 5.371428571428572)","(5.5, 11.5, 6.005263157894737)","(3.9, 5.6, 4.4)","(4.0, 6.4, 4.6125)","(4.0, 5.8, 5.25)","(14.0, 29.0, 26.25)","(17.0, 36.0, 30.933333333333334)"
16-12-2022 12:58:33.734001,"(4.2, 6.4, 5.8)","(5.5, 11.5, 6.005263157894737)","(3.9, 5.6, 4.85)","(4.0, 6.4, 4.6125)","(4.0, 5.8, 5.3)","(14.0, 29.0, 26.25)","(17.0, 36.0, 30.933333333333334)"
16-12-2022 12:58:34.813695,"(4.2, 6.4, 5.733333333333333)","(5.5, 11.5, 6.005263157894737)","(3.9, 5.6, 4.963636363636364)","(4.0, 6.4, 5.075)","(4.0, 5.8, 5.125)","(14.0, 29.0, 26.25)","(17.0, 36.0, 30.933333333333334)"
16-12-2022 12:58:35.844669,"(4.2, 6.4, 5.733333333333333)","(5.5, 11.5, 6.005263157894737)","(3.9, 5.6, 4.963636363636364)","(4.0, 6.2, 5.075)","(4.0, 5.8, 5.125)","(14.0, 29.0, 26.25)","(17.0, 36.0, 30.933333333333334)"
16-12-2022 12:58:36.886364,"(4.2, 6.4, 5.733333333333333)","(5.5, 11.5, 6.005263157894737)","(3.9, 5.6, 4.963636363636364)","(4.0, 6.2, 5.075)","(4.0, 5.8, 5.05)","(14.0, 29.0, 26.25)","(17.0, 36.0, 30.933333333333334)"
16-12-2022 12:58:37.947786,"(4.2, 6.4, 5.371428571428572)","(5.5, 11.5, 6.005263157894737)","(3.9, 5.6, 4.963636363636364)","(4.0, 6.2, 5.075)","(4.0, 5.8, 5.270588235294118)","(14.0, 29.0, 26.25)","(17.0, 36.0, 30.933333333333334)"
16-12-2022 12:58:39.035605,"(4.2, 6.4, 5.8)","(5.5, 11.5, 6.005263157894737)","(3.9, 5.6, 5.135714285714285)","(4.0, 6.2, 5.075)","(4.0, 5.8, 5.270588235294118)","(14.0, 29.0, 26.25)","(17.0, 36.0, 30.933333333333334)"
16-12-2022 12:58:40.157173,"(4.2, 6.4, 5.8)","(5.5, 11.5, 6.005263157894737)","(3.9, 5.6, 5.942857142857143)","(4.0, 6.2, 5.075)","(4.0, 5.8, 5.270588235294118)","(14.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:41.324406,"(4.2, 6.4, 6.15)","(5.5, 11.5, 6.005263157894737)","(3.9, 6.2, 5.942857142857143)","(4.0, 6.2, 5.075)","(4.0, 5.8, 5.05)","(14.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:42.434016,"(4.2, 6.4, 6.15)","(5.5, 11.5, 6.005263157894737)","(3.9, 6.2, 5.916666666666667)","(4.0, 6.2, 5.075)","(4.0, 5.8, 5.2214285714285715)","(14.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:43.476807,"(4.2, 6.4, 6.216666666666667)","(5.5, 11.5, 6.005263157894737)","(3.9, 6.2, 5.916666666666667)","(4.0, 6.2, 4.7)","(4.0, 5.8, 5.2214285714285715)","(14.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:44.476424,"(4.2, 6.4, 6.216666666666667)","(5.5, 11.5, 6.005263157894737)","(3.9, 6.2, 5.916666666666667)","(4.0, 6.2, 4.7)","(4.0, 5.8, 5.2214285714285715)","(14.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:45.564177,"(4.2, 6.4, 6.216666666666667)","(5.5, 11.5, 6.005263157894737)","(3.9, 6.2, 5.916666666666667)","(4.0, 6.2, 4.7)","(4.0, 5.8, 5.2214285714285715)","(14.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:46.641247,"(4.2, 6.4, 6.15)","(5.5, 11.5, 6.005263157894737)","(3.9, 6.2, 5.916666666666667)","(4.0, 6.2, 5.075)","(4.0, 5.8, 5.2)","(14.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:47.728480,"(4.2, 6.4, 6.15)","(5.5, 11.5, 6.005263157894737)","(3.9, 6.2, 5.8)","(4.0, 6.2, 5.075)","(4.0, 5.8, 5.2)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:48.769521,"(4.2, 6.4, 6.15)","(5.5, 11.5, 6.005263157894737)","(3.9, 6.2, 5.8)","(4.0, 6.2, 5.075)","(4.0, 5.8, 5.35)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:49.744374,"(4.2, 6.4, 6.216666666666667)","(5.5, 11.5, 6.005263157894737)","(3.9, 6.2, 5.942857142857143)","(4.0, 6.2, 5.075)","(4.0, 5.8, 5.3307692307692305)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:50.785913,"(4.2, 6.4, 5.8)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.3)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.3307692307692305)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:51.912019,"(4.2, 6.4, 5.8)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.3)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.3307692307692305)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:53.070649,"(4.2, 6.4, 5.8)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.3)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 4.811111111111111)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:54.165711,"(4.2, 6.4, 5.371428571428572)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.3)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.1461538461538465)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:55.191199,"(4.2, 6.4, 5.8)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.4363636363636365)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.1461538461538465)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:56.317000,"(4.2, 6.4, 5.8)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.4363636363636365)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.1461538461538465)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:57.380735,"(4.2, 6.4, 5.8)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.4363636363636365)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.1461538461538465)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:58.484095,"(4.2, 6.4, 5.8)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.266666666666667)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 4.811111111111111)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:58:59.553650,"(4.2, 6.4, 5.371428571428572)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 4.760000000000001)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 4.811111111111111)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:00.738646,"(4.2, 6.4, 5.371428571428572)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 4.760000000000001)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 4.811111111111111)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:01.930953,"(4.2, 6.4, 5.371428571428572)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 4.760000000000001)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.1461538461538465)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:03.082529,"(4.2, 6.4, 5.892307692307693)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.0)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.1461538461538465)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:04.177702,"(4.2, 6.4, 5.892307692307693)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.0)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.1461538461538465)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:05.317522,"(4.2, 6.4, 5.892307692307693)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 4.92)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.118181818181818)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:06.512430,"(4.2, 6.4, 5.733333333333333)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 4.760000000000001)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.118181818181818)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:07.600104,"(4.2, 6.4, 5.371428571428572)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.12)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.269230769230769)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:08.642828,"(4.2, 6.4, 5.8)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.3)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.269230769230769)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:09.729468,"(4.2, 6.4, 5.8)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.3)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.269230769230769)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:10.840596,"(4.2, 6.4, 5.8)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.3)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 4.811111111111111)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:11.995416,"(4.2, 6.4, 5.371428571428572)","(5.5, 11.5, 7.039130434782608)","(3.9, 6.2, 5.2)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.1461538461538465)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:13.025128,"(4.2, 6.4, 5.892307692307693)","(5.5, 11.0, 8.163636363636364)","(3.9, 6.0, 5.25)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.1461538461538465)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:14.153257,"(4.2, 6.4, 5.892307692307693)","(5.5, 10.5, 7.607692307692307)","(3.9, 6.0, 5.035714285714286)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.1461538461538465)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:15.293046,"(4.2, 6.4, 5.892307692307693)","(5.5, 10.5, 7.607692307692307)","(3.9, 6.0, 4.800000000000001)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 4.811111111111111)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:16.427614,"(4.2, 6.4, 5.575)","(5.5, 10.5, 7.607692307692307)","(3.9, 6.0, 4.949999999999999)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.118181818181818)","(13.0, 29.0, 26.25)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:17.529297,"(4.2, 6.4, 5.733333333333333)","(5.5, 10.5, 7.607692307692307)","(3.9, 6.0, 5.311764705882353)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.269230769230769)","(13.0, 29.0, 21.81818181818182)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:18.638741,"(4.2, 6.4, 5.909090909090909)","(5.5, 10.5, 7.607692307692307)","(3.9, 6.0, 5.311764705882353)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.269230769230769)","(13.0, 32.0, 21.81818181818182)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:19.767826,"(4.2, 6.4, 5.909090909090909)","(5.5, 10.5, 7.607692307692307)","(3.9, 6.0, 5.311764705882353)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.269230769230769)","(13.0, 32.0, 21.81818181818182)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:20.892561,"(4.2, 6.4, 5.909090909090909)","(5.5, 10.5, 7.607692307692307)","(3.9, 6.0, 5.311764705882353)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 4.811111111111111)","(13.0, 32.0, 21.81818181818182)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:22.018836,"(4.2, 6.4, 5.371428571428572)","(5.5, 10.5, 7.607692307692307)","(3.9, 6.0, 4.800000000000001)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.1461538461538465)","(13.0, 32.0, 21.81818181818182)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:23.161986,"(4.2, 6.4, 5.8)","(5.5, 10.5, 7.607692307692307)","(3.9, 6.0, 5.035714285714286)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.1461538461538465)","(13.0, 32.0, 21.81818181818182)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:24.289001,"(4.2, 6.4, 5.8)","(5.5, 10.5, 7.607692307692307)","(3.9, 6.0, 5.035714285714286)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.1461538461538465)","(13.0, 32.0, 21.81818181818182)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:25.446657,"(4.2, 6.4, 5.8)","(5.5, 10.5, 7.607692307692307)","(3.9, 6.0, 5.035714285714286)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.1461538461538465)","(13.0, 32.0, 21.81818181818182)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:26.656973,"(4.2, 6.4, 5.8)","(5.5, 10.5, 7.607692307692307)","(3.9, 6.0, 5.035714285714286)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.1461538461538465)","(13.0, 32.0, 21.81818181818182)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:27.840580,"(4.2, 6.4, 6.15)","(5.5, 10.5, 7.1125)","(3.9, 6.0, 5.4222222222222225)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.4375)","(13.0, 32.0, 23.5)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:28.954201,"(4.2, 6.4, 6.25)","(5.5, 10.0, 7.1125)","(3.9, 6.0, 5.4222222222222225)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.4375)","(13.0, 29.0, 23.5)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:29.963570,"(4.2, 6.4, 6.25)","(5.5, 9.8, 7.228571428571429)","(3.9, 6.0, 5.4222222222222225)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.4375)","(13.0, 29.0, 23.5)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:31.072966,"(4.2, 6.4, 6.25)","(5.5, 9.8, 7.228571428571429)","(3.9, 6.0, 5.4222222222222225)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 4.95)","(13.0, 29.0, 23.5)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:32.239293,"(4.2, 6.4, 5.800000000000001)","(5.5, 9.8, 7.228571428571429)","(3.9, 6.0, 5.333333333333333)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.3625)","(13.0, 29.0, 23.5)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:33.341415,"(4.2, 6.4, 6.216666666666667)","(5.5, 9.8, 7.228571428571429)","(3.9, 6.0, 5.333333333333333)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.3625)","(13.0, 29.0, 23.5)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:34.425127,"(4.2, 6.4, 6.216666666666667)","(5.5, 9.8, 7.228571428571429)","(3.9, 6.0, 5.333333333333333)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.3625)","(13.0, 29.0, 23.5)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:35.503074,"(4.2, 6.4, 6.216666666666667)","(5.5, 9.8, 7.228571428571429)","(3.9, 6.0, 5.333333333333333)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 4.95)","(13.0, 29.0, 23.5)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:36.633391,"(4.2, 6.4, 6.216666666666667)","(5.5, 9.8, 7.228571428571429)","(3.9, 6.0, 5.199999999999999)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.300000000000001)","(13.0, 29.0, 23.5)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:37.761137,"(4.2, 6.4, 6.15)","(5.5, 9.8, 7.228571428571429)","(3.9, 6.0, 5.377777777777777)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.5)","(13.0, 29.0, 23.5)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:38.853468,"(4.2, 6.4, 6.25)","(5.5, 9.8, 7.228571428571429)","(3.9, 6.0, 5.4222222222222225)","(4.0, 6.2, 5.472727272727273)","(4.0, 5.7, 5.5)","(13.0, 29.0, 23.5)","(17.0, 36.0, 28.4)"
16-12-2022 12:59:39.912164,"(4.2, 6.4, 6.25)","(5.5, 9.8, 7.228571428571429)","(3.9, 6.0, 5.4222222222222225)","(4.0, 6.2, 5.057142857142857)","(4.0, 5.7, 5.5)","(13.0, 29.0, 23.5)","(17.0, 36.0, 22.25)"
16-12-2022 12:59:41.014920,"(4.2, 6.4, 6.25)","(5.5, 9.8, 7.228571428571429)","(3.9, 6.0, 5.257142857142857)","(4.0, 6.2, 4.8)","(4.0, 5.7, 5.5)","(13.0, 29.0, 19.636363636363637)","(17.0, 38.0, 22.25)"
16-12-2022 12:59:42.089259,"(4.2, 6.4, 5.800000000000001)","(5.5, 9.8, 7.228571428571429)","(3.9, 6.0, 5.36)","(4.0, 5.8, 5.133333333333333)","(4.0, 5.7, 5.45)","(13.0, 30.0, 19.636363636363637)","(17.0, 38.0, 22.25)"
16-12-2022 12:59:43.183427,"(4.2, 6.4, 5.800000000000001)","(5.5, 9.8, 7.228571428571429)","(3.9, 6.0, 5.333333333333333)","(4.0, 5.8, 5.264285714285714)","(4.0, 5.7, 5.5636363636363635)","(13.0, 30.0, 19.636363636363637)","(17.0, 38.0, 22.25)"
16-12-2022 12:59:44.268528,"(4.2, 6.4, 6.216666666666667)","(5.5, 9.8, 7.228571428571429)","(3.9, 6.0, 5.333333333333333)","(4.0, 5.8, 5.425)","(4.0, 5.7, 5.611764705882353)","(13.0, 30.0, 19.636363636363637)","(17.0, 38.0, 22.25)"
16-12-2022 12:59:45.397780,"(4.2, 6.4, 6.216666666666667)","(5.5, 9.6, 6.9875)","(3.9, 6.0, 5.333333333333333)","(4.0, 5.8, 5.425)","(4.0, 5.7, 5.611764705882353)","(13.0, 30.0, 19.636363636363637)","(17.0, 38.0, 28.4)"
