,Miracle Mikey,Frothys Ponting,Clara Stella,Just Enough,Amazing Sienna,Max Inferno,Our Ruby
16-12-2022 12:49:09.434717,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:10.452927,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:11.475945,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:12.499139,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:13.471046,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:14.498610,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:15.593941,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:16.597346,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:17.540614,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:18.556925,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:19.584747,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:20.609048,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:21.583053,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:22.592371,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:23.640507,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:24.670202,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:25.623837,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:26.670527,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:27.700672,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:28.757721,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:29.732935,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:30.716721,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:31.699159,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:32.656863,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 5.909433962264151)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:33.565129,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:34.607158,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:35.629705,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:36.677015,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:37.707548,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:38.782623,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:39.932111,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:41.153638,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:42.286143,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:43.381921,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:44.382243,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:45.469244,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:46.489485,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:47.556084,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:48.682902,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:49.770818,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:50.777852,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:51.968934,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:53.093886,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:54.182249,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:55.428650,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:56.606263,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:57.819916,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:58.862126,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:49:59.942619,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:01.114780,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:02.217768,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:03.347717,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:04.480981,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:05.640831,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:06.814897,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:07.918840,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:08.970219,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:10.043151,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:11.106203,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:12.264121,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:13.376024,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:14.455611,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:15.629381,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:16.798598,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:18.074534,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:19.200911,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:20.378020,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:21.433947,"(4.2, 8.4, 4.9)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:22.481201,"(4.2, 8.4, 4.9)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:23.662657,"(4.2, 8.4, 4.9)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:24.734306,"(4.2, 8.4, 7.145833333333334)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:25.765929,"(4.2, 8.4, 4.7250000000000005)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:26.831277,"(4.2, 8.4, 4.7250000000000005)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:27.957533,"(4.2, 8.4, 4.7250000000000005)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:29.178971,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:30.315006,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:31.467002,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:32.857940,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:34.051601,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:35.090850,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 5.42)","(4.0, 6.2, 5.825581395348838)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
16-12-2022 12:50:36.158078,"(4.2, 8.4, 5.211111111111111)","(5.5, 8.8, 6.08)","(3.9, 6.4, 4.733333333333333)","(4.0, 5.7, 4.883333333333334)","(4.0, 6.2, 5.15)","(14.0, 29.0, 27.4)","(17.0, 38.0, 26.75)"
