,Goldstar Farryn,Torpedo Bay,Homebush Cheeky,Angry Jane,Homebush Yoshi,Goldstar Royal,Amuri Luck
09-01-2023 09:19:39.887291,"(12.0, 38.0, 26.5)","(6.5, 9.8, 9.177777777777779)","(31.0, 320.0, 160.0)","(3.0, 3.6, 3.5)","(18.0, 85.0, 44.38461538461539)","(41.0, 420.0, 357.3333333333333)","(1.6, 2.02, 1.906774193548387)"
09-01-2023 09:19:40.949644,"(12.0, 38.0, 26.5)","(6.5, 9.8, 9.177777777777779)","(31.0, 320.0, 160.0)","(3.0, 3.6, 3.5)","(18.0, 85.0, 44.38461538461539)","(41.0, 420.0, 357.3333333333333)","(1.6, 2.02, 1.906774193548387)"
09-01-2023 09:19:42.187374,"(12.0, 38.0, 30.333333333333336)","(6.5, 9.8, 9.177777777777779)","(31.0, 320.0, 160.0)","(3.0, 3.6, 3.5)","(18.0, 85.0, 44.38461538461539)","(41.0, 420.0, 357.3333333333333)","(1.6, 2.02, 1.906774193548387)"
09-01-2023 09:19:43.447469,"(12.0, 38.0, 26.5)","(6.5, 9.8, 9.177777777777779)","(31.0, 320.0, 160.0)","(3.0, 3.6, 3.5)","(18.0, 85.0, 44.38461538461539)","(41.0, 420.0, 357.3333333333333)","(1.6, 2.02, 1.906774193548387)"
09-01-2023 09:19:44.667583,"(12.0, 38.0, 30.333333333333336)","(6.5, 9.8, 9.177777777777779)","(31.0, 320.0, 160.0)","(3.0, 3.6, 3.553846153846154)","(18.0, 85.0, 44.38461538461539)","(41.0, 420.0, 357.3333333333333)","(1.6, 2.02, 1.9116666666666666)"
09-01-2023 09:19:45.853602,"(12.0, 38.0, 30.333333333333336)","(6.5, 9.8, 9.177777777777779)","(31.0, 320.0, 160.0)","(3.0, 3.6, 3.553846153846154)","(18.0, 85.0, 44.38461538461539)","(41.0, 420.0, 357.3333333333333)","(1.6, 2.02, 1.9116666666666666)"
09-01-2023 09:19:46.997885,"(12.0, 38.0, 30.333333333333336)","(6.5, 9.8, 9.177777777777779)","(31.0, 320.0, 160.0)","(3.0, 3.6, 3.553846153846154)","(18.0, 85.0, 44.38461538461539)","(41.0, 420.0, 357.3333333333333)","(1.6, 2.02, 1.9116666666666666)"
09-01-2023 09:19:48.114748,"(12.0, 38.0, 30.333333333333336)","(6.5, 9.8, 9.177777777777779)","(31.0, 320.0, 254.4)","(3.0, 3.6, 3.553846153846154)","(18.0, 85.0, 31.409090909090907)","(41.0, 420.0, 233.0)","(1.6, 2.02, 1.910909090909091)"
09-01-2023 09:19:49.106617,"(12.0, 38.0, 26.5)","(6.5, 9.8, 9.177777777777779)","(31.0, 310.0, 172.0)","(3.0, 3.6, 3.553846153846154)","(18.0, 85.0, 31.409090909090907)","(41.0, 420.0, 233.0)","(1.6, 2.02, 1.9104347826086956)"
09-01-2023 09:19:50.193837,"(12.0, 38.0, 26.5)","(6.5, 9.8, 9.177777777777779)","(31.0, 310.0, 172.0)","(3.0, 3.6, 3.553846153846154)","(18.0, 85.0, 31.409090909090907)","(41.0, 420.0, 150.0)","(1.6, 2.02, 1.94125)"
09-01-2023 09:19:51.368661,"(12.0, 38.0, 26.5)","(6.5, 9.8, 9.177777777777779)","(31.0, 310.0, 172.0)","(3.0, 3.6, 3.553846153846154)","(18.0, 85.0, 31.409090909090907)","(41.0, 410.0, 164.0)","(1.6, 2.02, 1.9565384615384616)"
09-01-2023 09:19:52.620702,"(12.0, 38.0, 23.0)","(6.5, 9.8, 9.177777777777779)","(31.0, 310.0, 172.0)","(3.0, 3.6, 3.553846153846154)","(18.0, 85.0, 30.416666666666664)","(41.0, 400.0, 164.0)","(1.6, 2.02, 1.98)"
09-01-2023 09:19:53.885230,"(12.0, 38.0, 23.0)","(6.5, 9.8, 9.177777777777779)","(31.0, 310.0, 61.33333333333333)","(3.0, 3.6, 3.553846153846154)","(18.0, 85.0, 30.416666666666664)","(41.0, 400.0, 164.0)","(1.6, 2.04, 2.032340425531915)"
09-01-2023 09:19:55.016361,"(12.0, 38.0, 23.0)","(6.5, 9.8, 9.177777777777779)","(31.0, 280.0, 61.33333333333333)","(3.0, 3.6, 3.553846153846154)","(18.0, 85.0, 30.416666666666664)","(41.0, 400.0, 164.0)","(1.6, 2.04, 2.005161290322581)"
09-01-2023 09:19:56.059461,"(12.0, 38.0, 23.0)","(6.5, 9.8, 9.177777777777779)","(31.0, 280.0, 61.33333333333333)","(3.0, 3.6, 3.553846153846154)","(18.0, 85.0, 30.416666666666664)","(41.0, 400.0, 164.0)","(1.6, 2.04, 1.9703225806451612)"
09-01-2023 09:19:57.044927,"(12.0, 38.0, 23.0)","(6.5, 9.8, 9.177777777777779)","(31.0, 280.0, 61.33333333333333)","(3.0, 3.6, 3.553846153846154)","(18.0, 85.0, 30.416666666666664)","(41.0, 400.0, 164.0)","(1.6, 2.04, 1.98)"
09-01-2023 09:19:58.101346,"(12.0, 38.0, 23.0)","(6.5, 9.8, 9.177777777777779)","(31.0, 280.0, 117.33333333333333)","(3.0, 3.6, 3.4434782608695653)","(18.0, 85.0, 30.416666666666664)","(41.0, 400.0, 124.28571428571429)","(1.6, 2.04, 1.9608695652173913)"
09-01-2023 09:19:59.173845,"(12.0, 38.0, 23.0)","(6.5, 9.8, 9.177777777777779)","(31.0, 280.0, 117.33333333333333)","(3.0, 3.6, 3.4434782608695653)","(18.0, 85.0, 30.416666666666664)","(41.0, 320.0, 124.28571428571429)","(1.6, 2.04, 1.9636363636363636)"
09-01-2023 09:20:00.287368,"(12.0, 38.0, 23.0)","(6.5, 9.8, 9.177777777777779)","(31.0, 280.0, 117.33333333333333)","(3.0, 3.6, 3.4434782608695653)","(18.0, 85.0, 30.416666666666664)","(41.0, 320.0, 124.28571428571429)","(1.6, 2.04, 2.0083018867924527)"
09-01-2023 09:20:01.392801,"(12.0, 38.0, 23.0)","(6.5, 9.8, 9.177777777777779)","(31.0, 280.0, 117.33333333333333)","(3.0, 3.6, 3.162903225806452)","(18.0, 85.0, 30.416666666666664)","(41.0, 320.0, 124.28571428571429)","(1.6, 2.04, 2.0083018867924527)"
09-01-2023 09:20:02.506847,"(12.0, 38.0, 23.0)","(6.5, 9.8, 9.177777777777779)","(31.0, 280.0, 117.33333333333333)","(3.0, 3.2, 3.162903225806452)","(18.0, 85.0, 30.416666666666664)","(41.0, 320.0, 124.28571428571429)","(1.6, 2.04, 2.001818181818182)"
09-01-2023 09:20:03.658614,"(12.0, 38.0, 23.363636363636363)","(6.5, 9.8, 9.177777777777779)","(31.0, 280.0, 158.0)","(3.0, 3.3, 3.2928571428571427)","(18.0, 80.0, 63.9)","(41.0, 320.0, 120.72727272727273)","(1.6, 2.04, 2.01)"
09-01-2023 09:20:04.775234,"(12.0, 38.0, 30.333333333333336)","(6.5, 9.8, 9.177777777777779)","(31.0, 280.0, 167.69230769230768)","(3.0, 3.3, 3.296551724137931)","(18.0, 75.0, 66.46153846153845)","(41.0, 320.0, 137.33333333333331)","(1.6, 2.04, 2.022162162162162)"
09-01-2023 09:20:05.873922,"(12.0, 38.0, 30.333333333333336)","(6.5, 9.6, 9.323076923076922)","(31.0, 250.0, 173.84615384615384)","(3.0, 3.3, 3.296551724137931)","(18.0, 75.0, 67.6)","(41.0, 320.0, 137.33333333333331)","(1.6, 2.04, 2.030294117647059)"
09-01-2023 09:20:06.866769,"(12.0, 38.0, 30.333333333333336)","(6.5, 9.4, 8.672727272727272)","(31.0, 260.0, 173.84615384615384)","(3.0, 3.3, 3.296551724137931)","(18.0, 75.0, 67.6)","(41.0, 320.0, 78.22222222222223)","(1.6, 2.04, 1.9594285714285713)"
09-01-2023 09:20:07.908315,"(12.0, 38.0, 30.333333333333336)","(6.5, 8.8, 8.466666666666667)","(31.0, 260.0, 60.888888888888886)","(3.0, 3.3, 3.471875)","(18.0, 75.0, 67.6)","(41.0, 320.0, 76.44444444444444)","(1.6, 2.06, 2.0470588235294116)"
09-01-2023 09:20:09.050027,"(12.0, 38.0, 22.666666666666668)","(6.5, 8.8, 8.4)","(31.0, 260.0, 57.33333333333333)","(3.0, 3.5, 3.392857142857143)","(18.0, 75.0, 67.6)","(41.0, 320.0, 76.44444444444444)","(1.6, 2.08, 2.0485714285714285)"
09-01-2023 09:20:10.379972,"(12.0, 38.0, 31.666666666666668)","(6.5, 8.8, 8.4)","(31.0, 260.0, 57.33333333333333)","(3.0, 3.5, 3.467241379310345)","(18.0, 75.0, 66.46153846153845)","(41.0, 320.0, 76.44444444444444)","(1.6, 2.08, 2.0613333333333332)"
09-01-2023 09:20:11.623303,"(12.0, 40.0, 31.666666666666668)","(6.5, 8.8, 8.4)","(31.0, 260.0, 57.33333333333333)","(3.0, 3.6, 3.496875)","(18.0, 75.0, 67.6)","(41.0, 320.0, 136.0)","(1.6, 2.08, 1.975)"
09-01-2023 09:20:12.854221,"(12.0, 38.0, 30.333333333333336)","(6.5, 8.8, 8.4)","(31.0, 260.0, 57.33333333333333)","(3.0, 3.6, 3.533333333333333)","(18.0, 75.0, 67.6)","(41.0, 320.0, 136.0)","(1.6, 2.08, 2.0559375)"
09-01-2023 09:20:14.161915,"(12.0, 38.0, 30.333333333333336)","(6.5, 8.8, 8.4)","(31.0, 260.0, 136.0)","(3.0, 3.6, 3.5210526315789474)","(18.0, 75.0, 67.6)","(41.0, 320.0, 157.77777777777777)","(1.6, 2.08, 2.0559375)"
09-01-2023 09:20:15.441475,"(12.0, 38.0, 22.666666666666668)","(7.0, 8.8, 8.4)","(31.0, 240.0, 136.0)","(3.0, 3.6, 3.5)","(18.0, 75.0, 67.6)","(41.0, 300.0, 157.77777777777777)","(1.65, 2.08, 2.058)"
09-01-2023 09:20:16.788876,"(12.0, 38.0, 22.666666666666668)","(7.0, 8.8, 8.4)","(31.0, 240.0, 136.0)","(3.0, 3.6, 3.466666666666667)","(18.0, 75.0, 45.0)","(41.0, 300.0, 88.33333333333334)","(1.65, 2.08, 2.003)"
09-01-2023 09:20:18.111722,"(12.0, 38.0, 22.666666666666668)","(7.0, 8.8, 8.4)","(31.0, 240.0, 121.0)","(3.0, 3.6, 3.466666666666667)","(18.0, 70.0, 47.77777777777778)","(41.0, 300.0, 130.66666666666666)","(1.65, 2.08, 2.003)"
09-01-2023 09:20:19.208200,"(12.0, 38.0, 26.5)","(7.0, 8.8, 8.4)","(31.0, 210.0, 121.0)","(3.0, 3.6, 3.466666666666667)","(18.0, 70.0, 37.33333333333333)","(41.0, 300.0, 229.0)","(1.65, 2.08, 2.057894736842105)"
09-01-2023 09:20:20.280813,"(12.0, 38.0, 30.333333333333332)","(7.0, 8.8, 8.4)","(31.0, 210.0, 121.0)","(3.0, 3.6, 3.5675675675675675)","(18.0, 70.0, 50.33333333333333)","(41.0, 290.0, 109.5)","(1.65, 2.08, 2.057894736842105)"
09-01-2023 09:20:21.377589,"(12.0, 38.0, 30.333333333333332)","(7.0, 8.8, 8.4)","(31.0, 210.0, 112.90909090909092)","(3.0, 3.6, 3.45)","(18.0, 65.0, 50.33333333333333)","(41.0, 300.0, 109.5)","(1.65, 2.08, 1.9958823529411764)"
09-01-2023 09:20:22.504574,"(12.0, 38.0, 30.333333333333332)","(7.0, 8.8, 8.4)","(31.0, 210.0, 112.90909090909092)","(3.0, 3.6, 3.4235294117647057)","(18.0, 65.0, 50.33333333333333)","(41.0, 300.0, 109.5)","(1.65, 2.08, 2.028)"
09-01-2023 09:20:23.651010,"(12.0, 38.0, 30.333333333333332)","(7.0, 8.8, 8.4)","(31.0, 210.0, 112.90909090909092)","(3.0, 3.6, 3.44)","(18.0, 65.0, 50.33333333333333)","(41.0, 300.0, 109.5)","(1.65, 2.08, 1.9958823529411764)"
09-01-2023 09:20:24.765773,"(12.0, 38.0, 21.0)","(7.0, 8.8, 8.4)","(31.0, 210.0, 112.90909090909092)","(3.0, 3.6, 3.44)","(18.0, 65.0, 50.33333333333333)","(41.0, 300.0, 109.5)","(1.65, 2.08, 1.9872727272727273)"
09-01-2023 09:20:25.931070,"(12.0, 36.0, 29.333333333333336)","(7.0, 8.8, 8.707692307692309)","(31.0, 210.0, 112.90909090909092)","(3.0, 3.6, 3.5238095238095237)","(18.0, 65.0, 50.33333333333333)","(41.0, 300.0, 109.5)","(1.65, 2.06, 2.02)"
09-01-2023 09:20:27.111382,"(12.0, 36.0, 28.0)","(7.0, 8.8, 8.707692307692309)","(31.0, 210.0, 112.90909090909092)","(3.0, 3.6, 3.5238095238095237)","(18.0, 65.0, 50.33333333333333)","(41.0, 300.0, 109.5)","(1.65, 2.06, 2.0446153846153847)"
09-01-2023 09:20:28.279693,"(12.0, 36.0, 28.0)","(7.0, 8.8, 8.707692307692309)","(31.0, 210.0, 78.47058823529412)","(3.0, 3.6, 3.511111111111111)","(18.0, 65.0, 50.33333333333333)","(41.0, 300.0, 154.85714285714286)","(1.65, 2.06, 2.0547368421052634)"
09-01-2023 09:20:29.472008,"(12.0, 36.0, 28.0)","(7.0, 8.8, 8.707692307692309)","(31.0, 190.0, 78.47058823529412)","(3.0, 3.6, 3.52)","(18.0, 65.0, 50.33333333333333)","(41.0, 300.0, 126.25)","(1.65, 2.06, 2.045714285714286)"
09-01-2023 09:20:30.666854,"(12.0, 36.0, 28.0)","(7.0, 8.8, 8.707692307692309)","(31.0, 190.0, 78.47058823529412)","(3.0, 3.6, 3.5)","(18.0, 65.0, 36.6)","(41.0, 260.0, 104.36363636363636)","(1.65, 2.08, 2.04875)"
09-01-2023 09:20:31.762961,"(12.0, 36.0, 28.0)","(7.0, 8.8, 8.707692307692309)","(31.0, 190.0, 78.47058823529412)","(3.0, 3.6, 3.5)","(18.0, 60.0, 50.33333333333333)","(41.0, 260.0, 104.36363636363636)","(1.65, 2.08, 2.076896551724138)"
09-01-2023 09:20:32.842940,"(12.0, 36.0, 22.666666666666668)","(7.0, 8.8, 8.707692307692309)","(31.0, 190.0, 163.66666666666666)","(3.0, 3.6, 3.555555555555556)","(18.0, 65.0, 31.0)","(41.0, 260.0, 124.0)","(1.65, 2.08, 2.0755)"
09-01-2023 09:20:33.910585,"(12.0, 36.0, 22.666666666666668)","(7.0, 8.8, 8.707692307692309)","(31.0, 55.0, 51.16666666666667)","(3.0, 3.6, 3.555555555555556)","(18.0, 46.0, 31.0)","(41.0, 150.0, 128.8)","(1.65, 2.08, 2.0755)"
09-01-2023 09:20:34.998649,"(12.0, 36.0, 18.0)","(7.0, 8.8, 8.707692307692309)","(31.0, 55.0, 43.5)","(3.0, 3.6, 3.476923076923077)","(18.0, 46.0, 30.1)","(41.0, 150.0, 128.8)","(1.65, 2.08, 2.064)"
09-01-2023 09:20:36.106271,"(12.0, 36.0, 18.0)","(7.0, 8.8, 8.707692307692309)","(31.0, 55.0, 43.5)","(3.0, 3.6, 3.5238095238095237)","(18.0, 46.0, 30.1)","(41.0, 150.0, 128.8)","(1.65, 2.08, 2.064)"
09-01-2023 09:20:37.303339,"(12.0, 36.0, 18.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 43.5)","(3.0, 3.6, 3.546666666666667)","(18.0, 46.0, 30.1)","(41.0, 150.0, 132.0)","(1.65, 2.08, 2.064)"
09-01-2023 09:20:38.569941,"(12.0, 34.0, 19.416666666666668)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 43.5)","(3.0, 3.6, 3.546666666666667)","(18.0, 46.0, 30.1)","(41.0, 150.0, 134.57142857142856)","(1.65, 2.08, 2.064)"
09-01-2023 09:20:39.804652,"(12.0, 34.0, 17.59375)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 43.5)","(3.0, 3.6, 3.511764705882353)","(18.0, 46.0, 26.125)","(41.0, 150.0, 134.57142857142856)","(1.65, 2.08, 2.077777777777778)"
09-01-2023 09:20:41.380443,"(12.0, 34.0, 17.59375)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 43.5)","(3.0, 3.6, 3.511764705882353)","(18.0, 46.0, 26.125)","(41.0, 150.0, 134.57142857142856)","(1.65, 2.08, 2.077777777777778)"
09-01-2023 09:20:42.775051,"(12.0, 34.0, 19.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 43.5)","(3.0, 3.6, 3.475)","(18.0, 46.0, 22.444444444444443)","(41.0, 150.0, 134.57142857142856)","(1.65, 2.08, 2.0782608695652174)"
09-01-2023 09:20:44.023224,"(12.0, 34.0, 19.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 43.5)","(3.0, 3.6, 3.492857142857143)","(18.0, 46.0, 22.444444444444443)","(41.0, 150.0, 136.5)","(1.65, 2.08, 2.076923076923077)"
09-01-2023 09:20:45.137016,"(12.0, 34.0, 19.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 43.5)","(3.0, 3.6, 3.492857142857143)","(18.0, 46.0, 22.444444444444443)","(41.0, 150.0, 97.0)","(1.65, 2.08, 2.098823529411765)"
09-01-2023 09:20:46.210661,"(12.0, 34.0, 19.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 43.5)","(3.0, 3.6, 3.492857142857143)","(18.0, 46.0, 22.444444444444443)","(41.0, 150.0, 97.0)","(1.65, 2.12, 2.098823529411765)"
09-01-2023 09:20:47.318456,"(12.0, 34.0, 19.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 43.5)","(3.0, 3.6, 3.492857142857143)","(18.0, 46.0, 22.444444444444443)","(41.0, 150.0, 97.0)","(1.65, 2.12, 2.098823529411765)"
09-01-2023 09:20:48.404708,"(12.0, 34.0, 19.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 43.5)","(3.0, 3.6, 3.492857142857143)","(18.0, 44.0, 28.0)","(41.0, 150.0, 123.5)","(1.65, 2.12, 2.1014814814814815)"
09-01-2023 09:20:49.490132,"(12.0, 34.0, 20.4)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 49.25)","(3.0, 3.6, 3.492857142857143)","(18.0, 44.0, 28.0)","(41.0, 150.0, 123.5)","(1.65, 2.12, 2.1071794871794873)"
09-01-2023 09:20:50.651956,"(12.0, 34.0, 20.4)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 49.25)","(3.0, 3.6, 3.492857142857143)","(18.0, 44.0, 28.0)","(41.0, 150.0, 123.5)","(1.65, 2.12, 2.1071794871794873)"
09-01-2023 09:20:51.857545,"(12.0, 34.0, 21.285714285714285)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 49.25)","(3.0, 3.6, 3.492857142857143)","(18.0, 44.0, 25.076923076923077)","(41.0, 150.0, 123.5)","(1.65, 2.12, 2.1171428571428574)"
09-01-2023 09:20:53.097735,"(12.0, 32.0, 21.285714285714285)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 49.25)","(3.0, 3.6, 3.492857142857143)","(18.0, 42.0, 24.4)","(41.0, 150.0, 123.5)","(1.65, 2.12, 2.14)"
09-01-2023 09:20:54.362555,"(12.0, 32.0, 21.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 49.25)","(3.0, 3.6, 3.492857142857143)","(18.0, 42.0, 24.4)","(41.0, 150.0, 123.5)","(1.65, 2.16, 2.1676470588235297)"
09-01-2023 09:20:55.519932,"(12.0, 32.0, 21.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 49.25)","(3.0, 3.6, 3.492857142857143)","(18.0, 42.0, 24.4)","(41.0, 150.0, 123.5)","(1.65, 2.18, 2.165)"
09-01-2023 09:20:56.618357,"(12.0, 32.0, 21.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 49.25)","(3.0, 3.6, 3.492857142857143)","(18.0, 42.0, 24.4)","(41.0, 150.0, 123.5)","(1.65, 2.18, 2.165)"
09-01-2023 09:20:57.824736,"(12.0, 32.0, 21.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 49.25)","(3.0, 3.6, 3.492857142857143)","(18.0, 42.0, 27.789473684210527)","(41.0, 150.0, 123.5)","(1.65, 2.18, 2.0984000000000003)"
09-01-2023 09:20:58.893784,"(12.0, 32.0, 21.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 49.25)","(3.0, 3.6, 3.492857142857143)","(18.0, 42.0, 27.789473684210527)","(41.0, 150.0, 123.5)","(1.65, 2.18, 2.0984000000000003)"
09-01-2023 09:20:59.994715,"(12.0, 32.0, 21.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 49.25)","(3.0, 3.6, 3.55)","(18.0, 42.0, 24.4)","(41.0, 150.0, 123.5)","(1.65, 2.18, 2.1157142857142857)"
09-01-2023 09:21:01.074602,"(12.0, 32.0, 21.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 49.25)","(3.0, 3.6, 3.523076923076923)","(18.0, 42.0, 24.4)","(41.0, 150.0, 123.5)","(1.65, 2.18, 2.09)"
09-01-2023 09:21:02.092076,"(12.0, 32.0, 21.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 49.25)","(3.0, 3.6, 3.5744897959183675)","(18.0, 42.0, 24.4)","(41.0, 150.0, 123.5)","(1.65, 2.18, 2.1123529411764705)"
09-01-2023 09:21:03.192493,"(12.0, 32.0, 21.0)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 49.25)","(3.0, 3.6, 3.5768518518518517)","(18.0, 42.0, 23.473684210526315)","(41.0, 150.0, 97.0)","(1.65, 2.18, 2.158571428571429)"
09-01-2023 09:21:04.330488,"(12.0, 32.0, 23.264705882352942)","(7.0, 8.6, 8.725000000000001)","(31.0, 55.0, 43.5)","(3.0, 3.6, 3.5768518518518517)","(18.0, 42.0, 24.615384615384617)","(41.0, 150.0, 97.0)","(1.65, 2.18, 2.1733333333333333)"
09-01-2023 09:21:05.547812,"(12.0, 30.0, 22.8125)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 43.5)","(3.0, 3.6, 3.5768518518518517)","(18.0, 40.0, 24.615384615384617)","(41.0, 150.0, 97.0)","(1.65, 2.18, 2.158181818181818)"
09-01-2023 09:21:06.745486,"(12.0, 30.0, 20.315789473684212)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 48.75)","(3.0, 3.6, 3.5358974358974358)","(18.0, 40.0, 25.357142857142858)","(41.0, 150.0, 97.0)","(1.65, 2.18, 2.1751020408163266)"
09-01-2023 09:21:07.862142,"(12.0, 30.0, 22.558823529411764)","(7.0, 8.8, 8.725000000000001)","(31.0, 55.0, 42.5)","(3.0, 3.6, 3.5396551724137932)","(18.0, 40.0, 25.357142857142858)","(41.0, 150.0, 97.0)","(1.65, 2.18, 2.1714285714285717)"
09-01-2023 09:21:09.212501,"(12.0, 30.0, 20.26923076923077)","(7.0, 8.8, 8.220689655172414)","(31.0, 55.0, 42.5)","(3.0, 3.6, 3.5)","(18.0, 40.0, 25.357142857142858)","(41.0, 150.0, 97.0)","(1.65, 2.18, 2.1714285714285717)"
09-01-2023 09:21:10.475354,"(12.0, 30.0, 20.26923076923077)","(7.0, 8.8, 8.281818181818181)","(31.0, 55.0, 42.5)","(3.0, 3.6, 3.5052631578947366)","(18.0, 40.0, 25.357142857142858)","(41.0, 150.0, 97.0)","(1.65, 2.18, 2.1714285714285717)"
09-01-2023 09:21:11.720122,"(12.0, 30.0, 19.846153846153847)","(7.0, 8.6, 8.314285714285713)","(31.0, 55.0, 51.285714285714285)","(3.0, 3.6, 3.5274193548387096)","(18.0, 40.0, 25.357142857142858)","(41.0, 150.0, 97.0)","(1.65, 2.18, 2.1714285714285717)"
09-01-2023 09:21:12.835096,"(12.0, 30.0, 18.541666666666668)","(7.0, 8.6, 8.314285714285713)","(31.0, 55.0, 50.666666666666664)","(3.0, 3.6, 3.556896551724138)","(18.0, 40.0, 27.72222222222222)","(41.0, 150.0, 97.0)","(1.65, 2.18, 2.1975000000000002)"
09-01-2023 09:21:13.940644,"(12.0, 30.0, 18.541666666666668)","(7.0, 8.6, 8.176923076923076)","(31.0, 55.0, 50.666666666666664)","(3.0, 3.6, 3.4681818181818183)","(18.0, 38.0, 27.72222222222222)","(41.0, 150.0, 97.0)","(1.65, 2.22, 2.188831168831169)"
09-01-2023 09:21:15.118421,"(12.0, 30.0, 18.095238095238095)","(7.0, 8.6, 8.176923076923076)","(31.0, 55.0, 50.666666666666664)","(3.0, 3.65, 3.4499999999999997)","(18.0, 38.0, 25.934782608695652)","(41.0, 150.0, 97.0)","(1.65, 2.22, 2.1485714285714286)"
09-01-2023 09:21:16.270650,"(12.0, 29.0, 23.25)","(7.0, 8.6, 8.294444444444444)","(31.0, 55.0, 50.666666666666664)","(3.0, 3.65, 3.5028301886792454)","(18.0, 38.0, 23.984848484848484)","(41.0, 150.0, 97.0)","(1.65, 2.22, 2.19875)"
09-01-2023 09:21:17.396099,"(13.0, 29.0, 24.576923076923077)","(6.5, 8.6, 8.294444444444444)","(31.0, 55.0, 50.666666666666664)","(3.0, 3.65, 3.551388888888889)","(18.0, 38.0, 25.785714285714285)","(41.0, 150.0, 97.0)","(1.65, 2.26, 2.1900000000000004)"
09-01-2023 09:21:18.473263,"(13.0, 29.0, 24.576923076923077)","(6.5, 8.6, 8.294444444444444)","(31.0, 55.0, 50.666666666666664)","(3.0, 3.6, 3.4833333333333334)","(18.0, 36.0, 21.0)","(41.0, 150.0, 123.5)","(1.65, 2.24, 2.2085714285714286)"
09-01-2023 09:21:19.544345,"(13.0, 29.0, 24.285714285714285)","(6.5, 8.6, 8.24516129032258)","(31.0, 55.0, 36.25)","(3.0, 3.65, 3.51)","(18.0, 36.0, 21.0)","(41.0, 150.0, 123.5)","(1.65, 2.24, 2.1917857142857144)"
09-01-2023 09:21:20.613934,"(13.0, 29.0, 24.285714285714285)","(6.5, 8.6, 8.24516129032258)","(31.0, 55.0, 36.25)","(3.0, 3.65, 3.522222222222222)","(18.0, 36.0, 21.0)","(41.0, 150.0, 123.5)","(1.65, 2.24, 2.1782857142857144)"
09-01-2023 09:21:21.714977,"(13.0, 28.0, 22.0)","(6.5, 8.6, 8.24516129032258)","(31.0, 55.0, 36.25)","(3.0, 3.6, 3.592857142857143)","(18.0, 36.0, 20.875)","(41.0, 150.0, 123.5)","(1.65, 2.24, 2.2062500000000003)"
09-01-2023 09:21:22.861850,"(13.0, 28.0, 21.2)","(6.5, 8.6, 8.24516129032258)","(31.0, 55.0, 36.25)","(3.0, 3.6, 3.5910714285714285)","(18.0, 34.0, 20.875)","(41.0, 150.0, 123.5)","(1.65, 2.24, 2.2288372093023257)"
09-01-2023 09:21:23.944604,"(13.0, 28.0, 20.455882352941178)","(6.5, 8.6, 8.24516129032258)","(31.0, 55.0, 36.25)","(3.0, 3.6, 3.5910714285714285)","(18.0, 34.0, 24.0)","(41.0, 150.0, 123.5)","(1.65, 2.24, 2.2446153846153845)"
09-01-2023 09:21:24.997618,"(13.0, 27.0, 23.8)","(6.5, 8.6, 8.24516129032258)","(31.0, 55.0, 36.25)","(3.0, 3.6, 3.4823529411764707)","(18.0, 32.0, 24.0)","(41.0, 150.0, 123.5)","(1.65, 2.26, 2.2218181818181817)"
09-01-2023 09:21:25.933229,"(13.0, 27.0, 23.8125)","(6.5, 8.6, 8.24516129032258)","(31.0, 55.0, 36.25)","(3.0, 3.7, 3.5)","(18.0, 32.0, 21.5)","(41.0, 150.0, 128.8)","(1.7, 2.26, 2.225)"
09-01-2023 09:21:26.990880,"(13.0, 27.0, 23.8125)","(6.5, 8.6, 8.24516129032258)","(31.0, 55.0, 42.5)","(3.0, 3.7, 3.5)","(18.0, 32.0, 24.0)","(41.0, 150.0, 128.8)","(1.7, 2.26, 2.225)"
