,Joyous Sensation,Princess Warrior,Bush Tiger,High Action,Trojan Package,Joey Mac,Coco Lilly,Fly Havoc
10-01-2023 15:09:23.892882,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 20.714285714285715)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:25.348091,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 20.714285714285715)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:26.661839,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 20.714285714285715)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:27.906698,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 20.714285714285715)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:29.289267,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 20.714285714285715)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:30.569640,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 20.714285714285715)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:31.856829,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:33.115597,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:34.375954,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:35.602636,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:36.868782,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:38.094194,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:39.309668,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:40.522512,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:41.688747,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:42.802542,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:43.920392,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:45.148925,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:46.240452,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:47.358260,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:48.463393,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:49.639827,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:50.943793,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 22.1875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:52.174082,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 21.875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:53.462346,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 21.875)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:54.724637,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 19.72222222222222)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:56.013977,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 19.72222222222222)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:57.189823,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 19.72222222222222)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:58.386163,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 19.72222222222222)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:09:59.673396,"(6.0, 10.0, 8.633333333333333)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.84)","(2.0, 2.18, 2.005)","(10.0, 30.0, 18.75)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:10:00.927344,"(6.0, 10.0, 8.0)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.7894736842105265)","(2.0, 2.18, 2.005)","(10.0, 30.0, 18.75)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:10:02.138472,"(6.0, 10.0, 8.0)","(81.0, 580.0, 522.7777777777778)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.7894736842105265)","(2.0, 2.18, 2.075)","(10.0, 30.0, 18.75)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:10:03.355541,"(6.0, 10.0, 8.0)","(81.0, 480.0, 438.5)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.7894736842105265)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.5)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:10:04.464709,"(6.0, 10.0, 8.371428571428572)","(81.0, 480.0, 438.5)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.536842105263158)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.5)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:10:05.569924,"(6.0, 10.0, 8.2)","(81.0, 480.0, 438.5)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.536842105263158)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.5)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:10:06.902282,"(6.0, 10.0, 8.2)","(81.0, 480.0, 438.5)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.705263157894737)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.5)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:10:08.029443,"(6.0, 10.0, 8.4625)","(81.0, 480.0, 438.5)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.705263157894737)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.5)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:10:09.132120,"(6.0, 10.0, 8.4625)","(81.0, 480.0, 438.5)","(7.5, 14.5, 8.757142857142856)","(4.2, 7.4, 4.705263157894737)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.5)","(13.0, 28.0, 17.666666666666668)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:10:10.334269,"(6.0, 10.0, 8.86)","(81.0, 480.0, 438.5)","(7.5, 14.5, 10.954545454545455)","(4.2, 7.4, 4.536842105263158)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.5)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 15.61111111111111)"
10-01-2023 15:10:11.389920,"(6.0, 10.0, 8.285714285714285)","(81.0, 480.0, 438.5)","(7.5, 14.5, 10.954545454545455)","(4.2, 7.4, 4.536842105263158)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.5)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 17.576923076923077)"
10-01-2023 15:10:12.510730,"(6.0, 10.0, 8.1)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.7894736842105265)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.916666666666668)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:13.696821,"(6.0, 10.0, 8.4625)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.7894736842105265)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.916666666666668)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:14.876104,"(6.0, 10.0, 8.86)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 4.7894736842105265)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.916666666666668)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:15.967101,"(6.0, 10.0, 9.185714285714285)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.0)","(2.0, 2.18, 2.075)","(10.0, 30.0, 19.6875)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:17.044843,"(6.0, 10.0, 9.185714285714285)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.727272727272727)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:18.241283,"(6.0, 10.0, 9.185714285714285)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.727272727272727)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:19.385625,"(6.0, 10.0, 9.185714285714285)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.727272727272727)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:20.547027,"(6.0, 10.0, 8.3)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 22.727272727272727)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:21.749067,"(6.0, 10.0, 8.3)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 20.625)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:22.863789,"(6.0, 10.0, 8.3)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 23.18181818181818)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:24.071884,"(6.0, 10.0, 8.4625)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 23.18181818181818)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:25.343696,"(6.0, 10.0, 8.4625)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 23.18181818181818)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:28.002623,"(6.0, 10.0, 8.1)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 23.18181818181818)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:29.492695,"(6.0, 10.0, 8.1)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 23.18181818181818)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:31.005573,"(6.0, 10.0, 8.86)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 23.18181818181818)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:32.467648,"(6.0, 10.0, 8.4625)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 23.18181818181818)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:33.736489,"(6.0, 10.0, 8.4625)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 23.18181818181818)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:34.925379,"(6.0, 10.0, 8.4625)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 23.18181818181818)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:36.366467,"(6.0, 10.0, 8.86)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 23.18181818181818)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:37.702794,"(6.0, 10.0, 8.86)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 23.18181818181818)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:39.007508,"(6.0, 10.0, 8.4625)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 23.18181818181818)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:40.283079,"(6.0, 10.0, 8.3)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 23.18181818181818)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:41.454999,"(6.0, 10.0, 8.3)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 23.636363636363637)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:42.614225,"(6.0, 10.0, 8.4625)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 25.333333333333336)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:43.748506,"(6.0, 10.0, 8.86)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 25.333333333333336)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:44.954072,"(6.0, 10.0, 8.2)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 25.333333333333336)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:46.186374,"(6.0, 10.0, 8.1)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 25.333333333333336)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:47.407895,"(6.0, 10.0, 8.457142857142857)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 25.333333333333336)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:48.657048,"(6.0, 10.0, 8.3)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 25.333333333333336)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:49.957213,"(6.0, 10.0, 8.3)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 25.333333333333336)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:51.154934,"(6.0, 10.0, 8.4625)","(81.0, 480.0, 438.5)","(7.5, 14.5, 9.475)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.075)","(10.0, 30.0, 25.333333333333336)","(13.0, 28.0, 15.11111111111111)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:52.379933,"(6.0, 10.0, 8.86)","(81.0, 480.0, 438.5)","(7.5, 14.5, 11.15)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.16)","(10.0, 30.0, 23.636363636363637)","(13.0, 28.0, 15.916666666666666)","(11.0, 22.0, 14.142857142857142)"
10-01-2023 15:10:53.583322,"(6.0, 10.0, 8.2)","(81.0, 480.0, 410.83333333333337)","(7.5, 14.5, 11.15)","(4.2, 7.4, 5.290909090909091)","(2.0, 2.18, 2.08)","(10.0, 30.0, 23.636363636363637)","(13.0, 28.0, 15.916666666666666)","(11.0, 22.0, 14.142857142857142)"
