,Titan Of Choice,Lidder Valley,Im Divine,Journey To Petra,Panama Papers,Champinsky,Fortune Follows
08-01-2023 15:28:43.741402,"(3.8, 4.4, 4.1525)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.8)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 15.0, 13.75)"
08-01-2023 15:28:44.648637,"(3.8, 4.4, 4.1525)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.383783783783784)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 15.0, 13.75)"
08-01-2023 15:28:45.560656,"(3.8, 4.4, 4.1525)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.6)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 15.0, 13.9)"
08-01-2023 15:28:46.436224,"(3.8, 4.4, 4.1525)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.742857142857144)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 14.5, 13.9)"
08-01-2023 15:28:47.312439,"(3.8, 4.4, 4.1525)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.742857142857144)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 14.5, 13.9)"
08-01-2023 15:28:48.195202,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.742857142857144)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 14.5, 13.9)"
08-01-2023 15:28:49.103219,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.742857142857144)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 14.5, 13.9)"
08-01-2023 15:28:49.991479,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.742857142857144)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 14.5, 13.9)"
08-01-2023 15:28:50.898480,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.742857142857144)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 14.5, 13.9)"
08-01-2023 15:28:51.788921,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.742857142857144)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 14.5, 13.6)"
08-01-2023 15:28:52.668805,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.781818181818181)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 14.0, 13.6)"
08-01-2023 15:28:53.562398,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.369230769230768)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 14.0, 13.6)"
08-01-2023 15:28:54.460792,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.369230769230768)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 14.0, 13.6)"
08-01-2023 15:28:55.359962,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.369230769230768)","(51.0, 120.0, 107.5)","(26.0, 70.0, 63.666666666666664)","(10.0, 14.0, 13.6)"
08-01-2023 15:28:56.222400,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.369230769230768)","(51.0, 120.0, 107.5)","(26.0, 70.0, 63.666666666666664)","(10.0, 14.0, 13.6)"
08-01-2023 15:28:57.138064,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.369230769230768)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 14.0, 13.6)"
08-01-2023 15:28:58.045069,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.457142857142857)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 14.0, 13.75)"
08-01-2023 15:28:58.937415,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.6)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 15.0, 13.75)"
08-01-2023 15:28:59.818972,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.6)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 15.0, 13.75)"
08-01-2023 15:29:00.727437,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.6)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 63.666666666666664)","(10.0, 15.0, 13.75)"
08-01-2023 15:29:01.620970,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.899999999999999)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 61.230769230769226)","(10.0, 15.0, 13.75)"
08-01-2023 15:29:02.521310,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.899999999999999)","(51.0, 120.0, 103.33333333333333)","(26.0, 70.0, 58.0)","(10.0, 15.0, 13.75)"
08-01-2023 15:29:03.419358,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.899999999999999)","(51.0, 120.0, 103.33333333333333)","(26.0, 65.0, 60.57142857142857)","(10.0, 15.0, 13.75)"
08-01-2023 15:29:04.305584,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.899999999999999)","(51.0, 120.0, 103.33333333333333)","(26.0, 65.0, 57.75)","(10.0, 15.0, 13.75)"
08-01-2023 15:29:05.191667,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.899999999999999)","(51.0, 120.0, 103.33333333333333)","(26.0, 65.0, 60.85714285714286)","(10.0, 15.0, 13.75)"
08-01-2023 15:29:06.098404,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.899999999999999)","(51.0, 120.0, 103.33333333333333)","(26.0, 65.0, 60.85714285714286)","(10.0, 15.0, 13.9)"
08-01-2023 15:29:06.999291,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 8.899999999999999)","(51.0, 120.0, 103.33333333333333)","(26.0, 65.0, 60.85714285714286)","(10.0, 14.5, 13.9)"
08-01-2023 15:29:07.922362,"(3.8, 4.4, 4.175)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 60.0, 52.0)","(10.0, 14.5, 13.5625)"
08-01-2023 15:29:08.798223,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 60.0, 52.0)","(10.0, 14.5, 13.5625)"
08-01-2023 15:29:09.691122,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 60.0, 50.25)","(10.0, 14.5, 13.5625)"
08-01-2023 15:29:10.588183,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 55.0, 50.25)","(10.0, 14.5, 13.5625)"
08-01-2023 15:29:11.476586,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 55.0, 50.25)","(10.0, 14.5, 13.5625)"
08-01-2023 15:29:12.372956,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 41.6)","(10.0, 14.5, 13.5625)"
08-01-2023 15:29:13.250838,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 41.6)","(10.0, 14.5, 13.5625)"
08-01-2023 15:29:14.136939,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.5, 13.5625)"
08-01-2023 15:29:15.045408,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.5, 13.6)"
08-01-2023 15:29:15.933714,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.0, 13.6)"
08-01-2023 15:29:16.833779,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.0, 13.6)"
08-01-2023 15:29:17.727713,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.0, 13.6)"
08-01-2023 15:29:18.623895,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.141666666666667)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.0, 13.6)"
08-01-2023 15:29:19.494098,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.0, 13.6)"
08-01-2023 15:29:20.418091,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.0, 13.6)"
08-01-2023 15:29:21.303446,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.0, 13.6)"
08-01-2023 15:29:22.203905,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.0, 13.6)"
08-01-2023 15:29:23.093085,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.0, 13.6)"
08-01-2023 15:29:23.968828,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.5, 13.75)"
08-01-2023 15:29:24.869373,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.5, 13.75)"
08-01-2023 15:29:25.763667,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.5, 14.125)"
08-01-2023 15:29:26.654128,"(3.8, 4.3, 4.257142857142857)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.5, 14.3125)"
08-01-2023 15:29:27.538203,"(3.8, 4.3, 4.24)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.155555555555555)","(51.0, 120.0, 105.0)","(26.0, 50.0, 39.5)","(10.0, 14.5, 14.3125)"
08-01-2023 15:29:28.473663,"(3.8, 4.3, 4.24)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.120000000000001)","(51.0, 120.0, 105.0)","(26.0, 50.0, 37.42857142857143)","(10.0, 14.5, 14.3125)"
08-01-2023 15:29:29.354809,"(3.8, 4.3, 4.24)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.120000000000001)","(51.0, 120.0, 105.0)","(26.0, 46.0, 37.42857142857143)","(10.0, 14.5, 14.3125)"
08-01-2023 15:29:30.242709,"(3.8, 4.3, 4.24)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.120000000000001)","(51.0, 120.0, 105.0)","(26.0, 44.0, 40.666666666666664)","(10.0, 14.5, 14.3125)"
08-01-2023 15:29:31.141575,"(3.8, 4.3, 4.24)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.06)","(6.0, 9.6, 9.120000000000001)","(51.0, 120.0, 105.0)","(26.0, 44.0, 40.666666666666664)","(10.0, 14.5, 13.777777777777779)"
08-01-2023 15:29:32.044239,"(3.8, 4.3, 4.24)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.069767441860465)","(6.0, 9.6, 9.120000000000001)","(51.0, 120.0, 105.0)","(26.0, 44.0, 39.5)","(10.0, 14.0, 13.777777777777779)"
08-01-2023 15:29:32.943293,"(3.8, 4.3, 4.24)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.069767441860465)","(6.0, 9.6, 9.458823529411765)","(51.0, 120.0, 105.0)","(26.0, 44.0, 39.5)","(10.0, 14.0, 13.777777777777779)"
08-01-2023 15:29:33.845882,"(3.8, 4.3, 4.24)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.069767441860465)","(6.0, 9.6, 9.473684210526315)","(51.0, 120.0, 105.0)","(26.0, 44.0, 35.0)","(10.0, 14.0, 13.777777777777779)"
08-01-2023 15:29:34.727156,"(3.8, 4.3, 4.24)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.069767441860465)","(6.0, 9.6, 9.473684210526315)","(51.0, 120.0, 105.0)","(26.0, 44.0, 35.0)","(10.0, 14.0, 13.777777777777779)"
08-01-2023 15:29:35.630813,"(3.8, 4.3, 4.24)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.069767441860465)","(6.0, 9.6, 9.473684210526315)","(51.0, 120.0, 105.0)","(26.0, 44.0, 35.0)","(10.0, 14.0, 13.777777777777779)"
08-01-2023 15:29:36.534288,"(3.8, 4.3, 4.24)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.069767441860465)","(6.0, 9.6, 9.473684210526315)","(51.0, 120.0, 105.0)","(26.0, 44.0, 35.0)","(10.0, 14.0, 13.777777777777779)"
08-01-2023 15:29:37.423888,"(3.8, 4.3, 4.24)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.069767441860465)","(6.0, 9.6, 9.473684210526315)","(51.0, 120.0, 105.0)","(26.0, 44.0, 35.0)","(10.0, 14.0, 13.777777777777779)"
08-01-2023 15:29:38.319915,"(3.8, 4.3, 4.24)","(3.3, 4.3, 4.144117647058823)","(2.6, 3.2, 3.069767441860465)","(6.0, 9.6, 9.473684210526315)","(51.0, 120.0, 105.0)","(26.0, 44.0, 39.5)","(10.0, 14.0, 13.777777777777779)"
08-01-2023 15:29:39.223576,"(3.8, 4.2, 4.184615384615385)","(3.3, 4.3, 4.154794520547945)","(2.6, 3.2, 3.109677419354839)","(6.0, 9.6, 9.488372093023255)","(51.0, 120.0, 105.0)","(26.0, 44.0, 39.5)","(10.0, 14.0, 13.846153846153847)"
08-01-2023 15:29:40.099606,"(3.8, 4.4, 4.294736842105263)","(3.3, 4.5, 4.363636363636363)","(2.6, 3.15, 3.1016129032258064)","(6.0, 9.8, 9.662068965517243)","(51.0, 120.0, 111.42857142857143)","(26.0, 46.0, 37.42857142857143)","(10.0, 14.0, 13.846153846153847)"
08-01-2023 15:29:41.012001,"(3.8, 4.4, 4.20952380952381)","(3.3, 4.5, 4.458333333333333)","(2.6, 3.1, 3.077777777777778)","(6.0, 9.8, 9.355555555555556)","(51.0, 120.0, 108.0)","(26.0, 46.0, 38.857142857142854)","(10.0, 14.0, 13.846153846153847)"
08-01-2023 15:29:41.923945,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.8304347826086955)","(2.6, 3.1, 3.066666666666667)","(6.0, 9.8, 9.415384615384616)","(51.0, 120.0, 108.0)","(26.0, 46.0, 38.857142857142854)","(10.0, 14.0, 13.61111111111111)"
08-01-2023 15:29:42.844086,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 3.066666666666667)","(6.0, 9.8, 9.415384615384616)","(51.0, 120.0, 108.0)","(26.0, 46.0, 38.857142857142854)","(10.0, 14.0, 13.61111111111111)"
08-01-2023 15:29:43.741738,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 3.066666666666667)","(6.0, 9.8, 9.415384615384616)","(51.0, 120.0, 108.0)","(26.0, 46.0, 38.857142857142854)","(10.0, 14.0, 13.61111111111111)"
08-01-2023 15:29:44.623550,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 3.066666666666667)","(6.0, 9.8, 9.415384615384616)","(51.0, 120.0, 108.0)","(26.0, 46.0, 38.857142857142854)","(10.0, 14.0, 13.596153846153847)"
08-01-2023 15:29:45.535830,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.993333333333333)","(6.0, 9.8, 9.415384615384616)","(51.0, 120.0, 108.0)","(26.0, 46.0, 38.857142857142854)","(10.0, 14.0, 13.596153846153847)"
08-01-2023 15:29:46.426825,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9699999999999998)","(6.0, 9.8, 9.415384615384616)","(51.0, 120.0, 108.0)","(26.0, 46.0, 38.857142857142854)","(10.0, 14.0, 12.833333333333334)"
08-01-2023 15:29:47.328208,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.175)","(51.0, 120.0, 93.33333333333333)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.375)"
08-01-2023 15:29:48.218518,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.175)","(51.0, 120.0, 90.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.375)"
08-01-2023 15:29:49.125393,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.175)","(51.0, 120.0, 90.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.375)"
08-01-2023 15:29:50.008870,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.175)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.375)"
08-01-2023 15:29:50.933187,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.133333333333333)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.375)"
08-01-2023 15:29:51.817470,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.3)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.375)"
08-01-2023 15:29:52.710606,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.3)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.3)"
08-01-2023 15:29:53.607665,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.3)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.3)"
08-01-2023 15:29:54.527420,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.3)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.3)"
08-01-2023 15:29:55.427548,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.3)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.3)"
08-01-2023 15:29:56.354927,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.3)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.3)"
08-01-2023 15:29:57.225260,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.3)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.3)"
08-01-2023 15:29:58.104934,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.3)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.3)"
08-01-2023 15:29:58.987948,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.3)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.3)"
08-01-2023 15:29:59.896977,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.3)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.125)"
08-01-2023 15:30:00.797152,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.3)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.125)"
08-01-2023 15:30:01.686534,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.3)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.125)"
08-01-2023 15:30:02.583844,"(3.8, 4.4, 4.188235294117647)","(3.3, 4.9, 4.7894736842105265)","(2.6, 3.1, 2.9905263157894737)","(6.0, 9.8, 9.3)","(51.0, 120.0, 96.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.125)"
08-01-2023 15:30:03.471316,"(3.8, 4.4, 4.188235294117647)","(3.3, 5.0, 4.866666666666666)","(2.6, 3.1, 2.9699999999999998)","(6.0, 9.6, 9.381818181818181)","(51.0, 120.0, 100.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.125)"
08-01-2023 15:30:04.396012,"(3.8, 4.4, 4.188235294117647)","(3.3, 5.0, 4.866666666666666)","(2.6, 3.1, 3.0611940298507463)","(6.0, 9.6, 9.1)","(51.0, 120.0, 100.0)","(26.0, 46.0, 38.72727272727273)","(10.0, 14.0, 13.125)"
08-01-2023 15:30:05.296614,"(3.8, 4.4, 4.188235294117647)","(3.3, 5.0, 4.866666666666666)","(2.6, 3.05, 3.047272727272727)","(6.0, 9.6, 9.1)","(51.0, 120.0, 100.0)","(26.0, 46.0, 38.0)","(10.0, 14.0, 13.066666666666666)"
08-01-2023 15:30:06.176721,"(3.8, 4.4, 4.181521739130434)","(3.3, 4.7, 4.6571428571428575)","(2.6, 3.1, 3.004)","(6.0, 9.6, 9.1)","(51.0, 110.0, 100.0)","(26.0, 46.0, 38.0)","(10.0, 14.0, 13.066666666666666)"
08-01-2023 15:30:07.068934,"(3.8, 4.4, 4.181521739130434)","(3.3, 4.7, 4.6571428571428575)","(2.6, 3.1, 3.004)","(6.0, 9.6, 9.1)","(51.0, 110.0, 100.0)","(26.0, 46.0, 38.0)","(10.0, 14.0, 13.066666666666666)"
08-01-2023 15:30:08.002389,"(3.8, 4.4, 4.181521739130434)","(3.3, 4.7, 4.6571428571428575)","(2.6, 3.1, 3.004)","(6.0, 9.6, 9.1)","(51.0, 110.0, 100.0)","(26.0, 46.0, 38.0)","(10.0, 14.0, 13.066666666666666)"
