,Titan Of Choice,Lidder Valley,Im Divine,Journey To Petra,Panama Papers,Champinsky,Fortune Follows
08-01-2023 15:21:12.349673,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.5, 9.45)","(51.0, 160.0, 128.0)","(26.0, 60.0, 51.27272727272727)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:13.228682,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.0, 9.6)","(51.0, 160.0, 128.0)","(26.0, 60.0, 51.27272727272727)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:14.132390,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.0, 9.6)","(51.0, 150.0, 122.0)","(26.0, 55.0, 49.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:15.140850,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.0, 9.6)","(51.0, 150.0, 122.0)","(26.0, 55.0, 49.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:16.082932,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.0, 9.6)","(51.0, 150.0, 122.0)","(26.0, 55.0, 49.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:17.014674,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.0, 9.6)","(51.0, 150.0, 122.0)","(26.0, 55.0, 49.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:17.927909,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.0, 9.6)","(51.0, 150.0, 122.0)","(26.0, 55.0, 49.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:18.884078,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.0, 9.6)","(51.0, 150.0, 122.0)","(26.0, 55.0, 49.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:19.847050,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.0, 9.6)","(51.0, 150.0, 116.0)","(26.0, 55.0, 45.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:20.763331,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 50.0, 45.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:21.652788,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 50.0, 45.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:22.583632,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 50.0, 45.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:23.546405,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 50.0, 45.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:24.483965,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 50.0, 45.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:25.443050,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.3130434782608695)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 50.0, 45.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:26.340376,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.045)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 50.0, 45.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:27.286859,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.0675)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 50.0, 45.6)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:28.265093,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.45, 3.18)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 50.0, 44.5)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:29.194470,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.3022222222222224)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 50.0, 44.5)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:30.100102,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.274285714285714)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 50.0, 41.333333333333336)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:31.053271,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.274285714285714)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 48.0, 41.333333333333336)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:31.944220,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.274285714285714)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 48.0, 41.333333333333336)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:32.934248,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.274285714285714)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 48.0, 41.333333333333336)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:33.878389,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.274285714285714)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 48.0, 41.333333333333336)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:34.771815,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.274285714285714)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 48.0, 41.333333333333336)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:35.682917,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.274285714285714)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 48.0, 41.333333333333336)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:36.687893,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.274285714285714)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 48.0, 41.333333333333336)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:37.639093,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.21)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 48.0, 41.333333333333336)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:38.534060,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.21)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 48.0, 41.333333333333336)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:39.428561,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.21)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 48.0, 41.333333333333336)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:40.377926,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.21)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 48.0, 41.333333333333336)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:41.345115,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.21)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 40.85714285714286)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:42.250856,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.21)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 40.85714285714286)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:43.139250,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.21)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 40.85714285714286)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:44.080295,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.21)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 40.85714285714286)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:45.052789,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.21)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 39.25)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:46.024094,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.037272727272727)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 39.25)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:46.953426,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.0675)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 39.25)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:47.850714,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.0675)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 39.25)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:48.821767,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.0675)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 39.25)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:49.741043,"(3.9, 4.4, 4.125880281690141)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.0675)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 39.25)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:50.683323,"(3.9, 4.4, 4.136993243243244)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.0675)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 39.25)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:51.608937,"(3.9, 4.4, 4.136993243243244)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.0675)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 39.25)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:52.521845,"(3.9, 4.4, 4.136993243243244)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.0675)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 39.25)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:53.443278,"(3.9, 4.4, 4.136993243243244)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.0675)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 39.25)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:54.446327,"(3.9, 4.4, 4.136993243243244)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.0675)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 39.25)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:55.367945,"(3.9, 4.4, 4.136993243243244)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.0675)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 39.25)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:56.261213,"(3.9, 4.4, 4.136993243243244)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.0675)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 46.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:57.208489,"(3.9, 4.4, 4.136993243243244)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.4, 3.0675)","(6.0, 10.0, 9.6)","(51.0, 140.0, 116.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:58.181993,"(3.9, 4.3, 4.278625954198473)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.35, 3.11875)","(6.0, 10.5, 9.45)","(51.0, 140.0, 116.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:21:59.124971,"(3.9, 4.3, 4.278625954198473)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.35, 3.11875)","(6.0, 10.5, 9.45)","(51.0, 140.0, 116.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:00.043070,"(3.9, 4.3, 4.278625954198473)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.35, 3.1818181818181817)","(6.0, 10.5, 9.45)","(51.0, 140.0, 116.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:00.942452,"(3.9, 4.3, 4.278625954198473)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.35, 3.1818181818181817)","(6.0, 10.5, 9.45)","(51.0, 140.0, 116.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:01.883703,"(3.9, 4.3, 4.278625954198473)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.35, 3.1818181818181817)","(6.0, 10.5, 9.45)","(51.0, 190.0, 127.14285714285714)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:02.870325,"(3.9, 4.3, 4.278625954198473)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.35, 3.1818181818181817)","(6.0, 10.5, 9.04)","(51.0, 190.0, 127.14285714285714)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:03.770759,"(3.9, 4.3, 4.278625954198473)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.35, 3.1818181818181817)","(6.0, 10.0, 9.04)","(51.0, 190.0, 127.14285714285714)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:04.689464,"(3.9, 4.3, 4.278625954198473)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.35, 3.1818181818181817)","(6.0, 10.0, 9.04)","(51.0, 190.0, 127.14285714285714)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:05.637576,"(3.9, 4.3, 4.278625954198473)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.35, 3.1818181818181817)","(6.0, 10.0, 9.04)","(51.0, 190.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:06.588807,"(3.9, 4.3, 4.278625954198473)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.35, 3.0163934426229506)","(6.0, 10.0, 9.04)","(51.0, 180.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:07.520464,"(3.9, 4.3, 4.278625954198473)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.35, 3.0163934426229506)","(6.0, 10.0, 9.04)","(51.0, 180.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:08.450281,"(3.9, 4.3, 4.278625954198473)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 10.0, 9.04)","(51.0, 180.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:09.386977,"(3.9, 4.3, 4.278625954198473)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 10.0, 9.04)","(51.0, 180.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:10.307301,"(3.9, 4.3, 4.278625954198473)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 10.0, 9.04)","(51.0, 180.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:11.260503,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 10.0, 9.04)","(51.0, 180.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:12.193707,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 10.0, 9.04)","(51.0, 180.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:13.124864,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 10.0, 9.04)","(51.0, 180.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:14.048463,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 10.0, 9.04)","(51.0, 180.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:15.000045,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 10.0, 9.04)","(51.0, 180.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:15.942787,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 10.0, 9.04)","(51.0, 180.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:16.866242,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 10.0, 9.04)","(51.0, 180.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:17.760136,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 10.0, 9.04)","(51.0, 180.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:18.687162,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 10.0, 9.04)","(51.0, 180.0, 140.0)","(26.0, 44.0, 41.33333333333333)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:19.628948,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 9.8, 8.92)","(51.0, 170.0, 134.0)","(26.0, 42.0, 38.0)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:20.558793,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 9.8, 8.92)","(51.0, 170.0, 134.0)","(26.0, 42.0, 38.0)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:21.529425,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 9.8, 8.92)","(51.0, 170.0, 134.0)","(26.0, 42.0, 38.0)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:22.451891,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 9.8, 8.92)","(51.0, 170.0, 134.0)","(26.0, 42.0, 38.0)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:23.364351,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 9.8, 8.92)","(51.0, 170.0, 134.0)","(26.0, 42.0, 38.0)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:24.356286,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 9.8, 8.92)","(51.0, 170.0, 134.0)","(26.0, 42.0, 38.0)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:25.287614,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 9.8, 8.92)","(51.0, 170.0, 134.0)","(26.0, 42.0, 38.0)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:26.185774,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 9.8, 8.92)","(51.0, 170.0, 134.0)","(26.0, 42.0, 38.0)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:27.090549,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 9.8, 8.92)","(51.0, 160.0, 128.0)","(26.0, 40.0, 36.57142857142857)","(10.0, 19.0, 16.5)"
08-01-2023 15:22:28.020574,"(3.9, 4.3, 4.166666666666667)","(3.2, 4.1, 4.082142857142856)","(2.6, 3.3, 3.1)","(6.0, 9.8, 8.92)","(51.0, 160.0, 128.0)","(26.0, 40.0, 36.57142857142857)","(10.0, 19.0, 16.5)"
