,Bull Dimple Rum,Bullet Hero,Kobestar,Midnight Rambler,Scenic Rim,Hyde,Gunmetal Girl,Sumnamilla,Shadie Milly
07-01-2023 15:24:48.054691,"(21.0, 28.0, 26.166666666666668)","(31.0, 85.0, 80.0)","(10.0, 12.5, 12.145833333333334)","(2.6, 2.86, 2.8528)","(21.0, 30.0, 27.75)","(2.6, 3.2, 3.1528)","(13.0, 16.0, 15.722222222222221)","(7.5, 11.5, 11.017241379310345)","(91.0, 200.0, 173.33333333333334)"
07-01-2023 15:24:49.278541,"(21.0, 28.0, 26.166666666666668)","(31.0, 85.0, 80.0)","(10.0, 12.5, 12.145833333333334)","(2.6, 2.86, 2.8528)","(21.0, 30.0, 27.75)","(2.6, 3.2, 3.1578947368421053)","(13.0, 16.0, 15.722222222222221)","(7.5, 11.5, 11.088235294117647)","(91.0, 200.0, 173.33333333333334)"
07-01-2023 15:24:50.429256,"(21.0, 28.0, 26.4)","(31.0, 85.0, 76.25)","(10.0, 12.5, 12.14)","(2.6, 2.86, 2.848)","(21.0, 30.0, 27.75)","(2.6, 3.2, 3.1616)","(13.0, 16.0, 15.722222222222221)","(7.5, 11.5, 11.088235294117647)","(91.0, 200.0, 173.33333333333334)"
07-01-2023 15:24:51.603256,"(21.0, 28.0, 26.4)","(31.0, 85.0, 76.25)","(10.0, 12.5, 12.14)","(2.6, 2.86, 2.848)","(21.0, 30.0, 27.75)","(2.6, 3.2, 3.1616)","(13.0, 16.0, 15.666666666666666)","(7.5, 11.5, 11.088235294117647)","(91.0, 200.0, 173.33333333333334)"
07-01-2023 15:24:52.756695,"(21.0, 28.0, 26.285714285714285)","(31.0, 85.0, 78.0)","(10.0, 12.5, 12.338461538461539)","(2.6, 2.86, 2.848)","(21.0, 30.0, 28.125)","(2.6, 3.2, 3.1616)","(13.0, 16.0, 15.481481481481481)","(7.5, 11.5, 11.0625)","(91.0, 200.0, 173.33333333333334)"
07-01-2023 15:24:53.938312,"(21.0, 28.0, 26.142857142857142)","(31.0, 85.0, 78.0)","(10.0, 12.5, 12.338461538461539)","(2.6, 2.86, 2.848)","(21.0, 30.0, 28.714285714285715)","(2.6, 3.2, 3.1616)","(13.0, 16.0, 15.481481481481481)","(7.5, 11.5, 11.0)","(91.0, 200.0, 173.33333333333334)"
07-01-2023 15:24:55.074061,"(21.0, 28.0, 26.142857142857142)","(31.0, 85.0, 78.0)","(10.0, 12.5, 12.338461538461539)","(2.6, 2.86, 2.848)","(21.0, 30.0, 28.714285714285715)","(2.6, 3.2, 3.1616)","(13.0, 16.0, 15.3)","(7.5, 11.5, 11.071428571428571)","(91.0, 200.0, 185.45454545454544)"
07-01-2023 15:24:56.275239,"(21.0, 28.0, 26.142857142857142)","(31.0, 85.0, 68.66666666666667)","(10.0, 12.5, 12.338461538461539)","(2.6, 2.86, 2.848)","(21.0, 30.0, 28.714285714285715)","(2.6, 3.2, 3.1616)","(13.0, 16.0, 15.3)","(7.5, 11.5, 11.071428571428571)","(91.0, 200.0, 185.45454545454544)"
07-01-2023 15:24:57.480865,"(21.0, 28.0, 26.142857142857142)","(31.0, 85.0, 68.66666666666667)","(10.0, 12.5, 12.338461538461539)","(2.6, 2.86, 2.848)","(21.0, 30.0, 28.714285714285715)","(2.6, 3.2, 3.1616)","(13.0, 16.0, 15.3)","(7.5, 11.5, 11.071428571428571)","(91.0, 200.0, 185.45454545454544)"
07-01-2023 15:24:58.676143,"(21.0, 28.0, 26.142857142857142)","(31.0, 85.0, 68.66666666666667)","(10.0, 12.5, 12.338461538461539)","(2.6, 2.86, 2.83953488372093)","(21.0, 30.0, 28.714285714285715)","(2.6, 3.2, 3.166896551724138)","(13.0, 16.0, 16.142857142857142)","(7.5, 11.5, 11.071428571428571)","(91.0, 200.0, 185.45454545454544)"
07-01-2023 15:24:59.855840,"(21.0, 28.0, 26.142857142857142)","(31.0, 85.0, 68.66666666666667)","(10.0, 12.5, 12.338461538461539)","(2.6, 2.86, 2.83953488372093)","(21.0, 30.0, 28.714285714285715)","(2.6, 3.2, 3.1659574468085108)","(13.0, 16.5, 16.055555555555557)","(7.5, 11.5, 11.071428571428571)","(91.0, 200.0, 185.45454545454544)"
07-01-2023 15:25:01.027859,"(21.0, 28.0, 26.78125)","(31.0, 85.0, 68.66666666666667)","(10.0, 12.5, 12.338461538461539)","(2.6, 2.86, 2.83953488372093)","(21.0, 30.0, 28.5)","(2.6, 3.2, 3.1659574468085108)","(13.0, 16.5, 16.055555555555557)","(7.5, 11.5, 11.0)","(91.0, 200.0, 184.0)"
07-01-2023 15:25:02.187316,"(21.0, 28.0, 26.78125)","(31.0, 85.0, 68.66666666666667)","(10.0, 12.5, 12.338461538461539)","(2.6, 2.86, 2.8396078431372547)","(21.0, 30.0, 28.5)","(2.6, 3.2, 3.1659574468085108)","(13.0, 16.5, 16.055555555555557)","(7.5, 11.5, 11.0)","(91.0, 200.0, 184.0)"
07-01-2023 15:25:03.367000,"(21.0, 28.0, 26.9)","(31.0, 85.0, 68.66666666666667)","(10.0, 12.5, 12.338461538461539)","(2.6, 2.86, 2.849411764705882)","(21.0, 30.0, 28.5)","(2.6, 3.2, 3.1784883720930233)","(13.0, 16.5, 14.75)","(7.5, 11.5, 10.85897435897436)","(91.0, 200.0, 172.5)"
07-01-2023 15:25:04.529407,"(21.0, 28.0, 26.764705882352942)","(31.0, 80.0, 74.375)","(10.0, 12.0, 11.97)","(2.6, 2.88, 2.8284033613445376)","(21.0, 30.0, 28.5)","(2.6, 3.25, 3.205109489051095)","(13.0, 15.0, 14.682926829268293)","(7.5, 11.5, 10.85897435897436)","(91.0, 190.0, 174.0)"
07-01-2023 15:25:05.700118,"(21.0, 28.0, 26.764705882352942)","(31.0, 80.0, 61.25)","(10.0, 12.0, 11.951923076923077)","(2.6, 2.86, 2.8284033613445376)","(21.0, 30.0, 28.5)","(2.6, 3.25, 3.206730769230769)","(13.0, 15.0, 14.682926829268293)","(8.0, 11.5, 10.918604651162791)","(91.0, 190.0, 170.0)"
07-01-2023 15:25:06.820130,"(21.0, 28.0, 26.304347826086957)","(31.0, 80.0, 61.25)","(10.0, 12.0, 11.951923076923077)","(2.6, 2.86, 2.8284033613445376)","(21.0, 30.0, 28.5)","(2.6, 3.25, 3.2071428571428573)","(13.0, 15.0, 14.69047619047619)","(8.0, 11.5, 10.918604651162791)","(91.0, 180.0, 165.0)"
07-01-2023 15:25:07.965859,"(21.0, 28.0, 26.304347826086957)","(31.0, 80.0, 61.25)","(10.0, 12.0, 11.951923076923077)","(2.6, 2.86, 2.8284033613445376)","(21.0, 30.0, 28.5)","(2.6, 3.25, 3.2071428571428573)","(13.0, 15.0, 14.63888888888889)","(8.0, 11.5, 11.0)","(91.0, 180.0, 170.0)"
07-01-2023 15:25:09.033347,"(21.0, 28.0, 26.304347826086957)","(41.0, 80.0, 61.25)","(10.0, 12.0, 11.951923076923077)","(2.5, 2.86, 2.8284033613445376)","(21.0, 30.0, 28.941176470588236)","(2.6, 3.25, 3.2071428571428573)","(13.0, 15.0, 14.63888888888889)","(8.0, 11.5, 11.071428571428571)","(101.0, 180.0, 145.71428571428572)"
07-01-2023 15:25:10.530749,"(21.0, 28.0, 27.38095238095238)","(41.0, 80.0, 61.25)","(10.0, 12.0, 11.951923076923077)","(2.5, 2.82, 2.8097931034482757)","(21.0, 30.0, 28.941176470588236)","(2.6, 3.25, 3.2086206896551728)","(13.0, 15.0, 14.69047619047619)","(8.0, 11.5, 11.0)","(101.0, 180.0, 158.1818181818182)"
07-01-2023 15:25:12.013210,"(21.0, 28.0, 27.38095238095238)","(31.0, 80.0, 58.125)","(10.0, 12.0, 11.951923076923077)","(2.5, 2.82, 2.8084374999999997)","(21.0, 30.0, 28.941176470588236)","(2.6, 3.25, 3.2086206896551728)","(13.0, 15.0, 15.125)","(8.0, 11.5, 10.82258064516129)","(101.0, 180.0, 127.14285714285714)"
07-01-2023 15:25:13.397193,"(21.0, 28.0, 27.38095238095238)","(31.0, 80.0, 58.125)","(10.0, 12.0, 11.935897435897436)","(2.5, 2.82, 2.8084374999999997)","(21.0, 30.0, 28.941176470588236)","(2.6, 3.25, 3.2086206896551728)","(13.0, 15.5, 15.25)","(8.0, 11.5, 10.82258064516129)","(101.0, 170.0, 158.0)"
07-01-2023 15:25:14.785890,"(21.0, 28.0, 27.38095238095238)","(31.0, 80.0, 58.125)","(10.0, 12.0, 11.935897435897436)","(2.5, 2.82, 2.8085714285714283)","(21.0, 30.0, 28.941176470588236)","(2.6, 3.25, 3.2086206896551728)","(13.0, 16.0, 14.868421052631579)","(8.0, 11.5, 10.82258064516129)","(101.0, 170.0, 151.0)"
07-01-2023 15:25:15.955148,"(21.0, 28.0, 27.38095238095238)","(41.0, 80.0, 58.125)","(10.0, 12.0, 11.818181818181818)","(2.5, 2.82, 2.8204210526315787)","(21.0, 30.0, 29.18181818181818)","(2.6, 3.25, 3.1762295081967213)","(13.0, 15.5, 14.46376811594203)","(8.0, 11.5, 11.0)","(101.0, 160.0, 155.71428571428572)"
07-01-2023 15:25:17.077731,"(21.0, 28.0, 27.125)","(41.0, 80.0, 66.53846153846153)","(10.0, 12.5, 12.152173913043478)","(2.5, 2.86, 2.8275757575757576)","(21.0, 30.0, 28.333333333333332)","(2.6, 3.2, 3.1835227272727273)","(13.0, 15.0, 14.513157894736842)","(8.0, 11.5, 11.107142857142858)","(101.0, 160.0, 141.25)"
07-01-2023 15:25:18.409520,"(21.0, 28.0, 26.97872340425532)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.17741935483871)","(2.5, 2.86, 2.82848)","(21.0, 30.0, 28.333333333333332)","(2.6, 3.2, 3.207291666666667)","(13.0, 15.0, 14.384615384615385)","(8.0, 11.5, 11.224137931034482)","(101.0, 150.0, 141.25)"
07-01-2023 15:25:19.703681,"(21.0, 27.0, 26.97872340425532)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.25)","(2.5, 2.84, 2.82848)","(21.0, 30.0, 28.333333333333332)","(2.6, 3.3, 3.205185185185185)","(13.0, 14.5, 14.118421052631579)","(8.0, 11.5, 11.257575757575758)","(101.0, 150.0, 142.0)"
07-01-2023 15:25:21.192965,"(21.0, 27.0, 26.97872340425532)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.25)","(2.5, 2.84, 2.8189247311827956)","(21.0, 30.0, 28.333333333333332)","(2.6, 3.3, 3.205185185185185)","(13.0, 14.5, 14.091549295774648)","(8.0, 11.5, 11.257575757575758)","(101.0, 150.0, 142.0)"
07-01-2023 15:25:22.406933,"(21.0, 27.0, 26.97872340425532)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.347826086956522)","(2.5, 2.82, 2.814285714285714)","(21.0, 30.0, 29.444444444444443)","(2.6, 3.3, 3.2053435114503817)","(13.0, 14.5, 14.024590163934427)","(8.0, 11.5, 11.233333333333333)","(101.0, 150.0, 142.0)"
07-01-2023 15:25:23.586790,"(21.0, 27.0, 26.97872340425532)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.347826086956522)","(2.5, 2.82, 2.814285714285714)","(21.0, 30.0, 29.444444444444443)","(2.6, 3.3, 3.212727272727273)","(13.0, 14.5, 13.908163265306122)","(8.0, 11.5, 10.857142857142858)","(101.0, 150.0, 142.0)"
07-01-2023 15:25:24.834535,"(21.0, 27.0, 26.97872340425532)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.347826086956522)","(2.5, 2.82, 2.8130434782608695)","(21.0, 30.0, 26.714285714285715)","(2.6, 3.3, 3.2373626373626374)","(13.0, 14.5, 13.908163265306122)","(8.0, 11.5, 10.970588235294118)","(101.0, 150.0, 155.0)"
07-01-2023 15:25:26.010598,"(21.0, 27.0, 26.98076923076923)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.347826086956522)","(2.5, 2.82, 2.8130434782608695)","(21.0, 27.0, 26.833333333333332)","(2.6, 3.3, 3.250467289719626)","(13.0, 14.5, 13.892857142857142)","(8.0, 11.5, 10.970588235294118)","(101.0, 230.0, 160.0)"
07-01-2023 15:25:27.103894,"(21.0, 27.0, 26.98076923076923)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.347826086956522)","(2.5, 2.84, 2.837037037037037)","(21.0, 27.0, 25.095238095238095)","(2.6, 3.3, 3.2390243902439027)","(13.0, 14.0, 13.882978723404255)","(8.0, 11.5, 11.14516129032258)","(101.0, 220.0, 150.0)"
07-01-2023 15:25:28.269364,"(20.0, 27.0, 26.98076923076923)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.475)","(2.45, 2.86, 2.8329496402877696)","(21.0, 25.0, 24.80952380952381)","(2.6, 3.3, 3.2372093023255815)","(12.0, 14.5, 13.852941176470589)","(8.0, 11.5, 11.225)","(101.0, 220.0, 170.0)"
07-01-2023 15:25:29.484126,"(20.0, 27.0, 26.98076923076923)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.475)","(2.45, 2.86, 2.8329496402877696)","(21.0, 25.0, 24.80952380952381)","(2.6, 3.3, 3.2372093023255815)","(12.0, 14.5, 13.852941176470589)","(8.0, 11.5, 11.225)","(101.0, 200.0, 150.0)"
07-01-2023 15:25:30.746241,"(20.0, 27.0, 26.98076923076923)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.470588235294118)","(2.45, 2.86, 2.8329496402877696)","(21.0, 25.0, 24.80952380952381)","(2.6, 3.3, 3.2390243902439027)","(12.0, 14.5, 13.852941176470589)","(8.0, 11.5, 11.185714285714285)","(101.0, 200.0, 150.0)"
07-01-2023 15:25:31.981418,"(20.0, 27.0, 26.98076923076923)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.470588235294118)","(2.45, 2.86, 2.8456488549618317)","(21.0, 25.0, 24.333333333333332)","(2.6, 3.3, 3.2390243902439027)","(12.0, 14.5, 13.852941176470589)","(8.0, 11.5, 11.185714285714285)","(101.0, 200.0, 147.14285714285714)"
07-01-2023 15:25:33.637904,"(20.0, 27.0, 26.98076923076923)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.470588235294118)","(2.45, 2.86, 2.8323529411764703)","(21.0, 25.0, 24.333333333333332)","(2.6, 3.3, 3.2390243902439027)","(12.0, 14.5, 13.8125)","(8.0, 11.5, 11.185714285714285)","(101.0, 190.0, 171.25)"
07-01-2023 15:25:34.904092,"(20.0, 27.0, 26.98076923076923)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.470588235294118)","(2.45, 2.86, 2.8274999999999997)","(21.0, 25.0, 24.47826086956522)","(2.6, 3.3, 3.2390243902439027)","(13.0, 14.5, 13.8125)","(8.0, 11.5, 11.185714285714285)","(101.0, 190.0, 158.1818181818182)"
07-01-2023 15:25:36.334278,"(20.0, 27.0, 26.98076923076923)","(41.0, 80.0, 62.5)","(10.0, 12.5, 12.470588235294118)","(2.5, 2.84, 2.8274999999999997)","(20.0, 25.0, 24.47826086956522)","(2.6, 3.3, 3.2390243902439027)","(13.0, 14.5, 13.819148936170214)","(8.5, 11.5, 11.15625)","(101.0, 180.0, 165.0)"
07-01-2023 15:25:37.834483,"(20.0, 27.0, 26.98076923076923)","(41.0, 80.0, 67.5)","(10.0, 12.5, 12.21875)","(2.5, 2.84, 2.8363636363636364)","(20.0, 25.0, 24.789473684210527)","(2.6, 3.3, 3.260948905109489)","(13.0, 14.5, 13.910714285714286)","(8.5, 11.5, 11.264705882352942)","(101.0, 180.0, 153.63636363636363)"
07-01-2023 15:25:39.282155,"(20.0, 27.0, 26.97142857142857)","(41.0, 80.0, 60.55555555555556)","(10.0, 12.5, 12.21875)","(2.5, 2.84, 2.8363636363636364)","(20.0, 25.0, 24.789473684210527)","(2.6, 3.35, 3.271761658031088)","(13.0, 14.5, 13.676923076923076)","(8.5, 11.5, 11.03061224489796)","(101.0, 170.0, 158.75)"
07-01-2023 15:25:40.538498,"(20.0, 27.0, 26.97142857142857)","(41.0, 80.0, 60.55555555555556)","(10.0, 12.5, 12.21875)","(2.5, 2.84, 2.8363636363636364)","(20.0, 25.0, 24.714285714285715)","(2.6, 3.35, 3.2715384615384617)","(13.0, 14.0, 13.647058823529411)","(8.5, 11.5, 11.03061224489796)","(101.0, 170.0, 152.5)"
07-01-2023 15:25:41.919205,"(20.0, 27.0, 26.97142857142857)","(41.0, 80.0, 60.55555555555556)","(10.0, 12.5, 12.21875)","(2.5, 2.84, 2.8363636363636364)","(20.0, 25.0, 24.555555555555557)","(2.6, 3.35, 3.2715384615384617)","(13.0, 14.0, 13.537313432835822)","(8.5, 11.5, 11.03061224489796)","(101.0, 160.0, 149.0909090909091)"
07-01-2023 15:25:43.174595,"(20.0, 27.0, 26.97142857142857)","(41.0, 80.0, 60.55555555555556)","(10.0, 12.5, 12.21875)","(2.5, 2.84, 2.8362264150943393)","(20.0, 25.0, 24.666666666666668)","(2.6, 3.35, 3.2572727272727273)","(13.0, 14.0, 13.537313432835822)","(8.5, 11.5, 11.020408163265307)","(101.0, 160.0, 152.5)"
07-01-2023 15:25:44.472151,"(20.0, 27.0, 26.97142857142857)","(41.0, 80.0, 60.55555555555556)","(10.0, 12.5, 12.21875)","(2.5, 2.84, 2.829811320754717)","(20.0, 25.0, 24.666666666666668)","(2.7, 3.35, 3.2645251396648045)","(12.0, 14.0, 13.537313432835822)","(8.5, 11.5, 11.080357142857142)","(101.0, 160.0, 152.5)"
07-01-2023 15:25:45.913456,"(20.0, 27.0, 26.97142857142857)","(41.0, 80.0, 58.125)","(10.0, 12.5, 11.711382113821138)","(2.5, 2.84, 2.826181818181818)","(20.0, 25.0, 24.666666666666668)","(2.7, 3.35, 3.280952380952381)","(12.0, 14.0, 13.515625)","(8.5, 11.5, 12.422535211267606)","(101.0, 160.0, 152.5)"
07-01-2023 15:25:47.185892,"(20.0, 27.0, 26.97142857142857)","(41.0, 80.0, 58.125)","(10.0, 12.0, 11.655339805825243)","(2.45, 2.86, 2.8235087719298244)","(20.0, 25.0, 24.304347826086957)","(2.6, 3.35, 3.280952380952381)","(12.0, 14.0, 13.1875)","(8.5, 12.5, 12.254098360655737)","(101.0, 160.0, 152.5)"
07-01-2023 15:25:48.402972,"(20.0, 27.0, 26.96875)","(41.0, 80.0, 58.125)","(10.0, 12.0, 11.655339805825243)","(2.45, 2.84, 2.8235087719298244)","(20.0, 25.0, 24.09090909090909)","(2.6, 3.35, 3.280952380952381)","(12.0, 13.5, 13.173913043478262)","(8.5, 12.5, 12.234375)","(101.0, 160.0, 152.5)"
07-01-2023 15:25:49.504953,"(20.0, 27.0, 26.96551724137931)","(41.0, 80.0, 58.125)","(10.0, 12.0, 11.657534246575343)","(2.45, 2.84, 2.8235714285714284)","(20.0, 26.0, 24.875)","(2.6, 3.35, 3.2873684210526313)","(12.0, 13.5, 13.133333333333333)","(8.5, 12.5, 12.108695652173912)","(101.0, 160.0, 152.5)"
07-01-2023 15:25:50.648975,"(20.0, 27.0, 26.964285714285715)","(41.0, 80.0, 58.125)","(10.0, 12.0, 11.657534246575343)","(2.45, 2.86, 2.8854845360824743)","(20.0, 25.0, 24.875)","(2.6, 3.3, 3.2803030303030303)","(12.0, 13.5, 13.102564102564102)","(8.5, 12.5, 12.038461538461538)","(101.0, 160.0, 152.5)"
07-01-2023 15:25:51.799882,"(20.0, 27.0, 26.956521739130434)","(41.0, 80.0, 58.125)","(10.0, 12.0, 11.657534246575343)","(2.45, 2.9, 2.8793187347931872)","(20.0, 25.0, 24.9)","(2.6, 3.3, 3.262280701754386)","(12.0, 13.5, 13.174418604651162)","(8.5, 12.5, 11.928571428571429)","(101.0, 160.0, 152.5)"
07-01-2023 15:25:52.994105,"(20.0, 27.0, 26.966666666666665)","(41.0, 80.0, 58.125)","(10.0, 12.0, 11.614864864864865)","(2.45, 2.88, 2.905932721712538)","(20.0, 25.0, 24.9)","(2.6, 3.3, 3.279381443298969)","(12.0, 13.5, 13.135294117647058)","(8.5, 12.5, 11.85820895522388)","(101.0, 160.0, 155.71428571428572)"
07-01-2023 15:25:54.126879,"(20.0, 27.0, 26.966666666666665)","(41.0, 80.0, 58.125)","(10.0, 12.0, 11.614864864864865)","(2.45, 2.92, 2.9098477157360407)","(20.0, 25.0, 24.9)","(2.6, 3.3, 3.2732142857142854)","(12.0, 13.5, 13.218181818181819)","(8.5, 12.5, 11.772727272727273)","(101.0, 160.0, 143.33333333333334)"
07-01-2023 15:25:55.382986,"(20.0, 27.0, 26.966666666666665)","(41.0, 80.0, 67.27272727272727)","(10.0, 12.0, 12.283333333333333)","(2.45, 2.88, 2.879189189189189)","(20.0, 25.0, 24.9)","(2.6, 3.3, 3.255128205128205)","(12.0, 13.5, 13.218181818181819)","(8.5, 12.5, 11.772727272727273)","(101.0, 150.0, 198.0)"
07-01-2023 15:25:56.615160,"(20.0, 27.0, 26.966666666666665)","(41.0, 80.0, 67.27272727272727)","(10.0, 12.5, 12.283333333333333)","(2.45, 2.9, 2.863953488372093)","(20.0, 25.0, 24.9)","(2.6, 3.3, 3.263541666666667)","(12.0, 13.5, 12.948863636363637)","(8.5, 12.5, 11.802631578947368)","(101.0, 230.0, 222.0)"
07-01-2023 15:26:06.101126,"(20.0, 28.0, 27.558441558441558)","(41.0, 80.0, 67.27272727272727)","(10.0, 12.5, 12.207317073170731)","(2.45, 2.88, 2.8484210526315787)","(20.0, 25.0, 24.444444444444443)","(2.7, 3.3, 3.2965753424657533)","(12.0, 13.0, 14.1)","(8.5, 12.0, 11.618421052631579)","(101.0, 230.0, 215.45454545454544)"
07-01-2023 15:26:07.422088,"(20.0, 28.0, 27.307692307692307)","(41.0, 70.0, 68.84615384615384)","(10.0, 12.0, 11.704)","(2.45, 2.84, 2.8160544217687073)","(20.0, 26.0, 24.833333333333332)","(2.7, 3.35, 3.2965753424657533)","(12.0, 14.5, 14.17741935483871)","(8.5, 12.0, 11.618421052631579)","(101.0, 230.0, 215.45454545454544)"
07-01-2023 15:26:08.659748,"(20.0, 28.0, 27.307692307692307)","(41.0, 70.0, 68.84615384615384)","(10.0, 12.0, 11.704)","(2.45, 2.84, 2.781111111111111)","(20.0, 25.0, 24.833333333333332)","(2.7, 3.35, 3.2942857142857145)","(12.0, 14.5, 14.304347826086957)","(8.5, 12.0, 11.545454545454545)","(101.0, 230.0, 215.45454545454544)"
07-01-2023 15:26:09.751955,"(20.0, 28.0, 27.333333333333332)","(41.0, 70.0, 68.84615384615384)","(10.0, 12.0, 11.691729323308271)","(2.45, 2.8, 2.781111111111111)","(20.0, 25.0, 24.833333333333332)","(2.6, 3.35, 3.2942857142857145)","(12.0, 15.0, 14.304347826086957)","(8.5, 12.0, 11.615384615384615)","(101.0, 230.0, 215.45454545454544)"
07-01-2023 15:26:10.954354,"(20.0, 28.0, 27.714285714285715)","(41.0, 70.0, 69.16666666666667)","(10.0, 12.0, 11.704)","(2.45, 2.78, 2.7750588235294114)","(20.0, 25.0, 24.866666666666667)","(2.6, 3.3, 3.2742187499999997)","(12.0, 15.0, 14.304347826086957)","(8.5, 12.0, 11.673913043478262)","(101.0, 230.0, 215.45454545454544)"
07-01-2023 15:26:12.110805,"(20.0, 28.0, 27.3)","(41.0, 70.0, 65.0)","(10.0, 12.0, 11.723684210526315)","(2.45, 2.78, 2.7680975609756096)","(20.0, 25.0, 24.866666666666667)","(2.6, 3.35, 3.2926470588235293)","(12.0, 15.0, 14.492063492063492)","(8.5, 12.0, 11.565217391304348)","(101.0, 230.0, 210.0)"
07-01-2023 15:26:13.270632,"(20.0, 28.0, 27.3)","(41.0, 70.0, 68.88888888888889)","(10.0, 12.0, 11.781512605042018)","(2.45, 2.76, 2.747627118644068)","(20.0, 26.0, 24.133333333333333)","(2.7, 3.35, 3.287125748502994)","(12.0, 15.0, 14.671641791044776)","(8.5, 12.0, 11.622641509433961)","(101.0, 230.0, 210.0)"
07-01-2023 15:26:14.522097,"(20.0, 28.0, 27.130434782608695)","(41.0, 70.0, 69.28571428571429)","(10.0, 12.0, 11.781512605042018)","(2.45, 2.76, 2.7198214285714286)","(20.0, 26.0, 24.133333333333333)","(2.7, 3.35, 3.2949275362318837)","(12.0, 15.0, 14.671641791044776)","(8.5, 12.0, 11.73728813559322)","(101.0, 230.0, 215.45454545454544)"
07-01-2023 15:26:15.792746,"(20.0, 28.0, 27.130434782608695)","(41.0, 70.0, 69.0909090909091)","(10.0, 12.0, 11.80084745762712)","(2.45, 2.76, 2.7393650793650797)","(20.0, 26.0, 24.133333333333333)","(2.7, 3.35, 3.282758620689655)","(12.0, 15.0, 14.607142857142858)","(8.5, 12.0, 11.7987012987013)","(101.0, 230.0, 217.69230769230768)"
07-01-2023 15:26:17.075134,"(20.0, 28.0, 27.130434782608695)","(41.0, 70.0, 69.0909090909091)","(10.0, 12.0, 11.80084745762712)","(2.45, 2.74, 2.736115107913669)","(20.0, 26.0, 24.17391304347826)","(2.7, 3.3, 3.323076923076923)","(12.0, 15.0, 14.9375)","(8.5, 12.0, 12.012048192771084)","(101.0, 230.0, 183.33333333333334)"
07-01-2023 15:26:18.300322,"(20.0, 28.0, 27.208333333333332)","(41.0, 70.0, 69.41176470588235)","(10.0, 12.0, 11.871134020618557)","(2.45, 2.76, 2.736115107913669)","(20.0, 26.0, 24.32)","(2.7, 3.35, 3.3176113360323884)","(12.0, 15.0, 14.953125)","(8.5, 12.5, 11.837209302325581)","(101.0, 230.0, 210.0)"
07-01-2023 15:26:19.459985,"(20.0, 28.0, 27.208333333333332)","(41.0, 80.0, 72.38095238095238)","(10.0, 12.0, 11.835164835164836)","(2.45, 2.74, 2.7392857142857143)","(20.0, 26.0, 24.32)","(2.7, 3.35, 3.3163865546218485)","(12.0, 15.0, 14.951807228915662)","(8.5, 12.0, 11.76923076923077)","(101.0, 230.0, 200.0)"
07-01-2023 15:26:20.509650,"(20.0, 28.0, 27.208333333333332)","(41.0, 80.0, 72.38095238095238)","(10.0, 12.0, 11.842105263157896)","(2.45, 2.76, 2.7383006535947714)","(20.0, 26.0, 24.32)","(2.7, 3.35, 3.3166666666666664)","(12.0, 15.0, 14.857142857142858)","(8.5, 12.0, 11.565573770491802)","(101.0, 230.0, 215.0)"
07-01-2023 15:26:21.655120,"(20.0, 28.0, 27.208333333333332)","(41.0, 80.0, 72.38095238095238)","(10.0, 12.0, 11.842105263157896)","(2.45, 2.76, 2.729)","(20.0, 26.0, 24.32)","(2.7, 3.35, 3.3219409282700423)","(12.0, 15.0, 14.875)","(8.5, 12.0, 11.565573770491802)","(101.0, 230.0, 216.66666666666669)"
07-01-2023 15:26:22.811220,"(20.0, 30.0, 28.27777777777778)","(41.0, 80.0, 72.38095238095238)","(10.0, 12.0, 11.86111111111111)","(2.45, 2.74, 2.7348387096774194)","(20.0, 26.0, 24.32)","(2.7, 3.35, 3.3255514705882354)","(12.0, 15.0, 14.76923076923077)","(8.5, 12.0, 11.639705882352942)","(101.0, 230.0, 218.0)"
07-01-2023 15:26:23.988189,"(20.0, 30.0, 28.444444444444443)","(41.0, 80.0, 72.0)","(10.0, 12.0, 11.921686746987952)","(2.45, 2.74, 2.7297058823529414)","(20.0, 26.0, 24.64516129032258)","(2.7, 3.35, 3.3208984375)","(12.0, 15.0, 14.625)","(8.5, 12.0, 11.639705882352942)","(101.0, 230.0, 196.66666666666666)"
07-01-2023 15:26:25.572072,"(20.0, 30.0, 28.444444444444443)","(41.0, 80.0, 72.0)","(10.0, 12.0, 11.933673469387756)","(2.45, 2.74, 2.7332307692307696)","(20.0, 26.0, 24.64516129032258)","(2.7, 3.35, 3.3221757322175733)","(12.0, 15.0, 14.576923076923077)","(8.5, 12.0, 11.45)","(101.0, 230.0, 210.0)"
