,Nicko Ed,Gucci Green,Saint Madix,Tiger Zoe,Eskimo Roger,Chloes Comet,Rebels Spark,Just Enough
05-01-2023 16:43:06.957383,"(3.9, 4.9, 4.836842105263158)","(5.0, 6.2, 5.75)","(31.0, 55.0, 51.6)","(5.0, 8.6, 8.333333333333332)","(5.0, 7.6, 7.2)","(5.0, 5.3, 5.266666666666667)","(8.0, 9.4, 8.914285714285715)","(11.0, 30.0, 26.363636363636363)"
05-01-2023 16:43:08.511624,"(3.9, 4.9, 4.836842105263158)","(5.0, 6.2, 5.75)","(31.0, 55.0, 51.6)","(5.0, 8.6, 8.399999999999999)","(5.0, 7.6, 7.2)","(5.0, 5.3, 5.266666666666667)","(8.0, 9.2, 8.866666666666667)","(11.0, 30.0, 26.363636363636363)"
05-01-2023 16:43:09.933424,"(3.6, 4.9, 4.884615384615385)","(4.8, 6.2, 5.75)","(31.0, 55.0, 51.6)","(5.5, 8.6, 8.399999999999999)","(5.0, 7.6, 7.2)","(4.8, 5.3, 5.266666666666667)","(8.0, 9.2, 8.866666666666667)","(12.0, 30.0, 26.363636363636363)"
05-01-2023 16:43:11.293551,"(3.6, 4.9, 4.884615384615385)","(4.8, 6.2, 5.6)","(31.0, 55.0, 51.6)","(5.5, 8.6, 8.466666666666667)","(5.0, 7.6, 7.466666666666667)","(4.8, 5.3, 5.266666666666667)","(8.0, 9.2, 8.866666666666667)","(12.0, 30.0, 25.555555555555557)"
05-01-2023 16:43:12.489007,"(3.6, 4.9, 4.884615384615385)","(4.8, 6.2, 5.6)","(31.0, 55.0, 51.6)","(5.5, 9.0, 8.466666666666667)","(5.0, 7.6, 7.466666666666667)","(4.8, 5.3, 5.26875)","(8.0, 9.2, 8.854545454545455)","(12.0, 30.0, 25.555555555555557)"
05-01-2023 16:43:13.698585,"(3.6, 4.9, 4.884615384615385)","(4.8, 6.2, 5.369230769230769)","(31.0, 55.0, 51.6)","(5.5, 8.4, 8.24)","(5.0, 7.6, 7.466666666666667)","(4.8, 5.3, 5.26875)","(8.0, 9.4, 8.866666666666667)","(12.0, 30.0, 27.5)"
05-01-2023 16:43:14.860482,"(3.6, 4.9, 4.891304347826087)","(4.8, 6.2, 5.369230769230769)","(31.0, 55.0, 52.96)","(5.5, 8.4, 8.233333333333333)","(5.0, 7.6, 7.466666666666667)","(4.8, 5.3, 5.266666666666667)","(8.0, 9.2, 8.866666666666667)","(12.0, 30.0, 27.5)"
05-01-2023 16:43:16.037096,"(3.6, 4.9, 4.892857142857143)","(4.8, 6.2, 5.369230769230769)","(31.0, 55.0, 48.57142857142857)","(5.5, 8.4, 8.233333333333333)","(5.0, 7.6, 7.466666666666667)","(4.8, 5.3, 5.28)","(8.0, 9.2, 8.866666666666667)","(12.0, 30.0, 25.272727272727273)"
05-01-2023 16:43:17.206767,"(3.6, 4.9, 4.886206896551725)","(4.8, 6.2, 5.369230769230769)","(31.0, 55.0, 48.57142857142857)","(5.5, 8.4, 8.233333333333333)","(5.0, 7.6, 7.466666666666667)","(4.8, 5.3, 5.28)","(8.0, 9.2, 8.866666666666667)","(12.0, 28.0, 25.272727272727273)"
05-01-2023 16:43:18.475963,"(3.6, 4.9, 4.886206896551725)","(4.8, 6.2, 5.369230769230769)","(31.0, 55.0, 54.0)","(5.5, 8.4, 8.233333333333333)","(5.0, 7.6, 7.466666666666667)","(4.8, 5.3, 5.56)","(8.0, 9.2, 8.866666666666667)","(12.0, 28.0, 25.272727272727273)"
05-01-2023 16:43:19.700720,"(3.6, 5.0, 4.979310344827586)","(4.8, 6.2, 5.359999999999999)","(31.0, 55.0, 54.0)","(5.5, 8.4, 8.233333333333333)","(5.0, 7.6, 7.466666666666667)","(4.8, 5.6, 5.578571428571428)","(8.0, 9.2, 9.1)","(12.0, 28.0, 25.272727272727273)"
05-01-2023 16:43:20.932361,"(3.6, 4.9, 4.892857142857143)","(4.8, 6.2, 5.359999999999999)","(31.0, 55.0, 54.0)","(5.5, 8.4, 8.233333333333333)","(5.0, 7.6, 7.466666666666667)","(4.8, 5.6, 5.578571428571428)","(8.0, 9.2, 8.95)","(12.0, 28.0, 25.272727272727273)"
05-01-2023 16:43:22.128245,"(3.6, 4.9, 4.892857142857143)","(4.8, 6.2, 5.369230769230769)","(31.0, 55.0, 54.0)","(5.5, 8.4, 8.233333333333333)","(5.0, 7.6, 7.466666666666667)","(4.8, 5.6, 5.578571428571428)","(8.0, 9.2, 8.977777777777778)","(12.0, 28.0, 25.272727272727273)"
05-01-2023 16:43:23.295141,"(3.6, 4.9, 4.75)","(4.8, 6.2, 5.369230769230769)","(31.0, 55.0, 54.4)","(5.5, 8.4, 8.212499999999999)","(5.0, 7.6, 7.466666666666667)","(4.8, 5.6, 5.372222222222223)","(8.0, 9.2, 8.977777777777778)","(12.0, 28.0, 25.272727272727273)"
05-01-2023 16:43:24.312406,"(3.6, 4.9, 4.75)","(4.8, 6.2, 5.369230769230769)","(31.0, 55.0, 54.4)","(5.5, 8.4, 8.212499999999999)","(5.0, 7.6, 7.466666666666667)","(4.8, 5.4, 5.591176470588235)","(8.0, 9.2, 8.977777777777778)","(12.0, 28.0, 22.666666666666668)"
05-01-2023 16:43:25.388310,"(3.6, 4.9, 4.800000000000001)","(4.8, 6.2, 5.369230769230769)","(31.0, 55.0, 53.26923076923077)","(5.5, 8.4, 8.212499999999999)","(5.0, 7.6, 7.35)","(4.8, 5.6, 5.666666666666667)","(8.0, 9.2, 8.866666666666667)","(12.0, 24.0, 22.0)"
05-01-2023 16:43:26.478663,"(3.6, 4.8, 4.6461538461538465)","(4.8, 6.2, 5.369230769230769)","(31.0, 55.0, 53.8)","(5.5, 8.4, 8.212499999999999)","(5.0, 7.6, 7.35)","(4.8, 5.7, 5.677777777777778)","(8.0, 9.2, 8.866666666666667)","(12.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:27.630671,"(3.6, 4.8, 4.6461538461538465)","(4.8, 6.2, 5.369230769230769)","(31.0, 55.0, 53.8)","(5.5, 8.4, 8.212499999999999)","(5.0, 7.6, 7.35)","(4.8, 5.7, 5.677777777777778)","(8.0, 9.2, 8.933333333333334)","(12.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:28.787386,"(3.6, 4.9, 4.816666666666667)","(4.8, 6.2, 5.369230769230769)","(31.0, 55.0, 54.375)","(5.5, 8.4, 8.222222222222221)","(5.0, 7.6, 7.35)","(4.8, 5.7, 5.65)","(8.0, 9.2, 8.933333333333334)","(12.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:29.880404,"(3.6, 4.9, 4.823076923076924)","(4.8, 6.2, 5.369230769230769)","(31.0, 55.0, 53.8)","(5.5, 8.4, 8.222222222222221)","(5.0, 7.6, 7.35)","(4.8, 5.7, 5.65)","(8.0, 9.2, 8.933333333333334)","(12.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:30.974303,"(3.6, 4.9, 4.823076923076924)","(4.8, 6.2, 5.369230769230769)","(31.0, 50.0, 49.2)","(5.5, 8.4, 8.222222222222221)","(5.0, 7.6, 7.326315789473684)","(4.8, 5.7, 5.65)","(8.0, 9.2, 8.933333333333334)","(12.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:32.104900,"(3.6, 4.8, 4.694736842105263)","(4.8, 6.2, 5.369230769230769)","(31.0, 48.0, 47.65217391304348)","(5.5, 8.4, 8.222222222222221)","(5.0, 7.6, 7.228571428571429)","(4.8, 5.7, 5.691666666666666)","(8.0, 9.2, 8.933333333333334)","(12.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:33.207350,"(3.6, 4.8, 4.694736842105263)","(4.8, 6.2, 5.369230769230769)","(31.0, 48.0, 47.65217391304348)","(5.5, 8.4, 8.222222222222221)","(5.0, 7.6, 7.228571428571429)","(4.8, 5.7, 5.582142857142857)","(8.0, 9.2, 8.933333333333334)","(12.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:34.318827,"(3.6, 4.8, 4.654545454545454)","(4.8, 6.2, 5.428571428571429)","(31.0, 48.0, 47.65217391304348)","(5.5, 8.4, 8.222222222222221)","(5.0, 7.6, 7.3)","(4.8, 5.6, 5.7875)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:35.473690,"(3.6, 4.8, 4.654545454545454)","(4.8, 6.2, 5.4125)","(31.0, 48.0, 47.65217391304348)","(5.5, 8.4, 8.222222222222221)","(5.0, 7.6, 7.3)","(4.8, 5.8, 5.7875)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:36.644732,"(3.6, 4.8, 4.622222222222222)","(4.8, 6.2, 5.4125)","(31.0, 48.0, 47.65217391304348)","(5.5, 8.4, 8.222222222222221)","(5.0, 7.6, 7.3)","(4.8, 5.8, 5.7875)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:37.763519,"(3.6, 4.8, 4.622222222222222)","(4.8, 5.9, 5.6)","(31.0, 48.0, 47.65217391304348)","(5.5, 8.4, 8.222222222222221)","(5.0, 7.6, 7.416666666666667)","(4.8, 5.8, 5.7875)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:38.845894,"(3.6, 4.7, 4.616666666666666)","(4.8, 5.9, 5.6)","(31.0, 48.0, 47.65217391304348)","(5.5, 8.4, 8.222222222222221)","(5.0, 8.0, 7.421052631578947)","(4.8, 5.8, 5.7875)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:39.909232,"(3.6, 4.7, 4.616666666666666)","(4.8, 5.9, 5.6)","(31.0, 48.0, 47.666666666666664)","(5.5, 8.4, 8.222222222222221)","(5.0, 8.0, 7.421052631578947)","(4.8, 5.8, 5.7875)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:40.917750,"(3.6, 4.7, 4.616666666666666)","(4.8, 5.9, 5.6)","(31.0, 50.0, 48.15384615384615)","(5.5, 8.4, 8.222222222222221)","(5.0, 8.0, 7.380952380952381)","(4.8, 5.8, 5.7875)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:41.949826,"(3.6, 4.7, 4.616666666666666)","(4.8, 5.9, 5.6)","(31.0, 50.0, 49.27272727272727)","(5.5, 8.4, 8.222222222222221)","(5.0, 8.0, 7.380952380952381)","(4.8, 5.8, 5.7875)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:43.027877,"(3.6, 4.7, 4.616666666666667)","(4.8, 5.9, 5.6)","(31.0, 60.0, 49.333333333333336)","(5.5, 8.4, 8.222222222222221)","(5.0, 7.8, 7.711111111111111)","(4.8, 5.8, 5.866666666666667)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:44.137782,"(3.6, 4.7, 4.608695652173913)","(4.8, 5.9, 5.6)","(31.0, 60.0, 54.0)","(5.5, 8.4, 8.222222222222221)","(5.0, 7.8, 7.711111111111111)","(4.8, 5.9, 5.6875)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:45.240678,"(3.6, 4.7, 4.666666666666667)","(4.8, 5.9, 5.6)","(31.0, 60.0, 56.0)","(5.5, 8.4, 8.222222222222221)","(5.0, 7.8, 7.711111111111111)","(4.8, 5.7, 5.6875)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:46.332735,"(3.6, 4.6, 4.5473684210526315)","(4.8, 5.9, 5.6)","(31.0, 60.0, 56.0)","(6.0, 8.4, 8.222222222222221)","(5.5, 7.8, 7.711111111111111)","(4.6, 5.7, 5.6875)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:47.440673,"(3.6, 4.6, 4.5375)","(4.8, 5.9, 5.6)","(31.0, 60.0, 58.3448275862069)","(6.0, 8.4, 8.222222222222221)","(5.5, 7.8, 7.533333333333333)","(4.6, 5.7, 5.862500000000001)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:48.479704,"(3.6, 4.6, 4.5375)","(4.8, 5.9, 5.6)","(31.0, 60.0, 58.3448275862069)","(6.0, 8.4, 8.222222222222221)","(5.5, 7.6, 7.533333333333333)","(4.6, 5.9, 5.716666666666667)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:49.535277,"(3.6, 4.6, 4.5375)","(4.8, 5.9, 5.6)","(31.0, 60.0, 58.3448275862069)","(6.0, 8.4, 8.222222222222221)","(5.5, 7.4, 7.32)","(4.6, 5.8, 5.716666666666667)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:50.578831,"(3.6, 4.6, 4.5375)","(4.8, 5.9, 5.6)","(31.0, 60.0, 58.4)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.4, 7.32)","(4.6, 5.8, 5.716666666666667)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:51.704116,"(3.6, 4.6, 4.5375)","(4.8, 5.9, 5.7)","(31.0, 60.0, 58.4)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.4, 7.32)","(4.6, 5.8, 5.716666666666667)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:52.815032,"(3.6, 4.7, 4.635714285714286)","(4.8, 5.9, 5.75)","(31.0, 60.0, 58.4)","(5.5, 8.4, 8.044444444444444)","(5.0, 7.4, 7.32)","(4.8, 5.8, 5.716666666666667)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:53.956666,"(3.6, 4.6, 4.5375)","(4.8, 5.9, 5.78)","(31.0, 60.0, 57.529411764705884)","(5.5, 8.4, 8.044444444444444)","(5.0, 7.4, 7.4799999999999995)","(4.8, 5.8, 5.716666666666667)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:55.042354,"(3.6, 4.6, 4.5375)","(4.8, 5.9, 5.7)","(31.0, 60.0, 57.529411764705884)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.4799999999999995)","(4.8, 5.8, 5.64)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:56.095788,"(3.6, 4.6, 4.5375)","(4.8, 5.9, 5.7)","(31.0, 60.0, 57.6)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.4799999999999995)","(4.8, 5.8, 5.4750000000000005)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:57.117831,"(3.6, 4.6, 4.5375)","(4.8, 5.9, 5.7)","(31.0, 60.0, 57.6)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.4799999999999995)","(4.8, 5.7, 5.430000000000001)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:58.171332,"(3.6, 4.6, 4.5375)","(4.8, 5.9, 5.7)","(31.0, 60.0, 57.6)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.545454545454545)","(4.8, 5.7, 5.430000000000001)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:43:59.227306,"(3.6, 4.6, 4.5375)","(4.8, 5.9, 5.7)","(31.0, 60.0, 57.6)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.545454545454545)","(4.8, 5.7, 5.430000000000001)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:00.308707,"(3.6, 4.6, 4.5375)","(4.8, 5.9, 5.7)","(31.0, 60.0, 58.56)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.545454545454545)","(4.8, 5.7, 5.430000000000001)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:01.376064,"(3.6, 4.6, 4.5375)","(4.8, 6.0, 5.625)","(31.0, 60.0, 58.56)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.545454545454545)","(4.8, 5.7, 5.430000000000001)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:02.486071,"(3.6, 4.6, 4.5375)","(4.8, 6.0, 5.625)","(31.0, 60.0, 58.56)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.545454545454545)","(4.8, 5.7, 5.433333333333334)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:03.538584,"(3.6, 4.6, 4.5375)","(4.8, 6.0, 5.625)","(31.0, 60.0, 58.56)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.545454545454545)","(4.8, 5.7, 5.2727272727272725)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:04.578316,"(3.6, 4.6, 4.5375)","(4.8, 6.0, 5.7)","(31.0, 60.0, 58.56)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.5249999999999995)","(4.8, 5.6, 5.366666666666667)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:05.604590,"(3.6, 5.0, 4.545454545454546)","(4.8, 6.0, 5.625)","(31.0, 60.0, 58.56)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.5249999999999995)","(4.8, 5.4, 5.366666666666667)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:06.649342,"(3.6, 5.0, 4.7894736842105265)","(4.8, 6.0, 5.625)","(31.0, 60.0, 58.56)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.545454545454545)","(4.8, 5.4, 5.375)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:07.707786,"(3.6, 5.0, 4.826086956521739)","(4.8, 6.0, 5.625)","(31.0, 60.0, 58.56)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.545454545454545)","(4.8, 5.4, 5.366666666666667)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:08.783246,"(3.6, 5.0, 4.826086956521739)","(4.8, 6.0, 5.625)","(31.0, 60.0, 58.56)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.545454545454545)","(4.8, 5.4, 5.300000000000001)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:09.839481,"(3.6, 5.0, 4.826086956521739)","(4.8, 6.0, 5.625)","(31.0, 60.0, 55.625)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.5249999999999995)","(4.8, 5.4, 5.2)","(8.0, 9.2, 8.933333333333334)","(13.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:10.815841,"(3.6, 5.0, 4.826086956521739)","(4.8, 6.0, 5.625)","(31.0, 60.0, 55.625)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.5249999999999995)","(4.8, 5.4, 5.2)","(8.0, 9.2, 8.933333333333334)","(14.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:11.782488,"(3.6, 4.9, 4.6499999999999995)","(4.8, 6.0, 5.625)","(31.0, 60.0, 57.30769230769231)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.545454545454545)","(4.8, 5.4, 5.133333333333334)","(8.0, 9.2, 8.933333333333334)","(14.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:12.863287,"(3.6, 4.9, 4.75)","(4.8, 6.0, 5.625)","(31.0, 60.0, 56.5)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.5249999999999995)","(4.8, 5.4, 5.066666666666666)","(8.0, 9.2, 8.933333333333334)","(14.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:13.930287,"(3.6, 4.9, 4.733333333333333)","(4.8, 6.0, 5.625)","(31.0, 60.0, 56.5)","(6.0, 8.4, 8.044444444444444)","(5.5, 7.6, 7.5249999999999995)","(4.6, 5.4, 5.08)","(8.0, 9.2, 9.12)","(14.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:15.028232,"(3.6, 4.9, 4.733333333333333)","(4.8, 6.0, 5.625)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.114285714285714)","(5.5, 7.6, 7.533333333333333)","(4.6, 5.4, 5.1)","(8.0, 9.2, 9.12)","(14.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:16.126290,"(3.6, 4.9, 4.733333333333333)","(4.8, 6.0, 5.625)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.114285714285714)","(5.5, 7.6, 7.55)","(4.6, 5.3, 5.075)","(8.0, 9.2, 9.12)","(14.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:17.183245,"(3.6, 4.9, 4.733333333333333)","(4.8, 6.0, 5.625)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.114285714285714)","(5.5, 7.6, 7.55)","(4.6, 5.6, 5.382352941176471)","(8.0, 9.2, 9.09090909090909)","(14.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:18.254164,"(3.6, 4.9, 4.685714285714286)","(4.8, 6.0, 5.625)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.133333333333333)","(5.5, 7.6, 7.2823529411764705)","(4.6, 5.5, 5.1499999999999995)","(8.0, 9.2, 9.09090909090909)","(14.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:19.269656,"(3.6, 5.0, 4.775)","(4.8, 6.0, 5.625)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.133333333333333)","(5.5, 7.6, 7.109090909090909)","(4.6, 5.5, 5.175)","(8.0, 9.2, 9.09090909090909)","(14.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:20.308969,"(3.6, 5.0, 4.85)","(4.8, 6.0, 5.625)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.125)","(5.5, 7.6, 7.109090909090909)","(4.6, 5.4, 5.133333333333333)","(8.0, 9.2, 9.09090909090909)","(14.0, 24.0, 22.153846153846153)"
05-01-2023 16:44:21.402355,"(3.6, 5.0, 4.85)","(4.8, 6.0, 5.625)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.125)","(5.5, 7.6, 7.109090909090909)","(4.6, 5.3, 5.4)","(8.0, 9.2, 9.09090909090909)","(14.0, 24.0, 22.153846153846153)"
05-01-2023 16:44:22.590637,"(3.6, 4.9, 4.8090909090909095)","(4.8, 6.0, 5.6)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.125)","(5.5, 7.6, 7.109090909090909)","(4.6, 5.7, 5.4)","(8.0, 9.2, 9.09090909090909)","(14.0, 24.0, 22.153846153846153)"
05-01-2023 16:44:23.838261,"(3.6, 5.0, 4.925)","(4.8, 6.0, 5.6)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.125)","(5.5, 7.6, 7.109090909090909)","(4.6, 5.7, 5.357142857142857)","(8.0, 9.2, 8.76)","(14.0, 24.0, 22.153846153846153)"
05-01-2023 16:44:25.026625,"(3.6, 5.0, 4.925)","(4.8, 6.0, 5.6)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.085714285714285)","(5.5, 7.6, 7.109090909090909)","(4.6, 5.7, 5.357142857142857)","(8.0, 9.2, 8.728571428571428)","(14.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:26.175402,"(3.6, 5.0, 4.925)","(4.8, 6.0, 5.5636363636363635)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.085714285714285)","(5.5, 7.6, 7.109090909090909)","(4.6, 5.7, 5.357142857142857)","(8.0, 9.2, 8.7875)","(14.0, 24.0, 21.23076923076923)"
05-01-2023 16:44:27.301619,"(3.6, 5.0, 4.863636363636363)","(4.8, 6.0, 5.5636363636363635)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.085714285714285)","(5.5, 7.6, 7.109090909090909)","(4.6, 5.7, 5.328571428571428)","(8.0, 9.2, 8.7875)","(14.0, 24.0, 20.285714285714285)"
05-01-2023 16:44:28.348511,"(3.6, 4.9, 4.8090909090909095)","(4.8, 6.0, 5.5636363636363635)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.085714285714285)","(5.5, 7.6, 7.15)","(4.6, 5.4, 5.328571428571428)","(8.0, 9.2, 8.87)","(14.0, 24.0, 20.285714285714285)"
05-01-2023 16:44:29.398026,"(3.6, 4.9, 4.800000000000001)","(4.8, 6.0, 5.5636363636363635)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.085714285714285)","(5.5, 7.6, 7.257142857142857)","(4.6, 5.4, 5.328571428571428)","(8.0, 9.2, 8.728571428571428)","(14.0, 24.0, 20.533333333333335)"
05-01-2023 16:44:30.480895,"(3.6, 4.9, 4.800000000000001)","(4.8, 6.0, 5.5636363636363635)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.085714285714285)","(5.5, 7.6, 7.257142857142857)","(4.6, 5.4, 5.328571428571428)","(8.0, 9.2, 8.728571428571428)","(14.0, 24.0, 20.533333333333335)"
05-01-2023 16:44:31.598070,"(3.6, 4.9, 4.800000000000001)","(4.8, 6.0, 5.5636363636363635)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.085714285714285)","(5.5, 7.6, 7.257142857142857)","(4.6, 5.4, 5.328571428571428)","(8.0, 9.2, 8.728571428571428)","(14.0, 24.0, 20.533333333333335)"
05-01-2023 16:44:32.696537,"(3.6, 4.9, 4.800000000000001)","(4.8, 6.0, 5.5636363636363635)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.075)","(5.5, 7.6, 7.257142857142857)","(4.6, 5.4, 5.328571428571428)","(8.0, 9.2, 8.728571428571428)","(14.0, 24.0, 20.533333333333335)"
05-01-2023 16:44:33.759465,"(3.6, 5.0, 4.866666666666667)","(4.8, 6.0, 5.5636363636363635)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.075)","(5.5, 7.6, 7.257142857142857)","(4.6, 5.4, 5.310526315789474)","(8.0, 9.2, 8.692307692307692)","(14.0, 24.0, 20.533333333333335)"
05-01-2023 16:44:34.739948,"(3.6, 5.0, 4.866666666666667)","(4.8, 6.0, 5.7)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.075)","(5.5, 7.6, 7.257142857142857)","(4.6, 5.4, 5.310526315789474)","(8.0, 9.2, 8.75)","(14.0, 24.0, 20.533333333333335)"
05-01-2023 16:44:35.861910,"(3.6, 5.0, 4.866666666666667)","(4.8, 6.0, 5.76)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.053333333333333)","(5.5, 7.6, 7.257142857142857)","(4.6, 5.7, 5.35)","(8.0, 9.2, 8.75)","(14.0, 24.0, 20.533333333333335)"
05-01-2023 16:44:37.023385,"(3.6, 5.0, 4.866666666666667)","(4.8, 6.0, 5.76)","(31.0, 60.0, 57.666666666666664)","(6.0, 8.4, 8.053333333333333)","(5.5, 7.6, 7.257142857142857)","(4.6, 5.7, 5.3374999999999995)","(8.0, 9.2, 8.75)","(14.0, 24.0, 21.5)"
