,Tokyo Dreamer,Shian Ned,Velocity Queue,Japanese Chica,Shakey Country,Job Done,Perfect Mate,Genius You
11-01-2023 21:42:34.151933,"(5.0, 9.2, 6.733333333333333)","(5.5, 9.4, 6.666666666666667)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 11.825000000000001)","(61.0, 550.0, 330.0)","(1.75, 2.84, 1.7923809523809524)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 13.3)"
11-01-2023 21:42:35.338395,"(5.0, 9.2, 6.733333333333333)","(5.5, 9.4, 6.666666666666667)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 11.825000000000001)","(61.0, 550.0, 330.0)","(1.75, 2.84, 1.7923809523809524)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 13.3)"
11-01-2023 21:42:36.544340,"(5.0, 9.2, 6.733333333333333)","(5.5, 9.4, 6.666666666666667)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 11.825000000000001)","(61.0, 550.0, 330.0)","(1.75, 2.84, 1.7923809523809524)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 13.3)"
11-01-2023 21:42:37.749311,"(5.0, 9.2, 6.733333333333333)","(5.5, 9.4, 6.666666666666667)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 11.825000000000001)","(61.0, 550.0, 330.0)","(1.75, 2.84, 1.7923809523809524)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 13.3)"
11-01-2023 21:42:39.324006,"(5.0, 9.2, 6.733333333333333)","(5.5, 9.4, 6.666666666666667)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 11.825000000000001)","(61.0, 550.0, 330.0)","(1.75, 2.84, 1.7923809523809524)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 13.3)"
11-01-2023 21:42:40.932637,"(5.0, 9.2, 6.733333333333333)","(5.5, 9.4, 6.666666666666667)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 11.825000000000001)","(61.0, 550.0, 330.0)","(1.75, 2.84, 1.7923809523809524)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 13.3)"
11-01-2023 21:42:42.171053,"(5.0, 9.2, 6.733333333333333)","(5.5, 9.4, 6.666666666666667)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 11.299999999999999)","(61.0, 550.0, 330.0)","(1.75, 2.84, 1.7923809523809524)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 13.3)"
11-01-2023 21:42:43.382419,"(5.0, 9.2, 6.733333333333333)","(5.5, 9.2, 7.25)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 550.0, 330.0)","(1.75, 2.84, 1.7923809523809524)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 13.3)"
11-01-2023 21:42:44.540740,"(5.0, 9.2, 6.733333333333333)","(5.5, 9.2, 8.085714285714285)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 550.0, 335.0)","(1.75, 2.84, 1.766829268292683)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 13.3)"
11-01-2023 21:42:45.702848,"(5.0, 9.2, 6.24)","(5.5, 9.2, 8.085714285714285)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 550.0, 335.0)","(1.75, 2.84, 1.766829268292683)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 14.957142857142857)"
11-01-2023 21:42:46.876434,"(5.0, 9.2, 6.24)","(5.5, 9.2, 8.085714285714285)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 550.0, 335.0)","(1.75, 2.84, 1.766829268292683)","(11.0, 27.0, 17.666666666666668)","(8.5, 17.5, 14.02)"
11-01-2023 21:42:48.074765,"(5.0, 9.2, 6.733333333333333)","(5.5, 9.2, 8.085714285714285)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 550.0, 335.0)","(1.75, 2.84, 1.9166666666666665)","(11.0, 27.0, 17.666666666666668)","(8.5, 17.5, 15.071428571428571)"
11-01-2023 21:42:49.304559,"(5.0, 9.2, 6.24)","(5.5, 9.2, 8.085714285714285)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 550.0, 335.0)","(1.75, 2.8, 1.9166666666666665)","(11.0, 27.0, 17.666666666666668)","(8.5, 17.5, 13.25)"
11-01-2023 21:42:50.472138,"(5.0, 9.2, 6.24)","(5.5, 8.8, 7.050000000000001)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 550.0, 290.0)","(1.75, 2.8, 1.9166666666666665)","(11.0, 27.0, 17.666666666666668)","(8.5, 17.5, 15.185714285714285)"
11-01-2023 21:42:51.705959,"(5.0, 9.2, 6.733333333333333)","(5.5, 8.8, 6.3)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 450.0, 290.0)","(1.75, 2.8, 2.0933333333333333)","(11.0, 27.0, 17.666666666666668)","(8.5, 17.5, 14.34)"
11-01-2023 21:42:52.819057,"(5.0, 9.2, 6.733333333333333)","(5.5, 8.8, 6.3)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 450.0, 290.0)","(1.75, 2.8, 2.0933333333333333)","(11.0, 27.0, 17.666666666666668)","(8.5, 17.5, 12.533333333333333)"
11-01-2023 21:42:54.134315,"(5.0, 9.2, 6.733333333333333)","(5.5, 8.8, 6.3)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 450.0, 290.0)","(1.75, 2.8, 2.0933333333333333)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 12.533333333333333)"
11-01-2023 21:42:55.331244,"(5.0, 9.2, 6.733333333333333)","(5.5, 8.8, 6.3)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 450.0, 290.0)","(1.75, 2.8, 2.0933333333333333)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 12.533333333333333)"
11-01-2023 21:42:56.578124,"(5.0, 9.2, 6.733333333333333)","(5.5, 8.8, 6.3)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 450.0, 290.0)","(1.75, 2.8, 2.0933333333333333)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 12.533333333333333)"
11-01-2023 21:42:58.017902,"(5.0, 9.2, 6.733333333333333)","(5.5, 8.8, 6.3)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 450.0, 290.0)","(1.75, 2.8, 2.0933333333333333)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 12.533333333333333)"
11-01-2023 21:42:59.497102,"(5.0, 9.2, 6.733333333333333)","(5.5, 8.8, 6.3)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 450.0, 290.0)","(1.75, 2.8, 2.0933333333333333)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 12.533333333333333)"
11-01-2023 21:43:00.838619,"(5.0, 9.2, 6.733333333333333)","(5.5, 8.8, 6.3999999999999995)","(21.0, 90.0, 33.333333333333336)","(9.0, 26.0, 12.0)","(61.0, 450.0, 290.0)","(1.75, 2.8, 2.0933333333333333)","(11.0, 27.0, 17.666666666666668)","(8.5, 18.0, 12.533333333333333)"
11-01-2023 21:43:02.067009,"(5.0, 9.2, 6.733333333333333)","(5.5, 8.6, 6.3999999999999995)","(21.0, 90.0, 31.0)","(9.0, 26.0, 12.142857142857142)","(61.0, 450.0, 290.0)","(1.75, 2.8, 2.0933333333333333)","(11.0, 27.0, 20.0)","(8.5, 18.0, 11.725000000000001)"
11-01-2023 21:43:03.302564,"(5.0, 9.2, 6.116666666666666)","(5.5, 8.2, 6.758333333333333)","(21.0, 85.0, 50.53846153846153)","(9.0, 25.0, 13.25)","(61.0, 450.0, 290.0)","(1.75, 2.8, 2.0933333333333333)","(11.0, 27.0, 15.8)","(8.5, 17.5, 11.725000000000001)"
11-01-2023 21:43:04.558487,"(5.0, 9.2, 6.116666666666666)","(5.5, 7.8, 6.758333333333333)","(21.0, 75.0, 50.53846153846153)","(9.0, 23.0, 13.25)","(61.0, 450.0, 290.0)","(1.75, 2.8, 2.0933333333333333)","(11.0, 27.0, 14.444444444444445)","(8.5, 17.5, 11.725000000000001)"
11-01-2023 21:43:05.828407,"(5.0, 9.2, 6.425)","(5.5, 7.6, 6.538461538461538)","(21.0, 65.0, 45.15384615384615)","(9.0, 23.0, 13.25)","(61.0, 450.0, 340.0)","(1.75, 2.8, 2.0933333333333333)","(11.0, 26.0, 15.166666666666666)","(8.5, 17.5, 11.725000000000001)"
11-01-2023 21:43:07.065926,"(5.0, 9.6, 5.955555555555556)","(5.5, 7.2, 6.63)","(21.0, 65.0, 46.57142857142857)","(9.0, 23.0, 13.25)","(61.0, 550.0, 340.0)","(1.75, 2.8, 2.0933333333333333)","(11.0, 26.0, 16.25)","(8.5, 17.5, 11.725000000000001)"
11-01-2023 21:43:08.308646,"(5.0, 9.6, 5.955555555555556)","(5.5, 8.6, 7.866666666666666)","(21.0, 65.0, 37.666666666666664)","(9.0, 23.0, 13.25)","(61.0, 550.0, 340.0)","(1.75, 2.8, 2.0254545454545454)","(11.0, 26.0, 16.25)","(8.5, 17.5, 15.85)"
11-01-2023 21:43:09.566769,"(5.0, 9.6, 7.777777777777778)","(5.5, 8.6, 7.866666666666666)","(21.0, 65.0, 37.666666666666664)","(9.0, 23.0, 13.25)","(61.0, 550.0, 340.0)","(1.75, 2.76, 2.2723076923076926)","(11.0, 26.0, 16.25)","(8.5, 17.5, 15.0)"
11-01-2023 21:43:10.867290,"(5.0, 9.6, 7.314285714285714)","(5.5, 8.6, 7.866666666666666)","(21.0, 65.0, 37.666666666666664)","(9.0, 23.0, 13.25)","(61.0, 550.0, 340.0)","(1.75, 2.72, 2.4475000000000002)","(11.0, 26.0, 16.25)","(8.5, 17.5, 15.0)"
11-01-2023 21:43:12.210301,"(5.0, 9.6, 6.133333333333334)","(5.5, 8.6, 7.866666666666666)","(21.0, 65.0, 37.666666666666664)","(9.0, 23.0, 19.236363636363635)","(61.0, 550.0, 290.0)","(1.75, 2.68, 2.38)","(11.0, 26.0, 15.2)","(8.5, 17.5, 12.25)"
11-01-2023 21:43:13.475065,"(5.0, 9.6, 6.133333333333334)","(5.5, 8.6, 7.866666666666666)","(21.0, 65.0, 37.666666666666664)","(9.0, 23.0, 17.085714285714285)","(61.0, 450.0, 290.0)","(1.75, 2.66, 2.284)","(11.0, 26.0, 15.2)","(8.5, 17.5, 12.25)"
11-01-2023 21:43:14.759617,"(5.0, 9.6, 6.133333333333334)","(5.5, 8.6, 7.866666666666666)","(21.0, 65.0, 31.57142857142857)","(9.0, 23.0, 13.625)","(61.0, 450.0, 290.0)","(1.75, 2.64, 2.205)","(11.0, 26.0, 16.0)","(8.5, 17.5, 15.75)"
11-01-2023 21:43:16.016265,"(5.0, 9.6, 6.836363636363636)","(5.5, 8.6, 7.727272727272727)","(21.0, 65.0, 34.5)","(9.0, 23.0, 12.285714285714286)","(61.0, 450.0, 290.0)","(1.75, 2.64, 2.205)","(11.0, 26.0, 15.5)","(8.5, 17.5, 13.81578947368421)"
11-01-2023 21:43:17.192124,"(5.0, 9.6, 7.657142857142857)","(5.5, 9.0, 7.833333333333334)","(21.0, 60.0, 33.25)","(9.0, 23.0, 12.285714285714286)","(61.0, 450.0, 300.0)","(1.75, 2.64, 1.985)","(11.0, 26.0, 15.5)","(8.5, 17.5, 15.818181818181818)"
11-01-2023 21:43:18.380779,"(5.0, 9.2, 7.836363636363636)","(5.5, 8.6, 7.754545454545454)","(21.0, 55.0, 33.25)","(9.0, 23.0, 12.285714285714286)","(61.0, 450.0, 300.0)","(1.75, 2.6, 1.8971428571428572)","(11.0, 26.0, 15.5)","(8.5, 17.0, 15.818181818181818)"
11-01-2023 21:43:19.596429,"(5.0, 9.2, 6.866666666666667)","(5.5, 8.6, 7.754545454545454)","(21.0, 55.0, 33.25)","(9.0, 23.0, 12.285714285714286)","(61.0, 450.0, 300.0)","(1.75, 2.6, 2.108)","(11.0, 26.0, 15.5)","(8.5, 17.0, 15.916666666666666)"
11-01-2023 21:43:20.772567,"(5.0, 9.2, 6.866666666666667)","(5.5, 8.4, 6.490909090909091)","(21.0, 55.0, 33.25)","(9.0, 23.0, 14.666666666666666)","(61.0, 450.0, 300.0)","(1.75, 2.6, 2.06)","(11.0, 26.0, 15.0625)","(8.5, 17.0, 15.916666666666666)"
11-01-2023 21:43:22.004855,"(5.0, 9.2, 8.123076923076923)","(5.5, 8.6, 6.6000000000000005)","(21.0, 55.0, 33.25)","(9.0, 23.0, 17.23076923076923)","(61.0, 450.0, 300.0)","(1.75, 2.6, 2.45)","(11.0, 26.0, 15.5)","(8.5, 17.0, 15.916666666666666)"
11-01-2023 21:43:23.259425,"(5.0, 9.2, 8.123076923076923)","(5.5, 8.4, 7.1866666666666665)","(21.0, 55.0, 33.25)","(9.0, 23.0, 12.714285714285714)","(61.0, 450.0, 300.0)","(1.75, 2.56, 2.12)","(11.0, 26.0, 15.9375)","(8.5, 17.0, 15.916666666666666)"
11-01-2023 21:43:24.516372,"(5.0, 9.2, 8.45)","(5.5, 8.4, 7.333333333333333)","(21.0, 55.0, 30.833333333333332)","(9.0, 23.0, 12.714285714285714)","(61.0, 450.0, 300.0)","(1.75, 2.56, 2.175)","(11.0, 26.0, 15.9375)","(8.5, 17.0, 15.916666666666666)"
11-01-2023 21:43:25.673389,"(5.0, 8.8, 7.0)","(5.5, 8.0, 7.333333333333333)","(21.0, 55.0, 28.9)","(9.0, 23.0, 18.2)","(61.0, 450.0, 300.0)","(1.75, 2.56, 2.291764705882353)","(11.0, 26.0, 15.9375)","(8.5, 17.0, 15.916666666666666)"
11-01-2023 21:43:26.779304,"(5.0, 8.8, 7.800000000000001)","(5.5, 7.6, 6.48)","(21.0, 55.0, 28.9)","(9.0, 23.0, 18.2)","(61.0, 450.0, 320.0)","(1.75, 2.56, 2.185)","(11.0, 26.0, 15.9375)","(8.5, 17.0, 15.916666666666666)"
11-01-2023 21:43:27.910413,"(5.0, 8.8, 6.4)","(5.5, 7.2, 6.4)","(21.0, 55.0, 28.9)","(9.0, 23.0, 18.2)","(61.0, 470.0, 320.0)","(1.75, 2.56, 2.213846153846154)","(11.0, 26.0, 15.9375)","(8.5, 17.0, 15.916666666666666)"
11-01-2023 21:43:29.069731,"(5.0, 8.4, 6.84)","(5.5, 7.2, 6.066666666666666)","(21.0, 55.0, 28.9)","(9.0, 23.0, 18.2)","(61.0, 470.0, 320.0)","(1.75, 2.56, 1.9342857142857144)","(11.0, 26.0, 20.633333333333333)","(8.5, 17.0, 15.916666666666666)"
11-01-2023 21:43:30.212985,"(5.0, 8.0, 7.325)","(5.5, 6.8, 6.449999999999999)","(21.0, 55.0, 28.9)","(9.0, 23.0, 18.2)","(61.0, 470.0, 310.0)","(1.75, 2.56, 1.9342857142857144)","(11.0, 26.0, 20.633333333333333)","(8.5, 17.0, 15.916666666666666)"
11-01-2023 21:43:31.317123,"(5.0, 8.0, 7.325)","(5.5, 6.6, 6.449999999999999)","(21.0, 55.0, 28.9)","(9.0, 23.0, 18.2)","(61.0, 450.0, 310.0)","(1.75, 2.56, 1.955)","(11.0, 26.0, 20.633333333333333)","(8.5, 17.0, 13.333333333333334)"
11-01-2023 21:43:32.423476,"(5.0, 8.0, 7.228571428571429)","(5.5, 6.6, 6.24)","(21.0, 55.0, 36.35714285714286)","(9.0, 23.0, 18.5)","(61.0, 450.0, 260.0)","(1.75, 2.58, 2.5185227272727273)","(11.0, 26.0, 20.633333333333333)","(8.5, 17.0, 13.333333333333334)"
11-01-2023 21:43:33.565619,"(5.0, 7.6, 7.283333333333333)","(5.5, 6.6, 6.24)","(21.0, 55.0, 36.35714285714286)","(9.0, 23.0, 18.5)","(61.0, 440.0, 224.0)","(1.75, 2.56, 1.96)","(11.0, 26.0, 20.633333333333333)","(8.5, 17.0, 13.333333333333334)"
11-01-2023 21:43:34.679763,"(5.0, 7.2, 6.675)","(5.5, 6.6, 6.15)","(21.0, 55.0, 36.35714285714286)","(9.0, 23.0, 18.5)","(61.0, 440.0, 192.0)","(1.75, 2.56, 1.96)","(11.0, 26.0, 20.633333333333333)","(8.5, 17.0, 15.9)"
11-01-2023 21:43:35.814068,"(5.0, 7.2, 6.675)","(5.5, 6.4, 5.875)","(21.0, 55.0, 36.35714285714286)","(9.0, 23.0, 18.5)","(61.0, 440.0, 240.0)","(1.75, 2.56, 2.1100000000000003)","(11.0, 26.0, 20.633333333333333)","(8.5, 17.0, 16.0)"
11-01-2023 21:43:36.916905,"(5.0, 7.2, 6.675)","(5.5, 6.4, 5.725)","(21.0, 55.0, 36.35714285714286)","(9.0, 23.0, 18.5)","(61.0, 440.0, 221.25)","(1.75, 2.56, 2.5316)","(11.0, 26.0, 20.633333333333333)","(8.5, 17.0, 16.0)"
11-01-2023 21:43:37.973136,"(5.0, 7.2, 6.675)","(5.5, 6.6, 6.05)","(21.0, 55.0, 36.35714285714286)","(9.0, 23.0, 18.5)","(61.0, 440.0, 221.25)","(1.75, 2.56, 2.53125)","(11.0, 26.0, 20.633333333333333)","(8.5, 17.0, 16.0)"
11-01-2023 21:43:39.112664,"(5.0, 7.2, 6.675)","(5.5, 6.4, 5.575)","(21.0, 55.0, 36.35714285714286)","(9.0, 23.0, 18.5)","(61.0, 440.0, 221.25)","(1.75, 2.56, 1.9933333333333332)","(11.0, 26.0, 20.633333333333333)","(8.5, 17.0, 16.0)"
11-01-2023 21:43:40.185661,"(5.0, 7.2, 6.675)","(5.5, 6.4, 6.15)","(21.0, 55.0, 36.35714285714286)","(9.0, 23.0, 18.5)","(61.0, 440.0, 221.25)","(1.75, 2.56, 2.250909090909091)","(11.0, 26.0, 20.633333333333333)","(8.5, 17.0, 16.0)"
11-01-2023 21:43:41.313638,"(5.0, 6.8, 6.633333333333333)","(5.5, 6.4, 6.300000000000001)","(21.0, 55.0, 36.35714285714286)","(9.0, 23.0, 18.5)","(61.0, 440.0, 221.25)","(1.75, 2.56, 2.23)","(11.0, 26.0, 20.633333333333333)","(8.5, 17.0, 14.875)"
11-01-2023 21:43:42.394067,"(5.0, 6.8, 6.425)","(5.5, 6.4, 6.300000000000001)","(21.0, 55.0, 36.35714285714286)","(9.0, 23.0, 18.5)","(61.0, 440.0, 221.25)","(1.75, 2.56, 2.4479310344827585)","(11.0, 26.0, 20.633333333333333)","(8.5, 17.5, 14.5)"
11-01-2023 21:43:43.433482,"(5.0, 6.8, 6.3)","(5.5, 6.8, 6.514285714285714)","(21.0, 55.0, 36.35714285714286)","(9.0, 23.0, 18.5)","(61.0, 440.0, 221.25)","(1.75, 2.56, 2.2933333333333334)","(11.0, 26.0, 20.633333333333333)","(8.5, 16.5, 14.5)"
11-01-2023 21:43:44.527461,"(5.0, 6.8, 6.3)","(5.5, 6.8, 6.355555555555555)","(21.0, 55.0, 36.35714285714286)","(9.0, 23.0, 18.5)","(61.0, 440.0, 221.25)","(1.75, 2.56, 2.501666666666667)","(11.0, 26.0, 20.633333333333333)","(8.5, 16.5, 14.5)"
11-01-2023 21:43:45.678888,"(5.0, 6.8, 6.008333333333333)","(5.5, 6.8, 6.514285714285714)","(21.0, 55.0, 36.35714285714286)","(9.0, 23.0, 18.5)","(61.0, 440.0, 221.25)","(1.75, 2.56, 2.3016666666666667)","(11.0, 26.0, 20.633333333333333)","(8.5, 16.5, 14.5)"
11-01-2023 21:43:46.837713,"(5.0, 6.8, 6.008333333333333)","(5.5, 6.8, 6.514285714285714)","(21.0, 55.0, 37.6)","(9.0, 23.0, 18.5)","(61.0, 440.0, 221.25)","(1.75, 2.56, 2.06)","(11.0, 26.0, 20.633333333333333)","(8.5, 16.5, 14.625)"
11-01-2023 21:43:47.948427,"(5.0, 6.8, 5.565)","(5.5, 6.8, 6.514285714285714)","(21.0, 55.0, 37.6)","(9.0, 23.0, 19.549999999999997)","(61.0, 440.0, 221.25)","(1.75, 2.56, 2.5063636363636363)","(11.0, 26.0, 20.633333333333333)","(8.5, 16.5, 14.625)"
11-01-2023 21:43:49.105661,"(5.0, 6.8, 6.0875)","(5.5, 6.8, 6.485714285714286)","(21.0, 55.0, 37.6)","(9.0, 23.0, 15.666666666666668)","(61.0, 440.0, 221.25)","(1.75, 2.56, 2.2711111111111113)","(11.0, 26.0, 20.633333333333333)","(8.5, 16.5, 14.625)"
11-01-2023 21:43:50.222643,"(5.0, 6.8, 6.0875)","(5.5, 6.6, 6.2625)","(21.0, 55.0, 37.6)","(9.0, 23.0, 17.923076923076923)","(61.0, 440.0, 221.25)","(1.75, 2.54, 2.057777777777778)","(11.0, 26.0, 20.633333333333333)","(8.5, 16.5, 14.625)"
11-01-2023 21:43:51.452953,"(5.0, 6.8, 6.0875)","(5.5, 6.6, 6.2625)","(21.0, 55.0, 37.6)","(9.0, 23.0, 17.923076923076923)","(61.0, 440.0, 221.25)","(1.75, 2.52, 2.057777777777778)","(11.0, 26.0, 20.633333333333333)","(8.5, 16.5, 14.131578947368421)"
11-01-2023 21:43:52.576969,"(5.0, 6.8, 5.565)","(5.5, 6.6, 6.214285714285714)","(21.0, 50.0, 37.0)","(9.0, 23.0, 17.5)","(61.0, 430.0, 206.42857142857142)","(1.75, 2.52, 2.12)","(11.0, 26.0, 20.633333333333333)","(8.5, 16.5, 14.625)"
11-01-2023 21:43:53.721882,"(5.0, 6.6, 6.225)","(5.5, 6.6, 6.214285714285714)","(21.0, 55.0, 41.73684210526316)","(9.0, 23.0, 17.076923076923077)","(61.0, 420.0, 206.42857142857142)","(1.75, 2.52, 2.4714084507042253)","(11.0, 26.0, 20.633333333333333)","(8.5, 16.5, 14.045454545454545)"
11-01-2023 21:43:54.934418,"(5.0, 6.6, 6.1)","(5.5, 6.6, 6.214285714285714)","(21.0, 50.0, 43.15384615384615)","(9.0, 23.0, 17.615384615384617)","(61.0, 420.0, 206.42857142857142)","(1.75, 2.52, 2.45125)","(11.0, 26.0, 20.25)","(8.5, 16.5, 14.045454545454545)"
11-01-2023 21:43:56.203433,"(5.0, 6.4, 5.907692307692308)","(5.5, 6.6, 5.625)","(21.0, 48.0, 47.0)","(9.0, 23.0, 17.615384615384617)","(61.0, 420.0, 206.42857142857142)","(1.75, 2.52, 2.397551020408163)","(11.0, 26.0, 20.25)","(8.5, 16.5, 14.045454545454545)"
11-01-2023 21:43:57.674639,"(5.0, 6.4, 5.85)","(5.5, 6.6, 6.2625)","(21.0, 55.0, 37.22222222222222)","(9.0, 23.0, 17.615384615384617)","(61.0, 420.0, 295.0)","(1.75, 2.52, 2.3815384615384616)","(11.0, 26.0, 20.25)","(8.5, 16.5, 14.045454545454545)"
11-01-2023 21:43:58.995184,"(5.0, 6.4, 5.85)","(5.5, 6.6, 6.2625)","(21.0, 50.0, 32.75)","(9.0, 23.0, 17.615384615384617)","(61.0, 400.0, 216.25)","(1.75, 2.52, 2.3857894736842105)","(11.0, 26.0, 20.25)","(8.5, 16.5, 14.045454545454545)"
11-01-2023 21:44:00.202783,"(5.0, 6.2, 5.7625)","(5.5, 6.6, 6.2625)","(21.0, 50.0, 32.75)","(9.0, 23.0, 17.615384615384617)","(61.0, 400.0, 216.25)","(1.75, 2.52, 2.4357894736842107)","(11.0, 26.0, 20.25)","(8.5, 16.5, 14.045454545454545)"
11-01-2023 21:44:01.418066,"(5.0, 6.2, 5.791666666666667)","(5.5, 6.6, 6.2625)","(21.0, 50.0, 32.75)","(9.0, 23.0, 17.615384615384617)","(61.0, 400.0, 216.25)","(1.75, 2.52, 2.442222222222222)","(11.0, 26.0, 20.25)","(8.5, 16.5, 14.045454545454545)"
11-01-2023 21:44:02.602820,"(5.0, 6.2, 5.791666666666667)","(5.5, 6.6, 6.2625)","(21.0, 50.0, 32.75)","(9.0, 23.0, 17.615384615384617)","(61.0, 400.0, 230.0)","(1.75, 2.52, 2.3855172413793104)","(11.0, 26.0, 20.25)","(8.5, 16.5, 14.045454545454545)"
11-01-2023 21:44:03.776166,"(5.0, 6.2, 5.791666666666667)","(5.5, 6.6, 6.1875)","(21.0, 50.0, 32.75)","(9.0, 23.0, 17.615384615384617)","(61.0, 390.0, 285.0)","(1.75, 2.52, 2.3137499999999998)","(11.0, 26.0, 20.25)","(8.5, 16.5, 14.045454545454545)"
11-01-2023 21:44:04.917595,"(5.0, 6.2, 5.791666666666667)","(5.5, 6.6, 6.1875)","(21.0, 50.0, 32.75)","(9.0, 23.0, 17.615384615384617)","(61.0, 380.0, 256.6666666666667)","(1.75, 2.52, 2.3137499999999998)","(11.0, 26.0, 20.25)","(8.5, 16.5, 14.045454545454545)"
11-01-2023 21:44:06.063352,"(5.0, 6.2, 5.791666666666667)","(5.5, 6.6, 6.1875)","(21.0, 50.0, 32.75)","(9.0, 23.0, 17.615384615384617)","(61.0, 390.0, 256.6666666666667)","(1.75, 2.52, 2.353333333333333)","(11.0, 26.0, 20.25)","(8.5, 16.5, 14.045454545454545)"
11-01-2023 21:44:07.313867,"(5.0, 6.0, 5.95)","(5.5, 6.6, 6.1875)","(21.0, 50.0, 32.75)","(9.0, 23.0, 17.615384615384617)","(61.0, 390.0, 256.6666666666667)","(1.75, 2.52, 2.353333333333333)","(11.0, 26.0, 17.785714285714285)","(8.5, 16.5, 12.9)"
11-01-2023 21:44:08.534571,"(5.0, 6.0, 5.333333333333333)","(5.5, 6.6, 6.1875)","(21.0, 50.0, 34.36)","(9.0, 23.0, 15.666666666666666)","(61.0, 390.0, 216.36363636363637)","(1.75, 2.52, 2.4726315789473685)","(11.0, 26.0, 22.944444444444443)","(8.5, 16.5, 14.0)"
11-01-2023 21:44:09.711724,"(5.0, 6.0, 5.6)","(5.5, 6.6, 5.625)","(21.0, 50.0, 34.36)","(9.0, 20.0, 15.666666666666666)","(61.0, 380.0, 221.25)","(1.75, 2.52, 2.4033333333333333)","(11.0, 24.0, 21.3)","(8.5, 16.0, 13.833333333333334)"
11-01-2023 21:44:11.110321,"(5.0, 6.0, 5.6)","(5.5, 6.6, 5.625)","(21.0, 50.0, 32.19047619047619)","(9.0, 19.5, 14.25)","(61.0, 370.0, 221.25)","(1.75, 2.52, 2.4033333333333333)","(11.0, 23.0, 17.333333333333332)","(8.5, 15.0, 14.192307692307692)"
11-01-2023 21:44:12.214582,"(5.0, 6.0, 5.8)","(5.5, 6.6, 5.625)","(21.0, 50.0, 32.19047619047619)","(9.0, 19.5, 14.25)","(61.0, 370.0, 214.16666666666666)","(1.75, 2.52, 2.42)","(11.0, 23.0, 18.96875)","(8.5, 15.0, 13.6)"
11-01-2023 21:44:13.391385,"(5.0, 6.0, 5.65)","(5.5, 6.6, 5.890909090909091)","(21.0, 50.0, 31.666666666666668)","(9.0, 19.0, 14.0)","(61.0, 370.0, 226.66666666666666)","(1.75, 2.52, 2.453333333333333)","(11.0, 21.0, 17.525)","(8.5, 15.0, 13.6)"
11-01-2023 21:44:14.480913,"(5.0, 5.9, 5.572727272727272)","(5.5, 6.4, 6.085714285714286)","(21.0, 50.0, 31.666666666666668)","(9.0, 18.5, 13.717391304347826)","(61.0, 360.0, 265.0)","(1.75, 2.52, 2.4366666666666665)","(11.0, 20.0, 16.228571428571428)","(8.5, 15.0, 12.8125)"
11-01-2023 21:44:15.648733,"(5.0, 5.9, 5.66)","(5.5, 6.2, 5.8625)","(21.0, 50.0, 31.666666666666668)","(9.0, 18.5, 14.071428571428571)","(61.0, 330.0, 222.0)","(1.75, 2.52, 2.4366666666666665)","(11.0, 20.0, 18.5)","(8.5, 15.0, 12.8125)"
