,Tokyo Dreamer,Shian Ned,Velocity Queue,Japanese Chica,Shakey Country,Job Done,Perfect Mate,Genius You
11-01-2023 21:33:25.319095,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 19.450000000000003)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:26.361206,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 19.450000000000003)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:27.484689,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 41.27272727272727)","(9.0, 23.0, 19.68181818181818)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:28.485175,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 41.27272727272727)","(9.0, 23.0, 18.909090909090907)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:29.471850,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.2, 8.904)","(21.0, 90.0, 41.27272727272727)","(9.0, 22.0, 18.909090909090907)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:30.458865,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.2, 8.904)","(21.0, 90.0, 41.27272727272727)","(9.0, 22.0, 18.909090909090907)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:31.561067,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.2, 8.904)","(21.0, 90.0, 41.27272727272727)","(9.0, 22.0, 18.909090909090907)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:32.617713,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.2, 8.904)","(21.0, 90.0, 41.27272727272727)","(9.0, 22.0, 18.909090909090907)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:33.633841,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.2, 8.904)","(21.0, 90.0, 41.27272727272727)","(9.0, 22.0, 18.909090909090907)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:34.672384,"(5.0, 12.0, 10.0)","(5.5, 9.2, 8.904)","(21.0, 90.0, 41.27272727272727)","(9.0, 22.0, 13.75)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:35.801854,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.2, 8.904)","(21.0, 90.0, 41.27272727272727)","(9.0, 22.0, 13.75)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:36.924884,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.2, 8.904)","(21.0, 90.0, 41.27272727272727)","(9.0, 22.0, 13.75)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:37.971342,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.2, 8.904)","(21.0, 90.0, 41.27272727272727)","(9.0, 22.0, 20.2)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:39.115567,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.2, 8.904)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 15.314285714285715)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:40.261980,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.2, 8.904)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 15.314285714285715)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:41.362399,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.0, 8.536000000000001)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 15.314285714285715)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:42.474605,"(5.0, 12.0, 6.085714285714285)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 15.314285714285715)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:43.563196,"(5.0, 12.0, 6.085714285714285)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 15.314285714285715)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:44.653013,"(5.0, 12.0, 6.085714285714285)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 15.314285714285715)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:45.794251,"(5.0, 12.0, 6.085714285714285)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 15.314285714285715)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:46.876603,"(5.0, 12.0, 6.085714285714285)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 11.52)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:47.942732,"(5.0, 12.0, 5.914285714285715)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 11.52)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:49.030139,"(5.0, 12.0, 5.914285714285715)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 11.52)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:50.229139,"(5.0, 12.0, 5.914285714285715)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 11.52)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:51.381566,"(5.0, 12.0, 5.914285714285715)","(5.5, 9.0, 8.275862068965518)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 11.52)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:52.375926,"(5.0, 12.0, 5.914285714285715)","(5.5, 9.6, 8.751724137931035)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 11.52)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:53.483498,"(5.0, 12.0, 9.697297297297297)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 16.3)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:54.505560,"(5.0, 12.0, 9.697297297297297)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 41.27272727272727)","(9.0, 24.0, 16.3)","(61.0, 550.0, 496.6666666666667)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 24.1)","(8.5, 18.0, 14.8)"
11-01-2023 21:33:55.579882,"(5.0, 12.0, 9.697297297297297)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:33:56.580631,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:33:57.606009,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:33:58.573114,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:33:59.653771,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:00.682869,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:01.771993,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:02.825438,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:03.898242,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:05.023954,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.4, 8.393548387096775)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:06.116708,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.2, 8.904)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:07.248118,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.2, 8.904)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:08.337504,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.2, 8.904)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:09.622973,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.2, 8.904)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:10.898835,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.2, 8.904)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:12.022423,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.2, 8.904)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:13.160551,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.2, 8.904)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:14.246480,"(5.0, 12.0, 10.106666666666666)","(5.5, 9.0, 8.275862068965518)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:15.308835,"(5.0, 12.0, 10.106666666666666)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:16.352833,"(5.0, 12.0, 10.106666666666666)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:17.384983,"(5.0, 12.0, 10.106666666666666)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.32941176470588)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:18.416857,"(5.0, 12.0, 10.0)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.376470588235293)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:19.454383,"(5.0, 12.0, 6.085714285714285)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.376470588235293)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:20.492939,"(5.0, 12.0, 6.085714285714285)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.376470588235293)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:21.531052,"(5.0, 12.0, 6.085714285714285)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.376470588235293)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:22.607523,"(5.0, 12.0, 6.085714285714285)","(5.5, 8.8, 8.536000000000001)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.376470588235293)","(61.0, 550.0, 470.0)","(1.75, 2.84, 1.8316666666666666)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:23.726445,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.0, 8.275862068965518)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.376470588235293)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:24.841956,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.6, 8.751724137931035)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.376470588235293)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:25.988023,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.6, 8.751724137931035)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.376470588235293)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:27.119635,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.6, 8.751724137931035)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.376470588235293)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:28.215081,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.6, 8.751724137931035)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.376470588235293)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:29.285936,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.6, 8.751724137931035)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.376470588235293)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:30.319114,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.6, 8.751724137931035)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.376470588235293)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:31.342686,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.6, 8.751724137931035)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.376470588235293)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:32.474849,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.6, 8.4)","(21.0, 90.0, 56.0)","(9.0, 24.0, 20.376470588235293)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:33.530897,"(5.0, 12.0, 6.085714285714285)","(5.5, 9.6, 8.5)","(21.0, 90.0, 56.0)","(9.0, 24.0, 11.52)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:34.524074,"(5.0, 12.0, 5.914285714285715)","(5.5, 9.4, 8.98)","(21.0, 90.0, 56.0)","(9.0, 24.0, 11.52)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:35.622995,"(5.0, 12.0, 5.914285714285715)","(5.5, 9.4, 8.98)","(21.0, 90.0, 56.0)","(9.0, 24.0, 11.52)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
11-01-2023 21:34:36.642601,"(5.0, 12.0, 5.914285714285715)","(5.5, 9.4, 8.98)","(21.0, 90.0, 56.0)","(9.0, 24.0, 11.52)","(61.0, 550.0, 470.0)","(1.75, 2.84, 2.1066666666666665)","(11.0, 27.0, 25.636363636363633)","(8.5, 18.0, 11.6)"
