,Aces Daughter,Manonthemoon,Amore Rock,Steinman Nz,Above Average,The Sneaky Fox,Springfield Affair,Kahina,Golden Jaylet,Barney Fella
13,"[datetime.datetime(2022, 11, 28, 16, 55, 38, 583785), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 55, 38, 583785), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 16, 55, 38, 583785), 1.6, 1.78]","[datetime.datetime(2022, 11, 28, 16, 55, 38, 583785), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 38, 583785), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 38, 583785), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 38, 583785), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 38, 583785), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 38, 583785), 101.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 55, 38, 583785), 31.0, 46.0]"
14,"[datetime.datetime(2022, 11, 28, 16, 55, 39, 912191), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 55, 39, 912191), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 16, 55, 39, 912191), 1.6, 1.78]","[datetime.datetime(2022, 11, 28, 16, 55, 39, 912191), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 39, 912191), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 39, 912191), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 39, 912191), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 39, 912191), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 39, 912191), 101.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 55, 39, 912191), 31.0, 46.0]"
15,"[datetime.datetime(2022, 11, 28, 16, 55, 41, 221147), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 16, 55, 41, 221147), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 16, 55, 41, 221147), 1.6, 1.78]","[datetime.datetime(2022, 11, 28, 16, 55, 41, 221147), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 41, 221147), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 41, 221147), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 41, 221147), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 41, 221147), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 41, 221147), 101.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 55, 41, 221147), 31.0, 46.0]"
16,"[datetime.datetime(2022, 11, 28, 16, 55, 42, 479019), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 55, 42, 479019), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 16, 55, 42, 479019), 1.6, 1.78]","[datetime.datetime(2022, 11, 28, 16, 55, 42, 479019), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 42, 479019), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 42, 479019), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 42, 479019), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 42, 479019), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 42, 479019), 101.0, 350.0]","[datetime.datetime(2022, 11, 28, 16, 55, 42, 479019), 31.0, 46.0]"
17,"[datetime.datetime(2022, 11, 28, 16, 55, 43, 782162), 6.0, 9.4]","[datetime.datetime(2022, 11, 28, 16, 55, 43, 782162), 81.0, 240.0]","[datetime.datetime(2022, 11, 28, 16, 55, 43, 782162), 1.6, 1.78]","[datetime.datetime(2022, 11, 28, 16, 55, 43, 782162), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 43, 782162), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 43, 782162), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 43, 782162), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 43, 782162), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 43, 782162), 101.0, 340.0]","[datetime.datetime(2022, 11, 28, 16, 55, 43, 782162), 31.0, 46.0]"
18,"[datetime.datetime(2022, 11, 28, 16, 55, 45, 64912), 6.0, 9.4]","[datetime.datetime(2022, 11, 28, 16, 55, 45, 64912), 81.0, 240.0]","[datetime.datetime(2022, 11, 28, 16, 55, 45, 64912), 1.6, 1.78]","[datetime.datetime(2022, 11, 28, 16, 55, 45, 64912), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 45, 64912), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 45, 64912), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 45, 64912), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 45, 64912), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 45, 64912), 101.0, 340.0]","[datetime.datetime(2022, 11, 28, 16, 55, 45, 64912), 31.0, 46.0]"
19,"[datetime.datetime(2022, 11, 28, 16, 55, 46, 346146), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 55, 46, 346146), 81.0, 240.0]","[datetime.datetime(2022, 11, 28, 16, 55, 46, 346146), 1.6, 1.78]","[datetime.datetime(2022, 11, 28, 16, 55, 46, 346146), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 46, 346146), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 46, 346146), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 46, 346146), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 46, 346146), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 46, 346146), 101.0, 340.0]","[datetime.datetime(2022, 11, 28, 16, 55, 46, 346146), 31.0, 46.0]"
20,"[datetime.datetime(2022, 11, 28, 16, 55, 47, 613297), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 55, 47, 613297), 81.0, 240.0]","[datetime.datetime(2022, 11, 28, 16, 55, 47, 613297), 1.6, 1.78]","[datetime.datetime(2022, 11, 28, 16, 55, 47, 613297), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 47, 613297), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 47, 613297), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 47, 613297), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 47, 613297), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 47, 613297), 101.0, 340.0]","[datetime.datetime(2022, 11, 28, 16, 55, 47, 613297), 31.0, 46.0]"
21,"[datetime.datetime(2022, 11, 28, 16, 55, 48, 848371), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 55, 48, 848371), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 55, 48, 848371), 1.6, 1.78]","[datetime.datetime(2022, 11, 28, 16, 55, 48, 848371), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 48, 848371), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 48, 848371), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 48, 848371), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 48, 848371), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 48, 848371), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 16, 55, 48, 848371), 31.0, 46.0]"
22,"[datetime.datetime(2022, 11, 28, 16, 55, 50, 75946), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 55, 50, 75946), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 55, 50, 75946), 1.6, 1.81]","[datetime.datetime(2022, 11, 28, 16, 55, 50, 75946), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 50, 75946), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 50, 75946), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 50, 75946), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 50, 75946), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 50, 75946), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 16, 55, 50, 75946), 31.0, 46.0]"
23,"[datetime.datetime(2022, 11, 28, 16, 55, 51, 323653), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 55, 51, 323653), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 55, 51, 323653), 1.6, 1.81]","[datetime.datetime(2022, 11, 28, 16, 55, 51, 323653), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 51, 323653), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 51, 323653), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 51, 323653), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 51, 323653), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 51, 323653), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 16, 55, 51, 323653), 31.0, 46.0]"
24,"[datetime.datetime(2022, 11, 28, 16, 55, 52, 592115), 6.0, 9.6]","[datetime.datetime(2022, 11, 28, 16, 55, 52, 592115), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 55, 52, 592115), 1.6, 1.81]","[datetime.datetime(2022, 11, 28, 16, 55, 52, 592115), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 52, 592115), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 52, 592115), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 52, 592115), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 52, 592115), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 52, 592115), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 16, 55, 52, 592115), 31.0, 46.0]"
25,"[datetime.datetime(2022, 11, 28, 16, 55, 53, 947235), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 55, 53, 947235), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 55, 53, 947235), 1.6, 1.81]","[datetime.datetime(2022, 11, 28, 16, 55, 53, 947235), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 53, 947235), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 53, 947235), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 53, 947235), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 53, 947235), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 53, 947235), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 16, 55, 53, 947235), 31.0, 46.0]"
26,"[datetime.datetime(2022, 11, 28, 16, 55, 55, 240100), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 55, 55, 240100), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 55, 55, 240100), 1.6, 1.81]","[datetime.datetime(2022, 11, 28, 16, 55, 55, 240100), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 55, 240100), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 55, 240100), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 55, 240100), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 55, 240100), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 55, 240100), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 16, 55, 55, 240100), 31.0, 46.0]"
27,"[datetime.datetime(2022, 11, 28, 16, 55, 56, 599880), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 55, 56, 599880), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 55, 56, 599880), 1.6, 1.81]","[datetime.datetime(2022, 11, 28, 16, 55, 56, 599880), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 56, 599880), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 56, 599880), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 56, 599880), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 56, 599880), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 56, 599880), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 16, 55, 56, 599880), 31.0, 46.0]"
28,"[datetime.datetime(2022, 11, 28, 16, 55, 57, 885406), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 55, 57, 885406), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 55, 57, 885406), 1.6, 1.81]","[datetime.datetime(2022, 11, 28, 16, 55, 57, 885406), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 57, 885406), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 57, 885406), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 57, 885406), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 57, 885406), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 57, 885406), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 16, 55, 57, 885406), 31.0, 46.0]"
29,"[datetime.datetime(2022, 11, 28, 16, 55, 59, 165951), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 55, 59, 165951), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 55, 59, 165951), 1.6, 1.81]","[datetime.datetime(2022, 11, 28, 16, 55, 59, 165951), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 55, 59, 165951), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 55, 59, 165951), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 55, 59, 165951), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 55, 59, 165951), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 55, 59, 165951), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 16, 55, 59, 165951), 31.0, 46.0]"
30,"[datetime.datetime(2022, 11, 28, 16, 56, 0, 448856), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 16, 56, 0, 448856), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 56, 0, 448856), 1.6, 1.81]","[datetime.datetime(2022, 11, 28, 16, 56, 0, 448856), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 56, 0, 448856), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 56, 0, 448856), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 56, 0, 448856), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 56, 0, 448856), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 56, 0, 448856), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 16, 56, 0, 448856), 31.0, 46.0]"
31,"[datetime.datetime(2022, 11, 28, 16, 56, 1, 703732), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 16, 56, 1, 703732), 81.0, 230.0]","[datetime.datetime(2022, 11, 28, 16, 56, 1, 703732), 1.6, 1.81]","[datetime.datetime(2022, 11, 28, 16, 56, 1, 703732), 10.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 56, 1, 703732), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 56, 1, 703732), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 56, 1, 703732), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 16, 56, 1, 703732), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 56, 1, 703732), 101.0, 330.0]","[datetime.datetime(2022, 11, 28, 16, 56, 1, 703732), 31.0, 46.0]"
