,Manoeuver Man,Bella Sofia,Farasthe Eyecansee,Final Round,Growlers Last,Giant Jackson,Sorrento
10,"[datetime.datetime(2022, 11, 28, 12, 41, 0, 776765), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 0, 776765), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 0, 776765), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 0, 776765), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 0, 776765), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 0, 776765), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 0, 776765), 1.28, 1.93]"
11,"[datetime.datetime(2022, 11, 28, 12, 41, 1, 945808), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 1, 945808), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 1, 945808), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 1, 945808), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 1, 945808), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 1, 945808), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 1, 945808), 1.28, 1.93]"
12,"[datetime.datetime(2022, 11, 28, 12, 41, 3, 118526), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 3, 118526), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 3, 118526), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 3, 118526), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 3, 118526), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 3, 118526), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 3, 118526), 1.28, 1.93]"
13,"[datetime.datetime(2022, 11, 28, 12, 41, 4, 293604), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 4, 293604), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 4, 293604), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 4, 293604), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 4, 293604), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 4, 293604), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 4, 293604), 1.28, 1.93]"
14,"[datetime.datetime(2022, 11, 28, 12, 41, 5, 465994), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 5, 465994), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 5, 465994), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 5, 465994), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 5, 465994), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 5, 465994), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 5, 465994), 1.28, 1.93]"
15,"[datetime.datetime(2022, 11, 28, 12, 41, 6, 636191), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 6, 636191), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 6, 636191), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 6, 636191), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 6, 636191), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 6, 636191), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 6, 636191), 1.28, 1.93]"
16,"[datetime.datetime(2022, 11, 28, 12, 41, 7, 812079), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 7, 812079), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 7, 812079), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 7, 812079), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 7, 812079), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 7, 812079), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 7, 812079), 1.28, 1.93]"
17,"[datetime.datetime(2022, 11, 28, 12, 41, 8, 996271), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 8, 996271), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 8, 996271), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 8, 996271), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 8, 996271), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 8, 996271), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 8, 996271), 1.28, 1.93]"
18,"[datetime.datetime(2022, 11, 28, 12, 41, 10, 165264), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 10, 165264), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 10, 165264), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 10, 165264), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 10, 165264), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 10, 165264), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 10, 165264), 1.28, 1.93]"
19,"[datetime.datetime(2022, 11, 28, 12, 41, 11, 338060), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 11, 338060), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 11, 338060), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 11, 338060), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 11, 338060), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 11, 338060), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 11, 338060), 1.28, 1.93]"
20,"[datetime.datetime(2022, 11, 28, 12, 41, 12, 506946), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 12, 506946), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 12, 506946), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 12, 506946), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 12, 506946), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 12, 506946), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 12, 506946), 1.28, 1.93]"
21,"[datetime.datetime(2022, 11, 28, 12, 41, 13, 674722), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 13, 674722), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 13, 674722), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 13, 674722), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 13, 674722), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 13, 674722), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 13, 674722), 1.28, 1.93]"
22,"[datetime.datetime(2022, 11, 28, 12, 41, 14, 835985), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 14, 835985), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 14, 835985), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 14, 835985), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 14, 835985), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 14, 835985), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 14, 835985), 1.28, 1.93]"
23,"[datetime.datetime(2022, 11, 28, 12, 41, 16, 7170), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 16, 7170), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 16, 7170), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 16, 7170), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 16, 7170), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 16, 7170), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 16, 7170), 1.28, 1.93]"
24,"[datetime.datetime(2022, 11, 28, 12, 41, 17, 171272), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 17, 171272), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 17, 171272), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 17, 171272), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 17, 171272), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 17, 171272), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 17, 171272), 1.28, 1.93]"
25,"[datetime.datetime(2022, 11, 28, 12, 41, 18, 337809), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 18, 337809), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 18, 337809), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 18, 337809), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 18, 337809), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 18, 337809), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 18, 337809), 1.28, 1.93]"
26,"[datetime.datetime(2022, 11, 28, 12, 41, 19, 501228), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 19, 501228), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 19, 501228), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 19, 501228), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 19, 501228), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 19, 501228), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 19, 501228), 1.28, 1.93]"
27,"[datetime.datetime(2022, 11, 28, 12, 41, 20, 661318), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 20, 661318), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 20, 661318), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 20, 661318), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 20, 661318), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 20, 661318), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 20, 661318), 1.28, 1.93]"
28,"[datetime.datetime(2022, 11, 28, 12, 41, 21, 830298), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 21, 830298), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 21, 830298), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 21, 830298), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 21, 830298), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 21, 830298), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 21, 830298), 1.28, 1.93]"
29,"[datetime.datetime(2022, 11, 28, 12, 41, 23, 3361), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 23, 3361), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 23, 3361), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 23, 3361), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 23, 3361), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 23, 3361), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 23, 3361), 1.28, 1.93]"
30,"[datetime.datetime(2022, 11, 28, 12, 41, 24, 173054), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 24, 173054), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 24, 173054), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 24, 173054), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 24, 173054), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 24, 173054), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 24, 173054), 1.28, 1.93]"
31,"[datetime.datetime(2022, 11, 28, 12, 41, 25, 349693), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 25, 349693), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 25, 349693), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 25, 349693), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 25, 349693), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 25, 349693), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 25, 349693), 1.28, 1.93]"
32,"[datetime.datetime(2022, 11, 28, 12, 41, 26, 519681), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 26, 519681), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 26, 519681), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 26, 519681), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 26, 519681), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 26, 519681), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 26, 519681), 1.28, 1.93]"
33,"[datetime.datetime(2022, 11, 28, 12, 41, 27, 691727), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 27, 691727), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 27, 691727), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 27, 691727), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 27, 691727), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 27, 691727), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 27, 691727), 1.28, 1.93]"
34,"[datetime.datetime(2022, 11, 28, 12, 41, 28, 875832), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 28, 875832), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 28, 875832), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 28, 875832), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 28, 875832), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 28, 875832), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 28, 875832), 1.28, 1.93]"
35,"[datetime.datetime(2022, 11, 28, 12, 41, 30, 49792), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 30, 49792), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 30, 49792), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 30, 49792), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 30, 49792), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 30, 49792), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 30, 49792), 1.28, 1.93]"
36,"[datetime.datetime(2022, 11, 28, 12, 41, 31, 225099), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 31, 225099), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 31, 225099), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 31, 225099), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 31, 225099), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 31, 225099), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 31, 225099), 1.28, 1.93]"
37,"[datetime.datetime(2022, 11, 28, 12, 41, 32, 402076), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 32, 402076), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 32, 402076), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 32, 402076), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 32, 402076), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 32, 402076), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 32, 402076), 1.28, 1.93]"
38,"[datetime.datetime(2022, 11, 28, 12, 41, 33, 575817), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 33, 575817), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 33, 575817), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 33, 575817), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 33, 575817), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 33, 575817), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 33, 575817), 1.28, 1.93]"
39,"[datetime.datetime(2022, 11, 28, 12, 41, 34, 743259), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 34, 743259), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 34, 743259), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 34, 743259), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 34, 743259), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 34, 743259), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 34, 743259), 1.28, 1.93]"
40,"[datetime.datetime(2022, 11, 28, 12, 41, 35, 914078), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 35, 914078), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 35, 914078), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 35, 914078), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 35, 914078), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 35, 914078), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 35, 914078), 1.28, 1.93]"
41,"[datetime.datetime(2022, 11, 28, 12, 41, 37, 87521), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 37, 87521), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 37, 87521), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 37, 87521), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 37, 87521), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 37, 87521), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 37, 87521), 1.28, 1.93]"
42,"[datetime.datetime(2022, 11, 28, 12, 41, 38, 247780), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 38, 247780), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 38, 247780), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 38, 247780), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 38, 247780), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 38, 247780), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 38, 247780), 1.28, 1.93]"
43,"[datetime.datetime(2022, 11, 28, 12, 41, 39, 418957), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 39, 418957), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 39, 418957), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 39, 418957), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 39, 418957), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 39, 418957), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 39, 418957), 1.28, 1.93]"
44,"[datetime.datetime(2022, 11, 28, 12, 41, 40, 589614), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 40, 589614), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 40, 589614), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 40, 589614), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 40, 589614), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 40, 589614), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 40, 589614), 1.28, 1.93]"
45,"[datetime.datetime(2022, 11, 28, 12, 41, 41, 765417), 20.0, 40.0]","[datetime.datetime(2022, 11, 28, 12, 41, 41, 765417), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 12, 41, 41, 765417), 71.0, 300.0]","[datetime.datetime(2022, 11, 28, 12, 41, 41, 765417), 19.0, 44.0]","[datetime.datetime(2022, 11, 28, 12, 41, 41, 765417), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 12, 41, 41, 765417), 41.0, 65.0]","[datetime.datetime(2022, 11, 28, 12, 41, 41, 765417), 1.28, 1.93]"
