,Downtown Lucca,Sporting Tristar,Uptotrix,Cronin,Melati Boy,Tackas Last Dance,Malibu Dream,Wheres Our Money,Lady Lagertha Nz,Muddy Montana
10-01-2023 20:11:28.303573,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 164.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:29.547644,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 164.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:30.795277,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 164.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:32.006032,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 164.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:33.224644,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 164.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:34.560152,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 164.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:35.770679,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 164.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:36.927521,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 164.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:38.101067,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 164.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:39.327098,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 164.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:40.551079,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 164.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:41.730697,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 164.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:42.928357,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:44.156393,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:45.379950,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:46.585861,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:47.765908,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:48.958312,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:50.172339,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:51.423838,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 14.0)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:52.558761,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 14.0)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:53.706425,"(2.7, 5.6, 3.733333333333333)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:54.896609,"(2.7, 5.6, 4.805714285714286)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:56.175836,"(2.7, 5.6, 4.805714285714286)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:57.549691,"(2.7, 5.6, 4.805714285714286)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:11:58.832316,"(2.7, 5.6, 4.805714285714286)","(11.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.0, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:00.119468,"(2.7, 5.6, 4.805714285714286)","(10.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.5, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:01.413904,"(2.7, 5.6, 4.805714285714286)","(10.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.5, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:02.637660,"(2.7, 5.6, 4.805714285714286)","(10.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.5, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:03.838629,"(2.7, 5.6, 4.805714285714286)","(10.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.5, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:04.998014,"(2.7, 5.6, 4.805714285714286)","(10.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.5, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:06.212287,"(2.7, 5.6, 4.805714285714286)","(10.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.5, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:07.478000,"(2.7, 5.6, 4.805714285714286)","(10.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.5, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:08.812477,"(2.7, 5.6, 4.805714285714286)","(10.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.5, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:10.073716,"(2.7, 5.6, 4.805714285714286)","(10.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.5, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:11.289859,"(2.7, 5.6, 4.805714285714286)","(10.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.5, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:12.512621,"(2.7, 5.6, 4.805714285714286)","(10.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.5, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:13.758425,"(2.7, 5.6, 4.805714285714286)","(10.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.5, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:15.068902,"(2.7, 5.6, 4.805714285714286)","(10.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.333333333333332)","(8.5, 21.0, 15.285714285714285)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:16.303239,"(2.7, 5.6, 4.805714285714286)","(10.0, 21.0, 13.533333333333335)","(2.6, 3.15, 2.623333333333333)","(101.0, 220.0, 173.33333333333331)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 21.444444444444443)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:17.607681,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 20.428571428571427)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:18.891466,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.466666666666665)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:20.063743,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.466666666666665)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:21.250929,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.466666666666665)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:22.477807,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.466666666666665)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:23.772653,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.466666666666665)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
10-01-2023 20:12:25.148194,"(2.7, 5.6, 5.377599999999999)","(10.0, 21.0, 13.666666666666668)","(2.6, 3.15, 3.089230769230769)","(101.0, 220.0, 130.0)","(16.0, 46.0, 36.0)","(61.0, 220.0, 191.8181818181818)","(9.0, 25.0, 14.466666666666665)","(8.5, 21.0, 17.363636363636363)","(7.5, 99999, 99990)","(71.0, 220.0, 110.0)"
