,Teragrams Star,Sonic Blue,Clown Of Class,Midnight Holly,Jax The Hunter,Just Looking,Karaoke Queen,Joni Rudderless
07-12-2022 18:49:11.934358,"(3.0, 3.65, 3.6363636363636362)","(17.0, 29.0, 28.272727272727273)","(5.5, 7.2, 6.96)","(6.5, 7.8, 7.52)","(8.5, 12.5, 12.43939393939394)","(2.5, 3.4, 3.33)","(31.0, 42.0, 40.074074074074076)","(101.0, 560.0, 280.0)"
07-12-2022 18:49:13.733937,"(3.0, 3.65, 3.6625)","(17.0, 29.0, 28.714285714285715)","(5.5, 7.2, 6.96)","(6.5, 7.8, 7.52)","(8.5, 12.5, 12.43939393939394)","(2.5, 3.4, 3.322222222222222)","(31.0, 42.0, 39.111111111111114)","(101.0, 530.0, 318.57142857142856)"
07-12-2022 18:49:15.247719,"(3.0, 3.7, 3.6554054054054053)","(17.0, 29.0, 26.8)","(5.5, 7.2, 6.96)","(6.5, 7.8, 7.52)","(8.5, 12.5, 12.373239436619718)","(2.5, 3.4, 3.333333333333333)","(31.0, 42.0, 39.111111111111114)","(101.0, 530.0, 453.3333333333333)"
07-12-2022 18:49:16.758480,"(3.0, 3.7, 3.6607142857142856)","(17.0, 28.0, 26.8)","(5.5, 7.2, 7.0)","(6.5, 7.8, 7.4799999999999995)","(8.5, 12.5, 12.373239436619718)","(2.5, 3.4, 3.3285714285714283)","(31.0, 42.0, 38.94117647058823)","(101.0, 510.0, 467.5)"
07-12-2022 18:49:18.210171,"(3.0, 3.7, 3.6554054054054053)","(17.0, 28.0, 26.75)","(5.5, 7.2, 7.0)","(6.5, 7.8, 7.45)","(8.5, 12.5, 12.373239436619718)","(2.5, 3.4, 3.33)","(31.0, 42.0, 39.111111111111114)","(101.0, 510.0, 434.44444444444446)"
07-12-2022 18:49:19.800605,"(3.0, 3.7, 3.6554054054054053)","(17.0, 29.0, 28.25)","(5.5, 7.2, 6.847058823529411)","(6.5, 7.8, 7.4)","(8.5, 12.5, 12.373239436619718)","(2.5, 3.35, 3.3333333333333335)","(31.0, 42.0, 39.028571428571425)","(101.0, 510.0, 248.75)"
07-12-2022 18:49:21.260162,"(3.0, 3.7, 3.6554054054054053)","(17.0, 29.0, 28.357142857142858)","(5.5, 7.2, 6.963636363636364)","(6.5, 7.8, 7.421052631578947)","(8.5, 12.5, 12.43939393939394)","(2.45, 3.35, 3.3333333333333335)","(31.0, 42.0, 39.028571428571425)","(101.0, 260.0, 248.75)"
07-12-2022 18:49:22.679535,"(3.0, 3.7, 3.6554054054054053)","(18.0, 29.0, 28.357142857142858)","(5.5, 7.0, 6.963636363636364)","(6.5, 7.8, 7.430769230769231)","(8.5, 12.5, 12.31578947368421)","(2.5, 3.35, 3.2962962962962963)","(31.0, 42.0, 39.028571428571425)","(101.0, 260.0, 248.75)"
07-12-2022 18:49:24.132378,"(3.0, 3.7, 3.652857142857143)","(18.0, 29.0, 28.5)","(5.5, 7.0, 6.933333333333334)","(6.5, 7.8, 7.421052631578947)","(8.5, 12.5, 12.46875)","(2.5, 3.3, 3.3408333333333333)","(31.0, 42.0, 39.028571428571425)","(101.0, 260.0, 248.75)"
07-12-2022 18:49:25.526835,"(3.0, 3.7, 3.6410714285714287)","(18.0, 29.0, 28.323943661971832)","(5.5, 7.0, 6.933333333333334)","(6.5, 7.8, 7.390243902439025)","(8.5, 12.5, 12.055555555555555)","(2.5, 3.35, 3.3859649122807016)","(31.0, 42.0, 39.028571428571425)","(101.0, 260.0, 248.75)"
07-12-2022 18:49:27.022177,"(3.0, 3.7, 3.6410714285714287)","(18.0, 29.0, 28.46268656716418)","(5.5, 7.0, 6.9185185185185185)","(6.5, 7.8, 7.390243902439025)","(8.5, 13.0, 12.523809523809524)","(2.5, 3.4, 3.382608695652174)","(31.0, 42.0, 39.028571428571425)","(101.0, 260.0, 248.75)"
07-12-2022 18:49:28.407535,"(3.0, 3.7, 3.6475)","(18.0, 29.0, 28.46268656716418)","(5.5, 7.2, 6.619047619047619)","(6.5, 7.8, 7.390243902439025)","(8.5, 13.0, 12.61111111111111)","(2.5, 3.4, 3.338888888888889)","(31.0, 42.0, 39.028571428571425)","(101.0, 260.0, 230.0)"
07-12-2022 18:49:29.806371,"(3.0, 3.7, 3.6475)","(18.0, 29.0, 27.945945945945947)","(5.5, 6.8, 6.4326530612244905)","(6.5, 7.8, 7.444444444444445)","(8.5, 13.0, 12.973684210526315)","(2.5, 3.35, 3.396153846153846)","(31.0, 42.0, 39.028571428571425)","(101.0, 260.0, 237.5)"
07-12-2022 18:49:31.191190,"(3.0, 3.7, 3.65)","(18.0, 28.0, 27.945945945945947)","(5.5, 6.8, 6.4326530612244905)","(6.5, 7.8, 7.3809523809523805)","(8.5, 13.0, 12.973684210526315)","(2.5, 3.4, 3.371186440677966)","(31.0, 42.0, 39.028571428571425)","(101.0, 260.0, 245.0)"
07-12-2022 18:49:32.569759,"(3.0, 3.7, 3.65)","(18.0, 28.0, 27.714285714285715)","(5.5, 6.8, 6.4526315789473685)","(6.5, 7.8, 7.571428571428571)","(8.5, 13.0, 12.979591836734693)","(2.5, 3.4, 3.376)","(31.0, 42.0, 39.028571428571425)","(101.0, 260.0, 245.0)"
07-12-2022 18:49:33.966723,"(3.0, 3.7, 3.645121951219512)","(18.0, 28.0, 27.565217391304348)","(5.5, 6.6, 6.394594594594595)","(6.5, 7.6, 7.418181818181818)","(8.5, 13.0, 13.25)","(2.5, 3.4, 3.3578947368421055)","(31.0, 42.0, 39.028571428571425)","(101.0, 260.0, 245.0)"
07-12-2022 18:49:35.390376,"(3.0, 3.7, 3.666666666666667)","(18.0, 28.0, 27.565217391304348)","(5.5, 6.6, 6.36969696969697)","(6.5, 7.6, 7.6)","(8.5, 14.0, 13.618181818181817)","(2.5, 3.4, 3.3387755102040817)","(31.0, 42.0, 39.028571428571425)","(101.0, 260.0, 226.47058823529412)"
07-12-2022 18:49:36.789353,"(3.0, 3.7, 3.666666666666667)","(18.0, 28.0, 27.565217391304348)","(5.5, 6.6, 6.36969696969697)","(6.5, 7.8, 7.533333333333333)","(8.5, 14.0, 13.62962962962963)","(2.5, 3.35, 3.335185185185185)","(31.0, 42.0, 39.523809523809526)","(101.0, 250.0, 233.57142857142856)"
07-12-2022 18:49:38.259459,"(3.0, 3.7, 3.668085106382979)","(18.0, 28.0, 27.565217391304348)","(5.5, 6.6, 6.36969696969697)","(6.5, 7.8, 7.584615384615384)","(8.5, 14.0, 13.721311475409836)","(2.5, 3.35, 3.333673469387755)","(31.0, 42.0, 39.523809523809526)","(101.0, 240.0, 233.57142857142856)"
07-12-2022 18:49:39.659949,"(3.0, 3.7, 3.68)","(18.0, 28.0, 27.565217391304348)","(5.5, 6.6, 6.36969696969697)","(6.5, 7.8, 7.584615384615384)","(8.5, 14.0, 13.647058823529411)","(2.5, 3.35, 3.335714285714286)","(31.0, 42.0, 37.371428571428574)","(101.0, 240.0, 228.0)"
07-12-2022 18:49:41.020130,"(3.0, 3.7, 3.68)","(18.0, 28.0, 27.565217391304348)","(5.5, 6.6, 6.36969696969697)","(6.5, 7.8, 7.584615384615384)","(9.0, 14.0, 13.826530612244898)","(2.5, 3.35, 3.3692307692307693)","(31.0, 42.0, 37.73684210526316)","(101.0, 240.0, 224.0)"
07-12-2022 18:49:42.461311,"(3.0, 3.65, 3.6395833333333334)","(18.0, 28.0, 27.44)","(5.5, 6.6, 6.36969696969697)","(6.5, 7.8, 7.584615384615384)","(9.0, 14.0, 13.826530612244898)","(2.5, 3.4, 3.3692307692307693)","(31.0, 42.0, 38.08695652173913)","(101.0, 240.0, 224.0)"
07-12-2022 18:49:43.868555,"(2.9, 3.65, 3.6413793103448273)","(18.0, 28.0, 27.44)","(5.0, 6.6, 6.351351351351351)","(6.5, 7.8, 7.584615384615384)","(9.0, 14.0, 14.166666666666666)","(2.45, 3.4, 3.365625)","(31.0, 42.0, 39.29032258064516)","(101.0, 240.0, 205.0)"
07-12-2022 18:49:45.272702,"(2.9, 3.65, 3.6395833333333334)","(18.0, 28.0, 27.44)","(5.0, 6.6, 6.3130434782608695)","(6.5, 7.8, 7.55)","(9.0, 14.5, 14.475)","(2.45, 3.4, 3.375)","(31.0, 42.0, 39.529411764705884)","(101.0, 240.0, 198.0)"
07-12-2022 18:49:46.754198,"(2.9, 3.65, 3.6975000000000002)","(18.0, 28.0, 27.377777777777776)","(5.0, 6.4, 6.25)","(6.5, 7.8, 7.476923076923077)","(9.0, 14.5, 13.988095238095237)","(2.45, 3.4, 3.388888888888889)","(31.0, 42.0, 39.333333333333336)","(101.0, 240.0, 213.75)"
07-12-2022 18:49:49.226565,"(2.9, 3.7, 3.703333333333333)","(18.0, 28.0, 27.51219512195122)","(5.0, 6.4, 6.25)","(6.5, 7.6, 7.496551724137931)","(9.0, 14.0, 12.766666666666667)","(2.45, 3.4, 3.4033333333333333)","(31.0, 42.0, 39.333333333333336)","(101.0, 240.0, 196.66666666666666)"
07-12-2022 18:49:50.796473,"(2.9, 3.75, 3.7021739130434783)","(18.0, 28.0, 27.51219512195122)","(5.0, 6.4, 6.25)","(6.5, 7.8, 7.5793103448275865)","(9.0, 13.0, 12.535714285714286)","(2.45, 3.45, 3.401724137931035)","(31.0, 42.0, 39.333333333333336)","(101.0, 240.0, 228.0)"
07-12-2022 18:49:52.257306,"(2.9, 3.75, 3.703061224489796)","(18.0, 28.0, 27.51219512195122)","(5.0, 6.4, 6.25)","(6.5, 7.8, 7.592592592592593)","(9.0, 13.0, 12.59375)","(2.45, 3.45, 3.401724137931035)","(31.0, 42.0, 39.333333333333336)","(101.0, 240.0, 186.66666666666666)"
07-12-2022 18:49:53.628602,"(2.9, 3.75, 3.703061224489796)","(18.0, 28.0, 27.51219512195122)","(5.0, 6.4, 6.25)","(6.5, 7.8, 7.592592592592593)","(9.0, 13.0, 12.59375)","(2.45, 3.45, 3.401724137931035)","(31.0, 42.0, 39.333333333333336)","(101.0, 240.0, 228.0)"
07-12-2022 18:49:55.023220,"(2.9, 3.75, 3.740625)","(18.0, 28.0, 27.51219512195122)","(5.0, 6.4, 6.222222222222222)","(6.5, 7.8, 7.525423728813559)","(9.0, 13.0, 12.538461538461538)","(2.45, 3.45, 3.406)","(31.0, 42.0, 39.333333333333336)","(101.0, 240.0, 206.66666666666666)"
07-12-2022 18:49:56.481541,"(2.9, 3.75, 3.743333333333333)","(18.0, 28.0, 27.565217391304348)","(5.0, 6.4, 6.194871794871795)","(6.5, 7.6, 7.643478260869565)","(9.0, 13.0, 12.538461538461538)","(2.45, 3.45, 3.403846153846154)","(31.0, 42.0, 39.333333333333336)","(101.0, 210.0, 202.5)"
07-12-2022 18:49:57.844553,"(2.9, 3.75, 3.743333333333333)","(18.0, 28.0, 27.44)","(5.0, 6.4, 6.050000000000001)","(6.5, 7.8, 7.730434782608696)","(9.0, 13.0, 12.538461538461538)","(2.45, 3.45, 3.419230769230769)","(31.0, 42.0, 39.333333333333336)","(101.0, 210.0, 204.44444444444446)"
07-12-2022 18:49:59.313042,"(2.9, 3.8, 3.717910447761194)","(18.0, 28.0, 24.7)","(5.0, 6.2, 6.008)","(6.5, 7.8, 7.673684210526316)","(9.0, 13.0, 12.916666666666666)","(2.45, 3.45, 3.428571428571429)","(31.0, 42.0, 39.333333333333336)","(101.0, 210.0, 228.0)"
07-12-2022 18:50:00.668555,"(2.9, 3.8, 3.7857142857142856)","(18.0, 25.0, 24.272727272727273)","(5.0, 6.2, 6.0285714285714285)","(6.5, 7.8, 7.673684210526316)","(9.0, 13.5, 12.875)","(2.45, 3.45, 3.396666666666667)","(31.0, 42.0, 38.95238095238095)","(101.0, 240.0, 200.0)"
07-12-2022 18:50:01.960778,"(2.9, 3.75, 3.743333333333333)","(18.0, 25.0, 24.272727272727273)","(5.0, 6.2, 6.0285714285714285)","(6.5, 7.8, 7.6909090909090905)","(9.0, 13.5, 12.875)","(2.45, 3.5, 3.3954545454545455)","(31.0, 42.0, 38.95238095238095)","(101.0, 240.0, 226.66666666666669)"
07-12-2022 18:50:03.240013,"(2.9, 3.8, 3.752173913043478)","(18.0, 25.0, 24.0)","(5.0, 6.2, 6.0285714285714285)","(6.5, 7.8, 7.7407407407407405)","(9.0, 13.5, 12.875)","(2.45, 3.45, 3.350632911392405)","(31.0, 42.0, 39.1764705882353)","(101.0, 240.0, 226.66666666666669)"
07-12-2022 18:50:04.617065,"(2.9, 3.8, 3.753781512605042)","(18.0, 24.0, 21.90909090909091)","(5.0, 6.2, 6.0285714285714285)","(6.5, 7.8, 7.685714285714286)","(9.0, 13.5, 12.875)","(2.45, 3.4, 3.350684931506849)","(31.0, 42.0, 38.95238095238095)","(101.0, 240.0, 208.0)"
07-12-2022 18:50:06.500513,"(2.9, 3.9, 3.917741935483871)","(18.0, 22.0, 21.166666666666668)","(5.0, 6.2, 6.015384615384615)","(6.5, 7.8, 7.53)","(9.0, 13.5, 12.875)","(2.45, 3.4, 3.350684931506849)","(31.0, 42.0, 39.09090909090909)","(101.0, 240.0, 208.0)"
07-12-2022 18:50:08.555629,"(2.9, 4.0, 3.956153846153846)","(18.0, 22.0, 20.142857142857142)","(5.0, 6.2, 6.007142857142857)","(6.5, 7.6, 7.544444444444444)","(9.0, 13.5, 12.875)","(2.45, 3.4, 3.329411764705882)","(31.0, 42.0, 39.0)","(101.0, 240.0, 226.0)"
07-12-2022 18:50:10.584250,"(2.9, 4.0, 3.9247191011235953)","(18.0, 21.0, 20.857142857142858)","(5.0, 6.2, 6.0200000000000005)","(6.5, 7.6, 7.666666666666667)","(9.0, 13.5, 12.875)","(2.45, 3.4, 3.3130434782608695)","(31.0, 42.0, 39.333333333333336)","(101.0, 240.0, 230.66666666666669)"
07-12-2022 18:50:12.151542,"(2.9, 4.0, 3.942857142857143)","(18.0, 22.0, 20.133333333333333)","(5.0, 6.2, 6.065)","(6.5, 7.8, 7.68)","(9.0, 13.5, 12.875)","(2.45, 3.35, 3.3142105263157893)","(31.0, 42.0, 39.333333333333336)","(101.0, 240.0, 192.5)"
07-12-2022 18:50:13.567262,"(2.9, 3.95, 3.942857142857143)","(18.0, 22.0, 20.88)","(5.0, 6.2, 6.0875)","(6.5, 7.8, 7.7)","(9.0, 13.5, 13.045454545454545)","(2.5, 3.35, 3.321875)","(31.0, 42.0, 39.333333333333336)","(101.0, 200.0, 190.0)"
07-12-2022 18:50:15.118915,"(2.9, 3.95, 3.865555555555556)","(18.0, 22.0, 20.88)","(5.0, 6.2, 6.116666666666667)","(6.5, 7.8, 7.628571428571429)","(9.0, 13.5, 13.105263157894736)","(2.5, 3.35, 3.2625)","(31.0, 42.0, 39.333333333333336)","(101.0, 200.0, 190.0)"
07-12-2022 18:50:16.693173,"(3.0, 3.95, 3.9077777777777776)","(17.0, 22.0, 20.88)","(5.0, 6.4, 6.171428571428572)","(6.5, 7.8, 7.628571428571429)","(9.0, 14.0, 13.5625)","(2.5, 3.3, 3.257142857142857)","(31.0, 42.0, 39.09090909090909)","(101.0, 200.0, 216.66666666666666)"
07-12-2022 18:50:18.331684,"(3.0, 3.95, 3.9104166666666664)","(17.0, 22.0, 20.88)","(5.0, 6.4, 6.171428571428572)","(6.5, 7.8, 7.666666666666667)","(9.0, 14.5, 13.633333333333333)","(2.5, 3.3, 3.257142857142857)","(31.0, 42.0, 39.333333333333336)","(101.0, 240.0, 216.66666666666666)"
07-12-2022 18:50:20.742425,"(3.0, 3.95, 3.8708333333333336)","(17.0, 22.0, 20.17241379310345)","(5.0, 6.4, 6.171428571428572)","(6.5, 7.8, 7.618181818181818)","(9.0, 14.5, 13.66)","(2.5, 3.3, 3.257142857142857)","(31.0, 42.0, 39.333333333333336)","(101.0, 240.0, 193.33333333333334)"
07-12-2022 18:50:22.289650,"(3.0, 3.95, 3.896153846153846)","(17.0, 21.0, 19.74)","(5.0, 6.4, 6.300000000000001)","(6.5, 7.8, 7.666666666666667)","(9.0, 14.5, 13.605263157894736)","(2.5, 3.3, 3.228)","(31.0, 42.0, 39.411764705882355)","(101.0, 200.0, 196.66666666666666)"
07-12-2022 18:50:24.057306,"(3.0, 3.9, 3.896610169491525)","(17.0, 21.0, 19.693548387096776)","(5.0, 6.4, 6.315789473684211)","(6.5, 7.8, 7.7)","(9.0, 14.5, 13.555555555555555)","(2.5, 3.3, 3.2288659793814434)","(31.0, 42.0, 40.95238095238095)","(101.0, 200.0, 196.66666666666666)"
07-12-2022 18:50:25.519123,"(3.0, 3.9, 3.916666666666667)","(17.0, 21.0, 19.693548387096776)","(5.0, 6.4, 6.366666666666667)","(6.5, 7.8, 7.64)","(9.0, 14.5, 13.65)","(2.5, 3.3, 3.1742857142857144)","(31.0, 42.0, 41.09090909090909)","(101.0, 200.0, 204.44444444444446)"
07-12-2022 18:50:27.302004,"(3.0, 3.95, 3.8866666666666667)","(17.0, 21.0, 19.693548387096776)","(5.0, 6.4, 6.388235294117647)","(6.5, 7.8, 7.658823529411765)","(9.0, 14.5, 13.555555555555555)","(2.5, 3.2, 3.2111111111111112)","(31.0, 42.0, 41.09090909090909)","(101.0, 240.0, 204.44444444444446)"
07-12-2022 18:50:28.943997,"(3.0, 3.95, 3.8823529411764706)","(17.0, 21.0, 19.693548387096776)","(5.0, 6.6, 6.36)","(6.5, 7.8, 7.658823529411765)","(9.0, 14.5, 13.555555555555555)","(2.5, 3.3, 3.2111111111111112)","(31.0, 42.0, 40.30769230769231)","(101.0, 240.0, 195.0)"
07-12-2022 18:50:30.541257,"(3.0, 3.95, 3.9193548387096775)","(17.0, 21.0, 19.875)","(5.0, 6.6, 6.466666666666667)","(6.5, 7.8, 7.5600000000000005)","(9.0, 14.5, 13.555555555555555)","(2.5, 3.3, 3.2142857142857144)","(31.0, 42.0, 40.166666666666664)","(101.0, 200.0, 187.77777777777777)"
07-12-2022 18:50:32.294434,"(3.0, 3.95, 3.9466292134831464)","(17.0, 21.0, 19.81578947368421)","(5.0, 6.6, 6.49090909090909)","(6.5, 7.8, 7.711111111111111)","(9.0, 14.0, 13.7)","(2.5, 3.3, 3.21)","(31.0, 42.0, 40.166666666666664)","(101.0, 190.0, 182.5)"
07-12-2022 18:50:34.177673,"(3.0, 3.95, 3.9494505494505496)","(17.0, 21.0, 19.81578947368421)","(5.0, 6.6, 6.406451612903226)","(6.5, 7.8, 7.68)","(9.0, 14.0, 13.56)","(2.5, 3.3, 3.207692307692308)","(31.0, 42.0, 40.166666666666664)","(101.0, 220.0, 205.71428571428572)"
07-12-2022 18:50:35.620379,"(3.0, 3.95, 3.9494505494505496)","(17.0, 21.0, 19.81578947368421)","(5.0, 6.6, 6.406451612903226)","(6.5, 7.8, 7.653333333333333)","(9.0, 14.0, 13.56)","(2.5, 3.3, 3.204)","(31.0, 42.0, 40.166666666666664)","(101.0, 220.0, 206.11111111111111)"
07-12-2022 18:50:37.013523,"(3.1, 3.95, 3.9705882352941178)","(18.0, 21.0, 19.636363636363637)","(5.0, 6.6, 6.406451612903226)","(6.5, 7.8, 7.653333333333333)","(9.0, 14.0, 13.56)","(2.6, 3.3, 3.207692307692308)","(31.0, 42.0, 40.13333333333333)","(101.0, 190.0, 187.77777777777777)"
07-12-2022 18:50:38.530189,"(3.1, 4.0, 3.9705882352941178)","(18.0, 21.0, 19.051724137931036)","(5.0, 6.6, 6.406451612903226)","(6.5, 7.8, 7.671428571428572)","(9.0, 14.0, 13.56)","(2.6, 3.3, 3.207692307692308)","(31.0, 42.0, 40.13333333333333)","(101.0, 190.0, 185.0)"
07-12-2022 18:50:39.919871,"(3.1, 4.0, 3.9966666666666666)","(18.0, 19.5, 18.735294117647058)","(5.0, 6.6, 6.504)","(6.5, 7.8, 7.569230769230769)","(9.0, 14.0, 13.56)","(2.6, 3.3, 3.207692307692308)","(31.0, 42.0, 40.13333333333333)","(101.0, 190.0, 185.0)"
07-12-2022 18:50:41.836970,"(3.1, 4.0, 3.9982758620689656)","(18.0, 19.5, 18.51219512195122)","(5.0, 6.6, 6.504)","(6.5, 7.6, 7.5600000000000005)","(9.0, 14.0, 13.56)","(2.6, 3.3, 3.204)","(31.0, 42.0, 40.13333333333333)","(101.0, 190.0, 182.5)"
07-12-2022 18:50:43.348115,"(3.1, 4.0, 3.9973684210526317)","(18.0, 19.5, 18.477272727272727)","(5.0, 6.6, 6.504)","(6.5, 7.8, 7.5600000000000005)","(9.0, 14.0, 13.56)","(2.6, 3.3, 3.225)","(31.0, 42.0, 39.05263157894737)","(101.0, 190.0, 171.25)"
07-12-2022 18:50:44.841244,"(3.1, 4.0, 3.9973684210526317)","(18.0, 19.5, 18.341463414634145)","(5.0, 6.6, 6.3882352941176475)","(6.5, 7.8, 7.5677419354838715)","(9.0, 14.0, 13.466666666666667)","(2.6, 3.3, 3.257142857142857)","(31.0, 42.0, 38.869565217391305)","(101.0, 190.0, 171.25)"
07-12-2022 18:50:46.644214,"(3.1, 4.0, 3.9973684210526317)","(18.0, 19.0, 18.0)","(5.0, 6.4, 6.406451612903226)","(6.5, 7.8, 7.557575757575758)","(9.0, 14.0, 13.285714285714286)","(2.6, 3.3, 3.275)","(31.0, 42.0, 38.869565217391305)","(101.0, 190.0, 170.0)"
07-12-2022 18:50:48.029368,"(3.1, 4.0, 3.9973684210526317)","(18.0, 18.5, 17.818181818181817)","(5.0, 6.6, 6.388235294117647)","(6.5, 7.8, 7.557575757575758)","(9.0, 14.0, 13.285714285714286)","(2.6, 3.3, 3.3065217391304347)","(31.0, 42.0, 38.869565217391305)","(101.0, 180.0, 171.25)"
07-12-2022 18:50:49.712480,"(3.1, 4.0, 3.9973684210526317)","(18.0, 18.5, 17.818181818181817)","(5.0, 6.6, 6.4)","(6.5, 7.8, 7.46)","(9.0, 14.0, 13.333333333333334)","(2.6, 3.35, 3.3065217391304347)","(31.0, 42.0, 38.869565217391305)","(101.0, 190.0, 170.0)"
07-12-2022 18:50:51.161559,"(3.1, 4.0, 3.9973684210526317)","(18.0, 18.5, 17.847826086956523)","(5.0, 6.6, 6.394285714285714)","(6.5, 7.6, 7.426666666666667)","(9.0, 14.0, 13.333333333333334)","(2.6, 3.35, 3.3055555555555554)","(31.0, 42.0, 39.23076923076923)","(101.0, 180.0, 173.33333333333334)"
07-12-2022 18:50:52.565404,"(3.1, 4.0, 3.9973684210526317)","(18.0, 18.5, 17.863636363636363)","(5.0, 6.6, 6.4125)","(6.5, 7.6, 7.48695652173913)","(9.0, 14.0, 13.363636363636363)","(2.6, 3.35, 3.232142857142857)","(31.0, 42.0, 39.23076923076923)","(101.0, 180.0, 173.33333333333334)"
07-12-2022 18:50:53.969959,"(3.1, 4.1, 4.021739130434782)","(17.0, 18.5, 19.166666666666668)","(5.0, 6.6, 6.4125)","(6.5, 7.6, 7.48695652173913)","(9.0, 14.0, 13.333333333333334)","(2.6, 3.25, 3.29)","(31.0, 42.0, 39.18518518518518)","(101.0, 180.0, 165.6)"
07-12-2022 18:50:55.332876,"(3.1, 4.1, 4.021739130434782)","(17.0, 19.5, 19.125)","(5.0, 6.6, 6.4125)","(6.5, 7.6, 7.476190476190476)","(9.0, 14.0, 13.333333333333334)","(2.6, 3.3, 3.2615384615384615)","(31.0, 42.0, 38.69565217391305)","(101.0, 180.0, 165.6)"
07-12-2022 18:50:56.779912,"(3.1, 3.95, 3.9254901960784316)","(17.0, 20.0, 19.125)","(5.0, 6.6, 6.4)","(6.5, 7.6, 7.557575757575758)","(9.0, 14.0, 13.384615384615385)","(2.6, 3.3, 3.27)","(31.0, 42.0, 39.07692307692308)","(101.0, 180.0, 163.92857142857142)"
07-12-2022 18:50:58.141761,"(3.1, 3.95, 3.9254901960784316)","(17.0, 20.0, 19.25)","(5.0, 6.6, 6.4222222222222225)","(6.5, 7.8, 7.589473684210526)","(9.0, 14.0, 13.384615384615385)","(2.6, 3.3, 3.27)","(31.0, 42.0, 39.46666666666667)","(101.0, 180.0, 165.6)"
07-12-2022 18:50:59.469268,"(3.1, 3.95, 3.9364)","(17.0, 20.0, 19.105263157894736)","(5.0, 6.6, 6.4222222222222225)","(6.5, 7.8, 7.525)","(9.0, 14.0, 13.333333333333334)","(2.6, 3.3, 3.29)","(31.0, 42.0, 39.46666666666667)","(101.0, 180.0, 165.6)"
07-12-2022 18:51:00.937284,"(3.1, 3.95, 3.9433333333333334)","(17.0, 21.0, 19.5)","(5.0, 6.6, 6.4222222222222225)","(6.5, 7.6, 7.617142857142857)","(9.0, 14.0, 13.36)","(2.6, 3.3, 3.29)","(31.0, 42.0, 39.46666666666667)","(101.0, 180.0, 165.6)"
07-12-2022 18:51:02.278127,"(3.1, 3.95, 3.9433333333333334)","(17.0, 20.0, 19.5)","(5.0, 6.6, 6.303703703703704)","(6.5, 7.8, 7.6)","(9.0, 14.0, 13.608695652173914)","(2.6, 3.3, 3.298)","(31.0, 42.0, 39.09090909090909)","(101.0, 180.0, 163.63636363636363)"
07-12-2022 18:51:03.681514,"(3.1, 3.95, 3.9450495049504952)","(17.0, 20.0, 19.11111111111111)","(5.0, 6.6, 6.478571428571429)","(6.5, 7.8, 7.611764705882353)","(9.0, 14.0, 13.295454545454545)","(2.6, 3.3, 3.355)","(31.0, 42.0, 39.0)","(101.0, 180.0, 171.42857142857144)"
07-12-2022 18:51:05.089246,"(3.1, 3.8, 3.7824999999999998)","(17.0, 21.0, 19.25)","(5.0, 6.6, 6.478571428571429)","(6.5, 7.8, 7.611764705882353)","(9.0, 14.0, 13.295454545454545)","(2.6, 3.4, 3.355)","(31.0, 42.0, 39.411764705882355)","(101.0, 180.0, 166.66666666666666)"
07-12-2022 18:51:06.480229,"(3.1, 3.8, 3.783720930232558)","(17.0, 20.0, 19.0)","(5.0, 6.6, 6.4367346938775505)","(6.5, 7.8, 7.56551724137931)","(9.0, 14.0, 13.142857142857142)","(2.6, 3.4, 3.4963235294117645)","(31.0, 42.0, 38.8)","(101.0, 170.0, 168.51851851851853)"
07-12-2022 18:51:07.637901,"(3.1, 3.8, 3.7720588235294117)","(17.0, 20.0, 19.0)","(5.0, 6.6, 6.418867924528302)","(6.5, 7.8, 7.540350877192982)","(9.0, 13.5, 13.338709677419354)","(2.6, 3.5, 3.5051724137931033)","(31.0, 42.0, 39.714285714285715)","(101.0, 170.0, 205.55555555555554)"
07-12-2022 18:51:08.963769,"(3.1, 3.8, 3.775757575757576)","(17.0, 19.5, 19.166666666666668)","(5.0, 6.6, 6.45)","(6.5, 7.8, 7.5212121212121215)","(9.0, 13.5, 13.0)","(2.6, 3.55, 3.536842105263158)","(31.0, 42.0, 39.8)","(101.0, 210.0, 196.75324675324674)"
07-12-2022 18:51:10.322989,"(3.1, 3.75, 3.7390625)","(17.0, 19.5, 19.166666666666668)","(5.0, 6.6, 6.466666666666667)","(6.5, 7.8, 7.529032258064516)","(9.0, 13.5, 12.948979591836734)","(2.6, 3.55, 3.5310344827586206)","(31.0, 42.0, 39.26315789473684)","(101.0, 210.0, 196.75324675324674)"
07-12-2022 18:51:11.573395,"(3.1, 3.75, 3.7357142857142858)","(17.0, 19.5, 19.1875)","(5.0, 6.6, 6.466666666666667)","(6.5, 7.8, 7.5212121212121215)","(9.0, 13.5, 12.854166666666666)","(2.6, 3.55, 3.5491803278688523)","(31.0, 42.0, 39.26315789473684)","(101.0, 210.0, 196.15384615384616)"
07-12-2022 18:51:12.858666,"(3.1, 3.8, 3.7704545454545455)","(17.0, 19.5, 19.1875)","(5.0, 6.6, 6.466666666666667)","(6.5, 7.8, 7.5212121212121215)","(9.0, 13.5, 12.95945945945946)","(2.6, 3.6, 3.5444444444444443)","(31.0, 42.0, 39.55555555555556)","(101.0, 210.0, 176.0)"
