,Kooringa Magic,Dragon Smoke,Our Mate Ewan,Bit Of Mischief,Ripple Lane,Annika Mac,Rosdue Kodiak
623,"[datetime.datetime(2022, 11, 28, 12, 10, 2, 874196), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 2, 874196), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 2, 874196), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 10, 2, 874196), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 12, 10, 2, 874196), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 2, 874196), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 2, 874196), 10.0, 23.0]"
624,"[datetime.datetime(2022, 11, 28, 12, 10, 3, 988318), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 3, 988318), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 3, 988318), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 10, 3, 988318), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 12, 10, 3, 988318), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 3, 988318), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 3, 988318), 10.0, 23.0]"
625,"[datetime.datetime(2022, 11, 28, 12, 10, 5, 98505), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 5, 98505), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 5, 98505), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 10, 5, 98505), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 12, 10, 5, 98505), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 5, 98505), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 5, 98505), 10.0, 23.0]"
626,"[datetime.datetime(2022, 11, 28, 12, 10, 6, 213644), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 6, 213644), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 6, 213644), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 10, 6, 213644), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 12, 10, 6, 213644), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 6, 213644), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 6, 213644), 10.0, 25.0]"
627,"[datetime.datetime(2022, 11, 28, 12, 10, 7, 321563), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 7, 321563), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 7, 321563), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 10, 7, 321563), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 12, 10, 7, 321563), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 7, 321563), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 7, 321563), 10.0, 25.0]"
628,"[datetime.datetime(2022, 11, 28, 12, 10, 8, 436873), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 8, 436873), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 8, 436873), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 10, 8, 436873), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 12, 10, 8, 436873), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 8, 436873), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 8, 436873), 10.0, 25.0]"
629,"[datetime.datetime(2022, 11, 28, 12, 10, 9, 556547), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 9, 556547), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 9, 556547), 5.5, 10.5]","[datetime.datetime(2022, 11, 28, 12, 10, 9, 556547), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 12, 10, 9, 556547), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 9, 556547), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 9, 556547), 10.0, 25.0]"
630,"[datetime.datetime(2022, 11, 28, 12, 10, 10, 670742), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 10, 670742), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 10, 670742), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 10, 10, 670742), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 12, 10, 10, 670742), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 10, 670742), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 10, 670742), 10.0, 25.0]"
631,"[datetime.datetime(2022, 11, 28, 12, 10, 11, 782472), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 11, 782472), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 11, 782472), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 10, 11, 782472), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 12, 10, 11, 782472), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 11, 782472), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 11, 782472), 10.0, 25.0]"
632,"[datetime.datetime(2022, 11, 28, 12, 10, 12, 898915), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 12, 898915), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 12, 898915), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 10, 12, 898915), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 12, 10, 12, 898915), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 12, 898915), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 12, 898915), 10.0, 25.0]"
633,"[datetime.datetime(2022, 11, 28, 12, 10, 14, 5116), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 14, 5116), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 14, 5116), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 10, 14, 5116), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 10, 14, 5116), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 14, 5116), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 14, 5116), 10.0, 25.0]"
634,"[datetime.datetime(2022, 11, 28, 12, 10, 15, 116967), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 15, 116967), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 15, 116967), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 10, 15, 116967), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 15, 116967), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 15, 116967), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 15, 116967), 10.0, 25.0]"
635,"[datetime.datetime(2022, 11, 28, 12, 10, 16, 225640), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 16, 225640), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 16, 225640), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 10, 16, 225640), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 16, 225640), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 16, 225640), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 16, 225640), 10.0, 25.0]"
636,"[datetime.datetime(2022, 11, 28, 12, 10, 17, 339377), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 17, 339377), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 17, 339377), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 12, 10, 17, 339377), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 17, 339377), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 17, 339377), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 17, 339377), 10.0, 25.0]"
637,"[datetime.datetime(2022, 11, 28, 12, 10, 18, 449921), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 18, 449921), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 18, 449921), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 18, 449921), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 18, 449921), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 18, 449921), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 18, 449921), 10.0, 25.0]"
638,"[datetime.datetime(2022, 11, 28, 12, 10, 19, 559289), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 19, 559289), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 19, 559289), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 19, 559289), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 12, 10, 19, 559289), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 19, 559289), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 19, 559289), 10.0, 25.0]"
639,"[datetime.datetime(2022, 11, 28, 12, 10, 20, 669720), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 20, 669720), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 20, 669720), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 20, 669720), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 12, 10, 20, 669720), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 20, 669720), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 20, 669720), 10.0, 25.0]"
640,"[datetime.datetime(2022, 11, 28, 12, 10, 21, 783611), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 21, 783611), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 21, 783611), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 21, 783611), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 12, 10, 21, 783611), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 21, 783611), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 21, 783611), 10.0, 25.0]"
641,"[datetime.datetime(2022, 11, 28, 12, 10, 22, 908843), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 22, 908843), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 22, 908843), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 22, 908843), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 12, 10, 22, 908843), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 22, 908843), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 22, 908843), 10.0, 25.0]"
642,"[datetime.datetime(2022, 11, 28, 12, 10, 24, 18316), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 24, 18316), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 24, 18316), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 24, 18316), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 12, 10, 24, 18316), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 24, 18316), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 24, 18316), 10.0, 25.0]"
643,"[datetime.datetime(2022, 11, 28, 12, 10, 25, 132159), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 25, 132159), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 25, 132159), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 25, 132159), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 25, 132159), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 25, 132159), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 25, 132159), 10.0, 25.0]"
644,"[datetime.datetime(2022, 11, 28, 12, 10, 26, 241770), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 26, 241770), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 26, 241770), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 26, 241770), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 26, 241770), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 26, 241770), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 26, 241770), 10.0, 25.0]"
645,"[datetime.datetime(2022, 11, 28, 12, 10, 27, 354619), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 27, 354619), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 27, 354619), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 27, 354619), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 27, 354619), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 27, 354619), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 27, 354619), 10.0, 25.0]"
646,"[datetime.datetime(2022, 11, 28, 12, 10, 28, 476818), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 28, 476818), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 28, 476818), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 28, 476818), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 28, 476818), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 28, 476818), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 28, 476818), 10.0, 25.0]"
647,"[datetime.datetime(2022, 11, 28, 12, 10, 29, 598009), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 29, 598009), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 29, 598009), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 29, 598009), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 29, 598009), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 29, 598009), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 29, 598009), 10.0, 25.0]"
648,"[datetime.datetime(2022, 11, 28, 12, 10, 30, 708937), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 30, 708937), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 30, 708937), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 30, 708937), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 30, 708937), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 30, 708937), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 30, 708937), 10.0, 25.0]"
649,"[datetime.datetime(2022, 11, 28, 12, 10, 31, 824816), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 31, 824816), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 31, 824816), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 31, 824816), 41.0, 320.0]","[datetime.datetime(2022, 11, 28, 12, 10, 31, 824816), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 31, 824816), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 31, 824816), 10.0, 25.0]"
650,"[datetime.datetime(2022, 11, 28, 12, 10, 32, 932885), 1.65, 1.91]","[datetime.datetime(2022, 11, 28, 12, 10, 32, 932885), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 32, 932885), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 32, 932885), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 10, 32, 932885), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 32, 932885), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 32, 932885), 10.0, 25.0]"
651,"[datetime.datetime(2022, 11, 28, 12, 10, 34, 49752), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 34, 49752), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 34, 49752), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 34, 49752), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 10, 34, 49752), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 34, 49752), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 34, 49752), 10.0, 25.0]"
652,"[datetime.datetime(2022, 11, 28, 12, 10, 35, 170440), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 35, 170440), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 35, 170440), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 35, 170440), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 10, 35, 170440), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 35, 170440), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 35, 170440), 10.0, 25.0]"
653,"[datetime.datetime(2022, 11, 28, 12, 10, 36, 292585), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 36, 292585), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 36, 292585), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 36, 292585), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 10, 36, 292585), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 36, 292585), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 36, 292585), 10.0, 25.0]"
654,"[datetime.datetime(2022, 11, 28, 12, 10, 37, 397418), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 37, 397418), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 37, 397418), 5.5, 9.6]","[datetime.datetime(2022, 11, 28, 12, 10, 37, 397418), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 10, 37, 397418), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 37, 397418), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 37, 397418), 10.0, 25.0]"
655,"[datetime.datetime(2022, 11, 28, 12, 10, 38, 513410), 1.65, 1.96]","[datetime.datetime(2022, 11, 28, 12, 10, 38, 513410), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 38, 513410), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 12, 10, 38, 513410), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 10, 38, 513410), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 38, 513410), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 38, 513410), 10.0, 25.0]"
656,"[datetime.datetime(2022, 11, 28, 12, 10, 39, 619218), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 39, 619218), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 39, 619218), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 12, 10, 39, 619218), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 12, 10, 39, 619218), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 39, 619218), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 39, 619218), 10.0, 25.0]"
657,"[datetime.datetime(2022, 11, 28, 12, 10, 40, 729716), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 40, 729716), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 40, 729716), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 12, 10, 40, 729716), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 40, 729716), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 40, 729716), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 40, 729716), 10.0, 25.0]"
658,"[datetime.datetime(2022, 11, 28, 12, 10, 41, 837803), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 41, 837803), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 41, 837803), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 12, 10, 41, 837803), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 41, 837803), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 41, 837803), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 41, 837803), 10.0, 25.0]"
659,"[datetime.datetime(2022, 11, 28, 12, 10, 42, 949731), 1.65, 1.99]","[datetime.datetime(2022, 11, 28, 12, 10, 42, 949731), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 42, 949731), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 12, 10, 42, 949731), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 42, 949731), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 42, 949731), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 42, 949731), 10.0, 25.0]"
660,"[datetime.datetime(2022, 11, 28, 12, 10, 44, 58385), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 44, 58385), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 44, 58385), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 12, 10, 44, 58385), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 44, 58385), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 44, 58385), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 44, 58385), 10.0, 25.0]"
661,"[datetime.datetime(2022, 11, 28, 12, 10, 45, 163911), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 45, 163911), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 45, 163911), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 12, 10, 45, 163911), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 45, 163911), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 45, 163911), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 45, 163911), 10.0, 25.0]"
662,"[datetime.datetime(2022, 11, 28, 12, 10, 46, 271442), 1.65, 1.9]","[datetime.datetime(2022, 11, 28, 12, 10, 46, 271442), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 46, 271442), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 12, 10, 46, 271442), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 46, 271442), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 46, 271442), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 46, 271442), 10.0, 25.0]"
663,"[datetime.datetime(2022, 11, 28, 12, 10, 47, 379822), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 47, 379822), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 47, 379822), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 12, 10, 47, 379822), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 47, 379822), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 12, 10, 47, 379822), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 47, 379822), 10.0, 25.0]"
664,"[datetime.datetime(2022, 11, 28, 12, 10, 48, 488384), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 48, 488384), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 48, 488384), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 12, 10, 48, 488384), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 48, 488384), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 48, 488384), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 48, 488384), 10.0, 23.0]"
665,"[datetime.datetime(2022, 11, 28, 12, 10, 49, 598192), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 49, 598192), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 49, 598192), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 12, 10, 49, 598192), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 49, 598192), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 49, 598192), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 49, 598192), 10.0, 23.0]"
666,"[datetime.datetime(2022, 11, 28, 12, 10, 50, 717160), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 50, 717160), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 50, 717160), 5.5, 8.8]","[datetime.datetime(2022, 11, 28, 12, 10, 50, 717160), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 50, 717160), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 50, 717160), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 50, 717160), 10.0, 23.0]"
667,"[datetime.datetime(2022, 11, 28, 12, 10, 51, 824844), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 51, 824844), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 51, 824844), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 12, 10, 51, 824844), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 51, 824844), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 51, 824844), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 51, 824844), 10.0, 23.0]"
668,"[datetime.datetime(2022, 11, 28, 12, 10, 52, 936672), 1.65, 1.89]","[datetime.datetime(2022, 11, 28, 12, 10, 52, 936672), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 52, 936672), 5.5, 9.0]","[datetime.datetime(2022, 11, 28, 12, 10, 52, 936672), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 12, 10, 52, 936672), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 52, 936672), 6.0, 14.5]","[datetime.datetime(2022, 11, 28, 12, 10, 52, 936672), 10.0, 23.0]"
