,Joint Forces,Mango Tango Wine,Mr Tangles,Sea Stitch,Falvelon Delight,Mrs Gloop,Paparazzi Rocket,Stars And Shadows,Talk Crazy,Cosmic Starlet,Miss Starlette
07-01-2023 13:36:39.926051,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.0, 4.8304347826086955)","(8.5, 13.0, 11.384615384615385)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 62.0)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.133333333333333)","(9.0, 12.0, 10.875)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:41.309308,"(11.0, 13.0, 12.972222222222221)","(4.2, 4.9, 4.8304347826086955)","(8.5, 13.0, 12.071428571428571)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 62.0)","(4.6, 6.2, 5.9)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.266666666666667)","(9.0, 12.0, 11.25)","(61.0, 190.0, 153.33333333333331)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:42.631882,"(11.0, 13.0, 12.972222222222221)","(4.2, 4.9, 4.8304347826086955)","(8.5, 12.5, 12.071428571428571)","(4.6, 6.2, 5.831578947368421)","(31.0, 95.0, 62.0)","(4.6, 6.0, 6.066666666666667)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.266666666666667)","(9.0, 12.0, 11.25)","(61.0, 190.0, 135.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:43.908931,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.1, 5.074999999999999)","(8.5, 12.5, 12.071428571428571)","(4.6, 6.2, 5.8136363636363635)","(31.0, 95.0, 62.0)","(4.6, 6.4, 5.9714285714285715)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.266666666666667)","(9.0, 12.0, 10.875)","(61.0, 190.0, 135.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:45.208651,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.1, 5.074999999999999)","(8.5, 12.5, 12.071428571428571)","(4.6, 6.2, 5.831578947368421)","(31.0, 95.0, 62.0)","(4.6, 6.2, 5.9)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.266666666666667)","(9.0, 12.0, 10.875)","(61.0, 190.0, 135.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:46.558318,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.1, 4.960869565217391)","(8.5, 12.5, 12.071428571428571)","(4.6, 6.2, 5.831578947368421)","(31.0, 95.0, 67.5)","(4.6, 6.0, 6.066666666666667)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.4)","(9.0, 12.0, 10.875)","(61.0, 190.0, 135.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:47.907726,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.1, 4.960869565217391)","(8.5, 12.5, 11.9)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 62.0)","(4.6, 6.4, 6.066666666666667)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.4)","(9.0, 12.0, 10.875)","(61.0, 190.0, 135.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:49.264369,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.1, 5.01578947368421)","(8.5, 12.5, 11.9)","(4.6, 6.2, 5.819047619047619)","(31.0, 95.0, 62.0)","(4.6, 6.4, 5.933333333333334)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.4)","(9.0, 12.0, 10.875)","(61.0, 190.0, 135.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:50.652994,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.1, 5.01578947368421)","(8.5, 12.5, 11.9)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 62.0)","(4.6, 6.2, 5.857142857142858)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.4)","(9.0, 12.0, 10.875)","(61.0, 190.0, 135.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:51.931565,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.1, 5.01578947368421)","(8.5, 12.5, 11.9)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 62.0)","(4.6, 6.2, 5.857142857142858)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.4)","(9.0, 12.0, 10.875)","(61.0, 190.0, 135.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:53.213349,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.1, 4.866666666666667)","(8.5, 12.5, 11.9)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 62.0)","(4.6, 6.0, 5.88)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.4)","(9.0, 12.0, 10.875)","(61.0, 190.0, 135.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:54.532848,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.0, 4.866666666666667)","(8.5, 12.5, 11.9)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 62.0)","(4.6, 6.0, 5.88)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.4)","(9.0, 12.0, 10.875)","(61.0, 190.0, 135.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:55.864647,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.0, 4.895652173913043)","(8.5, 12.5, 11.9)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 62.0)","(4.6, 6.2, 6.04)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.4)","(9.0, 12.0, 10.875)","(61.0, 190.0, 135.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:57.285045,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.0, 5.052941176470588)","(8.5, 12.5, 11.9)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 62.0)","(4.6, 6.2, 5.7555555555555555)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.6)","(9.0, 12.0, 10.875)","(61.0, 190.0, 135.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:36:58.718625,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.0, 4.895652173913043)","(8.5, 12.5, 11.9)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 55.25)","(4.6, 6.2, 6.0125)","(61.0, 100.0, 83.33333333333333)","(6.0, 8.0, 7.377777777777778)","(9.0, 12.0, 10.875)","(61.0, 190.0, 172.5)","(31.0, 60.0, 56.0)"
07-01-2023 13:37:00.133611,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.0, 4.895652173913043)","(8.5, 12.5, 11.9)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 63.2)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 8.0, 7.377777777777778)","(9.0, 12.0, 10.6875)","(61.0, 190.0, 175.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:37:01.505709,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.0, 4.98125)","(8.5, 12.5, 11.9)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 63.2)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 8.0, 7.377777777777778)","(9.0, 12.0, 10.6875)","(61.0, 190.0, 175.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:37:02.823236,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.1, 5.074999999999999)","(8.5, 12.5, 11.9)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 63.2)","(4.6, 6.2, 5.800000000000001)","(61.0, 100.0, 83.33333333333333)","(6.0, 8.0, 7.466666666666667)","(9.0, 12.0, 9.884210526315789)","(61.0, 190.0, 175.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:37:04.155800,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.1, 4.85)","(8.5, 12.5, 11.9)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 63.2)","(4.6, 6.2, 6.130769230769231)","(61.0, 100.0, 83.33333333333333)","(6.0, 8.0, 7.371428571428572)","(9.0, 10.5, 9.892207792207792)","(61.0, 190.0, 175.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:05.551712,"(11.0, 13.0, 12.972222222222221)","(4.2, 5.0, 4.85)","(8.5, 12.5, 11.9)","(4.6, 6.2, 5.8388888888888895)","(31.0, 95.0, 63.2)","(4.6, 6.2, 6.23448275862069)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.371428571428572)","(9.0, 10.5, 9.892207792207792)","(61.0, 190.0, 175.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:07.029058,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.0, 4.85)","(8.5, 12.5, 11.9)","(4.8, 6.2, 5.8388888888888895)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.23448275862069)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.371428571428572)","(9.0, 10.5, 9.892207792207792)","(61.0, 190.0, 175.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:08.430689,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.0, 4.85)","(8.5, 12.5, 11.9)","(4.8, 6.2, 5.8388888888888895)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.23448275862069)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.371428571428572)","(9.0, 10.5, 9.892207792207792)","(61.0, 190.0, 175.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:09.726668,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.0, 4.8304347826086955)","(8.5, 12.5, 11.285714285714286)","(4.8, 6.2, 5.8388888888888895)","(41.0, 95.0, 55.25)","(4.6, 6.4, 5.875)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.371428571428572)","(9.0, 10.5, 9.892207792207792)","(61.0, 190.0, 175.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:10.991892,"(11.0, 13.0, 12.972222222222221)","(4.0, 4.9, 4.8304347826086955)","(8.5, 13.0, 11.9)","(4.8, 6.2, 5.8388888888888895)","(41.0, 95.0, 55.25)","(4.6, 6.4, 5.875)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.371428571428572)","(9.0, 10.5, 9.892207792207792)","(61.0, 190.0, 175.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:12.238880,"(11.0, 13.0, 12.972222222222221)","(4.0, 4.9, 4.8304347826086955)","(8.5, 12.5, 11.9)","(4.8, 6.2, 5.844444444444444)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.1000000000000005)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.371428571428572)","(9.0, 10.5, 9.892207792207792)","(61.0, 190.0, 175.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:13.555644,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.0, 4.85)","(8.5, 12.5, 11.9)","(4.8, 6.2, 5.8533333333333335)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.1000000000000005)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.371428571428572)","(9.0, 10.5, 9.892207792207792)","(61.0, 190.0, 175.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:14.919368,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.0, 4.821875)","(8.5, 12.5, 11.9)","(4.8, 6.2, 5.8533333333333335)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.33)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.371428571428572)","(9.0, 10.5, 9.892207792207792)","(61.0, 190.0, 140.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:16.296654,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.0, 4.800000000000001)","(8.5, 12.5, 11.9)","(4.8, 6.2, 5.8533333333333335)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.33)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 6.966666666666667)","(9.0, 10.5, 9.892207792207792)","(61.0, 190.0, 140.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:17.583199,"(11.0, 13.0, 12.972222222222221)","(4.0, 4.9, 4.800000000000001)","(8.5, 12.5, 11.9)","(4.8, 6.2, 5.8533333333333335)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.33)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 6.966666666666667)","(9.0, 10.5, 9.892207792207792)","(61.0, 190.0, 140.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:18.854398,"(11.0, 13.0, 12.972222222222221)","(4.0, 4.9, 4.804347826086957)","(8.5, 12.5, 11.9)","(4.8, 6.2, 5.8533333333333335)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.33)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 6.966666666666667)","(9.0, 10.5, 9.88051948051948)","(61.0, 190.0, 140.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:20.132302,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.0, 4.804347826086957)","(8.5, 12.5, 11.9)","(4.8, 6.2, 5.8533333333333335)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.33)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 6.966666666666667)","(9.0, 10.5, 9.88051948051948)","(61.0, 190.0, 140.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:21.488286,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.0, 4.823809523809524)","(8.5, 12.5, 11.9)","(4.8, 6.2, 5.8533333333333335)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.33)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 6.966666666666667)","(9.0, 10.5, 9.88051948051948)","(61.0, 190.0, 140.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:22.883962,"(11.0, 13.0, 12.972222222222221)","(4.0, 4.9, 4.85)","(8.5, 12.5, 11.285714285714286)","(4.8, 6.2, 5.8533333333333335)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.33)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.228571428571429)","(9.0, 10.5, 9.88051948051948)","(61.0, 190.0, 140.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:24.349830,"(11.0, 13.0, 12.972222222222221)","(4.0, 4.9, 4.85)","(8.5, 13.0, 11.25)","(4.8, 6.2, 5.8533333333333335)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.33)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.16)","(9.0, 10.5, 9.866666666666667)","(61.0, 190.0, 140.0)","(31.0, 60.0, 54.0)"
07-01-2023 13:37:25.752653,"(11.0, 13.0, 12.972222222222221)","(4.0, 4.9, 4.945454545454545)","(8.5, 13.0, 11.25)","(4.8, 6.2, 5.844444444444444)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.275)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.266666666666667)","(9.0, 10.5, 9.866666666666667)","(61.0, 190.0, 140.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:37:27.149968,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.0, 4.945454545454545)","(8.5, 13.0, 11.25)","(4.8, 6.2, 5.847058823529411)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.205555555555556)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.266666666666667)","(9.0, 10.5, 9.866666666666667)","(61.0, 190.0, 140.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:37:28.543901,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.0, 4.8533333333333335)","(8.5, 13.0, 11.25)","(4.8, 6.2, 5.861538461538461)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.205555555555556)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.5)","(9.0, 10.5, 9.866666666666667)","(61.0, 190.0, 140.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:37:29.901098,"(11.0, 13.0, 12.972222222222221)","(4.0, 4.9, 4.8533333333333335)","(8.5, 13.0, 11.642857142857142)","(4.8, 6.2, 5.75)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.215789473684211)","(61.0, 100.0, 83.33333333333333)","(6.0, 8.0, 7.6)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 140.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:37:31.195838,"(11.0, 13.0, 12.972222222222221)","(4.0, 4.9, 4.8533333333333335)","(8.5, 12.5, 11.642857142857142)","(4.8, 6.0, 5.75)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.215789473684211)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.6)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 140.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:37:32.538691,"(11.0, 13.0, 12.972222222222221)","(4.0, 4.9, 4.8533333333333335)","(8.5, 12.5, 11.642857142857142)","(4.8, 6.0, 5.75)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.215789473684211)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.6)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 140.0)","(31.0, 60.0, 56.0)"
07-01-2023 13:37:33.851829,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.2, 5.128947368421053)","(8.5, 12.5, 11.642857142857142)","(4.8, 6.0, 5.730769230769231)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.205555555555556)","(61.0, 100.0, 83.33333333333333)","(6.0, 7.8, 7.6)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.0)"
07-01-2023 13:37:35.178446,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.1, 5.0874999999999995)","(8.5, 12.5, 11.642857142857142)","(4.8, 6.0, 5.8)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.205555555555556)","(61.0, 100.0, 92.5)","(6.0, 7.8, 7.6)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 57.55555555555556)"
07-01-2023 13:37:36.486961,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.1, 5.0874999999999995)","(8.5, 12.5, 11.642857142857142)","(4.8, 6.0, 5.8)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.205555555555556)","(61.0, 100.0, 92.5)","(6.0, 7.8, 7.6)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 57.55555555555556)"
07-01-2023 13:37:37.823673,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.1, 5.0874999999999995)","(8.5, 12.5, 11.642857142857142)","(4.8, 6.0, 5.766666666666667)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.3500000000000005)","(61.0, 100.0, 92.5)","(6.0, 7.8, 7.6)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 57.55555555555556)"
07-01-2023 13:37:39.162983,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.1, 5.0874999999999995)","(8.5, 12.5, 11.642857142857142)","(4.8, 6.0, 5.766666666666667)","(41.0, 95.0, 55.25)","(4.6, 6.4, 6.3500000000000005)","(61.0, 100.0, 92.5)","(6.0, 7.8, 7.6)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 57.55555555555556)"
07-01-2023 13:37:40.416041,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.1, 5.0874999999999995)","(8.5, 12.5, 11.642857142857142)","(4.8, 6.0, 5.84)","(41.0, 95.0, 77.33333333333334)","(4.6, 6.4, 6.3500000000000005)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.6)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:37:41.731576,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.1, 5.0874999999999995)","(8.5, 12.5, 11.642857142857142)","(4.8, 6.0, 5.84)","(41.0, 95.0, 77.33333333333334)","(4.6, 6.4, 6.205555555555556)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.6)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:37:43.105064,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.1, 5.0874999999999995)","(8.5, 12.5, 11.642857142857142)","(4.8, 6.0, 5.6)","(41.0, 95.0, 77.33333333333334)","(4.6, 6.4, 6.205555555555556)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.6)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:37:44.519202,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.1, 5.0874999999999995)","(8.5, 12.5, 11.9)","(4.8, 6.0, 5.6)","(41.0, 95.0, 79.1)","(4.6, 6.4, 6.215789473684211)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.5)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:37:45.990126,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.1, 5.092452830188679)","(8.5, 12.5, 11.75)","(4.8, 6.0, 5.6)","(41.0, 95.0, 79.1)","(4.6, 6.4, 6.205555555555556)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.5)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:37:47.322908,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.3, 5.166666666666666)","(8.5, 12.5, 11.75)","(4.8, 6.0, 5.6)","(41.0, 95.0, 79.1)","(4.6, 6.4, 6.205555555555556)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.5)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:37:48.735272,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.3, 5.166666666666666)","(8.5, 12.5, 11.75)","(4.8, 6.0, 5.6)","(41.0, 95.0, 79.1)","(4.6, 6.4, 6.205555555555556)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.5)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:37:50.012213,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.2, 5.093333333333334)","(8.5, 12.5, 11.75)","(4.8, 6.0, 5.6)","(41.0, 95.0, 56.75)","(4.6, 6.4, 6.205555555555556)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.5)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:37:51.378081,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.2, 5.044444444444444)","(8.5, 12.5, 11.75)","(4.8, 6.0, 5.6)","(41.0, 95.0, 80.54545454545455)","(4.6, 6.4, 6.205555555555556)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.5)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:37:52.763902,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.2, 5.093333333333334)","(8.5, 12.5, 11.75)","(4.8, 6.0, 5.6)","(41.0, 95.0, 80.54545454545455)","(4.6, 6.4, 6.205555555555556)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.5)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:37:54.141816,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.2, 5.093333333333334)","(8.5, 12.5, 11.75)","(4.8, 6.0, 5.6)","(41.0, 95.0, 80.54545454545455)","(4.8, 6.4, 6.205555555555556)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.5)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:37:55.503232,"(11.0, 13.0, 12.972222222222221)","(4.0, 5.2, 5.093333333333334)","(8.5, 12.5, 11.75)","(4.8, 6.0, 5.6)","(41.0, 95.0, 80.54545454545455)","(4.8, 6.4, 6.3500000000000005)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.5)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:37:56.833882,"(11.0, 13.0, 12.928571428571429)","(4.0, 5.1, 4.949999999999999)","(8.5, 12.5, 11.75)","(4.8, 6.0, 5.6)","(31.0, 95.0, 80.54545454545455)","(4.8, 6.4, 6.3500000000000005)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.5)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:37:58.182861,"(11.0, 13.0, 12.928571428571429)","(4.0, 5.1, 4.7444444444444445)","(8.5, 12.5, 11.5)","(4.8, 6.0, 5.822222222222222)","(31.0, 95.0, 56.75)","(4.8, 6.4, 6.333333333333334)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.64)","(9.0, 10.5, 9.823728813559322)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:37:59.547902,"(11.0, 14.0, 13.5)","(4.0, 5.2, 4.833333333333333)","(8.5, 12.5, 11.142857142857142)","(4.8, 6.0, 5.822222222222222)","(31.0, 95.0, 56.75)","(4.8, 6.4, 6.333333333333334)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.64)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:38:00.853107,"(11.0, 14.0, 13.25)","(4.0, 5.0, 4.833333333333333)","(8.5, 12.5, 11.142857142857142)","(4.8, 6.0, 5.822222222222222)","(31.0, 95.0, 56.75)","(4.8, 6.4, 6.333333333333334)","(61.0, 100.0, 86.66666666666667)","(6.0, 7.8, 7.64)","(9.0, 10.5, 9.85875)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:38:02.161022,"(11.0, 14.0, 12.846153846153847)","(4.0, 4.9, 4.7250000000000005)","(8.5, 12.5, 11.142857142857142)","(4.8, 6.0, 5.8769230769230765)","(31.0, 95.0, 56.75)","(4.8, 6.4, 6.36842105263158)","(61.0, 100.0, 91.25)","(6.0, 7.8, 7.64)","(9.0, 10.5, 9.868831168831168)","(61.0, 190.0, 123.33333333333334)","(31.0, 60.0, 56.4)"
07-01-2023 13:38:03.457510,"(11.0, 14.0, 13.370967741935484)","(4.0, 4.9, 4.671428571428572)","(8.5, 12.5, 11.10344827586207)","(4.8, 6.0, 5.8769230769230765)","(31.0, 95.0, 56.75)","(4.8, 6.4, 6.217391304347826)","(61.0, 100.0, 91.25)","(6.0, 7.8, 7.85)","(9.0, 10.5, 9.130434782608695)","(61.0, 190.0, 156.66666666666669)","(31.0, 60.0, 57.66666666666667)"
