,Orson Time,White Like Snow,Glorious Purpose,Dusty Country,Wendy Witch,Be Like Oliver,Rybolt,Jayhawks
14-12-2022 19:44:17.211188,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 44.0, 42.11538461538461)","(51.0, 380.0, 213.0)","(6.5, 11.0, 10.622222222222222)","(4.0, 8.2, 7.6499999999999995)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:18.257654,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 40.0, 38.42307692307692)","(51.0, 380.0, 213.0)","(6.5, 11.0, 10.622222222222222)","(4.0, 8.2, 7.6499999999999995)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:19.262136,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 40.0, 38.42307692307692)","(51.0, 380.0, 213.0)","(6.5, 11.0, 10.622222222222222)","(4.0, 8.2, 7.6499999999999995)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:20.345711,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 40.0, 37.5)","(51.0, 380.0, 213.0)","(6.5, 11.0, 10.622222222222222)","(4.0, 8.2, 7.6499999999999995)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:21.405514,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 40.0, 37.77777777777778)","(51.0, 380.0, 213.0)","(6.5, 11.0, 10.622222222222222)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:22.488030,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 40.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 11.0, 11.618181818181817)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:23.591633,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.618181818181817)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:24.734047,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.618181818181817)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:25.813353,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.618181818181817)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:26.900929,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.618181818181817)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:28.034060,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.618181818181817)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:29.108363,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.16)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:30.108679,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.16)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:31.140389,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.16)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:32.290555,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.16)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:33.333906,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.16)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:34.431250,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.16)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:35.587592,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.16)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:36.761636,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.16)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:37.882010,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.16)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:38.997684,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.16)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:40.126096,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.16)","(4.0, 8.2, 7.844444444444443)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:41.263263,"(17.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(14.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.16)","(4.0, 8.2, 6.2444444444444445)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:42.322860,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.16)","(4.0, 6.4, 6.2444444444444445)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:43.313519,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.16)","(4.0, 6.4, 6.2444444444444445)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:44.409775,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.555555555555555)","(4.0, 6.4, 6.2555555555555555)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:45.406923,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.555555555555555)","(4.0, 6.4, 6.2555555555555555)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:46.407888,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.457142857142857)","(4.0, 6.4, 6.075)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:47.591799,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.0, 11.683333333333334)","(4.0, 6.4, 6.075)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:48.697673,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.141666666666666)","(4.0, 6.4, 6.2666666666666675)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:49.784454,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 6.2666666666666675)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:50.896736,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 6.2666666666666675)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:52.015326,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 6.1000000000000005)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:53.182876,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 6.1000000000000005)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:54.250675,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 6.1000000000000005)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:55.322556,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 6.1000000000000005)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:56.426691,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 6.1000000000000005)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:57.521117,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 6.1000000000000005)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:58.577981,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 6.1000000000000005)","(17.0, 65.0, 60.25)"
14-12-2022 19:44:59.606756,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 5.457142857142857)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:00.728840,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 5.457142857142857)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:01.840412,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 5.457142857142857)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:02.881211,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 5.457142857142857)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:04.005782,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 5.457142857142857)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:05.090477,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 5.457142857142857)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:06.161201,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 5.425)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:07.162017,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6681818181818182)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 12.044444444444444)","(4.0, 6.4, 5.425)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:08.223536,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6666666666666665)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.4, 5.378571428571428)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:09.253462,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.6666666666666665)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.4, 5.378571428571428)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:10.293310,"(18.0, 70.0, 64.625)","(1.55, 1.69, 1.66)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.4, 5.378571428571428)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:11.443484,"(18.0, 70.0, 64.625)","(1.55, 1.69, 1.6566666666666665)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.4, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:12.613577,"(18.0, 70.0, 64.625)","(1.55, 1.69, 1.6566666666666665)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:13.772715,"(18.0, 70.0, 64.625)","(1.55, 1.69, 1.6566666666666665)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:14.904526,"(18.0, 70.0, 64.625)","(1.55, 1.69, 1.6566666666666665)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:15.990793,"(18.0, 70.0, 64.625)","(1.55, 1.69, 1.6566666666666665)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:17.155757,"(18.0, 70.0, 64.625)","(1.55, 1.69, 1.6566666666666665)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:18.236273,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.66)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:19.206652,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.66)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:20.316348,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.66)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:21.418060,"(18.0, 70.0, 64.625)","(1.55, 1.7, 1.66)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:22.440983,"(18.0, 70.0, 64.625)","(1.55, 1.68, 1.6485714285714286)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:23.559041,"(18.0, 70.0, 64.625)","(1.55, 1.68, 1.6485714285714286)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 213.0)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:24.714174,"(18.0, 70.0, 64.625)","(1.55, 1.68, 1.6485714285714286)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 324.3333333333333)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:25.797142,"(18.0, 70.0, 64.625)","(1.55, 1.68, 1.6485714285714286)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 324.3333333333333)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:26.871681,"(18.0, 70.0, 64.625)","(1.55, 1.68, 1.6485714285714286)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 324.3333333333333)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:27.885640,"(18.0, 70.0, 64.625)","(1.55, 1.68, 1.6485714285714286)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 324.3333333333333)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:28.886991,"(18.0, 70.0, 64.625)","(1.55, 1.68, 1.6485714285714286)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 324.3333333333333)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:30.030250,"(18.0, 70.0, 64.625)","(1.55, 1.68, 1.6485714285714286)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 324.3333333333333)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:31.023612,"(18.0, 70.0, 64.625)","(1.55, 1.68, 1.6485714285714286)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 39.55555555555556)","(51.0, 380.0, 324.3333333333333)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:32.164288,"(18.0, 70.0, 64.625)","(1.55, 1.68, 1.6485714285714286)","(21.0, 75.0, 70.66666666666666)","(15.0, 42.0, 44.888888888888886)","(51.0, 380.0, 324.3333333333333)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:33.299742,"(18.0, 70.0, 64.625)","(1.55, 1.68, 1.6485714285714286)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 44.888888888888886)","(51.0, 380.0, 324.3333333333333)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:34.379942,"(18.0, 70.0, 64.625)","(1.55, 1.68, 1.6485714285714286)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 44.888888888888886)","(51.0, 380.0, 324.3333333333333)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:35.476822,"(18.0, 70.0, 64.625)","(1.55, 1.67, 1.6475)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 44.888888888888886)","(51.0, 380.0, 346.8)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:36.658349,"(18.0, 70.0, 64.625)","(1.55, 1.67, 1.6475)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 44.888888888888886)","(51.0, 380.0, 346.8)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:37.828416,"(18.0, 70.0, 64.625)","(1.55, 1.67, 1.6475)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 33.17647058823529)","(51.0, 380.0, 346.8)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:38.923436,"(18.0, 70.0, 64.625)","(1.55, 1.67, 1.6475)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 33.17647058823529)","(51.0, 380.0, 346.8)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:40.018920,"(18.0, 70.0, 64.625)","(1.55, 1.67, 1.6475)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 33.17647058823529)","(51.0, 380.0, 346.8)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:41.092242,"(18.0, 70.0, 64.625)","(1.55, 1.67, 1.6549999999999998)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 37.04347826086956)","(51.0, 380.0, 346.8)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:42.167751,"(18.0, 70.0, 64.625)","(1.55, 1.67, 1.6549999999999998)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 37.434782608695656)","(51.0, 380.0, 346.8)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:43.201338,"(18.0, 70.0, 64.625)","(1.55, 1.67, 1.6549999999999998)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 37.434782608695656)","(51.0, 380.0, 369.2903225806451)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:44.267685,"(18.0, 70.0, 64.625)","(1.55, 1.67, 1.6549999999999998)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 37.434782608695656)","(51.0, 380.0, 369.2903225806451)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:45.368150,"(18.0, 70.0, 64.625)","(1.55, 1.67, 1.6549999999999998)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 37.434782608695656)","(51.0, 380.0, 369.2903225806451)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:46.441642,"(18.0, 70.0, 64.625)","(1.55, 1.67, 1.6549999999999998)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 32.4)","(51.0, 380.0, 369.2903225806451)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:47.478359,"(18.0, 70.0, 64.625)","(1.55, 1.67, 1.6549999999999998)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 32.4)","(51.0, 380.0, 369.2903225806451)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
14-12-2022 19:45:48.615380,"(18.0, 70.0, 64.625)","(1.55, 1.67, 1.6549999999999998)","(21.0, 75.0, 70.66666666666666)","(15.0, 48.0, 32.4)","(51.0, 380.0, 369.2903225806451)","(6.5, 12.5, 10.55)","(4.0, 6.0, 5.65)","(17.0, 65.0, 60.25)"
