,Orson Time,White Like Snow,Glorious Purpose,Dusty Country,Wendy Witch,Be Like Oliver,Rybolt,Jayhawks
14-12-2022 19:37:05.359397,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.7370833333333335)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:06.440897,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.7370833333333335)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:07.550097,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.7370833333333335)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:08.868826,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.7370833333333335)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:09.992282,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.7370833333333335)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:11.055131,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.7370833333333335)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:12.335188,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.7370833333333335)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:13.646531,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.7370833333333335)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:14.771470,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.7370833333333335)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:15.861643,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.7370833333333335)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:17.107682,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.7370833333333335)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:18.388611,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.7370833333333335)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:19.588933,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.7370833333333335)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:20.728166,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.7370833333333335)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:21.968403,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:23.172990,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:24.345794,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:25.557463,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:26.808468,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:28.087542,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:29.310530,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:30.540980,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:31.735016,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:32.877164,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:34.068691,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:35.280240,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:36.440358,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:37.532212,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:38.823967,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:40.127751,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:41.468106,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:42.640943,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:43.894808,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:45.170551,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:46.491642,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.656818181818182)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:47.717465,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.656818181818182)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:48.937098,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.656818181818182)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:50.207372,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.656818181818182)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:51.476039,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.656818181818182)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:52.707845,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.656818181818182)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:53.960690,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.656818181818182)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:55.171725,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.656818181818182)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:56.350793,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 5.989772727272728)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:57.544868,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:58.756457,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 29.200000000000003)","(51.0, 410.0, 184.76923076923077)","(6.5, 12.5, 8.45)","(4.0, 7.4, 4.952)","(17.0, 70.0, 32.54545454545455)"
14-12-2022 19:37:59.987390,"(17.0, 70.0, 37.8125)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 42.769230769230774)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 4.952)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:01.201704,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 4.952)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:02.426683,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:03.640077,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:04.846888,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:06.115101,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:07.326950,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:08.520888,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:09.728005,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:10.968089,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:12.171258,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:13.276809,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:14.546758,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:15.825126,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:16.988761,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 46.36363636363637)"
14-12-2022 19:38:18.174743,"(17.0, 70.0, 46.36363636363637)","(1.55, 1.87, 1.6236000000000002)","(21.0, 80.0, 49.75)","(14.0, 46.0, 32.875)","(51.0, 410.0, 227.0)","(6.5, 12.5, 6.83)","(4.0, 7.4, 5.745945945945946)","(17.0, 70.0, 46.36363636363637)"
