,Shanias Dream,Lektra Tinsel,Negasi Bale,Rough In Vegas,Miss Molly Lee,Speedy Muffin,Aston Trump
20,"[datetime.datetime(2022, 11, 28, 15, 33, 39, 522794), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 39, 522794), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 39, 522794), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 39, 522794), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 39, 522794), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 39, 522794), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 39, 522794), 10.0, 28.0]"
21,"[datetime.datetime(2022, 11, 28, 15, 33, 40, 641143), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 40, 641143), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 40, 641143), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 40, 641143), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 40, 641143), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 40, 641143), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 40, 641143), 10.0, 28.0]"
22,"[datetime.datetime(2022, 11, 28, 15, 33, 41, 766005), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 41, 766005), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 41, 766005), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 41, 766005), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 41, 766005), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 41, 766005), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 41, 766005), 10.0, 28.0]"
23,"[datetime.datetime(2022, 11, 28, 15, 33, 42, 875813), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 42, 875813), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 42, 875813), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 42, 875813), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 42, 875813), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 42, 875813), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 42, 875813), 10.0, 28.0]"
24,"[datetime.datetime(2022, 11, 28, 15, 33, 43, 989619), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 43, 989619), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 43, 989619), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 43, 989619), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 43, 989619), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 43, 989619), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 43, 989619), 10.0, 28.0]"
25,"[datetime.datetime(2022, 11, 28, 15, 33, 45, 100971), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 45, 100971), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 45, 100971), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 45, 100971), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 45, 100971), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 45, 100971), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 45, 100971), 10.0, 28.0]"
26,"[datetime.datetime(2022, 11, 28, 15, 33, 46, 219343), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 46, 219343), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 46, 219343), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 46, 219343), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 46, 219343), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 46, 219343), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 46, 219343), 10.0, 28.0]"
27,"[datetime.datetime(2022, 11, 28, 15, 33, 47, 332231), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 47, 332231), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 47, 332231), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 47, 332231), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 47, 332231), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 47, 332231), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 47, 332231), 10.0, 28.0]"
28,"[datetime.datetime(2022, 11, 28, 15, 33, 48, 450828), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 48, 450828), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 48, 450828), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 48, 450828), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 48, 450828), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 48, 450828), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 48, 450828), 10.0, 28.0]"
29,"[datetime.datetime(2022, 11, 28, 15, 33, 49, 563385), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 49, 563385), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 49, 563385), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 49, 563385), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 49, 563385), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 49, 563385), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 49, 563385), 10.0, 28.0]"
30,"[datetime.datetime(2022, 11, 28, 15, 33, 50, 681453), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 50, 681453), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 50, 681453), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 50, 681453), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 50, 681453), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 50, 681453), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 50, 681453), 10.0, 28.0]"
31,"[datetime.datetime(2022, 11, 28, 15, 33, 51, 791242), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 51, 791242), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 51, 791242), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 51, 791242), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 51, 791242), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 51, 791242), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 51, 791242), 10.0, 28.0]"
32,"[datetime.datetime(2022, 11, 28, 15, 33, 52, 910385), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 52, 910385), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 52, 910385), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 52, 910385), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 52, 910385), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 52, 910385), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 52, 910385), 10.0, 28.0]"
33,"[datetime.datetime(2022, 11, 28, 15, 33, 54, 43940), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 54, 43940), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 54, 43940), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 54, 43940), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 54, 43940), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 54, 43940), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 54, 43940), 10.0, 28.0]"
34,"[datetime.datetime(2022, 11, 28, 15, 33, 55, 175370), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 55, 175370), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 55, 175370), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 55, 175370), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 55, 175370), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 55, 175370), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 55, 175370), 10.0, 28.0]"
35,"[datetime.datetime(2022, 11, 28, 15, 33, 56, 292963), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 56, 292963), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 56, 292963), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 56, 292963), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 56, 292963), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 56, 292963), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 56, 292963), 10.0, 28.0]"
36,"[datetime.datetime(2022, 11, 28, 15, 33, 57, 406137), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 57, 406137), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 57, 406137), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 57, 407138), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 57, 407138), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 57, 407138), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 57, 407138), 10.0, 28.0]"
37,"[datetime.datetime(2022, 11, 28, 15, 33, 58, 519725), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 58, 519725), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 58, 519725), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 58, 519725), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 58, 519725), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 58, 519725), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 58, 519725), 10.0, 28.0]"
38,"[datetime.datetime(2022, 11, 28, 15, 33, 59, 635018), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 33, 59, 635018), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 33, 59, 635018), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 33, 59, 635018), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 33, 59, 635018), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 33, 59, 635018), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 33, 59, 635018), 10.0, 28.0]"
39,"[datetime.datetime(2022, 11, 28, 15, 34, 0, 748723), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 34, 0, 748723), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 34, 0, 748723), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 34, 0, 748723), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 34, 0, 748723), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 34, 0, 748723), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 34, 0, 748723), 10.0, 28.0]"
40,"[datetime.datetime(2022, 11, 28, 15, 34, 1, 871986), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 34, 1, 871986), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 34, 1, 871986), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 34, 1, 871986), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 34, 1, 871986), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 34, 1, 871986), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 34, 1, 871986), 10.0, 28.0]"
41,"[datetime.datetime(2022, 11, 28, 15, 34, 2, 989870), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 34, 2, 989870), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 34, 2, 989870), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 34, 2, 989870), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 34, 2, 989870), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 34, 2, 989870), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 34, 2, 989870), 10.0, 28.0]"
42,"[datetime.datetime(2022, 11, 28, 15, 34, 4, 110073), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 34, 4, 110073), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 34, 4, 110073), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 34, 4, 110073), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 34, 4, 110073), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 34, 4, 110073), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 34, 4, 110073), 10.0, 28.0]"
43,"[datetime.datetime(2022, 11, 28, 15, 34, 5, 240243), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 34, 5, 240243), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 34, 5, 240243), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 34, 5, 240243), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 34, 5, 240243), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 34, 5, 240243), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 34, 5, 240243), 10.0, 28.0]"
44,"[datetime.datetime(2022, 11, 28, 15, 34, 6, 363119), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 34, 6, 363119), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 34, 6, 363119), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 34, 6, 363119), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 34, 6, 363119), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 34, 6, 363119), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 34, 6, 363119), 10.0, 28.0]"
45,"[datetime.datetime(2022, 11, 28, 15, 34, 7, 480673), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 15, 34, 7, 480673), 4.2, 8.6]","[datetime.datetime(2022, 11, 28, 15, 34, 7, 480673), 3.8, 5.3]","[datetime.datetime(2022, 11, 28, 15, 34, 7, 480673), 7.5, 10.0]","[datetime.datetime(2022, 11, 28, 15, 34, 7, 480673), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 15, 34, 7, 480673), 5.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 34, 7, 480673), 10.0, 28.0]"
