,Money And Power,Confer,Flash Banner,Zipping Eve,Madalia Zoom,Classic Touch,Afternoon,Center
07-12-2022 20:23:38.274320,"(3.4, 5.0, 4.927868852459016)","(31.0, 55.0, 40.470588235294116)","(26.0, 55.0, 34.166666666666664)","(2.45, 2.7, 2.6916326530612245)","(9.0, 10.5, 9.811764705882352)","(7.0, 10.5, 10.42409638554217)","(8.0, 11.5, 11.186813186813186)","(7.5, 17.5, 17.285714285714285)"
07-12-2022 20:23:39.586896,"(3.4, 5.0, 4.927868852459016)","(31.0, 55.0, 40.470588235294116)","(26.0, 55.0, 34.166666666666664)","(2.45, 2.7, 2.6916326530612245)","(9.0, 10.5, 9.811764705882352)","(7.0, 10.5, 10.42409638554217)","(8.0, 11.5, 11.186813186813186)","(7.5, 17.5, 17.285714285714285)"
07-12-2022 20:23:40.882638,"(3.5, 5.0, 4.927868852459016)","(31.0, 55.0, 40.470588235294116)","(26.0, 55.0, 34.166666666666664)","(2.45, 2.7, 2.6916326530612245)","(9.0, 10.5, 9.811764705882352)","(7.0, 10.5, 10.42409638554217)","(8.0, 11.5, 11.186813186813186)","(7.5, 17.5, 16.948275862068964)"
07-12-2022 20:23:42.146931,"(3.5, 5.0, 4.927868852459016)","(31.0, 55.0, 40.470588235294116)","(26.0, 55.0, 34.166666666666664)","(2.45, 2.7, 2.6916326530612245)","(9.0, 10.5, 9.811764705882352)","(7.0, 10.5, 10.42409638554217)","(8.0, 11.5, 11.186813186813186)","(7.5, 17.5, 16.948275862068964)"
07-12-2022 20:23:43.340726,"(3.5, 5.0, 4.927868852459016)","(31.0, 55.0, 40.470588235294116)","(26.0, 55.0, 34.166666666666664)","(2.45, 2.7, 2.6916326530612245)","(9.0, 10.5, 9.811764705882352)","(7.0, 10.5, 10.42409638554217)","(8.0, 11.5, 11.186813186813186)","(7.5, 17.5, 17.25)"
07-12-2022 20:23:44.600229,"(3.5, 5.0, 4.927868852459016)","(31.0, 55.0, 40.470588235294116)","(26.0, 55.0, 34.166666666666664)","(2.45, 2.7, 2.5825)","(9.0, 10.5, 9.811764705882352)","(7.0, 10.5, 11.353086419753087)","(8.0, 11.5, 11.186813186813186)","(7.5, 17.5, 17.25)"
07-12-2022 20:23:46.054707,"(3.5, 5.0, 4.944827586206896)","(31.0, 55.0, 40.470588235294116)","(26.0, 55.0, 34.166666666666664)","(2.45, 2.7, 2.6)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 10.545454545454545)","(8.0, 11.5, 11.186813186813186)","(7.5, 17.5, 16.948275862068964)"
07-12-2022 20:23:47.382205,"(3.5, 5.0, 4.944827586206896)","(31.0, 55.0, 40.470588235294116)","(26.0, 55.0, 31.636363636363637)","(2.45, 2.68, 2.56625)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 10.428571428571429)","(8.0, 11.5, 11.186813186813186)","(7.5, 17.5, 16.948275862068964)"
07-12-2022 20:23:48.756604,"(3.5, 5.0, 4.944827586206896)","(31.0, 55.0, 40.470588235294116)","(26.0, 48.0, 34.0)","(2.45, 2.66, 2.615438596491228)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.115384615384615)","(8.0, 11.5, 11.186813186813186)","(7.5, 17.5, 17.25)"
07-12-2022 20:23:50.409276,"(3.5, 5.0, 4.97037037037037)","(31.0, 55.0, 40.470588235294116)","(26.0, 46.0, 34.0)","(2.45, 2.64, 2.6233333333333335)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.193877551020408)","(8.0, 11.5, 11.186813186813186)","(7.5, 17.5, 16.948275862068964)"
07-12-2022 20:23:51.926246,"(3.5, 5.0, 4.97037037037037)","(31.0, 55.0, 41.42857142857143)","(26.0, 40.0, 29.923076923076923)","(2.45, 2.64, 2.5704347826086957)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.245762711864407)","(8.0, 11.5, 11.186813186813186)","(7.5, 17.5, 16.948275862068964)"
07-12-2022 20:23:53.277180,"(3.5, 5.0, 4.97037037037037)","(31.0, 55.0, 41.42857142857143)","(26.0, 38.0, 29.428571428571427)","(2.45, 2.64, 2.5813333333333333)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(7.5, 17.5, 17.115384615384617)"
07-12-2022 20:23:54.551262,"(3.5, 5.0, 4.97037037037037)","(31.0, 55.0, 41.42857142857143)","(26.0, 38.0, 28.8)","(2.45, 2.64, 2.5782857142857143)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(7.5, 17.5, 17.115384615384617)"
07-12-2022 20:23:55.795224,"(3.5, 5.0, 4.97037037037037)","(31.0, 55.0, 41.42857142857143)","(26.0, 32.0, 28.571428571428573)","(2.45, 2.64, 2.5782857142857143)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(7.5, 17.5, 16.85483870967742)"
07-12-2022 20:23:57.141302,"(3.5, 5.0, 4.97037037037037)","(31.0, 55.0, 41.42857142857143)","(26.0, 32.0, 28.476190476190474)","(2.45, 2.64, 2.5782857142857143)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(7.5, 17.5, 16.85483870967742)"
07-12-2022 20:23:58.349169,"(3.5, 5.0, 4.97037037037037)","(31.0, 55.0, 41.42857142857143)","(26.0, 32.0, 29.0)","(2.45, 2.64, 2.5878260869565217)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(7.5, 17.5, 17.115384615384617)"
07-12-2022 20:23:59.637842,"(3.5, 5.0, 4.933333333333334)","(31.0, 55.0, 41.42857142857143)","(26.0, 30.0, 28.5)","(2.45, 2.64, 2.5870588235294116)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(7.5, 17.5, 17.115384615384617)"
07-12-2022 20:24:00.989910,"(3.5, 5.0, 4.933333333333334)","(31.0, 55.0, 41.42857142857143)","(26.0, 29.0, 25.473684210526315)","(2.45, 2.64, 2.6025)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(7.5, 17.5, 16.85483870967742)"
07-12-2022 20:24:02.371404,"(3.5, 5.0, 4.885714285714286)","(31.0, 55.0, 40.22222222222222)","(26.0, 28.0, 25.41176470588235)","(2.45, 2.64, 2.6025)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(7.5, 17.5, 16.85483870967742)"
07-12-2022 20:24:03.696085,"(3.5, 5.0, 4.891304347826087)","(31.0, 55.0, 40.22222222222222)","(26.0, 28.0, 26.5)","(2.45, 2.64, 2.606666666666667)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(7.5, 17.5, 16.85483870967742)"
07-12-2022 20:24:05.018595,"(3.5, 5.0, 4.915730337078652)","(31.0, 55.0, 40.22222222222222)","(26.0, 27.0, 25.26086956521739)","(2.45, 2.64, 2.606666666666667)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(7.5, 17.5, 17.115384615384617)"
07-12-2022 20:24:06.314525,"(3.5, 5.0, 4.915730337078652)","(31.0, 55.0, 40.470588235294116)","(26.0, 27.0, 25.26086956521739)","(2.45, 2.64, 2.6214285714285714)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(7.5, 17.5, 16.85483870967742)"
07-12-2022 20:24:07.548233,"(3.5, 5.0, 4.915730337078652)","(31.0, 55.0, 40.470588235294116)","(26.0, 27.0, 25.181818181818183)","(2.45, 2.64, 2.6214285714285714)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(7.5, 17.5, 16.5)"
07-12-2022 20:24:08.791905,"(3.5, 5.0, 4.915730337078652)","(31.0, 55.0, 42.92857142857143)","(26.0, 27.0, 26.043478260869566)","(2.3, 2.64, 2.6214285714285714)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(9.0, 17.5, 16.5)"
07-12-2022 20:24:10.110584,"(3.5, 5.0, 4.916666666666667)","(31.0, 55.0, 42.92857142857143)","(26.0, 27.0, 25.384615384615383)","(2.3, 2.64, 2.6214285714285714)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(9.0, 17.5, 16.5)"
07-12-2022 20:24:11.376716,"(3.5, 5.0, 4.916666666666667)","(31.0, 55.0, 42.92857142857143)","(26.0, 27.0, 25.375)","(2.3, 2.64, 2.6214285714285714)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(9.0, 17.5, 16.55)"
07-12-2022 20:24:12.652510,"(3.5, 5.0, 4.928571428571429)","(31.0, 55.0, 42.92857142857143)","(26.0, 27.0, 25.46153846153846)","(2.3, 2.64, 2.6075)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(9.0, 17.5, 17.25)"
07-12-2022 20:24:14.070237,"(3.5, 5.0, 4.928571428571429)","(31.0, 55.0, 42.92857142857143)","(26.0, 27.0, 33.0)","(2.3, 2.64, 2.6075)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.310126582278482)","(8.0, 11.5, 11.227272727272727)","(9.0, 17.5, 17.25)"
07-12-2022 20:24:15.386223,"(3.5, 5.0, 4.928571428571429)","(31.0, 55.0, 44.0)","(26.0, 40.0, 30.727272727272727)","(2.3, 2.64, 2.6216666666666666)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.236842105263158)","(8.0, 11.5, 11.227272727272727)","(9.0, 17.5, 16.948275862068964)"
07-12-2022 20:24:16.650382,"(3.5, 5.0, 4.930769230769231)","(31.0, 48.0, 44.0)","(26.0, 32.0, 29.5)","(2.3, 2.64, 2.6233333333333335)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.236842105263158)","(8.0, 11.5, 11.227272727272727)","(9.0, 17.5, 16.85483870967742)"
07-12-2022 20:24:17.933889,"(3.5, 5.0, 4.930769230769231)","(31.0, 46.0, 41.333333333333336)","(26.0, 32.0, 29.5)","(2.3, 2.64, 2.624615384615385)","(9.0, 10.5, 9.811764705882352)","(7.0, 11.5, 11.236842105263158)","(8.0, 11.5, 11.227272727272727)","(9.0, 17.5, 17.115384615384617)"
07-12-2022 20:24:19.263072,"(3.5, 5.0, 4.930769230769231)","(31.0, 44.0, 41.333333333333336)","(26.0, 32.0, 28.53846153846154)","(2.3, 2.68, 2.6420000000000003)","(9.0, 10.5, 9.876923076923077)","(7.0, 11.5, 11.236842105263158)","(8.0, 11.5, 11.136363636363637)","(9.0, 17.5, 17.115384615384617)"
07-12-2022 20:24:20.601229,"(3.5, 5.0, 4.930769230769231)","(31.0, 40.0, 30.714285714285715)","(26.0, 32.0, 28.53846153846154)","(2.3, 2.68, 2.6270588235294117)","(9.0, 10.5, 9.876923076923077)","(7.0, 11.5, 11.236842105263158)","(8.0, 11.5, 11.08695652173913)","(9.0, 17.5, 16.772727272727273)"
07-12-2022 20:24:21.842757,"(3.5, 5.0, 4.930769230769231)","(31.0, 40.0, 31.016949152542374)","(26.0, 32.0, 28.53846153846154)","(2.3, 2.68, 2.615)","(9.0, 10.5, 9.876923076923077)","(7.0, 11.5, 11.236842105263158)","(8.0, 11.5, 11.08695652173913)","(9.0, 17.5, 16.772727272727273)"
07-12-2022 20:24:23.053051,"(3.5, 5.0, 4.9222222222222225)","(31.0, 40.0, 32.813559322033896)","(26.0, 32.0, 28.53846153846154)","(2.3, 2.64, 2.63)","(9.0, 10.5, 9.876923076923077)","(7.0, 11.5, 11.236842105263158)","(8.0, 11.5, 11.08695652173913)","(9.0, 17.5, 16.772727272727273)"
07-12-2022 20:24:24.304959,"(3.6, 5.0, 4.9222222222222225)","(31.0, 38.0, 34.8421052631579)","(21.0, 32.0, 28.53846153846154)","(2.3, 2.68, 2.645)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.08695652173913)","(9.0, 17.5, 16.772727272727273)"
07-12-2022 20:24:25.614432,"(3.6, 5.0, 4.8068965517241375)","(31.0, 38.0, 34.608695652173914)","(21.0, 32.0, 28.53846153846154)","(2.3, 2.66, 2.645)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.08695652173913)","(9.0, 17.5, 16.93181818181818)"
07-12-2022 20:24:26.882104,"(3.6, 5.0, 4.8068965517241375)","(31.0, 38.0, 33.395348837209305)","(21.0, 32.0, 28.53846153846154)","(2.3, 2.66, 2.63)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.08695652173913)","(9.0, 17.0, 16.93181818181818)"
07-12-2022 20:24:28.115809,"(3.6, 5.0, 4.896296296296296)","(31.0, 38.0, 34.280701754385966)","(21.0, 32.0, 28.53846153846154)","(2.3, 2.64, 2.625)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.08695652173913)","(9.0, 17.0, 16.666666666666668)"
07-12-2022 20:24:29.304740,"(3.6, 5.0, 4.896296296296296)","(31.0, 38.0, 34.280701754385966)","(21.0, 32.0, 28.53846153846154)","(2.3, 2.64, 2.606666666666667)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 10.673913043478262)","(9.0, 17.0, 17.6)"
07-12-2022 20:24:30.465058,"(3.6, 5.0, 4.9125)","(31.0, 38.0, 32.32142857142857)","(21.0, 32.0, 28.53846153846154)","(2.3, 2.62, 2.606666666666667)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 10.821428571428571)","(9.0, 19.0, 17.40909090909091)"
07-12-2022 20:24:31.657479,"(3.6, 5.0, 4.9125)","(31.0, 38.0, 32.95238095238095)","(21.0, 32.0, 28.428571428571427)","(2.3, 2.62, 2.606666666666667)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 10.673913043478262)","(9.0, 18.5, 17.157894736842106)"
07-12-2022 20:24:32.960701,"(3.6, 5.0, 4.9125)","(31.0, 38.0, 34.074074074074076)","(21.0, 32.0, 28.428571428571427)","(2.3, 2.62, 2.59)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.104166666666666)","(9.0, 18.5, 17.157894736842106)"
07-12-2022 20:24:34.198852,"(3.6, 5.0, 4.9125)","(31.0, 38.0, 34.074074074074076)","(21.0, 32.0, 28.428571428571427)","(2.3, 2.6, 2.608)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.220588235294118)","(9.0, 18.5, 17.157894736842106)"
07-12-2022 20:24:35.502717,"(3.6, 5.0, 4.9125)","(31.0, 38.0, 34.074074074074076)","(21.0, 32.0, 28.428571428571427)","(2.3, 2.62, 2.595555555555556)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.220588235294118)","(9.0, 18.5, 17.157894736842106)"
07-12-2022 20:24:36.792270,"(3.6, 5.0, 4.9125)","(31.0, 38.0, 34.074074074074076)","(21.0, 32.0, 28.428571428571427)","(2.3, 2.6, 2.595555555555556)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.220588235294118)","(9.0, 18.5, 17.157894736842106)"
07-12-2022 20:24:38.148730,"(3.6, 5.0, 4.92)","(31.0, 38.0, 34.074074074074076)","(21.0, 32.0, 28.428571428571427)","(2.3, 2.6, 2.595555555555556)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.220588235294118)","(9.0, 18.5, 17.115384615384617)"
07-12-2022 20:24:39.467345,"(3.6, 5.0, 4.92)","(31.0, 38.0, 34.074074074074076)","(21.0, 32.0, 28.428571428571427)","(2.3, 2.6, 2.595555555555556)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.220588235294118)","(9.0, 17.5, 17.115384615384617)"
07-12-2022 20:24:40.781042,"(3.6, 5.0, 4.92)","(31.0, 38.0, 34.074074074074076)","(21.0, 32.0, 28.428571428571427)","(2.3, 2.6, 2.595555555555556)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.220588235294118)","(9.0, 18.5, 17.055555555555557)"
07-12-2022 20:24:42.044014,"(3.6, 5.0, 4.92)","(31.0, 38.0, 34.074074074074076)","(21.0, 32.0, 29.4)","(2.3, 2.6, 2.595555555555556)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.220588235294118)","(9.0, 17.5, 17.40909090909091)"
07-12-2022 20:24:43.312386,"(3.6, 5.0, 4.92)","(31.0, 38.0, 34.074074074074076)","(21.0, 30.0, 29.4)","(2.3, 2.6, 2.595555555555556)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.220588235294118)","(9.0, 17.5, 17.115384615384617)"
07-12-2022 20:24:44.606332,"(3.6, 5.0, 4.92)","(31.0, 38.0, 34.074074074074076)","(21.0, 30.0, 29.4)","(2.3, 2.6, 2.616279069767442)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.220588235294118)","(9.0, 17.5, 17.886363636363637)"
07-12-2022 20:24:45.907821,"(3.6, 5.0, 4.92)","(31.0, 38.0, 34.074074074074076)","(21.0, 30.0, 29.4)","(2.3, 2.62, 2.5972093023255813)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.220588235294118)","(9.0, 18.0, 17.886363636363637)"
07-12-2022 20:24:47.163025,"(3.6, 5.0, 4.92)","(31.0, 38.0, 34.074074074074076)","(21.0, 30.0, 29.25)","(2.3, 2.6, 2.574)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.220588235294118)","(9.0, 18.0, 17.886363636363637)"
07-12-2022 20:24:48.397071,"(3.6, 5.0, 4.92)","(31.0, 38.0, 34.074074074074076)","(21.0, 30.0, 29.25)","(2.3, 2.58, 2.55)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.220588235294118)","(9.0, 18.0, 17.886363636363637)"
07-12-2022 20:24:49.657705,"(3.6, 5.1, 5.033333333333333)","(31.0, 38.0, 34.074074074074076)","(21.0, 30.0, 29.5)","(2.3, 2.56, 2.4624)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.236842105263158)","(8.5, 11.5, 11.220588235294118)","(9.0, 18.0, 17.886363636363637)"
07-12-2022 20:24:50.839762,"(3.6, 5.2, 5.188888888888889)","(31.0, 38.0, 34.074074074074076)","(21.0, 30.0, 28.5)","(2.3, 2.54, 2.5175)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.205882352941176)","(8.5, 11.5, 11.220588235294118)","(9.0, 18.0, 17.886363636363637)"
07-12-2022 20:24:52.039802,"(3.6, 5.3, 5.166666666666666)","(31.0, 38.0, 34.074074074074076)","(21.0, 29.0, 28.5)","(2.3, 2.52, 2.5345454545454547)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.205882352941176)","(8.5, 11.5, 11.220588235294118)","(9.0, 18.0, 17.886363636363637)"
07-12-2022 20:24:53.221545,"(3.6, 5.3, 5.255)","(31.0, 38.0, 34.074074074074076)","(21.0, 29.0, 28.5)","(2.3, 2.54, 2.512)","(8.5, 10.5, 9.876923076923077)","(7.5, 11.5, 11.205882352941176)","(8.5, 11.5, 11.220588235294118)","(9.0, 18.0, 17.886363636363637)"
07-12-2022 20:24:54.495283,"(3.6, 5.3, 5.255)","(31.0, 38.0, 34.333333333333336)","(21.0, 29.0, 28.5)","(2.3, 2.52, 2.5186206896551724)","(8.5, 10.5, 9.763636363636364)","(7.5, 11.5, 11.205882352941176)","(8.5, 11.5, 11.1)","(9.0, 18.0, 17.886363636363637)"
07-12-2022 20:24:55.727198,"(3.6, 5.3, 5.264285714285714)","(31.0, 38.0, 34.333333333333336)","(21.0, 29.0, 28.772727272727273)","(2.3, 2.52, 2.5226315789473683)","(8.5, 10.5, 10.066666666666666)","(7.5, 11.5, 11.205882352941176)","(8.5, 11.5, 12.538461538461538)","(9.0, 18.0, 17.886363636363637)"
07-12-2022 20:24:56.968078,"(3.6, 5.3, 5.252272727272727)","(31.0, 38.0, 36.666666666666664)","(21.0, 29.0, 27.862068965517242)","(2.3, 2.54, 2.5127272727272727)","(8.5, 10.5, 10.105128205128205)","(7.5, 11.5, 11.232142857142858)","(8.5, 13.5, 12.620000000000001)","(9.0, 18.0, 17.444444444444443)"
07-12-2022 20:24:58.255830,"(3.7, 5.3, 5.28)","(31.0, 38.0, 37.666666666666664)","(21.0, 28.0, 27.666666666666668)","(2.3, 2.52, 2.517333333333333)","(8.5, 10.5, 9.92962962962963)","(7.5, 11.5, 11.232142857142858)","(8.5, 13.5, 12.871428571428572)","(9.0, 18.0, 17.140625)"
07-12-2022 20:24:59.558102,"(3.7, 5.3, 5.28)","(31.0, 42.0, 38.57142857142857)","(21.0, 28.0, 27.75)","(2.3, 2.52, 2.5102702702702704)","(8.5, 10.5, 9.92962962962963)","(7.5, 11.5, 11.232142857142858)","(8.5, 13.5, 12.543478260869565)","(9.0, 18.0, 17.140625)"
07-12-2022 20:25:00.893601,"(3.7, 5.3, 5.28)","(31.0, 42.0, 39.81818181818182)","(21.0, 28.0, 27.57142857142857)","(2.3, 2.52, 2.5100000000000002)","(8.5, 10.5, 10.172340425531916)","(7.5, 11.5, 11.232142857142858)","(8.5, 13.5, 12.833333333333334)","(9.0, 18.0, 17.140625)"
07-12-2022 20:25:02.238638,"(3.7, 5.3, 5.257142857142857)","(31.0, 42.0, 39.5)","(21.0, 28.0, 27.846153846153847)","(2.3, 2.52, 2.511111111111111)","(8.5, 10.5, 10.172340425531916)","(7.5, 11.5, 11.232142857142858)","(8.5, 13.5, 12.921052631578947)","(9.0, 18.0, 16.8125)"
07-12-2022 20:25:03.629552,"(3.7, 5.3, 5.28)","(31.0, 42.0, 35.333333333333336)","(21.0, 28.0, 27.846153846153847)","(2.3, 2.52, 2.5100000000000002)","(8.5, 10.5, 10.105128205128205)","(7.5, 11.5, 11.232142857142858)","(8.5, 13.5, 12.921052631578947)","(9.0, 17.5, 16.8125)"
07-12-2022 20:25:04.953327,"(3.7, 5.3, 5.286363636363636)","(31.0, 42.0, 37.09090909090909)","(21.0, 28.0, 27.85185185185185)","(2.3, 2.52, 2.509677419354839)","(8.5, 10.5, 10.105128205128205)","(7.5, 11.5, 11.232142857142858)","(8.5, 13.5, 12.867088607594937)","(9.0, 17.5, 16.467741935483872)"
07-12-2022 20:25:06.298572,"(3.7, 5.3, 5.242857142857143)","(31.0, 40.0, 36.0)","(21.0, 28.0, 27.714285714285715)","(2.3, 2.52, 2.4828571428571427)","(8.5, 10.5, 10.105128205128205)","(7.5, 11.5, 11.232142857142858)","(8.5, 13.5, 12.867088607594937)","(9.0, 17.5, 16.467741935483872)"
07-12-2022 20:25:07.632725,"(3.7, 5.3, 5.271428571428571)","(31.0, 40.0, 36.92307692307692)","(21.0, 28.0, 27.225806451612904)","(2.3, 2.52, 2.482666666666667)","(8.5, 10.5, 10.105128205128205)","(7.5, 11.5, 11.232142857142858)","(8.5, 13.5, 12.867088607594937)","(9.0, 17.5, 16.5)"
07-12-2022 20:25:08.952279,"(3.7, 5.3, 5.290909090909091)","(31.0, 40.0, 38.11764705882353)","(21.0, 28.0, 27.225806451612904)","(2.3, 2.52, 2.5094117647058822)","(8.5, 10.5, 10.105128205128205)","(7.5, 11.5, 11.232142857142858)","(8.5, 13.5, 12.867088607594937)","(9.0, 17.5, 16.5)"
07-12-2022 20:25:10.335053,"(3.7, 5.3, 5.290909090909091)","(31.0, 40.0, 38.0)","(21.0, 28.0, 27.225806451612904)","(2.3, 2.52, 2.4825)","(8.5, 10.5, 10.105128205128205)","(7.5, 11.5, 11.232142857142858)","(8.5, 13.5, 12.867088607594937)","(9.0, 17.5, 16.522727272727273)"
07-12-2022 20:25:11.610247,"(3.7, 5.3, 5.2953488372093025)","(31.0, 40.0, 38.0)","(21.0, 28.0, 27.225806451612904)","(2.3, 2.52, 2.4615384615384617)","(8.5, 10.5, 10.105128205128205)","(7.5, 11.5, 11.232142857142858)","(8.5, 13.5, 12.867088607594937)","(9.0, 17.0, 16.10810810810811)"
07-12-2022 20:25:12.980981,"(3.7, 5.3, 5.25)","(31.0, 40.0, 38.0)","(21.0, 28.0, 27.225806451612904)","(2.3, 2.48, 2.495)","(8.5, 10.5, 9.927272727272728)","(7.5, 11.5, 11.0625)","(8.5, 13.5, 12.376923076923077)","(9.0, 17.0, 16.195121951219512)"
07-12-2022 20:25:14.317742,"(3.7, 5.4, 5.3052631578947365)","(31.0, 40.0, 38.0)","(21.0, 28.0, 27.225806451612904)","(2.3, 2.5, 2.4952380952380953)","(8.5, 10.0, 9.897142857142857)","(7.5, 11.5, 11.166666666666666)","(8.5, 12.5, 12.233333333333334)","(9.0, 17.0, 16.27027027027027)"
07-12-2022 20:25:15.604762,"(3.7, 5.4, 5.3052631578947365)","(31.0, 40.0, 38.0)","(21.0, 28.0, 27.225806451612904)","(2.3, 2.5, 2.4848275862068965)","(8.5, 10.0, 9.897142857142857)","(7.5, 11.5, 11.166666666666666)","(8.5, 12.5, 12.274647887323944)","(9.0, 17.0, 16.45)"
07-12-2022 20:25:16.916668,"(3.7, 5.4, 5.323404255319149)","(31.0, 40.0, 38.0)","(21.0, 28.0, 26.857142857142858)","(2.3, 2.52, 2.476)","(8.5, 10.0, 9.897142857142857)","(7.5, 11.5, 11.15)","(8.5, 12.5, 12.26388888888889)","(9.0, 17.0, 16.45)"
07-12-2022 20:25:18.250529,"(3.7, 5.4, 5.334883720930232)","(31.0, 40.0, 38.0)","(21.0, 27.0, 26.857142857142858)","(2.3, 2.5, 2.4425641025641025)","(8.5, 10.0, 10.18235294117647)","(7.5, 11.5, 11.15)","(8.5, 12.5, 12.26388888888889)","(9.0, 17.0, 16.45)"
07-12-2022 20:25:19.440278,"(3.7, 5.4, 5.306666666666667)","(31.0, 40.0, 38.0)","(21.0, 27.0, 26.857142857142858)","(2.25, 2.46, 2.4495238095238094)","(8.5, 10.5, 10.071428571428571)","(7.5, 11.5, 11.15)","(8.5, 12.5, 12.233333333333334)","(9.0, 17.0, 16.45)"
07-12-2022 20:25:20.688652,"(3.7, 5.4, 5.355555555555556)","(31.0, 40.0, 38.0)","(21.0, 27.0, 26.857142857142858)","(2.25, 2.5, 2.4636363636363634)","(8.5, 10.5, 9.95357142857143)","(7.5, 11.5, 11.15)","(8.5, 12.5, 12.233333333333334)","(9.0, 17.0, 16.33823529411765)"
