,Shesa Pocketrocket,Tinge Of Fear,Goalkicker,A Whole Lotta Rosie Nz,Shez Notorious,Goldies A Delight,Keayang Tara,Whata Journey,Couldntmisafalcon,Delightful Rainbow
07-01-2023 20:38:59.422878,"(8.0, 13.0, 12.238095238095237)","(2.9, 3.3, 3.207843137254902)","(10.0, 13.5, 12.136363636363637)","(12.0, 99999, 99990)","(4.6, 5.3, 5.209090909090909)","(7.0, 8.6, 7.933333333333334)","(71.0, 130.0, 115.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 20.0, 13.6)","(21.0, 38.0, 35.66666666666667)"
07-01-2023 20:39:00.820276,"(8.0, 12.5, 12.0)","(2.9, 3.3, 3.207843137254902)","(10.0, 13.5, 12.136363636363637)","(12.0, 99999, 99990)","(4.6, 5.3, 5.209090909090909)","(7.0, 8.6, 7.933333333333334)","(71.0, 130.0, 115.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 20.0, 17.81818181818182)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 20:39:02.268064,"(8.0, 12.5, 12.0)","(2.9, 3.3, 3.0740384615384615)","(10.0, 13.5, 12.136363636363637)","(12.0, 99999, 99990)","(4.6, 5.3, 5.175)","(7.0, 8.6, 7.933333333333334)","(71.0, 130.0, 115.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 20.0, 17.81818181818182)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 20:39:03.782179,"(8.0, 12.5, 12.166666666666666)","(2.9, 3.3, 3.1226415094339623)","(10.0, 13.5, 12.136363636363637)","(12.0, 99999, 99990)","(4.6, 5.3, 5.166666666666667)","(7.0, 8.4, 8.2)","(71.0, 130.0, 100.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 20.0, 14.375)","(21.0, 38.0, 34.75)"
07-01-2023 20:39:05.319081,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.1363636363636362)","(10.0, 13.5, 12.136363636363637)","(12.0, 99999, 99990)","(4.6, 5.4, 4.957142857142857)","(7.0, 8.4, 8.833333333333334)","(71.0, 130.0, 100.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 20.0, 14.375)","(21.0, 38.0, 34.75)"
07-01-2023 20:39:06.704527,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.1363636363636362)","(10.0, 13.5, 12.136363636363637)","(12.0, 99999, 99990)","(4.6, 5.4, 4.957142857142857)","(7.0, 9.0, 8.818181818181818)","(71.0, 130.0, 100.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 20.0, 12.55)","(21.0, 38.0, 34.75)"
07-01-2023 20:39:08.101979,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.1363636363636362)","(10.0, 13.5, 12.136363636363637)","(12.0, 99999, 99990)","(4.6, 5.4, 4.957142857142857)","(7.0, 9.0, 8.177777777777777)","(71.0, 130.0, 100.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 13.0, 15.588235294117647)","(21.0, 38.0, 34.75)"
07-01-2023 20:39:09.806402,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.123529411764706)","(10.0, 13.5, 12.136363636363637)","(12.0, 99999, 99990)","(4.6, 5.4, 4.957142857142857)","(7.0, 8.8, 8.333333333333334)","(71.0, 130.0, 100.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 21.0, 15.666666666666666)","(21.0, 38.0, 34.75)"
07-01-2023 20:39:11.295694,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.123529411764706)","(10.0, 13.5, 12.136363636363637)","(12.0, 99999, 99990)","(4.6, 5.4, 4.957142857142857)","(7.0, 8.8, 8.333333333333334)","(71.0, 130.0, 100.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 21.0, 16.5)","(21.0, 38.0, 34.75)"
07-01-2023 20:39:12.878980,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.123529411764706)","(10.0, 13.5, 12.136363636363637)","(12.0, 99999, 99990)","(4.6, 5.4, 4.957142857142857)","(7.0, 8.8, 8.333333333333334)","(71.0, 130.0, 100.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 20.0, 16.5)","(21.0, 38.0, 34.75)"
07-01-2023 20:39:14.395232,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.123529411764706)","(10.0, 13.5, 12.136363636363637)","(12.0, 99999, 99990)","(4.6, 5.4, 4.957142857142857)","(7.0, 8.8, 8.333333333333334)","(71.0, 130.0, 100.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 20.0, 13.090909090909092)","(21.0, 38.0, 35.4)"
07-01-2023 20:39:15.828068,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.1363636363636362)","(10.0, 13.5, 12.136363636363637)","(12.0, 99999, 99990)","(4.6, 5.4, 5.024242424242424)","(7.0, 8.8, 8.274999999999999)","(71.0, 130.0, 100.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 14.0, 13.333333333333334)","(21.0, 38.0, 35.4)"
07-01-2023 20:39:17.184152,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.1363636363636362)","(10.0, 13.5, 12.136363636363637)","(12.0, 99999, 99990)","(4.6, 5.4, 5.024242424242424)","(7.0, 8.8, 8.274999999999999)","(71.0, 130.0, 100.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 14.0, 15.5)","(21.0, 38.0, 32.0)"
07-01-2023 20:39:18.524016,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.1548387096774193)","(10.0, 16.0, 12.333333333333334)","(12.0, 99999, 99990)","(4.6, 5.4, 5.024242424242424)","(7.0, 8.8, 8.274999999999999)","(71.0, 130.0, 100.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 17.5, 14.5)","(21.0, 38.0, 27.166666666666668)"
07-01-2023 20:39:19.903110,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.1448275862068966)","(10.0, 15.5, 14.5)","(12.0, 99999, 99990)","(4.6, 5.4, 5.024242424242424)","(7.0, 8.8, 8.274999999999999)","(71.0, 130.0, 100.0)","(21.0, 28.0, 25.333333333333332)","(7.0, 17.5, 14.5)","(21.0, 38.0, 28.0)"
07-01-2023 20:39:21.321292,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.1448275862068966)","(10.0, 15.0, 14.5)","(12.0, 99999, 99990)","(4.6, 5.4, 5.024242424242424)","(7.0, 8.8, 8.274999999999999)","(71.0, 130.0, 103.33333333333333)","(21.0, 28.0, 25.333333333333332)","(7.0, 17.5, 14.5)","(21.0, 34.0, 26.125)"
07-01-2023 20:39:22.732416,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.1448275862068966)","(10.0, 15.0, 14.5)","(12.0, 99999, 99990)","(4.6, 5.4, 5.024242424242424)","(7.0, 8.8, 8.274999999999999)","(71.0, 140.0, 103.33333333333333)","(21.0, 28.0, 25.333333333333332)","(7.0, 17.5, 14.5)","(21.0, 34.0, 26.125)"
07-01-2023 20:39:24.247875,"(8.0, 12.5, 12.318181818181818)","(2.9, 3.3, 3.1448275862068966)","(10.0, 15.0, 14.5)","(12.0, 99999, 99990)","(4.6, 5.4, 5.024242424242424)","(7.0, 8.8, 8.274999999999999)","(71.0, 140.0, 103.33333333333333)","(21.0, 28.0, 25.333333333333332)","(7.0, 17.5, 14.5)","(21.0, 34.0, 26.125)"
07-01-2023 20:39:25.682803,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.1548387096774193)","(10.0, 15.0, 14.5)","(12.0, 99999, 99990)","(4.6, 5.4, 5.024242424242424)","(7.0, 8.8, 8.274999999999999)","(71.0, 140.0, 103.33333333333333)","(21.0, 28.0, 25.333333333333332)","(7.0, 17.5, 13.590909090909092)","(21.0, 34.0, 26.125)"
07-01-2023 20:39:27.100800,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.1548387096774193)","(10.0, 15.0, 14.5)","(11.0, 99999, 99990)","(4.6, 5.4, 5.024242424242424)","(7.0, 8.8, 8.45)","(71.0, 140.0, 103.33333333333333)","(21.0, 28.0, 25.333333333333332)","(7.5, 14.5, 13.590909090909092)","(21.0, 34.0, 26.125)"
07-01-2023 20:39:28.553974,"(8.0, 12.5, 12.25)","(2.9, 3.3, 3.1548387096774193)","(10.0, 15.0, 15.166666666666666)","(11.0, 99999, 99990)","(4.6, 5.4, 5.024242424242424)","(7.0, 8.8, 8.45)","(71.0, 140.0, 103.33333333333333)","(21.0, 28.0, 25.333333333333332)","(7.5, 14.5, 13.6)","(21.0, 34.0, 26.125)"
07-01-2023 20:39:30.035656,"(8.0, 12.5, 12.318181818181818)","(2.9, 3.3, 3.1548387096774193)","(10.0, 15.5, 15.166666666666666)","(11.0, 99999, 99990)","(4.6, 5.4, 5.024242424242424)","(7.0, 8.8, 8.45)","(71.0, 140.0, 103.33333333333333)","(21.0, 28.0, 25.333333333333332)","(7.5, 14.5, 13.409090909090908)","(21.0, 34.0, 26.125)"
07-01-2023 20:39:31.476761,"(8.0, 12.5, 12.318181818181818)","(2.9, 3.3, 3.172641509433962)","(10.0, 15.5, 15.227272727272727)","(11.0, 99999, 99990)","(4.6, 5.4, 5.073684210526316)","(7.0, 8.8, 8.45)","(71.0, 140.0, 103.33333333333333)","(21.0, 28.0, 25.333333333333332)","(7.5, 14.5, 11.090909090909092)","(21.0, 34.0, 26.125)"
07-01-2023 20:39:32.849890,"(8.0, 12.5, 12.318181818181818)","(2.9, 3.3, 3.251086956521739)","(10.0, 15.5, 14.5)","(11.0, 99999, 99990)","(4.6, 5.4, 5.212121212121212)","(7.0, 8.8, 8.52)","(71.0, 140.0, 103.33333333333333)","(21.0, 28.0, 24.454545454545453)","(7.5, 12.0, 10.411764705882353)","(21.0, 34.0, 26.125)"
07-01-2023 20:39:34.162442,"(8.0, 12.5, 12.333333333333334)","(2.9, 3.3, 3.210810810810811)","(10.0, 15.5, 15.0)","(11.0, 99999, 99990)","(4.6, 5.4, 5.135294117647058)","(7.0, 8.8, 8.472727272727273)","(71.0, 140.0, 103.33333333333333)","(21.0, 29.0, 25.333333333333332)","(7.5, 11.0, 10.333333333333334)","(21.0, 34.0, 26.125)"
07-01-2023 20:39:35.537663,"(8.0, 13.0, 12.25)","(2.9, 3.3, 3.214285714285714)","(10.0, 15.5, 15.0)","(11.0, 99999, 99990)","(4.6, 5.4, 5.135294117647058)","(7.0, 8.8, 8.472727272727273)","(71.0, 140.0, 103.33333333333333)","(21.0, 28.0, 25.333333333333332)","(7.5, 11.0, 10.285714285714286)","(21.0, 34.0, 28.0)"
07-01-2023 20:39:36.867492,"(8.0, 13.0, 12.333333333333334)","(2.9, 3.3, 3.214285714285714)","(10.0, 15.5, 15.0)","(11.0, 99999, 99990)","(4.6, 5.4, 5.135294117647058)","(7.0, 8.8, 8.472727272727273)","(71.0, 140.0, 103.33333333333333)","(21.0, 28.0, 25.333333333333332)","(7.5, 11.0, 10.545454545454545)","(21.0, 34.0, 32.5)"
07-01-2023 20:39:38.190789,"(8.0, 13.0, 12.25)","(2.9, 3.3, 3.214285714285714)","(10.0, 15.5, 15.0)","(11.0, 99999, 99990)","(4.6, 5.4, 5.135294117647058)","(7.0, 8.8, 8.472727272727273)","(71.0, 140.0, 103.33333333333333)","(21.0, 28.0, 24.454545454545453)","(7.5, 11.0, 10.6)","(21.0, 34.0, 32.61538461538461)"
07-01-2023 20:39:39.487619,"(8.0, 13.0, 12.22)","(2.9, 3.3, 3.2119999999999997)","(10.0, 15.5, 15.0)","(11.0, 99999, 99990)","(4.6, 5.4, 5.135294117647058)","(7.0, 8.8, 8.472727272727273)","(71.0, 140.0, 103.33333333333333)","(21.0, 29.0, 24.454545454545453)","(7.5, 11.0, 10.6)","(21.0, 34.0, 32.61538461538461)"
07-01-2023 20:39:40.799874,"(8.0, 13.0, 12.22)","(2.9, 3.3, 3.2119999999999997)","(10.0, 15.5, 15.0)","(11.0, 99999, 99990)","(4.6, 5.4, 5.135294117647058)","(7.0, 8.8, 8.472727272727273)","(71.0, 140.0, 103.33333333333333)","(21.0, 29.0, 24.454545454545453)","(7.5, 11.0, 10.5)","(21.0, 34.0, 32.61538461538461)"
07-01-2023 20:39:42.178117,"(8.0, 13.0, 12.22)","(2.9, 3.3, 3.2119999999999997)","(10.0, 15.5, 15.0)","(11.0, 99999, 99990)","(4.6, 5.4, 5.135294117647058)","(7.0, 8.8, 8.472727272727273)","(71.0, 140.0, 103.33333333333333)","(21.0, 29.0, 24.454545454545453)","(7.5, 11.0, 10.5)","(21.0, 34.0, 32.61538461538461)"
07-01-2023 20:39:43.553358,"(8.0, 13.0, 12.22)","(2.9, 3.3, 3.2119999999999997)","(10.0, 15.5, 15.0)","(11.0, 99999, 99990)","(4.6, 5.4, 5.1499999999999995)","(7.0, 8.8, 8.538461538461538)","(71.0, 140.0, 103.33333333333333)","(21.0, 29.0, 25.0)","(7.5, 11.0, 11.4)","(21.0, 34.0, 31.0)"
07-01-2023 20:39:44.990443,"(8.0, 13.0, 12.1)","(2.9, 3.3, 3.2666666666666666)","(10.0, 15.5, 12.5)","(11.0, 99999, 99990)","(4.6, 5.4, 5.246153846153846)","(7.0, 9.0, 8.647058823529411)","(71.0, 140.0, 106.66666666666667)","(21.0, 29.0, 26.09090909090909)","(7.5, 12.0, 11.625)","(21.0, 36.0, 33.75)"
07-01-2023 20:39:46.461366,"(8.0, 13.0, 12.428571428571429)","(2.9, 3.3, 3.1022058823529415)","(10.0, 14.0, 12.875)","(11.0, 99999, 99990)","(4.6, 5.4, 5.376470588235295)","(7.0, 9.0, 8.64)","(71.0, 140.0, 115.0)","(21.0, 29.0, 27.0)","(7.5, 12.0, 11.333333333333334)","(21.0, 36.0, 35.25)"
07-01-2023 20:39:47.957207,"(8.0, 13.0, 12.428571428571429)","(2.9, 3.15, 3.103846153846154)","(10.0, 14.0, 12.875)","(11.0, 99999, 99990)","(4.6, 5.4, 5.376470588235295)","(7.0, 9.0, 8.64)","(71.0, 140.0, 115.0)","(21.0, 29.0, 26.818181818181817)","(7.5, 12.0, 11.333333333333334)","(21.0, 36.0, 34.0)"
07-01-2023 20:39:49.479571,"(8.0, 13.0, 12.428571428571429)","(2.9, 3.15, 3.103846153846154)","(10.0, 14.0, 12.5)","(11.0, 99999, 99990)","(4.6, 5.4, 5.333333333333333)","(7.0, 9.0, 8.64)","(71.0, 140.0, 115.0)","(21.0, 29.0, 27.4)","(7.5, 12.0, 11.333333333333334)","(21.0, 36.0, 35.0)"
07-01-2023 20:39:50.935155,"(8.0, 13.0, 12.473684210526315)","(2.9, 3.15, 3.0637931034482757)","(10.0, 14.0, 12.4)","(11.0, 99999, 99990)","(4.6, 5.4, 5.469565217391304)","(7.0, 9.0, 8.830769230769231)","(71.0, 140.0, 115.0)","(21.0, 29.0, 27.2)","(7.5, 12.0, 11.7)","(21.0, 36.0, 36.0)"
07-01-2023 20:39:52.346485,"(8.0, 13.5, 12.473684210526315)","(2.9, 3.15, 3.0637931034482757)","(10.0, 14.0, 12.5)","(11.0, 99999, 99990)","(4.6, 5.6, 5.469565217391304)","(7.0, 9.2, 8.830769230769231)","(71.0, 140.0, 135.0)","(21.0, 29.0, 27.2)","(7.5, 13.5, 11.090909090909092)","(21.0, 38.0, 37.0)"
07-01-2023 20:39:53.918846,"(8.0, 13.5, 12.473684210526315)","(2.9, 3.15, 3.0637931034482757)","(10.0, 14.0, 12.4)","(11.0, 99999, 99990)","(4.6, 5.6, 5.292307692307692)","(7.0, 9.2, 9.02)","(71.0, 140.0, 117.5)","(21.0, 29.0, 27.2)","(7.5, 12.0, 11.62962962962963)","(21.0, 38.0, 36.5)"
07-01-2023 20:39:55.439668,"(8.0, 13.5, 12.473684210526315)","(2.9, 3.15, 3.0637931034482757)","(10.0, 14.0, 12.4)","(11.0, 99999, 99990)","(4.6, 5.6, 5.292307692307692)","(7.0, 9.2, 9.346666666666668)","(71.0, 140.0, 117.5)","(21.0, 29.0, 27.2)","(7.5, 12.0, 11.090909090909092)","(21.0, 38.0, 36.5)"
07-01-2023 20:39:56.879758,"(8.0, 13.5, 12.473684210526315)","(2.9, 3.15, 3.1357142857142857)","(10.0, 14.0, 14.6875)","(11.0, 99999, 99990)","(4.6, 5.6, 5.408510638297872)","(7.0, 9.4, 9.346666666666668)","(71.0, 140.0, 117.5)","(21.0, 29.0, 27.2)","(7.5, 12.0, 11.090909090909092)","(21.0, 38.0, 34.0)"
07-01-2023 20:39:58.516473,"(8.0, 13.5, 12.473684210526315)","(2.9, 3.2, 3.1357142857142857)","(10.0, 15.0, 14.772727272727273)","(11.0, 99999, 99990)","(4.6, 5.6, 5.275675675675676)","(7.0, 9.4, 9.2)","(71.0, 140.0, 117.5)","(21.0, 29.0, 27.2)","(7.5, 12.0, 11.166666666666666)","(21.0, 38.0, 34.25)"
07-01-2023 20:40:00.239303,"(8.0, 13.5, 12.473684210526315)","(2.9, 3.2, 3.14375)","(10.0, 15.0, 14.772727272727273)","(11.0, 99999, 99990)","(4.6, 5.6, 5.233333333333333)","(7.0, 9.4, 8.9)","(71.0, 140.0, 117.5)","(21.0, 29.0, 27.615384615384617)","(7.5, 12.0, 11.166666666666666)","(21.0, 38.0, 36.5)"
07-01-2023 20:40:01.711251,"(8.0, 13.5, 12.473684210526315)","(2.9, 3.2, 3.14375)","(10.0, 15.0, 14.772727272727273)","(11.0, 99999, 99990)","(4.6, 5.3, 5.233333333333333)","(7.0, 9.4, 9.200000000000001)","(71.0, 140.0, 117.5)","(21.0, 29.0, 27.2)","(7.5, 12.0, 11.090909090909092)","(21.0, 38.0, 37.14285714285714)"
07-01-2023 20:40:03.084803,"(8.0, 13.5, 12.473684210526315)","(2.9, 3.2, 3.14375)","(10.0, 15.0, 14.772727272727273)","(11.0, 99999, 99990)","(4.6, 5.3, 5.233333333333333)","(7.0, 9.4, 9.200000000000001)","(71.0, 140.0, 117.5)","(21.0, 29.0, 27.2)","(7.5, 12.0, 11.090909090909092)","(21.0, 38.0, 37.14285714285714)"
07-01-2023 20:40:04.539703,"(8.0, 13.5, 12.473684210526315)","(2.9, 3.2, 3.167857142857143)","(10.0, 15.0, 14.772727272727273)","(11.0, 99999, 99990)","(4.6, 5.6, 5.052941176470588)","(7.0, 9.4, 9.345454545454546)","(71.0, 140.0, 117.5)","(21.0, 29.0, 27.2)","(7.5, 12.0, 10.758620689655173)","(21.0, 38.0, 37.14285714285714)"
07-01-2023 20:40:05.926755,"(8.0, 13.5, 12.473684210526315)","(2.9, 3.2, 3.173529411764706)","(10.0, 15.0, 14.772727272727273)","(10.0, 99999, 99990)","(4.6, 5.6, 5.193023255813953)","(7.0, 9.4, 9.015384615384615)","(71.0, 140.0, 117.5)","(21.0, 29.0, 27.2)","(8.5, 12.0, 10.758620689655173)","(21.0, 38.0, 36.8)"
07-01-2023 20:40:07.409238,"(8.0, 13.5, 12.473684210526315)","(2.9, 3.2, 3.173529411764706)","(10.0, 15.0, 14.772727272727273)","(10.0, 99999, 99990)","(4.6, 5.6, 5.193023255813953)","(7.0, 9.4, 9.015384615384615)","(71.0, 140.0, 117.5)","(21.0, 29.0, 27.2)","(8.5, 12.0, 10.758620689655173)","(21.0, 38.0, 36.8)"
07-01-2023 20:40:08.853791,"(8.0, 13.5, 12.473684210526315)","(2.9, 3.3, 3.1333333333333333)","(10.0, 15.0, 14.772727272727273)","(10.0, 99999, 99990)","(4.6, 5.6, 5.193023255813953)","(7.0, 8.8, 8.470588235294118)","(71.0, 140.0, 117.5)","(21.0, 29.0, 27.2)","(8.5, 12.0, 10.758620689655173)","(21.0, 36.0, 33.0)"
07-01-2023 20:40:10.293943,"(8.0, 13.5, 12.473684210526315)","(2.9, 3.3, 3.2404761904761905)","(10.0, 15.0, 14.772727272727273)","(10.0, 99999, 99990)","(4.6, 5.6, 5.193023255813953)","(7.0, 8.8, 7.9714285714285715)","(71.0, 140.0, 125.55555555555556)","(21.0, 29.0, 27.2)","(8.5, 12.0, 10.758620689655173)","(21.0, 36.0, 34.285714285714285)"
07-01-2023 20:40:11.730741,"(9.0, 13.5, 12.6875)","(2.8, 3.3, 3.2772727272727273)","(10.0, 15.0, 14.5)","(10.0, 99999, 99990)","(4.4, 5.6, 5.281818181818182)","(7.0, 9.4, 8.90909090909091)","(71.0, 150.0, 110.0)","(21.0, 29.0, 27.5)","(8.5, 12.0, 11.142857142857142)","(21.0, 36.0, 33.333333333333336)"
07-01-2023 20:40:13.192599,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.2714285714285714)","(10.0, 15.0, 14.5)","(10.0, 99999, 99990)","(4.4, 5.6, 5.281818181818182)","(7.0, 9.4, 8.6)","(71.0, 150.0, 110.0)","(21.0, 29.0, 27.5)","(8.5, 12.0, 11.142857142857142)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:14.618846,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.2714285714285714)","(10.0, 15.0, 14.6)","(10.0, 99999, 99990)","(4.4, 5.6, 5.318181818181818)","(7.0, 9.4, 8.44)","(71.0, 150.0, 110.0)","(21.0, 29.0, 27.5)","(8.5, 12.0, 11.142857142857142)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:15.968723,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.2714285714285714)","(10.0, 15.0, 14.6)","(10.0, 99999, 99990)","(4.4, 5.6, 5.320689655172414)","(7.0, 9.4, 8.44)","(71.0, 150.0, 113.33333333333333)","(21.0, 29.0, 27.5)","(8.5, 12.0, 11.142857142857142)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:17.281034,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.2714285714285714)","(10.0, 15.0, 14.6)","(10.0, 99999, 99990)","(4.4, 5.6, 5.320689655172414)","(7.0, 9.4, 8.44)","(71.0, 140.0, 113.33333333333333)","(21.0, 29.0, 27.5)","(8.5, 12.0, 11.142857142857142)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:18.567424,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.2714285714285714)","(10.0, 15.0, 14.25)","(10.0, 99999, 99990)","(4.4, 5.6, 5.320689655172414)","(7.0, 9.4, 8.44)","(71.0, 140.0, 113.33333333333333)","(21.0, 29.0, 26.428571428571427)","(8.5, 12.0, 11.142857142857142)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:19.831829,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.2714285714285714)","(10.0, 15.5, 13.8)","(10.0, 99999, 99990)","(4.4, 5.6, 5.320689655172414)","(7.0, 9.4, 8.44)","(71.0, 140.0, 113.33333333333333)","(21.0, 29.0, 26.142857142857142)","(8.5, 12.0, 11.142857142857142)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:21.148353,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.2714285714285714)","(10.0, 15.0, 13.8)","(10.0, 99999, 99990)","(4.4, 5.6, 5.320689655172414)","(7.0, 9.4, 8.44)","(71.0, 140.0, 113.33333333333333)","(21.0, 29.0, 25.666666666666668)","(8.5, 12.0, 11.142857142857142)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:22.803350,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.2714285714285714)","(10.0, 15.0, 13.8)","(10.0, 99999, 99990)","(4.4, 5.6, 5.320689655172414)","(7.0, 9.4, 8.44)","(71.0, 140.0, 113.33333333333333)","(21.0, 29.0, 25.666666666666668)","(8.5, 12.0, 11.142857142857142)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:24.440486,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.2772727272727273)","(10.0, 15.0, 13.666666666666666)","(10.0, 99999, 99990)","(4.4, 5.6, 5.320689655172414)","(7.0, 9.4, 8.636363636363637)","(71.0, 140.0, 113.33333333333333)","(21.0, 29.0, 27.57142857142857)","(8.5, 12.0, 11.142857142857142)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:25.931666,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.2714285714285714)","(10.0, 14.5, 14.0)","(10.0, 99999, 99990)","(4.4, 5.6, 5.320689655172414)","(7.0, 9.4, 8.77142857142857)","(71.0, 140.0, 113.33333333333333)","(21.0, 28.0, 25.0)","(8.5, 12.0, 10.125)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:27.440010,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.3)","(10.0, 14.5, 14.2)","(10.0, 99999, 99990)","(4.4, 5.6, 5.320689655172414)","(7.0, 9.2, 8.899999999999999)","(71.0, 140.0, 113.33333333333333)","(21.0, 28.0, 26.125)","(8.5, 10.5, 10.106250000000001)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:28.908212,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.3)","(10.0, 14.5, 14.2)","(10.0, 99999, 99990)","(4.4, 5.6, 5.320689655172414)","(7.0, 9.2, 8.899999999999999)","(71.0, 140.0, 113.33333333333333)","(21.0, 28.0, 26.125)","(8.5, 10.5, 10.48)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:30.355625,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.31)","(10.0, 14.5, 14.2)","(10.0, 99999, 99990)","(4.4, 5.6, 5.320689655172414)","(7.0, 9.2, 8.9)","(71.0, 140.0, 113.33333333333333)","(21.0, 28.0, 25.6)","(8.5, 11.5, 10.744444444444445)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:31.821617,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.31)","(10.0, 14.5, 14.2)","(10.0, 99999, 99990)","(4.4, 5.6, 5.320689655172414)","(7.0, 9.2, 8.927272727272726)","(71.0, 140.0, 113.33333333333333)","(21.0, 28.0, 26.5)","(8.5, 11.5, 11.075)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:33.274230,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.34375)","(10.0, 14.5, 14.2)","(10.0, 99999, 99990)","(4.4, 5.6, 5.35)","(7.0, 9.2, 8.927272727272726)","(71.0, 140.0, 110.0)","(21.0, 28.0, 26.875)","(8.5, 11.5, 10.5)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:34.658076,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.296153846153846)","(10.0, 15.5, 14.333333333333334)","(10.0, 99999, 99990)","(4.4, 5.7, 5.392307692307692)","(7.0, 9.2, 8.927272727272726)","(71.0, 150.0, 110.0)","(21.0, 28.0, 26.875)","(8.5, 11.5, 10.5)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:36.025442,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.296153846153846)","(10.0, 15.5, 14.333333333333334)","(10.0, 99999, 99990)","(4.4, 5.7, 5.392307692307692)","(7.0, 9.2, 8.927272727272726)","(71.0, 150.0, 110.0)","(21.0, 28.0, 26.875)","(8.5, 11.5, 10.6)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:37.374276,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.296153846153846)","(10.0, 15.5, 14.333333333333334)","(10.0, 99999, 99990)","(4.4, 5.7, 5.45)","(7.0, 9.2, 8.45)","(71.0, 150.0, 110.0)","(21.0, 28.0, 25.5)","(8.5, 11.5, 10.9375)","(21.0, 36.0, 34.857142857142854)"
07-01-2023 20:40:38.748156,"(9.0, 13.5, 12.6875)","(2.8, 3.4, 3.296153846153846)","(10.0, 15.5, 14.333333333333334)","(10.0, 99999, 99990)","(4.4, 5.7, 5.45)","(7.0, 9.2, 8.05)","(71.0, 150.0, 110.0)","(21.0, 28.0, 25.5)","(8.5, 11.5, 10.9375)","(21.0, 36.0, 34.857142857142854)"
