,Hardtimes,Thomas Aquinas,Legit,Whatsup,Almeraki,Irrigate,Razors Edge,Trustworthy,Ginger Snapz,Pinsk,Oceanides,Lord Spencer,Swing Low
12-01-2023 14:30:26.706880,"(10.0, 15.5, 13.25)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 13.0625)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.666666666666666)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 14.0, 13.2)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:28.522166,"(10.0, 15.0, 12.666666666666666)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 13.0625)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.666666666666666)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 14.0, 13.2)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:30.472220,"(10.0, 15.0, 13.25)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 13.0625)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.726666666666667)","(11.0, 15.0, 13.666666666666666)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 14.0, 13.2)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:32.259796,"(10.0, 15.0, 13.25)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 13.0625)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.666666666666666)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 14.0, 13.2)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:34.122974,"(10.0, 15.0, 13.25)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.666666666666666)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 14.0, 13.2)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:36.073359,"(10.0, 15.0, 13.25)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.666666666666666)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 14.0, 13.2)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:37.885272,"(10.0, 15.0, 13.25)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.666666666666666)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 14.0, 13.2)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:39.871512,"(10.0, 15.0, 13.25)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.666666666666666)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 14.0, 13.2)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:41.952961,"(10.0, 15.0, 13.25)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.666666666666666)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 14.0, 13.2)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:44.094969,"(10.0, 15.0, 13.25)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.666666666666666)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 14.0, 13.2)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:46.203167,"(10.0, 15.0, 13.25)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.666666666666666)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 14.0, 13.2)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:48.361863,"(10.0, 15.0, 13.25)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.666666666666666)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 14.0, 13.2)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:50.455023,"(10.0, 15.0, 13.25)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.666666666666666)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 14.0, 13.2)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:52.437264,"(10.0, 15.0, 13.25)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.666666666666666)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 14.0, 13.2)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:54.700104,"(10.0, 15.0, 13.25)","(6.5, 8.6, 8.266666666666666)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.0, 16.0, 14.719999999999999)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.1)","(18.0, 32.0, 28.875)","(16.0, 34.0, 31.416666666666668)","(6.5, 9.4, 8.186666666666667)","(7.0, 13.5, 12.0)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:56.890176,"(10.0, 15.0, 12.666666666666666)","(6.5, 8.6, 8.5)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.0, 16.0, 12.9)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 32.0, 28.875)","(16.0, 34.0, 26.5)","(6.5, 9.4, 8.186666666666667)","(7.0, 13.0, 10.0)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:30:58.909366,"(10.0, 15.0, 13.6)","(6.5, 8.6, 8.5)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.0, 16.0, 12.9)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 32.0, 28.875)","(16.0, 34.0, 26.5)","(6.5, 9.4, 8.186666666666667)","(7.0, 12.0, 10.733333333333333)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:31:01.151289,"(10.0, 15.0, 13.6)","(6.5, 8.6, 8.3)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.5, 16.0, 12.9)","(10.0, 25.0, 18.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 32.0, 28.875)","(16.0, 34.0, 26.5)","(6.5, 9.4, 8.186666666666667)","(7.0, 12.0, 9.142857142857142)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:31:03.303197,"(10.0, 15.0, 12.666666666666666)","(6.5, 8.6, 8.3)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.5, 16.0, 14.45)","(10.0, 25.0, 9.873469387755103)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 32.0, 28.875)","(16.0, 34.0, 26.5)","(6.5, 9.4, 8.186666666666667)","(7.0, 12.0, 9.142857142857142)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:31:05.287090,"(10.0, 15.0, 11.9375)","(6.5, 8.6, 8.3)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.5, 16.0, 14.45)","(10.0, 11.0, 23.125)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 32.0, 28.875)","(16.0, 34.0, 26.5)","(6.5, 9.4, 8.186666666666667)","(7.0, 12.0, 10.333333333333334)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:31:07.256822,"(10.0, 15.0, 11.9375)","(6.5, 8.6, 8.3)","(16.0, 23.0, 21.333333333333332)","(11.0, 17.0, 16.25)","(7.5, 16.0, 12.9)","(10.0, 25.0, 20.333333333333336)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 32.0, 28.875)","(16.0, 34.0, 26.5)","(6.5, 9.4, 8.186666666666667)","(7.0, 11.5, 10.333333333333334)","(26.0, 65.0, 39.285714285714285)"
12-01-2023 14:31:09.217372,"(10.0, 15.0, 11.115384615384615)","(6.5, 8.6, 8.375)","(16.0, 23.0, 22.0)","(11.0, 17.0, 13.382352941176471)","(7.5, 16.0, 16.0)","(10.0, 25.0, 20.333333333333336)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 32.0, 21.0)","(16.0, 34.0, 26.5)","(6.5, 9.4, 8.186666666666667)","(7.0, 11.5, 9.85)","(26.0, 60.0, 44.5)"
12-01-2023 14:31:11.131049,"(10.0, 12.5, 11.115384615384615)","(6.5, 8.6, 8.15)","(16.0, 23.0, 22.0)","(11.0, 14.0, 13.382352941176471)","(7.5, 16.5, 16.0)","(10.0, 25.0, 20.333333333333336)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 23.0, 21.0)","(16.0, 34.0, 26.5)","(6.5, 9.4, 8.147368421052631)","(7.0, 11.0, 9.6)","(26.0, 60.0, 44.5)"
12-01-2023 14:31:13.147333,"(10.0, 12.5, 11.115384615384615)","(6.5, 8.6, 8.15)","(16.0, 23.0, 22.0)","(11.0, 14.0, 13.382352941176471)","(7.5, 16.5, 16.0)","(10.0, 25.0, 20.333333333333336)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 23.0, 21.0)","(16.0, 34.0, 26.5)","(6.5, 9.4, 8.147368421052631)","(7.0, 11.0, 9.6)","(26.0, 60.0, 44.5)"
12-01-2023 14:31:15.115816,"(10.0, 12.5, 11.115384615384615)","(6.5, 8.6, 8.15)","(16.0, 23.0, 22.0)","(11.0, 14.0, 13.382352941176471)","(7.5, 16.5, 16.0)","(10.0, 25.0, 20.333333333333336)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 23.0, 21.0)","(16.0, 34.0, 26.5)","(6.5, 9.4, 8.147368421052631)","(7.0, 11.0, 9.6)","(26.0, 60.0, 44.5)"
12-01-2023 14:31:17.041019,"(10.0, 12.5, 11.115384615384615)","(6.5, 8.6, 8.15)","(16.0, 23.0, 22.0)","(11.0, 14.0, 13.382352941176471)","(7.5, 16.5, 16.0)","(10.0, 25.0, 20.333333333333336)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 23.0, 21.0)","(16.0, 34.0, 26.5)","(6.5, 9.4, 8.147368421052631)","(7.0, 11.0, 9.6)","(26.0, 55.0, 42.0)"
12-01-2023 14:31:18.964020,"(10.0, 12.5, 11.115384615384615)","(6.5, 8.6, 8.15)","(16.0, 23.0, 22.0)","(11.0, 14.0, 13.382352941176471)","(7.5, 16.5, 16.0)","(10.0, 25.0, 20.333333333333336)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 23.0, 21.0)","(16.0, 34.0, 26.5)","(6.5, 9.4, 8.147368421052631)","(7.0, 11.0, 9.6)","(26.0, 55.0, 42.0)"
12-01-2023 14:31:20.956847,"(10.0, 12.5, 11.115384615384615)","(6.5, 8.6, 8.15)","(16.0, 23.0, 22.0)","(11.0, 14.0, 13.382352941176471)","(7.5, 16.5, 15.6)","(10.0, 25.0, 17.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 23.0, 21.0)","(16.0, 34.0, 26.5)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 8.966666666666667)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:23.016036,"(10.0, 12.5, 11.115384615384615)","(6.5, 8.6, 8.15)","(16.0, 23.0, 22.0)","(11.0, 14.0, 13.382352941176471)","(7.5, 16.5, 15.6)","(10.0, 24.0, 17.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 23.0, 21.0)","(16.0, 34.0, 29.0)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 8.966666666666667)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:25.304763,"(10.0, 12.5, 11.115384615384615)","(6.5, 8.6, 8.15)","(16.0, 23.0, 22.0)","(11.0, 14.0, 13.382352941176471)","(7.5, 16.5, 15.6)","(10.0, 24.0, 17.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 23.0, 21.0)","(16.0, 34.0, 29.0)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 8.966666666666667)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:27.685931,"(10.0, 12.5, 11.115384615384615)","(6.5, 8.6, 8.15)","(16.0, 23.0, 22.0)","(11.0, 14.0, 13.382352941176471)","(7.5, 16.5, 15.6)","(10.0, 24.0, 19.0)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 23.0, 21.0)","(16.0, 34.0, 29.0)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 8.966666666666667)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:29.693500,"(10.0, 12.5, 12.333333333333334)","(6.5, 8.6, 8.15)","(16.0, 23.0, 21.333333333333332)","(11.0, 14.0, 17.5)","(7.5, 16.5, 12.5)","(10.0, 23.0, 19.0)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 38.0, 24.545454545454547)","(16.0, 34.0, 29.0)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 9.35)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:31.651187,"(10.0, 15.0, 13.857142857142858)","(6.5, 8.6, 8.375)","(16.0, 23.0, 21.333333333333332)","(11.0, 18.5, 14.785714285714286)","(7.5, 16.5, 12.5)","(10.0, 23.0, 19.0)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 38.0, 24.9375)","(16.0, 34.0, 29.0)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 9.35)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:33.578328,"(10.0, 15.0, 13.857142857142858)","(6.5, 8.6, 8.375)","(16.0, 23.0, 21.333333333333332)","(11.0, 18.0, 16.0)","(7.5, 16.5, 12.5)","(10.0, 23.0, 19.0)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 34.0, 24.9375)","(16.0, 34.0, 29.0)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 9.35)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:35.397803,"(10.0, 15.0, 13.857142857142858)","(6.5, 8.6, 8.375)","(16.0, 23.0, 21.333333333333332)","(11.0, 18.5, 16.5)","(7.5, 16.5, 12.5)","(10.0, 23.0, 19.0)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 34.0, 24.9375)","(16.0, 34.0, 29.0)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 9.35)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:37.298101,"(10.0, 15.0, 13.857142857142858)","(6.5, 8.6, 8.375)","(16.0, 23.0, 21.333333333333332)","(11.0, 18.0, 16.5)","(7.5, 16.5, 12.5)","(10.0, 23.0, 20.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 34.0, 24.9375)","(16.0, 34.0, 29.0)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 9.35)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:39.195982,"(10.0, 15.0, 13.857142857142858)","(6.5, 8.6, 8.375)","(16.0, 23.0, 21.333333333333332)","(11.0, 18.0, 16.5)","(7.5, 16.5, 12.5)","(10.0, 23.0, 19.166666666666668)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 34.0, 24.9375)","(16.0, 34.0, 29.0)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 9.35)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:41.163264,"(10.0, 15.0, 13.857142857142858)","(6.5, 8.6, 8.375)","(16.0, 23.0, 21.333333333333332)","(11.0, 18.0, 16.5)","(7.5, 16.5, 12.5)","(10.0, 23.0, 19.166666666666668)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 34.0, 24.9375)","(17.0, 34.0, 29.0)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 9.35)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:43.095787,"(10.0, 15.0, 13.857142857142858)","(6.5, 8.6, 8.375)","(16.0, 23.0, 21.333333333333332)","(11.0, 18.0, 16.5)","(7.5, 16.5, 11.5)","(10.0, 23.0, 17.6)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 34.0, 24.9375)","(17.0, 34.0, 29.0)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 9.35)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:45.491352,"(10.0, 15.0, 13.5)","(6.5, 8.6, 8.375)","(16.0, 23.0, 21.333333333333332)","(11.0, 18.0, 16.5)","(7.5, 16.5, 12.333333333333334)","(10.0, 22.0, 17.6)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 34.0, 24.9375)","(17.0, 34.0, 29.0)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 9.35)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:47.707299,"(10.0, 15.5, 13.25)","(6.5, 8.6, 8.375)","(16.0, 23.0, 21.333333333333332)","(11.0, 18.0, 16.5)","(7.5, 16.0, 11.285714285714286)","(10.0, 22.0, 15.7)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 34.0, 24.9375)","(17.0, 34.0, 29.0)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 9.35)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:49.602069,"(10.0, 15.5, 13.25)","(6.5, 8.6, 8.375)","(16.0, 23.0, 21.333333333333332)","(11.0, 18.0, 16.5)","(7.5, 16.0, 11.1875)","(10.0, 22.0, 14.214285714285715)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 34.0, 23.25)","(17.0, 34.0, 29.0)","(6.5, 9.4, 8.147368421052631)","(7.0, 10.5, 9.35)","(26.0, 50.0, 39.5)"
12-01-2023 14:31:51.449775,"(10.0, 15.5, 13.25)","(6.5, 8.6, 8.375)","(16.0, 23.0, 21.333333333333332)","(11.0, 18.0, 16.5)","(7.5, 16.0, 13.0)","(10.0, 21.0, 14.214285714285715)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 32.0, 23.25)","(17.0, 34.0, 29.0)","(6.0, 9.4, 8.147368421052631)","(7.5, 10.5, 9.35)","(26.0, 50.0, 37.4)"
12-01-2023 14:31:53.416119,"(10.0, 15.5, 13.357142857142858)","(6.5, 8.6, 8.375)","(15.0, 23.0, 21.333333333333332)","(11.0, 18.0, 16.5)","(8.0, 15.5, 13.0)","(10.0, 21.0, 12.0)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.020833333333334)","(18.0, 32.0, 23.25)","(17.0, 34.0, 31.0)","(6.0, 9.4, 8.147368421052631)","(7.5, 10.5, 9.35)","(26.0, 50.0, 37.4)"
12-01-2023 14:31:55.227031,"(10.0, 15.5, 13.9)","(6.5, 8.6, 8.375)","(15.0, 23.0, 21.333333333333332)","(11.0, 18.0, 16.5)","(8.0, 15.5, 13.0)","(10.0, 21.0, 12.0)","(8.5, 11.5, 9.79)","(11.0, 15.0, 14.285714285714286)","(18.0, 32.0, 23.25)","(17.0, 34.0, 31.0)","(6.0, 9.4, 8.147368421052631)","(7.5, 10.5, 9.35)","(26.0, 50.0, 37.4)"
12-01-2023 14:31:57.054655,"(10.0, 16.0, 14.0)","(6.5, 8.6, 10.04)","(15.0, 23.0, 21.333333333333332)","(11.0, 18.0, 15.5)","(8.0, 15.5, 13.0)","(10.0, 21.0, 13.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 14.285714285714286)","(18.0, 32.0, 22.625)","(17.0, 34.0, 31.0)","(6.0, 9.2, 8.4)","(7.5, 10.5, 9.35)","(26.0, 50.0, 44.27272727272727)"
12-01-2023 14:31:58.821256,"(10.0, 15.5, 14.0)","(6.5, 10.5, 10.15)","(15.0, 23.0, 21.333333333333332)","(11.0, 17.5, 15.5)","(8.0, 15.5, 13.0)","(10.0, 21.0, 13.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 14.285714285714286)","(18.0, 32.0, 24.75)","(17.0, 34.0, 31.0)","(6.0, 9.2, 8.4)","(7.5, 10.5, 9.35)","(26.0, 50.0, 44.27272727272727)"
12-01-2023 14:32:00.649714,"(10.0, 15.5, 13.75)","(6.5, 10.5, 9.866666666666667)","(15.0, 23.0, 21.333333333333332)","(11.0, 17.5, 15.5)","(8.0, 15.5, 13.0)","(10.0, 21.0, 13.5)","(8.5, 11.5, 9.79)","(11.0, 15.0, 14.285714285714286)","(18.0, 30.0, 24.75)","(17.0, 34.0, 29.0)","(6.0, 9.2, 8.4)","(7.5, 9.4, 8.5)","(26.0, 50.0, 44.27272727272727)"
12-01-2023 14:32:02.425337,"(10.0, 15.0, 14.0)","(6.5, 10.5, 9.65)","(15.0, 23.0, 21.333333333333332)","(11.0, 17.5, 15.9)","(8.0, 15.5, 13.0)","(10.0, 21.0, 16.0)","(8.5, 11.5, 9.79)","(11.0, 15.0, 14.285714285714286)","(18.0, 30.0, 24.75)","(17.0, 34.0, 29.0)","(6.0, 9.2, 8.4)","(7.5, 9.4, 8.5)","(26.0, 50.0, 44.27272727272727)"
12-01-2023 14:32:04.251564,"(10.0, 15.0, 14.0)","(6.5, 10.5, 9.65)","(15.0, 23.0, 21.333333333333332)","(11.0, 17.5, 16.5)","(8.0, 15.5, 13.0)","(10.0, 21.0, 15.0)","(8.5, 11.5, 9.79)","(11.0, 15.0, 13.0)","(18.0, 30.0, 24.75)","(17.0, 34.0, 29.0)","(6.0, 9.2, 8.5)","(7.5, 9.4, 8.5)","(26.0, 50.0, 44.27272727272727)"
12-01-2023 14:32:05.891151,"(10.0, 15.0, 14.0)","(6.5, 10.5, 9.65)","(15.0, 23.0, 21.333333333333332)","(11.0, 18.5, 16.5)","(8.0, 15.5, 13.0)","(10.0, 21.0, 16.666666666666668)","(8.5, 11.5, 9.325)","(11.0, 15.0, 13.0)","(18.0, 30.0, 24.75)","(17.0, 34.0, 29.0)","(6.0, 9.0, 8.5)","(7.5, 9.4, 8.5)","(26.0, 50.0, 44.27272727272727)"
12-01-2023 14:32:07.603867,"(10.0, 15.0, 13.4)","(6.5, 10.5, 9.65)","(15.0, 23.0, 21.333333333333332)","(11.0, 18.5, 16.5)","(8.0, 15.5, 13.0)","(10.0, 19.5, 16.666666666666668)","(8.5, 11.5, 9.290909090909091)","(11.0, 15.0, 13.0)","(18.0, 30.0, 24.75)","(17.0, 34.0, 29.0)","(6.0, 9.0, 8.5)","(7.5, 9.4, 8.5)","(26.0, 50.0, 44.27272727272727)"
12-01-2023 14:32:09.341830,"(10.0, 15.5, 13.4)","(6.5, 10.5, 9.14)","(15.0, 23.0, 21.333333333333332)","(11.0, 18.5, 16.5)","(8.0, 15.5, 13.0)","(10.0, 19.5, 16.666666666666668)","(8.5, 11.5, 9.454545454545455)","(11.0, 15.0, 13.0)","(18.0, 30.0, 24.75)","(17.0, 34.0, 29.0)","(6.0, 9.0, 8.5)","(7.5, 9.4, 8.5)","(26.0, 50.0, 44.27272727272727)"
12-01-2023 14:32:11.001097,"(10.0, 15.5, 13.4)","(7.0, 10.5, 9.14)","(16.0, 23.0, 21.333333333333332)","(11.0, 18.5, 16.5)","(8.0, 15.5, 13.0)","(10.0, 19.5, 15.571428571428571)","(8.5, 11.5, 10.0)","(11.0, 15.0, 13.0)","(18.0, 30.0, 24.75)","(17.0, 34.0, 31.0)","(6.0, 9.0, 8.5)","(7.5, 9.4, 9.072727272727272)","(26.0, 50.0, 44.27272727272727)"
12-01-2023 14:32:12.737468,"(10.0, 15.5, 13.4)","(7.0, 10.5, 9.14)","(16.0, 23.0, 21.333333333333332)","(11.0, 18.5, 16.5)","(8.0, 15.5, 13.0)","(10.0, 19.0, 17.4)","(8.5, 11.0, 9.307692307692308)","(11.0, 15.0, 13.0)","(18.0, 30.0, 24.75)","(17.0, 34.0, 29.0)","(6.0, 9.0, 8.5)","(7.5, 9.4, 8.8)","(26.0, 50.0, 44.27272727272727)"
12-01-2023 14:32:14.527085,"(10.0, 15.5, 13.4)","(7.0, 10.5, 9.14)","(16.0, 23.0, 21.333333333333332)","(11.0, 18.5, 17.25)","(8.0, 15.5, 13.0)","(10.0, 19.0, 17.4)","(8.5, 11.0, 9.307692307692308)","(11.0, 15.0, 13.75)","(18.0, 30.0, 24.75)","(17.0, 34.0, 29.0)","(6.0, 9.0, 8.5)","(7.5, 9.0, 8.8)","(26.0, 50.0, 44.27272727272727)"
