,Hardtimes,Thomas Aquinas,Legit,Whatsup,Almeraki,Irrigate,Razors Edge,Trustworthy,Ginger Snapz,Pinsk,Oceanides,Lord Spencer,Swing Low
12-01-2023 14:13:59.479676,"(9.0, 16.5, 14.5)","(6.0, 13.0, 12.631578947368421)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:00.904468,"(9.0, 16.5, 14.5)","(6.0, 13.0, 12.631578947368421)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:02.410329,"(9.0, 16.5, 14.5)","(6.0, 13.0, 12.631578947368421)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:03.845045,"(9.0, 16.5, 14.5)","(6.0, 13.0, 12.631578947368421)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:05.307576,"(9.0, 16.5, 14.5)","(6.0, 13.0, 12.631578947368421)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:06.780844,"(9.0, 16.5, 14.5)","(6.0, 13.0, 12.728000000000002)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:08.276778,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:09.714625,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:11.210688,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:12.636630,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:14.075508,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:15.430460,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:16.914451,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:18.541712,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:20.012173,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:21.510316,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:23.105820,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:24.720159,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:26.433983,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:27.973640,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:29.575313,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 50.0)"
12-01-2023 14:14:31.183689,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:32.749977,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 32.214285714285715)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:34.290694,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 33.0)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:35.792531,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 33.0)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:37.339582,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 33.0)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:38.933571,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 33.0)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:40.464679,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 33.0)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:41.963572,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:43.497886,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:44.980741,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:46.403764,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:47.884972,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:49.374080,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 30.0)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:50.826202,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:52.340587,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:53.765303,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:55.184930,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:56.763488,"(9.0, 16.5, 14.5)","(6.0, 13.0, 11.899999999999999)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:58.230473,"(9.0, 16.5, 14.5)","(6.0, 13.0, 12.507692307692308)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:14:59.750167,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:15:01.263043,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 29.0, 22.8125)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:15:02.829346,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 29.0, 25.77777777777778)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:15:04.436203,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 28.0, 25.77777777777778)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
12-01-2023 14:15:06.012628,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 28.0, 25.77777777777778)","(11.0, 18.0, 14.5)","(7.0, 16.0, 11.899999999999999)","(10.0, 25.0, 17.5)","(8.5, 15.0, 11.9)","(11.0, 17.5, 15.333333333333332)","(18.0, 44.0, 31.076923076923077)","(16.0, 36.0, 26.0)","(6.5, 10.5, 9.266666666666666)","(7.0, 16.0, 9.85)","(26.0, 110.0, 63.333333333333336)"
