,Kraken Freckles,Diva Dot,Shanias Dream,Vortex,Kraken Attila,Slingshot Bruno,Stylish Ken,Husky Freckle
08-12-2022 12:40:37.832261,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 35.6)","(31.0, 110.0, 54.0)","(4.4, 4.6, 4.4222222222222225)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.9, 4.078260869565217)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:39.730355,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 35.6)","(31.0, 110.0, 85.27272727272728)","(4.4, 4.6, 4.415384615384615)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.9, 4.009090909090909)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:41.364037,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 94.0)","(4.4, 4.6, 4.449999999999999)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.8, 4.0875)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:42.952920,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 94.0)","(4.4, 4.6, 4.951219512195122)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.8, 4.034782608695652)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:44.938602,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 94.0)","(4.4, 5.3, 4.951219512195122)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 3.9636363636363634)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:46.506086,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 94.0)","(4.4, 5.3, 4.68095238095238)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:47.963433,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 94.0)","(4.4, 5.3, 4.818518518518518)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:49.377017,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 94.0)","(4.4, 5.3, 4.818518518518518)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 4.1)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:50.913997,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 94.0)","(4.4, 5.3, 4.818518518518518)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:52.352536,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 4.9904761904761905)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:54.330070,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 4.9904761904761905)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:56.528246,"(2.5, 2.96, 2.765)","(31.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.048)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:40:58.522342,"(2.5, 2.96, 2.765)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 4.949999999999999)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:01.753189,"(2.5, 2.96, 2.765)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 4.949999999999999)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 4.1)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:04.314716,"(2.5, 2.96, 2.765)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 4.949999999999999)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 4.1)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:07.905597,"(2.5, 2.96, 2.765)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 4.949999999999999)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:09.613157,"(2.5, 2.96, 2.765)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 4.949999999999999)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:12.560759,"(2.5, 2.96, 2.765)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 4.949999999999999)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:14.423822,"(2.5, 2.96, 2.765)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 4.949999999999999)","(4.2, 8.8, 8.412121212121212)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:16.637057,"(2.5, 2.96, 2.765)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 4.949999999999999)","(4.2, 8.8, 8.266666666666667)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:18.980758,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 4.949999999999999)","(4.2, 8.8, 8.290909090909091)","(3.5, 4.7, 4.1)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:21.377546,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.144444444444444)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:24.913229,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.209090909090909)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.1)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:26.841098,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.209090909090909)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:28.349247,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.209090909090909)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.1)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:29.891980,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.245454545454545)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:31.872018,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.245454545454545)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:33.521682,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.245454545454545)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.1)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:35.214895,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.245454545454545)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.1)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:36.644987,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.245454545454545)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:38.686745,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.245454545454545)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:40.165340,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.236363636363636)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.1)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:41.600610,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.209090909090909)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:43.582389,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.209090909090909)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:45.211447,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.209090909090909)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:47.070742,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.209090909090909)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.1)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:48.646371,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.26)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:50.096480,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.26)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:51.531577,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.26)","(4.2, 8.8, 8.0)","(3.5, 4.7, 4.1)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:53.259262,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.26)","(4.4, 8.8, 8.0)","(3.5, 4.7, 4.1)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:55.012343,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.26)","(4.4, 8.8, 8.0)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:56.422181,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.26)","(4.4, 8.8, 8.0)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:57.878888,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.183333333333334)","(4.4, 8.8, 8.0)","(3.5, 4.7, 4.1)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:41:59.253145,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.183333333333334)","(4.4, 8.8, 8.0)","(3.5, 4.7, 4.1)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:42:00.717775,"(2.5, 2.96, 2.7600000000000002)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 82.18181818181819)","(4.4, 5.3, 5.185714285714286)","(4.4, 8.8, 8.0)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 217.14285714285714)"
08-12-2022 12:42:02.063598,"(2.5, 2.96, 2.7733333333333334)","(26.0, 65.0, 62.61538461538461)","(21.0, 44.0, 33.5)","(31.0, 110.0, 74.0)","(4.4, 5.3, 5.245454545454545)","(4.4, 8.8, 8.210526315789474)","(3.5, 4.7, 4.1)","(31.0, 290.0, 226.25)"
08-12-2022 12:42:03.582546,"(2.5, 2.96, 2.75)","(26.0, 65.0, 56.0)","(21.0, 44.0, 35.0)","(31.0, 110.0, 81.2)","(4.4, 5.3, 5.16875)","(4.4, 8.8, 8.210526315789474)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 226.25)"
08-12-2022 12:42:04.981402,"(2.5, 2.96, 2.75)","(26.0, 65.0, 56.0)","(21.0, 44.0, 35.0)","(31.0, 110.0, 81.2)","(4.4, 5.3, 5.16875)","(4.4, 8.8, 8.210526315789474)","(3.5, 4.7, 4.176923076923077)","(31.0, 290.0, 226.25)"
08-12-2022 12:42:06.348774,"(2.5, 2.96, 2.7675)","(26.0, 65.0, 62.54545454545455)","(21.0, 44.0, 35.0)","(31.0, 110.0, 86.0)","(4.4, 5.3, 5.245454545454545)","(4.4, 8.8, 8.210526315789474)","(3.5, 4.7, 4.322222222222222)","(31.0, 290.0, 226.25)"
08-12-2022 12:42:07.839703,"(2.45, 2.96, 2.7675)","(26.0, 65.0, 62.54545454545455)","(21.0, 44.0, 35.0)","(31.0, 110.0, 86.0)","(4.4, 5.3, 5.245454545454545)","(4.4, 8.8, 8.210526315789474)","(3.4, 4.7, 4.1)","(31.0, 290.0, 226.25)"
08-12-2022 12:42:09.242206,"(2.45, 2.96, 2.787826086956522)","(26.0, 65.0, 62.54545454545455)","(21.0, 44.0, 35.0)","(31.0, 110.0, 86.0)","(4.4, 5.3, 5.245454545454545)","(4.4, 8.8, 8.210526315789474)","(3.4, 4.7, 4.322222222222222)","(31.0, 290.0, 226.25)"
08-12-2022 12:42:10.729347,"(2.45, 2.96, 2.868780487804878)","(26.0, 65.0, 60.5)","(21.0, 44.0, 35.0)","(31.0, 110.0, 86.0)","(4.4, 5.3, 5.16875)","(4.6, 8.8, 8.210526315789474)","(3.4, 4.7, 4.176923076923077)","(31.0, 290.0, 226.25)"
08-12-2022 12:42:12.134557,"(2.45, 2.96, 2.774736842105263)","(31.0, 65.0, 60.5)","(26.0, 44.0, 35.0)","(31.0, 110.0, 86.0)","(4.4, 5.3, 5.16875)","(4.6, 8.8, 8.210526315789474)","(3.4, 4.7, 4.276470588235294)","(31.0, 290.0, 226.25)"
08-12-2022 12:42:13.546809,"(2.45, 2.96, 2.774736842105263)","(31.0, 65.0, 60.5)","(26.0, 44.0, 35.0)","(31.0, 110.0, 86.0)","(4.4, 5.3, 4.926666666666667)","(4.6, 8.8, 8.210526315789474)","(3.4, 4.7, 4.276470588235294)","(31.0, 290.0, 226.25)"
08-12-2022 12:42:15.022916,"(2.45, 2.96, 2.7973913043478262)","(31.0, 65.0, 62.54545454545455)","(26.0, 44.0, 35.0)","(31.0, 110.0, 86.0)","(4.4, 5.3, 5.206666666666666)","(4.6, 8.8, 8.210526315789474)","(3.4, 4.7, 4.1)","(31.0, 290.0, 226.25)"
08-12-2022 12:42:16.547184,"(2.45, 2.96, 2.7085714285714286)","(31.0, 65.0, 62.54545454545455)","(26.0, 44.0, 35.0)","(31.0, 110.0, 86.0)","(4.4, 5.3, 5.209090909090909)","(4.6, 8.8, 8.210526315789474)","(3.4, 4.7, 4.236363636363636)","(31.0, 290.0, 226.25)"
08-12-2022 12:42:18.158486,"(2.45, 2.96, 2.7085714285714286)","(31.0, 65.0, 62.54545454545455)","(26.0, 44.0, 35.0)","(31.0, 110.0, 86.0)","(4.4, 5.3, 5.233333333333333)","(4.6, 8.8, 8.210526315789474)","(3.4, 4.7, 4.025)","(31.0, 290.0, 226.25)"
08-12-2022 12:42:19.767674,"(2.45, 2.96, 2.86)","(31.0, 65.0, 62.54545454545455)","(26.0, 44.0, 30.666666666666664)","(31.0, 110.0, 86.0)","(4.4, 5.3, 5.1)","(4.6, 8.8, 7.52)","(3.4, 4.7, 4.379166666666666)","(31.0, 290.0, 226.25)"
08-12-2022 12:42:21.234346,"(2.45, 2.96, 2.8975)","(31.0, 65.0, 62.54545454545455)","(26.0, 34.0, 28.666666666666668)","(31.0, 110.0, 86.0)","(4.4, 5.3, 5.032142857142857)","(4.6, 8.0, 7.52)","(3.4, 4.7, 4.486111111111112)","(31.0, 290.0, 170.0)"
08-12-2022 12:42:23.377202,"(2.45, 2.96, 2.8975)","(31.0, 65.0, 62.54545454545455)","(26.0, 26.0, 24.17391304347826)","(31.0, 110.0, 86.0)","(4.4, 5.3, 5.083333333333333)","(4.6, 7.8, 7.6117647058823525)","(3.4, 4.7, 4.451612903225807)","(31.0, 290.0, 170.0)"
08-12-2022 12:42:25.223076,"(2.45, 2.96, 2.8975)","(31.0, 65.0, 64.12903225806451)","(26.0, 26.0, 21.526315789473685)","(31.0, 110.0, 86.0)","(4.4, 5.3, 5.083333333333333)","(4.6, 7.8, 7.730434782608696)","(3.4, 4.7, 4.385714285714285)","(31.0, 290.0, 170.0)"
08-12-2022 12:42:26.889752,"(2.45, 2.96, 2.8541176470588234)","(31.0, 65.0, 62.727272727272734)","(26.0, 26.0, 21.51282051282051)","(31.0, 110.0, 103.43589743589743)","(4.4, 5.3, 5.09047619047619)","(4.6, 7.8, 7.730434782608696)","(3.4, 4.7, 4.385714285714285)","(31.0, 290.0, 170.0)"
08-12-2022 12:42:28.624796,"(2.45, 2.96, 2.8541176470588234)","(31.0, 65.0, 61.714285714285715)","(26.0, 26.0, 21.46511627906977)","(31.0, 110.0, 91.53846153846153)","(4.4, 5.3, 5.058695652173913)","(4.6, 7.8, 7.56)","(3.4, 4.7, 4.242857142857143)","(31.0, 290.0, 170.0)"
08-12-2022 12:42:30.569093,"(2.45, 2.96, 2.7552)","(31.0, 65.0, 57.368421052631575)","(26.0, 26.0, 22.014084507042252)","(31.0, 110.0, 76.66666666666667)","(4.4, 5.3, 5.09)","(4.6, 7.8, 7.672)","(3.4, 4.7, 4.45)","(31.0, 290.0, 270.8)"
08-12-2022 12:42:31.931127,"(2.45, 2.96, 2.7552)","(31.0, 70.0, 57.368421052631575)","(21.0, 23.0, 22.05)","(31.0, 110.0, 90.0)","(4.4, 5.3, 5.09)","(4.6, 7.8, 7.672)","(3.4, 4.7, 4.395238095238095)","(31.0, 290.0, 269.54545454545456)"
08-12-2022 12:42:33.227195,"(2.45, 2.94, 2.6566666666666667)","(31.0, 70.0, 60.588235294117645)","(21.0, 23.0, 22.036231884057973)","(31.0, 100.0, 90.0)","(4.4, 5.3, 5.09)","(4.6, 7.8, 7.672)","(3.4, 4.7, 4.395238095238095)","(31.0, 290.0, 269.54545454545456)"
08-12-2022 12:42:34.605199,"(2.45, 2.92, 2.6145454545454547)","(31.0, 70.0, 60.588235294117645)","(21.0, 23.0, 22.0)","(31.0, 100.0, 90.0)","(4.4, 5.3, 5.09)","(4.6, 7.8, 7.672)","(3.4, 4.7, 4.3307692307692305)","(31.0, 290.0, 271.5151515151515)"
08-12-2022 12:42:35.988025,"(2.45, 2.88, 2.6195348837209305)","(31.0, 65.0, 60.5)","(21.0, 23.0, 22.0)","(31.0, 95.0, 86.25)","(4.4, 5.3, 5.09)","(4.6, 7.8, 7.672)","(3.4, 4.7, 4.319047619047619)","(31.0, 280.0, 193.33333333333334)"
08-12-2022 12:42:37.552950,"(2.45, 2.88, 2.6195348837209305)","(31.0, 65.0, 60.5)","(21.0, 23.0, 22.236363636363635)","(31.0, 95.0, 81.66666666666667)","(4.4, 5.3, 5.09)","(4.6, 7.8, 7.672)","(3.4, 4.7, 4.319047619047619)","(31.0, 280.0, 193.33333333333334)"
08-12-2022 12:42:40.201268,"(2.45, 2.88, 2.6195)","(31.0, 65.0, 62.27272727272727)","(21.0, 23.0, 20.6)","(31.0, 95.0, 79.0)","(4.4, 5.3, 5.09)","(4.6, 7.8, 7.672)","(3.4, 4.7, 4.319047619047619)","(31.0, 280.0, 261.42857142857144)"
08-12-2022 12:42:42.386041,"(2.45, 2.86, 2.6264)","(31.0, 65.0, 62.5)","(21.0, 23.0, 20.75)","(31.0, 95.0, 79.0)","(4.4, 5.3, 5.09)","(4.6, 7.8, 7.631578947368421)","(3.4, 4.7, 4.526086956521739)","(31.0, 280.0, 200.0)"
08-12-2022 12:42:44.090324,"(2.45, 2.82, 2.611186440677966)","(31.0, 65.0, 62.0)","(21.0, 23.0, 21.2)","(31.0, 95.0, 75.0)","(4.4, 5.3, 4.912903225806452)","(4.6, 7.8, 7.631578947368421)","(3.4, 4.7, 4.395238095238095)","(31.0, 280.0, 261.53846153846155)"
08-12-2022 12:42:45.524259,"(2.45, 2.82, 2.6244444444444444)","(31.0, 65.0, 62.0)","(21.0, 23.0, 21.2)","(31.0, 95.0, 85.0)","(4.4, 5.3, 4.875)","(4.6, 7.8, 7.631578947368421)","(3.4, 4.7, 4.561538461538462)","(31.0, 280.0, 262.8571428571429)"
08-12-2022 12:42:46.900324,"(2.45, 2.82, 2.6320833333333336)","(31.0, 65.0, 65.0)","(21.0, 23.0, 21.2)","(31.0, 95.0, 90.55555555555556)","(4.4, 5.3, 4.759090909090909)","(4.6, 7.8, 7.631578947368421)","(3.4, 4.7, 4.4750000000000005)","(31.0, 280.0, 262.8571428571429)"
08-12-2022 12:42:48.313828,"(2.45, 2.8, 2.6238297872340426)","(31.0, 90.0, 63.333333333333336)","(21.0, 23.0, 21.2)","(31.0, 95.0, 90.55555555555556)","(4.4, 5.3, 4.712)","(5.0, 7.8, 7.631578947368421)","(3.4, 4.7, 4.5)","(31.0, 280.0, 200.0)"
08-12-2022 12:42:49.678474,"(2.45, 2.8, 2.6238297872340426)","(31.0, 90.0, 81.72413793103448)","(21.0, 23.0, 21.56)","(31.0, 95.0, 90.55555555555556)","(4.4, 5.3, 4.840624999999999)","(5.0, 7.8, 7.571428571428571)","(3.4, 4.7, 4.65)","(31.0, 280.0, 262.8571428571429)"
08-12-2022 12:42:51.080560,"(2.45, 2.78, 2.625161290322581)","(31.0, 90.0, 81.72413793103448)","(21.0, 23.0, 21.615384615384617)","(31.0, 95.0, 91.92307692307692)","(4.4, 5.3, 4.840624999999999)","(5.0, 7.8, 7.562962962962963)","(3.4, 4.8, 4.476190476190476)","(31.0, 280.0, 264.0)"
08-12-2022 12:42:53.037087,"(2.45, 2.78, 2.625161290322581)","(31.0, 90.0, 82.5)","(21.0, 23.0, 21.4)","(31.0, 95.0, 93.51851851851852)","(4.4, 5.3, 4.973333333333333)","(5.0, 7.8, 7.660869565217391)","(3.4, 4.8, 4.4941176470588236)","(31.0, 280.0, 206.66666666666666)"
08-12-2022 12:42:54.553678,"(2.45, 2.78, 2.625161290322581)","(31.0, 90.0, 82.5)","(21.0, 23.0, 21.615384615384617)","(31.0, 95.0, 88.33333333333333)","(4.4, 5.3, 4.833333333333333)","(5.0, 7.8, 7.542857142857143)","(3.4, 4.8, 4.570588235294117)","(31.0, 280.0, 206.66666666666666)"
08-12-2022 12:42:56.047210,"(2.45, 2.74, 2.6248)","(31.0, 90.0, 76.875)","(21.0, 23.0, 21.615384615384617)","(31.0, 95.0, 88.33333333333333)","(4.4, 5.3, 4.893548387096774)","(5.0, 7.8, 7.542857142857143)","(3.4, 4.8, 4.642424242424243)","(31.0, 280.0, 206.66666666666666)"
08-12-2022 12:42:58.668023,"(2.45, 2.72, 2.624347826086957)","(31.0, 80.0, 77.33333333333333)","(21.0, 23.0, 21.22222222222222)","(31.0, 95.0, 88.33333333333333)","(4.4, 5.3, 4.893548387096774)","(5.0, 7.8, 7.542857142857143)","(3.4, 4.8, 4.642424242424243)","(31.0, 280.0, 206.66666666666666)"
08-12-2022 12:43:01.653416,"(2.45, 2.72, 2.588)","(31.0, 80.0, 76.25)","(21.0, 23.0, 21.22222222222222)","(31.0, 95.0, 93.57142857142857)","(4.4, 5.3, 5.0)","(5.0, 7.8, 7.542857142857143)","(3.4, 4.8, 4.642424242424243)","(31.0, 280.0, 206.66666666666666)"
08-12-2022 12:43:03.544023,"(2.45, 2.7, 2.6100000000000003)","(31.0, 80.0, 75.71428571428571)","(21.0, 23.0, 21.22222222222222)","(31.0, 95.0, 93.88888888888889)","(4.4, 5.3, 5.05)","(5.0, 7.8, 7.542857142857143)","(3.4, 4.8, 4.681818181818182)","(31.0, 280.0, 206.66666666666666)"
