,Spill The Tears,Dragon Pins,Thunder Moon,Madagascar Miss,Brazetti,Rodian Bull,Sidewalk,Coffee Coming,Dynamic Jewel,Scare Campaign,Sunny Ekcels
12-01-2023 16:16:45.780184,"(7.5, 9.2, 9.04)","(8.0, 11.5, 10.862745098039216)","(1.85, 2.08, 2.0721951219512196)","(8.5, 10.5, 10.152173913043478)","(26.0, 55.0, 51.5)","(18.0, 30.0, 28.76923076923077)","(31.0, 75.0, 62.5)","(10.0, 12.5, 11.366197183098592)","(81.0, 170.0, 150.0)","(14.0, 24.0, 23.8)","(101.0, 230.0, 218.0)"
12-01-2023 16:16:47.698666,"(7.5, 9.2, 8.968421052631578)","(8.0, 11.5, 10.866336633663366)","(1.85, 2.08, 2.0733333333333333)","(8.5, 10.5, 10.042857142857143)","(26.0, 55.0, 51.5)","(18.0, 30.0, 27.818181818181817)","(31.0, 75.0, 62.5)","(10.0, 11.5, 11.317307692307692)","(81.0, 170.0, 150.0)","(14.0, 24.0, 23.8)","(101.0, 230.0, 218.0)"
12-01-2023 16:16:49.675758,"(7.5, 9.0, 8.952380952380953)","(8.5, 11.5, 10.866336633663366)","(1.85, 2.1, 2.089787234042553)","(8.5, 10.5, 10.042857142857143)","(31.0, 55.0, 51.5)","(19.0, 30.0, 28.0)","(31.0, 75.0, 62.5)","(10.0, 11.5, 11.317307692307692)","(91.0, 170.0, 145.0)","(14.0, 24.0, 23.8)","(101.0, 230.0, 218.0)"
12-01-2023 16:16:51.497589,"(7.5, 9.0, 8.941176470588236)","(8.5, 11.5, 10.864864864864865)","(1.85, 2.1, 2.137444089456869)","(8.5, 10.5, 10.042857142857143)","(31.0, 55.0, 51.5)","(19.0, 30.0, 28.0)","(31.0, 75.0, 62.5)","(10.0, 11.5, 11.333333333333334)","(91.0, 170.0, 142.72727272727272)","(14.0, 24.0, 23.8)","(101.0, 230.0, 218.0)"
12-01-2023 16:16:53.295688,"(7.5, 9.0, 8.476923076923077)","(8.5, 11.0, 10.65)","(1.85, 2.14, 2.166829268292683)","(8.5, 10.5, 9.882758620689655)","(31.0, 55.0, 52.0)","(19.0, 30.0, 28.842105263157894)","(31.0, 75.0, 69.73684210526315)","(10.0, 11.5, 10.868852459016393)","(91.0, 170.0, 143.0)","(14.0, 24.0, 23.77777777777778)","(101.0, 230.0, 218.0)"
12-01-2023 16:16:54.996998,"(7.5, 8.6, 8.366666666666667)","(8.5, 11.0, 10.569767441860465)","(1.85, 2.18, 2.155609756097561)","(8.5, 10.0, 9.961538461538462)","(31.0, 55.0, 52.0)","(19.0, 32.0, 28.0)","(31.0, 75.0, 69.73684210526315)","(10.0, 11.0, 10.854545454545455)","(91.0, 170.0, 145.45454545454547)","(14.0, 24.0, 23.555555555555557)","(101.0, 230.0, 216.66666666666666)"
12-01-2023 16:16:56.816516,"(7.5, 8.4, 7.95)","(8.5, 11.0, 10.593406593406593)","(1.85, 2.18, 2.145962732919255)","(8.5, 10.5, 10.068181818181818)","(31.0, 55.0, 48.75)","(19.0, 30.0, 28.0)","(31.0, 75.0, 69.73684210526315)","(10.0, 11.0, 11.227272727272727)","(91.0, 170.0, 152.0)","(14.0, 24.0, 23.555555555555557)","(101.0, 230.0, 216.66666666666666)"
12-01-2023 16:16:58.581567,"(7.5, 8.4, 8.1)","(8.5, 11.0, 10.636363636363637)","(1.85, 2.16, 2.1448)","(8.5, 10.5, 10.188524590163935)","(31.0, 50.0, 45.35714285714286)","(19.0, 30.0, 28.0)","(31.0, 75.0, 69.73684210526315)","(10.0, 11.5, 11.127450980392156)","(91.0, 170.0, 152.0)","(14.0, 24.0, 23.636363636363637)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:00.309016,"(7.5, 8.4, 8.236363636363636)","(8.5, 11.0, 11.18)","(1.85, 2.16, 2.1381456953642384)","(8.5, 10.5, 10.176923076923076)","(31.0, 50.0, 45.04761904761905)","(19.0, 30.0, 28.0)","(31.0, 75.0, 69.73684210526315)","(10.0, 11.5, 11.127450980392156)","(91.0, 170.0, 152.0)","(14.0, 24.0, 23.636363636363637)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:02.117895,"(7.5, 8.4, 8.241176470588236)","(8.5, 11.5, 11.083333333333334)","(1.85, 2.14, 2.140714285714286)","(8.5, 10.5, 10.088235294117647)","(31.0, 50.0, 47.5)","(19.0, 30.0, 28.0)","(31.0, 75.0, 69.73684210526315)","(10.0, 11.5, 11.064102564102564)","(91.0, 170.0, 152.0)","(14.0, 24.0, 23.636363636363637)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:03.773719,"(7.5, 8.4, 8.333333333333334)","(8.5, 11.5, 11.068627450980392)","(1.85, 2.16, 2.146425339366516)","(8.5, 10.5, 10.126865671641792)","(31.0, 50.0, 47.857142857142854)","(19.0, 30.0, 28.17391304347826)","(31.0, 75.0, 69.73684210526315)","(10.0, 11.5, 11.049019607843137)","(91.0, 170.0, 152.0)","(14.0, 23.0, 21.2)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:05.477062,"(7.5, 8.4, 8.2)","(8.5, 11.5, 11.068627450980392)","(1.85, 2.16, 2.1451724137931034)","(8.5, 10.5, 10.121212121212121)","(31.0, 50.0, 47.857142857142854)","(19.0, 30.0, 27.666666666666668)","(31.0, 75.0, 69.73684210526315)","(10.0, 11.5, 11.049019607843137)","(91.0, 170.0, 152.0)","(14.0, 23.0, 21.363636363636363)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:07.198515,"(7.5, 8.4, 8.105263157894736)","(8.5, 11.5, 10.706611570247935)","(1.85, 2.16, 2.151764705882353)","(8.5, 10.5, 9.98529411764706)","(31.0, 50.0, 45.142857142857146)","(19.0, 30.0, 27.161290322580644)","(31.0, 75.0, 71.73913043478261)","(10.0, 11.5, 11.049019607843137)","(91.0, 170.0, 161.0)","(14.0, 23.0, 22.710843373493976)","(101.0, 230.0, 222.94117647058823)"
12-01-2023 16:17:08.890830,"(7.5, 8.4, 8.105263157894736)","(8.5, 11.0, 10.685185185185185)","(1.85, 2.16, 2.1533333333333333)","(8.5, 10.5, 9.98529411764706)","(31.0, 48.0, 45.44)","(19.0, 28.0, 27.333333333333332)","(31.0, 75.0, 71.73913043478261)","(10.0, 11.5, 11.060975609756097)","(91.0, 170.0, 161.0)","(14.0, 23.0, 22.710843373493976)","(101.0, 230.0, 222.5)"
12-01-2023 16:17:10.630856,"(7.5, 8.4, 8.105263157894736)","(8.5, 11.0, 10.678571428571429)","(1.85, 2.16, 2.1547058823529412)","(8.5, 10.5, 9.98529411764706)","(31.0, 48.0, 45.0)","(19.0, 28.0, 27.333333333333332)","(31.0, 75.0, 71.73913043478261)","(10.0, 11.5, 11.054347826086957)","(91.0, 170.0, 161.8181818181818)","(14.0, 23.0, 22.724137931034484)","(101.0, 230.0, 222.5)"
12-01-2023 16:17:12.338101,"(7.5, 8.4, 8.141935483870968)","(8.5, 11.0, 10.678571428571429)","(1.85, 2.16, 2.1544000000000003)","(8.5, 10.5, 9.98529411764706)","(31.0, 48.0, 45.81818181818182)","(19.0, 28.0, 27.235294117647058)","(31.0, 75.0, 71.73913043478261)","(10.0, 11.5, 11.044642857142858)","(91.0, 170.0, 161.8181818181818)","(14.0, 23.0, 22.68807339449541)","(101.0, 230.0, 222.94117647058823)"
12-01-2023 16:17:14.068123,"(7.5, 8.4, 8.146666666666667)","(8.5, 11.0, 10.673913043478262)","(1.85, 2.16, 2.1557333333333335)","(8.5, 10.5, 9.977611940298509)","(31.0, 48.0, 45.81818181818182)","(19.0, 28.0, 27.35)","(31.0, 75.0, 71.73913043478261)","(10.0, 11.5, 11.026315789473685)","(91.0, 170.0, 161.8181818181818)","(14.0, 23.0, 22.68807339449541)","(101.0, 230.0, 222.94117647058823)"
12-01-2023 16:17:15.740926,"(7.5, 8.2, 8.076923076923077)","(8.5, 11.0, 10.632352941176471)","(1.85, 2.18, 2.163276836158192)","(8.5, 10.5, 10.014285714285714)","(31.0, 48.0, 46.285714285714285)","(19.0, 28.0, 27.302325581395348)","(31.0, 75.0, 71.73913043478261)","(10.0, 11.5, 10.926136363636363)","(91.0, 170.0, 161.8181818181818)","(14.0, 23.0, 22.68807339449541)","(101.0, 230.0, 222.94117647058823)"
12-01-2023 16:17:17.424243,"(7.5, 8.2, 7.981395348837209)","(8.5, 11.0, 10.624137931034483)","(1.85, 2.18, 2.1938461538461542)","(8.5, 10.5, 10.063492063492063)","(31.0, 48.0, 45.81818181818182)","(19.0, 28.0, 27.210526315789473)","(31.0, 75.0, 71.73913043478261)","(10.0, 11.0, 10.884615384615385)","(91.0, 170.0, 161.8181818181818)","(14.0, 23.0, 22.68807339449541)","(101.0, 230.0, 222.94117647058823)"
12-01-2023 16:17:19.131017,"(7.5, 8.0, 7.965957446808511)","(8.5, 11.0, 10.624137931034483)","(1.85, 2.2, 2.1703030303030304)","(8.5, 10.5, 10.067796610169491)","(31.0, 48.0, 45.81818181818182)","(19.0, 28.0, 27.423076923076923)","(31.0, 75.0, 71.73913043478261)","(10.0, 11.0, 10.85135135135135)","(91.0, 170.0, 161.8181818181818)","(14.0, 23.0, 22.700934579439252)","(101.0, 230.0, 222.94117647058823)"
12-01-2023 16:17:21.018280,"(7.5, 8.0, 7.963265306122449)","(8.5, 11.0, 10.656862745098039)","(1.85, 2.18, 2.1581294964028777)","(8.5, 10.5, 10.022058823529411)","(31.0, 48.0, 46.285714285714285)","(19.0, 28.0, 27.210526315789473)","(31.0, 75.0, 71.73913043478261)","(10.0, 11.0, 10.988235294117647)","(91.0, 170.0, 161.8181818181818)","(14.0, 23.0, 22.784313725490197)","(101.0, 230.0, 222.94117647058823)"
12-01-2023 16:17:22.955913,"(7.5, 8.2, 8.214285714285714)","(8.5, 11.0, 10.686274509803921)","(1.85, 2.16, 2.131855670103093)","(8.5, 10.5, 10.01923076923077)","(31.0, 48.0, 45.0)","(19.0, 28.0, 28.5)","(31.0, 75.0, 71.73913043478261)","(10.0, 11.0, 11.254491017964073)","(91.0, 170.0, 161.8181818181818)","(14.0, 23.0, 22.741176470588236)","(101.0, 230.0, 222.5)"
12-01-2023 16:17:24.927601,"(7.5, 8.4, 8.144)","(8.5, 11.0, 10.686274509803921)","(1.85, 2.14, 2.1344654088050317)","(8.5, 10.5, 10.025316455696203)","(31.0, 48.0, 45.81818181818182)","(19.0, 29.0, 28.7)","(31.0, 75.0, 71.73913043478261)","(10.0, 11.5, 11.211864406779661)","(91.0, 170.0, 162.5)","(14.0, 23.0, 22.78640776699029)","(101.0, 230.0, 222.94117647058823)"
12-01-2023 16:17:27.150959,"(7.5, 8.2, 8.055555555555555)","(8.5, 11.0, 11.163793103448276)","(1.85, 2.14, 2.1371641791044778)","(8.5, 10.5, 10.025316455696203)","(31.0, 48.0, 46.4)","(19.0, 29.0, 28.5)","(31.0, 75.0, 71.73913043478261)","(10.0, 11.5, 11.207865168539326)","(91.0, 170.0, 162.5)","(14.0, 23.0, 22.78640776699029)","(101.0, 230.0, 222.94117647058823)"
12-01-2023 16:17:29.360525,"(7.5, 8.2, 8.055555555555555)","(8.5, 11.5, 11.153225806451612)","(1.85, 2.14, 2.135032679738562)","(8.5, 10.5, 10.025316455696203)","(31.0, 48.0, 47.857142857142854)","(19.0, 29.0, 28.5)","(31.0, 75.0, 67.5)","(10.0, 11.5, 11.207865168539326)","(91.0, 170.0, 161.8181818181818)","(14.0, 23.0, 22.3125)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:31.475389,"(7.5, 8.2, 8.017543859649122)","(8.5, 11.5, 11.135593220338983)","(1.85, 2.14, 2.135492957746479)","(8.5, 10.5, 9.958762886597938)","(31.0, 50.0, 47.666666666666664)","(19.0, 29.0, 28.5)","(31.0, 75.0, 67.5)","(10.0, 11.5, 11.192307692307692)","(91.0, 170.0, 143.0)","(14.0, 23.0, 22.3125)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:33.246408,"(7.5, 8.2, 8.058181818181819)","(8.5, 11.5, 11.032608695652174)","(1.85, 2.14, 2.134130434782609)","(8.5, 10.5, 9.958762886597938)","(31.0, 55.0, 48.5)","(19.0, 29.0, 28.7)","(31.0, 75.0, 67.5)","(10.0, 11.0, 10.933333333333334)","(81.0, 170.0, 143.0)","(14.0, 23.0, 22.3125)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:34.855671,"(7.5, 8.4, 8.054237288135594)","(8.5, 11.5, 11.032608695652174)","(1.85, 2.14, 2.131904761904762)","(8.5, 10.5, 10.043478260869566)","(31.0, 55.0, 48.5)","(19.0, 29.0, 28.5)","(31.0, 75.0, 67.5)","(10.0, 11.0, 10.979508196721312)","(81.0, 170.0, 143.0)","(14.0, 23.0, 21.84)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:36.599272,"(7.5, 8.4, 8.054237288135594)","(8.5, 11.5, 11.032608695652174)","(1.85, 2.14, 2.126990291262136)","(8.5, 10.5, 10.035398230088497)","(31.0, 55.0, 46.588235294117645)","(19.0, 29.0, 28.25)","(31.0, 75.0, 67.5)","(10.0, 11.0, 10.977477477477478)","(81.0, 170.0, 144.28571428571428)","(14.0, 22.0, 21.047619047619047)","(101.0, 230.0, 216.66666666666666)"
12-01-2023 16:17:38.293410,"(7.5, 8.4, 8.12063492063492)","(8.5, 11.5, 11.159090909090908)","(1.85, 2.14, 2.1240490797546014)","(8.5, 10.5, 10.035398230088497)","(31.0, 55.0, 46.588235294117645)","(19.0, 29.0, 28.571428571428573)","(31.0, 75.0, 67.5)","(9.0, 11.0, 10.938016528925619)","(81.0, 170.0, 143.33333333333334)","(14.0, 22.0, 21.5)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:39.953600,"(7.5, 8.4, 8.2)","(8.5, 11.5, 11.193877551020408)","(1.85, 2.14, 2.1241463414634145)","(8.5, 10.5, 10.087912087912088)","(31.0, 55.0, 47.05555555555556)","(19.0, 29.0, 28.625)","(31.0, 75.0, 68.18181818181819)","(9.0, 11.0, 10.94047619047619)","(91.0, 160.0, 143.33333333333334)","(14.0, 22.0, 21.53488372093023)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:41.698912,"(7.0, 8.4, 8.2)","(8.5, 11.5, 11.193877551020408)","(1.85, 2.14, 2.1241463414634145)","(8.5, 10.5, 10.04225352112676)","(31.0, 55.0, 47.05555555555556)","(19.0, 29.0, 28.714285714285715)","(31.0, 75.0, 68.18181818181819)","(9.0, 11.0, 10.94047619047619)","(91.0, 160.0, 143.33333333333334)","(14.0, 22.0, 21.53488372093023)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:43.331363,"(7.0, 8.4, 8.2)","(8.5, 11.5, 11.052238805970148)","(1.85, 2.14, 2.1249710982658963)","(8.5, 10.5, 10.04225352112676)","(31.0, 55.0, 45.46666666666667)","(19.0, 29.0, 28.714285714285715)","(31.0, 75.0, 68.18181818181819)","(9.0, 11.0, 10.94047619047619)","(91.0, 160.0, 143.33333333333334)","(14.0, 22.0, 21.53488372093023)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:44.979946,"(7.0, 8.4, 8.2)","(8.5, 11.5, 11.049295774647888)","(1.85, 2.14, 2.126323529411765)","(8.5, 10.5, 10.04225352112676)","(31.0, 55.0, 45.46666666666667)","(19.0, 29.0, 28.714285714285715)","(31.0, 75.0, 68.18181818181819)","(9.0, 11.0, 10.94047619047619)","(91.0, 160.0, 143.33333333333334)","(14.0, 22.0, 21.53488372093023)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:46.596330,"(7.0, 8.4, 8.166037735849056)","(8.5, 11.5, 11.016129032258064)","(1.85, 2.14, 2.1186402266288953)","(8.5, 10.5, 10.113095238095237)","(31.0, 55.0, 45.46666666666667)","(19.0, 29.0, 28.714285714285715)","(31.0, 75.0, 68.18181818181819)","(9.0, 11.0, 10.94047619047619)","(91.0, 160.0, 143.33333333333334)","(14.0, 22.0, 21.53488372093023)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:48.320215,"(7.0, 8.2, 8.196078431372548)","(8.5, 11.5, 11.17741935483871)","(1.85, 2.12, 2.117363184079602)","(8.5, 10.5, 10.083333333333334)","(31.0, 55.0, 47.473684210526315)","(19.0, 29.0, 28.736842105263158)","(31.0, 75.0, 68.75)","(9.0, 11.0, 10.942307692307692)","(91.0, 160.0, 143.33333333333334)","(14.0, 22.0, 21.555555555555557)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:50.072301,"(7.0, 8.2, 8.195918367346938)","(8.5, 11.5, 11.032846715328468)","(1.85, 2.12, 2.1101923076923077)","(8.5, 10.5, 10.13888888888889)","(31.0, 55.0, 46.0625)","(19.0, 30.0, 28.5)","(31.0, 75.0, 68.75)","(9.0, 11.0, 11.1)","(91.0, 160.0, 143.33333333333334)","(14.0, 22.0, 21.23076923076923)","(101.0, 230.0, 216.66666666666666)"
12-01-2023 16:17:51.799315,"(7.0, 8.2, 8.191549295774648)","(8.5, 11.5, 10.9375)","(1.85, 2.12, 2.091055900621118)","(8.5, 10.5, 10.216049382716049)","(31.0, 55.0, 46.0625)","(19.0, 30.0, 28.5)","(31.0, 75.0, 71.66666666666667)","(9.0, 11.5, 11.183098591549296)","(91.0, 160.0, 143.33333333333334)","(14.0, 22.0, 21.565217391304348)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:53.555996,"(7.0, 8.4, 8.256410256410255)","(8.5, 11.0, 11.166666666666666)","(1.85, 2.1, 2.0604232804232803)","(8.5, 10.5, 10.21951219512195)","(31.0, 55.0, 46.0625)","(19.0, 30.0, 28.857142857142858)","(31.0, 75.0, 71.66666666666667)","(9.0, 11.5, 11.339622641509434)","(91.0, 160.0, 143.33333333333334)","(14.0, 22.0, 21.565217391304348)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:55.338526,"(7.0, 8.4, 8.433333333333334)","(8.5, 11.5, 11.166666666666666)","(1.85, 2.08, 2.0384920634920634)","(8.5, 10.5, 10.205128205128204)","(31.0, 55.0, 48.5)","(19.0, 30.0, 29.428571428571427)","(31.0, 75.0, 71.66666666666667)","(9.0, 11.5, 11.559701492537313)","(91.0, 160.0, 143.33333333333334)","(14.0, 22.0, 21.565217391304348)","(101.0, 230.0, 218.0)"
12-01-2023 16:17:56.997563,"(7.0, 8.6, 8.383673469387755)","(8.5, 11.5, 11.21311475409836)","(1.85, 2.04, 2.031546961325967)","(8.5, 10.5, 10.306451612903226)","(31.0, 55.0, 49.5)","(19.0, 30.0, 29.272727272727273)","(31.0, 75.0, 72.5)","(9.0, 12.0, 11.797619047619047)","(91.0, 160.0, 143.33333333333334)","(14.0, 22.0, 21.833333333333332)","(101.0, 230.0, 219.0909090909091)"
12-01-2023 16:17:58.864979,"(7.0, 8.4, 8.405333333333333)","(8.5, 11.5, 11.22)","(1.85, 2.04, 2.030334346504559)","(8.5, 10.5, 10.396907216494846)","(31.0, 55.0, 46.642857142857146)","(19.0, 30.0, 30.0)","(31.0, 75.0, 72.5)","(9.0, 12.5, 11.868421052631579)","(91.0, 160.0, 143.33333333333334)","(14.0, 23.0, 21.816326530612244)","(101.0, 230.0, 219.0909090909091)"
12-01-2023 16:18:00.849123,"(7.0, 8.6, 8.430232558139535)","(8.5, 11.5, 11.22)","(1.85, 2.04, 2.0255497382198953)","(8.5, 10.5, 10.396907216494846)","(31.0, 55.0, 46.642857142857146)","(19.0, 32.0, 30.5)","(31.0, 75.0, 72.5)","(9.0, 12.5, 11.930232558139535)","(91.0, 160.0, 145.71428571428572)","(14.0, 23.0, 21.816326530612244)","(101.0, 230.0, 220.0)"
12-01-2023 16:18:02.591719,"(7.0, 8.6, 8.437777777777779)","(8.5, 11.5, 11.184684684684685)","(1.85, 2.04, 2.030923076923077)","(8.5, 10.5, 10.291139240506329)","(31.0, 55.0, 46.642857142857146)","(19.0, 32.0, 30.5)","(31.0, 75.0, 72.6923076923077)","(9.0, 12.5, 11.573529411764707)","(91.0, 160.0, 143.33333333333334)","(14.0, 23.0, 21.846153846153847)","(101.0, 230.0, 219.0909090909091)"
12-01-2023 16:18:04.298608,"(7.0, 8.6, 8.447916666666666)","(8.5, 11.5, 11.195652173913043)","(1.85, 2.04, 2.032741312741313)","(8.5, 10.5, 10.620192307692308)","(31.0, 55.0, 46.642857142857146)","(19.0, 32.0, 30.384615384615383)","(31.0, 75.0, 72.6923076923077)","(9.0, 12.0, 11.591836734693878)","(81.0, 160.0, 143.33333333333334)","(14.0, 23.0, 21.88888888888889)","(101.0, 230.0, 219.0909090909091)"
12-01-2023 16:18:05.943944,"(7.0, 8.6, 8.455445544554456)","(8.5, 11.5, 11.195652173913043)","(1.85, 2.04, 2.028372093023256)","(8.5, 11.0, 10.620192307692308)","(31.0, 55.0, 49.89285714285714)","(19.0, 32.0, 30.25)","(31.0, 75.0, 70.3125)","(9.0, 12.0, 11.576271186440678)","(81.0, 160.0, 151.66666666666666)","(14.0, 23.0, 21.977272727272727)","(101.0, 230.0, 218.0)"
12-01-2023 16:18:07.634453,"(7.0, 8.6, 8.455445544554456)","(8.5, 11.5, 11.195652173913043)","(1.85, 2.04, 2.0296174863387977)","(8.5, 11.0, 10.620192307692308)","(31.0, 55.0, 48.8421052631579)","(19.0, 32.0, 30.25)","(31.0, 75.0, 70.3125)","(9.0, 12.0, 11.537037037037036)","(81.0, 160.0, 151.66666666666666)","(14.0, 22.0, 21.977272727272727)","(101.0, 230.0, 218.0)"
12-01-2023 16:18:09.202788,"(7.0, 8.6, 8.460869565217392)","(8.5, 11.5, 11.178899082568808)","(1.8, 2.04, 2.0296174863387977)","(8.5, 11.0, 10.620192307692308)","(31.0, 55.0, 48.8421052631579)","(21.0, 32.0, 30.25)","(31.0, 75.0, 70.3125)","(9.0, 12.0, 11.537037037037036)","(81.0, 160.0, 151.66666666666666)","(14.0, 22.0, 21.97222222222222)","(101.0, 230.0, 218.0)"
12-01-2023 16:18:10.905884,"(7.0, 8.6, 8.442944785276072)","(8.5, 11.5, 11.178899082568808)","(1.8, 2.04, 2.031030927835052)","(8.5, 11.0, 10.612745098039216)","(31.0, 55.0, 48.8421052631579)","(21.0, 32.0, 30.894736842105264)","(31.0, 75.0, 70.3125)","(9.0, 12.0, 11.537037037037036)","(81.0, 150.0, 144.44444444444446)","(14.0, 22.0, 21.636363636363637)","(101.0, 230.0, 218.0)"
12-01-2023 16:18:12.541254,"(7.0, 8.6, 8.418439716312056)","(8.5, 11.5, 11.203389830508474)","(1.8, 2.04, 2.029683257918552)","(8.5, 11.0, 10.6010101010101)","(31.0, 55.0, 49.91304347826087)","(21.0, 32.0, 30.894736842105264)","(31.0, 75.0, 70.3125)","(9.0, 12.0, 11.523809523809524)","(81.0, 150.0, 144.44444444444446)","(14.0, 22.0, 21.724137931034484)","(101.0, 230.0, 218.0)"
12-01-2023 16:18:14.226890,"(7.0, 8.6, 8.347368421052632)","(8.5, 11.5, 11.200934579439252)","(1.8, 2.04, 2.0301421800947868)","(8.5, 11.0, 10.583333333333334)","(31.0, 55.0, 52.38709677419355)","(21.0, 32.0, 30.894736842105264)","(31.0, 75.0, 70.3125)","(9.0, 12.0, 11.523809523809524)","(81.0, 150.0, 144.44444444444446)","(14.0, 22.0, 21.724137931034484)","(101.0, 230.0, 218.0)"
12-01-2023 16:18:15.723468,"(7.0, 8.4, 8.347368421052632)","(8.5, 11.5, 11.200934579439252)","(1.8, 2.04, 2.031063829787234)","(8.5, 11.0, 10.509803921568627)","(31.0, 55.0, 52.0)","(21.0, 32.0, 30.894736842105264)","(31.0, 75.0, 73.125)","(9.0, 12.0, 11.615384615384615)","(81.0, 150.0, 144.44444444444446)","(14.0, 22.0, 21.571428571428573)","(101.0, 230.0, 216.66666666666666)"
12-01-2023 16:18:17.454486,"(7.0, 8.6, 8.455555555555556)","(8.5, 11.5, 11.200934579439252)","(1.8, 2.04, 2.0275510204081635)","(8.5, 11.0, 10.345991561181435)","(31.0, 55.0, 48.94736842105263)","(21.0, 32.0, 30.11627906976744)","(31.0, 75.0, 73.46153846153847)","(9.0, 12.0, 11.727891156462585)","(81.0, 150.0, 146.875)","(14.0, 23.0, 22.627450980392158)","(101.0, 230.0, 222.5)"
12-01-2023 16:18:18.996772,"(7.0, 8.6, 8.458181818181819)","(8.5, 11.5, 11.214285714285714)","(1.8, 2.04, 2.0327735368956743)","(8.5, 11.0, 10.34873949579832)","(31.0, 50.0, 49.166666666666664)","(21.0, 32.0, 29.78688524590164)","(31.0, 75.0, 73.46153846153847)","(9.0, 12.0, 11.681528662420382)","(81.0, 150.0, 147.05882352941177)","(14.0, 23.0, 22.710280373831775)","(101.0, 230.0, 222.94117647058823)"
12-01-2023 16:18:20.685506,"(7.0, 8.6, 8.458181818181819)","(8.5, 11.5, 11.214285714285714)","(1.8, 2.04, 2.0424945295404813)","(8.5, 11.0, 10.515625)","(31.0, 50.0, 49.04)","(21.0, 32.0, 29.75)","(31.0, 75.0, 73.46153846153847)","(9.0, 12.0, 11.681528662420382)","(81.0, 150.0, 147.05882352941177)","(14.0, 23.0, 22.710280373831775)","(101.0, 230.0, 222.94117647058823)"
12-01-2023 16:18:22.177549,"(7.0, 8.6, 8.458181818181819)","(8.5, 11.5, 11.214285714285714)","(1.8, 2.06, 2.046159169550173)","(8.5, 11.0, 10.36734693877551)","(31.0, 50.0, 49.04)","(21.0, 32.0, 30.147058823529413)","(31.0, 75.0, 73.46153846153847)","(9.0, 12.0, 11.68944099378882)","(81.0, 150.0, 147.05882352941177)","(14.0, 23.0, 22.710280373831775)","(101.0, 230.0, 222.94117647058823)"
12-01-2023 16:18:23.767878,"(7.0, 8.6, 8.389473684210525)","(8.5, 11.5, 11.192307692307692)","(1.8, 2.06, 2.046159169550173)","(8.5, 11.0, 10.36734693877551)","(31.0, 50.0, 49.04)","(21.0, 32.0, 30.147058823529413)","(31.0, 75.0, 73.46153846153847)","(9.0, 12.0, 11.717514124293785)","(81.0, 150.0, 147.05882352941177)","(14.0, 23.0, 22.710280373831775)","(101.0, 230.0, 222.94117647058823)"
12-01-2023 16:18:25.445130,"(7.0, 8.6, 8.38723404255319)","(8.5, 11.5, 11.08421052631579)","(1.8, 2.06, 2.046159169550173)","(8.5, 11.0, 10.36734693877551)","(31.0, 50.0, 49.04)","(21.0, 32.0, 30.147058823529413)","(31.0, 75.0, 73.46153846153847)","(9.0, 12.0, 11.717514124293785)","(81.0, 150.0, 147.05882352941177)","(14.0, 23.0, 22.710280373831775)","(101.0, 230.0, 222.94117647058823)"
12-01-2023 16:18:27.133696,"(7.0, 8.6, 8.340425531914894)","(8.5, 11.5, 11.096938775510203)","(1.8, 2.06, 2.0479104477611942)","(8.5, 11.0, 10.322368421052632)","(31.0, 50.0, 49.07692307692308)","(21.0, 32.0, 30.25)","(31.0, 75.0, 73.75)","(9.0, 12.0, 11.722222222222221)","(81.0, 150.0, 147.72727272727272)","(14.0, 23.0, 22.71559633027523)","(101.0, 230.0, 223.33333333333334)"
12-01-2023 16:18:28.786667,"(7.0, 8.4, 8.35)","(8.5, 11.5, 11.120192307692308)","(1.8, 2.06, 2.048139534883721)","(8.5, 10.5, 10.462809917355372)","(31.0, 50.0, 48.4)","(21.0, 32.0, 30.32)","(31.0, 75.0, 73.57142857142857)","(9.0, 12.0, 11.545454545454545)","(81.0, 150.0, 148.0952380952381)","(14.0, 23.0, 22.723214285714285)","(101.0, 230.0, 221.42857142857142)"
