,Kaytee Valiente,Imagine Howe,Moscow Mule,True Scotsman,Anonymous Source,Olympic Honour,Has The Look,Klatten
11-01-2023 12:02:22.248098,"(19.0, 28.0, 27.235294117647058)","(2.5, 3.1, 3.0528957528957528)","(31.0, 48.0, 43.25)","(3.7, 4.2, 4.178787878787879)","(8.5, 13.0, 12.734756097560975)","(10.0, 13.0, 12.842857142857143)","(4.0, 4.7, 4.648181818181818)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:23.317250,"(19.0, 28.0, 27.705882352941178)","(2.5, 3.05, 3.040285714285714)","(31.0, 48.0, 43.53846153846154)","(3.7, 4.2, 4.1981684981684975)","(8.5, 13.0, 12.431818181818182)","(10.0, 13.0, 12.846153846153847)","(4.0, 4.7, 4.684324324324324)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:24.438594,"(19.0, 29.0, 28.043478260869566)","(2.5, 3.05, 3.0409090909090906)","(31.0, 46.0, 43.53846153846154)","(3.7, 4.3, 4.195488721804511)","(9.0, 12.5, 12.456)","(10.0, 13.0, 12.855855855855856)","(4.0, 4.8, 4.730534351145038)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:25.706156,"(19.0, 29.0, 27.78048780487805)","(2.5, 3.05, 2.9626966292134833)","(31.0, 46.0, 43.333333333333336)","(3.7, 4.3, 4.268227424749163)","(8.5, 12.5, 12.591549295774648)","(10.0, 13.0, 13.03448275862069)","(4.0, 4.8, 4.780745341614907)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:26.832530,"(19.0, 29.0, 28.137931034482758)","(2.5, 3.0, 2.9683018867924527)","(31.0, 44.0, 42.8)","(3.7, 4.3, 4.26375)","(8.5, 13.0, 12.591549295774648)","(10.0, 13.5, 13.03448275862069)","(4.0, 4.8, 4.780745341614907)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:27.899383,"(19.0, 29.0, 28.4)","(2.5, 3.0, 2.9683018867924527)","(31.0, 44.0, 42.4)","(3.7, 4.3, 4.259154929577464)","(9.0, 13.0, 12.591549295774648)","(10.0, 13.5, 13.03448275862069)","(4.0, 4.8, 4.778688524590164)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:29.085799,"(19.0, 30.0, 29.333333333333332)","(2.5, 3.0, 2.9657142857142857)","(31.0, 44.0, 40.666666666666664)","(3.7, 4.3, 4.259154929577464)","(9.0, 13.0, 12.557522123893806)","(10.0, 13.5, 13.03448275862069)","(4.0, 4.8, 4.779661016949152)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:30.340794,"(19.0, 29.0, 28.529411764705884)","(2.5, 3.0, 2.986111111111111)","(31.0, 42.0, 40.666666666666664)","(3.7, 4.3, 4.259154929577464)","(9.0, 13.0, 12.579831932773109)","(10.0, 13.5, 13.03448275862069)","(4.0, 4.8, 4.779661016949152)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:31.545684,"(19.0, 29.0, 28.529411764705884)","(2.5, 3.0, 2.986111111111111)","(31.0, 42.0, 40.666666666666664)","(3.7, 4.3, 4.259154929577464)","(9.0, 13.0, 12.579831932773109)","(10.0, 13.5, 13.03448275862069)","(4.2, 4.8, 4.779661016949152)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:32.594056,"(19.0, 29.0, 28.529411764705884)","(2.5, 3.0, 2.986111111111111)","(31.0, 42.0, 40.666666666666664)","(3.7, 4.3, 4.259154929577464)","(9.0, 13.0, 12.579831932773109)","(10.0, 13.5, 13.03448275862069)","(4.2, 4.8, 4.779661016949152)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:33.630617,"(19.0, 29.0, 28.529411764705884)","(2.5, 3.0, 2.9833684210526314)","(31.0, 42.0, 40.666666666666664)","(3.7, 4.3, 4.259154929577464)","(9.0, 13.0, 12.579831932773109)","(10.0, 13.5, 13.03448275862069)","(4.2, 4.8, 4.779661016949152)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:34.747681,"(19.0, 29.0, 28.5625)","(2.5, 3.0, 2.99)","(31.0, 42.0, 40.666666666666664)","(3.7, 4.3, 4.25886524822695)","(9.0, 13.0, 12.602620087336245)","(10.0, 13.5, 13.03448275862069)","(4.2, 4.8, 4.764516129032258)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:35.922017,"(19.0, 29.0, 28.5625)","(2.5, 3.0, 2.991358024691358)","(31.0, 42.0, 40.666666666666664)","(3.7, 4.3, 4.25886524822695)","(9.0, 13.0, 12.602620087336245)","(10.0, 13.5, 13.03448275862069)","(4.2, 4.8, 4.764516129032258)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:37.010893,"(19.0, 29.0, 28.5625)","(2.5, 3.0, 2.991358024691358)","(31.0, 42.0, 40.666666666666664)","(3.7, 4.3, 4.300849858356941)","(9.0, 13.0, 12.602620087336245)","(10.0, 13.5, 12.88888888888889)","(4.2, 4.8, 4.764516129032258)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:38.146307,"(19.0, 29.0, 28.5625)","(2.5, 3.0, 2.9933962264150944)","(31.0, 42.0, 40.666666666666664)","(3.7, 4.4, 4.278488372093023)","(9.0, 13.0, 12.602620087336245)","(10.0, 13.0, 12.883561643835616)","(4.2, 4.8, 4.777777777777778)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:39.234481,"(19.0, 29.0, 28.5625)","(2.5, 2.98, 2.9665753424657533)","(31.0, 42.0, 40.666666666666664)","(3.7, 4.3, 4.277160493827161)","(9.0, 13.0, 12.602620087336245)","(10.0, 13.5, 12.860189573459715)","(4.2, 4.8, 4.761946902654867)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:40.282290,"(19.0, 29.0, 28.5625)","(2.5, 2.98, 2.974235294117647)","(31.0, 42.0, 40.666666666666664)","(3.7, 4.3, 4.277160493827161)","(9.0, 13.0, 12.602620087336245)","(10.0, 13.5, 12.860189573459715)","(4.2, 4.8, 4.761946902654867)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:41.321334,"(19.0, 29.0, 28.5625)","(2.5, 2.98, 2.974491017964072)","(31.0, 42.0, 40.666666666666664)","(3.7, 4.3, 4.277160493827161)","(9.0, 13.0, 12.602620087336245)","(10.0, 13.5, 12.860189573459715)","(4.2, 4.8, 4.783333333333333)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:42.372079,"(19.0, 29.0, 28.5625)","(2.5, 2.98, 2.974491017964072)","(31.0, 42.0, 40.666666666666664)","(3.7, 4.4, 4.278125)","(9.0, 13.0, 12.505434782608695)","(10.0, 13.5, 13.003703703703703)","(4.2, 4.8, 4.78433734939759)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:43.402496,"(20.0, 29.0, 28.5625)","(2.5, 3.0, 2.9853403141361254)","(31.0, 42.0, 40.666666666666664)","(3.6, 4.4, 4.276971608832808)","(9.0, 13.0, 12.505434782608695)","(11.0, 13.5, 13.003703703703703)","(4.2, 4.8, 4.77070707070707)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:44.495974,"(20.0, 29.0, 28.5625)","(2.5, 3.0, 2.9853403141361254)","(31.0, 42.0, 40.666666666666664)","(3.6, 4.4, 4.275796178343949)","(9.0, 13.0, 12.505434782608695)","(11.0, 13.5, 13.003703703703703)","(4.2, 4.8, 4.77070707070707)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:45.584169,"(20.0, 29.0, 28.5625)","(2.5, 3.0, 2.9853403141361254)","(31.0, 42.0, 40.666666666666664)","(3.6, 4.4, 4.2760383386581475)","(9.0, 13.0, 12.505494505494505)","(11.0, 13.5, 13.003703703703703)","(4.2, 4.8, 4.651758793969849)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:46.643314,"(20.0, 29.0, 28.5625)","(2.5, 3.0, 2.9894)","(31.0, 42.0, 40.666666666666664)","(3.6, 4.4, 4.281927710843374)","(9.0, 13.0, 12.505494505494505)","(10.0, 13.5, 12.950292397660819)","(4.2, 4.7, 4.652284263959391)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:47.720274,"(20.0, 29.0, 28.5625)","(2.5, 2.98, 2.9798648648648647)","(31.0, 42.0, 40.666666666666664)","(3.6, 4.4, 4.281927710843374)","(9.0, 13.0, 12.657894736842104)","(10.0, 13.5, 13.161016949152541)","(4.2, 4.7, 4.652127659574468)","(71.0, 160.0, 142.0)"
11-01-2023 12:02:48.775628,"(20.0, 29.0, 28.714285714285715)","(2.5, 2.98, 2.968607594936709)","(31.0, 42.0, 41.6)","(3.6, 4.4, 4.326865671641791)","(9.0, 13.0, 12.657894736842104)","(10.0, 13.5, 13.139705882352942)","(4.2, 4.7, 4.650515463917525)","(71.0, 160.0, 142.0)"
11-01-2023 12:02:49.804562,"(20.0, 29.0, 28.714285714285715)","(2.5, 2.98, 2.968607594936709)","(31.0, 42.0, 41.6)","(3.6, 4.4, 4.327799227799228)","(9.0, 13.0, 12.660869565217391)","(10.0, 13.5, 13.144927536231885)","(4.2, 4.7, 4.651304347826087)","(71.0, 160.0, 142.0)"
11-01-2023 12:02:50.798726,"(20.0, 29.0, 28.714285714285715)","(2.5, 2.98, 2.969366391184573)","(31.0, 42.0, 41.6)","(3.6, 4.4, 4.333687943262412)","(9.0, 13.0, 12.660869565217391)","(10.0, 13.5, 13.144927536231885)","(4.2, 4.7, 4.65)","(71.0, 160.0, 142.0)"
11-01-2023 12:02:51.846400,"(20.0, 29.0, 28.714285714285715)","(2.5, 2.96, 2.9405882352941175)","(31.0, 42.0, 41.6)","(3.6, 4.4, 4.327519379844961)","(9.0, 13.0, 12.660869565217391)","(10.0, 13.5, 13.144927536231885)","(4.2, 4.7, 4.65)","(71.0, 160.0, 142.0)"
11-01-2023 12:02:52.918712,"(20.0, 29.0, 28.714285714285715)","(2.5, 2.96, 2.9413636363636364)","(31.0, 42.0, 41.6)","(3.6, 4.4, 4.32689393939394)","(9.0, 13.0, 12.660869565217391)","(10.0, 13.5, 13.144927536231885)","(4.2, 4.7, 4.65)","(71.0, 160.0, 142.0)"
11-01-2023 12:02:54.007675,"(20.0, 29.0, 28.714285714285715)","(2.5, 2.96, 2.956583333333333)","(31.0, 42.0, 41.6)","(3.6, 4.4, 4.335353535353535)","(9.0, 13.0, 12.660869565217391)","(10.0, 13.5, 13.144927536231885)","(4.2, 4.7, 4.65)","(71.0, 160.0, 137.5)"
11-01-2023 12:02:55.080977,"(20.0, 29.0, 28.714285714285715)","(2.5, 2.96, 2.956583333333333)","(31.0, 42.0, 41.6)","(3.6, 4.4, 4.326153846153846)","(9.0, 13.0, 12.660869565217391)","(10.0, 13.5, 13.144927536231885)","(4.2, 4.7, 4.6512396694214875)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:56.159197,"(20.0, 29.0, 28.714285714285715)","(2.5, 2.96, 2.956583333333333)","(31.0, 42.0, 41.6)","(3.6, 4.4, 4.326153846153846)","(9.0, 13.0, 12.660869565217391)","(10.0, 13.5, 13.144927536231885)","(4.0, 4.7, 4.6512396694214875)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:57.220287,"(20.0, 30.0, 29.625)","(2.5, 2.96, 2.956583333333333)","(31.0, 42.0, 41.6)","(3.6, 4.4, 4.330935251798561)","(9.0, 13.0, 12.660869565217391)","(10.0, 13.5, 13.144927536231885)","(4.0, 4.7, 4.649583333333333)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:58.261883,"(20.0, 30.0, 29.833333333333332)","(2.5, 2.96, 2.956583333333333)","(31.0, 42.0, 41.6)","(3.6, 4.4, 4.325868725868726)","(9.0, 13.0, 12.660869565217391)","(10.0, 13.5, 13.144927536231885)","(4.0, 4.7, 4.649583333333333)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:59.310612,"(21.0, 32.0, 29.923076923076923)","(2.6, 2.96, 2.956583333333333)","(31.0, 42.0, 41.42857142857143)","(3.7, 4.4, 4.336212624584718)","(10.0, 13.0, 12.660869565217391)","(11.0, 13.5, 13.054545454545455)","(4.2, 4.7, 4.66685393258427)","(81.0, 160.0, 151.42857142857142)"
11-01-2023 12:03:00.399999,"(21.0, 32.0, 29.846153846153847)","(2.6, 2.98, 2.9757291666666665)","(31.0, 42.0, 41.0)","(3.7, 4.3, 4.282857142857143)","(10.0, 13.0, 12.660869565217391)","(11.0, 13.5, 13.128472222222221)","(4.2, 4.7, 4.66685393258427)","(81.0, 160.0, 151.42857142857142)"
11-01-2023 12:03:01.469089,"(21.0, 32.0, 29.846153846153847)","(2.6, 2.98, 2.9690625)","(31.0, 42.0, 41.27272727272727)","(3.7, 4.3, 4.287)","(10.0, 13.0, 12.660869565217391)","(11.0, 13.5, 13.179640718562874)","(4.2, 4.7, 4.646757679180888)","(81.0, 160.0, 153.68421052631578)"
11-01-2023 12:03:02.511173,"(21.0, 30.0, 29.0)","(2.6, 2.98, 2.9767441860465116)","(31.0, 42.0, 41.5)","(3.7, 4.3, 4.293452380952381)","(10.0, 13.0, 12.794736842105262)","(11.0, 13.5, 13.179640718562874)","(4.2, 4.7, 4.641391941391941)","(81.0, 160.0, 154.54545454545453)"
11-01-2023 12:03:03.571285,"(21.0, 29.0, 28.76)","(2.6, 3.0, 2.9803636363636365)","(31.0, 42.0, 41.5)","(3.7, 4.3, 4.293251533742331)","(10.0, 13.0, 12.80327868852459)","(11.0, 13.5, 13.187898089171975)","(4.2, 4.7, 4.640074906367041)","(81.0, 160.0, 154.54545454545453)"
11-01-2023 12:03:04.594265,"(21.0, 29.0, 28.8)","(2.6, 3.0, 2.9880225988700566)","(31.0, 42.0, 41.46666666666667)","(3.7, 4.3, 4.293820224719101)","(10.0, 13.0, 12.935897435897436)","(11.0, 13.5, 13.187898089171975)","(4.2, 4.7, 4.643262411347518)","(81.0, 160.0, 152.94117647058823)"
11-01-2023 12:03:05.621050,"(21.0, 30.0, 29.5)","(2.6, 2.98, 2.9758823529411766)","(31.0, 42.0, 40.57142857142857)","(3.7, 4.3, 4.271186440677966)","(10.0, 13.0, 13.206521739130435)","(11.0, 13.5, 13.187898089171975)","(4.2, 4.7, 4.6439330543933055)","(81.0, 160.0, 152.94117647058823)"
11-01-2023 12:03:06.609348,"(21.0, 30.0, 29.25)","(2.6, 2.96, 2.9448322147651007)","(31.0, 42.0, 40.57142857142857)","(3.7, 4.3, 4.289150943396226)","(10.0, 13.5, 13.303125)","(11.0, 13.5, 13.23224043715847)","(4.2, 4.7, 4.642352941176471)","(81.0, 160.0, 152.5)"
11-01-2023 12:03:07.639287,"(21.0, 30.0, 29.88888888888889)","(2.6, 2.96, 2.9472375690607735)","(31.0, 42.0, 41.75)","(3.7, 4.4, 4.276605504587156)","(10.0, 13.5, 13.33916083916084)","(11.0, 13.5, 13.227777777777778)","(4.2, 4.7, 4.642477876106194)","(81.0, 160.0, 152.5)"
11-01-2023 12:03:08.735366,"(20.0, 30.0, 29.842105263157894)","(2.6, 2.94, 2.928688524590164)","(31.0, 42.0, 40.8)","(3.7, 4.4, 4.234782608695652)","(10.0, 13.5, 13.693877551020408)","(11.0, 13.5, 13.46788990825688)","(4.0, 4.7, 4.648137535816619)","(81.0, 160.0, 170.0)"
11-01-2023 12:03:09.788817,"(20.0, 32.0, 31.157894736842106)","(2.6, 2.94, 2.9364161849710984)","(31.0, 44.0, 41.142857142857146)","(3.7, 4.3, 4.190833333333334)","(10.0, 14.0, 13.686567164179104)","(11.0, 13.5, 14.432432432432432)","(4.0, 4.7, 4.648137535816619)","(81.0, 210.0, 167.14285714285714)"
11-01-2023 12:03:10.862489,"(20.0, 32.0, 31.076923076923077)","(2.6, 2.92, 2.907906976744186)","(31.0, 42.0, 41.142857142857146)","(3.7, 4.2, 4.2037249283667615)","(10.0, 14.0, 13.804347826086957)","(11.0, 14.5, 14.285714285714286)","(4.0, 4.7, 4.646280991735537)","(81.0, 210.0, 183.33333333333334)"
11-01-2023 12:03:11.919694,"(21.0, 32.0, 30.363636363636363)","(2.6, 2.92, 2.9013)","(31.0, 42.0, 41.142857142857146)","(3.7, 4.3, 4.202259887005649)","(10.0, 14.0, 14.16326530612245)","(11.0, 14.5, 14.342105263157894)","(4.0, 4.7, 4.654225352112676)","(81.0, 210.0, 193.75)"
11-01-2023 12:03:13.004950,"(21.0, 32.0, 30.53488372093023)","(2.6, 2.9, 2.889183673469388)","(31.0, 42.0, 41.473684210526315)","(3.7, 4.3, 4.237769784172662)","(10.0, 14.5, 14.041666666666666)","(11.0, 14.5, 14.481012658227849)","(4.0, 4.7, 4.654225352112676)","(81.0, 200.0, 193.75)"
11-01-2023 12:03:14.182433,"(21.0, 32.0, 30.696969696969695)","(2.6, 2.86, 2.85488)","(31.0, 42.0, 41.473684210526315)","(3.7, 4.3, 4.253866666666666)","(10.0, 14.5, 14.340909090909092)","(11.0, 14.5, 13.833333333333334)","(4.0, 4.7, 4.668343195266273)","(81.0, 200.0, 188.1818181818182)"
11-01-2023 12:03:15.200240,"(21.0, 32.0, 30.805555555555557)","(2.6, 2.88, 2.8696103896103895)","(31.0, 44.0, 42.275862068965516)","(3.7, 4.3, 4.253866666666666)","(10.0, 14.5, 14.340909090909092)","(11.0, 14.0, 13.70183486238532)","(4.0, 4.7, 4.676237623762376)","(81.0, 210.0, 188.1818181818182)"
11-01-2023 12:03:16.282483,"(21.0, 32.0, 30.805555555555557)","(2.6, 2.88, 2.8696103896103895)","(31.0, 44.0, 42.148148148148145)","(3.7, 4.3, 4.254010695187166)","(10.0, 14.5, 14.349056603773585)","(11.0, 14.0, 13.780405405405405)","(4.0, 4.7, 4.6683284457478)","(81.0, 210.0, 193.75)"
11-01-2023 12:03:17.411029,"(21.0, 32.0, 30.805555555555557)","(2.6, 2.88, 2.8707389162561574)","(31.0, 44.0, 41.674418604651166)","(3.7, 4.3, 4.2512)","(10.0, 14.5, 14.349056603773585)","(11.0, 14.0, 13.780405405405405)","(4.0, 4.7, 4.6683284457478)","(81.0, 200.0, 193.75)"
11-01-2023 12:03:18.451442,"(21.0, 32.0, 30.805555555555557)","(2.6, 2.88, 2.869276595744681)","(31.0, 44.0, 41.674418604651166)","(3.7, 4.3, 4.2512)","(10.0, 14.5, 14.27)","(11.0, 14.0, 13.816793893129772)","(4.0, 4.7, 4.6641196013289035)","(81.0, 200.0, 193.75)"
11-01-2023 12:03:19.513063,"(21.0, 32.0, 30.83783783783784)","(2.6, 2.88, 2.8721052631578945)","(31.0, 44.0, 43.0)","(3.7, 4.2, 4.174747474747475)","(10.0, 15.0, 14.3739837398374)","(11.0, 14.0, 13.852941176470589)","(4.0, 4.7, 4.684649122807017)","(81.0, 200.0, 188.1818181818182)"
11-01-2023 12:03:20.571246,"(21.0, 32.0, 30.925)","(2.6, 2.9, 2.8876288659793814)","(31.0, 44.0, 42.8)","(3.7, 4.2, 4.171042471042471)","(10.0, 15.0, 14.3739837398374)","(11.0, 14.0, 13.892523364485982)","(4.0, 4.7, 4.715909090909091)","(81.0, 210.0, 192.0)"
11-01-2023 12:03:21.591461,"(21.0, 32.0, 31.0)","(2.6, 2.88, 2.871111111111111)","(31.0, 44.0, 43.25)","(3.7, 4.3, 4.1983957219251336)","(10.0, 14.5, 14.42156862745098)","(11.0, 14.0, 13.909448818897637)","(4.0, 4.8, 4.686784140969163)","(81.0, 210.0, 192.0)"
11-01-2023 12:03:22.597678,"(21.0, 32.0, 31.0)","(2.6, 2.86, 2.855)","(31.0, 46.0, 42.484848484848484)","(3.7, 4.3, 4.205707196029777)","(10.0, 14.5, 14.42156862745098)","(11.0, 14.0, 13.909448818897637)","(4.0, 4.7, 4.705747126436782)","(81.0, 210.0, 192.0)"
11-01-2023 12:03:23.623464,"(21.0, 32.0, 31.01298701298701)","(2.6, 2.9, 2.8614035087719296)","(31.0, 46.0, 42.94736842105263)","(3.7, 4.3, 4.228676470588235)","(10.0, 14.5, 14.424528301886792)","(11.0, 14.0, 13.909448818897637)","(4.0, 4.8, 4.703812316715542)","(81.0, 210.0, 192.0)"
11-01-2023 12:03:24.634307,"(21.0, 32.0, 31.0)","(2.6, 2.88, 2.8662745098039215)","(31.0, 44.0, 43.333333333333336)","(3.7, 4.3, 4.235117056856187)","(10.0, 14.5, 14.42156862745098)","(11.0, 14.0, 13.9)","(4.0, 4.8, 4.703812316715542)","(81.0, 210.0, 192.0)"
11-01-2023 12:03:25.691893,"(21.0, 32.0, 31.0)","(2.6, 2.9, 2.8627118644067795)","(31.0, 44.0, 43.333333333333336)","(3.7, 4.3, 4.236971830985915)","(10.0, 14.5, 14.175)","(11.0, 14.0, 13.858695652173912)","(4.0, 4.8, 4.680512820512821)","(81.0, 210.0, 192.0)"
11-01-2023 12:03:26.783847,"(21.0, 32.0, 31.0)","(2.6, 2.9, 2.8825210084033612)","(31.0, 44.0, 43.333333333333336)","(3.7, 4.3, 4.236971830985915)","(10.0, 14.5, 14.175)","(11.0, 14.0, 13.797297297297296)","(4.0, 4.7, 4.643153526970954)","(81.0, 210.0, 192.0)"
11-01-2023 12:03:27.830766,"(21.0, 32.0, 30.972972972972972)","(2.6, 2.9, 2.885733333333333)","(31.0, 44.0, 44.294117647058826)","(3.7, 4.3, 4.15518453427065)","(10.0, 14.5, 14.322727272727272)","(11.0, 14.0, 13.985294117647058)","(4.0, 4.7, 4.668028846153846)","(81.0, 210.0, 188.57142857142858)"
11-01-2023 12:03:28.887278,"(21.0, 32.0, 30.904347826086955)","(2.6, 2.92, 2.900888888888889)","(31.0, 46.0, 44.26315789473684)","(3.7, 4.2, 4.158196721311476)","(10.0, 14.5, 14.328947368421053)","(11.0, 14.5, 13.949664429530202)","(4.0, 4.7, 4.666071428571429)","(81.0, 210.0, 191.25)"
11-01-2023 12:03:29.943228,"(21.0, 32.0, 30.910569105691057)","(2.6, 2.92, 2.908333333333333)","(31.0, 46.0, 44.26315789473684)","(3.7, 4.2, 4.158196721311476)","(10.0, 14.5, 14.222972972972974)","(11.0, 14.5, 14.027777777777779)","(4.0, 4.7, 4.666071428571429)","(81.0, 210.0, 188.57142857142858)"
11-01-2023 12:03:31.071056,"(21.0, 32.0, 30.88888888888889)","(2.6, 2.92, 2.904216216216216)","(31.0, 46.0, 44.526315789473685)","(3.7, 4.2, 4.161262798634812)","(10.0, 14.5, 14.222972972972974)","(11.0, 14.5, 13.641975308641975)","(4.0, 4.7, 4.666071428571429)","(81.0, 210.0, 180.0)"
11-01-2023 12:03:32.152109,"(21.0, 32.0, 30.88888888888889)","(2.6, 2.94, 2.9232183908045974)","(31.0, 46.0, 44.526315789473685)","(3.7, 4.2, 4.161262798634812)","(10.0, 14.5, 14.215189873417721)","(11.0, 14.0, 13.735294117647058)","(4.0, 4.7, 4.664961636828645)","(81.0, 200.0, 181.53846153846155)"
11-01-2023 12:03:33.251134,"(21.0, 32.0, 30.88888888888889)","(2.6, 2.94, 2.9233136094674554)","(31.0, 46.0, 45.2)","(3.7, 4.2, 4.188641975308642)","(10.0, 14.5, 14.215189873417721)","(11.0, 14.0, 13.73963133640553)","(4.0, 4.7, 4.66741214057508)","(81.0, 200.0, 181.53846153846155)"
11-01-2023 12:03:34.326483,"(21.0, 32.0, 30.931297709923665)","(2.6, 2.94, 2.9232142857142858)","(31.0, 46.0, 45.2)","(3.7, 4.2, 4.2362428842504745)","(10.0, 14.5, 14.215189873417721)","(11.0, 14.0, 13.746445497630331)","(4.0, 4.7, 4.659589041095891)","(81.0, 200.0, 181.53846153846155)"
11-01-2023 12:03:35.405815,"(21.0, 32.0, 30.88888888888889)","(2.6, 2.92, 2.9120454545454546)","(31.0, 46.0, 45.38461538461539)","(3.7, 4.3, 4.247402597402598)","(10.0, 14.5, 13.95631067961165)","(11.0, 14.0, 13.746445497630331)","(4.0, 4.7, 4.659589041095891)","(81.0, 200.0, 181.53846153846155)"
11-01-2023 12:03:36.504501,"(21.0, 32.0, 30.88888888888889)","(2.6, 2.88, 2.8656542056074765)","(31.0, 46.0, 45.38461538461539)","(3.7, 4.3, 4.248474576271186)","(11.0, 14.0, 13.958333333333334)","(11.0, 14.0, 13.745192307692308)","(4.0, 4.7, 4.656060606060606)","(81.0, 200.0, 184.44444444444446)"
11-01-2023 12:03:37.574913,"(21.0, 32.0, 30.79310344827586)","(2.6, 2.88, 2.864097859327217)","(31.0, 46.0, 45.2)","(3.7, 4.3, 4.263373493975903)","(11.0, 14.0, 14.208791208791208)","(11.0, 14.0, 13.78714859437751)","(4.0, 4.7, 4.670179948586118)","(81.0, 190.0, 180.0)"
11-01-2023 12:03:38.647718,"(21.0, 32.0, 30.955223880597014)","(2.6, 2.88, 2.87168776371308)","(31.0, 46.0, 45.2)","(3.7, 4.3, 4.263373493975903)","(11.0, 14.5, 14.2)","(11.0, 14.0, 13.784552845528456)","(4.0, 4.7, 4.667507002801121)","(81.0, 190.0, 168.57142857142858)"
11-01-2023 12:03:39.771802,"(21.0, 32.0, 30.955223880597014)","(2.6, 2.88, 2.8715811965811966)","(31.0, 46.0, 45.05882352941177)","(3.7, 4.3, 4.273983739837398)","(10.0, 14.5, 14.193548387096774)","(11.0, 14.0, 13.784584980237154)","(4.0, 4.7, 4.668888888888889)","(81.0, 190.0, 168.57142857142858)"
11-01-2023 12:03:40.888124,"(21.0, 32.0, 30.955223880597014)","(2.6, 2.86, 2.84957805907173)","(31.0, 46.0, 43.666666666666664)","(3.7, 4.3, 4.314784946236559)","(10.0, 14.5, 14.193548387096774)","(11.0, 14.0, 13.786274509803922)","(4.0, 4.7, 4.661616161616162)","(81.0, 190.0, 168.57142857142858)"
11-01-2023 12:03:41.973415,"(21.0, 32.0, 30.962406015037594)","(2.6, 2.86, 2.84364238410596)","(31.0, 44.0, 43.666666666666664)","(3.7, 4.4, 4.317159763313609)","(10.0, 14.5, 14.206896551724139)","(11.0, 14.0, 13.784584980237154)","(4.0, 4.7, 4.653012048192771)","(81.0, 190.0, 168.57142857142858)"
11-01-2023 12:03:43.049468,"(21.0, 32.0, 30.97674418604651)","(2.6, 2.86, 2.8409976247030877)","(31.0, 44.0, 43.53846153846154)","(3.7, 4.4, 4.317159763313609)","(11.0, 14.5, 14.315642458100559)","(11.0, 14.0, 13.793560606060606)","(4.0, 4.7, 4.658730158730159)","(81.0, 190.0, 178.23529411764707)"
11-01-2023 12:03:44.104331,"(21.0, 32.0, 31.06382978723404)","(2.6, 2.86, 2.8464406779661013)","(31.0, 44.0, 43.714285714285715)","(3.7, 4.4, 4.331132075471698)","(11.0, 14.5, 14.315642458100559)","(11.0, 14.0, 13.793560606060606)","(4.0, 4.7, 4.6487878787878785)","(81.0, 190.0, 178.23529411764707)"
11-01-2023 12:03:45.209820,"(21.0, 32.0, 31.29310344827586)","(2.6, 2.88, 2.8690697674418604)","(31.0, 44.0, 43.714285714285715)","(3.7, 4.4, 4.273297002724796)","(11.0, 14.5, 13.894736842105264)","(11.0, 14.0, 13.738938053097344)","(4.0, 4.7, 4.567415730337078)","(81.0, 190.0, 174.6153846153846)"
11-01-2023 12:03:46.308034,"(21.0, 32.0, 31.15463917525773)","(2.6, 2.96, 2.9576190476190476)","(31.0, 44.0, 43.142857142857146)","(3.8, 4.3, 4.273297002724796)","(11.0, 14.0, 13.836206896551724)","(11.0, 14.0, 13.772200772200772)","(4.0, 4.6, 4.574193548387097)","(81.0, 190.0, 171.8181818181818)"
11-01-2023 12:03:47.362513,"(21.0, 32.0, 30.90909090909091)","(2.6, 2.96, 2.928910891089109)","(31.0, 44.0, 42.25)","(3.8, 4.3, 4.265470852017937)","(11.0, 14.0, 13.782442748091603)","(11.0, 14.0, 13.772200772200772)","(4.0, 4.6, 4.565804597701149)","(81.0, 190.0, 170.0)"
