,Kaytee Valiente,Imagine Howe,Moscow Mule,True Scotsman,Anonymous Source,Olympic Honour,Has The Look,Klatten
11-01-2023 11:57:59.699033,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.6, 2.5855958549222797)","(21.0, 44.0, 43.2)","(4.4, 5.2, 5.12962962962963)","(6.0, 9.8, 10.631578947368421)","(10.0, 13.0, 12.34375)","(5.0, 5.8, 5.758823529411765)","(61.0, 130.0, 128.57142857142858)"
11-01-2023 11:58:00.896388,"(16.0, 28.0, 26.90909090909091)","(2.3, 2.58, 2.56)","(21.0, 44.0, 43.2)","(4.4, 5.2, 5.12962962962963)","(6.0, 12.0, 10.631578947368421)","(10.0, 13.0, 12.34375)","(5.0, 5.8, 5.758823529411765)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:01.982544,"(16.0, 28.0, 26.90909090909091)","(2.3, 2.58, 2.56)","(21.0, 44.0, 43.2)","(4.4, 5.2, 5.12962962962963)","(6.0, 12.0, 10.761904761904763)","(10.0, 13.0, 12.34375)","(5.0, 5.8, 5.758823529411765)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:03.061342,"(16.0, 28.0, 26.90909090909091)","(2.3, 2.58, 2.550909090909091)","(21.0, 44.0, 42.4)","(4.4, 5.2, 5.12962962962963)","(6.0, 12.0, 10.631578947368421)","(10.0, 13.0, 12.34375)","(5.0, 5.8, 5.758823529411765)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:04.094813,"(16.0, 28.0, 26.90909090909091)","(2.3, 2.56, 2.5566666666666666)","(21.0, 44.0, 42.4)","(4.4, 5.2, 5.153333333333333)","(6.0, 12.0, 10.852941176470589)","(10.0, 13.0, 12.34375)","(5.0, 5.8, 5.758823529411765)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:05.234383,"(16.0, 28.0, 26.90909090909091)","(2.3, 2.56, 2.5566666666666666)","(21.0, 44.0, 39.55555555555556)","(4.4, 5.2, 5.153333333333333)","(6.0, 12.0, 10.852941176470589)","(10.0, 13.0, 12.125)","(5.0, 5.8, 5.758823529411765)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:06.272661,"(16.0, 28.0, 26.90909090909091)","(2.3, 2.56, 2.5566666666666666)","(21.0, 44.0, 39.55555555555556)","(4.4, 5.2, 5.153333333333333)","(6.0, 12.0, 11.426470588235293)","(10.0, 12.5, 12.125)","(5.0, 5.8, 5.758823529411765)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:07.401365,"(16.0, 28.0, 26.714285714285715)","(2.3, 2.62, 2.6107692307692307)","(21.0, 44.0, 39.55555555555556)","(4.4, 5.2, 5.174545454545455)","(6.0, 12.0, 11.794117647058824)","(10.0, 12.5, 12.0875)","(5.0, 5.8, 5.758823529411765)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:08.708997,"(16.0, 28.0, 26.90909090909091)","(2.3, 2.62, 2.6107692307692307)","(21.0, 44.0, 39.55555555555556)","(4.4, 5.2, 5.174545454545455)","(6.0, 12.0, 11.79)","(10.0, 12.5, 12.185714285714285)","(5.0, 5.8, 5.625)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:09.882872,"(16.0, 28.0, 26.90909090909091)","(2.3, 2.62, 2.6107692307692307)","(21.0, 44.0, 39.55555555555556)","(4.4, 5.2, 5.174545454545455)","(6.0, 12.0, 11.764705882352942)","(10.0, 12.5, 12.185714285714285)","(5.0, 5.8, 5.625)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:10.950075,"(16.0, 28.0, 26.90909090909091)","(2.3, 2.62, 2.6107692307692307)","(21.0, 44.0, 39.55555555555556)","(4.4, 5.2, 5.174545454545455)","(6.0, 12.0, 11.777777777777779)","(10.0, 12.5, 12.185714285714285)","(5.0, 5.8, 5.588235294117647)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:11.949741,"(16.0, 28.0, 26.90909090909091)","(2.3, 2.62, 2.6107692307692307)","(21.0, 44.0, 39.55555555555556)","(4.4, 5.1, 5.051612903225807)","(6.0, 12.0, 11.777777777777779)","(10.0, 12.5, 12.185714285714285)","(5.0, 5.8, 5.588235294117647)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:13.021916,"(16.0, 28.0, 26.90909090909091)","(2.3, 2.66, 2.6163636363636367)","(21.0, 44.0, 39.55555555555556)","(4.4, 5.1, 5.023333333333333)","(6.0, 12.0, 11.777777777777779)","(10.0, 12.5, 12.209677419354838)","(5.0, 5.8, 5.65)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:14.219188,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 42.57142857142857)","(4.4, 5.1, 5.09375)","(6.0, 12.0, 11.777777777777779)","(10.0, 12.5, 12.209677419354838)","(5.0, 5.7, 5.65)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:15.417458,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 42.57142857142857)","(4.4, 5.1, 5.075238095238095)","(6.0, 12.0, 11.368421052631579)","(10.0, 12.5, 12.30952380952381)","(5.0, 5.7, 5.683333333333334)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:16.561985,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 42.57142857142857)","(4.4, 5.1, 5.075238095238095)","(6.0, 12.0, 11.368421052631579)","(10.0, 12.5, 12.40625)","(5.0, 5.7, 5.683333333333334)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:17.740550,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 42.57142857142857)","(4.4, 5.1, 5.075238095238095)","(6.0, 12.0, 11.368421052631579)","(10.0, 12.5, 12.40625)","(5.0, 5.7, 5.683333333333334)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:18.794370,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 42.57142857142857)","(4.4, 5.1, 5.089690721649484)","(6.0, 12.0, 11.368421052631579)","(10.0, 12.5, 12.40625)","(5.0, 5.7, 5.6625000000000005)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:19.909025,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 41.5)","(4.4, 5.1, 5.089690721649484)","(6.0, 12.0, 11.368421052631579)","(10.0, 12.5, 12.40625)","(5.0, 5.7, 5.625)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:20.973866,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 41.5)","(4.4, 5.1, 5.089690721649484)","(6.0, 12.0, 11.368421052631579)","(10.0, 12.5, 12.608695652173912)","(5.0, 5.7, 5.625)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:22.032762,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 41.5)","(4.4, 5.1, 5.089690721649484)","(6.0, 12.0, 11.368421052631579)","(10.0, 13.0, 12.71875)","(5.0, 5.7, 5.625)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:23.112617,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 41.5)","(4.4, 5.1, 5.089690721649484)","(6.0, 12.0, 11.368421052631579)","(10.0, 13.0, 12.666666666666666)","(5.0, 5.7, 5.625)","(61.0, 130.0, 128.33333333333334)"
11-01-2023 11:58:24.232110,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 41.5)","(4.4, 5.1, 5.089690721649484)","(6.0, 12.0, 11.368421052631579)","(10.0, 13.0, 12.666666666666666)","(5.0, 5.7, 5.625)","(61.0, 130.0, 146.0)"
11-01-2023 11:58:25.340184,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 43.89473684210526)","(4.4, 5.1, 5.084)","(6.0, 12.0, 11.368421052631579)","(10.0, 13.0, 12.666666666666666)","(5.0, 5.7, 5.625)","(61.0, 170.0, 147.14285714285714)"
11-01-2023 11:58:26.482263,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 43.89473684210526)","(4.4, 5.1, 5.084)","(6.0, 12.0, 11.368421052631579)","(10.0, 13.0, 12.666666666666666)","(5.0, 5.7, 5.625)","(61.0, 170.0, 147.14285714285714)"
11-01-2023 11:58:27.531621,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 43.89473684210526)","(4.4, 5.1, 5.084)","(6.0, 12.0, 11.368421052631579)","(10.0, 13.0, 12.666666666666666)","(5.0, 5.7, 5.625)","(61.0, 170.0, 156.66666666666666)"
11-01-2023 11:58:28.592058,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 43.888888888888886)","(4.4, 5.1, 5.084)","(6.0, 12.0, 11.368421052631579)","(10.0, 13.0, 12.666666666666666)","(5.0, 5.7, 5.625)","(61.0, 170.0, 156.66666666666666)"
11-01-2023 11:58:29.673292,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 43.75)","(4.4, 5.1, 5.093684210526315)","(6.0, 12.0, 11.368421052631579)","(10.0, 13.0, 12.666666666666666)","(5.0, 5.7, 5.676923076923077)","(61.0, 170.0, 159.0909090909091)"
11-01-2023 11:58:30.753641,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 41.5)","(4.4, 5.1, 5.093684210526315)","(6.0, 12.0, 11.52)","(10.0, 13.0, 12.666666666666666)","(5.0, 5.7, 5.48)","(61.0, 170.0, 147.5)"
11-01-2023 11:58:31.837938,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6107692307692307)","(21.0, 44.0, 42.57142857142857)","(4.4, 5.1, 5.093684210526315)","(6.0, 12.0, 11.8)","(10.0, 13.0, 12.666666666666666)","(5.0, 5.7, 5.498181818181818)","(61.0, 170.0, 147.5)"
11-01-2023 11:58:33.196228,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6208695652173915)","(21.0, 44.0, 37.75)","(4.4, 5.1, 5.093684210526315)","(6.0, 12.0, 11.8)","(10.0, 13.0, 12.666666666666666)","(5.0, 5.7, 5.498181818181818)","(61.0, 170.0, 147.5)"
11-01-2023 11:58:34.329143,"(16.0, 28.0, 27.0)","(2.3, 2.64, 2.6208695652173915)","(21.0, 44.0, 37.75)","(4.4, 5.1, 5.093684210526315)","(6.0, 12.0, 11.8)","(10.0, 13.0, 12.73076923076923)","(5.0, 5.7, 5.472727272727273)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:35.416047,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6433333333333335)","(21.0, 44.0, 37.75)","(4.4, 5.1, 5.093684210526315)","(6.0, 11.5, 11.40625)","(10.0, 13.0, 12.772727272727273)","(5.0, 5.5, 5.472727272727273)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:36.527324,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6433333333333335)","(21.0, 44.0, 37.75)","(4.4, 5.1, 5.093684210526315)","(6.0, 11.5, 11.40625)","(10.0, 13.0, 12.772727272727273)","(5.0, 5.5, 5.472727272727273)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:37.636182,"(16.0, 28.0, 27.0)","(2.3, 2.66, 2.6433333333333335)","(21.0, 44.0, 37.75)","(4.4, 5.1, 5.093684210526315)","(6.0, 11.5, 11.8125)","(10.0, 13.0, 12.73076923076923)","(5.0, 5.5, 5.438095238095238)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:38.706090,"(16.0, 28.0, 27.0)","(2.3, 2.64, 2.6331428571428575)","(21.0, 44.0, 37.75)","(4.4, 5.1, 5.093684210526315)","(6.0, 12.0, 12.125)","(10.0, 13.0, 12.73076923076923)","(5.0, 5.5, 5.41875)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:39.855843,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.64, 2.6331428571428575)","(21.0, 44.0, 37.75)","(4.4, 5.1, 5.093684210526315)","(6.0, 12.5, 12.362068965517242)","(10.0, 13.0, 12.73076923076923)","(5.0, 5.5, 5.443478260869566)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:40.894052,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.62, 2.6058823529411765)","(21.0, 44.0, 37.75)","(4.4, 5.1, 5.093684210526315)","(6.0, 12.5, 12.289473684210526)","(10.0, 13.0, 12.73076923076923)","(5.0, 5.5, 5.443478260869566)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:42.021774,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.62, 2.6058823529411765)","(21.0, 44.0, 37.75)","(4.4, 5.1, 5.093684210526315)","(6.0, 12.5, 12.25)","(10.0, 13.0, 12.73076923076923)","(5.0, 5.5, 5.443478260869566)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:43.314832,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.62, 2.602439024390244)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.1, 5.147126436781609)","(6.0, 12.5, 12.289473684210526)","(10.0, 13.0, 12.73076923076923)","(5.0, 5.5, 5.443478260869566)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:44.478776,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.6, 2.584347826086957)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.2, 5.147126436781609)","(6.0, 12.5, 12.289473684210526)","(10.0, 13.0, 12.73076923076923)","(5.0, 5.5, 5.443478260869566)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:45.540828,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.6, 2.584347826086957)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.2, 5.173684210526316)","(6.0, 12.0, 11.863636363636363)","(10.0, 13.0, 12.73076923076923)","(5.0, 5.5, 5.455555555555556)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:46.592892,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.6, 2.5944615384615384)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.2, 5.173684210526316)","(6.0, 12.5, 12.227272727272727)","(10.0, 13.0, 12.73076923076923)","(5.0, 5.5, 5.455555555555556)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:47.679467,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.62, 2.601538461538462)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.2, 5.142424242424243)","(6.0, 12.0, 11.833333333333334)","(10.0, 13.0, 12.73076923076923)","(5.0, 5.5, 5.455555555555556)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:48.748031,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.66, 2.626666666666667)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.2, 5.15421686746988)","(6.0, 12.0, 11.833333333333334)","(10.0, 13.0, 12.73076923076923)","(5.0, 5.5, 5.455555555555556)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:49.778381,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.64, 2.62)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.1, 5.063953488372093)","(6.0, 12.0, 11.651162790697674)","(10.0, 13.0, 12.73076923076923)","(5.0, 5.5, 5.475)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:50.949130,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.64, 2.62)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.1, 5.075342465753424)","(6.0, 12.0, 11.651162790697674)","(10.0, 13.5, 13.136363636363637)","(5.0, 5.5, 5.484210526315789)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:52.031947,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.66, 2.63)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.1, 5.075342465753424)","(6.0, 12.0, 11.651162790697674)","(10.0, 13.5, 13.136363636363637)","(5.0, 5.5, 5.484210526315789)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:53.199043,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.62, 2.581061946902655)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.1, 5.075342465753424)","(6.0, 12.0, 11.659090909090908)","(10.0, 13.5, 13.357142857142858)","(5.0, 5.5, 5.484210526315789)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:54.282076,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.6, 2.5846153846153848)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.1, 5.075342465753424)","(6.0, 12.0, 11.659090909090908)","(10.0, 13.5, 13.357142857142858)","(5.0, 5.5, 5.485)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:55.347188,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.6, 2.5846153846153848)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.2, 5.148648648648649)","(6.0, 11.5, 11.43939393939394)","(10.0, 14.0, 13.78125)","(5.0, 5.5, 5.485)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:56.416710,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.6, 2.5875)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.2, 5.141025641025641)","(6.0, 11.5, 11.43939393939394)","(10.0, 14.0, 13.714285714285714)","(5.0, 5.5, 5.469230769230769)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:57.487543,"(16.0, 28.0, 27.166666666666668)","(2.3, 2.6, 2.5875)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.2, 5.141025641025641)","(6.0, 11.5, 11.43939393939394)","(10.0, 14.0, 13.714285714285714)","(5.0, 5.5, 5.469230769230769)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:58.513536,"(16.0, 28.0, 26.333333333333332)","(2.3, 2.6, 2.5875)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.2, 5.141025641025641)","(6.0, 11.5, 11.43939393939394)","(10.0, 14.0, 13.615384615384615)","(5.0, 5.5, 5.466666666666667)","(61.0, 170.0, 150.0)"
11-01-2023 11:58:59.599725,"(16.0, 28.0, 26.2)","(2.3, 2.62, 2.584516129032258)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.2, 5.170588235294118)","(6.0, 11.5, 11.43939393939394)","(10.0, 14.0, 13.615384615384615)","(5.0, 5.5, 5.461904761904762)","(61.0, 170.0, 150.0)"
11-01-2023 11:59:00.833305,"(16.0, 28.0, 26.2)","(2.3, 2.62, 2.584516129032258)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.2, 5.170588235294118)","(6.0, 11.5, 11.43939393939394)","(10.0, 14.0, 13.615384615384615)","(5.0, 5.5, 5.461904761904762)","(61.0, 170.0, 150.0)"
11-01-2023 11:59:01.844893,"(16.0, 28.0, 26.2)","(2.3, 2.62, 2.584516129032258)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.2, 5.170588235294118)","(6.0, 11.5, 11.38888888888889)","(10.0, 14.0, 13.615384615384615)","(5.0, 5.5, 5.469230769230769)","(61.0, 170.0, 150.0)"
11-01-2023 11:59:02.928762,"(16.0, 28.0, 26.2)","(2.3, 2.58, 2.5753846153846154)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.3, 5.191428571428571)","(6.0, 11.5, 11.428571428571429)","(10.0, 14.0, 13.814814814814815)","(5.0, 5.5, 5.294871794871795)","(61.0, 170.0, 150.0)"
11-01-2023 11:59:04.016945,"(16.0, 28.0, 26.166666666666668)","(2.3, 2.6, 2.591044776119403)","(21.0, 42.0, 40.666666666666664)","(4.4, 5.3, 5.282242990654206)","(6.0, 11.5, 11.866071428571429)","(10.0, 14.0, 13.857142857142858)","(5.0, 5.3, 5.2125)","(61.0, 170.0, 156.66666666666666)"
11-01-2023 11:59:05.109594,"(16.0, 28.0, 27.743589743589745)","(2.3, 2.58, 2.5753846153846154)","(21.0, 42.0, 41.73913043478261)","(4.4, 5.3, 5.299038461538461)","(6.0, 12.0, 11.472826086956522)","(10.0, 14.5, 13.666666666666666)","(5.0, 5.3, 5.280555555555555)","(61.0, 170.0, 151.8181818181818)"
11-01-2023 11:59:06.182142,"(16.0, 28.0, 27.87878787878788)","(2.3, 2.58, 2.5786046511627907)","(21.0, 42.0, 41.76923076923077)","(4.4, 5.3, 5.299038461538461)","(6.0, 11.5, 11.43956043956044)","(10.0, 14.5, 13.666666666666666)","(5.0, 5.3, 5.280555555555555)","(61.0, 170.0, 151.11111111111111)"
11-01-2023 11:59:07.213967,"(16.0, 28.0, 27.90625)","(2.3, 2.6, 2.5884444444444443)","(21.0, 42.0, 41.76923076923077)","(4.4, 5.3, 5.299038461538461)","(6.0, 11.5, 11.470588235294118)","(10.0, 14.5, 14.0)","(5.0, 5.3, 5.2957446808510635)","(61.0, 160.0, 141.53846153846155)"
11-01-2023 11:59:08.290660,"(16.0, 28.0, 27.90625)","(2.3, 2.58, 2.575609756097561)","(21.0, 42.0, 41.76923076923077)","(4.4, 5.3, 5.299038461538461)","(6.0, 11.5, 11.470588235294118)","(10.0, 14.5, 14.0)","(5.0, 5.3, 5.2957446808510635)","(61.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:09.319521,"(16.0, 28.0, 27.90625)","(2.3, 2.58, 2.575609756097561)","(21.0, 42.0, 41.73913043478261)","(4.4, 5.3, 5.305102040816327)","(6.0, 11.5, 11.470588235294118)","(10.0, 14.5, 14.0)","(5.0, 5.3, 5.293)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:10.338633,"(16.0, 29.0, 28.65714285714286)","(2.3, 2.58, 2.575609756097561)","(21.0, 46.0, 45.565217391304344)","(4.4, 5.4, 5.305102040816327)","(6.0, 11.5, 11.470588235294118)","(10.0, 14.5, 14.0)","(5.0, 5.3, 5.293)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:11.394575,"(16.0, 29.0, 28.65714285714286)","(2.3, 2.6, 2.5965714285714285)","(21.0, 46.0, 43.85714285714286)","(4.4, 5.4, 5.284166666666667)","(6.0, 11.5, 11.470588235294118)","(10.0, 14.5, 14.0)","(5.0, 5.3, 5.291919191919192)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:12.455607,"(16.0, 29.0, 28.48717948717949)","(2.3, 2.6, 2.5965714285714285)","(21.0, 46.0, 43.85714285714286)","(4.4, 5.3, 5.284166666666667)","(6.0, 11.5, 11.470588235294118)","(10.0, 14.5, 14.0)","(5.0, 5.3, 5.292079207920792)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:13.650396,"(16.0, 29.0, 28.65714285714286)","(2.3, 2.6, 2.595555555555556)","(21.0, 46.0, 43.85714285714286)","(4.4, 5.3, 5.284166666666667)","(6.0, 11.5, 11.838709677419354)","(10.0, 14.5, 14.0)","(5.0, 5.3, 5.274647887323944)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:14.771342,"(16.0, 29.0, 28.65714285714286)","(2.3, 2.6, 2.595555555555556)","(21.0, 46.0, 43.85714285714286)","(4.4, 5.3, 5.284166666666667)","(6.0, 12.0, 11.653846153846153)","(10.0, 14.5, 14.0)","(5.0, 5.3, 5.072727272727272)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:15.813678,"(16.0, 29.0, 28.65714285714286)","(2.3, 2.6, 2.595555555555556)","(21.0, 46.0, 43.85714285714286)","(4.4, 5.4, 5.304123711340207)","(6.0, 12.0, 11.653846153846153)","(10.0, 14.5, 14.25)","(5.0, 5.1, 4.881632653061224)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:16.890954,"(16.0, 30.0, 29.485714285714288)","(2.3, 2.6, 2.595)","(21.0, 46.0, 43.85714285714286)","(4.4, 5.4, 5.282304526748971)","(6.0, 12.0, 11.840425531914894)","(10.0, 15.5, 14.375)","(5.0, 5.0, 4.890566037735849)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:18.059033,"(16.0, 30.0, 29.23076923076923)","(2.25, 2.6, 2.595)","(21.0, 46.0, 43.85714285714286)","(4.4, 5.4, 5.282304526748971)","(6.0, 12.0, 11.840425531914894)","(10.0, 15.5, 14.375)","(5.0, 5.0, 4.95483870967742)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:19.383200,"(16.0, 30.0, 29.23076923076923)","(2.25, 2.6, 2.595)","(21.0, 46.0, 43.85714285714286)","(4.4, 5.4, 5.284848484848485)","(6.0, 12.0, 11.709677419354838)","(10.0, 15.5, 14.375)","(5.0, 5.0, 5.071428571428572)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:20.535754,"(16.0, 30.0, 29.23076923076923)","(2.25, 2.62, 2.606666666666667)","(21.0, 46.0, 43.85714285714286)","(4.4, 5.3, 5.284848484848485)","(6.0, 12.0, 11.810526315789474)","(10.0, 15.5, 14.375)","(5.0, 5.2, 5.05)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:21.674383,"(16.0, 30.0, 29.23076923076923)","(2.25, 2.64, 2.625)","(21.0, 46.0, 43.85714285714286)","(4.4, 5.3, 5.284848484848485)","(6.0, 12.0, 11.83695652173913)","(10.0, 15.5, 14.375)","(5.0, 5.1, 5.0375)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:22.798016,"(16.0, 30.0, 29.23076923076923)","(2.25, 2.64, 2.6342857142857143)","(21.0, 46.0, 43.85714285714286)","(4.4, 5.3, 5.284848484848485)","(6.0, 12.0, 11.83695652173913)","(10.0, 15.5, 14.375)","(5.0, 5.1, 4.976190476190476)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:23.871669,"(16.0, 30.0, 29.23076923076923)","(2.25, 2.64, 2.6376)","(21.0, 46.0, 43.85714285714286)","(4.4, 5.3, 5.284848484848485)","(6.0, 12.0, 11.810526315789474)","(10.0, 15.5, 14.642857142857142)","(5.0, 5.0, 4.983333333333333)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:24.941180,"(16.0, 30.0, 29.23076923076923)","(2.25, 2.68, 2.6753846153846155)","(21.0, 46.0, 43.85714285714286)","(4.4, 5.2, 5.117391304347826)","(6.0, 12.0, 11.810526315789474)","(10.0, 15.5, 14.642857142857142)","(5.0, 5.0, 4.974418604651163)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:25.948724,"(16.0, 30.0, 29.23076923076923)","(2.25, 2.72, 2.6900000000000004)","(21.0, 46.0, 45.16666666666667)","(4.4, 5.2, 5.167241379310345)","(6.0, 12.0, 11.810526315789474)","(10.0, 15.5, 14.642857142857142)","(5.0, 5.1, 4.969565217391304)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:27.016079,"(16.0, 30.0, 29.23076923076923)","(2.25, 2.72, 2.6900000000000004)","(21.0, 46.0, 45.16666666666667)","(4.4, 5.0, 4.9698529411764705)","(6.0, 12.0, 11.810526315789474)","(10.0, 15.5, 14.642857142857142)","(5.0, 5.0, 4.9941176470588236)","(71.0, 160.0, 145.45454545454544)"
11-01-2023 11:59:28.139464,"(16.0, 30.0, 26.571428571428573)","(2.25, 2.74, 2.6900000000000004)","(21.0, 46.0, 42.57142857142857)","(4.4, 5.0, 4.970921985815603)","(6.0, 11.5, 11.0625)","(10.0, 15.5, 14.642857142857142)","(5.0, 5.1, 5.016923076923077)","(71.0, 160.0, 145.45454545454544)"
