,Denis The Menace,Kinimakatka,Artificial Blue,Lektra Flying,Nash Bale,Rose Danae,Speedy Mouse,Jayville Menace
04-01-2023 16:09:50.060189,"(5.5, 8.8, 8.5)","(5.0, 7.0, 6.925)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.3, 5.166666666666667)","(5.5, 9.6, 8.933333333333334)","(31.0, 40.0, 35.1875)","(9.0, 13.0, 11.307692307692308)","(3.0, 3.5, 3.38)"
04-01-2023 16:09:51.116061,"(5.5, 8.8, 8.5)","(5.0, 7.0, 6.775)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.3, 5.25)","(5.5, 9.6, 9.133333333333335)","(31.0, 36.0, 34.6875)","(9.0, 13.0, 11.307692307692308)","(3.0, 3.4, 3.344444444444444)"
04-01-2023 16:09:52.138927,"(5.5, 8.8, 8.5)","(5.0, 7.0, 6.894117647058824)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.3, 5.25)","(5.5, 9.8, 8.971428571428572)","(31.0, 36.0, 34.6875)","(9.0, 13.0, 11.307692307692308)","(3.0, 3.4, 3.344444444444444)"
04-01-2023 16:09:53.311965,"(5.5, 8.8, 8.5)","(5.0, 7.0, 6.871428571428572)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.3, 5.25)","(5.5, 9.4, 8.9)","(31.0, 36.0, 32.791666666666664)","(9.0, 13.0, 11.307692307692308)","(3.0, 3.4, 3.344444444444444)"
04-01-2023 16:09:54.458265,"(5.5, 8.8, 8.5)","(5.0, 7.0, 6.905263157894737)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.3, 5.25)","(5.5, 9.4, 8.9)","(31.0, 36.0, 32.791666666666664)","(9.0, 13.0, 11.307692307692308)","(3.0, 3.4, 3.344444444444444)"
04-01-2023 16:09:55.552649,"(5.5, 8.8, 8.5)","(5.0, 7.0, 6.905263157894737)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.3, 5.25)","(5.5, 9.4, 8.9)","(31.0, 36.0, 32.791666666666664)","(9.0, 13.0, 11.307692307692308)","(3.0, 3.4, 3.42)"
04-01-2023 16:09:56.721797,"(5.5, 8.8, 8.5)","(5.0, 7.0, 6.905263157894737)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.3, 5.46)","(5.5, 9.4, 8.9)","(31.0, 36.0, 32.791666666666664)","(9.0, 13.0, 11.307692307692308)","(3.0, 3.45, 3.38)"
04-01-2023 16:09:57.875328,"(5.5, 8.8, 8.5)","(5.0, 7.0, 6.85)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.5, 5.5)","(5.5, 9.4, 8.9)","(31.0, 36.0, 31.94736842105263)","(9.0, 13.0, 11.307692307692308)","(3.0, 3.5, 3.38)"
04-01-2023 16:09:58.991822,"(5.5, 8.8, 8.5)","(5.0, 7.0, 6.85)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.6, 5.5)","(5.5, 9.4, 8.9)","(31.0, 36.0, 31.94736842105263)","(9.0, 13.0, 11.307692307692308)","(3.0, 3.5, 3.3615384615384616)"
04-01-2023 16:10:00.045566,"(5.5, 8.8, 8.5)","(5.0, 7.0, 6.85)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.6, 5.5)","(5.5, 9.2, 9.023529411764706)","(31.0, 36.0, 31.94736842105263)","(9.0, 13.0, 11.307692307692308)","(3.0, 3.5, 3.2954545454545454)"
04-01-2023 16:10:01.178212,"(5.5, 8.8, 8.5)","(5.0, 7.0, 6.85)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.6, 5.542857142857143)","(5.5, 9.2, 9.0)","(31.0, 36.0, 30.944444444444443)","(9.0, 13.0, 11.222222222222221)","(3.0, 3.5, 3.359375)"
04-01-2023 16:10:02.369298,"(5.5, 8.8, 8.666666666666668)","(5.0, 7.0, 6.788235294117647)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.6, 5.5)","(5.5, 9.2, 9.057142857142857)","(31.0, 36.0, 31.94736842105263)","(9.0, 13.0, 11.222222222222221)","(3.0, 3.5, 3.3318181818181816)"
04-01-2023 16:10:03.474742,"(5.5, 8.8, 8.56)","(5.0, 7.0, 6.955555555555556)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.6, 5.266666666666667)","(5.5, 9.2, 8.977777777777778)","(31.0, 36.0, 31.285714285714285)","(9.0, 13.0, 11.222222222222221)","(3.0, 3.4, 3.3423076923076924)"
04-01-2023 16:10:04.691437,"(5.5, 8.8, 8.56)","(5.0, 7.0, 6.966666666666667)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.6, 5.523076923076923)","(5.5, 9.2, 8.977777777777778)","(31.0, 36.0, 31.285714285714285)","(9.0, 13.0, 11.222222222222221)","(3.0, 3.4, 3.3583333333333334)"
04-01-2023 16:10:05.839663,"(5.5, 8.8, 8.68)","(5.0, 7.0, 6.966666666666667)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.6, 5.335714285714286)","(5.5, 9.2, 9.185714285714287)","(31.0, 36.0, 31.285714285714285)","(9.0, 13.0, 11.222222222222221)","(3.0, 3.4, 3.3583333333333334)"
04-01-2023 16:10:07.056531,"(5.5, 8.8, 8.56)","(5.0, 7.0, 7.014285714285714)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.4, 5.25)","(5.5, 9.4, 9.01818181818182)","(31.0, 36.0, 31.285714285714285)","(9.0, 13.0, 11.222222222222221)","(3.0, 3.4, 3.3583333333333334)"
04-01-2023 16:10:08.268427,"(5.5, 9.2, 8.685714285714285)","(5.0, 7.4, 7.014285714285714)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.3, 5.275)","(5.5, 9.4, 9.066666666666666)","(31.0, 36.0, 31.285714285714285)","(9.0, 13.0, 11.222222222222221)","(3.0, 3.4, 3.3222222222222224)"
04-01-2023 16:10:09.424864,"(5.5, 9.2, 8.666666666666666)","(5.0, 7.4, 6.9875)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.3, 5.2)","(5.5, 9.4, 9.185714285714287)","(31.0, 36.0, 31.285714285714285)","(9.0, 13.0, 11.222222222222221)","(3.0, 3.35, 3.3222222222222224)"
04-01-2023 16:10:10.501043,"(5.5, 9.2, 8.685714285714285)","(5.0, 7.4, 6.9875)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.3, 5.2)","(5.5, 9.4, 9.185714285714287)","(31.0, 36.0, 31.285714285714285)","(9.0, 13.0, 11.222222222222221)","(3.0, 3.35, 3.3222222222222224)"
04-01-2023 16:10:11.616013,"(5.5, 9.2, 8.685714285714285)","(5.0, 7.4, 7.25)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.3, 5.033333333333333)","(5.5, 9.4, 9.066666666666666)","(31.0, 36.0, 31.285714285714285)","(9.0, 13.0, 11.222222222222221)","(3.0, 3.35, 3.3222222222222224)"
04-01-2023 16:10:12.765269,"(5.5, 9.2, 8.685714285714285)","(5.0, 7.4, 7.25)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.3, 5.033333333333333)","(5.5, 9.4, 9.057142857142857)","(31.0, 36.0, 31.285714285714285)","(9.0, 13.0, 11.222222222222221)","(3.0, 3.35, 3.3222222222222224)"
04-01-2023 16:10:13.770401,"(5.5, 9.2, 8.685714285714285)","(5.0, 7.4, 7.153846153846154)","(17.0, 32.0, 28.923076923076923)","(4.8, 5.3, 5.033333333333333)","(5.5, 9.2, 9.057142857142857)","(31.0, 36.0, 31.285714285714285)","(9.0, 13.0, 11.222222222222221)","(3.0, 3.35, 3.3222222222222224)"
04-01-2023 16:10:14.945995,"(5.5, 9.2, 8.685714285714285)","(5.0, 7.4, 7.25)","(17.0, 32.0, 29.647058823529413)","(4.8, 5.3, 5.033333333333333)","(5.5, 9.2, 8.977777777777778)","(31.0, 36.0, 31.285714285714285)","(9.0, 13.0, 11.222222222222221)","(3.0, 3.35, 3.435714285714286)"
04-01-2023 16:10:16.062342,"(5.5, 9.2, 8.685714285714285)","(5.0, 7.4, 7.153846153846154)","(17.0, 32.0, 29.647058823529413)","(4.8, 5.3, 5.033333333333333)","(5.5, 9.2, 9.057142857142857)","(31.0, 36.0, 32.333333333333336)","(9.0, 13.0, 11.5)","(3.0, 3.45, 3.3222222222222224)"
04-01-2023 16:10:17.237953,"(5.5, 9.2, 8.685714285714285)","(5.0, 7.4, 7.25)","(17.0, 32.0, 29.647058823529413)","(4.8, 5.3, 5.033333333333333)","(5.5, 9.2, 8.977777777777778)","(31.0, 36.0, 32.333333333333336)","(9.0, 12.5, 11.272727272727273)","(3.0, 3.35, 3.3222222222222224)"
04-01-2023 16:10:18.391432,"(5.5, 9.2, 8.685714285714285)","(5.0, 7.4, 7.25)","(17.0, 32.0, 29.647058823529413)","(4.8, 5.3, 5.033333333333333)","(5.5, 9.2, 8.95)","(31.0, 36.0, 32.333333333333336)","(9.0, 12.5, 11.1875)","(3.0, 3.35, 3.3222222222222224)"
04-01-2023 16:10:19.520988,"(5.5, 9.2, 8.685714285714285)","(5.0, 7.4, 7.153846153846154)","(17.0, 32.0, 29.647058823529413)","(4.8, 5.3, 5.033333333333333)","(5.5, 9.2, 8.8)","(31.0, 36.0, 32.333333333333336)","(9.0, 12.5, 11.1875)","(3.0, 3.35, 3.3222222222222224)"
04-01-2023 16:10:20.588196,"(5.5, 9.2, 8.685714285714285)","(5.0, 7.4, 7.153846153846154)","(18.0, 32.0, 29.647058823529413)","(4.8, 5.3, 5.033333333333333)","(6.0, 9.0, 8.75)","(31.0, 36.0, 32.333333333333336)","(9.0, 12.5, 11.1875)","(2.9, 3.35, 3.3222222222222224)"
04-01-2023 16:10:21.715208,"(5.5, 9.2, 8.685714285714285)","(5.0, 7.4, 7.25)","(18.0, 32.0, 29.647058823529413)","(4.8, 5.3, 5.033333333333333)","(6.0, 9.0, 8.75)","(31.0, 36.0, 32.333333333333336)","(9.0, 12.5, 11.1875)","(2.9, 3.35, 3.3222222222222224)"
04-01-2023 16:10:22.778099,"(5.5, 9.2, 9.049999999999999)","(5.0, 7.4, 7.25)","(18.0, 32.0, 29.647058823529413)","(4.8, 5.3, 5.033333333333333)","(6.0, 9.0, 8.846153846153847)","(31.0, 36.0, 32.333333333333336)","(9.0, 12.5, 11.428571428571429)","(2.9, 3.35, 3.3222222222222224)"
04-01-2023 16:10:23.852998,"(5.5, 9.6, 9.314285714285715)","(5.0, 7.4, 7.086956521739131)","(18.0, 32.0, 26.782608695652172)","(4.8, 5.3, 5.263636363636364)","(6.0, 9.0, 8.666666666666666)","(31.0, 36.0, 31.5)","(9.0, 12.5, 11.2)","(2.9, 3.35, 3.3222222222222224)"
04-01-2023 16:10:25.013661,"(5.5, 9.6, 9.155555555555555)","(5.0, 7.4, 6.77391304347826)","(18.0, 32.0, 26.782608695652172)","(4.8, 5.3, 5.263636363636364)","(6.0, 9.0, 8.73913043478261)","(31.0, 36.0, 31.5)","(9.0, 12.5, 11.136363636363637)","(2.9, 3.35, 3.3321428571428573)"
04-01-2023 16:10:26.144845,"(5.5, 9.6, 9.314285714285715)","(5.0, 7.4, 6.930434782608695)","(18.0, 32.0, 26.782608695652172)","(4.8, 5.3, 5.263636363636364)","(6.0, 9.0, 8.777777777777777)","(31.0, 36.0, 31.5)","(9.0, 12.5, 11.136363636363637)","(2.9, 3.35, 3.3321428571428573)"
04-01-2023 16:10:27.322301,"(5.5, 9.6, 9.418181818181818)","(5.0, 7.4, 6.930434782608695)","(18.0, 32.0, 26.782608695652172)","(4.8, 5.3, 5.263636363636364)","(6.0, 9.0, 8.675)","(31.0, 36.0, 31.5)","(9.0, 12.5, 11.136363636363637)","(2.9, 3.35, 3.3321428571428573)"
04-01-2023 16:10:28.493302,"(5.5, 9.6, 9.333333333333334)","(5.0, 7.4, 6.930434782608695)","(18.0, 32.0, 26.782608695652172)","(4.8, 5.3, 5.2)","(6.0, 8.8, 8.723076923076924)","(31.0, 36.0, 30.75)","(9.0, 12.5, 11.136363636363637)","(2.9, 3.35, 3.335714285714286)"
04-01-2023 16:10:29.736863,"(5.5, 9.6, 9.17142857142857)","(5.0, 7.4, 6.930434782608695)","(18.0, 32.0, 26.782608695652172)","(4.8, 5.3, 5.214285714285714)","(6.0, 8.8, 8.723076923076924)","(31.0, 36.0, 30.75)","(9.0, 12.5, 11.136363636363637)","(2.9, 3.35, 3.335714285714286)"
04-01-2023 16:10:30.972725,"(5.5, 10.5, 9.436363636363636)","(5.0, 7.4, 6.930434782608695)","(18.0, 32.0, 26.782608695652172)","(4.8, 5.3, 5.25)","(6.0, 8.8, 8.723076923076924)","(31.0, 36.0, 30.75)","(9.0, 12.5, 11.136363636363637)","(2.9, 3.35, 3.335714285714286)"
04-01-2023 16:10:32.156204,"(5.5, 10.0, 9.666666666666666)","(5.0, 7.4, 6.714285714285714)","(18.0, 32.0, 26.782608695652172)","(4.8, 5.3, 5.214285714285714)","(6.0, 8.8, 8.688888888888888)","(31.0, 36.0, 30.75)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.335714285714286)"
04-01-2023 16:10:33.248836,"(5.5, 10.0, 9.644444444444444)","(5.0, 7.4, 7.086956521739131)","(18.0, 32.0, 27.36842105263158)","(4.8, 5.3, 5.264705882352941)","(6.0, 8.8, 8.706666666666667)","(31.0, 36.0, 30.692307692307693)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.335714285714286)"
04-01-2023 16:10:34.361515,"(5.5, 10.0, 9.63076923076923)","(5.0, 7.4, 7.086956521739131)","(18.0, 32.0, 27.36842105263158)","(4.8, 5.3, 5.264705882352941)","(6.0, 9.0, 8.514285714285714)","(31.0, 36.0, 30.692307692307693)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.335714285714286)"
04-01-2023 16:10:35.471231,"(5.5, 10.0, 9.733333333333334)","(5.0, 7.4, 7.086956521739131)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.2727272727272725)","(6.0, 8.8, 8.514285714285714)","(31.0, 36.0, 30.692307692307693)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.335714285714286)"
04-01-2023 16:10:36.471666,"(5.5, 10.0, 9.8)","(5.0, 7.4, 7.086956521739131)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.253846153846154)","(6.0, 8.8, 8.55)","(31.0, 36.0, 30.692307692307693)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.4435483870967745)"
04-01-2023 16:10:37.596742,"(5.5, 10.5, 10.316666666666666)","(5.0, 7.4, 7.166666666666667)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.20625)","(6.0, 8.8, 8.55)","(31.0, 36.0, 30.692307692307693)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.45, 3.335714285714286)"
04-01-2023 16:10:38.879612,"(5.5, 10.0, 9.666666666666666)","(5.0, 7.4, 7.057142857142857)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.20625)","(6.0, 8.8, 8.494736842105263)","(31.0, 36.0, 30.692307692307693)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.335714285714286)"
04-01-2023 16:10:40.218855,"(6.0, 10.0, 9.666666666666666)","(5.0, 7.4, 7.057142857142857)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.20625)","(6.0, 8.6, 8.494736842105263)","(31.0, 36.0, 30.692307692307693)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.335714285714286)"
04-01-2023 16:10:41.459820,"(6.0, 10.0, 9.666666666666666)","(5.0, 7.4, 6.976470588235294)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.20625)","(6.0, 8.6, 8.494736842105263)","(31.0, 36.0, 30.75)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.335714285714286)"
04-01-2023 16:10:42.682044,"(6.0, 10.0, 9.833333333333334)","(5.0, 7.4, 6.976470588235294)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.20625)","(6.0, 8.6, 8.39310344827586)","(31.0, 36.0, 30.75)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.335714285714286)"
04-01-2023 16:10:43.986354,"(6.0, 10.0, 9.88888888888889)","(5.0, 7.4, 6.976470588235294)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.20625)","(6.0, 8.6, 8.39310344827586)","(31.0, 36.0, 30.75)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.335714285714286)"
04-01-2023 16:10:45.244074,"(6.0, 10.0, 9.88888888888889)","(5.0, 7.4, 7.11764705882353)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.20625)","(6.0, 8.6, 8.39310344827586)","(31.0, 36.0, 30.75)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.335714285714286)"
04-01-2023 16:10:46.475592,"(6.0, 10.0, 9.88888888888889)","(5.0, 7.4, 7.11764705882353)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.20625)","(6.0, 8.6, 8.288888888888888)","(31.0, 36.0, 30.346153846153847)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.335714285714286)"
04-01-2023 16:10:47.715910,"(6.0, 10.5, 10.15)","(5.0, 7.4, 7.181818181818182)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.20625)","(6.0, 8.4, 8.3)","(31.0, 36.0, 30.346153846153847)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.2357142857142858)"
04-01-2023 16:10:49.012064,"(6.0, 10.5, 10.25)","(5.0, 7.4, 7.181818181818182)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.20625)","(6.0, 8.4, 7.733333333333333)","(31.0, 36.0, 30.346153846153847)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.25, 3.242857142857143)"
04-01-2023 16:10:50.247139,"(6.0, 11.0, 10.25)","(5.0, 7.4, 7.333333333333334)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.173684210526316)","(6.0, 8.4, 7.733333333333333)","(31.0, 36.0, 30.346153846153847)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.2875)"
04-01-2023 16:10:51.261396,"(6.0, 11.0, 10.647058823529411)","(5.0, 7.6, 7.214285714285714)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.173684210526316)","(6.0, 8.4, 7.733333333333333)","(31.0, 36.0, 30.346153846153847)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.35, 3.2583333333333333)"
04-01-2023 16:10:52.431379,"(6.0, 11.0, 10.846153846153847)","(5.0, 7.6, 7.142857142857142)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.20625)","(6.0, 8.4, 8.133333333333333)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.3, 3.2705882352941176)"
04-01-2023 16:10:53.583670,"(6.0, 11.5, 10.970588235294118)","(5.0, 7.6, 7.142857142857142)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.18)","(6.0, 8.4, 7.8999999999999995)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.3, 3.2705882352941176)"
04-01-2023 16:10:54.761662,"(6.0, 10.5, 10.34375)","(5.0, 7.6, 7.142857142857142)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.18)","(6.0, 8.2, 8.058823529411764)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.3, 3.2705882352941176)"
04-01-2023 16:10:55.855081,"(6.0, 10.5, 10.34375)","(5.0, 7.6, 7.142857142857142)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.18)","(6.0, 8.2, 8.058823529411764)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.3, 3.2705882352941176)"
04-01-2023 16:10:56.976252,"(6.0, 10.5, 10.34375)","(5.0, 7.6, 7.142857142857142)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.211764705882353)","(6.0, 8.2, 8.058823529411764)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.3, 3.2285714285714286)"
04-01-2023 16:10:58.142360,"(6.0, 10.5, 10.34375)","(5.0, 7.6, 7.142857142857142)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.20625)","(6.0, 8.2, 8.058823529411764)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.3, 3.229166666666667)"
04-01-2023 16:10:59.296567,"(6.0, 10.5, 10.34375)","(5.0, 7.6, 7.355555555555556)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.173684210526316)","(6.0, 8.2, 8.0)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.25, 3.323529411764706)"
04-01-2023 16:11:00.394355,"(6.0, 11.5, 11.178571428571429)","(5.0, 7.4, 7.333333333333334)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.173684210526316)","(6.0, 8.4, 8.120000000000001)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.5, 3.476923076923077)"
04-01-2023 16:11:01.506682,"(6.0, 10.5, 10.1875)","(5.0, 7.6, 6.973913043478261)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.033333333333333)","(6.0, 8.4, 8.120000000000001)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.5, 3.4749999999999996)"
04-01-2023 16:11:02.545218,"(6.0, 10.5, 10.291666666666666)","(5.0, 7.6, 7.046153846153846)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.033333333333333)","(6.0, 8.4, 8.070588235294117)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.55, 3.4964285714285714)"
04-01-2023 16:11:03.645158,"(6.0, 10.5, 10.38888888888889)","(5.0, 7.6, 6.973913043478261)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.033333333333333)","(6.0, 8.4, 7.933333333333334)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.55, 3.4375)"
04-01-2023 16:11:04.870535,"(6.0, 10.5, 10.25)","(5.0, 7.6, 6.973913043478261)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.033333333333333)","(6.0, 8.4, 8.070588235294117)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.5, 3.4375)"
04-01-2023 16:11:06.155165,"(6.0, 10.5, 10.38888888888889)","(5.0, 7.6, 6.973913043478261)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.033333333333333)","(6.0, 8.4, 8.033333333333333)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.5, 3.4375)"
04-01-2023 16:11:07.444375,"(6.0, 10.5, 10.433333333333334)","(5.0, 7.6, 7.130434782608695)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.033333333333333)","(6.0, 8.2, 7.8999999999999995)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.5, 3.4375)"
04-01-2023 16:11:08.826073,"(6.0, 10.5, 10.36111111111111)","(5.0, 7.6, 7.130434782608695)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.033333333333333)","(6.0, 8.2, 8.088888888888889)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.5, 3.4375)"
04-01-2023 16:11:10.054512,"(6.0, 10.5, 10.36111111111111)","(5.0, 7.6, 7.168)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.033333333333333)","(6.0, 8.2, 8.104761904761904)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.5, 3.492857142857143)"
04-01-2023 16:11:11.233227,"(6.0, 10.5, 10.36111111111111)","(5.0, 7.6, 7.168)","(18.0, 32.0, 27.2)","(4.8, 5.3, 5.033333333333333)","(6.0, 8.2, 8.104761904761904)","(31.0, 36.0, 31.1)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.55, 3.453125)"
04-01-2023 16:11:12.427279,"(6.0, 10.5, 10.36111111111111)","(5.0, 7.6, 7.04)","(18.0, 32.0, 26.133333333333333)","(4.8, 5.3, 5.033333333333333)","(6.0, 8.2, 8.333333333333334)","(31.0, 36.0, 30.346153846153847)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.5, 3.453125)"
04-01-2023 16:11:13.515736,"(6.0, 10.5, 10.410714285714286)","(5.0, 7.6, 7.04)","(18.0, 32.0, 26.133333333333333)","(4.8, 5.3, 5.2)","(6.0, 8.4, 8.104761904761904)","(31.0, 36.0, 30.435897435897434)","(9.0, 12.5, 12.105263157894736)","(2.9, 3.5, 3.453125)"
04-01-2023 16:11:14.768479,"(6.0, 11.5, 11.277777777777779)","(5.0, 7.6, 7.264516129032258)","(18.0, 32.0, 26.133333333333333)","(4.8, 5.3, 5.2)","(6.0, 8.2, 8.104761904761904)","(31.0, 36.0, 30.435897435897434)","(9.0, 12.5, 11.976744186046512)","(2.9, 3.5, 3.4711538461538463)"
04-01-2023 16:11:16.033905,"(6.0, 10.5, 10.410714285714286)","(5.0, 7.6, 7.264516129032258)","(18.0, 32.0, 26.133333333333333)","(4.8, 5.3, 5.2)","(6.0, 8.2, 8.104761904761904)","(31.0, 36.0, 30.435897435897434)","(9.0, 12.5, 11.976744186046512)","(2.9, 3.5, 3.4711538461538463)"
04-01-2023 16:11:17.179437,"(6.0, 10.5, 10.410714285714286)","(5.0, 7.6, 7.264516129032258)","(18.0, 32.0, 26.133333333333333)","(4.8, 5.3, 5.2)","(6.0, 8.2, 8.104761904761904)","(31.0, 36.0, 29.466666666666665)","(9.0, 12.5, 11.976744186046512)","(2.9, 3.5, 3.532608695652174)"
04-01-2023 16:11:18.354068,"(6.0, 10.5, 10.410714285714286)","(5.0, 7.6, 7.264516129032258)","(18.0, 32.0, 26.133333333333333)","(4.8, 5.3, 5.1)","(6.0, 8.2, 8.104761904761904)","(31.0, 36.0, 29.466666666666665)","(9.0, 12.5, 11.976744186046512)","(2.9, 3.55, 3.4711538461538463)"
04-01-2023 16:11:19.537033,"(6.0, 10.5, 10.410714285714286)","(5.0, 7.6, 7.264516129032258)","(18.0, 32.0, 26.133333333333333)","(4.8, 5.3, 5.158823529411765)","(6.0, 8.2, 8.104761904761904)","(31.0, 36.0, 29.28767123287671)","(9.0, 12.5, 11.976744186046512)","(2.9, 3.5, 3.4711538461538463)"
04-01-2023 16:11:20.692619,"(6.0, 10.5, 10.410714285714286)","(5.0, 7.6, 7.042857142857143)","(18.0, 32.0, 26.133333333333333)","(4.8, 5.3, 5.1)","(6.0, 8.2, 8.104761904761904)","(31.0, 36.0, 29.28767123287671)","(9.0, 12.5, 11.976744186046512)","(2.9, 3.5, 3.4711538461538463)"
04-01-2023 16:11:21.886847,"(6.0, 10.5, 10.410714285714286)","(5.0, 7.6, 7.264516129032258)","(18.0, 32.0, 26.133333333333333)","(4.8, 5.3, 5.158823529411765)","(6.0, 8.2, 8.104761904761904)","(31.0, 36.0, 29.28767123287671)","(9.0, 12.5, 11.976744186046512)","(2.9, 3.5, 3.4711538461538463)"
04-01-2023 16:11:23.176055,"(6.0, 10.5, 10.410714285714286)","(5.0, 7.6, 7.264516129032258)","(18.0, 32.0, 26.133333333333333)","(4.8, 5.3, 5.158823529411765)","(6.0, 8.2, 8.104761904761904)","(31.0, 36.0, 30.509803921568626)","(9.0, 12.5, 11.976744186046512)","(2.9, 3.5, 3.4711538461538463)"
