,Jayville Mac,Typhoon Missile,Orford Bale,Alvarez Bale,Groomsman,Son Of Brock,Was A Soldier,Chasing Boyd
04-01-2023 13:17:09.724946,"(5.5, 8.8, 7.333333333333334)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.475)","(17.0, 40.0, 27.88888888888889)","(2.8, 4.8, 3.3)","(10.0, 22.0, 15.666666666666666)","(6.0, 10.5, 6.75)"
04-01-2023 13:17:10.941747,"(5.5, 8.8, 6.24)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.475)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.8, 3.3)","(10.0, 22.0, 15.666666666666666)","(6.0, 10.5, 6.75)"
04-01-2023 13:17:12.123910,"(5.5, 8.8, 6.24)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.475)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.8, 3.3)","(10.0, 22.0, 15.666666666666666)","(6.0, 10.5, 6.75)"
04-01-2023 13:17:13.219011,"(5.5, 8.8, 6.24)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.475)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.8, 3.425)","(10.0, 22.0, 15.666666666666666)","(6.0, 10.5, 8.5)"
04-01-2023 13:17:14.269000,"(5.5, 8.8, 6.24)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.938235294117647)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.8, 3.3049999999999997)","(10.0, 22.0, 19.42857142857143)","(6.0, 11.0, 6.75)"
04-01-2023 13:17:15.491942,"(5.5, 8.8, 7.846153846153847)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.964705882352941)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.7, 3.290909090909091)","(10.0, 22.0, 16.333333333333332)","(6.0, 10.5, 6.75)"
04-01-2023 13:17:16.633963,"(5.5, 8.8, 6.4)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.964705882352941)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.7, 3.290909090909091)","(10.0, 22.0, 16.333333333333332)","(6.0, 10.5, 6.75)"
04-01-2023 13:17:17.695221,"(5.5, 8.8, 6.4)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.565)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.7, 3.290909090909091)","(10.0, 22.0, 16.333333333333332)","(6.0, 10.5, 6.75)"
04-01-2023 13:17:18.799863,"(5.5, 8.8, 6.4)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.565)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.7, 3.290909090909091)","(10.0, 22.0, 16.333333333333332)","(6.0, 10.5, 6.75)"
04-01-2023 13:17:19.831484,"(5.5, 8.8, 6.4)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.565)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.7, 3.290909090909091)","(10.0, 22.0, 16.333333333333332)","(6.0, 10.5, 6.75)"
04-01-2023 13:17:20.849045,"(5.5, 8.8, 6.4)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.9911764705882353)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.7, 3.295)","(10.0, 22.0, 19.714285714285715)","(6.0, 10.5, 6.75)"
04-01-2023 13:17:21.979095,"(5.5, 8.8, 7.907692307692308)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 4.017647058823529)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.6, 3.295)","(10.0, 22.0, 19.714285714285715)","(6.0, 10.5, 6.75)"
04-01-2023 13:17:23.077129,"(5.5, 8.8, 6.5600000000000005)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.655)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.6, 3.295)","(10.0, 22.0, 17.0)","(6.0, 10.5, 6.75)"
04-01-2023 13:17:24.305746,"(5.5, 8.8, 6.5600000000000005)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.655)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.6, 3.295)","(10.0, 22.0, 17.0)","(6.0, 10.5, 6.75)"
04-01-2023 13:17:25.429226,"(5.5, 8.8, 6.5600000000000005)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.655)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.6, 3.295)","(10.0, 22.0, 17.0)","(6.0, 10.5, 6.75)"
04-01-2023 13:17:26.541152,"(5.5, 8.8, 6.5600000000000005)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.655)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.6, 3.295)","(10.0, 22.0, 17.0)","(6.0, 10.5, 7.5625)"
04-01-2023 13:17:27.543798,"(5.5, 8.8, 6.5600000000000005)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.655)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.6, 3.285)","(10.0, 22.0, 19.142857142857142)","(6.0, 10.5, 6.666666666666667)"
04-01-2023 13:17:28.565512,"(5.5, 8.8, 7.933333333333334)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 4.070588235294117)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.5, 3.285)","(10.0, 22.0, 17.333333333333332)","(6.0, 10.5, 6.666666666666667)"
04-01-2023 13:17:29.664780,"(5.5, 8.8, 7.933333333333334)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.745)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.5, 3.285)","(10.0, 22.0, 19.142857142857142)","(6.0, 10.5, 7.5)"
04-01-2023 13:17:30.687536,"(5.5, 8.8, 6.880000000000001)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.745)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.5, 3.285)","(10.0, 22.0, 17.666666666666668)","(6.0, 10.5, 7.5)"
04-01-2023 13:17:31.686048,"(5.5, 8.8, 6.880000000000001)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.745)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.5, 3.285)","(10.0, 22.0, 17.666666666666668)","(6.0, 10.5, 7.5)"
04-01-2023 13:17:32.775811,"(5.5, 8.8, 6.880000000000001)","(18.0, 60.0, 24.166666666666668)","(18.0, 65.0, 26.666666666666668)","(3.1, 4.6, 3.745)","(17.0, 44.0, 27.88888888888889)","(2.8, 4.5, 3.285)","(10.0, 22.0, 17.666666666666668)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:34.036749,"(5.5, 8.8, 6.880000000000001)","(18.0, 60.0, 26.0)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.4, 3.7181818181818183)","(17.0, 44.0, 24.666666666666664)","(2.8, 4.5, 3.42)","(10.0, 22.0, 17.666666666666668)","(6.0, 10.5, 8.4)"
04-01-2023 13:17:35.151355,"(5.5, 8.8, 6.880000000000001)","(18.0, 60.0, 33.84615384615385)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.4, 4.011111111111111)","(17.0, 44.0, 24.666666666666664)","(2.8, 4.5, 3.275)","(10.0, 22.0, 20.285714285714285)","(6.0, 11.0, 6.583333333333333)"
04-01-2023 13:17:36.182410,"(5.5, 8.8, 8.0)","(18.0, 60.0, 22.666666666666668)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.4, 4.011111111111111)","(17.0, 44.0, 24.666666666666664)","(2.8, 4.4, 3.275)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:37.314531,"(5.5, 8.8, 8.0)","(18.0, 60.0, 22.666666666666668)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.4, 4.011111111111111)","(17.0, 44.0, 24.666666666666664)","(2.8, 4.4, 3.2636363636363637)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:38.401464,"(5.5, 8.8, 8.0)","(18.0, 60.0, 40.23529411764706)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.4, 3.966666666666667)","(17.0, 44.0, 24.666666666666664)","(2.8, 4.4, 3.2636363636363637)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:39.437146,"(5.5, 8.8, 8.0)","(18.0, 60.0, 40.23529411764706)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.3, 3.966666666666667)","(17.0, 44.0, 24.666666666666664)","(2.8, 4.4, 3.2636363636363637)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:40.414003,"(5.5, 8.8, 8.0)","(18.0, 60.0, 41.333333333333336)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.3, 3.892)","(17.0, 44.0, 24.666666666666664)","(2.8, 4.4, 3.2636363636363637)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:41.469824,"(5.5, 8.8, 8.0)","(18.0, 60.0, 41.333333333333336)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.2, 4.006666666666667)","(17.0, 44.0, 24.666666666666664)","(2.8, 4.4, 3.2649999999999997)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:42.571005,"(5.5, 8.8, 8.072727272727274)","(18.0, 60.0, 41.333333333333336)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.3, 4.006666666666667)","(17.0, 44.0, 24.666666666666664)","(2.8, 4.3, 3.2649999999999997)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:43.653407,"(5.5, 8.8, 8.072727272727274)","(18.0, 60.0, 41.333333333333336)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.3, 4.006666666666667)","(17.0, 44.0, 24.666666666666664)","(2.8, 4.3, 3.2649999999999997)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:44.688915,"(5.5, 8.8, 8.072727272727274)","(18.0, 60.0, 41.333333333333336)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.3, 4.006666666666667)","(17.0, 44.0, 24.666666666666664)","(2.8, 4.3, 3.2649999999999997)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:45.770979,"(5.5, 8.8, 8.072727272727274)","(18.0, 60.0, 41.333333333333336)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.3, 4.006666666666667)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.3, 3.2649999999999997)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:47.068836,"(5.5, 8.8, 8.072727272727274)","(18.0, 60.0, 41.333333333333336)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.3, 4.006666666666667)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.3, 3.2649999999999997)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:48.112230,"(5.5, 8.8, 8.072727272727274)","(18.0, 60.0, 41.333333333333336)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.3, 4.006666666666667)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.3, 3.2649999999999997)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:49.152833,"(5.5, 8.8, 8.0)","(18.0, 60.0, 41.333333333333336)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.3, 4.216666666666667)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.2, 3.325)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:50.282392,"(5.5, 8.8, 8.08)","(18.0, 60.0, 41.333333333333336)","(18.0, 65.0, 43.352941176470594)","(3.1, 4.3, 4.2375)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.2, 3.255)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:51.315292,"(5.5, 8.8, 8.08)","(18.0, 60.0, 41.333333333333336)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.216666666666667)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.2, 3.255)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:52.338758,"(5.5, 8.8, 8.08)","(18.0, 60.0, 41.333333333333336)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.216666666666667)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.2, 3.255)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:53.332865,"(5.5, 8.8, 8.08)","(18.0, 60.0, 41.333333333333336)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.2375)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.2, 3.255)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:54.345225,"(5.5, 8.8, 8.08)","(18.0, 60.0, 41.333333333333336)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.2375)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.2, 3.255)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:55.496656,"(5.5, 8.8, 8.08)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.2375)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.2, 3.308333333333333)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:56.641481,"(5.5, 8.8, 8.088888888888889)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.225)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.1, 3.652941176470588)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:57.737598,"(5.5, 8.8, 8.088888888888889)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.225)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.1, 3.557142857142857)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:58.789974,"(5.5, 8.8, 8.088888888888889)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.225)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.1, 3.557142857142857)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:17:59.852594,"(5.5, 8.8, 8.088888888888889)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.225)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.1, 3.557142857142857)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:01.103318,"(5.5, 8.8, 8.088888888888889)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.225)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.1, 3.557142857142857)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:02.173486,"(5.5, 8.8, 8.088888888888889)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.225)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.1, 3.6136363636363638)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 8.4)"
04-01-2023 13:18:03.253778,"(5.5, 8.8, 7.911111111111111)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.2375)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.0, 3.5428571428571427)","(10.0, 22.0, 20.285714285714285)","(6.0, 11.0, 6.583333333333333)"
04-01-2023 13:18:04.346403,"(5.5, 8.8, 8.0)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.216666666666667)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.0, 3.5428571428571427)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:05.514178,"(5.5, 8.8, 8.0)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.216666666666667)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.0, 3.4181818181818184)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:06.639673,"(5.5, 8.8, 8.0)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.216666666666667)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.0, 3.4181818181818184)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:07.734948,"(5.5, 8.8, 8.0)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.216666666666667)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.0, 3.4181818181818184)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:08.824636,"(5.5, 8.8, 8.0)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.116666666666666)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.0, 3.6)","(10.0, 22.0, 17.666666666666668)","(6.0, 10.5, 8.4)"
04-01-2023 13:18:09.902047,"(5.5, 8.8, 7.2)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.216666666666667)","(17.0, 44.0, 22.909090909090907)","(2.8, 4.0, 3.4045454545454548)","(10.0, 22.0, 20.285714285714285)","(6.0, 11.0, 6.583333333333333)"
04-01-2023 13:18:10.926268,"(5.5, 8.8, 8.0)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.216666666666667)","(17.0, 44.0, 22.909090909090907)","(2.8, 3.95, 3.4045454545454548)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:12.007635,"(5.5, 8.8, 8.0)","(18.0, 60.0, 42.31578947368421)","(18.0, 65.0, 44.55555555555556)","(3.1, 4.3, 4.216666666666667)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.95, 3.4045454545454548)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:13.008081,"(5.5, 8.8, 8.0)","(18.0, 60.0, 46.166666666666664)","(18.0, 65.0, 39.0)","(3.1, 4.3, 4.216666666666667)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.95, 3.4045454545454548)","(10.0, 22.0, 20.285714285714285)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:14.052043,"(5.5, 8.8, 8.0)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.216666666666667)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.95, 3.4045454545454548)","(10.0, 22.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:15.227601,"(5.5, 8.8, 8.0)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.216666666666667)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.95, 3.4045454545454548)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:16.325733,"(5.5, 8.8, 8.0)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.208333333333333)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.95, 3.4625)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 8.4)"
04-01-2023 13:18:17.404231,"(5.5, 8.8, 7.911111111111111)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.208333333333333)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.9, 3.390909090909091)","(10.0, 21.0, 18.272727272727273)","(6.0, 11.0, 6.583333333333333)"
04-01-2023 13:18:18.465772,"(5.5, 8.8, 8.072727272727274)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.208333333333333)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.9, 3.390909090909091)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:19.483006,"(5.5, 8.8, 8.072727272727274)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.208333333333333)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.9, 3.390909090909091)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:20.541871,"(5.5, 8.8, 8.072727272727274)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.208333333333333)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.9, 3.390909090909091)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:21.617827,"(5.5, 8.8, 8.072727272727274)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.208333333333333)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.9, 3.390909090909091)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:22.621867,"(5.5, 8.8, 8.072727272727274)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.208333333333333)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.9, 3.390909090909091)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:23.711611,"(5.5, 8.8, 8.072727272727274)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.208333333333333)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.9, 3.4785714285714286)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:24.714785,"(5.5, 8.8, 8.0)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.208333333333333)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.85, 3.4785714285714286)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:25.703449,"(5.5, 8.8, 8.145454545454546)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.208333333333333)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.85, 3.3772727272727274)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:26.703193,"(5.5, 8.8, 8.145454545454546)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.208333333333333)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.85, 3.3772727272727274)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:27.779375,"(5.5, 8.8, 8.145454545454546)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.208333333333333)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.85, 3.3772727272727274)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:28.885685,"(5.5, 8.8, 8.145454545454546)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.208333333333333)","(17.0, 44.0, 31.789473684210527)","(2.8, 3.85, 3.3772727272727274)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:29.995938,"(5.5, 8.8, 8.145454545454546)","(18.0, 55.0, 38.63636363636364)","(18.0, 65.0, 45.0)","(3.1, 4.3, 4.0)","(17.0, 44.0, 32.4)","(2.8, 3.85, 3.3772727272727274)","(10.0, 21.0, 16.285714285714285)","(6.0, 10.5, 8.4)"
04-01-2023 13:18:31.121781,"(5.5, 8.8, 8.145454545454546)","(18.0, 55.0, 41.15384615384615)","(18.0, 65.0, 45.0)","(3.1, 4.3, 3.9791666666666665)","(17.0, 44.0, 32.4)","(2.8, 3.85, 3.4571428571428573)","(10.0, 21.0, 18.272727272727273)","(6.0, 11.0, 6.583333333333333)"
04-01-2023 13:18:32.179097,"(5.5, 8.8, 7.547826086956522)","(18.0, 55.0, 41.15384615384615)","(18.0, 65.0, 46.05263157894737)","(3.1, 4.3, 3.9791666666666665)","(17.0, 44.0, 32.4)","(2.8, 3.8, 3.3636363636363638)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:33.209420,"(5.5, 8.6, 8.366666666666667)","(18.0, 55.0, 41.15384615384615)","(18.0, 65.0, 46.05263157894737)","(3.1, 4.3, 3.9791666666666665)","(17.0, 44.0, 32.4)","(2.8, 3.8, 3.3636363636363638)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:34.300124,"(5.5, 8.6, 8.366666666666667)","(18.0, 55.0, 41.15384615384615)","(18.0, 65.0, 46.05263157894737)","(3.1, 4.3, 3.9791666666666665)","(17.0, 44.0, 32.4)","(2.8, 3.8, 3.3636363636363638)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:35.494118,"(5.5, 8.6, 8.366666666666667)","(18.0, 55.0, 41.15384615384615)","(18.0, 65.0, 35.666666666666664)","(3.1, 4.3, 3.9791666666666665)","(17.0, 44.0, 32.4)","(2.8, 3.8, 3.3636363636363638)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
04-01-2023 13:18:36.517102,"(5.5, 8.6, 8.366666666666667)","(18.0, 55.0, 38.2)","(18.0, 65.0, 35.666666666666664)","(3.1, 4.3, 3.9791666666666665)","(17.0, 44.0, 32.4)","(2.8, 3.8, 3.3636363636363638)","(10.0, 21.0, 18.272727272727273)","(6.0, 10.5, 6.583333333333333)"
