,Jayville Mac,Typhoon Missile,Orford Bale,Alvarez Bale,Groomsman,Son Of Brock,Was A Soldier,Chasing Boyd
04-01-2023 13:19:59.305735,"(5.5, 7.6, 6.469230769230769)","(18.0, 55.0, 47.25)","(18.0, 90.0, 72.28571428571428)","(3.1, 4.4, 4.075)","(16.0, 40.0, 26.200000000000003)","(2.8, 3.35, 3.17)","(10.0, 21.0, 17.558823529411764)","(6.0, 9.4, 6.85)"
04-01-2023 13:20:00.517495,"(5.5, 7.6, 6.469230769230769)","(18.0, 55.0, 47.25)","(18.0, 80.0, 72.28571428571428)","(3.1, 4.4, 3.816666666666667)","(16.0, 40.0, 26.200000000000003)","(2.8, 3.35, 3.175)","(10.0, 21.0, 17.558823529411764)","(6.0, 9.4, 6.85)"
04-01-2023 13:20:01.592495,"(5.5, 7.6, 6.072727272727272)","(18.0, 55.0, 47.25)","(18.0, 80.0, 72.28571428571428)","(3.1, 4.4, 4.075)","(16.0, 40.0, 23.125)","(2.8, 3.3, 3.175)","(10.0, 21.0, 16.125)","(6.0, 9.4, 7.800000000000001)"
04-01-2023 13:20:02.768800,"(5.5, 7.6, 6.469230769230769)","(18.0, 55.0, 43.0)","(18.0, 80.0, 72.28571428571428)","(3.1, 4.4, 4.075)","(16.0, 40.0, 26.799999999999997)","(2.8, 3.3, 3.175)","(10.0, 21.0, 16.125)","(6.0, 9.4, 8.333333333333334)"
04-01-2023 13:20:03.921330,"(5.5, 7.6, 6.469230769230769)","(18.0, 55.0, 48.333333333333336)","(18.0, 80.0, 72.28571428571428)","(3.1, 4.4, 4.075)","(16.0, 40.0, 26.799999999999997)","(2.8, 3.3, 3.175)","(10.0, 21.0, 16.125)","(6.0, 9.4, 8.333333333333334)"
04-01-2023 13:20:05.059792,"(5.5, 7.6, 6.469230769230769)","(18.0, 55.0, 48.333333333333336)","(18.0, 80.0, 72.28571428571428)","(3.1, 4.4, 4.075)","(16.0, 40.0, 26.799999999999997)","(2.8, 3.3, 3.175)","(10.0, 21.0, 16.125)","(6.0, 9.4, 8.333333333333334)"
04-01-2023 13:20:06.134265,"(5.5, 7.6, 6.469230769230769)","(18.0, 55.0, 48.333333333333336)","(18.0, 80.0, 72.28571428571428)","(3.1, 4.4, 4.075)","(16.0, 40.0, 26.799999999999997)","(2.8, 3.3, 3.175)","(10.0, 21.0, 16.125)","(6.0, 9.4, 8.333333333333334)"
04-01-2023 13:20:07.280103,"(5.5, 7.6, 6.469230769230769)","(18.0, 55.0, 48.333333333333336)","(18.0, 80.0, 72.28571428571428)","(3.1, 4.4, 4.075)","(16.0, 40.0, 26.799999999999997)","(2.8, 3.3, 3.175)","(10.0, 21.0, 16.125)","(6.0, 9.4, 8.333333333333334)"
04-01-2023 13:20:08.431297,"(5.5, 7.6, 6.469230769230769)","(18.0, 55.0, 48.333333333333336)","(18.0, 80.0, 72.28571428571428)","(3.1, 4.4, 4.075)","(16.0, 40.0, 31.200000000000003)","(2.8, 3.3, 3.175)","(10.0, 21.0, 16.125)","(6.0, 9.4, 8.333333333333334)"
04-01-2023 13:20:09.571233,"(5.5, 7.6, 6.469230769230769)","(18.0, 55.0, 48.333333333333336)","(18.0, 80.0, 72.28571428571428)","(3.1, 4.4, 4.075)","(16.0, 42.0, 32.4)","(2.8, 3.3, 3.175)","(10.0, 21.0, 16.125)","(6.0, 9.4, 8.333333333333334)"
04-01-2023 13:20:10.687709,"(5.5, 7.6, 6.469230769230769)","(18.0, 55.0, 48.333333333333336)","(18.0, 80.0, 72.28571428571428)","(3.1, 4.4, 3.816666666666667)","(16.0, 42.0, 32.4)","(2.8, 3.3, 3.17)","(10.0, 21.0, 17.823529411764707)","(6.0, 9.4, 8.046153846153846)"
04-01-2023 13:20:11.752406,"(5.5, 7.6, 6.072727272727272)","(19.0, 55.0, 48.333333333333336)","(18.0, 80.0, 72.28571428571428)","(3.1, 4.4, 4.075)","(16.0, 42.0, 32.4)","(2.8, 3.35, 3.175)","(11.0, 21.0, 17.823529411764707)","(6.0, 9.2, 7.6117647058823525)"
04-01-2023 13:20:12.903811,"(5.5, 7.6, 6.469230769230769)","(19.0, 55.0, 48.333333333333336)","(18.0, 80.0, 72.28571428571428)","(3.1, 4.4, 4.075)","(16.0, 42.0, 32.4)","(2.8, 3.3, 3.175)","(11.0, 21.0, 17.823529411764707)","(6.0, 9.2, 7.6117647058823525)"
04-01-2023 13:20:14.012623,"(5.5, 7.6, 6.469230769230769)","(19.0, 55.0, 48.333333333333336)","(18.0, 80.0, 72.28571428571428)","(3.1, 4.4, 4.075)","(16.0, 42.0, 32.4)","(2.8, 3.3, 3.175)","(11.0, 21.0, 17.823529411764707)","(6.0, 9.2, 7.6117647058823525)"
04-01-2023 13:20:15.257441,"(5.5, 7.6, 6.469230769230769)","(19.0, 55.0, 48.333333333333336)","(18.0, 80.0, 72.28571428571428)","(3.1, 4.4, 4.075)","(16.0, 42.0, 32.4)","(2.8, 3.3, 3.175)","(11.0, 21.0, 17.823529411764707)","(6.0, 9.2, 7.6117647058823525)"
04-01-2023 13:20:16.750463,"(5.5, 7.6, 6.469230769230769)","(19.0, 55.0, 48.333333333333336)","(18.0, 80.0, 73.25)","(3.1, 4.4, 4.075)","(16.0, 42.0, 32.4)","(2.8, 3.3, 3.175)","(11.0, 21.0, 17.823529411764707)","(6.0, 9.2, 7.6117647058823525)"
04-01-2023 13:20:18.135951,"(5.5, 7.6, 6.469230769230769)","(19.0, 55.0, 35.666666666666664)","(18.0, 80.0, 74.0)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.3, 3.175)","(11.0, 21.0, 18.08823529411765)","(6.0, 9.2, 7.517647058823529)"
04-01-2023 13:20:19.482454,"(5.5, 7.6, 6.836363636363636)","(19.0, 55.0, 35.666666666666664)","(18.0, 80.0, 74.0)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.3, 3.175)","(11.0, 21.0, 18.08823529411765)","(6.0, 9.0, 7.517647058823529)"
04-01-2023 13:20:20.788549,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 80.0, 74.0)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.3, 3.175)","(11.0, 21.0, 17.75)","(6.0, 9.0, 7.517647058823529)"
04-01-2023 13:20:21.871396,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 80.0, 74.0)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.3, 3.175)","(11.0, 20.0, 17.136363636363637)","(6.0, 9.0, 7.517647058823529)"
04-01-2023 13:20:23.054758,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 80.0, 54.0)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.3, 3.175)","(11.0, 20.0, 17.136363636363637)","(6.0, 9.0, 7.517647058823529)"
04-01-2023 13:20:24.137244,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 54.0)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.3, 3.17)","(11.0, 20.0, 17.05263157894737)","(6.0, 9.0, 8.066666666666666)"
04-01-2023 13:20:25.247660,"(5.5, 7.4, 6.2)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 54.0)","(3.1, 4.4, 3.816666666666667)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.35, 3.175)","(11.0, 20.0, 17.333333333333332)","(6.0, 9.0, 7.423529411764706)"
04-01-2023 13:20:26.395257,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.3, 3.175)","(11.0, 20.0, 17.333333333333332)","(6.0, 8.8, 7.423529411764706)"
04-01-2023 13:20:27.586285,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.3, 3.175)","(11.0, 20.0, 17.333333333333332)","(6.0, 8.8, 7.423529411764706)"
04-01-2023 13:20:28.826074,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.3, 3.16)","(11.0, 20.0, 17.333333333333332)","(6.0, 8.8, 7.423529411764706)"
04-01-2023 13:20:30.033797,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.25, 3.16)","(11.0, 20.0, 17.333333333333332)","(6.0, 8.8, 7.423529411764706)"
04-01-2023 13:20:31.236890,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.25, 3.16)","(11.0, 20.0, 16.5)","(6.0, 8.8, 7.423529411764706)"
04-01-2023 13:20:32.502334,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.25, 3.1214285714285714)","(11.0, 20.0, 17.55)","(6.0, 8.8, 7.329411764705882)"
04-01-2023 13:20:33.735671,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.25, 3.1214285714285714)","(11.0, 20.0, 17.55)","(6.0, 8.6, 7.266666666666667)"
04-01-2023 13:20:34.966806,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.25, 3.1214285714285714)","(11.0, 20.0, 17.55)","(6.0, 8.6, 7.266666666666667)"
04-01-2023 13:20:36.186659,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.25, 3.1214285714285714)","(11.0, 20.0, 17.55)","(6.0, 8.6, 7.266666666666667)"
04-01-2023 13:20:37.589923,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.27272727272727)","(2.8, 3.25, 3.125)","(11.0, 20.0, 17.55)","(6.0, 8.6, 7.266666666666667)"
04-01-2023 13:20:39.031344,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 34.769230769230774)","(2.8, 3.2, 3.1166666666666667)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.6, 7.553846153846154)"
04-01-2023 13:20:40.242024,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 3.953125)","(16.0, 42.0, 32.8)","(2.8, 3.2, 3.1166666666666667)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.4, 7.235294117647059)"
04-01-2023 13:20:41.457334,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 32.8)","(2.8, 3.2, 3.1166666666666667)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.4, 6.75)"
04-01-2023 13:20:42.635215,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 32.8)","(2.8, 3.2, 3.1166666666666667)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.4, 6.75)"
04-01-2023 13:20:43.771343,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.2)","(2.8, 3.2, 3.125)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.4, 6.75)"
04-01-2023 13:20:44.899059,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.2)","(2.8, 3.25, 3.1285714285714286)","(11.0, 20.0, 16.733333333333334)","(6.0, 8.4, 6.75)"
04-01-2023 13:20:46.077874,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.2)","(2.8, 3.2, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.4, 6.745454545454545)"
04-01-2023 13:20:47.310216,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 33.2)","(2.8, 3.2, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.745454545454545)"
04-01-2023 13:20:48.527764,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 42.0, 42.57142857142857)","(2.8, 3.2, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.661538461538462)"
04-01-2023 13:20:49.745502,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 46.0, 43.0)","(2.8, 3.2, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.661538461538462)"
04-01-2023 13:20:50.975661,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 46.0, 43.0)","(2.8, 3.2, 3.125)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.661538461538462)"
04-01-2023 13:20:52.195034,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 52.13333333333333)","(3.1, 4.4, 4.075)","(16.0, 46.0, 43.0)","(2.8, 3.25, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.661538461538462)"
04-01-2023 13:20:53.378977,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 75.0, 48.0)","(3.1, 4.4, 4.075)","(16.0, 46.0, 42.85714285714286)","(2.8, 3.2, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:20:54.468586,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 48.0)","(3.1, 4.4, 4.075)","(16.0, 46.0, 43.25)","(2.8, 3.2, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:20:55.552979,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.4, 4.075)","(16.0, 46.0, 43.25)","(2.8, 3.2, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:20:56.701042,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.4, 4.075)","(16.0, 46.0, 43.25)","(2.8, 3.2, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:20:57.858431,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.4, 4.075)","(16.0, 46.0, 43.25)","(2.8, 3.2, 3.125)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:20:58.990897,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.4, 4.075)","(16.0, 46.0, 43.25)","(2.8, 3.25, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:00.071551,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.4, 4.075)","(16.0, 46.0, 40.75)","(2.8, 3.2, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:01.260060,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.4, 3.930555555555556)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.2, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:02.437539,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.4, 3.930555555555556)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.2, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:03.525983,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.4, 3.930555555555556)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.2, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:04.591751,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.4, 3.930555555555556)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.2, 3.1285714285714286)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:05.750812,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.4, 3.930555555555556)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.2, 3.075)","(11.0, 20.0, 16.733333333333334)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:06.971968,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.4, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.15, 2.966666666666667)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:08.086064,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.068)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:09.178947,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.068)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:10.352650,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.068)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:11.460757,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.068)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:12.544624,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.0848275862068966)","(11.0, 20.0, 16.733333333333334)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:13.563037,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.81875)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.15, 3.068)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:14.652430,"(5.5, 7.4, 6.2)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.7750000000000004)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.068)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:15.774967,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.068)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:16.874919,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.068)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:17.951181,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.068)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:19.057643,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.0848275862068966)","(11.0, 20.0, 16.733333333333334)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:20.174378,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.7750000000000004)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.15, 3.0533333333333332)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:21.539710,"(5.5, 7.4, 6.2)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.0533333333333332)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:22.902535,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.0533333333333332)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:24.179979,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.0533333333333332)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:25.489235,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9027777777777777)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.0533333333333332)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:26.711671,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9027777777777777)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.0533333333333332)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:27.837056,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.0533333333333332)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:28.901688,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.0533333333333332)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:30.011243,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.0533333333333332)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:31.152329,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.0533333333333332)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:32.245012,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.0533333333333332)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:33.392528,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.9791666666666665)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.1, 3.06)","(11.0, 20.0, 16.733333333333334)","(6.0, 8.2, 6.95)"
04-01-2023 13:21:34.542829,"(5.5, 7.4, 6.745454545454546)","(19.0, 55.0, 35.666666666666664)","(18.0, 70.0, 46.705882352941174)","(3.1, 4.3, 3.890625)","(16.0, 46.0, 43.14285714285714)","(2.8, 3.15, 3.0533333333333332)","(11.0, 20.0, 17.789473684210527)","(6.0, 8.2, 6.95)"
