,Dear Demi,Nikkis Moment,Kickstart Jake,Radium,Brownies Girl,What A Knockout,Chunky Ballerina,Prince Capri
07-12-2022 20:55:52.435996,"(2.7, 3.95, 3.0625806451612902)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.6, 4.647222222222222)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 9.163636363636364)","(4.8, 10.0, 9.32857142857143)"
07-12-2022 20:55:53.511736,"(2.7, 3.95, 3.0625806451612902)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.6, 4.4363636363636365)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 7.68)","(4.8, 10.0, 8.533333333333333)"
07-12-2022 20:55:54.607701,"(2.7, 3.95, 3.295)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.4, 4.45)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 8.7375)","(4.8, 10.0, 9.14)"
07-12-2022 20:55:55.711413,"(2.7, 3.95, 3.295)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.2, 4.45)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 8.7375)","(4.8, 10.0, 9.14)"
07-12-2022 20:55:56.874865,"(2.7, 3.95, 3.295)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.2, 4.45)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 8.7375)","(4.8, 10.0, 7.42)"
07-12-2022 20:55:57.990691,"(2.7, 3.95, 3.295)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.2, 4.45)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 8.7375)","(4.8, 10.0, 6.846666666666667)"
07-12-2022 20:55:59.080939,"(2.7, 3.95, 3.295)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.2, 5.0)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 8.7375)","(4.8, 10.0, 7.75)"
07-12-2022 20:56:00.612899,"(2.7, 3.95, 3.1911764705882355)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.2, 5.0)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 8.7375)","(4.8, 9.8, 7.75)"
07-12-2022 20:56:02.050815,"(2.7, 3.95, 3.1911764705882355)","(71.0, 570.0, 407.5)","(3.9, 7.8, 6.3375)","(3.9, 6.2, 5.0)","(18.0, 60.0, 42.083333333333336)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.5, 8.7375)","(4.8, 9.8, 7.75)"
07-12-2022 20:56:03.448288,"(2.7, 3.95, 2.94)","(71.0, 570.0, 481.53846153846155)","(3.9, 7.8, 6.2125)","(3.9, 6.2, 5.34)","(18.0, 60.0, 41.18181818181819)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.5, 8.425)","(4.8, 9.8, 7.928571428571429)"
07-12-2022 20:56:05.005066,"(2.7, 3.9, 2.94)","(71.0, 560.0, 481.53846153846155)","(3.9, 7.6, 6.2125)","(3.9, 6.0, 5.725)","(18.0, 55.0, 33.57142857142857)","(91.0, 610.0, 581.3888888888889)","(5.5, 10.0, 8.425)","(4.8, 9.6, 7.611111111111111)"
07-12-2022 20:56:06.715085,"(2.7, 3.9, 3.2104347826086954)","(71.0, 560.0, 481.53846153846155)","(3.9, 7.6, 6.6875)","(3.9, 6.0, 5.695)","(18.0, 55.0, 42.5)","(91.0, 610.0, 570.3846153846154)","(5.5, 10.0, 8.425)","(4.8, 10.0, 8.5)"
07-12-2022 20:56:08.422141,"(2.7, 3.9, 3.2104347826086954)","(71.0, 560.0, 531.1428571428571)","(3.9, 7.6, 6.6875)","(3.9, 5.9, 5.658823529411765)","(18.0, 55.0, 42.5)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.0, 8.425)","(4.8, 10.0, 8.5)"
07-12-2022 20:56:09.951456,"(2.7, 3.9, 3.2104347826086954)","(71.0, 560.0, 483.07692307692304)","(3.9, 7.6, 6.035714285714286)","(3.9, 6.2, 5.8933333333333335)","(18.0, 55.0, 46.294117647058826)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.0, 8.425)","(4.8, 10.0, 7.666666666666666)"
07-12-2022 20:56:11.222890,"(2.7, 3.9, 3.2104347826086954)","(71.0, 560.0, 483.07692307692304)","(3.9, 7.6, 6.035714285714286)","(3.9, 6.2, 5.8933333333333335)","(18.0, 55.0, 46.294117647058826)","(91.0, 610.0, 563.1818181818182)","(5.5, 10.0, 8.425)","(4.8, 10.0, 8.535714285714285)"
07-12-2022 20:56:12.415814,"(2.7, 3.9, 3.2104347826086954)","(71.0, 560.0, 504.44444444444446)","(3.9, 7.6, 6.699999999999999)","(3.9, 6.0, 5.103125)","(18.0, 55.0, 46.294117647058826)","(91.0, 610.0, 563.1818181818182)","(5.5, 10.0, 8.425)","(4.8, 10.0, 8.535714285714285)"
07-12-2022 20:56:13.703059,"(2.7, 3.9, 3.2104347826086954)","(71.0, 560.0, 504.44444444444446)","(3.9, 7.6, 6.699999999999999)","(3.9, 6.0, 5.103125)","(18.0, 55.0, 46.294117647058826)","(91.0, 610.0, 563.1818181818182)","(5.5, 10.0, 8.425)","(4.8, 10.0, 9.023809523809524)"
07-12-2022 20:56:15.058715,"(2.7, 3.9, 3.107)","(71.0, 560.0, 435.0)","(3.9, 7.6, 6.879999999999999)","(3.9, 5.9, 5.1)","(18.0, 55.0, 38.77777777777778)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.0, 8.425)","(4.8, 10.0, 7.5)"
07-12-2022 20:56:16.429796,"(2.7, 3.9, 3.12)","(71.0, 560.0, 470.0)","(3.9, 7.6, 6.2875)","(3.9, 6.2, 5.6)","(18.0, 55.0, 43.76923076923077)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.0, 8.425)","(4.8, 10.0, 8.1)"
07-12-2022 20:56:17.872040,"(2.7, 3.9, 3.12)","(71.0, 560.0, 501.7647058823529)","(3.9, 7.6, 6.94375)","(3.9, 6.2, 5.384615384615385)","(18.0, 55.0, 44.57142857142857)","(91.0, 610.0, 582.8947368421052)","(5.5, 10.0, 8.4625)","(4.8, 10.0, 7.75)"
07-12-2022 20:56:19.158433,"(2.7, 3.9, 3.12)","(71.0, 560.0, 501.7647058823529)","(3.9, 7.6, 6.94375)","(3.9, 6.4, 5.775)","(18.0, 55.0, 38.77777777777778)","(91.0, 610.0, 582.8947368421052)","(5.5, 10.0, 8.4625)","(4.8, 10.0, 7.75)"
07-12-2022 20:56:20.339578,"(2.7, 3.9, 3.12)","(71.0, 560.0, 501.7647058823529)","(3.9, 7.6, 6.94375)","(3.9, 6.0, 5.775)","(18.0, 55.0, 38.77777777777778)","(91.0, 610.0, 582.8947368421052)","(5.5, 10.0, 8.425)","(4.8, 10.0, 7.5)"
07-12-2022 20:56:21.569218,"(2.7, 3.8, 3.4699999999999998)","(71.0, 560.0, 418.57142857142856)","(3.9, 7.6, 6.645454545454545)","(3.9, 6.0, 5.46)","(18.0, 55.0, 38.77777777777778)","(91.0, 610.0, 523.3333333333334)","(5.5, 10.0, 8.425)","(4.8, 10.0, 8.3)"
07-12-2022 20:56:22.763011,"(2.7, 3.8, 3.5507692307692307)","(71.0, 560.0, 418.57142857142856)","(3.9, 7.6, 6.75)","(3.9, 6.0, 5.3625)","(18.0, 55.0, 46.888888888888886)","(91.0, 610.0, 558.0)","(5.5, 10.0, 8.4625)","(4.8, 10.0, 8.785714285714285)"
07-12-2022 20:56:24.091439,"(2.7, 3.8, 3.5507692307692307)","(71.0, 560.0, 484.61538461538464)","(3.9, 7.6, 5.949999999999999)","(3.9, 6.0, 5.7)","(18.0, 55.0, 46.888888888888886)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.0, 8.4625)","(4.8, 10.0, 8.785714285714285)"
07-12-2022 20:56:25.415498,"(2.7, 3.8, 3.5507692307692307)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.546153846153846)","(3.9, 6.4, 5.7700000000000005)","(18.0, 55.0, 42.833333333333336)","(91.0, 610.0, 586.5909090909091)","(5.5, 10.0, 8.4625)","(4.8, 10.0, 8.11111111111111)"
07-12-2022 20:56:26.600642,"(2.7, 4.0, 3.7046153846153844)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.483333333333333)","(3.9, 6.4, 5.3090909090909095)","(18.0, 55.0, 42.833333333333336)","(91.0, 610.0, 579.7058823529412)","(5.5, 10.0, 8.425)","(4.8, 10.0, 8.4)"
07-12-2022 20:56:27.844090,"(2.7, 4.0, 3.7046153846153844)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.483333333333333)","(3.9, 6.4, 5.3090909090909095)","(18.0, 55.0, 42.833333333333336)","(91.0, 610.0, 579.7058823529412)","(5.5, 10.0, 8.425)","(4.8, 10.0, 8.857142857142858)"
07-12-2022 20:56:29.168342,"(2.7, 4.0, 3.7046153846153844)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.862500000000001)","(3.9, 6.4, 5.6000000000000005)","(18.0, 55.0, 42.833333333333336)","(91.0, 610.0, 524.1666666666666)","(5.5, 10.0, 8.425)","(4.8, 10.0, 8.857142857142858)"
07-12-2022 20:56:30.501681,"(2.7, 4.0, 3.7046153846153844)","(71.0, 560.0, 364.0)","(3.9, 7.0, 5.345454545454546)","(3.9, 6.4, 5.2)","(18.0, 48.0, 38.166666666666664)","(91.0, 610.0, 485.0)","(5.5, 10.0, 8.425)","(4.8, 10.0, 9.0625)"
07-12-2022 20:56:31.794220,"(2.7, 4.0, 3.7046153846153844)","(71.0, 560.0, 364.0)","(3.9, 7.0, 5.6)","(3.9, 6.4, 5.363636363636363)","(18.0, 48.0, 36.72222222222222)","(91.0, 610.0, 485.0)","(5.5, 10.0, 8.425)","(4.8, 10.0, 8.6)"
07-12-2022 20:56:33.012064,"(2.7, 4.0, 3.7046153846153844)","(71.0, 560.0, 364.0)","(3.9, 7.0, 5.949999999999999)","(3.9, 6.4, 5.640000000000001)","(18.0, 48.0, 29.863636363636363)","(91.0, 610.0, 485.0)","(5.5, 10.0, 8.175)","(4.8, 10.0, 8.6)"
07-12-2022 20:56:34.310299,"(2.7, 4.0, 3.7046153846153844)","(71.0, 560.0, 364.0)","(3.9, 7.0, 5.949999999999999)","(3.9, 6.4, 5.640000000000001)","(18.0, 48.0, 33.5)","(91.0, 610.0, 485.0)","(5.5, 9.6, 8.4625)","(4.8, 10.0, 8.6)"
07-12-2022 20:56:35.869915,"(2.7, 4.0, 3.7046153846153844)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.472727272727273)","(3.9, 6.4, 5.26)","(18.0, 44.0, 33.5)","(91.0, 610.0, 485.0)","(5.5, 10.0, 8.4625)","(4.8, 10.0, 9.0625)"
07-12-2022 20:56:37.221774,"(2.7, 4.0, 3.7046153846153844)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.99375)","(3.9, 6.4, 5.475)","(18.0, 44.0, 28.409090909090907)","(91.0, 610.0, 485.0)","(5.5, 10.0, 7.48)","(4.8, 10.0, 8.6)"
07-12-2022 20:56:38.723922,"(2.7, 4.0, 3.622)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.99375)","(3.9, 6.0, 5.475)","(18.0, 44.0, 28.409090909090907)","(91.0, 610.0, 485.0)","(5.5, 10.0, 9.035714285714286)","(4.8, 10.0, 8.6)"
07-12-2022 20:56:40.058683,"(2.7, 4.0, 3.622)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.99375)","(3.9, 6.0, 5.475)","(18.0, 44.0, 31.214285714285715)","(91.0, 610.0, 485.0)","(5.5, 10.0, 9.035714285714286)","(4.8, 10.0, 8.6)"
07-12-2022 20:56:41.404105,"(2.7, 4.0, 3.622)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.469565217391304)","(3.9, 6.0, 5.884615384615385)","(18.0, 40.0, 38.44736842105263)","(91.0, 610.0, 485.0)","(5.5, 10.0, 8.975)","(4.8, 10.0, 9.228571428571428)"
07-12-2022 20:56:42.658008,"(2.7, 3.65, 3.53625)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.4)","(3.9, 6.0, 5.38)","(18.0, 42.0, 38.44736842105263)","(91.0, 610.0, 485.0)","(5.5, 10.0, 8.533333333333333)","(4.8, 9.6, 9.366666666666667)"
07-12-2022 20:56:43.898998,"(2.7, 3.65, 3.377)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.4)","(3.9, 5.9, 5.5)","(18.0, 42.0, 38.44736842105263)","(91.0, 610.0, 485.0)","(5.5, 10.0, 7.84)","(4.8, 9.8, 9.366666666666667)"
07-12-2022 20:56:45.178112,"(2.7, 3.65, 3.215)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.775)","(3.9, 5.8, 5.433333333333334)","(18.0, 42.0, 33.0)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.408333333333334)","(4.8, 9.8, 9.366666666666667)"
07-12-2022 20:56:46.544992,"(2.7, 3.65, 3.215)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 6.189473684210526)","(3.9, 5.8, 6.192857142857143)","(18.0, 42.0, 33.0)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.408333333333334)","(4.8, 9.8, 9.4)"
07-12-2022 20:56:47.841921,"(2.7, 3.65, 3.215)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 6.189473684210526)","(3.9, 6.6, 6.192857142857143)","(18.0, 42.0, 33.0)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.685185185185187)","(4.8, 9.8, 9.366666666666667)"
07-12-2022 20:56:49.191669,"(2.7, 3.65, 3.215)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.775)","(3.9, 6.2, 5.675)","(18.0, 42.0, 33.0)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.685185185185187)","(4.8, 9.8, 9.366666666666667)"
07-12-2022 20:56:50.385253,"(2.7, 3.65, 3.215)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.775)","(3.9, 6.2, 5.675)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.711111111111112)","(4.8, 9.8, 9.366666666666667)"
07-12-2022 20:56:51.533677,"(2.7, 3.65, 3.154166666666667)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 6.189473684210526)","(3.9, 6.2, 5.06)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.886666666666667)","(4.8, 9.8, 9.233333333333334)"
07-12-2022 20:56:52.680131,"(2.7, 3.65, 3.235)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 6.189473684210526)","(3.9, 6.2, 5.06)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.886666666666667)","(4.8, 9.8, 9.266666666666667)"
07-12-2022 20:56:53.788914,"(2.7, 3.65, 3.235)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.775)","(3.9, 6.2, 5.48)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.886666666666667)","(4.8, 9.8, 9.266666666666667)"
07-12-2022 20:56:54.939450,"(2.7, 3.65, 3.235)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 6.081250000000001)","(3.9, 6.2, 5.48)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.886666666666667)","(4.8, 9.8, 9.266666666666667)"
07-12-2022 20:56:56.134771,"(2.7, 3.65, 3.235)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 6.081250000000001)","(3.9, 6.2, 5.48)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.466666666666667)","(4.8, 9.8, 9.266666666666667)"
07-12-2022 20:56:57.481141,"(2.7, 3.65, 3.506)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.663636363636364)","(3.9, 6.2, 5.428571428571429)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.466666666666667)","(4.8, 9.8, 9.0)"
07-12-2022 20:56:58.590757,"(2.7, 3.8, 3.506)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.663636363636364)","(3.9, 6.2, 5.428571428571429)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.466666666666667)","(4.8, 9.8, 9.0)"
07-12-2022 20:56:59.774664,"(2.7, 3.8, 3.506)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.833333333333333)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.669230769230769)","(4.8, 9.8, 9.100000000000001)"
07-12-2022 20:57:01.241880,"(2.7, 3.8, 3.404705882352941)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.833333333333333)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.669230769230769)","(4.8, 9.8, 9.100000000000001)"
07-12-2022 20:57:02.516802,"(2.7, 3.8, 3.404705882352941)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.833333333333333)","(3.9, 6.2, 5.12)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.408333333333334)","(4.8, 9.8, 9.100000000000001)"
07-12-2022 20:57:03.707231,"(2.7, 3.8, 3.404705882352941)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 6.226315789473684)","(3.9, 6.2, 5.12)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.933333333333334)","(4.8, 9.8, 9.100000000000001)"
07-12-2022 20:57:04.878680,"(2.7, 3.8, 3.404705882352941)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 6.226315789473684)","(3.9, 6.2, 5.12)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.527272727272727)","(4.8, 9.8, 9.366666666666667)"
07-12-2022 20:57:06.080873,"(2.7, 3.8, 3.33)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.833333333333333)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.527272727272727)","(4.8, 9.8, 9.366666666666667)"
07-12-2022 20:57:07.211600,"(2.7, 3.8, 3.33)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 5.833333333333333)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.527272727272727)","(4.8, 9.8, 9.366666666666667)"
07-12-2022 20:57:08.442926,"(2.7, 3.8, 3.33)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 6.226315789473684)","(3.9, 6.2, 5.12)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.527272727272727)","(4.8, 9.8, 9.661538461538463)"
07-12-2022 20:57:09.700993,"(2.7, 3.8, 3.518)","(71.0, 560.0, 381.8181818181818)","(3.9, 7.0, 6.226315789473684)","(3.9, 6.2, 5.12)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.527272727272727)","(4.8, 9.8, 9.6125)"
07-12-2022 20:57:10.993616,"(2.7, 3.75, 3.0996153846153844)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 6.125)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.525)","(4.8, 9.8, 9.6125)"
07-12-2022 20:57:12.202685,"(2.7, 3.7, 3.3623529411764705)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 6.125)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 37.5)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.525)","(4.8, 9.8, 9.6125)"
07-12-2022 20:57:13.422829,"(2.7, 3.7, 3.3623529411764705)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.7272727272727275)","(3.9, 6.2, 5.525)","(18.0, 42.0, 36.75)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.525)","(4.8, 9.8, 9.527272727272727)"
07-12-2022 20:57:14.567206,"(2.7, 3.7, 3.3623529411764705)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.663636363636364)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 36.75)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.84)","(4.8, 9.8, 9.333333333333334)"
07-12-2022 20:57:15.791291,"(2.7, 3.7, 3.3623529411764705)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 6.125)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 32.66666666666667)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.84)","(4.8, 9.8, 9.333333333333334)"
07-12-2022 20:57:17.013706,"(2.7, 3.7, 3.3623529411764705)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 6.125)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 32.66666666666667)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.408333333333334)","(4.8, 9.8, 9.333333333333334)"
07-12-2022 20:57:18.332688,"(2.7, 3.7, 3.3)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 6.226315789473684)","(3.9, 6.2, 5.525)","(18.0, 42.0, 32.66666666666667)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.408333333333334)","(4.8, 9.8, 9.342857142857143)"
07-12-2022 20:57:19.614837,"(2.7, 3.7, 3.3)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.833333333333333)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 32.66666666666667)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.986486486486488)","(4.8, 9.8, 9.266666666666667)"
07-12-2022 20:57:20.870723,"(2.7, 3.7, 3.3)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.833333333333333)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 36.75)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.84)","(4.8, 9.8, 9.05)"
07-12-2022 20:57:22.170223,"(2.7, 3.7, 3.3)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.833333333333333)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 36.75)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.408333333333334)","(4.8, 9.8, 9.05)"
07-12-2022 20:57:23.435564,"(2.7, 3.7, 3.3)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.663636363636364)","(3.9, 6.2, 5.525)","(18.0, 42.0, 36.75)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.408333333333334)","(4.8, 9.8, 9.05)"
07-12-2022 20:57:24.631979,"(2.7, 3.7, 3.46)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.663636363636364)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 36.75)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.582608695652175)","(4.8, 9.8, 9.333333333333334)"
07-12-2022 20:57:25.895092,"(2.7, 3.7, 3.46)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.833333333333333)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 36.75)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.582608695652175)","(4.8, 9.8, 9.333333333333334)"
07-12-2022 20:57:27.081830,"(2.7, 3.7, 3.52)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.833333333333333)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 32.66666666666667)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.582608695652175)","(4.8, 9.8, 9.333333333333334)"
07-12-2022 20:57:28.248881,"(2.7, 3.7, 3.52)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 6.226315789473684)","(3.9, 6.2, 5.525)","(18.0, 42.0, 32.66666666666667)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.525)","(4.8, 9.8, 9.472727272727273)"
07-12-2022 20:57:29.374396,"(2.7, 3.7, 3.52)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 6.226315789473684)","(3.9, 6.2, 5.525)","(18.0, 42.0, 32.66666666666667)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.525)","(4.8, 9.8, 9.472727272727273)"
07-12-2022 20:57:30.481235,"(2.7, 3.7, 3.52)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 6.226315789473684)","(3.9, 6.2, 5.525)","(18.0, 42.0, 32.66666666666667)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.972727272727273)","(4.8, 9.8, 9.333333333333334)"
07-12-2022 20:57:31.671484,"(2.7, 3.7, 3.472)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.833333333333333)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 36.75)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.825000000000001)","(4.8, 9.8, 9.333333333333334)"
07-12-2022 20:57:32.850929,"(2.7, 3.7, 3.13)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.833333333333333)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 36.75)","(91.0, 610.0, 485.0)","(5.5, 9.8, 7.583333333333334)","(4.8, 9.8, 9.333333333333334)"
07-12-2022 20:57:34.430077,"(2.7, 3.7, 3.0414285714285714)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 6.226315789473684)","(3.9, 6.2, 5.525)","(18.0, 42.0, 36.75)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.600000000000001)","(4.8, 9.8, 9.375)"
07-12-2022 20:57:35.669251,"(2.7, 3.65, 3.0414285714285714)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 6.226315789473684)","(3.9, 6.2, 5.525)","(18.0, 42.0, 36.75)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.600000000000001)","(4.8, 9.8, 9.0)"
07-12-2022 20:57:36.984310,"(2.7, 3.6, 3.4762500000000003)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.833333333333333)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 36.75)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.600000000000001)","(4.8, 9.8, 9.333333333333334)"
07-12-2022 20:57:38.386106,"(2.7, 3.6, 3.3112500000000002)","(71.0, 560.0, 429.3333333333333)","(3.9, 7.0, 5.833333333333333)","(3.9, 6.2, 5.2727272727272725)","(18.0, 42.0, 36.75)","(91.0, 610.0, 485.0)","(5.5, 9.8, 8.600000000000001)","(4.8, 9.8, 9.333333333333334)"
