,Atout,Blue Sparkler,La Bella Figura,Aru And Me,Dazy Sundaze,Ellies Image,Irene Rose,Great Fantasy Nz,Liberty Song
09-01-2023 15:21:03.125159,"(5.0, 8.2, 7.949999999999999)","(12.0, 24.0, 23.63157894736842)","(4.2, 5.7, 5.62)","(6.5, 7.4, 7.018181818181818)","(31.0, 65.0, 55.5)","(81.0, 180.0, 126.66666666666667)","(2.4, 2.64, 2.493333333333333)","(16.0, 99999, 99990)","(10.0, 15.0, 13.333333333333334)"
09-01-2023 15:21:04.272601,"(5.0, 8.4, 7.983333333333333)","(12.0, 24.0, 23.416666666666668)","(4.2, 6.0, 5.993877551020408)","(6.5, 7.6, 7.3999999999999995)","(31.0, 65.0, 55.5)","(81.0, 180.0, 163.0)","(2.4, 2.64, 2.5153846153846153)","(16.0, 99999, 99990)","(10.0, 15.0, 13.333333333333334)"
09-01-2023 15:21:05.430793,"(5.0, 8.4, 7.844444444444445)","(12.0, 23.0, 22.76923076923077)","(4.2, 6.6, 6.11)","(6.5, 7.6, 7.3999999999999995)","(31.0, 65.0, 55.5)","(81.0, 180.0, 126.66666666666667)","(2.4, 2.64, 2.5114285714285716)","(16.0, 99999, 99990)","(10.0, 15.0, 13.333333333333334)"
09-01-2023 15:21:06.656853,"(5.0, 8.4, 7.844444444444445)","(12.0, 24.0, 22.22222222222222)","(4.2, 6.6, 6.11)","(6.5, 7.6, 7.3999999999999995)","(31.0, 65.0, 55.5)","(81.0, 180.0, 126.66666666666667)","(2.4, 2.64, 2.5114285714285716)","(16.0, 99999, 99990)","(10.0, 15.0, 13.277777777777779)"
09-01-2023 15:21:07.862820,"(5.0, 8.4, 7.844444444444445)","(12.0, 24.0, 23.076923076923077)","(4.2, 6.6, 6.11)","(6.5, 7.6, 7.3999999999999995)","(31.0, 65.0, 55.5)","(81.0, 180.0, 126.66666666666667)","(2.4, 2.64, 2.544)","(16.0, 99999, 99990)","(10.0, 16.0, 13.25)"
09-01-2023 15:21:09.100947,"(5.0, 8.4, 7.844444444444445)","(12.0, 23.0, 22.307692307692307)","(4.2, 6.6, 6.191666666666666)","(6.5, 7.6, 7.3999999999999995)","(31.0, 65.0, 55.5)","(81.0, 180.0, 126.66666666666667)","(2.4, 2.64, 2.544)","(16.0, 99999, 99990)","(10.0, 15.5, 12.071428571428571)"
09-01-2023 15:21:10.379016,"(5.0, 8.4, 7.844444444444445)","(12.0, 24.0, 21.647058823529413)","(4.2, 6.6, 6.25)","(6.5, 7.6, 7.3999999999999995)","(31.0, 65.0, 55.5)","(81.0, 180.0, 126.66666666666667)","(2.4, 2.64, 2.544)","(16.0, 99999, 99990)","(10.0, 15.5, 12.5)"
09-01-2023 15:21:11.684260,"(5.0, 8.4, 7.844444444444445)","(12.0, 24.0, 21.647058823529413)","(4.2, 6.6, 6.075)","(6.5, 7.6, 7.3999999999999995)","(31.0, 65.0, 55.5)","(81.0, 180.0, 126.66666666666667)","(2.4, 2.64, 2.544)","(16.0, 99999, 99990)","(10.0, 14.5, 12.0)"
09-01-2023 15:21:12.943738,"(5.0, 8.4, 7.828571428571428)","(12.0, 24.0, 21.647058823529413)","(4.2, 6.6, 6.075)","(6.5, 7.6, 7.218181818181818)","(31.0, 65.0, 55.5)","(81.0, 180.0, 126.66666666666667)","(2.4, 2.64, 2.5236363636363635)","(16.0, 99999, 99990)","(10.0, 14.5, 12.0)"
09-01-2023 15:21:14.209430,"(5.0, 8.4, 8.251851851851852)","(12.0, 24.0, 21.647058823529413)","(4.2, 6.6, 6.075)","(6.5, 7.6, 7.044444444444444)","(31.0, 65.0, 55.5)","(81.0, 180.0, 126.66666666666667)","(2.4, 2.64, 2.4723809523809526)","(16.0, 99999, 99990)","(10.0, 14.5, 14.8)"
09-01-2023 15:21:15.487345,"(5.0, 8.4, 8.2)","(12.0, 24.0, 21.272727272727273)","(4.2, 6.6, 6.075)","(6.5, 7.4, 6.6000000000000005)","(31.0, 65.0, 55.5)","(81.0, 180.0, 126.66666666666667)","(2.4, 2.64, 2.488421052631579)","(16.0, 99999, 99990)","(10.0, 15.5, 15.208333333333334)"
09-01-2023 15:21:16.770592,"(5.0, 8.4, 8.2)","(12.0, 24.0, 21.272727272727273)","(4.2, 6.6, 6.075)","(6.5, 7.2, 7.0636363636363635)","(31.0, 65.0, 55.5)","(81.0, 180.0, 126.66666666666667)","(2.4, 2.64, 2.488421052631579)","(16.0, 99999, 99990)","(10.0, 15.5, 14.9)"
09-01-2023 15:21:18.021683,"(5.0, 8.4, 8.2)","(12.0, 24.0, 21.272727272727273)","(4.2, 6.6, 6.075)","(6.5, 7.2, 7.0636363636363635)","(31.0, 65.0, 55.5)","(81.0, 180.0, 125.0)","(2.4, 2.64, 2.488421052631579)","(16.0, 99999, 99990)","(10.0, 15.5, 14.9)"
09-01-2023 15:21:19.254616,"(5.0, 8.4, 8.2)","(12.0, 23.0, 21.5)","(4.2, 6.6, 6.075)","(6.5, 7.2, 6.857142857142858)","(31.0, 65.0, 55.5)","(81.0, 150.0, 125.0)","(2.4, 2.64, 2.54)","(16.0, 99999, 99990)","(10.0, 15.5, 14.9)"
09-01-2023 15:21:20.461202,"(5.0, 8.4, 8.242105263157894)","(12.0, 23.0, 21.5)","(4.2, 6.6, 6.15)","(6.5, 7.2, 6.75)","(31.0, 65.0, 55.5)","(81.0, 150.0, 125.0)","(2.4, 2.62, 2.54)","(16.0, 99999, 99990)","(10.0, 15.5, 14.9)"
09-01-2023 15:21:21.694807,"(5.0, 8.4, 8.242105263157894)","(12.0, 23.0, 21.5)","(4.2, 6.6, 6.375)","(6.5, 7.2, 6.75)","(31.0, 65.0, 55.5)","(81.0, 150.0, 125.0)","(2.4, 2.6, 2.506666666666667)","(16.0, 99999, 99990)","(10.0, 15.5, 14.214285714285714)"
09-01-2023 15:21:22.928667,"(5.0, 8.4, 8.316666666666666)","(12.0, 23.0, 21.5)","(4.2, 6.6, 6.375)","(6.5, 7.2, 6.75)","(31.0, 65.0, 55.5)","(81.0, 150.0, 125.0)","(2.4, 2.6, 2.4716666666666667)","(16.0, 99999, 99990)","(10.0, 15.5, 14.1)"
09-01-2023 15:21:24.205173,"(5.0, 8.4, 8.316666666666666)","(12.0, 23.0, 21.5)","(4.2, 6.6, 6.375)","(6.5, 7.2, 6.75)","(31.0, 65.0, 59.3)","(81.0, 150.0, 125.0)","(2.4, 2.6, 2.50375)","(16.0, 99999, 99990)","(10.0, 15.0, 13.681818181818182)"
09-01-2023 15:21:25.419108,"(5.0, 8.4, 8.316666666666666)","(12.0, 23.0, 21.5)","(4.2, 6.6, 6.375)","(6.5, 7.2, 6.75)","(31.0, 65.0, 59.3)","(81.0, 150.0, 125.0)","(2.4, 2.6, 2.50375)","(16.0, 99999, 99990)","(10.0, 15.5, 14.041666666666668)"
09-01-2023 15:21:26.638277,"(5.0, 8.4, 8.316666666666666)","(12.0, 23.0, 21.5)","(4.2, 6.6, 6.375)","(6.5, 7.2, 6.75)","(31.0, 65.0, 55.5)","(81.0, 150.0, 125.0)","(2.4, 2.6, 2.525)","(16.0, 99999, 99990)","(10.0, 15.5, 13.423076923076923)"
09-01-2023 15:21:27.839435,"(5.0, 8.4, 8.316666666666666)","(12.0, 23.0, 21.5)","(4.2, 6.6, 6.375)","(6.5, 7.2, 6.75)","(31.0, 65.0, 55.5)","(81.0, 150.0, 125.0)","(2.4, 2.6, 2.525)","(16.0, 99999, 99990)","(10.0, 15.5, 14.214285714285714)"
09-01-2023 15:21:29.125566,"(5.0, 8.4, 8.316666666666666)","(12.0, 23.0, 21.384615384615383)","(4.2, 6.6, 6.375)","(6.5, 7.2, 6.75)","(31.0, 65.0, 59.3)","(81.0, 150.0, 131.66666666666666)","(2.4, 2.6, 2.525)","(16.0, 99999, 99990)","(10.0, 15.5, 14.166666666666666)"
09-01-2023 15:21:30.365482,"(5.0, 8.4, 8.316666666666666)","(12.0, 23.0, 21.384615384615383)","(4.2, 6.6, 6.375)","(6.5, 7.2, 6.75)","(31.0, 65.0, 59.3)","(81.0, 150.0, 131.66666666666666)","(2.4, 2.6, 2.525)","(16.0, 99999, 99990)","(10.0, 15.5, 14.166666666666666)"
09-01-2023 15:21:31.598661,"(5.0, 8.4, 8.316666666666666)","(12.0, 22.0, 20.571428571428573)","(4.2, 6.6, 6.375)","(6.5, 7.2, 6.9)","(31.0, 65.0, 59.3)","(81.0, 150.0, 131.66666666666666)","(2.4, 2.6, 2.525)","(16.0, 99999, 99990)","(10.0, 15.0, 13.772727272727273)"
09-01-2023 15:21:32.866465,"(5.0, 8.4, 8.316666666666666)","(12.0, 22.0, 20.571428571428573)","(4.2, 6.6, 6.375)","(6.5, 7.2, 6.6000000000000005)","(31.0, 65.0, 59.3)","(81.0, 150.0, 131.66666666666666)","(2.4, 2.6, 2.525)","(16.0, 99999, 99990)","(10.0, 16.0, 14.5)"
09-01-2023 15:21:34.115521,"(5.0, 8.4, 8.316666666666666)","(12.0, 23.0, 20.454545454545453)","(4.2, 6.6, 6.375)","(6.5, 7.2, 6.6000000000000005)","(31.0, 65.0, 59.3)","(81.0, 150.0, 131.66666666666666)","(2.4, 2.6, 2.495)","(16.0, 99999, 99990)","(10.0, 15.5, 14.5)"
09-01-2023 15:21:35.362798,"(5.0, 8.4, 8.316666666666666)","(12.0, 23.0, 19.727272727272727)","(4.2, 6.6, 6.375)","(6.5, 7.2, 6.9)","(31.0, 65.0, 59.3)","(81.0, 150.0, 131.66666666666666)","(2.4, 2.6, 2.532)","(16.0, 99999, 99990)","(10.0, 15.5, 14.5)"
09-01-2023 15:21:36.596419,"(5.0, 8.8, 8.700000000000001)","(12.0, 22.0, 21.22222222222222)","(4.2, 6.6, 6.375)","(6.5, 7.2, 6.9)","(31.0, 65.0, 55.5)","(81.0, 150.0, 131.66666666666666)","(2.4, 2.58, 2.496)","(16.0, 99999, 99990)","(10.0, 15.5, 14.5)"
09-01-2023 15:21:37.773311,"(5.0, 8.8, 8.746666666666668)","(12.0, 21.0, 20.444444444444443)","(4.2, 6.6, 6.15)","(6.5, 7.2, 6.9)","(31.0, 65.0, 59.3)","(81.0, 150.0, 131.66666666666666)","(2.4, 2.58, 2.5764912280701755)","(16.0, 99999, 99990)","(10.0, 15.5, 14.5)"
09-01-2023 15:21:38.990915,"(5.5, 8.8, 8.75294117647059)","(14.0, 21.0, 20.444444444444443)","(4.2, 6.6, 6.15)","(6.5, 7.2, 6.9)","(31.0, 65.0, 59.3)","(81.0, 150.0, 131.66666666666666)","(2.35, 2.58, 2.5764912280701755)","(17.0, 99999, 99990)","(10.0, 15.5, 14.5)"
09-01-2023 15:21:40.265389,"(5.5, 8.8, 8.72)","(14.0, 23.0, 20.6)","(4.2, 6.6, 6.15)","(6.5, 7.2, 6.9)","(31.0, 65.0, 59.3)","(81.0, 150.0, 125.0)","(2.35, 2.58, 2.5764912280701755)","(17.0, 99999, 99990)","(10.0, 15.5, 14.5)"
09-01-2023 15:21:41.509270,"(5.5, 8.8, 8.72)","(14.0, 23.0, 20.6)","(4.2, 6.6, 6.15)","(6.5, 7.2, 6.96)","(31.0, 65.0, 59.3)","(81.0, 150.0, 131.66666666666666)","(2.35, 2.58, 2.5764912280701755)","(17.0, 99999, 99990)","(10.0, 15.5, 14.5)"
09-01-2023 15:21:42.802685,"(5.5, 8.8, 8.72)","(14.0, 23.0, 20.444444444444443)","(4.2, 6.6, 6.15)","(6.5, 7.2, 7.28)","(31.0, 65.0, 55.5)","(81.0, 150.0, 131.66666666666666)","(2.3, 2.58, 2.4914285714285715)","(17.0, 99999, 99990)","(10.0, 15.5, 14.5)"
09-01-2023 15:21:44.065586,"(5.5, 8.8, 8.72)","(14.0, 21.0, 20.444444444444443)","(4.2, 6.6, 6.15)","(6.5, 8.0, 7.4)","(31.0, 65.0, 55.5)","(81.0, 150.0, 131.66666666666666)","(2.3, 2.56, 2.4589473684210525)","(17.0, 99999, 99990)","(10.0, 15.5, 13.928571428571429)"
09-01-2023 15:21:45.323181,"(5.5, 8.8, 8.54)","(14.0, 22.0, 19.5)","(4.2, 6.6, 6.15)","(6.5, 8.0, 7.333333333333334)","(31.0, 65.0, 55.5)","(81.0, 150.0, 131.66666666666666)","(2.3, 2.56, 2.4589473684210525)","(17.0, 99999, 99990)","(10.0, 15.0, 13.928571428571429)"
09-01-2023 15:21:46.645161,"(5.5, 8.6, 6.800000000000001)","(14.0, 22.0, 19.5)","(4.2, 6.6, 6.15)","(6.5, 8.0, 7.333333333333334)","(31.0, 65.0, 59.3)","(81.0, 150.0, 140.83333333333331)","(2.3, 2.56, 2.5163636363636366)","(17.0, 99999, 99990)","(10.0, 15.0, 13.928571428571429)"
09-01-2023 15:21:47.949312,"(5.5, 8.4, 7.68)","(14.0, 22.0, 19.5)","(4.2, 6.6, 6.15)","(6.5, 8.0, 7.333333333333334)","(31.0, 65.0, 59.3)","(81.0, 150.0, 125.0)","(2.3, 2.56, 2.475)","(17.0, 99999, 99990)","(10.0, 15.0, 13.928571428571429)"
09-01-2023 15:21:49.292872,"(5.5, 8.4, 7.76)","(14.0, 21.0, 17.5)","(4.2, 6.6, 6.428571428571428)","(6.5, 8.0, 7.333333333333334)","(31.0, 65.0, 59.3)","(81.0, 150.0, 125.0)","(2.3, 2.48, 2.5290909090909093)","(17.0, 99999, 99990)","(10.0, 15.0, 14.5)"
09-01-2023 15:21:50.698666,"(5.5, 8.4, 7.5600000000000005)","(14.0, 20.0, 16.666666666666668)","(4.2, 6.6, 6.4)","(6.5, 8.0, 7.333333333333334)","(31.0, 65.0, 59.3)","(81.0, 150.0, 125.0)","(2.3, 2.58, 2.512)","(17.0, 99999, 99990)","(10.0, 15.5, 14.5)"
09-01-2023 15:21:51.902750,"(5.5, 8.4, 7.905882352941177)","(14.0, 20.0, 17.333333333333332)","(4.2, 6.8, 6.4)","(6.5, 8.0, 7.333333333333334)","(31.0, 65.0, 59.3)","(81.0, 150.0, 125.0)","(2.3, 2.56, 2.533333333333333)","(17.0, 99999, 99990)","(10.0, 15.5, 14.5)"
09-01-2023 15:21:53.183575,"(5.5, 8.4, 7.9625)","(14.0, 20.0, 19.2)","(4.2, 6.8, 6.32)","(6.5, 8.0, 7.333333333333334)","(31.0, 65.0, 59.3)","(81.0, 150.0, 125.0)","(2.3, 2.56, 2.546666666666667)","(17.0, 99999, 99990)","(10.0, 15.5, 14.5)"
09-01-2023 15:21:54.564924,"(5.5, 8.0, 7.676923076923077)","(14.0, 20.0, 18.545454545454547)","(4.2, 6.8, 6.5777777777777775)","(6.5, 8.0, 7.333333333333334)","(31.0, 65.0, 79.53125)","(81.0, 150.0, 125.0)","(2.3, 2.56, 2.546666666666667)","(17.0, 99999, 99990)","(10.0, 15.5, 14.9)"
09-01-2023 15:21:56.013946,"(5.5, 7.8, 7.676923076923077)","(14.0, 20.0, 18.545454545454547)","(4.2, 6.8, 6.4399999999999995)","(6.5, 8.0, 7.428571428571429)","(31.0, 80.0, 75.0)","(81.0, 150.0, 125.0)","(2.3, 2.56, 2.544)","(17.0, 99999, 99990)","(10.0, 15.5, 14.9)"
09-01-2023 15:21:57.368473,"(5.5, 7.8, 7.622222222222222)","(14.0, 20.0, 19.5)","(4.2, 6.8, 6.466666666666667)","(6.5, 8.0, 7.428571428571429)","(31.0, 85.0, 75.0)","(81.0, 150.0, 125.0)","(2.3, 2.56, 2.538181818181818)","(17.0, 99999, 99990)","(10.0, 15.5, 14.5)"
09-01-2023 15:21:58.720350,"(5.5, 7.8, 7.622222222222222)","(14.0, 20.0, 19.5)","(4.2, 6.6, 6.466666666666667)","(6.5, 8.0, 7.428571428571429)","(31.0, 85.0, 75.0)","(81.0, 150.0, 125.0)","(2.3, 2.56, 2.538181818181818)","(17.0, 99999, 99990)","(10.0, 15.5, 14.5)"
09-01-2023 15:22:00.090782,"(5.5, 7.8, 7.329411764705882)","(14.0, 20.0, 19.5)","(4.2, 6.4, 6.314285714285715)","(6.5, 8.0, 7.428571428571429)","(31.0, 80.0, 76.66666666666667)","(81.0, 150.0, 125.0)","(2.3, 2.56, 2.512)","(17.0, 99999, 99990)","(10.0, 15.5, 13.928571428571429)"
09-01-2023 15:22:01.431264,"(5.5, 7.8, 7.15)","(14.0, 20.0, 19.5)","(4.2, 6.4, 6.050000000000001)","(6.5, 7.8, 7.333333333333333)","(31.0, 80.0, 76.66666666666667)","(81.0, 140.0, 105.71428571428571)","(2.3, 2.62, 2.596)","(17.0, 99999, 99990)","(10.0, 15.0, 13.928571428571429)"
09-01-2023 15:22:02.746684,"(5.5, 7.6, 7.3999999999999995)","(14.0, 20.0, 20.583333333333336)","(4.2, 6.2, 5.969230769230769)","(6.5, 7.8, 7.1)","(31.0, 80.0, 72.85714285714286)","(81.0, 140.0, 125.0)","(2.3, 2.62, 2.6125000000000003)","(17.0, 99999, 99990)","(10.0, 15.0, 13.5)"
09-01-2023 15:22:04.073072,"(5.5, 7.6, 6.942857142857143)","(14.0, 21.0, 19.833333333333332)","(4.2, 6.2, 5.969230769230769)","(6.5, 7.8, 7.25)","(31.0, 80.0, 72.85714285714286)","(81.0, 150.0, 104.16666666666667)","(2.3, 2.62, 2.596)","(17.0, 99999, 99990)","(10.0, 16.5, 14.0)"
09-01-2023 15:22:05.429883,"(5.5, 7.4, 6.84)","(14.0, 21.0, 21.5)","(4.2, 6.2, 5.969230769230769)","(6.5, 7.8, 7.408888888888889)","(31.0, 80.0, 72.85714285714286)","(81.0, 150.0, 101.11111111111111)","(2.3, 2.62, 2.6125000000000003)","(17.0, 99999, 99990)","(10.0, 16.0, 14.666666666666666)"
09-01-2023 15:22:06.696383,"(5.5, 7.4, 6.84)","(14.0, 25.0, 20.8)","(4.2, 6.2, 5.969230769230769)","(6.5, 7.8, 7.408888888888889)","(31.0, 80.0, 72.85714285714286)","(81.0, 150.0, 101.11111111111111)","(2.3, 2.62, 2.6182857142857143)","(17.0, 99999, 99990)","(10.0, 16.0, 15.0)"
09-01-2023 15:22:08.033340,"(5.5, 7.4, 6.84)","(14.0, 24.0, 20.8)","(4.2, 6.2, 5.969230769230769)","(6.5, 7.8, 7.408888888888889)","(31.0, 80.0, 72.85714285714286)","(81.0, 150.0, 104.0)","(2.3, 2.62, 2.6182857142857143)","(17.0, 99999, 99990)","(10.0, 16.0, 15.0)"
09-01-2023 15:22:09.347945,"(5.5, 7.4, 6.84)","(14.0, 24.0, 20.8)","(4.4, 6.2, 5.969230769230769)","(6.5, 7.8, 7.085714285714285)","(41.0, 80.0, 72.85714285714286)","(81.0, 140.0, 106.66666666666667)","(2.25, 2.62, 2.6182857142857143)","(19.0, 99999, 99990)","(10.0, 16.0, 15.0)"
09-01-2023 15:22:10.659680,"(5.5, 7.4, 6.84)","(14.0, 24.0, 20.8)","(4.4, 6.2, 5.969230769230769)","(6.5, 7.6, 7.085714285714285)","(41.0, 80.0, 72.85714285714286)","(81.0, 130.0, 103.33333333333333)","(2.25, 2.62, 2.6182857142857143)","(19.0, 99999, 99990)","(10.0, 16.0, 15.25)"
09-01-2023 15:22:11.906753,"(5.5, 7.4, 6.84)","(14.0, 24.0, 20.333333333333332)","(4.4, 6.2, 5.969230769230769)","(6.5, 7.6, 6.933333333333334)","(41.0, 80.0, 72.85714285714286)","(81.0, 120.0, 103.33333333333333)","(2.25, 2.62, 2.651891891891892)","(19.0, 99999, 99990)","(10.0, 16.0, 15.25)"
09-01-2023 15:22:13.083279,"(5.5, 7.4, 6.84)","(14.0, 24.0, 22.18181818181818)","(4.4, 6.2, 5.969230769230769)","(6.5, 7.6, 6.933333333333334)","(41.0, 80.0, 72.85714285714286)","(81.0, 120.0, 98.57142857142857)","(2.25, 2.66, 2.64)","(19.0, 99999, 99990)","(10.0, 16.0, 15.307692307692308)"
09-01-2023 15:22:14.227047,"(5.5, 7.2, 6.28695652173913)","(14.0, 24.0, 22.18181818181818)","(4.4, 6.4, 6.2250000000000005)","(6.5, 7.4, 7.2)","(41.0, 80.0, 86.0)","(81.0, 120.0, 103.33333333333333)","(2.25, 2.66, 2.651891891891892)","(19.0, 99999, 99990)","(10.0, 16.0, 15.307692307692308)"
09-01-2023 15:22:15.392674,"(5.5, 7.0, 6.633333333333334)","(14.0, 24.0, 21.0)","(4.4, 6.4, 6.25)","(6.5, 7.4, 7.157894736842105)","(41.0, 110.0, 102.5)","(81.0, 120.0, 103.33333333333333)","(2.25, 2.66, 2.651891891891892)","(19.0, 99999, 99990)","(10.0, 16.0, 14.333333333333334)"
09-01-2023 15:22:16.621213,"(5.5, 7.0, 6.67)","(14.0, 24.0, 22.18181818181818)","(4.4, 6.4, 5.713636363636364)","(6.5, 7.6, 7.157894736842105)","(41.0, 110.0, 95.0)","(81.0, 120.0, 103.33333333333333)","(2.25, 2.66, 2.651891891891892)","(19.0, 99999, 99990)","(10.0, 15.0, 14.333333333333334)"
09-01-2023 15:22:17.895960,"(5.5, 7.0, 6.4)","(14.0, 24.0, 22.5)","(4.4, 5.8, 5.5625)","(6.5, 7.6, 7.157894736842105)","(41.0, 110.0, 101.11111111111111)","(81.0, 120.0, 103.33333333333333)","(2.25, 2.66, 2.64)","(19.0, 99999, 99990)","(10.0, 15.0, 14.583333333333334)"
09-01-2023 15:22:19.210353,"(5.5, 7.0, 6.67)","(14.0, 24.0, 23.272727272727273)","(4.4, 5.8, 5.582857142857143)","(6.5, 7.6, 7.345454545454546)","(41.0, 110.0, 101.11111111111111)","(81.0, 120.0, 103.33333333333333)","(2.25, 2.66, 2.6925000000000003)","(19.0, 99999, 99990)","(10.0, 15.0, 14.583333333333334)"
09-01-2023 15:22:20.540753,"(5.5, 7.0, 6.257142857142857)","(14.0, 26.0, 25.6)","(4.4, 5.8, 5.618181818181818)","(6.5, 7.6, 7.466666666666667)","(41.0, 110.0, 106.66666666666667)","(81.0, 120.0, 103.33333333333333)","(2.25, 2.7, 2.71)","(19.0, 99999, 99990)","(10.0, 15.0, 15.25)"
09-01-2023 15:22:21.827291,"(5.5, 7.0, 5.8)","(14.0, 28.0, 26.666666666666664)","(4.4, 5.8, 5.618181818181818)","(6.5, 7.6, 7.428571428571429)","(41.0, 110.0, 106.66666666666667)","(81.0, 120.0, 103.33333333333333)","(2.25, 2.8, 2.737391304347826)","(19.0, 99999, 99990)","(10.0, 16.5, 15.071428571428571)"
09-01-2023 15:22:23.115781,"(5.5, 6.2, 6.047058823529412)","(14.0, 28.0, 26.666666666666664)","(4.4, 5.8, 5.618181818181818)","(6.5, 7.6, 7.428571428571429)","(41.0, 110.0, 106.66666666666667)","(81.0, 120.0, 107.5)","(2.25, 2.8, 2.737391304347826)","(19.0, 99999, 99990)","(10.0, 16.5, 15.071428571428571)"
09-01-2023 15:22:24.366800,"(5.5, 6.0, 5.5)","(14.0, 28.0, 25.5)","(4.4, 5.8, 5.618181818181818)","(6.5, 7.6, 7.428571428571429)","(41.0, 110.0, 106.66666666666667)","(81.0, 120.0, 140.83333333333331)","(2.25, 2.8, 2.737391304347826)","(19.0, 99999, 99990)","(10.0, 16.5, 15.071428571428571)"
09-01-2023 15:22:25.534266,"(5.0, 6.0, 5.6)","(15.0, 28.0, 28.2)","(4.4, 5.8, 5.618181818181818)","(6.5, 7.6, 7.52)","(41.0, 110.0, 106.66666666666667)","(81.0, 150.0, 114.64285714285714)","(2.25, 2.8, 2.737391304347826)","(19.0, 99999, 99990)","(10.0, 16.5, 15.071428571428571)"
09-01-2023 15:22:26.711610,"(5.0, 6.0, 5.6)","(15.0, 30.0, 28.2)","(4.4, 5.8, 5.618181818181818)","(6.5, 7.6, 7.52)","(41.0, 110.0, 106.66666666666667)","(81.0, 150.0, 120.0)","(2.25, 2.8, 2.737391304347826)","(19.0, 99999, 99990)","(10.0, 16.5, 15.071428571428571)"
09-01-2023 15:22:27.820792,"(5.0, 6.0, 5.6)","(15.0, 30.0, 28.2)","(4.4, 5.8, 5.618181818181818)","(6.5, 7.6, 7.52)","(41.0, 110.0, 106.66666666666667)","(81.0, 130.0, 112.85714285714286)","(2.25, 2.8, 2.7733333333333334)","(19.0, 99999, 99990)","(10.0, 16.5, 15.071428571428571)"
09-01-2023 15:22:28.876242,"(5.0, 6.0, 5.6)","(15.0, 30.0, 28.2)","(4.4, 5.8, 5.618181818181818)","(6.5, 7.6, 7.52)","(41.0, 110.0, 106.66666666666667)","(81.0, 120.0, 112.85714285714286)","(2.25, 2.8, 2.7733333333333334)","(19.0, 99999, 99990)","(10.0, 16.5, 15.071428571428571)"
09-01-2023 15:22:29.978499,"(5.0, 6.0, 5.573333333333333)","(15.0, 30.0, 28.2)","(4.4, 5.8, 5.618181818181818)","(6.5, 7.6, 7.52)","(41.0, 110.0, 106.66666666666667)","(81.0, 120.0, 101.25)","(2.25, 2.8, 2.7446153846153845)","(19.0, 99999, 99990)","(10.0, 16.5, 15.071428571428571)"
09-01-2023 15:22:31.095931,"(5.0, 6.0, 5.68)","(15.0, 30.0, 29.25)","(4.4, 5.8, 5.618181818181818)","(6.5, 7.6, 7.536363636363636)","(41.0, 110.0, 106.66666666666667)","(81.0, 120.0, 101.25)","(2.25, 2.8, 2.7446153846153845)","(20.0, 99999, 99990)","(10.0, 16.5, 15.071428571428571)"
09-01-2023 15:22:32.299054,"(5.0, 6.0, 5.723076923076923)","(15.0, 30.0, 29.25)","(4.4, 5.8, 5.457142857142857)","(6.5, 7.6, 7.536363636363636)","(41.0, 110.0, 106.66666666666667)","(81.0, 120.0, 101.25)","(2.25, 2.8, 2.7446153846153845)","(20.0, 99999, 99990)","(10.0, 16.5, 15.363636363636363)"
09-01-2023 15:22:33.494481,"(5.0, 6.0, 5.723076923076923)","(15.0, 30.0, 29.25)","(4.4, 5.8, 5.457142857142857)","(6.5, 7.6, 7.536363636363636)","(41.0, 110.0, 104.28571428571429)","(81.0, 120.0, 101.25)","(2.25, 2.8, 2.773333333333333)","(20.0, 99999, 99990)","(10.0, 16.5, 15.363636363636363)"
09-01-2023 15:22:34.686515,"(5.0, 6.0, 5.723076923076923)","(16.0, 30.0, 29.25)","(4.4, 5.8, 5.457142857142857)","(6.5, 7.6, 7.536363636363636)","(41.0, 110.0, 104.28571428571429)","(81.0, 120.0, 101.25)","(2.25, 2.78, 2.7618181818181817)","(20.0, 99999, 99990)","(10.0, 16.5, 15.363636363636363)"
09-01-2023 15:22:35.975227,"(5.0, 6.0, 5.723076923076923)","(16.0, 30.0, 29.25)","(4.4, 5.8, 5.457142857142857)","(6.5, 7.6, 7.536363636363636)","(41.0, 110.0, 104.28571428571429)","(81.0, 120.0, 101.25)","(2.25, 2.78, 2.7649999999999997)","(20.0, 99999, 99990)","(10.0, 16.5, 15.607142857142858)"
09-01-2023 15:22:37.220083,"(5.0, 6.0, 5.723076923076923)","(16.0, 30.0, 29.25)","(4.4, 5.8, 5.457142857142857)","(6.5, 7.6, 7.475)","(41.0, 110.0, 104.28571428571429)","(81.0, 120.0, 100.0)","(2.25, 2.78, 2.734)","(20.0, 99999, 99990)","(10.0, 16.5, 15.071428571428571)"
09-01-2023 15:22:38.579913,"(5.0, 6.0, 5.785714285714286)","(16.0, 30.0, 29.25)","(4.4, 5.8, 5.457142857142857)","(6.5, 7.6, 7.475)","(41.0, 110.0, 104.28571428571429)","(81.0, 120.0, 101.25)","(2.25, 2.74, 2.734)","(20.0, 99999, 99990)","(10.0, 16.5, 15.071428571428571)"
09-01-2023 15:22:39.890521,"(5.0, 6.0, 5.75)","(16.0, 30.0, 29.25)","(4.4, 5.8, 5.457142857142857)","(6.5, 7.6, 7.475)","(41.0, 110.0, 104.28571428571429)","(81.0, 120.0, 140.83333333333331)","(2.25, 2.74, 2.7744444444444443)","(20.0, 99999, 99990)","(10.0, 16.5, 15.071428571428571)"
