,Paw Baby,Miss Priddle,Flash Fever,Balts Orson,Redemption Day,Kiah Beach,Miss Verity
07-12-2022 20:46:00.911312,"(7.0, 10.5, 9.4)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
07-12-2022 20:46:02.309216,"(7.0, 10.0, 9.4)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
07-12-2022 20:46:03.732521,"(7.0, 10.0, 8.848)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
07-12-2022 20:46:05.165031,"(7.0, 10.5, 8.868)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
07-12-2022 20:46:06.590621,"(7.0, 10.5, 8.870833333333334)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
07-12-2022 20:46:08.012678,"(7.0, 10.5, 8.870833333333334)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
07-12-2022 20:46:09.520719,"(7.0, 10.5, 8.870833333333334)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
07-12-2022 20:46:11.003671,"(7.0, 10.5, 8.870833333333334)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.5)"
07-12-2022 20:46:12.418352,"(7.0, 10.5, 8.870833333333334)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:14.101884,"(7.0, 10.0, 9.4)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:15.540818,"(7.0, 10.0, 8.868)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.677142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:17.094856,"(7.0, 10.5, 8.870833333333334)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6952941176470588)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:18.662989,"(7.0, 10.5, 8.870833333333334)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.714)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:20.033188,"(7.0, 10.5, 8.870833333333334)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.714)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:21.525915,"(7.0, 10.5, 8.856666666666667)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.692)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:22.887202,"(7.0, 10.5, 8.856666666666667)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:24.078217,"(7.0, 10.5, 8.856666666666667)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:25.346708,"(7.0, 10.5, 8.856666666666667)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:26.722992,"(7.0, 10.5, 8.868)","(10.0, 14.0, 10.64)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.677142857142857)","(12.0, 38.0, 18.75)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:27.993549,"(7.0, 10.5, 8.868)","(10.0, 14.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7023529411764706)","(12.0, 38.0, 20.166666666666668)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:29.266141,"(7.0, 10.5, 8.858620689655172)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7226086956521738)","(12.0, 36.0, 25.5)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:30.544753,"(7.0, 10.5, 8.858620689655172)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7226086956521738)","(12.0, 34.0, 25.5)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:31.865210,"(7.0, 10.5, 8.870833333333334)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7066666666666666)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:33.106441,"(7.0, 10.5, 8.868)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:34.311935,"(7.0, 10.5, 8.856666666666667)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:35.504116,"(7.0, 10.0, 9.4)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:36.718042,"(7.0, 10.5, 8.856666666666667)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6975)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:37.956729,"(7.0, 10.5, 8.868)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:39.137358,"(7.0, 10.5, 8.856666666666667)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:40.335382,"(7.0, 10.5, 8.856666666666667)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:41.573511,"(7.0, 10.5, 8.856666666666667)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.677142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:42.720121,"(7.0, 10.5, 8.868)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.677142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:43.958487,"(7.0, 10.5, 8.868)","(10.0, 13.0, 12.8125)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.717142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:45.111969,"(7.0, 10.5, 8.858620689655172)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.717142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:46.323143,"(7.0, 10.5, 8.858620689655172)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.717142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:47.910075,"(7.0, 10.5, 8.868)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:49.520906,"(7.0, 10.5, 8.856666666666667)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:50.751243,"(7.0, 10.5, 8.856666666666667)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:52.041296,"(7.0, 10.5, 8.856666666666667)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.677142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:53.397561,"(7.0, 10.5, 8.868)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7023529411764706)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:54.598441,"(7.0, 10.5, 8.868)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7105263157894737)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:55.817874,"(7.0, 10.5, 8.870833333333334)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7105263157894737)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:57.125860,"(7.0, 10.5, 8.870833333333334)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:58.328748,"(7.0, 10.5, 8.856666666666667)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:46:59.479606,"(7.0, 10.5, 8.856666666666667)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:00.674594,"(7.0, 10.5, 8.858620689655172)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:01.878266,"(7.0, 10.5, 8.870833333333334)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:03.115151,"(7.0, 10.5, 8.870833333333334)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:04.394334,"(7.0, 10.5, 8.868)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:05.603917,"(7.0, 10.5, 8.868)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:06.842878,"(7.0, 10.5, 8.868)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.677142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:08.051550,"(7.0, 10.5, 8.858620689655172)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7105263157894737)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:09.251818,"(7.0, 10.5, 8.858620689655172)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7105263157894737)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:10.598878,"(7.0, 10.5, 9.040000000000001)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:11.830719,"(7.0, 10.0, 9.040000000000001)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:13.193521,"(7.0, 10.0, 9.040000000000001)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:14.695737,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:16.060999,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:17.241075,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.677142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:18.552728,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.717142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:19.749717,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.717142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:20.964044,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6975)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:22.272802,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.727272727272727)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7421052631578948)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:23.491859,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.727272727272727)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.667058823529412)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:25.105661,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.727272727272727)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.667058823529412)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:26.968939,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.727272727272727)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.667058823529412)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:28.326943,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.727272727272727)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.667058823529412)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:29.904477,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.727272727272727)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7353488372093024)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:32.080209,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.727272727272727)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7409302325581395)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:33.609609,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.727272727272727)","(12.0, 26.0, 14.333333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7409302325581395)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:35.331082,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.727272727272727)","(12.0, 26.0, 14.157894736842106)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7409302325581395)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:36.696180,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.727272727272727)","(12.0, 26.0, 15.583333333333334)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7121739130434783)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:38.008390,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.727272727272727)","(12.0, 25.0, 15.416666666666666)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7121739130434783)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:39.519167,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.727272727272727)","(12.0, 24.0, 18.75)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6933333333333334)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:41.048289,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.8125)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7145454545454546)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:42.532732,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7145454545454546)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:43.798835,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6952941176470588)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:45.019458,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.677142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:46.271395,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7105263157894737)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:47.464976,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7105263157894737)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:48.675582,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7105263157894737)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:49.974847,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:51.133945,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:52.322452,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:53.504652,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:54.668475,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:55.818645,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.677142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:56.950522,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7105263157894737)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:58.116273,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7105263157894737)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:47:59.266284,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:48:00.499359,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:48:01.747272,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.75)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:48:02.911511,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.8125)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:48:04.073316,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.8125)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.7094117647058824)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:48:05.143755,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.8125)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:48:06.116755,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.8125)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
07-12-2022 20:48:07.132740,"(7.0, 10.0, 8.92)","(10.0, 13.0, 12.8125)","(12.0, 24.0, 14.025)","(7.0, 13.0, 11.8)","(1.5, 1.78, 1.6857142857142857)","(12.0, 34.0, 18.307692307692307)","(13.0, 29.0, 21.85)"
