,Allanon,Just Call Me Molly Nz,Querencia,Oonskade,Set Me Free Nz,Majestic Time,Hammer Son,Everysecondcounts,Kapai Nz
10-01-2023 13:08:09.520400,"(51.0, 80.0, 70.45454545454545)","(4.6, 99999, 99990)","(6.5, 8.6, 8.35)","(4.0, 4.6, 4.533333333333333)","(4.4, 99999, 99990)","(11.0, 17.5, 16.75)","(4.8, 5.9, 5.58)","(11.0, 20.0, 17.545454545454547)","(18.0, 99999, 99990)"
10-01-2023 13:08:11.016274,"(51.0, 80.0, 70.45454545454545)","(4.6, 99999, 99990)","(6.5, 8.6, 8.35)","(4.0, 4.6, 4.533333333333333)","(4.4, 99999, 99990)","(11.0, 17.5, 16.9)","(4.8, 5.9, 5.58)","(11.0, 20.0, 16.571428571428573)","(18.0, 99999, 99990)"
10-01-2023 13:08:12.460895,"(51.0, 80.0, 70.45454545454545)","(4.6, 99999, 99990)","(6.5, 8.6, 8.35)","(4.0, 4.6, 4.533333333333333)","(4.4, 99999, 99990)","(11.0, 17.5, 16.9)","(4.8, 5.9, 5.58)","(11.0, 20.0, 16.571428571428573)","(18.0, 99999, 99990)"
10-01-2023 13:08:13.994016,"(51.0, 80.0, 73.63636363636364)","(4.6, 99999, 99990)","(6.5, 8.6, 8.35)","(4.0, 4.6, 4.8)","(4.4, 99999, 99990)","(11.0, 17.5, 16.9)","(4.8, 5.9, 5.463636363636364)","(11.0, 20.0, 16.571428571428573)","(18.0, 99999, 99990)"
10-01-2023 13:08:15.502631,"(51.0, 80.0, 73.63636363636364)","(4.6, 99999, 99990)","(6.5, 8.6, 8.254545454545454)","(4.0, 5.0, 4.68)","(4.4, 99999, 99990)","(11.0, 17.5, 16.9)","(4.8, 5.9, 5.463636363636364)","(11.0, 20.0, 16.571428571428573)","(18.0, 99999, 99990)"
10-01-2023 13:08:16.809649,"(51.0, 80.0, 73.63636363636364)","(4.6, 99999, 99990)","(6.5, 8.8, 8.254545454545454)","(4.0, 5.0, 4.533333333333333)","(4.4, 99999, 99990)","(11.0, 17.5, 16.9)","(4.8, 5.9, 5.463636363636364)","(11.0, 20.0, 16.8)","(18.0, 99999, 99990)"
10-01-2023 13:08:18.171287,"(51.0, 80.0, 73.63636363636364)","(4.6, 99999, 99990)","(6.5, 8.8, 8.254545454545454)","(4.0, 5.0, 4.5058823529411764)","(4.4, 99999, 99990)","(11.0, 17.5, 16.9)","(4.8, 5.9, 5.463636363636364)","(11.0, 20.0, 16.8)","(18.0, 99999, 99990)"
10-01-2023 13:08:19.477623,"(51.0, 80.0, 73.63636363636364)","(4.6, 99999, 99990)","(6.5, 8.8, 8.254545454545454)","(4.0, 5.0, 4.58)","(4.4, 99999, 99990)","(11.0, 17.5, 16.214285714285715)","(4.8, 5.9, 5.463636363636364)","(11.0, 20.0, 17.166666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:08:20.864239,"(51.0, 80.0, 73.63636363636364)","(4.6, 99999, 99990)","(6.5, 8.8, 8.35)","(4.0, 5.0, 4.7272727272727275)","(4.4, 99999, 99990)","(11.0, 17.5, 15.833333333333334)","(4.8, 5.9, 5.463636363636364)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:22.308584,"(51.0, 80.0, 73.63636363636364)","(4.6, 99999, 99990)","(6.5, 8.6, 8.35)","(4.0, 4.8, 4.7272727272727275)","(4.4, 99999, 99990)","(11.0, 16.5, 15.833333333333334)","(4.8, 5.9, 5.45)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:23.692113,"(51.0, 80.0, 73.63636363636364)","(4.6, 99999, 99990)","(6.5, 8.6, 8.35)","(4.0, 4.8, 4.7272727272727275)","(4.4, 99999, 99990)","(11.0, 16.5, 15.833333333333334)","(4.8, 5.8, 5.45)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:25.311520,"(51.0, 80.0, 73.63636363636364)","(4.6, 99999, 99990)","(6.5, 8.6, 8.35)","(4.0, 4.8, 4.7272727272727275)","(4.4, 99999, 99990)","(11.0, 16.5, 15.833333333333334)","(4.8, 5.8, 5.45)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:26.872654,"(51.0, 80.0, 81.42857142857143)","(4.6, 99999, 99990)","(6.5, 8.6, 8.4)","(4.0, 4.8, 4.7)","(4.4, 99999, 99990)","(11.0, 16.5, 15.833333333333334)","(4.8, 5.8, 5.45)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:28.326979,"(51.0, 90.0, 84.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.35)","(4.0, 4.8, 4.58)","(4.4, 99999, 99990)","(11.0, 16.5, 15.833333333333334)","(4.8, 5.8, 5.45)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:29.746431,"(51.0, 90.0, 84.0)","(4.6, 99999, 99990)","(6.5, 8.6, 8.4)","(4.0, 5.0, 4.6000000000000005)","(4.4, 99999, 99990)","(11.0, 16.5, 15.833333333333334)","(4.8, 5.8, 5.55)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:31.066255,"(51.0, 90.0, 84.0)","(4.6, 99999, 99990)","(6.5, 8.6, 8.466666666666667)","(4.0, 5.0, 4.6000000000000005)","(4.4, 99999, 99990)","(11.0, 16.5, 15.833333333333334)","(4.8, 5.8, 5.55)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:32.393156,"(51.0, 90.0, 84.0)","(4.6, 99999, 99990)","(6.5, 8.6, 8.493333333333332)","(4.0, 5.0, 4.6000000000000005)","(4.4, 99999, 99990)","(11.0, 16.5, 15.833333333333334)","(4.8, 5.8, 5.55)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:33.714070,"(51.0, 90.0, 84.0)","(4.6, 99999, 99990)","(6.5, 8.6, 8.493333333333332)","(4.0, 5.0, 4.7384615384615385)","(4.4, 99999, 99990)","(11.0, 16.5, 15.833333333333334)","(4.8, 5.8, 5.55)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:35.048678,"(51.0, 90.0, 84.0)","(4.6, 99999, 99990)","(6.5, 8.6, 8.72857142857143)","(4.0, 4.8, 4.711111111111111)","(4.4, 99999, 99990)","(11.0, 16.5, 15.833333333333334)","(4.8, 5.8, 5.55)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:36.516164,"(51.0, 85.0, 83.125)","(4.6, 99999, 99990)","(6.5, 8.8, 8.72857142857143)","(4.0, 4.8, 4.711111111111111)","(4.4, 99999, 99990)","(11.0, 16.5, 15.833333333333334)","(4.8, 5.8, 5.55)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:37.917331,"(51.0, 85.0, 83.125)","(4.6, 99999, 99990)","(6.5, 8.8, 8.72857142857143)","(4.0, 4.8, 4.7384615384615385)","(4.4, 99999, 99990)","(11.0, 16.5, 15.833333333333334)","(4.8, 5.8, 5.55)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:39.316824,"(51.0, 95.0, 81.66666666666667)","(4.6, 99999, 99990)","(6.5, 8.8, 8.493333333333332)","(4.0, 4.8, 4.711111111111111)","(4.4, 99999, 99990)","(11.0, 16.5, 15.833333333333334)","(4.8, 5.8, 5.55)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:40.685308,"(51.0, 95.0, 85.0)","(4.6, 99999, 99990)","(6.5, 8.6, 8.493333333333332)","(4.0, 4.8, 4.75)","(4.4, 99999, 99990)","(11.0, 16.5, 15.833333333333334)","(4.8, 5.8, 5.45)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:42.024360,"(51.0, 95.0, 87.5)","(4.6, 99999, 99990)","(6.5, 8.6, 8.493333333333332)","(4.0, 4.9, 4.55)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.8, 5.45)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:43.376416,"(51.0, 95.0, 87.5)","(4.6, 99999, 99990)","(6.5, 8.6, 8.493333333333332)","(4.0, 4.9, 4.55)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.8, 5.45)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:44.676806,"(51.0, 95.0, 90.0)","(4.6, 99999, 99990)","(6.5, 8.6, 8.493333333333332)","(4.0, 4.9, 4.55)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.8, 5.45)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:46.045579,"(51.0, 95.0, 90.0)","(4.6, 99999, 99990)","(6.5, 8.6, 8.72857142857143)","(4.0, 5.0, 4.633333333333334)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.8, 5.4)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:47.404265,"(51.0, 95.0, 90.0)","(4.6, 99999, 99990)","(6.5, 8.8, 8.493333333333332)","(4.0, 4.9, 4.633333333333334)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.4)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:48.899299,"(51.0, 95.0, 90.0)","(4.6, 99999, 99990)","(6.5, 8.6, 8.493333333333332)","(4.0, 4.9, 4.633333333333334)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.4)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:50.372211,"(51.0, 95.0, 87.5)","(4.6, 99999, 99990)","(6.5, 8.6, 8.493333333333332)","(4.0, 4.9, 4.633333333333334)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.4)","(11.0, 19.5, 16.583333333333332)","(18.0, 99999, 99990)"
10-01-2023 13:08:51.836140,"(51.0, 95.0, 87.5)","(4.6, 99999, 99990)","(6.5, 8.6, 8.493333333333332)","(4.0, 4.9, 4.633333333333334)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.4)","(11.0, 19.5, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:08:53.398802,"(51.0, 95.0, 87.5)","(4.6, 99999, 99990)","(6.5, 8.6, 8.493333333333332)","(4.0, 4.9, 4.633333333333334)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.4)","(11.0, 20.0, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:08:54.975606,"(51.0, 95.0, 87.5)","(4.6, 99999, 99990)","(6.5, 8.6, 8.72857142857143)","(4.0, 4.9, 4.633333333333334)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.4)","(11.0, 20.0, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:08:56.316672,"(51.0, 95.0, 87.5)","(4.6, 99999, 99990)","(6.5, 8.8, 8.72857142857143)","(4.0, 4.9, 4.633333333333334)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.4)","(11.0, 20.0, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:08:57.597887,"(51.0, 95.0, 87.5)","(4.6, 99999, 99990)","(6.5, 8.8, 8.733333333333334)","(4.0, 4.9, 4.785714285714286)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 20.0, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:08:58.905429,"(51.0, 95.0, 87.5)","(4.6, 99999, 99990)","(6.5, 8.8, 8.3)","(4.0, 4.9, 4.75)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 20.0, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:00.237176,"(51.0, 95.0, 87.5)","(4.6, 99999, 99990)","(6.5, 8.6, 8.3)","(4.0, 4.9, 4.642857142857143)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 20.0, 17.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:01.568575,"(51.0, 95.0, 96.66666666666667)","(4.6, 99999, 99990)","(6.5, 8.6, 8.3)","(4.0, 5.0, 4.642857142857143)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 20.0, 17.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:02.906503,"(51.0, 130.0, 100.0)","(4.6, 99999, 99990)","(6.5, 8.6, 8.3)","(4.0, 5.0, 4.722222222222222)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 20.0, 17.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:04.251450,"(51.0, 120.0, 95.0)","(4.6, 99999, 99990)","(6.5, 8.6, 8.3)","(4.0, 5.0, 4.722222222222222)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 20.0, 17.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:05.565494,"(51.0, 120.0, 104.0909090909091)","(4.6, 99999, 99990)","(6.5, 8.6, 8.675)","(4.0, 5.0, 4.82)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 20.0, 17.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:06.906547,"(51.0, 120.0, 104.0909090909091)","(4.6, 99999, 99990)","(6.5, 8.8, 8.422222222222222)","(4.0, 4.9, 4.838461538461539)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 20.0, 17.666666666666668)","(18.0, 99999, 99990)"
10-01-2023 13:09:08.233516,"(51.0, 120.0, 104.0909090909091)","(4.6, 99999, 99990)","(6.5, 8.6, 8.466666666666667)","(4.0, 4.9, 4.838461538461539)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 20.0, 17.5)","(18.0, 99999, 99990)"
10-01-2023 13:09:09.569628,"(51.0, 120.0, 104.0909090909091)","(4.6, 99999, 99990)","(6.5, 8.6, 8.3)","(4.0, 4.9, 4.838461538461539)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 19.5, 17.5)","(18.0, 99999, 99990)"
10-01-2023 13:09:10.855779,"(51.0, 120.0, 104.0909090909091)","(4.6, 99999, 99990)","(6.5, 8.6, 8.3)","(4.0, 4.9, 4.838461538461539)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 19.5, 17.5)","(18.0, 99999, 99990)"
10-01-2023 13:09:12.107136,"(51.0, 120.0, 104.0909090909091)","(4.6, 99999, 99990)","(6.5, 8.6, 8.3)","(4.0, 4.8, 4.838461538461539)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.4)","(11.0, 19.5, 18.25)","(18.0, 99999, 99990)"
10-01-2023 13:09:13.373036,"(51.0, 120.0, 104.0909090909091)","(4.6, 99999, 99990)","(6.5, 8.6, 8.533333333333333)","(4.0, 4.9, 4.838461538461539)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 20.0, 18.25)","(18.0, 99999, 99990)"
10-01-2023 13:09:14.635279,"(51.0, 120.0, 104.0909090909091)","(4.6, 99999, 99990)","(6.5, 8.8, 8.533333333333333)","(4.0, 4.9, 4.838461538461539)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 20.0, 17.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:15.915002,"(51.0, 120.0, 104.0909090909091)","(4.6, 99999, 99990)","(6.5, 8.8, 8.533333333333333)","(4.0, 4.9, 4.838461538461539)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 20.0, 17.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:17.226905,"(51.0, 120.0, 104.0909090909091)","(4.6, 99999, 99990)","(6.5, 8.8, 8.533333333333333)","(4.0, 4.9, 4.838461538461539)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.4)","(11.0, 20.0, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:18.540050,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.533333333333333)","(4.0, 4.9, 4.855555555555556)","(4.4, 99999, 99990)","(11.0, 16.5, 15.928571428571429)","(4.8, 5.7, 5.423076923076923)","(11.0, 19.5, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:19.861283,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.533333333333333)","(4.0, 4.9, 4.855555555555556)","(4.4, 99999, 99990)","(11.0, 16.5, 15.88888888888889)","(4.8, 5.7, 5.423076923076923)","(11.0, 19.5, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:21.345076,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.533333333333333)","(4.0, 4.9, 4.855555555555556)","(4.4, 99999, 99990)","(11.0, 17.0, 15.88888888888889)","(4.8, 5.7, 5.423076923076923)","(11.0, 19.5, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:22.759989,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.685714285714287)","(4.0, 4.9, 4.855555555555556)","(4.4, 99999, 99990)","(11.0, 17.0, 15.61111111111111)","(4.8, 5.7, 5.4)","(11.0, 19.5, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:24.160564,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.685714285714287)","(4.0, 4.9, 4.855555555555556)","(4.4, 99999, 99990)","(11.0, 16.5, 15.61111111111111)","(4.8, 5.7, 5.4)","(11.0, 19.5, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:25.510463,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.685714285714287)","(4.0, 4.9, 4.855555555555556)","(4.4, 99999, 99990)","(11.0, 16.5, 15.61111111111111)","(4.8, 5.7, 5.4)","(11.0, 19.5, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:26.896681,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.685714285714287)","(4.0, 4.9, 4.737037037037037)","(4.4, 99999, 99990)","(11.0, 16.5, 15.4)","(4.8, 5.7, 5.4)","(11.0, 19.5, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:28.340489,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.685714285714287)","(4.0, 4.9, 4.737037037037037)","(4.4, 99999, 99990)","(11.0, 17.0, 15.4)","(4.8, 5.7, 5.4)","(11.0, 19.5, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:29.752403,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.685714285714287)","(4.0, 4.9, 4.737037037037037)","(4.4, 99999, 99990)","(11.0, 17.0, 15.5)","(4.8, 5.7, 5.4)","(11.0, 19.5, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:31.146229,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.685714285714287)","(4.0, 4.9, 4.756)","(4.4, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.7, 4.875)","(11.0, 19.5, 18.0)","(18.0, 99999, 99990)"
10-01-2023 13:09:32.453457,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.685714285714287)","(4.0, 4.9, 4.756)","(4.4, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 4.875)","(11.0, 19.5, 18.25)","(18.0, 99999, 99990)"
10-01-2023 13:09:33.655638,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.685714285714287)","(4.0, 4.9, 4.756)","(4.4, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.041463414634147)","(11.0, 20.0, 18.25)","(18.0, 99999, 99990)"
10-01-2023 13:09:34.889368,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.533333333333333)","(4.0, 4.9, 4.728571428571429)","(4.4, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.004878048780488)","(11.0, 20.0, 18.25)","(18.0, 99999, 99990)"
10-01-2023 13:09:36.143035,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.533333333333333)","(4.0, 4.9, 4.728571428571429)","(4.4, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.004878048780488)","(11.0, 20.0, 18.25)","(18.0, 99999, 99990)"
10-01-2023 13:09:37.344403,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.533333333333333)","(4.0, 4.9, 4.728571428571429)","(4.4, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.004878048780488)","(11.0, 20.0, 17.5)","(18.0, 99999, 99990)"
10-01-2023 13:09:38.526431,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.728571428571429)","(4.4, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.004878048780488)","(11.0, 19.5, 17.5)","(18.0, 99999, 99990)"
10-01-2023 13:09:39.733394,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.728571428571429)","(4.4, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.004878048780488)","(11.0, 19.0, 16.75)","(18.0, 99999, 99990)"
10-01-2023 13:09:41.011812,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.728571428571429)","(4.4, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.004878048780488)","(11.0, 19.0, 16.75)","(18.0, 99999, 99990)"
10-01-2023 13:09:42.279173,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.675)","(4.4, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.0181818181818185)","(11.0, 19.0, 16.75)","(18.0, 99999, 99990)"
10-01-2023 13:09:43.537805,"(51.0, 120.0, 100.55555555555556)","(4.6, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.675)","(4.4, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.0181818181818185)","(11.0, 19.0, 16.75)","(18.0, 99999, 99990)"
10-01-2023 13:09:44.791379,"(51.0, 120.0, 100.55555555555556)","(4.8, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.675)","(4.2, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.0181818181818185)","(12.0, 19.0, 16.75)","(19.0, 99999, 99990)"
10-01-2023 13:09:45.964732,"(51.0, 120.0, 100.55555555555556)","(4.8, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.675)","(4.2, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.0181818181818185)","(12.0, 19.0, 16.75)","(19.0, 99999, 99990)"
10-01-2023 13:09:47.207067,"(51.0, 120.0, 100.55555555555556)","(4.8, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.675)","(4.2, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.0181818181818185)","(12.0, 19.0, 16.75)","(19.0, 99999, 99990)"
10-01-2023 13:09:48.437747,"(51.0, 120.0, 100.55555555555556)","(4.8, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.675)","(4.2, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.0181818181818185)","(12.0, 19.0, 16.75)","(19.0, 99999, 99990)"
10-01-2023 13:09:49.566495,"(51.0, 120.0, 100.55555555555556)","(4.8, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.675)","(4.2, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.0181818181818185)","(12.0, 19.0, 16.75)","(19.0, 99999, 99990)"
10-01-2023 13:09:50.697723,"(51.0, 120.0, 100.55555555555556)","(4.8, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.675)","(4.2, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.0181818181818185)","(12.0, 19.0, 16.75)","(19.0, 99999, 99990)"
10-01-2023 13:09:51.861888,"(51.0, 120.0, 100.55555555555556)","(4.8, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.675)","(4.2, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.0181818181818185)","(12.0, 19.0, 16.75)","(19.0, 99999, 99990)"
10-01-2023 13:09:52.988287,"(51.0, 120.0, 100.55555555555556)","(4.8, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.675)","(4.2, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.0181818181818185)","(12.0, 19.0, 16.75)","(19.0, 99999, 99990)"
10-01-2023 13:09:54.165666,"(51.0, 120.0, 108.33333333333333)","(4.8, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.675)","(4.2, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.0181818181818185)","(12.0, 19.0, 16.75)","(19.0, 99999, 99990)"
10-01-2023 13:09:55.366697,"(51.0, 120.0, 108.33333333333333)","(4.8, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.675)","(4.2, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.0181818181818185)","(12.0, 19.0, 16.75)","(19.0, 99999, 99990)"
10-01-2023 13:09:56.515587,"(51.0, 120.0, 108.33333333333333)","(4.8, 99999, 99990)","(6.5, 8.8, 8.22857142857143)","(4.0, 4.9, 4.675)","(4.2, 99999, 99990)","(11.0, 17.0, 16.0)","(4.8, 5.2, 5.0181818181818185)","(12.0, 19.0, 16.75)","(19.0, 99999, 99990)"
