,Allanon,Just Call Me Molly Nz,Querencia,Oonskade,Set Me Free Nz,Majestic Time,Hammer Son,Everysecondcounts,Kapai Nz
10-01-2023 12:59:00.825019,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.666666666666668)","(18.0, 99999, 99990)"
10-01-2023 12:59:01.981408,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.666666666666668)","(18.0, 99999, 99990)"
10-01-2023 12:59:03.195304,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.666666666666668)","(18.0, 99999, 99990)"
10-01-2023 12:59:04.505457,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.666666666666668)","(18.0, 99999, 99990)"
10-01-2023 12:59:05.863143,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.666666666666668)","(18.0, 99999, 99990)"
10-01-2023 12:59:07.156303,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.666666666666668)","(18.0, 99999, 99990)"
10-01-2023 12:59:08.437060,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.666666666666668)","(18.0, 99999, 99990)"
10-01-2023 12:59:09.711790,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.666666666666668)","(18.0, 99999, 99990)"
10-01-2023 12:59:11.050679,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.666666666666668)","(18.0, 99999, 99990)"
10-01-2023 12:59:12.369835,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.666666666666668)","(18.0, 99999, 99990)"
10-01-2023 12:59:13.571546,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.666666666666668)","(18.0, 99999, 99990)"
10-01-2023 12:59:14.853908,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.666666666666668)","(18.0, 99999, 99990)"
10-01-2023 12:59:16.101250,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:17.307026,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:18.559015,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:19.921944,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:21.248288,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:22.589146,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:24.043448,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:25.616999,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:27.027599,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:28.446870,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:29.827658,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:31.184553,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:32.501694,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:33.838074,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:35.055374,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:36.207331,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:37.479295,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:38.748721,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:40.133218,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:41.455689,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:42.705623,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:43.993008,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:45.253035,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:46.538830,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:47.845297,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:49.119093,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:50.394701,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:51.686496,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:53.064262,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:54.308477,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:55.489273,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 7.6)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:56.665543,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:57.777251,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 12:59:58.965755,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:00.277938,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:01.514712,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:02.854377,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:04.229389,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:05.586432,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:06.870208,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:08.064596,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:09.277335,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:10.403997,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:11.561861,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:12.730440,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:13.939754,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:15.241333,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:16.516552,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:17.816511,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:19.162710,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:20.473725,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:21.834073,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:23.024305,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:24.225365,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.023529411764706)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:25.441247,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:26.628118,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:27.905123,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
10-01-2023 13:00:29.094070,"(51.0, 130.0, 63.333333333333336)","(4.6, 99999, 99990)","(6.5, 8.6, 8.236363636363636)","(4.0, 5.2, 4.028125)","(4.4, 99999, 99990)","(11.0, 19.0, 15.0)","(4.8, 6.6, 5.4461538461538455)","(11.0, 19.5, 17.928571428571427)","(18.0, 99999, 99990)"
