,Mccrikey,No Terror,Ifyousayso,Cloudy Bay,Deceptive Lee,Terry,Heisenberg
16-12-2022 14:04:13.095032,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 15.2)","(2.5, 3.5, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:14.135235,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 15.2)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:15.160248,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:16.094501,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:17.171476,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:18.284987,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:19.407955,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:20.564741,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.45, 3.3032432432432435)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:21.705920,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.5, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:22.846947,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:23.880467,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:24.960077,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:26.104766,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:27.210816,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.4, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:28.338954,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:29.471854,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:30.760883,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:31.886947,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:32.929228,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:34.050160,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:35.248694,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:36.343890,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:37.497800,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:38.902919,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:40.427253,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.3032432432432435)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:41.769126,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.5, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:43.075393,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:44.294067,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:45.440502,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:46.584755,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:47.826233,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:49.015837,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:04:50.192760,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:04:51.333406,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:04:52.527610,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:04:53.731337,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.742264150943396)"
16-12-2022 14:04:54.946712,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.222162162162162)","(2.8, 5.8, 5.48)"
16-12-2022 14:04:56.242612,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.48)"
16-12-2022 14:04:57.475383,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:04:58.608575,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:04:59.889940,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.3032432432432435)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:05:01.180414,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.5, 3.2736986301369866)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:05:02.475033,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.742264150943396)"
16-12-2022 14:05:03.604335,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.222162162162162)","(2.8, 5.8, 5.48)"
16-12-2022 14:05:04.692015,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.48)"
16-12-2022 14:05:05.930434,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.48)"
16-12-2022 14:05:07.170104,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.48)"
16-12-2022 14:05:08.284097,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.3032432432432435)","(2.8, 5.8, 5.48)"
16-12-2022 14:05:09.377474,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.5, 3.2736986301369866)","(2.8, 5.8, 5.48)"
16-12-2022 14:05:10.388497,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:05:11.432330,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:05:12.495864,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:05:13.845875,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.708484848484849)"
16-12-2022 14:05:15.230054,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 2.8495238095238093)","(2.8, 5.8, 5.708484848484849)"
16-12-2022 14:05:16.256219,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 2.8145454545454545)","(2.8, 5.8, 5.708484848484849)"
16-12-2022 14:05:17.335119,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.3032432432432435)","(2.8, 5.8, 5.708484848484849)"
16-12-2022 14:05:18.466862,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.5, 3.2736986301369866)","(2.8, 5.8, 5.708484848484849)"
16-12-2022 14:05:19.884045,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 4.942857142857143)"
16-12-2022 14:05:21.078239,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:05:22.223446,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:05:23.477659,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:05:24.678827,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:05:25.973993,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.45, 2.8145454545454545)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:05:27.192079,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.4, 2.8145454545454545)","(2.8, 5.8, 5.698305084745763)"
16-12-2022 14:05:28.495269,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.4, 2.8145454545454545)","(2.8, 5.8, 5.698305084745763)"
16-12-2022 14:05:29.805413,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.4, 2.827272727272727)","(2.8, 5.8, 4.948571428571428)"
16-12-2022 14:05:31.138838,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.4, 2.8636363636363638)","(2.8, 5.8, 4.948571428571428)"
16-12-2022 14:05:32.191950,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.5, 2.861904761904762)","(2.8, 5.8, 4.948571428571428)"
16-12-2022 14:05:33.210666,"(14.0, 36.0, 32.85714285714286)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 2.861904761904762)","(2.8, 5.8, 4.948571428571428)"
16-12-2022 14:05:34.261422,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 2.861904761904762)","(2.8, 5.8, 4.948571428571428)"
16-12-2022 14:05:35.283736,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.4, 2.861904761904762)","(2.8, 5.8, 5.6903703703703705)"
16-12-2022 14:05:36.292958,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 2.861904761904762)","(2.8, 5.8, 5.6903703703703705)"
16-12-2022 14:05:37.389602,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 2.861904761904762)","(2.8, 5.8, 5.6903703703703705)"
16-12-2022 14:05:38.499497,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 2.861904761904762)","(2.8, 5.8, 5.6903703703703705)"
16-12-2022 14:05:39.600660,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 2.861904761904762)","(2.8, 5.8, 5.6903703703703705)"
16-12-2022 14:05:40.676848,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 2.861904761904762)","(2.8, 5.8, 5.6903703703703705)"
16-12-2022 14:05:41.777083,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 12.9)","(2.5, 3.45, 2.861904761904762)","(2.8, 5.8, 5.699661016949152)"
16-12-2022 14:05:42.836229,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.45, 2.827272727272727)","(2.8, 5.8, 5.699661016949152)"
16-12-2022 14:05:43.928330,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.4, 2.8636363636363638)","(2.8, 5.8, 5.699661016949152)"
16-12-2022 14:05:45.224898,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.5, 2.827272727272727)","(2.8, 5.8, 5.699661016949152)"
16-12-2022 14:05:46.232367,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 15.5, 12.733333333333334)","(8.5, 17.0, 12.9)","(2.5, 3.4, 2.827272727272727)","(2.8, 5.8, 5.699661016949152)"
16-12-2022 14:05:47.242328,"(14.0, 38.0, 26.25)","(7.0, 18.5, 12.649999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 16.0, 13.066666666666666)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.699661016949152)"
16-12-2022 14:05:48.324825,"(14.0, 38.0, 26.25)","(7.0, 18.5, 12.649999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 16.0, 13.066666666666666)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.699661016949152)"
16-12-2022 14:05:49.409653,"(14.0, 38.0, 26.25)","(7.0, 18.5, 12.649999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 16.0, 13.066666666666666)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.699661016949152)"
16-12-2022 14:05:50.540006,"(14.0, 38.0, 26.25)","(7.0, 18.5, 12.649999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 16.0, 13.066666666666666)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.2736986301369866)","(2.8, 5.8, 5.699661016949152)"
16-12-2022 14:05:51.638594,"(14.0, 38.0, 26.25)","(7.0, 18.5, 12.649999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 16.0, 13.066666666666666)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 4.96)"
16-12-2022 14:05:52.618094,"(14.0, 38.0, 26.25)","(7.0, 18.5, 12.649999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 16.0, 13.066666666666666)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 4.96)"
16-12-2022 14:05:53.660999,"(14.0, 38.0, 26.25)","(7.0, 18.5, 12.649999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 16.0, 13.066666666666666)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 4.96)"
16-12-2022 14:05:54.738447,"(14.0, 38.0, 26.25)","(7.0, 18.5, 12.649999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 16.0, 13.066666666666666)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 4.96)"
16-12-2022 14:05:55.849151,"(14.0, 38.0, 26.25)","(7.0, 18.5, 12.649999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 16.0, 13.066666666666666)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 4.96)"
16-12-2022 14:05:56.960572,"(14.0, 38.0, 26.25)","(7.0, 18.5, 12.649999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 16.0, 13.066666666666666)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.2736986301369866)","(2.8, 5.8, 4.96)"
16-12-2022 14:05:58.094810,"(14.0, 38.0, 26.25)","(7.0, 18.5, 12.649999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 16.0, 13.066666666666666)","(8.5, 17.0, 12.9)","(2.5, 3.45, 3.222162162162162)","(2.8, 5.8, 4.96)"
16-12-2022 14:05:59.042921,"(14.0, 38.0, 26.25)","(7.0, 18.5, 12.649999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 16.0, 13.066666666666666)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 4.96)"
16-12-2022 14:05:59.996459,"(14.0, 38.0, 26.25)","(7.0, 18.5, 12.649999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 16.0, 13.066666666666666)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 4.96)"
16-12-2022 14:06:01.013377,"(14.0, 38.0, 26.25)","(7.0, 18.5, 12.649999999999999)","(14.0, 70.0, 61.92857142857143)","(7.0, 16.0, 13.066666666666666)","(8.5, 17.0, 12.9)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 4.96)"
