,Ziplock,Rockin Romeo,Canya Clink,Lets All Chant,More Scope,Knighted Shadow,Sizzle And Shine
09-01-2023 16:53:59.105353,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 6.015384615384615)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:00.099952,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 6.015384615384615)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:01.072543,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 6.015384615384615)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:02.049580,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 6.015384615384615)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:02.991272,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.094117647058823)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:03.915744,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:04.829566,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:05.807606,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:06.785447,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:07.928076,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:08.903179,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:09.897325,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:10.874150,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:11.871237,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:12.855781,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:13.810228,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:14.728280,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:15.631758,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:16.589833,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:17.509916,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:18.505213,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:19.497845,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:20.485832,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:21.474765,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:22.397792,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:23.359138,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:24.320789,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:25.382233,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:26.423235,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:27.393585,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:28.346886,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:29.301060,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:30.320568,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:31.309626,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:32.270659,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:33.238991,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:34.207155,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:35.144528,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:36.181745,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:37.339855,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:38.308608,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:39.263882,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:40.258479,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 24.1)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 24.1)","(26.0, 210.0, 101.4)"
09-01-2023 16:54:41.229608,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:42.195598,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:43.228743,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:44.174601,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:45.123836,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:46.212999,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:47.278748,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:48.455316,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:49.485423,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:50.492741,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:51.391716,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:52.357648,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:53.380406,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:54.481877,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:55.555078,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:56.620953,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:57.590316,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:58.600214,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:54:59.565348,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:00.525689,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:01.503581,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:02.403357,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:03.331025,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:04.294300,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:05.228007,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:06.191357,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:07.194987,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:08.190371,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:09.233965,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:10.347730,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:11.410917,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:12.424847,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:13.451422,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:14.442469,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:15.378241,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:16.308301,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:17.229993,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.68181818181818)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.68181818181818)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:18.147183,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.68181818181818)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.68181818181818)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:19.126808,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.68181818181818)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.68181818181818)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:20.111852,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.68181818181818)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.68181818181818)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:21.079577,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.68181818181818)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.68181818181818)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:22.090827,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.68181818181818)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.68181818181818)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:23.027622,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.68181818181818)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.68181818181818)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:24.088344,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.68181818181818)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.68181818181818)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:25.089294,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.68181818181818)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.68181818181818)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:26.076838,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.68181818181818)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.68181818181818)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:26.986619,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.68181818181818)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.68181818181818)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:27.921191,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.3, 2.703846153846154)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:28.843689,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.2, 2.77)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
09-01-2023 16:55:29.751225,"(3.9, 5.8, 5.489772727272728)","(12.0, 27.0, 25.5)","(3.7, 5.5, 5.213636363636364)","(2.6, 4.2, 2.77)","(5.5, 11.0, 9.058823529411764)","(12.0, 27.0, 25.5)","(26.0, 210.0, 93.64285714285714)"
